"","date","TAST"
"184","2007-09-25",10.5
"185","2007-09-26",10.62
"186","2007-09-27",10.68
"187","2007-09-28",11.2
"188","2007-10-01",11.13
"189","2007-10-02",11.88
"190","2007-10-03",11.59
"191","2007-10-04",11.77
"192","2007-10-05",11.8
"193","2007-10-08",11.79
"194","2007-10-09",11.9
"195","2007-10-10",12.22
"196","2007-10-11",12.39
"197","2007-10-12",12.25
"198","2007-10-15",11.98
"199","2007-10-16",11.32
"200","2007-10-17",11.53
"201","2007-10-18",11.42
"202","2007-10-19",10.9
"203","2007-10-22",11.27
"204","2007-10-23",11
"205","2007-10-24",11.02
"206","2007-10-25",10.97
"207","2007-10-26",11.25
"208","2007-10-29",11.13
"209","2007-10-30",11.06
"210","2007-10-31",11.14
"211","2007-11-01",10.8
"212","2007-11-02",10.89
"213","2007-11-05",10.7
"214","2007-11-06",10.89
"215","2007-11-07",10.62
"216","2007-11-08",10.25
"217","2007-11-09",10.2
"218","2007-11-12",10.05
"219","2007-11-13",9.95
"220","2007-11-14",10.25
"221","2007-11-15",10.53
"222","2007-11-16",11.28
"223","2007-11-19",11.2
"224","2007-11-20",11.13
"225","2007-11-21",10.74
"226","2007-11-23",10.87
"227","2007-11-26",10.92
"228","2007-11-27",10.62
"229","2007-11-28",11.05
"230","2007-11-29",10.83
"231","2007-11-30",10.67
"232","2007-12-03",10.42
"233","2007-12-04",10
"234","2007-12-05",10.5
"235","2007-12-06",10.67
"236","2007-12-07",10.33
"237","2007-12-10",10.53
"238","2007-12-11",10.04
"239","2007-12-12",9.9
"240","2007-12-13",9.97
"241","2007-12-14",9.65
"242","2007-12-17",9.59
"243","2007-12-18",10.09
"244","2007-12-19",10.21
"245","2007-12-20",10.24
"246","2007-12-21",10.25
"247","2007-12-24",10.26
"248","2007-12-26",10.47
"249","2007-12-27",10.02
"250","2007-12-28",9.63
"251","2007-12-31",9.58
"252","2008-01-02",9.15
"253","2008-01-03",8.85
"254","2008-01-04",8.8
"255","2008-01-07",8.74
"256","2008-01-08",8.37
"257","2008-01-09",8.39
"258","2008-01-10",8.25
"259","2008-01-11",8.08
"260","2008-01-14",8.08
"261","2008-01-15",7.77
"262","2008-01-16",7.79
"263","2008-01-17",7.65
"264","2008-01-18",7.56
"265","2008-01-22",7.63
"266","2008-01-23",7.78
"267","2008-01-24",7.76
"268","2008-01-25",7.98
"269","2008-01-28",7.97
"270","2008-01-29",7.97
"271","2008-01-30",7.82
"272","2008-01-31",7.94
"273","2008-02-01",8.15
"274","2008-02-04",8.1
"275","2008-02-05",8.14
"276","2008-02-06",8.22
"277","2008-02-07",7.77
"278","2008-02-08",7.8
"279","2008-02-11",8.63
"280","2008-02-12",8.73
"281","2008-02-13",8.81
"282","2008-02-14",8.74
"283","2008-02-15",8.47
"284","2008-02-19",8.34
"285","2008-02-20",8.49
"286","2008-02-21",8.08
"287","2008-02-22",8.04
"288","2008-02-25",8.15
"289","2008-02-26",8.74
"290","2008-02-27",8.55
"291","2008-02-28",8.34
"292","2008-02-29",8.27
"293","2008-03-03",7.94
"294","2008-03-04",7.8
"295","2008-03-05",7.8
"296","2008-03-06",7.74
"297","2008-03-07",7.67
"298","2008-03-10",7.32
"299","2008-03-11",7.5
"300","2008-03-12",7.51
"301","2008-03-13",7.63
"302","2008-03-14",7.42
"303","2008-03-17",7.14
"304","2008-03-18",7.16
"305","2008-03-19",7.03
"306","2008-03-20",6.96
"307","2008-03-24",7.7
"308","2008-03-25",8.2
"309","2008-03-26",8.18
"310","2008-03-27",8.1
"311","2008-03-28",7.99
"312","2008-03-31",8.93
"313","2008-04-01",8.46
"314","2008-04-02",8.62
"315","2008-04-03",8.26
"316","2008-04-04",8.31
"317","2008-04-07",8.4
"318","2008-04-08",8.23
"319","2008-04-09",8.25
"320","2008-04-10",8.05
"321","2008-04-11",7.94
"322","2008-04-14",7.82
"323","2008-04-15",7.91
"324","2008-04-16",8.03
"325","2008-04-17",8.05
"326","2008-04-18",8.06
"327","2008-04-21",7.86
"328","2008-04-22",7.84
"329","2008-04-23",7.89
"330","2008-04-24",7.91
"331","2008-04-25",7.88
"332","2008-04-28",7.92
"333","2008-04-29",8.07
"334","2008-04-30",8.05
"335","2008-05-01",8.19
"336","2008-05-02",8.23
"337","2008-05-05",8.12
"338","2008-05-06",7.65
"339","2008-05-07",7.54
"340","2008-05-08",7.55
"341","2008-05-09",7.45
"342","2008-05-12",7.35
"343","2008-05-13",7.53
"344","2008-05-14",7.34
"345","2008-05-15",7.47
"346","2008-05-16",7.32
"347","2008-05-19",7.08
"348","2008-05-20",7.04
"349","2008-05-21",6.99
"350","2008-05-22",6.95
"351","2008-05-23",6.6
"352","2008-05-27",6.66
"353","2008-05-28",6.56
"354","2008-05-29",6.58
"355","2008-05-30",6.94
"356","2008-06-02",6.78
"357","2008-06-03",6.77
"358","2008-06-04",7.17
"359","2008-06-05",7.11
"360","2008-06-06",6.65
"361","2008-06-09",6.43
"362","2008-06-10",6.44
"363","2008-06-11",6.31
"364","2008-06-12",6.2
"365","2008-06-13",6.16
"366","2008-06-16",6.3
"367","2008-06-17",6.05
"368","2008-06-18",6.16
"369","2008-06-19",6.4
"370","2008-06-20",6.08
"371","2008-06-23",5.98
"372","2008-06-24",5.72
"373","2008-06-25",5.7
"374","2008-06-26",5.55
"375","2008-06-27",5.27
"376","2008-06-30",5.19
"377","2008-07-01",4.88
"378","2008-07-02",5.06
"379","2008-07-03",4.95
"380","2008-07-07",5.13
"381","2008-07-08",5.33
"382","2008-07-09",5.11
"383","2008-07-10",5.28
"384","2008-07-11",5.31
"385","2008-07-14",5.17
"386","2008-07-15",5.39
"387","2008-07-16",5.18
"388","2008-07-17",5.4
"389","2008-07-18",5.68
"390","2008-07-21",5.41
"391","2008-07-22",5.25
"392","2008-07-23",5.6
"393","2008-07-24",5.42
"394","2008-07-25",5.21
"395","2008-07-28",5.05
"396","2008-07-29",5.46
"397","2008-07-30",5.44
"398","2008-07-31",5.74
"399","2008-08-01",5.64
"400","2008-08-04",5.5
"401","2008-08-05",5.37
"402","2008-08-06",5.87
"403","2008-08-07",5.75
"404","2008-08-08",6.23
"405","2008-08-11",6.49
"406","2008-08-12",6.6
"407","2008-08-13",6.45
"408","2008-08-14",6.57
"409","2008-08-15",6.16
"410","2008-08-18",5.79
"411","2008-08-19",5.34
"412","2008-08-20",5.35
"413","2008-08-21",5.39
"414","2008-08-22",5.5
"415","2008-08-25",5.07
"416","2008-08-26",5.2
"417","2008-08-27",5.27
"418","2008-08-28",5.59
"419","2008-08-29",5.7
"420","2008-09-02",5.7
"421","2008-09-03",5.63
"422","2008-09-04",6.16
"423","2008-09-05",6.19
"424","2008-09-08",5.86
"425","2008-09-09",5.41
"426","2008-09-10",5.7
"427","2008-09-11",5.61
"428","2008-09-12",5.5
"429","2008-09-15",5.29
"430","2008-09-16",5.01
"431","2008-09-17",4.86
"432","2008-09-18",4.44
"433","2008-09-19",4.43
"434","2008-09-22",4.36
"435","2008-09-23",4.06
"436","2008-09-24",3.69
"437","2008-09-25",3.28
"438","2008-09-26",3.09
"439","2008-09-29",2.77
"440","2008-09-30",3
"441","2008-10-01",2.98
"442","2008-10-02",2.45
"443","2008-10-03",2.46
"444","2008-10-06",2
"445","2008-10-07",1.95
"446","2008-10-08",2.27
"447","2008-10-09",2.53
"448","2008-10-10",2.52
"449","2008-10-13",2.39
"450","2008-10-14",2
"451","2008-10-15",2.09
"452","2008-10-16",2.46
"453","2008-10-17",2.33
"454","2008-10-20",2.37
"455","2008-10-21",2.62
"456","2008-10-22",2.44
"457","2008-10-23",2.2
"458","2008-10-24",2.33
"459","2008-10-27",1.92
"460","2008-10-28",1.96
"461","2008-10-29",1.93
"462","2008-10-30",2.01
"463","2008-10-31",2.03
"464","2008-11-03",1.94
"465","2008-11-04",2.04
"466","2008-11-05",1.81
"467","2008-11-06",1.72
"468","2008-11-07",1.82
"469","2008-11-10",1.74
"470","2008-11-11",1.71
"471","2008-11-12",1.61
"472","2008-11-13",1.72
"473","2008-11-14",1.69
"474","2008-11-17",1.6
"475","2008-11-18",1.55
"476","2008-11-19",1.49
"477","2008-11-20",1.5
"478","2008-11-21",1.6
"479","2008-11-24",1.61
"480","2008-11-25",1.66
"481","2008-11-26",1.78
"482","2008-11-28",1.98
"483","2008-12-01",1.95
"484","2008-12-02",1.84
"485","2008-12-03",1.94
"486","2008-12-04",2.16
"487","2008-12-05",2.19
"488","2008-12-08",2.3
"489","2008-12-09",2.31
"490","2008-12-10",2.09
"491","2008-12-11",2.12
"492","2008-12-12",2.16
"493","2008-12-15",2.24
"494","2008-12-16",2.06
"495","2008-12-17",2
"496","2008-12-18",2
"497","2008-12-19",1.97
"498","2008-12-22",2
"499","2008-12-23",2.01
"500","2008-12-24",2.06
"501","2008-12-26",2.19
"502","2008-12-29",2.35
"503","2008-12-30",2.61
"504","2008-12-31",2.7
"505","2009-01-02",2.71
"506","2009-01-05",2.67
"507","2009-01-06",2.83
"508","2009-01-07",2.86
"509","2009-01-08",2.93
"510","2009-01-09",2.99
"511","2009-01-12",2.95
"512","2009-01-13",2.94
"513","2009-01-14",2.6
"514","2009-01-15",2.37
"515","2009-01-16",2.6
"516","2009-01-20",2.72
"517","2009-01-21",2.91
"518","2009-01-22",2.83
"519","2009-01-23",2.86
"520","2009-01-26",3.06
"521","2009-01-27",3.12
"522","2009-01-28",3.15
"523","2009-01-29",3.16
"524","2009-01-30",3.22
"525","2009-02-02",3.28
"526","2009-02-03",3.35
"527","2009-02-04",3.13
"528","2009-02-05",3.16
"529","2009-02-06",3.2
"530","2009-02-09",3.16
"531","2009-02-10",3.2
"532","2009-02-11",3.21
"533","2009-02-12",3.23
"534","2009-02-13",3.12
"535","2009-02-17",2.96
"536","2009-02-18",3
"537","2009-02-19",3.01
"538","2009-02-20",2.91
"539","2009-02-23",2.75
"540","2009-02-24",2.8
"541","2009-02-25",2.78
"542","2009-02-26",2.77
"543","2009-02-27",2.75
"544","2009-03-02",2.58
"545","2009-03-03",2.72
"546","2009-03-04",2.85
"547","2009-03-05",2.85
"548","2009-03-06",2.92
"549","2009-03-09",2.75
"550","2009-03-10",2.97
"551","2009-03-11",2.81
"552","2009-03-12",2.96
"553","2009-03-13",2.99
"554","2009-03-16",3
"555","2009-03-17",3.05
"556","2009-03-18",3.19
"557","2009-03-19",3.17
"558","2009-03-20",3.35
"559","2009-03-23",3.44
"560","2009-03-24",3.57
"561","2009-03-25",3.53
"562","2009-03-26",3.6
"563","2009-03-27",3.55
"564","2009-03-30",3.45
"565","2009-03-31",3.51
"566","2009-04-01",3.62
"567","2009-04-02",3.75
"568","2009-04-03",3.67
"569","2009-04-06",3.71
"570","2009-04-07",3.67
"571","2009-04-08",3.76
"572","2009-04-09",4.25
"573","2009-04-13",4.46
"574","2009-04-14",4.3
"575","2009-04-15",4.18
"576","2009-04-16",4.33
"577","2009-04-17",4.16
"578","2009-04-20",4
"579","2009-04-21",3.93
"580","2009-04-22",4.07
"581","2009-04-23",5.5
"582","2009-04-24",5.8
"583","2009-04-27",6.06
"584","2009-04-28",5.98
"585","2009-04-29",6.06
"586","2009-04-30",5.92
"587","2009-05-01",6.38
"588","2009-05-04",6.68
"589","2009-05-05",6.78
"590","2009-05-06",6.7
"591","2009-05-07",6.6
"592","2009-05-08",6.7
"593","2009-05-11",6.71
"594","2009-05-12",6.66
"595","2009-05-13",6.31
"596","2009-05-14",6.68
"597","2009-05-15",6.86
"598","2009-05-18",7.18
"599","2009-05-19",7
"600","2009-05-20",7.05
"601","2009-05-21",6.78
"602","2009-05-22",6.94
"603","2009-05-26",7.21
"604","2009-05-27",7.5
"605","2009-05-28",7.35
"606","2009-05-29",7.5
"607","2009-06-01",6.85
"608","2009-06-02",6.42
"609","2009-06-03",6.64
"610","2009-06-04",6.6
"611","2009-06-05",6.34
"612","2009-06-08",6.25
"613","2009-06-09",6.13
"614","2009-06-10",6.11
"615","2009-06-11",6.1
"616","2009-06-12",6.23
"617","2009-06-15",6.14
"618","2009-06-16",6.1
"619","2009-06-17",6.47
"620","2009-06-18",6.66
"621","2009-06-19",6.67
"622","2009-06-22",5.8
"623","2009-06-23",5.4
"624","2009-06-24",5.32
"625","2009-06-25",5.82
"626","2009-06-26",6.47
"627","2009-06-29",6.66
"628","2009-06-30",6.66
"629","2009-07-01",6.63
"630","2009-07-02",6.66
"631","2009-07-06",6.59
"632","2009-07-07",6.79
"633","2009-07-08",7.06
"634","2009-07-09",7.05
"635","2009-07-10",6.99
"636","2009-07-13",7.07
"637","2009-07-14",7.02
"638","2009-07-15",7
"639","2009-07-16",7.14
"640","2009-07-17",6.86
"641","2009-07-20",6.88
"642","2009-07-21",6.71
"643","2009-07-22",6.48
"644","2009-07-23",6.46
"645","2009-07-24",6.84
"646","2009-07-27",6.72
"647","2009-07-28",6.67
"648","2009-07-29",6.77
"649","2009-07-30",6.81
"650","2009-07-31",6.77
"651","2009-08-03",7.22
"652","2009-08-04",7.63
"653","2009-08-05",7.25
"654","2009-08-06",6.8
"655","2009-08-07",6.95
"656","2009-08-10",7.1
"657","2009-08-11",6.82
"658","2009-08-12",7.16
"659","2009-08-13",7.31
"660","2009-08-14",7.3
"661","2009-08-17",7.33
"662","2009-08-18",7.35
"663","2009-08-19",7.42
"664","2009-08-20",7.66
"665","2009-08-21",7.84
"666","2009-08-24",7.95
"667","2009-08-25",7.99
"668","2009-08-26",8.02
"669","2009-08-27",8.04
"670","2009-08-28",7.76
"671","2009-08-31",7.61
"672","2009-09-01",7.35
"673","2009-09-02",7.42
"674","2009-09-03",7.52
"675","2009-09-04",7.62
"676","2009-09-08",7.62
"677","2009-09-09",7.59
"678","2009-09-10",7.83
"679","2009-09-11",7.92
"680","2009-09-14",8.08
"681","2009-09-15",8.11
"682","2009-09-16",8.13
"683","2009-09-17",8.15
"684","2009-09-18",8
"685","2009-09-21",7.86
"686","2009-09-22",7.9
"687","2009-09-23",7.69
"688","2009-09-24",7.74
"689","2009-09-25",7.81
"690","2009-09-28",7.82
"691","2009-09-29",7.82
"692","2009-09-30",7.56
"693","2009-10-01",6.88
"694","2009-10-02",7.41
"695","2009-10-05",7.57
"696","2009-10-06",7.76
"697","2009-10-07",7.61
"698","2009-10-08",7.47
"699","2009-10-09",7.51
"700","2009-10-12",7.67
"701","2009-10-13",7.65
"702","2009-10-14",7.79
"703","2009-10-15",7.66
"704","2009-10-16",7.56
"705","2009-10-19",7.56
"706","2009-10-20",7.6
"707","2009-10-21",7.56
"708","2009-10-22",7.58
"709","2009-10-23",7.4
"710","2009-10-26",7.09
"711","2009-10-27",6.88
"712","2009-10-28",6.68
"713","2009-10-29",6.57
"714","2009-10-30",6.49
"715","2009-11-02",6.92
"716","2009-11-03",6.92
"717","2009-11-04",6.59
"718","2009-11-05",6.93
"719","2009-11-06",6.96
"720","2009-11-09",7.01
"721","2009-11-10",6.98
"722","2009-11-11",7.04
"723","2009-11-12",6.65
"724","2009-11-13",6.66
"725","2009-11-16",6.98
"726","2009-11-17",6.93
"727","2009-11-18",6.81
"728","2009-11-19",6.49
"729","2009-11-20",6.41
"730","2009-11-23",6.73
"731","2009-11-24",6.57
"732","2009-11-25",6.65
"733","2009-11-27",6.5
"734","2009-11-30",6.62
"735","2009-12-01",6.77
"736","2009-12-02",6.86
"737","2009-12-03",6.71
"738","2009-12-04",6.76
"739","2009-12-07",6.88
"740","2009-12-08",6.79
"741","2009-12-09",6.55
"742","2009-12-10",6.36
"743","2009-12-11",6.56
"744","2009-12-14",6.55
"745","2009-12-15",6.59
"746","2009-12-16",6.52
"747","2009-12-17",6.44
"748","2009-12-18",6.41
"749","2009-12-21",6.43
"750","2009-12-22",6.55
"751","2009-12-23",6.8
"752","2009-12-24",6.92
"753","2009-12-28",6.96
"754","2009-12-29",7.08
"755","2009-12-30",7.19
"756","2009-12-31",7.07
"757","2010-01-04",7.32
"758","2010-01-05",7.07
"759","2010-01-06",6.77
"760","2010-01-07",6.8
"761","2010-01-08",6.68
"762","2010-01-11",6.52
"763","2010-01-12",6.41
"764","2010-01-13",6.49
"765","2010-01-14",6.48
"766","2010-01-15",6.54
"767","2010-01-19",6.64
"768","2010-01-20",6.67
"769","2010-01-21",6.56
"770","2010-01-22",6.5
"771","2010-01-25",6.49
"772","2010-01-26",6.5
"773","2010-01-27",6.54
"774","2010-01-28",6.43
"775","2010-01-29",6.31
"776","2010-02-01",6.3
"777","2010-02-02",6.25
"778","2010-02-03",6.51
"779","2010-02-04",6.4
"780","2010-02-05",6.43
"781","2010-02-08",6.32
"782","2010-02-09",6.38
"783","2010-02-10",6.41
"784","2010-02-11",6.53
"785","2010-02-12",6.46
"786","2010-02-16",6.6
"787","2010-02-17",6.72
"788","2010-02-18",7
"789","2010-02-19",6.78
"790","2010-02-22",6.7
"791","2010-02-23",6.71
"792","2010-02-24",6.78
"793","2010-02-25",6.53
"794","2010-02-26",6.35
"795","2010-03-01",6.4
"796","2010-03-02",6.34
"797","2010-03-03",6.24
"798","2010-03-04",6.16
"799","2010-03-05",6.1
"800","2010-03-08",6.12
"801","2010-03-09",6.21
"802","2010-03-10",6.46
"803","2010-03-11",6.46
"804","2010-03-12",6.25
"805","2010-03-15",6.14
"806","2010-03-16",6.22
"807","2010-03-17",6.27
"808","2010-03-18",6.39
"809","2010-03-19",6.51
"810","2010-03-22",6.52
"811","2010-03-23",6.53
"812","2010-03-24",6.52
"813","2010-03-25",6.65
"814","2010-03-26",6.69
"815","2010-03-29",6.71
"816","2010-03-30",6.81
"817","2010-03-31",6.8
"818","2010-04-01",6.68
"819","2010-04-05",6.78
"820","2010-04-06",6.83
"821","2010-04-07",6.83
"822","2010-04-08",7.21
"823","2010-04-09",7.18
"824","2010-04-12",7.23
"825","2010-04-13",7.24
"826","2010-04-14",7.34
"827","2010-04-15",7.27
"828","2010-04-16",7.25
"829","2010-04-19",7.35
"830","2010-04-20",7.48
"831","2010-04-21",7.51
"832","2010-04-22",7.77
"833","2010-04-23",7.77
"834","2010-04-26",7.99
"835","2010-04-27",7.74
"836","2010-04-28",7.58
"837","2010-04-29",7.82
"838","2010-04-30",7.49
"839","2010-05-03",7.47
"840","2010-05-04",7.25
"841","2010-05-05",7.05
"842","2010-05-06",6.97
"843","2010-05-07",6.71
"844","2010-05-10",7.07
"845","2010-05-11",7.31
"846","2010-05-12",7.3
"847","2010-05-13",7.07
"848","2010-05-14",7.01
"849","2010-05-17",7.03
"850","2010-05-18",7.01
"851","2010-05-19",6.87
"852","2010-05-20",6.36
"853","2010-05-21",5.97
"854","2010-05-24",5.85
"855","2010-05-25",6.02
"856","2010-05-26",5.88
"857","2010-05-27",6.27
"858","2010-05-28",6.27
"859","2010-06-01",5.93
"860","2010-06-02",5.96
"861","2010-06-03",5.98
"862","2010-06-04",5.55
"863","2010-06-07",5.02
"864","2010-06-08",5.18
"865","2010-06-09",5.28
"866","2010-06-10",5.43
"867","2010-06-11",5.48
"868","2010-06-14",5.72
"869","2010-06-15",5.97
"870","2010-06-16",5.66
"871","2010-06-17",5.6
"872","2010-06-18",5.46
"873","2010-06-21",5.54
"874","2010-06-22",5.42
"875","2010-06-23",5.38
"876","2010-06-24",5.2
"877","2010-06-25",5.08
"878","2010-06-28",5.06
"879","2010-06-29",4.71
"880","2010-06-30",4.57
"881","2010-07-01",4.56
"882","2010-07-02",4.46
"883","2010-07-06",4
"884","2010-07-07",4.13
"885","2010-07-08",4.42
"886","2010-07-09",4.41
"887","2010-07-12",4.66
"888","2010-07-13",4.73
"889","2010-07-14",4.79
"890","2010-07-15",4.87
"891","2010-07-16",4.85
"892","2010-07-19",4.92
"893","2010-07-20",5.13
"894","2010-07-21",5.11
"895","2010-07-22",5.2
"896","2010-07-23",5.27
"897","2010-07-26",5.39
"898","2010-07-27",5.25
"899","2010-07-28",5.25
"900","2010-07-29",5.14
"901","2010-07-30",5.18
"902","2010-08-02",5.25
"903","2010-08-03",5.22
"904","2010-08-04",5.19
"905","2010-08-05",5.1
"906","2010-08-06",5.02
"907","2010-08-09",5.09
"908","2010-08-10",4.97
"909","2010-08-11",4.77
"910","2010-08-12",4.72
"911","2010-08-13",4.77
"912","2010-08-16",4.56
"913","2010-08-17",4.53
"914","2010-08-18",4.7
"915","2010-08-19",4.54
"916","2010-08-20",4.39
"917","2010-08-23",4.29
"918","2010-08-24",4.28
"919","2010-08-25",4.32
"920","2010-08-26",4.37
"921","2010-08-27",4.44
"922","2010-08-30",4.35
"923","2010-08-31",4.38
"924","2010-09-01",4.67
"925","2010-09-02",4.96
"926","2010-09-03",5.14
"927","2010-09-07",4.85
"928","2010-09-08",4.9
"929","2010-09-09",4.94
"930","2010-09-10",4.85
"931","2010-09-13",4.97
"932","2010-09-14",4.88
"933","2010-09-15",4.9
"934","2010-09-16",4.78
"935","2010-09-17",4.79
"936","2010-09-20",4.93
"937","2010-09-21",5.01
"938","2010-09-22",4.97
"939","2010-09-23",4.86
"940","2010-09-24",4.9
"941","2010-09-27",4.89
"942","2010-09-28",5.12
"943","2010-09-29",5.17
"944","2010-09-30",5.3
"945","2010-10-01",5.42
"946","2010-10-04",5.23
"947","2010-10-05",5.59
"948","2010-10-06",5.7
"949","2010-10-07",5.86
"950","2010-10-08",5.87
"951","2010-10-11",6.01
"952","2010-10-12",6
"953","2010-10-13",6.07
"954","2010-10-14",6.18
"955","2010-10-15",6.1
"956","2010-10-18",6.07
"957","2010-10-19",6.11
"958","2010-10-20",6.28
"959","2010-10-21",6.19
"960","2010-10-22",6.32
"961","2010-10-25",6.55
"962","2010-10-26",6.75
"963","2010-10-27",6.56
"964","2010-10-28",6.63
"965","2010-10-29",6.76
"966","2010-11-01",6.67
"967","2010-11-02",6.79
"968","2010-11-03",6.85
"969","2010-11-04",7.05
"970","2010-11-05",6.95
"971","2010-11-08",7.03
"972","2010-11-09",7.07
"973","2010-11-10",7.04
"974","2010-11-11",7.01
"975","2010-11-12",7.06
"976","2010-11-15",7.11
"977","2010-11-16",7.06
"978","2010-11-17",7.19
"979","2010-11-18",7.13
"980","2010-11-19",7
"981","2010-11-22",7.04
"982","2010-11-23",7.04
"983","2010-11-24",7.11
"984","2010-11-26",7.09
"985","2010-11-29",7.2
"986","2010-11-30",7.09
"987","2010-12-01",7.18
"988","2010-12-02",7.39
"989","2010-12-03",7.3
"990","2010-12-06",7.36
"991","2010-12-07",7.27
"992","2010-12-08",7.3
"993","2010-12-09",7.33
"994","2010-12-10",7.34
"995","2010-12-13",7.37
"996","2010-12-14",7.15
"997","2010-12-15",7.42
"998","2010-12-16",7.62
"999","2010-12-17",7.59
"1000","2010-12-20",7.8
"1001","2010-12-21",7.79
"1002","2010-12-22",7.8
