"","date","SUNW"
"1","2010-03-10",18.200001
"2","2010-03-11",18.200001
"3","2010-03-12",18.200001
"4","2010-03-15",18.200001
"5","2010-03-16",18.200001
"6","2010-03-17",18.200001
"7","2010-03-18",18.200001
"8","2010-03-19",18.200001
"9","2010-03-22",18.200001
"10","2010-03-23",18.200001
"11","2010-03-24",18.200001
"12","2010-03-25",18.200001
"13","2010-03-26",18.200001
"14","2010-03-29",18.200001
"15","2010-03-30",18.200001
"16","2010-03-31",18.200001
"17","2010-04-01",18.200001
"18","2010-04-05",18.200001
"19","2010-04-06",18.200001
"20","2010-04-07",18.200001
"21","2010-04-08",18.200001
"22","2010-04-09",18.200001
"23","2010-04-12",18.200001
"24","2010-04-13",18.200001
"25","2010-04-14",18.200001
"26","2010-04-15",18.200001
"27","2010-04-16",18.200001
"28","2010-04-19",18.200001
"29","2010-04-20",18.200001
"30","2010-04-21",18.200001
"31","2010-04-22",18.200001
"32","2010-04-23",18.200001
"33","2010-04-26",18.200001
"34","2010-04-27",18.200001
"35","2010-04-28",18.200001
"36","2010-04-29",18.200001
"37","2010-04-30",18.200001
"38","2010-05-03",18.200001
"39","2010-05-04",18.200001
"40","2010-05-05",18.200001
"41","2010-05-06",18.200001
"42","2010-05-07",18.200001
"43","2010-05-10",18.200001
"44","2010-05-11",18.200001
"45","2010-05-12",18.200001
"46","2010-05-13",18.200001
"47","2010-05-14",18.200001
"48","2010-05-17",18.200001
"49","2010-05-18",18.200001
"50","2010-05-19",18.200001
"51","2010-05-20",18.200001
"52","2010-05-21",18.200001
"53","2010-05-24",18.200001
"54","2010-05-25",18.200001
"55","2010-05-26",18.200001
"56","2010-05-27",18.200001
"57","2010-05-28",18.200001
"58","2010-06-01",18.200001
"59","2010-06-02",18.200001
"60","2010-06-03",10.01
"61","2010-06-04",18.200001
"62","2010-06-07",18.200001
"63","2010-06-08",18.200001
"64","2010-06-09",18.200001
"65","2010-06-10",18.200001
"66","2010-06-11",18.200001
"67","2010-06-14",18.200001
"68","2010-06-15",18.200001
"69","2010-06-16",18.200001
"70","2010-06-17",18.200001
"71","2010-06-18",18.200001
"72","2010-06-21",18.200001
"73","2010-06-22",18.200001
"74","2010-06-23",18.200001
"75","2010-06-24",18.200001
"76","2010-06-25",18.200001
"77","2010-06-28",18.200001
"78","2010-06-29",18.200001
"79","2010-06-30",18.200001
"80","2010-07-01",18.200001
"81","2010-07-02",18.200001
"82","2010-07-06",18.200001
"83","2010-07-07",18.200001
"84","2010-07-08",18.200001
"85","2010-07-09",18.200001
"86","2010-07-12",18.200001
"87","2010-07-13",18.200001
"88","2010-07-14",18.200001
"89","2010-07-15",18.200001
"90","2010-07-16",18.200001
"91","2010-07-19",18.200001
"92","2010-07-20",18.200001
"93","2010-07-21",18.200001
"94","2010-07-22",18.200001
"95","2010-07-23",18.200001
"96","2010-07-26",18.200001
"97","2010-07-27",18.200001
"98","2010-07-28",18.200001
"99","2010-07-29",18.200001
"100","2010-07-30",18.200001
"101","2010-08-02",18.200001
"102","2010-08-03",18.200001
"103","2010-08-04",18.200001
"104","2010-08-05",2.002
"105","2010-08-06",2.366
"106","2010-08-09",2.366
"107","2010-08-10",2.366
"108","2010-08-11",2.366
"109","2010-08-12",2.366
"110","2010-08-13",2.366
"111","2010-08-16",2.366
"112","2010-08-17",2.366
"113","2010-08-18",2.366
"114","2010-08-19",2.366
"115","2010-08-20",2.366
"116","2010-08-23",2.366
"117","2010-08-24",2.366
"118","2010-08-25",2.366
"119","2010-08-26",2.366
"120","2010-08-27",2.366
"121","2010-08-30",2.366
"122","2010-08-31",2.366
"123","2010-09-01",2.366
"124","2010-09-02",2.366
"125","2010-09-03",2.366
"126","2010-09-07",2.366
"127","2010-09-08",22.75
"128","2010-09-09",22.75
"129","2010-09-10",22.75
"130","2010-09-13",18.200001
"131","2010-09-14",18.200001
"132","2010-09-15",18.200001
"133","2010-09-16",18.200001
"134","2010-09-17",18.200001
"135","2010-09-20",18.200001
"136","2010-09-21",18.200001
"137","2010-09-22",9.1
"138","2010-09-23",9.1
"139","2010-09-24",9.1
"140","2010-09-27",9.1
"141","2010-09-28",9.1
"142","2010-09-29",9.1
"143","2010-09-30",9.1
"144","2010-10-01",22.75
"145","2010-10-04",22.75
"146","2010-10-05",22.75
"147","2010-10-06",22.75
"148","2010-10-07",22.75
"149","2010-10-08",22.75
"150","2010-10-11",22.75
"151","2010-10-12",22.75
"152","2010-10-13",22.75
"153","2010-10-14",22.75
"154","2010-10-15",22.75
"155","2010-10-18",22.75
"156","2010-10-19",22.75
"157","2010-10-20",22.75
"158","2010-10-21",22.75
"159","2010-10-22",9.1
"160","2010-10-25",18.200001
"161","2010-10-26",18.200001
"162","2010-10-27",27.299999
"163","2010-10-28",36.400002
"164","2010-10-29",27.299999
"165","2010-11-01",27.299999
"166","2010-11-02",27.299999
"167","2010-11-03",27.299999
"168","2010-11-04",45.5
"169","2010-11-05",45.5
"170","2010-11-08",36.400002
"171","2010-11-09",36.400002
"172","2010-11-10",36.400002
"173","2010-11-11",36.400002
"174","2010-11-12",36.400002
"175","2010-11-15",36.400002
"176","2010-11-16",27.299999
"177","2010-11-17",27.299999
"178","2010-11-18",27.299999
"179","2010-11-19",27.299999
"180","2010-11-22",27.299999
"181","2010-11-23",27.299999
"182","2010-11-24",27.299999
"183","2010-11-26",27.299999
"184","2010-11-29",27.299999
"185","2010-11-30",27.299999
"186","2010-12-01",27.846001
"187","2010-12-02",27.846001
"188","2010-12-03",36.400002
"189","2010-12-06",21.84
"190","2010-12-07",21.84
"191","2010-12-08",21.84
"192","2010-12-09",36.400002
"193","2010-12-10",36.400002
"194","2010-12-13",36.400002
"195","2010-12-14",27.299999
"196","2010-12-15",27.299999
"197","2010-12-16",27.299999
"198","2010-12-17",27.299999
"199","2010-12-20",27.299999
"200","2010-12-21",28.209999
"201","2010-12-22",28.209999
"202","2010-12-23",26.389999
"203","2010-12-27",26.389999
"204","2010-12-28",26.389999
"205","2010-12-29",26.389999
"206","2010-12-30",28.209999
"207","2010-12-31",28.209999
"208","2011-01-03",28.209999
"209","2011-01-04",28.209999
"210","2011-01-05",28.209999
"211","2011-01-06",23.66
"212","2011-01-07",23.66
"213","2011-01-10",23.66
"214","2011-01-11",27.299999
"215","2011-01-12",28.209999
"216","2011-01-13",27.299999
"217","2011-01-14",27.299999
"218","2011-01-18",27.299999
"219","2011-01-19",28.209999
"220","2011-01-20",28.209999
"221","2011-01-21",28.209999
"222","2011-01-24",27.299999
"223","2011-01-25",28.209999
"224","2011-01-26",23.66
"225","2011-01-27",23.66
"226","2011-01-28",27.299999
"227","2011-01-31",28.209999
"228","2011-02-01",22.75
"229","2011-02-02",22.75
"230","2011-02-03",22.75
"231","2011-02-04",22.75
"232","2011-02-07",18.200001
"233","2011-02-08",18.200001
"234","2011-02-09",27.299999
"235","2011-02-10",27.299999
"236","2011-02-11",27.299999
"237","2011-02-14",27.299999
"238","2011-02-15",27.299999
"239","2011-02-16",27.299999
"240","2011-02-17",21.84
"241","2011-02-18",27.299999
"242","2011-02-22",27.299999
"243","2011-02-23",27.299999
"244","2011-02-24",45.5
"245","2011-02-25",41.860001
"246","2011-02-28",40.040001
"247","2011-03-01",45.5
"248","2011-03-02",45.5
"249","2011-03-03",45.5
"250","2011-03-04",45.5
"251","2011-03-07",40.040001
"252","2011-03-08",45.136002
"253","2011-03-09",45.5
"254","2011-03-10",43.68
"255","2011-03-11",45.5
"256","2011-03-14",45.5
"257","2011-03-15",41.860001
"258","2011-03-16",45.5
"259","2011-03-17",40.040001
"260","2011-03-18",40.040001
"261","2011-03-21",43.68
"262","2011-03-22",45.5
"263","2011-03-23",45.5
"264","2011-03-24",45.5
"265","2011-03-25",45.5
"266","2011-03-28",45.5
"267","2011-03-29",36.400002
"268","2011-03-30",36.400002
"269","2011-03-31",40.040001
"270","2011-04-01",40.040001
"271","2011-04-04",39.130001
"272","2011-04-05",45.5
"273","2011-04-06",41.860001
"274","2011-04-07",41.860001
"275","2011-04-08",41.860001
"276","2011-04-11",41.860001
"277","2011-04-12",41.860001
"278","2011-04-13",45.5
"279","2011-04-14",43.68
"280","2011-04-15",43.68
"281","2011-04-18",38.220001
"282","2011-04-19",41.860001
"283","2011-04-20",43.68
"284","2011-04-21",45.5
"285","2011-04-25",45.5
"286","2011-04-26",45.5
"287","2011-04-27",45.5
"288","2011-04-28",45.5
"289","2011-04-29",41.860001
"290","2011-05-02",41.860001
