"","date","JMP"
"285","2008-06-26",6.73
"286","2008-06-27",6.43
"287","2008-06-30",6.6
"288","2008-07-01",6.42
"289","2008-07-02",6.43
"290","2008-07-03",6.38
"291","2008-07-07",6.25
"292","2008-07-08",6.72
"293","2008-07-09",6.5
"294","2008-07-10",6.53
"295","2008-07-11",6.29
"296","2008-07-14",5.95
"297","2008-07-15",5.8
"298","2008-07-16",6.15
"299","2008-07-17",6.42
"300","2008-07-18",6.48
"301","2008-07-21",6.47
"302","2008-07-22",6.5
"303","2008-07-23",6.79
"304","2008-07-24",6.73
"305","2008-07-25",6.94
"306","2008-07-28",6.86
"307","2008-07-29",6.99
"308","2008-07-30",6.96
"309","2008-07-31",6.97
"310","2008-08-01",6.62
"311","2008-08-04",6.08
"312","2008-08-05",6.4
"313","2008-08-06",6.41
"314","2008-08-07",6.16
"315","2008-08-08",6.39
"316","2008-08-11",6.91
"317","2008-08-12",7
"318","2008-08-13",6.83
"319","2008-08-14",7
"320","2008-08-15",7.29
"321","2008-08-18",7
"322","2008-08-19",6.48
"323","2008-08-20",6.4
"324","2008-08-21",6.37
"325","2008-08-22",6.42
"326","2008-08-25",5.98
"327","2008-08-26",5.91
"328","2008-08-27",6.05
"329","2008-08-28",5.96
"330","2008-08-29",6
"331","2008-09-02",5.97
"332","2008-09-03",5.99
"333","2008-09-04",6.02
"334","2008-09-05",5.97
"335","2008-09-08",6.1
"336","2008-09-09",5.99
"337","2008-09-10",6
"338","2008-09-11",6.04
"339","2008-09-12",6.02
"340","2008-09-15",5.98
"341","2008-09-16",5.7
"342","2008-09-17",5.48
"343","2008-09-18",5.78
"344","2008-09-19",6
"345","2008-09-22",5.8
"346","2008-09-23",5.57
"347","2008-09-24",5.65
"348","2008-09-25",5.63
"349","2008-09-26",5.7
"350","2008-09-29",5
"351","2008-09-30",5.24
"352","2008-10-01",5.4
"353","2008-10-02",5.3
"354","2008-10-03",5.42
"355","2008-10-06",5
"356","2008-10-07",4.85
"357","2008-10-08",4.64
"358","2008-10-09",4.34
"359","2008-10-10",4.59
"360","2008-10-13",5.21
"361","2008-10-14",4.86
"362","2008-10-15",3.95
"363","2008-10-16",4.31
"364","2008-10-17",4.11
"365","2008-10-20",4.01
"366","2008-10-21",3.95
"367","2008-10-22",4.07
"368","2008-10-23",4.01
"369","2008-10-24",3.99
"370","2008-10-27",3.68
"371","2008-10-28",3.87
"372","2008-10-29",4.07
"373","2008-10-30",4.16
"374","2008-10-31",5.1
"375","2008-11-03",5
"376","2008-11-04",4.97
"377","2008-11-05",4.86
"378","2008-11-06",4.51
"379","2008-11-07",4.43
"380","2008-11-10",4.49
"381","2008-11-11",4.29
"382","2008-11-12",4.08
"383","2008-11-13",3.9
"384","2008-11-14",3.65
"385","2008-11-17",3.6
"386","2008-11-18",3.41
"387","2008-11-19",3.58
"388","2008-11-20",3.54
"389","2008-11-21",3.55
"390","2008-11-24",3.74
"391","2008-11-25",3.62
"392","2008-11-26",3.62
"393","2008-11-28",3.67
"394","2008-12-01",3.87
"395","2008-12-02",3.92
"396","2008-12-03",3.97
"397","2008-12-04",3.89
"398","2008-12-05",3.95
"399","2008-12-08",4.11
"400","2008-12-09",4.38
"401","2008-12-10",4.68
"402","2008-12-11",4.58
"403","2008-12-12",4.41
"404","2008-12-15",4.29
"405","2008-12-16",4.34
"406","2008-12-17",4.24
"407","2008-12-18",4.32
"408","2008-12-19",4.46
"409","2008-12-22",4.88
"410","2008-12-23",4.8
"411","2008-12-24",4.88
"412","2008-12-26",5.24
"413","2008-12-29",5.73
"414","2008-12-30",5.7
"415","2008-12-31",5.55
"416","2009-01-02",5.42
"417","2009-01-05",4.78
"418","2009-01-06",4.85
"419","2009-01-07",5.21
"420","2009-01-08",5.33
"421","2009-01-09",5.01
"422","2009-01-12",4.88
"423","2009-01-13",5.05
"424","2009-01-14",4.7
"425","2009-01-15",5.15
"426","2009-01-16",4.95
"427","2009-01-20",4.77
"428","2009-01-21",4.89
"429","2009-01-22",5.03
"430","2009-01-23",5.02
"431","2009-01-26",5.16
"432","2009-01-27",5.1
"433","2009-01-28",5.25
"434","2009-01-29",5.17
"435","2009-01-30",5.06
"436","2009-02-02",5.01
"437","2009-02-03",4.83
"438","2009-02-04",5
"439","2009-02-05",5
"440","2009-02-06",5
"441","2009-02-09",4.99
"442","2009-02-10",4.95
"443","2009-02-11",4.81
"444","2009-02-12",4.8
"445","2009-02-13",4.65
"446","2009-02-17",4.88
"447","2009-02-18",4.88
"448","2009-02-19",4.63
"449","2009-02-20",3.9
"450","2009-02-23",4.5
"451","2009-02-24",4.67
"452","2009-02-25",4.8
"453","2009-02-26",4.65
"454","2009-02-27",5.45
"455","2009-03-02",4.86
"456","2009-03-03",4.63
"457","2009-03-04",4.59
"458","2009-03-05",4.2
"459","2009-03-06",4.15
"460","2009-03-09",4.25
"461","2009-03-10",4.14
"462","2009-03-11",4
"463","2009-03-12",4.06
"464","2009-03-13",4.19
"465","2009-03-16",4.05
"466","2009-03-17",4.02
"467","2009-03-18",4.3
"468","2009-03-19",4.3
"469","2009-03-20",4.29
"470","2009-03-23",4.54
"471","2009-03-24",4.81
"472","2009-03-25",4.67
"473","2009-03-26",4.5
"474","2009-03-27",4.62
"475","2009-03-30",4.6
"476","2009-03-31",4.81
"477","2009-04-01",4.69
"478","2009-04-02",4.65
"479","2009-04-03",4.65
"480","2009-04-06",4.61
"481","2009-04-07",4.63
"482","2009-04-08",4.54
"483","2009-04-09",4.43
"484","2009-04-13",4.35
"485","2009-04-14",4.49
"486","2009-04-15",4.47
"487","2009-04-16",4.47
"488","2009-04-17",4.48
"489","2009-04-20",4.46
"490","2009-04-21",4.5
"491","2009-04-22",4.69
"492","2009-04-23",4.8
"493","2009-04-24",4.79
"494","2009-04-27",4.85
"495","2009-04-28",5.16
"496","2009-04-29",5.08
"497","2009-04-30",5.39
"498","2009-05-01",5.42
"499","2009-05-04",5.87
"500","2009-05-05",6.27
"501","2009-05-06",6.5
"502","2009-05-07",6.3
"503","2009-05-08",6.4
"504","2009-05-11",6.08
"505","2009-05-12",6.19
"506","2009-05-13",6.1
"507","2009-05-14",5.94
"508","2009-05-15",6.35
"509","2009-05-18",6.75
"510","2009-05-19",6.98
"511","2009-05-20",7.16
"512","2009-05-21",6.8
"513","2009-05-22",6.65
"514","2009-05-26",7.03
"515","2009-05-27",6.83
"516","2009-05-28",6.74
"517","2009-05-29",7
"518","2009-06-01",6.7
"519","2009-06-02",6.63
"520","2009-06-03",6.78
"521","2009-06-04",6.94
"522","2009-06-05",6.89
"523","2009-06-08",6.8
"524","2009-06-09",6.9
"525","2009-06-10",6.8
"526","2009-06-11",6.81
"527","2009-06-12",6.9
"528","2009-06-15",7.05
"529","2009-06-16",7
"530","2009-06-17",7.06
"531","2009-06-18",7.01
"532","2009-06-19",7.25
"533","2009-06-22",6.84
"534","2009-06-23",6.62
"535","2009-06-24",6.96
"536","2009-06-25",7.23
"537","2009-06-26",7.77
"538","2009-06-29",7.31
"539","2009-06-30",7.69
"540","2009-07-01",7.65
"541","2009-07-02",7.8
"542","2009-07-06",7.8
"543","2009-07-07",7.74
"544","2009-07-08",7.41
"545","2009-07-09",7.28
"546","2009-07-10",7.42
"547","2009-07-13",7.8
"548","2009-07-14",7.94
"549","2009-07-15",8.25
"550","2009-07-16",8.55
"551","2009-07-17",8.5
"552","2009-07-20",8.45
"553","2009-07-21",8.5
"554","2009-07-22",8.79
"555","2009-07-23",8.77
"556","2009-07-24",8.8
"557","2009-07-27",8.87
"558","2009-07-28",9.02
"559","2009-07-29",9.04
"560","2009-07-30",9.34
"561","2009-07-31",8.87
"562","2009-08-03",8.76
"563","2009-08-04",8.9
"564","2009-08-05",8.82
"565","2009-08-06",9.69
"566","2009-08-07",10.09
"567","2009-08-10",10.2
"568","2009-08-11",10.06
"569","2009-08-12",10.14
"570","2009-08-13",10
"571","2009-08-14",9.99
"572","2009-08-17",9.89
"573","2009-08-18",10.32
"574","2009-08-19",10.37
"575","2009-08-20",10.37
"576","2009-08-21",10.75
"577","2009-08-24",10.68
"578","2009-08-25",10.85
"579","2009-08-26",10.69
"580","2009-08-27",10.51
"581","2009-08-28",10.29
"582","2009-08-31",10.25
"583","2009-09-01",9.6
"584","2009-09-02",9.55
"585","2009-09-03",9.57
"586","2009-09-04",9.98
"587","2009-09-08",9.59
"588","2009-09-09",10.2
"589","2009-09-10",10.64
"590","2009-09-11",10.39
"591","2009-09-14",10.5
"592","2009-09-15",10.33
"593","2009-09-16",10.43
"594","2009-09-17",10.4
"595","2009-09-18",10.62
"596","2009-09-21",10.13
"597","2009-09-22",10.38
"598","2009-09-23",10.95
"599","2009-09-24",9.92
"600","2009-09-25",9.31
"601","2009-09-28",9.76
"602","2009-09-29",9.63
"603","2009-09-30",9.66
"604","2009-10-01",9.33
"605","2009-10-02",9.4
"606","2009-10-05",9.72
"607","2009-10-06",9.87
"608","2009-10-07",9.88
"609","2009-10-08",9.75
"610","2009-10-09",9.59
"611","2009-10-12",9.61
"612","2009-10-13",9.71
"613","2009-10-14",9.83
"614","2009-10-15",9.89
"615","2009-10-16",10.01
"616","2009-10-19",10.45
"617","2009-10-20",10.25
"618","2009-10-21",9.79
"619","2009-10-22",9.85
"620","2009-10-23",9.4
"621","2009-10-26",8.42
"622","2009-10-27",8.44
"623","2009-10-28",8.33
"624","2009-10-29",8.91
"625","2009-10-30",8.42
"626","2009-11-02",8.16
"627","2009-11-03",8.33
"628","2009-11-04",9
"629","2009-11-05",9.1
"630","2009-11-06",9.53
"631","2009-11-09",9.71
"632","2009-11-10",9.83
"633","2009-11-11",10.17
"634","2009-11-12",9.79
"635","2009-11-13",9.92
"636","2009-11-16",9.85
"637","2009-11-17",9.75
"638","2009-11-18",9.7
"639","2009-11-19",9.26
"640","2009-11-20",9.2
"641","2009-11-23",9.23
"642","2009-11-24",9.11
"643","2009-11-25",8.98
"644","2009-11-27",8.47
"645","2009-11-30",9
"646","2009-12-01",9.62
"647","2009-12-02",9.44
"648","2009-12-03",9.18
"649","2009-12-04",9.62
"650","2009-12-07",9.6
"651","2009-12-08",9.59
"652","2009-12-09",9.7
"653","2009-12-10",9.8
"654","2009-12-11",9.47
"655","2009-12-14",9.8
"656","2009-12-15",9.6
"657","2009-12-16",9.15
"658","2009-12-17",8.79
"659","2009-12-18",9.43
"660","2009-12-21",9.79
"661","2009-12-22",9.97
"662","2009-12-23",10.03
"663","2009-12-24",9.91
"664","2009-12-28",9.95
"665","2009-12-29",9.82
"666","2009-12-30",9.46
"667","2009-12-31",9.72
"668","2010-01-04",9.81
"669","2010-01-05",9.66
"670","2010-01-06",9.37
"671","2010-01-07",9.39
"672","2010-01-08",9.37
"673","2010-01-11",9.2
"674","2010-01-12",9.12
"675","2010-01-13",9.57
"676","2010-01-14",9.46
"677","2010-01-15",9.16
"678","2010-01-19",9.23
"679","2010-01-20",8.91
"680","2010-01-21",8.21
"681","2010-01-22",8.21
"682","2010-01-25",8.18
"683","2010-01-26",8.03
"684","2010-01-27",7.96
"685","2010-01-28",7.62
"686","2010-01-29",7.77
"687","2010-02-01",7.99
"688","2010-02-02",8.01
"689","2010-02-03",8.27
"690","2010-02-04",7.95
"691","2010-02-05",8.03
"692","2010-02-08",7.91
"693","2010-02-09",8
"694","2010-02-10",7.8
"695","2010-02-11",7.94
"696","2010-02-12",8.06
"697","2010-02-16",8.21
"698","2010-02-17",8.2
"699","2010-02-18",8.09
"700","2010-02-19",8.15
"701","2010-02-22",8.14
"702","2010-02-23",7.87
"703","2010-02-24",8.17
"704","2010-02-25",8.01
"705","2010-02-26",7.72
"706","2010-03-01",7.84
"707","2010-03-02",8.03
"708","2010-03-03",7.98
"709","2010-03-04",8
"710","2010-03-05",8.03
"711","2010-03-08",8.09
"712","2010-03-09",8.36
"713","2010-03-10",8.52
"714","2010-03-11",8.31
"715","2010-03-12",8.31
"716","2010-03-15",8.36
"717","2010-03-16",8.71
"718","2010-03-17",8.86
"719","2010-03-18",8.68
"720","2010-03-19",8.64
"721","2010-03-22",8.96
"722","2010-03-23",8.96
"723","2010-03-24",8.7
"724","2010-03-25",8.51
"725","2010-03-26",8.48
"726","2010-03-29",8.62
"727","2010-03-30",8.6
"728","2010-03-31",8.5
"729","2010-04-01",8.3
"730","2010-04-05",8.44
"731","2010-04-06",8.38
"732","2010-04-07",8.22
"733","2010-04-08",8.11
"734","2010-04-09",7.92
"735","2010-04-12",7.93
"736","2010-04-13",7.95
"737","2010-04-14",7.98
"738","2010-04-15",7.95
"739","2010-04-16",7.98
"740","2010-04-19",8.22
"741","2010-04-20",8.29
"742","2010-04-21",8.41
"743","2010-04-22",8.24
"744","2010-04-23",8.15
"745","2010-04-26",8.46
"746","2010-04-27",8.21
"747","2010-04-28",8.11
"748","2010-04-29",8.16
"749","2010-04-30",7.74
"750","2010-05-03",7.71
"751","2010-05-04",7.14
"752","2010-05-05",7.26
"753","2010-05-06",7.15
"754","2010-05-07",7
"755","2010-05-10",7.13
"756","2010-05-11",7.04
"757","2010-05-12",7.05
"758","2010-05-13",7.09
"759","2010-05-14",6.94
"760","2010-05-17",7
"761","2010-05-18",6.92
"762","2010-05-19",6.99
"763","2010-05-20",6.55
"764","2010-05-21",6.72
"765","2010-05-24",6.68
"766","2010-05-25",6.82
"767","2010-05-26",6.75
"768","2010-05-27",7.03
"769","2010-05-28",7.02
"770","2010-06-01",6.69
"771","2010-06-02",7.15
"772","2010-06-03",7.17
"773","2010-06-04",6.73
"774","2010-06-07",6.75
"775","2010-06-08",6.95
"776","2010-06-09",6.95
"777","2010-06-10",7.19
"778","2010-06-11",7.19
"779","2010-06-14",7.22
"780","2010-06-15",7.3
"781","2010-06-16",7.39
"782","2010-06-17",7.24
"783","2010-06-18",7.23
"784","2010-06-21",7.06
"785","2010-06-22",6.97
"786","2010-06-23",6.89
"787","2010-06-24",6.82
"788","2010-06-25",6.46
"789","2010-06-28",6.65
"790","2010-06-29",6.25
"791","2010-06-30",6.19
"792","2010-07-01",6.2
"793","2010-07-02",6.18
"794","2010-07-06",6.11
"795","2010-07-07",6.32
"796","2010-07-08",6.52
"797","2010-07-09",6.74
"798","2010-07-12",6.67
"799","2010-07-13",6.94
"800","2010-07-14",6.93
"801","2010-07-15",6.74
"802","2010-07-16",6.56
"803","2010-07-19",6.54
"804","2010-07-20",6.72
"805","2010-07-21",6.46
"806","2010-07-22",6.92
"807","2010-07-23",7.27
"808","2010-07-26",7.23
"809","2010-07-27",7.43
"810","2010-07-28",6.93
"811","2010-07-29",7.19
"812","2010-07-30",7.05
"813","2010-08-02",7.05
"814","2010-08-03",7.04
"815","2010-08-04",7
"816","2010-08-05",6.96
"817","2010-08-06",6.99
"818","2010-08-09",6.99
"819","2010-08-10",6.92
"820","2010-08-11",6.65
"821","2010-08-12",6.61
"822","2010-08-13",6.6
"823","2010-08-16",6.34
"824","2010-08-17",6.48
"825","2010-08-18",6.51
"826","2010-08-19",6.32
"827","2010-08-20",6.24
"828","2010-08-23",6.15
"829","2010-08-24",6
"830","2010-08-25",6.02
"831","2010-08-26",5.95
"832","2010-08-27",5.97
"833","2010-08-30",5.76
"834","2010-08-31",5.73
"835","2010-09-01",6.03
"836","2010-09-02",6.12
"837","2010-09-03",6.31
"838","2010-09-07",6.09
"839","2010-09-08",6.21
"840","2010-09-09",6.09
"841","2010-09-10",6.11
"842","2010-09-13",6.14
"843","2010-09-14",6.16
"844","2010-09-15",6.3
"845","2010-09-16",6.12
"846","2010-09-17",6.35
"847","2010-09-20",6.51
"848","2010-09-21",6.25
"849","2010-09-22",6.17
"850","2010-09-23",6.01
"851","2010-09-24",6.32
"852","2010-09-27",6.2
"853","2010-09-28",6.34
"854","2010-09-29",6.18
"855","2010-09-30",6.1
"856","2010-10-01",6.13
"857","2010-10-04",6.12
"858","2010-10-05",6.22
"859","2010-10-06",6.17
"860","2010-10-07",6.07
"861","2010-10-08",6.27
"862","2010-10-11",6.11
"863","2010-10-12",6.33
"864","2010-10-13",6.72
"865","2010-10-14",6.54
"866","2010-10-15",6.38
"867","2010-10-18",6.59
"868","2010-10-19",6.23
"869","2010-10-20",6.44
"870","2010-10-21",6.5
"871","2010-10-22",6.52
"872","2010-10-25",6.66
"873","2010-10-26",6.69
"874","2010-10-27",6.7
"875","2010-10-28",6.63
"876","2010-10-29",6.65
"877","2010-11-01",6.5
"878","2010-11-02",6.68
"879","2010-11-03",6.7
"880","2010-11-04",6.94
"881","2010-11-05",7.2
"882","2010-11-08",7.25
"883","2010-11-09",7.04
"884","2010-11-10",7.18
"885","2010-11-11",7.12
"886","2010-11-12",7.04
"887","2010-11-15",7.11
"888","2010-11-16",6.73
"889","2010-11-17",6.79
"890","2010-11-18",6.95
"891","2010-11-19",7.01
"892","2010-11-22",6.98
"893","2010-11-23",6.88
"894","2010-11-24",7
"895","2010-11-26",6.99
"896","2010-11-29",6.99
"897","2010-11-30",6.99
"898","2010-12-01",6.93
"899","2010-12-02",6.79
"900","2010-12-03",6.82
"901","2010-12-06",6.85
"902","2010-12-07",6.88
"903","2010-12-08",6.82
"904","2010-12-09",6.95
"905","2010-12-10",7.1
"906","2010-12-13",7
"907","2010-12-14",7.03
"908","2010-12-15",7.12
"909","2010-12-16",7.42
"910","2010-12-17",7.76
"911","2010-12-20",7.77
"912","2010-12-21",7.75
"913","2010-12-22",7.79
"914","2010-12-23",7.79
"915","2010-12-27",7.98
"916","2010-12-28",7.88
"917","2010-12-29",7.88
"918","2010-12-30",7.65
"919","2010-12-31",7.63
"920","2011-01-03",7.86
"921","2011-01-04",7.6
"922","2011-01-05",7.66
"923","2011-01-06",7.52
"924","2011-01-07",7.59
"925","2011-01-10",7.55
"926","2011-01-11",7.63
"927","2011-01-12",7.74
"928","2011-01-13",7.73
"929","2011-01-14",8.01
"930","2011-01-18",7.99
"931","2011-01-19",7.84
"932","2011-01-20",7.67
"933","2011-01-21",7.5
"934","2011-01-24",7.55
"935","2011-01-25",7.54
"936","2011-01-26",7.67
"937","2011-01-27",7.71
"938","2011-01-28",7.46
"939","2011-01-31",7.49
"940","2011-02-01",7.6
"941","2011-02-02",7.55
"942","2011-02-03",7.58
"943","2011-02-04",7.51
"944","2011-02-07",7.63
"945","2011-02-08",7.79
"946","2011-02-09",7.91
"947","2011-02-10",7.99
"948","2011-02-11",8.15
"949","2011-02-14",8.19
"950","2011-02-15",8.55
"951","2011-02-16",8.79
"952","2011-02-17",8.66
"953","2011-02-18",8.78
"954","2011-02-22",8.55
"955","2011-02-23",8.42
"956","2011-02-24",8.5
"957","2011-02-25",8.58
"958","2011-02-28",8.54
"959","2011-03-01",8.6
"960","2011-03-02",8.63
"961","2011-03-03",8.74
"962","2011-03-04",8.75
"963","2011-03-07",8.33
"964","2011-03-08",8.66
"965","2011-03-09",8.46
"966","2011-03-10",8.26
"967","2011-03-11",8.11
"968","2011-03-14",7.9
"969","2011-03-15",7.87
"970","2011-03-16",7.68
"971","2011-03-17",8
"972","2011-03-18",8.14
"973","2011-03-21",8.13
"974","2011-03-22",8.16
"975","2011-03-23",8.2
"976","2011-03-24",8.21
"977","2011-03-25",8.21
"978","2011-03-28",8.16
"979","2011-03-29",8.19
"980","2011-03-30",8.54
"981","2011-03-31",8.61
"982","2011-04-01",8.45
"983","2011-04-04",8.49
"984","2011-04-05",8.53
"985","2011-04-06",8.57
"986","2011-04-07",8.61
"987","2011-04-08",8.66
"988","2011-04-11",8.57
"989","2011-04-12",8.19
"990","2011-04-13",8.1
"991","2011-04-14",8.14
"992","2011-04-15",8.22
"993","2011-04-18",7.99
"994","2011-04-19",7.85
"995","2011-04-20",7.91
"996","2011-04-21",7.98
"997","2011-04-25",7.96
"998","2011-04-26",8.04
"999","2011-04-27",8.14
"1000","2011-04-28",8.48
"1001","2011-04-29",8.6
"1002","2011-05-02",8.09
"1003","2011-05-03",7.99
"1004","2011-05-04",7.78
"1005","2011-05-05",8.06
