"","date","DBI"
"1","2007-01-03",19.535
"2","2007-01-04",19.49
"3","2007-01-05",18.82
"4","2007-01-08",18.855
"5","2007-01-09",18.629999
"6","2007-01-10",19.315001
"7","2007-01-11",19.445
"8","2007-01-12",19.705
"9","2007-01-16",19.705
"10","2007-01-17",19.66
"11","2007-01-18",19.75
"12","2007-01-19",19.625
"13","2007-01-22",20.57
"14","2007-01-23",20.125
"15","2007-01-24",19.99
"16","2007-01-25",19.26
"17","2007-01-26",19.129999
"18","2007-01-29",19.200001
"19","2007-01-30",19.629999
"20","2007-01-31",20.045
"21","2007-02-01",20.434999
"22","2007-02-02",20.51
"23","2007-02-05",20.25
"24","2007-02-06",20.469999
"25","2007-02-07",20.690001
"26","2007-02-08",21.645
"27","2007-02-09",20.934999
"28","2007-02-12",20.745001
"29","2007-02-13",21.025
"30","2007-02-14",20.799999
"31","2007-02-15",20.895
"32","2007-02-16",21.129999
"33","2007-02-20",21.370001
"34","2007-02-21",21.459999
"35","2007-02-22",21.004999
"36","2007-02-23",20.815001
"37","2007-02-26",20.91
"38","2007-02-27",20.139999
"39","2007-02-28",20
"40","2007-03-01",19.965
"41","2007-03-02",19.559999
"42","2007-03-05",18.875
"43","2007-03-06",19.184999
"44","2007-03-07",19.77
"45","2007-03-08",19.559999
"46","2007-03-09",19.754999
"47","2007-03-12",20.4
"48","2007-03-13",20.280001
"49","2007-03-14",20.305
"50","2007-03-15",20.48
"51","2007-03-16",20.43
"52","2007-03-19",20.995001
"53","2007-03-20",21.275
"54","2007-03-21",21.375
"55","2007-03-22",21.6
"56","2007-03-23",22.055
"57","2007-03-26",21.395
"58","2007-03-27",21.280001
"59","2007-03-28",21.4
"60","2007-03-29",21.165001
"61","2007-03-30",21.105
"62","2007-04-02",21.200001
"63","2007-04-03",21.365
"64","2007-04-04",21.084999
"65","2007-04-05",21.440001
"66","2007-04-09",21.02
"67","2007-04-10",21.23
"68","2007-04-11",21.075001
"69","2007-04-12",21.35
"70","2007-04-13",20.934999
"71","2007-04-16",21.219999
"72","2007-04-17",21.174999
"73","2007-04-18",20.42
"74","2007-04-19",19.959999
"75","2007-04-20",20.424999
"76","2007-04-23",20.700001
"77","2007-04-24",20.325001
"78","2007-04-25",20.174999
"79","2007-04-26",20.125
"80","2007-04-27",20.049999
"81","2007-04-30",19.379999
"82","2007-05-01",19.209999
"83","2007-05-02",19.379999
"84","2007-05-03",19.195
"85","2007-05-04",18.91
"86","2007-05-07",19.165001
"87","2007-05-08",18.945
"88","2007-05-09",19.184999
"89","2007-05-10",19.43
"90","2007-05-11",19.035
"91","2007-05-14",18.625
"92","2007-05-15",17.940001
"93","2007-05-16",18.049999
"94","2007-05-17",17.889999
"95","2007-05-18",18.115
"96","2007-05-21",18.77
"97","2007-05-22",19.225
"98","2007-05-23",19
"99","2007-05-24",18.705
"100","2007-05-25",18.905001
"101","2007-05-29",18.790001
"102","2007-05-30",18.865
"103","2007-05-31",19.110001
"104","2007-06-01",19.205
"105","2007-06-04",18.75
"106","2007-06-05",18.5
"107","2007-06-06",18.280001
"108","2007-06-07",17.959999
"109","2007-06-08",18.120001
"110","2007-06-11",17.73
"111","2007-06-12",17.1
"112","2007-06-13",17.450001
"113","2007-06-14",17.285
"114","2007-06-15",17.610001
"115","2007-06-18",18.290001
"116","2007-06-19",18.025
"117","2007-06-20",17.485001
"118","2007-06-21",17.415001
"119","2007-06-22",17.620001
"120","2007-06-25",17.254999
"121","2007-06-26",16.885
"122","2007-06-27",17.67
"123","2007-06-28",17.639999
"124","2007-06-29",17.41
"125","2007-07-02",17.450001
"126","2007-07-03",17.280001
"127","2007-07-05",17.440001
"128","2007-07-06",17.780001
"129","2007-07-09",17.475
"130","2007-07-10",17.264999
"131","2007-07-11",17.275
"132","2007-07-12",17.665001
"133","2007-07-13",18.014999
"134","2007-07-16",18.030001
"135","2007-07-17",17.934999
"136","2007-07-18",17.865
"137","2007-07-19",19.110001
"138","2007-07-20",18.379999
"139","2007-07-23",18.379999
"140","2007-07-24",17.620001
"141","2007-07-25",17.33
"142","2007-07-26",16.575001
"143","2007-07-27",15.98
"144","2007-07-30",16.165001
"145","2007-07-31",16.620001
"146","2007-08-01",16.665001
"147","2007-08-02",16.825001
"148","2007-08-03",15.745
"149","2007-08-06",16.6
"150","2007-08-07",16.799999
"151","2007-08-08",17.110001
"152","2007-08-09",17.125
"153","2007-08-10",16.24
"154","2007-08-13",15.95
"155","2007-08-14",15.87
"156","2007-08-15",15.89
"157","2007-08-16",15.89
"158","2007-08-17",16.684999
"159","2007-08-20",16.67
"160","2007-08-21",16.66
"161","2007-08-22",16.334999
"162","2007-08-23",15.64
"163","2007-08-24",16.030001
"164","2007-08-27",15.35
"165","2007-08-28",14.885
"166","2007-08-29",15.095
"167","2007-08-30",15.185
"168","2007-08-31",15.225
"169","2007-09-04",15.54
"170","2007-09-05",14.405
"171","2007-09-06",14.31
"172","2007-09-07",13.88
"173","2007-09-10",13.4
"174","2007-09-11",13.59
"175","2007-09-12",13.21
"176","2007-09-13",13.38
"177","2007-09-14",13.375
"178","2007-09-17",13.48
"179","2007-09-18",14.32
"180","2007-09-19",14.54
"181","2007-09-20",14.185
"182","2007-09-21",14.055
"183","2007-09-24",13.835
"184","2007-09-25",13.33
"185","2007-09-26",13.45
"186","2007-09-27",13.225
"187","2007-09-28",12.585
"188","2007-10-01",12.79
"189","2007-10-02",12.995
"190","2007-10-03",13.12
"191","2007-10-04",13.15
"192","2007-10-05",13.095
"193","2007-10-08",12.97
"194","2007-10-09",12.605
"195","2007-10-10",12.55
"196","2007-10-11",12.64
"197","2007-10-12",12.23
"198","2007-10-15",12.09
"199","2007-10-16",11.99
"200","2007-10-17",11.85
"201","2007-10-18",11.53
"202","2007-10-19",11.525
"203","2007-10-22",11.52
"204","2007-10-23",11.565
"205","2007-10-24",12.215
"206","2007-10-25",12.51
"207","2007-10-26",11.355
"208","2007-10-29",11.015
"209","2007-10-30",11.14
"210","2007-10-31",11.25
"211","2007-11-01",10.795
"212","2007-11-02",10.73
"213","2007-11-05",10.685
"214","2007-11-06",10.76
"215","2007-11-07",10.32
"216","2007-11-08",10.56
"217","2007-11-09",10.535
"218","2007-11-12",11.325
"219","2007-11-13",11.935
"220","2007-11-14",11.56
"221","2007-11-15",11.27
"222","2007-11-16",11.265
"223","2007-11-19",10.75
"224","2007-11-20",10.56
"225","2007-11-21",10.205
"226","2007-11-23",10.85
"227","2007-11-26",10.005
"228","2007-11-27",10.62
"229","2007-11-28",11.2
"230","2007-11-29",10.755
"231","2007-11-30",11.245
"232","2007-12-03",10.64
"233","2007-12-04",10.335
"234","2007-12-05",10.765
"235","2007-12-06",10.705
"236","2007-12-07",10.385
"237","2007-12-10",10.345
"238","2007-12-11",10.11
"239","2007-12-12",10.135
"240","2007-12-13",10.045
"241","2007-12-14",9.225
"242","2007-12-17",8.77
"243","2007-12-18",9.255
"244","2007-12-19",8.76
"245","2007-12-20",8.685
"246","2007-12-21",8.7
"247","2007-12-24",8.725
"248","2007-12-26",8.7
"249","2007-12-27",8.575
"250","2007-12-28",9.505
"251","2007-12-31",9.38
"252","2008-01-02",8.755
"253","2008-01-03",8.61
"254","2008-01-04",8.6
"255","2008-01-07",9.095
"256","2008-01-08",9.225
"257","2008-01-09",9.375
"258","2008-01-10",8.98
"259","2008-01-11",8.735
"260","2008-01-14",8.83
"261","2008-01-15",8.095
"262","2008-01-16",8.3
"263","2008-01-17",8.11
"264","2008-01-18",7.95
"265","2008-01-22",8.41
"266","2008-01-23",8.765
"267","2008-01-24",9.25
"268","2008-01-25",8.895
