"","date","CHS"
"1","2007-01-03",20.76
"2","2007-01-04",21.34
"3","2007-01-05",20.58
"4","2007-01-08",20.549999
"5","2007-01-09",20.870001
"6","2007-01-10",21.379999
"7","2007-01-11",21.59
"8","2007-01-12",22.360001
"9","2007-01-16",21.99
"10","2007-01-17",21.610001
"11","2007-01-18",21.299999
"12","2007-01-19",20.879999
"13","2007-01-22",20.5
"14","2007-01-23",20.65
"15","2007-01-24",21.139999
"16","2007-01-25",20.860001
"17","2007-01-26",20.9
"18","2007-01-29",20.790001
"19","2007-01-30",20.709999
"20","2007-01-31",20.879999
"21","2007-02-01",21.57
"22","2007-02-02",21.9
"23","2007-02-05",21.940001
"24","2007-02-06",21.9
"25","2007-02-07",21.559999
"26","2007-02-08",21.98
"27","2007-02-09",21.370001
"28","2007-02-12",21.35
"29","2007-02-13",22.059999
"30","2007-02-14",22.139999
"31","2007-02-15",22.17
"32","2007-02-16",22.379999
"33","2007-02-20",22.780001
"34","2007-02-21",23.110001
"35","2007-02-22",23.18
"36","2007-02-23",23.209999
"37","2007-02-26",22.85
"38","2007-02-27",22.35
"39","2007-02-28",22.389999
"40","2007-03-01",21.870001
"41","2007-03-02",21.290001
"42","2007-03-05",20.17
"43","2007-03-06",20.42
"44","2007-03-07",22.459999
"45","2007-03-08",22.209999
"46","2007-03-09",22.469999
"47","2007-03-12",22.67
"48","2007-03-13",22.4
"49","2007-03-14",21.940001
"50","2007-03-15",22.030001
"51","2007-03-16",22.129999
"52","2007-03-19",22.049999
"53","2007-03-20",21.99
"54","2007-03-21",22.379999
"55","2007-03-22",22.34
"56","2007-03-23",23.950001
"57","2007-03-26",24.49
"58","2007-03-27",24.9
"59","2007-03-28",24.09
"60","2007-03-29",23.91
"61","2007-03-30",24.43
"62","2007-04-02",24.66
"63","2007-04-03",25.26
"64","2007-04-04",25.049999
"65","2007-04-05",25.370001
"66","2007-04-09",25.280001
"67","2007-04-10",25.15
"68","2007-04-11",27.01
"69","2007-04-12",26.870001
"70","2007-04-13",27.209999
"71","2007-04-16",27.08
"72","2007-04-17",27.1
"73","2007-04-18",26.809999
"74","2007-04-19",26.540001
"75","2007-04-20",26.870001
"76","2007-04-23",26.73
"77","2007-04-24",26.33
"78","2007-04-25",26.110001
"79","2007-04-26",26.450001
"80","2007-04-27",26.6
"81","2007-04-30",26.360001
"82","2007-05-01",25.559999
"83","2007-05-02",26.07
"84","2007-05-03",25.98
"85","2007-05-04",26.09
"86","2007-05-07",26.15
"87","2007-05-08",25.889999
"88","2007-05-09",26.549999
"89","2007-05-10",25.67
"90","2007-05-11",25.360001
"91","2007-05-14",24.809999
"92","2007-05-15",24.530001
"93","2007-05-16",24.719999
"94","2007-05-17",24.690001
"95","2007-05-18",24.9
"96","2007-05-21",24.370001
"97","2007-05-22",24.700001
"98","2007-05-23",24.91
"99","2007-05-24",24.66
"100","2007-05-25",25.139999
"101","2007-05-29",25.18
"102","2007-05-30",25.620001
"103","2007-05-31",27.24
"104","2007-06-01",26.969999
"105","2007-06-04",26.719999
"106","2007-06-05",26.67
"107","2007-06-06",26.059999
"108","2007-06-07",25.5
"109","2007-06-08",26.02
"110","2007-06-11",25.700001
"111","2007-06-12",25.34
"112","2007-06-13",25.74
"113","2007-06-14",25.68
"114","2007-06-15",25.41
"115","2007-06-18",25.540001
"116","2007-06-19",25.16
"117","2007-06-20",24.799999
"118","2007-06-21",25.209999
"119","2007-06-22",24.379999
"120","2007-06-25",23.98
"121","2007-06-26",24.58
"122","2007-06-27",25.040001
"123","2007-06-28",24.870001
"124","2007-06-29",24.34
"125","2007-07-02",24.370001
"126","2007-07-03",24.309999
"127","2007-07-05",24.67
"128","2007-07-06",24.92
"129","2007-07-09",24.530001
"130","2007-07-10",23.620001
"131","2007-07-11",22.450001
"132","2007-07-12",22.280001
"133","2007-07-13",21.809999
"134","2007-07-16",21.719999
"135","2007-07-17",21.67
"136","2007-07-18",21.27
"137","2007-07-19",21.450001
"138","2007-07-20",21.1
"139","2007-07-23",21
"140","2007-07-24",20.5
"141","2007-07-25",20.459999
"142","2007-07-26",19.9
"143","2007-07-27",19.26
"144","2007-07-30",19.879999
"145","2007-07-31",19.360001
"146","2007-08-01",19.370001
"147","2007-08-02",19.190001
"148","2007-08-03",17.99
"149","2007-08-06",18.49
"150","2007-08-07",18.73
"151","2007-08-08",19.99
"152","2007-08-09",19.32
"153","2007-08-10",17.969999
"154","2007-08-13",17.98
"155","2007-08-14",17.610001
"156","2007-08-15",17.1
"157","2007-08-16",17.57
"158","2007-08-17",17.73
"159","2007-08-20",17.68
"160","2007-08-21",17.870001
"161","2007-08-22",18.23
"162","2007-08-23",17.709999
"163","2007-08-24",17.25
"164","2007-08-27",16.85
"165","2007-08-28",16.700001
"166","2007-08-29",17.530001
"167","2007-08-30",15.53
"168","2007-08-31",15.98
"169","2007-09-04",16.08
"170","2007-09-05",15.74
"171","2007-09-06",15.56
"172","2007-09-07",14.86
"173","2007-09-10",14.51
"174","2007-09-11",14.76
"175","2007-09-12",14.7
"176","2007-09-13",14.87
"177","2007-09-14",15.23
"178","2007-09-17",14.85
"179","2007-09-18",15.02
"180","2007-09-19",15.05
"181","2007-09-20",14.63
"182","2007-09-21",14.65
"183","2007-09-24",14.79
"184","2007-09-25",14.01
"185","2007-09-26",14.17
"186","2007-09-27",14.11
"187","2007-09-28",14.05
"188","2007-10-01",14.11
"189","2007-10-02",14.66
"190","2007-10-03",15.32
"191","2007-10-04",14.79
"192","2007-10-05",15.27
"193","2007-10-08",14.59
"194","2007-10-09",15.03
"195","2007-10-10",15.28
"196","2007-10-11",15.52
"197","2007-10-12",14.35
"198","2007-10-15",14.02
"199","2007-10-16",13.81
"200","2007-10-17",13.48
"201","2007-10-18",12.73
"202","2007-10-19",12.08
"203","2007-10-22",13.21
"204","2007-10-23",12.7
"205","2007-10-24",13.07
"206","2007-10-25",13.13
"207","2007-10-26",13.16
"208","2007-10-29",13.22
"209","2007-10-30",13.14
"210","2007-10-31",13.14
"211","2007-11-01",12.55
"212","2007-11-02",12.77
"213","2007-11-05",12.52
"214","2007-11-06",12.77
"215","2007-11-07",12.22
"216","2007-11-08",11.01
"217","2007-11-09",10.74
"218","2007-11-12",11.18
"219","2007-11-13",11.63
"220","2007-11-14",11.26
"221","2007-11-15",10.86
"222","2007-11-16",11.08
"223","2007-11-19",10.42
"224","2007-11-20",10.16
"225","2007-11-21",10.3
"226","2007-11-23",10.4
"227","2007-11-26",10.21
"228","2007-11-27",10.32
"229","2007-11-28",11.23
"230","2007-11-29",10.84
"231","2007-11-30",11.31
"232","2007-12-03",11.38
"233","2007-12-04",11.5
"234","2007-12-05",10.06
"235","2007-12-06",9.98
"236","2007-12-07",10.49
"237","2007-12-10",10.66
"238","2007-12-11",10.47
"239","2007-12-12",10.23
"240","2007-12-13",9.95
"241","2007-12-14",9.84
"242","2007-12-17",9.5
"243","2007-12-18",9.89
"244","2007-12-19",9.72
"245","2007-12-20",9.89
"246","2007-12-21",9.6
"247","2007-12-24",9.57
"248","2007-12-26",9.32
"249","2007-12-27",9.15
"250","2007-12-28",9.09
"251","2007-12-31",9.03
"252","2008-01-02",8.86
"253","2008-01-03",8.47
"254","2008-01-04",8.03
"255","2008-01-07",7.79
"256","2008-01-08",7.49
