"","date","HIBB"
"1","2007-01-03",30.5
"2","2007-01-04",30.530001
"3","2007-01-05",29.52
"4","2007-01-08",29.799999
"5","2007-01-09",30.66
"6","2007-01-10",31.99
"7","2007-01-11",32.98
"8","2007-01-12",32.849998
"9","2007-01-16",33.049999
"10","2007-01-17",33.599998
"11","2007-01-18",32.669998
"12","2007-01-19",32.07
"13","2007-01-22",31.780001
"14","2007-01-23",32.009998
"15","2007-01-24",31.780001
"16","2007-01-25",30.77
"17","2007-01-26",31.139999
"18","2007-01-29",31.370001
"19","2007-01-30",31.17
"20","2007-01-31",32.110001
"21","2007-02-01",32.400002
"22","2007-02-02",31.99
"23","2007-02-05",31.32
"24","2007-02-06",31.35
"25","2007-02-07",32.110001
"26","2007-02-08",31.82
"27","2007-02-09",31.370001
"28","2007-02-12",30.98
"29","2007-02-13",30.82
"30","2007-02-14",30.07
"31","2007-02-15",30.66
"32","2007-02-16",30.709999
"33","2007-02-20",31.66
"34","2007-02-21",31.860001
"35","2007-02-22",31.98
"36","2007-02-23",32.169998
"37","2007-02-26",32.439999
"38","2007-02-27",30.83
"39","2007-02-28",31.18
"40","2007-03-01",31.190001
"41","2007-03-02",30.41
"42","2007-03-05",28.99
"43","2007-03-06",29.450001
"44","2007-03-07",29.190001
"45","2007-03-08",29.93
"46","2007-03-09",30.040001
"47","2007-03-12",30.83
"48","2007-03-13",29.26
"49","2007-03-14",29.42
"50","2007-03-15",28.58
"51","2007-03-16",27.98
"52","2007-03-19",28.299999
"53","2007-03-20",28.99
"54","2007-03-21",29.43
"55","2007-03-22",29.35
"56","2007-03-23",29.34
"57","2007-03-26",28.67
"58","2007-03-27",28.459999
"59","2007-03-28",27.889999
"60","2007-03-29",28.4
"61","2007-03-30",28.59
"62","2007-04-02",29.58
"63","2007-04-03",30.4
"64","2007-04-04",30.49
"65","2007-04-05",30.93
"66","2007-04-09",30.700001
"67","2007-04-10",31.139999
"68","2007-04-11",30.719999
"69","2007-04-12",30.4
"70","2007-04-13",30.33
"71","2007-04-16",30.440001
"72","2007-04-17",30.209999
"73","2007-04-18",29.92
"74","2007-04-19",29.389999
"75","2007-04-20",29.559999
"76","2007-04-23",29.799999
"77","2007-04-24",29.440001
"78","2007-04-25",29.51
"79","2007-04-26",29.24
"80","2007-04-27",29.209999
"81","2007-04-30",29.15
"82","2007-05-01",28.969999
"83","2007-05-02",29.450001
"84","2007-05-03",28.77
"85","2007-05-04",28.6
"86","2007-05-07",28.68
"87","2007-05-08",28.65
"88","2007-05-09",28.57
"89","2007-05-10",28.4
"90","2007-05-11",27.370001
"91","2007-05-14",27.030001
"92","2007-05-15",27.25
"93","2007-05-16",27.5
"94","2007-05-17",27.77
"95","2007-05-18",28.379999
"96","2007-05-21",28.799999
"97","2007-05-22",28.700001
"98","2007-05-23",28.620001
"99","2007-05-24",28.27
"100","2007-05-25",29.059999
"101","2007-05-29",28.27
"102","2007-05-30",27.99
"103","2007-05-31",27.969999
"104","2007-06-01",28.360001
"105","2007-06-04",28.530001
"106","2007-06-05",27.950001
"107","2007-06-06",27.809999
"108","2007-06-07",27.200001
"109","2007-06-08",27.200001
"110","2007-06-11",27.209999
"111","2007-06-12",26.549999
"112","2007-06-13",27.26
"113","2007-06-14",27.610001
"114","2007-06-15",27.700001
"115","2007-06-18",26.879999
"116","2007-06-19",26.4
"117","2007-06-20",25.620001
"118","2007-06-21",25.620001
"119","2007-06-22",26.030001
"120","2007-06-25",25.700001
"121","2007-06-26",25.389999
"122","2007-06-27",27.290001
"123","2007-06-28",26.940001
"124","2007-06-29",27.379999
"125","2007-07-02",27.76
"126","2007-07-03",27.870001
"127","2007-07-05",27.75
"128","2007-07-06",28.15
"129","2007-07-09",28.040001
"130","2007-07-10",28.040001
"131","2007-07-11",28.530001
"132","2007-07-12",29.299999
"133","2007-07-13",29.18
"134","2007-07-16",29
"135","2007-07-17",28.6
"136","2007-07-18",28.16
"137","2007-07-19",28.32
"138","2007-07-20",27.51
"139","2007-07-23",27.530001
"140","2007-07-24",26.290001
"141","2007-07-25",26.299999
"142","2007-07-26",25.610001
"143","2007-07-27",25.57
"144","2007-07-30",25.73
"145","2007-07-31",25.629999
"146","2007-08-01",24.790001
"147","2007-08-02",25.209999
"148","2007-08-03",23.719999
"149","2007-08-06",25.190001
"150","2007-08-07",26.24
"151","2007-08-08",26.780001
"152","2007-08-09",27.110001
"153","2007-08-10",25.450001
"154","2007-08-13",24.469999
"155","2007-08-14",23.67
"156","2007-08-15",23
"157","2007-08-16",23.09
"158","2007-08-17",23.780001
"159","2007-08-20",24.950001
"160","2007-08-21",25.15
"161","2007-08-22",25.25
"162","2007-08-23",24.5
"163","2007-08-24",24.84
"164","2007-08-27",24.110001
"165","2007-08-28",23.559999
"166","2007-08-29",24.889999
"167","2007-08-30",24.4
"168","2007-08-31",24.940001
"169","2007-09-04",25.25
"170","2007-09-05",24.58
"171","2007-09-06",24.74
"172","2007-09-07",24.32
"173","2007-09-10",23.870001
"174","2007-09-11",24.09
"175","2007-09-12",23.85
"176","2007-09-13",24.49
"177","2007-09-14",25.41
"178","2007-09-17",25.98
"179","2007-09-18",27.790001
"180","2007-09-19",27.860001
"181","2007-09-20",27.17
"182","2007-09-21",27.24
"183","2007-09-24",27.99
"184","2007-09-25",26.620001
"185","2007-09-26",25.99
"186","2007-09-27",26.35
"187","2007-09-28",24.799999
"188","2007-10-01",25.690001
"189","2007-10-02",26.76
"190","2007-10-03",26.5
"191","2007-10-04",26.469999
"192","2007-10-05",27.4
"193","2007-10-08",25.82
"194","2007-10-09",25.370001
"195","2007-10-10",24.879999
"196","2007-10-11",24.5
"197","2007-10-12",25.25
"198","2007-10-15",24.879999
"199","2007-10-16",23.92
"200","2007-10-17",23.43
"201","2007-10-18",22.5
"202","2007-10-19",21.49
"203","2007-10-22",22.58
"204","2007-10-23",22.299999
"205","2007-10-24",22.41
"206","2007-10-25",22.02
"207","2007-10-26",23.1
"208","2007-10-29",23.389999
"209","2007-10-30",22.969999
"210","2007-10-31",23.59
"211","2007-11-01",22.24
"212","2007-11-02",23.059999
"213","2007-11-05",21.940001
"214","2007-11-06",22.459999
"215","2007-11-07",22.08
"216","2007-11-08",21.75
"217","2007-11-09",21.459999
"218","2007-11-12",21.719999
"219","2007-11-13",22.9
"220","2007-11-14",22.83
"221","2007-11-15",22.639999
"222","2007-11-16",22.52
"223","2007-11-19",21.200001
"224","2007-11-20",21.18
"225","2007-11-21",19.799999
"226","2007-11-23",20.110001
"227","2007-11-26",19.450001
"228","2007-11-27",19.59
"229","2007-11-28",20.969999
"230","2007-11-29",20.51
"231","2007-11-30",21.42
"232","2007-12-03",21.190001
"233","2007-12-04",20.700001
"234","2007-12-05",20.23
"235","2007-12-06",21.15
"236","2007-12-07",21.27
"237","2007-12-10",21.27
"238","2007-12-11",20.58
"239","2007-12-12",21.040001
"240","2007-12-13",21.33
"241","2007-12-14",20.379999
"242","2007-12-17",19.309999
"243","2007-12-18",20.200001
"244","2007-12-19",20.120001
"245","2007-12-20",20.040001
"246","2007-12-21",20.290001
"247","2007-12-24",21.290001
"248","2007-12-26",20.57
"249","2007-12-27",20.23
"250","2007-12-28",20
"251","2007-12-31",19.98
"252","2008-01-02",19.299999
"253","2008-01-03",19.290001
"254","2008-01-04",17.540001
"255","2008-01-07",16.790001
"256","2008-01-08",16.370001
"257","2008-01-09",17.219999
"258","2008-01-10",17.030001
"259","2008-01-11",15.79
"260","2008-01-14",15.96
"261","2008-01-15",13.38
"262","2008-01-16",13.81
"263","2008-01-17",13.64
"264","2008-01-18",14.18
"265","2008-01-22",14.89
"266","2008-01-23",16.309999
"267","2008-01-24",15.98
"268","2008-01-25",15.95
"269","2008-01-28",17
"270","2008-01-29",17.309999
"271","2008-01-30",17.440001
"272","2008-01-31",18.59
"273","2008-02-01",19.07
"274","2008-02-04",18.139999
"275","2008-02-05",17.950001
"276","2008-02-06",17.360001
"277","2008-02-07",18.17
"278","2008-02-08",18.309999
"279","2008-02-11",19.24
"280","2008-02-12",19.42
"281","2008-02-13",18.84
"282","2008-02-14",17.639999
"283","2008-02-15",17.77
"284","2008-02-19",17.43
"285","2008-02-20",16.959999
"286","2008-02-21",16.629999
"287","2008-02-22",17.280001
"288","2008-02-25",17.84
"289","2008-02-26",18.27
"290","2008-02-27",17.93
"291","2008-02-28",17.190001
"292","2008-02-29",15.8
"293","2008-03-03",15.78
"294","2008-03-04",15.4
"295","2008-03-05",15.85
"296","2008-03-06",14.67
"297","2008-03-07",14.53
"298","2008-03-10",14.17
"299","2008-03-11",14.54
"300","2008-03-12",14.43
"301","2008-03-13",14.78
"302","2008-03-14",14
"303","2008-03-17",13.59
"304","2008-03-18",14.93
"305","2008-03-19",14.7
"306","2008-03-20",15.82
"307","2008-03-24",17
"308","2008-03-25",16.35
"309","2008-03-26",16.33
"310","2008-03-27",15.61
"311","2008-03-28",15.06
"312","2008-03-31",15.44
"313","2008-04-01",16.15
"314","2008-04-02",16.25
"315","2008-04-03",16.459999
"316","2008-04-04",16.440001
"317","2008-04-07",16.09
"318","2008-04-08",15.91
"319","2008-04-09",15.21
"320","2008-04-10",16.280001
"321","2008-04-11",16
"322","2008-04-14",15.67
"323","2008-04-15",15.86
"324","2008-04-16",16.219999
"325","2008-04-17",16
"326","2008-04-18",16.469999
"327","2008-04-21",17.040001
"328","2008-04-22",16.940001
"329","2008-04-23",17.459999
"330","2008-04-24",18.17
"331","2008-04-25",18.02
"332","2008-04-28",17.959999
"333","2008-04-29",18.23
"334","2008-04-30",18.26
"335","2008-05-01",18.32
"336","2008-05-02",18.01
"337","2008-05-05",17.25
"338","2008-05-06",17.73
"339","2008-05-07",17.33
"340","2008-05-08",17.030001
"341","2008-05-09",16.969999
"342","2008-05-12",18.02
"343","2008-05-13",19.549999
