"","date","SOHO"
"133","2007-07-13",10.97
"134","2007-07-16",10.84
"135","2007-07-17",10.8
"136","2007-07-18",10.56
"137","2007-07-19",10.62
"138","2007-07-20",10.83
"139","2007-07-23",11
"140","2007-07-24",10.79
"141","2007-07-25",10.65
"142","2007-07-26",10.96
"143","2007-07-27",10.89
"144","2007-07-30",10.85
"145","2007-07-31",10.74
"146","2007-08-01",10.64
"147","2007-08-02",10.96
"148","2007-08-03",10.72
"149","2007-08-06",10.6
"150","2007-08-07",10.86
"151","2007-08-08",10.44
"152","2007-08-09",10.69
"153","2007-08-10",10.45
"154","2007-08-13",10.05
"155","2007-08-14",10.19
"156","2007-08-15",9.93
"157","2007-08-16",9.99
"158","2007-08-17",10
"159","2007-08-20",10.09
"160","2007-08-21",10.11
"161","2007-08-22",10
"162","2007-08-23",10.03
"163","2007-08-24",9.97
"164","2007-08-27",9.92
"165","2007-08-28",9.95
"166","2007-08-29",9.81
"167","2007-08-30",9.9
"168","2007-08-31",9.9
"169","2007-09-04",9.71
"170","2007-09-05",9.85
"171","2007-09-06",9.75
"172","2007-09-07",9.73
"173","2007-09-10",10.45
"174","2007-09-11",10.36
"175","2007-09-12",9.98
"176","2007-09-13",10.2
"177","2007-09-14",10.09
"178","2007-09-17",10.12
"179","2007-09-18",10.02
"180","2007-09-19",9.73
"181","2007-09-20",9.9
"182","2007-09-21",9.9
"183","2007-09-24",9.75
"184","2007-09-25",9.75
"185","2007-09-26",9.7
"186","2007-09-27",9.71
"187","2007-09-28",9.45
"188","2007-10-01",9.75
"189","2007-10-02",9.62
"190","2007-10-03",9.79
"191","2007-10-04",9.66
"192","2007-10-05",9.95
"193","2007-10-08",9.94
"194","2007-10-09",9.8
"195","2007-10-10",9.79
"196","2007-10-11",9.75
"197","2007-10-12",9.94
"198","2007-10-15",9.94
"199","2007-10-16",9.75
"200","2007-10-17",9.71
"201","2007-10-18",9.75
"202","2007-10-19",9.71
"203","2007-10-22",9.6
"204","2007-10-23",9.75
"205","2007-10-24",9.83
"206","2007-10-25",9.92
"207","2007-10-26",10.2
"208","2007-10-29",9.95
"209","2007-10-30",9.71
"210","2007-10-31",9.71
"211","2007-11-01",9.61
"212","2007-11-02",9.7
"213","2007-11-05",9.55
"214","2007-11-06",9.41
"215","2007-11-07",8.89
"216","2007-11-08",8.88
"217","2007-11-09",8.97
"218","2007-11-12",8.88
"219","2007-11-13",8.66
"220","2007-11-14",8.65
"221","2007-11-15",8.64
"222","2007-11-16",8.99
"223","2007-11-19",8.87
"224","2007-11-20",8.99
"225","2007-11-21",8.99
"226","2007-11-23",9.03
"227","2007-11-26",8.7
"228","2007-11-27",8.55
"229","2007-11-28",8.36
"230","2007-11-29",8.45
"231","2007-11-30",8.51
"232","2007-12-03",8.64
"233","2007-12-04",8.44
"234","2007-12-05",8.25
"235","2007-12-06",8.2
"236","2007-12-07",8.4
"237","2007-12-10",8.48
"238","2007-12-11",8.52
"239","2007-12-12",8.15
"240","2007-12-13",8.16
"241","2007-12-14",8.1
"242","2007-12-17",8.18
"243","2007-12-18",8.18
"244","2007-12-19",8.13
"245","2007-12-20",7.89
"246","2007-12-21",7.64
"247","2007-12-24",7.57
"248","2007-12-26",7.34
"249","2007-12-27",7.29
"250","2007-12-28",7.15
"251","2007-12-31",7.2
"252","2008-01-02",7.5
"253","2008-01-03",7.87
"254","2008-01-04",7.85
"255","2008-01-07",7.49
"256","2008-01-08",7.52
"257","2008-01-09",7.65
"258","2008-01-10",7.81
"259","2008-01-11",8.87
"260","2008-01-14",8.8
"261","2008-01-15",8.86
"262","2008-01-16",7.85
"263","2008-01-17",7.5
"264","2008-01-18",7.73
"265","2008-01-22",7.79
"266","2008-01-23",8.25
"267","2008-01-24",8.25
"268","2008-01-25",8.25
"269","2008-01-28",8.3
"270","2008-01-29",8.27
"271","2008-01-30",8.34
"272","2008-01-31",8.18
"273","2008-02-01",8.54
"274","2008-02-04",8.47
"275","2008-02-05",8.48
"276","2008-02-06",8.15
"277","2008-02-07",8.24
"278","2008-02-08",8.13
"279","2008-02-11",8.08
"280","2008-02-12",8.2
"281","2008-02-13",8.06
"282","2008-02-14",7.94
"283","2008-02-15",8.11
"284","2008-02-19",8.2
"285","2008-02-20",7.65
"286","2008-02-21",7.43
"287","2008-02-22",7.68
"288","2008-02-25",7.8
"289","2008-02-26",7.88
"290","2008-02-27",8.11
"291","2008-02-28",8.1
"292","2008-02-29",7.79
"293","2008-03-03",7.49
"294","2008-03-04",7.4
"295","2008-03-05",7.24
"296","2008-03-06",7.15
"297","2008-03-07",7.02
"298","2008-03-10",6.8
"299","2008-03-11",6.8
"300","2008-03-12",6.63
"301","2008-03-13",6.5
"302","2008-03-14",6.67
"303","2008-03-17",6
"304","2008-03-18",6
"305","2008-03-19",6.15
"306","2008-03-20",6.26
"307","2008-03-24",6.24
"308","2008-03-25",6.18
"309","2008-03-26",6.26
"310","2008-03-27",6.23
"311","2008-03-28",6.3
"312","2008-03-31",6.26
"313","2008-04-01",6.5
"314","2008-04-02",6.59
"315","2008-04-03",6.55
"316","2008-04-04",6.45
"317","2008-04-07",6.31
"318","2008-04-08",6.33
"319","2008-04-09",6.34
"320","2008-04-10",6.28
"321","2008-04-11",6.32
"322","2008-04-14",6.3
"323","2008-04-15",6.3
"324","2008-04-16",6.33
"325","2008-04-17",6.11
"326","2008-04-18",6.32
"327","2008-04-21",6.28
"328","2008-04-22",6.03
"329","2008-04-23",5.96
"330","2008-04-24",5.98
"331","2008-04-25",6.14
"332","2008-04-28",6.09
"333","2008-04-29",6.05
"334","2008-04-30",6.27
"335","2008-05-01",6.35
"336","2008-05-02",6.51
"337","2008-05-05",6.43
"338","2008-05-06",6.38
"339","2008-05-07",6.13
"340","2008-05-08",6.5
"341","2008-05-09",6.2
"342","2008-05-12",6.5
"343","2008-05-13",6.5
"344","2008-05-14",6.12
"345","2008-05-15",6.2
"346","2008-05-16",6.23
"347","2008-05-19",6.34
"348","2008-05-20",6.29
"349","2008-05-21",6.34
"350","2008-05-22",6.59
"351","2008-05-23",6.4
"352","2008-05-27",6.52
"353","2008-05-28",6.24
"354","2008-05-29",6.25
"355","2008-05-30",6.35
"356","2008-06-02",6.2
"357","2008-06-03",6.28
"358","2008-06-04",6.2
"359","2008-06-05",6.2
"360","2008-06-06",6.16
"361","2008-06-09",6.25
"362","2008-06-10",6.26
"363","2008-06-11",6.16
"364","2008-06-12",5.99
"365","2008-06-13",6
"366","2008-06-16",5.96
"367","2008-06-17",5.98
"368","2008-06-18",5.86
"369","2008-06-19",5.83
"370","2008-06-20",5.62
"371","2008-06-23",5.83
"372","2008-06-24",5.58
"373","2008-06-25",5.89
"374","2008-06-26",5.56
"375","2008-06-27",5.05
"376","2008-06-30",5.02
"377","2008-07-01",4.53
"378","2008-07-02",4.67
"379","2008-07-03",4.55
"380","2008-07-07",4.63
"381","2008-07-08",4.48
"382","2008-07-09",4.42
"383","2008-07-10",4.4
"384","2008-07-11",4.57
"385","2008-07-14",4.32
"386","2008-07-15",4.25
"387","2008-07-16",5.11
"388","2008-07-17",5.09
"389","2008-07-18",5.1
"390","2008-07-21",5.1
"391","2008-07-22",5.07
"392","2008-07-23",5.35
"393","2008-07-24",5.83
"394","2008-07-25",5.21
"395","2008-07-28",4.71
"396","2008-07-29",5.37
"397","2008-07-30",5.29
"398","2008-07-31",5.26
"399","2008-08-01",5.6
"400","2008-08-04",5.5
"401","2008-08-05",5.51
"402","2008-08-06",6.39
"403","2008-08-07",6.09
"404","2008-08-08",6.1
"405","2008-08-11",6.16
"406","2008-08-12",6.25
"407","2008-08-13",6.16
"408","2008-08-14",6.42
"409","2008-08-15",6.35
"410","2008-08-18",6.34
"411","2008-08-19",6.43
"412","2008-08-20",6.46
"413","2008-08-21",6.39
"414","2008-08-22",6.11
"415","2008-08-25",6.03
"416","2008-08-26",6.13
"417","2008-08-27",6.06
"418","2008-08-28",6.18
"419","2008-08-29",6.08
"420","2008-09-02",6.2
"421","2008-09-03",6
"422","2008-09-04",5.86
"423","2008-09-05",5.97
"424","2008-09-08",5.89
"425","2008-09-09",6.13
"426","2008-09-10",5.88
"427","2008-09-11",6.04
"428","2008-09-12",5.87
"429","2008-09-15",5.33
"430","2008-09-16",4.75
"431","2008-09-17",4.7
"432","2008-09-18",4.78
"433","2008-09-19",4.8
"434","2008-09-22",4.75
"435","2008-09-23",4.55
"436","2008-09-24",4.51
"437","2008-09-25",4.57
"438","2008-09-26",4.6
"439","2008-09-29",4.25
"440","2008-09-30",5.24
"441","2008-10-01",4.71
"442","2008-10-02",4.19
"443","2008-10-03",4.2
"444","2008-10-06",4.06
"445","2008-10-07",3.52
"446","2008-10-08",3.4
"447","2008-10-09",3.63
"448","2008-10-10",4.16
"449","2008-10-13",3.12
"450","2008-10-14",3.28
"451","2008-10-15",3.34
"452","2008-10-16",3.26
"453","2008-10-17",3.39
"454","2008-10-20",3.29
"455","2008-10-21",3.27
"456","2008-10-22",3.3
"457","2008-10-23",3.25
"458","2008-10-24",3.29
"459","2008-10-27",3.2
"460","2008-10-28",3.25
"461","2008-10-29",3.2
"462","2008-10-30",3.26
"463","2008-10-31",3.23
"464","2008-11-03",3.77
"465","2008-11-04",3.71
"466","2008-11-05",3.15
"467","2008-11-06",3
"468","2008-11-07",3.03
"469","2008-11-10",3.22
"470","2008-11-11",3.15
"471","2008-11-12",3.25
"472","2008-11-13",3.16
"473","2008-11-14",3.03
"474","2008-11-17",3.03
"475","2008-11-18",3.15
"476","2008-11-19",3.05
"477","2008-11-20",2.88
"478","2008-11-21",2.6
"479","2008-11-24",2.6
"480","2008-11-25",2.61
"481","2008-11-26",2.56
"482","2008-11-28",2.2
"483","2008-12-01",2
"484","2008-12-02",2.02
"485","2008-12-03",2.05
"486","2008-12-04",2.05
"487","2008-12-05",2.13
"488","2008-12-08",2.26
"489","2008-12-09",2.1
"490","2008-12-10",2.07
"491","2008-12-11",2.01
"492","2008-12-12",2
"493","2008-12-15",1.56
"494","2008-12-16",1.53
"495","2008-12-17",1.35
"496","2008-12-18",1.37
"497","2008-12-19",1.3
"498","2008-12-22",1.26
"499","2008-12-23",1.35
"500","2008-12-24",1.34
"501","2008-12-26",1.27
"502","2008-12-29",1.29
"503","2008-12-30",1.4
"504","2008-12-31",1.27
"505","2009-01-02",1.27
"506","2009-01-05",1.35
"507","2009-01-06",1.61
"508","2009-01-07",1.83
"509","2009-01-08",1.81
"510","2009-01-09",1.7
"511","2009-01-12",1.7
"512","2009-01-13",1.5
"513","2009-01-14",1.41
"514","2009-01-15",1.5
"515","2009-01-16",1.5
"516","2009-01-20",1.5
"517","2009-01-21",1.75
"518","2009-01-22",1.52
"519","2009-01-23",1.3
"520","2009-01-26",1.42
"521","2009-01-27",1.31
"522","2009-01-28",1.4
"523","2009-01-29",1.38
"524","2009-01-30",1.3
"525","2009-02-02",1.39
"526","2009-02-03",1.39
"527","2009-02-04",1.39
"528","2009-02-05",1.3
"529","2009-02-06",1.3
"530","2009-02-09",1.4
"531","2009-02-10",1.15
"532","2009-02-11",1.29
"533","2009-02-12",1.2
"534","2009-02-13",1.2
"535","2009-02-17",1.15
"536","2009-02-18",1.1
"537","2009-02-19",1.15
"538","2009-02-20",1.05
"539","2009-02-23",0.9
"540","2009-02-24",1.15
"541","2009-02-25",1.02
"542","2009-02-26",1.15
"543","2009-02-27",0.91
"544","2009-03-02",0.9
"545","2009-03-03",0.85
"546","2009-03-04",1.19
"547","2009-03-05",1.11
"548","2009-03-06",1.1
"549","2009-03-09",1.2
"550","2009-03-10",1.13
"551","2009-03-11",1.2
"552","2009-03-12",1.2
"553","2009-03-13",1.14
"554","2009-03-16",1.1
"555","2009-03-17",1.15
"556","2009-03-18",1.17
"557","2009-03-19",1.16
"558","2009-03-20",1.14
"559","2009-03-23",1.16
"560","2009-03-24",1.18
"561","2009-03-25",1.19
"562","2009-03-26",1.18
"563","2009-03-27",1.16
"564","2009-03-30",1.19
"565","2009-03-31",1.13
"566","2009-04-01",1.05
"567","2009-04-02",1.38
"568","2009-04-03",1.32
"569","2009-04-06",1.3
"570","2009-04-07",1.24
"571","2009-04-08",1.26
"572","2009-04-09",1.3
"573","2009-04-13",1.21
"574","2009-04-14",1.4
"575","2009-04-15",1.23
"576","2009-04-16",1.22
"577","2009-04-17",1.17
"578","2009-04-20",1.07
"579","2009-04-21",1.25
"580","2009-04-22",1.3
"581","2009-04-23",1.37
"582","2009-04-24",1.21
"583","2009-04-27",1.35
"584","2009-04-28",1.21
"585","2009-04-29",1.26
"586","2009-04-30",1.4
"587","2009-05-01",1.26
"588","2009-05-04",1.4
"589","2009-05-05",1.43
"590","2009-05-06",1.73
"591","2009-05-07",1.94
"592","2009-05-08",2.07
"593","2009-05-11",2.12
"594","2009-05-12",1.95
"595","2009-05-13",1.85
"596","2009-05-14",1.71
"597","2009-05-15",1.56
"598","2009-05-18",1.71
"599","2009-05-19",1.53
"600","2009-05-20",1.51
"601","2009-05-21",1.41
"602","2009-05-22",1.38
"603","2009-05-26",1.42
"604","2009-05-27",1.32
"605","2009-05-28",1.28
"606","2009-05-29",1.33
"607","2009-06-01",1.38
"608","2009-06-02",1.47
"609","2009-06-03",1.65
"610","2009-06-04",1.72
"611","2009-06-05",1.85
"612","2009-06-08",1.73
"613","2009-06-09",1.7
"614","2009-06-10",1.59
"615","2009-06-11",1.91
"616","2009-06-12",1.75
"617","2009-06-15",1.6
"618","2009-06-16",1.78
"619","2009-06-17",1.45
"620","2009-06-18",1.61
"621","2009-06-19",1.5
"622","2009-06-22",1.45
"623","2009-06-23",1.54
"624","2009-06-24",1.45
"625","2009-06-25",1.67
"626","2009-06-26",1.46
"627","2009-06-29",1.4
"628","2009-06-30",1.39
"629","2009-07-01",1.35
"630","2009-07-02",1.35
"631","2009-07-06",1.36
"632","2009-07-07",1.4
"633","2009-07-08",1.24
"634","2009-07-09",1.22
"635","2009-07-10",1.25
"636","2009-07-13",1.23
"637","2009-07-14",1.17
"638","2009-07-15",1.2
"639","2009-07-16",1.22
"640","2009-07-17",1.25
"641","2009-07-20",1.31
"642","2009-07-21",1.17
"643","2009-07-22",1.17
"644","2009-07-23",1.29
"645","2009-07-24",1.36
"646","2009-07-27",1.29
"647","2009-07-28",1.25
"648","2009-07-29",1.22
"649","2009-07-30",1.2
"650","2009-07-31",1.25
"651","2009-08-03",1.37
"652","2009-08-04",1.3
"653","2009-08-05",1.4
"654","2009-08-06",1.3
"655","2009-08-07",1.33
"656","2009-08-10",1.65
"657","2009-08-11",1.8
"658","2009-08-12",1.76
"659","2009-08-13",1.89
"660","2009-08-14",2.3
"661","2009-08-17",2.4
"662","2009-08-18",2.7
"663","2009-08-19",2.76
"664","2009-08-20",2.73
"665","2009-08-21",2.8
"666","2009-08-24",3.3
"667","2009-08-25",3
"668","2009-08-26",3
"669","2009-08-27",3.15
"670","2009-08-28",3.05
"671","2009-08-31",3.04
"672","2009-09-01",2.99
"673","2009-09-02",2.78
"674","2009-09-03",2.76
"675","2009-09-04",2.6
"676","2009-09-08",2.7
"677","2009-09-09",2.74
"678","2009-09-10",2.45
"679","2009-09-11",2.57
"680","2009-09-14",2.45
"681","2009-09-15",2.42
"682","2009-09-16",2.36
"683","2009-09-17",2.3
"684","2009-09-18",2.36
"685","2009-09-21",2.36
"686","2009-09-22",2.99
"687","2009-09-23",2.94
"688","2009-09-24",2.69
"689","2009-09-25",2.38
"690","2009-09-28",2.43
"691","2009-09-29",2.24
"692","2009-09-30",2.2
"693","2009-10-01",2.2
"694","2009-10-02",2.15
"695","2009-10-05",2.43
"696","2009-10-06",2.98
"697","2009-10-07",2.7
"698","2009-10-08",3.12
"699","2009-10-09",2.67
"700","2009-10-12",2.59
"701","2009-10-13",2.33
"702","2009-10-14",2.53
"703","2009-10-15",2.5
"704","2009-10-16",2.53
"705","2009-10-19",2.41
"706","2009-10-20",2.35
"707","2009-10-21",2.44
"708","2009-10-22",2.27
"709","2009-10-23",2.26
"710","2009-10-26",2.11
"711","2009-10-27",2.15
"712","2009-10-28",2
"713","2009-10-29",1.94
"714","2009-10-30",1.87
"715","2009-11-02",1.72
"716","2009-11-03",1.87
"717","2009-11-04",1.63
"718","2009-11-05",1.68
"719","2009-11-06",1.67
"720","2009-11-09",1.6
"721","2009-11-10",1.57
"722","2009-11-11",1.6
"723","2009-11-12",1.7
"724","2009-11-13",1.68
"725","2009-11-16",1.58
"726","2009-11-17",1.6
"727","2009-11-18",1.65
"728","2009-11-19",1.6
"729","2009-11-20",1.58
"730","2009-11-23",1.6
"731","2009-11-24",1.56
"732","2009-11-25",1.58
"733","2009-11-27",1.58
"734","2009-11-30",1.61
"735","2009-12-01",1.63
"736","2009-12-02",1.7
"737","2009-12-03",2
"738","2009-12-04",1.97
"739","2009-12-07",1.95
"740","2009-12-08",1.74
"741","2009-12-09",1.75
"742","2009-12-10",1.84
"743","2009-12-11",1.71
"744","2009-12-14",1.74
"745","2009-12-15",1.77
"746","2009-12-16",1.84
"747","2009-12-17",1.8
"748","2009-12-18",1.97
"749","2009-12-21",1.99
"750","2009-12-22",2.03
"751","2009-12-23",2.05
"752","2009-12-24",2.03
"753","2009-12-28",2.02
"754","2009-12-29",2.01
"755","2009-12-30",1.97
"756","2009-12-31",2.03
"757","2010-01-04",2.04
"758","2010-01-05",2.05
"759","2010-01-06",2.04
"760","2010-01-07",2.11
"761","2010-01-08",2.25
"762","2010-01-11",2.53
"763","2010-01-12",2.52
"764","2010-01-13",2.52
"765","2010-01-14",2.67
"766","2010-01-15",2.82
"767","2010-01-19",2.65
"768","2010-01-20",2.55
"769","2010-01-21",2.55
"770","2010-01-22",2.47
"771","2010-01-25",2.3
"772","2010-01-26",2.21
"773","2010-01-27",2.04
"774","2010-01-28",2.19
"775","2010-01-29",2.12
"776","2010-02-01",2.11
"777","2010-02-02",2.09
"778","2010-02-03",2.13
"779","2010-02-04",2
"780","2010-02-05",2
"781","2010-02-08",1.98
"782","2010-02-09",1.9
"783","2010-02-10",1.92
"784","2010-02-11",1.91
"785","2010-02-12",1.95
"786","2010-02-16",1.9
"787","2010-02-17",1.87
"788","2010-02-18",1.87
"789","2010-02-19",1.82
"790","2010-02-22",1.95
"791","2010-02-23",1.91
"792","2010-02-24",1.89
"793","2010-02-25",1.93
"794","2010-02-26",1.86
"795","2010-03-01",1.81
"796","2010-03-02",1.85
"797","2010-03-03",1.93
"798","2010-03-04",1.92
"799","2010-03-05",2.05
"800","2010-03-08",2.27
"801","2010-03-09",2.34
"802","2010-03-10",2.19
"803","2010-03-11",2.11
"804","2010-03-12",2.23
"805","2010-03-15",2.19
"806","2010-03-16",2.16
"807","2010-03-17",2.17
"808","2010-03-18",2.25
"809","2010-03-19",2.28
"810","2010-03-22",2.29
"811","2010-03-23",2.22
"812","2010-03-24",2.31
"813","2010-03-25",2.4
"814","2010-03-26",2.42
"815","2010-03-29",2.46
"816","2010-03-30",2.33
"817","2010-03-31",2.47
"818","2010-04-01",2.47
"819","2010-04-05",2.5
"820","2010-04-06",2.63
"821","2010-04-07",2.89
"822","2010-04-08",2.95
"823","2010-04-09",2.97
"824","2010-04-12",3.03
"825","2010-04-13",3.14
"826","2010-04-14",3.43
"827","2010-04-15",3.3
"828","2010-04-16",3.2
"829","2010-04-19",3.2
"830","2010-04-20",3.13
"831","2010-04-21",3.32
"832","2010-04-22",3.4
"833","2010-04-23",3.29
"834","2010-04-26",3.68
"835","2010-04-27",3.45
"836","2010-04-28",3.43
"837","2010-04-29",3.78
"838","2010-04-30",3.72
"839","2010-05-03",3.7
"840","2010-05-04",3.61
"841","2010-05-05",3.58
"842","2010-05-06",3.26
"843","2010-05-07",3.09
"844","2010-05-10",3.36
"845","2010-05-11",3.43
"846","2010-05-12",3.43
"847","2010-05-13",3.52
"848","2010-05-14",3.38
"849","2010-05-17",3.49
"850","2010-05-18",3.23
"851","2010-05-19",3.09
"852","2010-05-20",2.95
"853","2010-05-21",3.06
"854","2010-05-24",3.39
"855","2010-05-25",3.18
"856","2010-05-26",3.3
"857","2010-05-27",3.33
"858","2010-05-28",3.1
"859","2010-06-01",3.03
"860","2010-06-02",2.8
"861","2010-06-03",2.59
"862","2010-06-04",2.35
"863","2010-06-07",2.33
"864","2010-06-08",2.23
"865","2010-06-09",2.33
"866","2010-06-10",2.68
"867","2010-06-11",2.59
"868","2010-06-14",2.89
"869","2010-06-15",2.62
"870","2010-06-16",2.4
"871","2010-06-17",2.32
"872","2010-06-18",2.12
"873","2010-06-21",2.1
"874","2010-06-22",2.04
"875","2010-06-23",2.04
"876","2010-06-24",2.04
"877","2010-06-25",1.87
"878","2010-06-28",1.79
"879","2010-06-29",1.75
"880","2010-06-30",1.75
"881","2010-07-01",1.95
"882","2010-07-02",1.99
"883","2010-07-06",2
"884","2010-07-07",2.2
"885","2010-07-08",2.44
"886","2010-07-09",2.19
"887","2010-07-12",2.31
"888","2010-07-13",2.37
"889","2010-07-14",2.3
"890","2010-07-15",2.37
"891","2010-07-16",2.18
"892","2010-07-19",2.39
"893","2010-07-20",2.35
"894","2010-07-21",2.43
"895","2010-07-22",2.49
"896","2010-07-23",2.46
"897","2010-07-26",2.33
"898","2010-07-27",2.31
"899","2010-07-28",2.25
"900","2010-07-29",2.35
"901","2010-07-30",2.3
"902","2010-08-02",2.3
"903","2010-08-03",2.25
"904","2010-08-04",2.25
"905","2010-08-05",2.21
"906","2010-08-06",2.19
"907","2010-08-09",2.18
"908","2010-08-10",2.12
"909","2010-08-11",2.05
"910","2010-08-12",2.04
"911","2010-08-13",2.18
"912","2010-08-16",2.13
"913","2010-08-17",2.2
"914","2010-08-18",2.25
"915","2010-08-19",2.24
"916","2010-08-20",2.31
"917","2010-08-23",2.24
"918","2010-08-24",2.1
"919","2010-08-25",1.93
"920","2010-08-26",2.17
"921","2010-08-27",2.44
"922","2010-08-30",2.47
"923","2010-08-31",2.4
"924","2010-09-01",2.5
"925","2010-09-02",2.45
"926","2010-09-03",2.45
"927","2010-09-07",2.45
"928","2010-09-08",2.47
"929","2010-09-09",2.45
"930","2010-09-10",2.47
"931","2010-09-13",2.47
"932","2010-09-14",2.5
"933","2010-09-15",2.5
"934","2010-09-16",2.5
"935","2010-09-17",2.47
"936","2010-09-20",2.58
"937","2010-09-21",2.46
"938","2010-09-22",2.52
"939","2010-09-23",2.48
"940","2010-09-24",2.54
"941","2010-09-27",2.55
"942","2010-09-28",2.54
"943","2010-09-29",2.6
"944","2010-09-30",2.6
"945","2010-10-01",2.59
"946","2010-10-04",2.59
"947","2010-10-05",2.74
"948","2010-10-06",2.69
"949","2010-10-07",2.6
"950","2010-10-08",2.66
"951","2010-10-11",2.5
"952","2010-10-12",2.39
"953","2010-10-13",2.46
"954","2010-10-14",2.37
"955","2010-10-15",2.27
"956","2010-10-18",2.4
"957","2010-10-19",2.32
"958","2010-10-20",2.43
"959","2010-10-21",2.41
"960","2010-10-22",2.41
"961","2010-10-25",2.32
"962","2010-10-26",2.39
"963","2010-10-27",2.31
"964","2010-10-28",2.41
"965","2010-10-29",2.48
"966","2010-11-01",2.47
"967","2010-11-02",2.45
"968","2010-11-03",2.44
"969","2010-11-04",2.5
"970","2010-11-05",2.53
"971","2010-11-08",2.53
"972","2010-11-09",2.52
"973","2010-11-10",2.43
"974","2010-11-11",2.51
"975","2010-11-12",2.51
"976","2010-11-15",2.41
"977","2010-11-16",2.35
"978","2010-11-17",2.35
"979","2010-11-18",2.36
"980","2010-11-19",2.36
"981","2010-11-22",2.41
"982","2010-11-23",2.3
"983","2010-11-24",2.3
"984","2010-11-26",2.39
"985","2010-11-29",2.29
"986","2010-11-30",2.31
"987","2010-12-01",2.24
"988","2010-12-02",2.44
"989","2010-12-03",2.34
"990","2010-12-06",2.32
"991","2010-12-07",2.3
"992","2010-12-08",2.28
"993","2010-12-09",2.3
"994","2010-12-10",2.23
"995","2010-12-13",2.15
"996","2010-12-14",2.19
"997","2010-12-15",2.15
"998","2010-12-16",2.3
"999","2010-12-17",2.24
"1000","2010-12-20",2.16
"1001","2010-12-21",2.22
