"","date","IRDM"
"432","2009-12-03",8.03
"433","2009-12-04",7.99
"434","2009-12-07",7.97
"435","2009-12-08",8.19
"436","2009-12-09",8.07
"437","2009-12-10",8.08
"438","2009-12-11",8.25
"439","2009-12-14",8.25
"440","2009-12-15",8.21
"441","2009-12-16",8.15
"442","2009-12-17",8.01
"443","2009-12-18",8.12
"444","2009-12-21",7.99
"445","2009-12-22",7.94
"446","2009-12-23",8.03
"447","2009-12-24",8.12
"448","2009-12-28",8.16
"449","2009-12-29",8.13
"450","2009-12-30",7.92
"451","2009-12-31",8.03
"452","2010-01-04",7.86
"453","2010-01-05",7.92
"454","2010-01-06",7.79
"455","2010-01-07",7.86
"456","2010-01-08",8.35
"457","2010-01-11",8.4
"458","2010-01-12",8.25
"459","2010-01-13",8.42
"460","2010-01-14",8.71
"461","2010-01-15",8.53
"462","2010-01-19",8.36
"463","2010-01-20",8.33
"464","2010-01-21",8.22
"465","2010-01-22",7.96
"466","2010-01-25",7.93
"467","2010-01-26",7.84
"468","2010-01-27",7.83
"469","2010-01-28",7.19
"470","2010-01-29",6.72
"471","2010-02-01",6.96
"472","2010-02-02",6.88
"473","2010-02-03",6.93
"474","2010-02-04",6.56
"475","2010-02-05",6.75
"476","2010-02-08",6.78
"477","2010-02-09",6.6
"478","2010-02-10",6.5
"479","2010-02-11",6.59
"480","2010-02-12",6.56
"481","2010-02-16",6.36
"482","2010-02-17",6.42
"483","2010-02-18",6.48
"484","2010-02-19",6.6
"485","2010-02-22",6.54
"486","2010-02-23",6.5
"487","2010-02-24",6.5
"488","2010-02-25",6.6
"489","2010-02-26",6.71
"490","2010-03-01",6.94
"491","2010-03-02",6.8
"492","2010-03-03",6.88
"493","2010-03-04",7.09
"494","2010-03-05",7.55
"495","2010-03-08",8.2
"496","2010-03-09",8.45
"497","2010-03-10",8.6
"498","2010-03-11",8.55
"499","2010-03-12",8.22
"500","2010-03-15",8.3
"501","2010-03-16",7.92
"502","2010-03-17",7.88
"503","2010-03-18",8.32
"504","2010-03-19",8.08
"505","2010-03-22",7.91
"506","2010-03-23",8.04
"507","2010-03-24",7.91
"508","2010-03-25",7.87
"509","2010-03-26",8.02
"510","2010-03-29",8.22
"511","2010-03-30",8.11
"512","2010-03-31",8.11
"513","2010-04-01",8.31
"514","2010-04-05",8.31
"515","2010-04-06",8.49
"516","2010-04-07",8.58
"517","2010-04-08",8.67
"518","2010-04-09",8.55
"519","2010-04-12",8.45
"520","2010-04-13",8.27
"521","2010-04-14",8.66
"522","2010-04-15",8.41
"523","2010-04-16",8.27
"524","2010-04-19",8.39
"525","2010-04-20",8.26
"526","2010-04-21",8.19
"527","2010-04-22",8.23
"528","2010-04-23",8
"529","2010-04-26",8.04
"530","2010-04-27",8
"531","2010-04-28",7.98
"532","2010-04-29",8.1
"533","2010-04-30",8.06
"534","2010-05-03",8.13
"535","2010-05-04",7.94
"536","2010-05-05",8.02
"537","2010-05-06",7.64
"538","2010-05-07",7.61
"539","2010-05-10",7.97
"540","2010-05-11",7.95
"541","2010-05-12",8.31
"542","2010-05-13",8.37
"543","2010-05-14",8.39
"544","2010-05-17",8.26
"545","2010-05-18",8.67
"546","2010-05-19",8.8
"547","2010-05-20",8.65
"548","2010-05-21",8.7
"549","2010-05-24",8.84
"550","2010-05-25",8.8
"551","2010-05-26",8.94
"552","2010-05-27",8.99
"553","2010-05-28",9.06
"554","2010-06-01",8.71
"555","2010-06-02",9.25
"556","2010-06-03",8.97
"557","2010-06-04",8.74
"558","2010-06-07",8.65
"559","2010-06-08",8.52
"560","2010-06-09",8.63
"561","2010-06-10",8.81
"562","2010-06-11",9.05
"563","2010-06-14",9.08
"564","2010-06-15",9.35
"565","2010-06-16",9.29
"566","2010-06-17",9.3
"567","2010-06-18",9.73
"568","2010-06-21",9.74
"569","2010-06-22",9.82
"570","2010-06-23",10.07
"571","2010-06-24",9.9
"572","2010-06-25",9.99
"573","2010-06-28",10.25
"574","2010-06-29",9.99
"575","2010-06-30",10.04
"576","2010-07-01",10.47
"577","2010-07-02",10.32
"578","2010-07-06",10.2
"579","2010-07-07",10.75
"580","2010-07-08",10.72
"581","2010-07-09",10.74
"582","2010-07-12",10.69
"583","2010-07-13",10.87
"584","2010-07-14",10.76
"585","2010-07-15",10.56
"586","2010-07-16",9.75
"587","2010-07-19",9.71
"588","2010-07-20",9.93
"589","2010-07-21",9.85
"590","2010-07-22",10.32
"591","2010-07-23",10.26
"592","2010-07-26",10.43
"593","2010-07-27",10.43
"594","2010-07-28",10.31
"595","2010-07-29",10.2
"596","2010-07-30",10.31
"597","2010-08-02",10.45
"598","2010-08-03",10.34
"599","2010-08-04",10.45
"600","2010-08-05",10.41
"601","2010-08-06",10.22
"602","2010-08-09",10.28
"603","2010-08-10",9.84
"604","2010-08-11",9.07
"605","2010-08-12",9.45
"606","2010-08-13",9.35
"607","2010-08-16",9.37
"608","2010-08-17",9.59
"609","2010-08-18",9.39
"610","2010-08-19",9.04
"611","2010-08-20",9.09
"612","2010-08-23",8.96
"613","2010-08-24",8.91
"614","2010-08-25",8.95
"615","2010-08-26",9.16
"616","2010-08-27",9.23
"617","2010-08-30",8.87
"618","2010-08-31",8.66
"619","2010-09-01",8.91
"620","2010-09-02",9.22
"621","2010-09-03",9.44
"622","2010-09-07",9.42
"623","2010-09-08",9.13
"624","2010-09-09",9.18
"625","2010-09-10",9.21
"626","2010-09-13",9.42
"627","2010-09-14",9.25
"628","2010-09-15",9.21
"629","2010-09-16",9.09
"630","2010-09-17",9.13
"631","2010-09-20",9.47
"632","2010-09-21",8.79
"633","2010-09-22",8.71
"634","2010-09-23",8.78
"635","2010-09-24",8.83
"636","2010-09-27",8.8
"637","2010-09-28",8.96
"638","2010-09-29",8.66
"639","2010-09-30",8.54
"640","2010-10-01",8.6
"641","2010-10-04",8.58
"642","2010-10-05",8.66
"643","2010-10-06",8.73
"644","2010-10-07",8.77
"645","2010-10-08",8.89
"646","2010-10-11",8.49
"647","2010-10-12",8.6
"648","2010-10-13",8.68
"649","2010-10-14",8.47
"650","2010-10-15",8.5
"651","2010-10-18",8.65
"652","2010-10-19",8.51
"653","2010-10-20",8.51
"654","2010-10-21",8.35
"655","2010-10-22",8.26
"656","2010-10-25",8.3
"657","2010-10-26",8.27
"658","2010-10-27",8.25
"659","2010-10-28",8.21
"660","2010-10-29",8.25
"661","2010-11-01",8.28
"662","2010-11-02",8.53
"663","2010-11-03",8.65
"664","2010-11-04",8.7
"665","2010-11-05",8.69
"666","2010-11-08",8.96
"667","2010-11-09",8.96
"668","2010-11-10",9.16
"669","2010-11-11",9.09
"670","2010-11-12",9.13
"671","2010-11-15",9.1
"672","2010-11-16",9.13
"673","2010-11-17",9.12
"674","2010-11-18",9.4
"675","2010-11-19",9.73
"676","2010-11-22",9.7
"677","2010-11-23",9.59
"678","2010-11-24",9.62
"679","2010-11-26",9.64
"680","2010-11-29",9.6
"681","2010-11-30",9.34
"682","2010-12-01",9.35
"683","2010-12-02",9.39
"684","2010-12-03",9.24
"685","2010-12-06",9.29
"686","2010-12-07",9.41
"687","2010-12-08",9.6
"688","2010-12-09",9.52
"689","2010-12-10",9.35
"690","2010-12-13",9.4
"691","2010-12-14",9.45
"692","2010-12-15",9.39
"693","2010-12-16",8.95
"694","2010-12-17",8.9
"695","2010-12-20",8.61
"696","2010-12-21",8.41
"697","2010-12-22",8.44
"698","2010-12-23",8.37
"699","2010-12-27",8.33
"700","2010-12-28",8.17
"701","2010-12-29",8.27
"702","2010-12-30",8.13
"703","2010-12-31",8.25
"704","2011-01-03",8.21
"705","2011-01-04",8.14
"706","2011-01-05",8.32
"707","2011-01-06",8.28
"708","2011-01-07",8.25
"709","2011-01-10",8.35
"710","2011-01-11",8.38
"711","2011-01-12",8.5
"712","2011-01-13",8.45
"713","2011-01-14",8.51
"714","2011-01-18",8.52
"715","2011-01-19",8.43
"716","2011-01-20",8.38
"717","2011-01-21",8.24
"718","2011-01-24",8.19
"719","2011-01-25",8.33
"720","2011-01-26",8.42
"721","2011-01-27",8.2
"722","2011-01-28",8.02
"723","2011-01-31",7.68
"724","2011-02-01",8.03
"725","2011-02-02",7.92
"726","2011-02-03",8.23
"727","2011-02-04",7.97
"728","2011-02-07",7.93
"729","2011-02-08",8.18
"730","2011-02-09",8.12
"731","2011-02-10",8.27
"732","2011-02-11",8.31
"733","2011-02-14",8.08
"734","2011-02-15",8.18
"735","2011-02-16",8.01
"736","2011-02-17",8.35
"737","2011-02-18",8.31
"738","2011-02-22",8.89
"739","2011-02-23",8.78
"740","2011-02-24",8.99
"741","2011-02-25",9.36
"742","2011-02-28",9.4
"743","2011-03-01",9.25
"744","2011-03-02",9.15
"745","2011-03-03",9.22
"746","2011-03-04",9.3
"747","2011-03-07",9.3
"748","2011-03-08",8.6
"749","2011-03-09",8.4
"750","2011-03-10",8.34
"751","2011-03-11",8.2
"752","2011-03-14",8.28
"753","2011-03-15",8.09
"754","2011-03-16",7.96
"755","2011-03-17",7.98
"756","2011-03-18",8.14
"757","2011-03-21",8.29
"758","2011-03-22",8.21
"759","2011-03-23",9.12
"760","2011-03-24",8.83
"761","2011-03-25",8.76
"762","2011-03-28",8.85
"763","2011-03-29",8.72
"764","2011-03-30",8.13
"765","2011-03-31",7.98
"766","2011-04-01",7.94
"767","2011-04-04",8.04
"768","2011-04-05",8.12
"769","2011-04-06",8.19
"770","2011-04-07",8.16
"771","2011-04-08",8.21
"772","2011-04-11",8.21
"773","2011-04-12",8.15
"774","2011-04-13",8.01
"775","2011-04-14",7.94
"776","2011-04-15",7.94
"777","2011-04-18",7.82
"778","2011-04-19",7.89
"779","2011-04-20",7.91
"780","2011-04-21",7.86
"781","2011-04-25",7.79
"782","2011-04-26",7.79
"783","2011-04-27",7.81
"784","2011-04-28",7.78
"785","2011-04-29",7.83
"786","2011-05-02",7.76
"787","2011-05-03",7.78
"788","2011-05-04",7.8
"789","2011-05-05",7.89
"790","2011-05-06",8.07
"791","2011-05-09",8.38
"792","2011-05-10",8.32
"793","2011-05-11",8.37
"794","2011-05-12",8.48
"795","2011-05-13",8.68
"796","2011-05-16",8.4
"797","2011-05-17",8.6
"798","2011-05-18",8.64
"799","2011-05-19",8.87
"800","2011-05-20",8.79
"801","2011-05-23",8.72
"802","2011-05-24",8.8
"803","2011-05-25",8.7
"804","2011-05-26",8.86
"805","2011-05-27",8.91
"806","2011-05-31",8.92
"807","2011-06-01",8.58
"808","2011-06-02",8.56
"809","2011-06-03",8.52
"810","2011-06-06",8.37
"811","2011-06-07",8.52
"812","2011-06-08",8.46
"813","2011-06-09",8.48
"814","2011-06-10",8.25
"815","2011-06-13",8.25
"816","2011-06-14",8.54
"817","2011-06-15",8.4
"818","2011-06-16",8.32
"819","2011-06-17",8.39
"820","2011-06-20",8.42
"821","2011-06-21",8.47
"822","2011-06-22",8.52
"823","2011-06-23",8.26
"824","2011-06-24",8.19
"825","2011-06-27",8.3
"826","2011-06-28",8.53
"827","2011-06-29",8.53
"828","2011-06-30",8.65
"829","2011-07-01",8.72
"830","2011-07-05",8.71
"831","2011-07-06",8.83
"832","2011-07-07",8.89
"833","2011-07-08",8.84
"834","2011-07-11",8.65
"835","2011-07-12",8.68
"836","2011-07-13",8.74
"837","2011-07-14",8.5
"838","2011-07-15",8.4
"839","2011-07-18",8.28
"840","2011-07-19",8.46
"841","2011-07-20",8.38
"842","2011-07-21",8.71
"843","2011-07-22",8.69
"844","2011-07-25",8.62
"845","2011-07-26",8.66
"846","2011-07-27",8.59
"847","2011-07-28",8.57
"848","2011-07-29",8.53
"849","2011-08-01",8.46
"850","2011-08-02",8.39
"851","2011-08-03",8.45
"852","2011-08-04",8.11
"853","2011-08-05",7.9
"854","2011-08-08",7.05
"855","2011-08-09",7.55
"856","2011-08-10",7.15
"857","2011-08-11",7.37
"858","2011-08-12",7.24
"859","2011-08-15",7.73
"860","2011-08-16",7.73
"861","2011-08-17",7.78
"862","2011-08-18",7.44
"863","2011-08-19",7.1
"864","2011-08-22",7.04
"865","2011-08-23",7.42
"866","2011-08-24",7.53
"867","2011-08-25",7.13
"868","2011-08-26",7.18
"869","2011-08-29",7.38
"870","2011-08-30",7.4
"871","2011-08-31",7.39
"872","2011-09-01",7.44
"873","2011-09-02",7.28
"874","2011-09-06",7.25
"875","2011-09-07",7.54
"876","2011-09-08",7.33
"877","2011-09-09",6.81
"878","2011-09-12",6.82
"879","2011-09-13",7.06
"880","2011-09-14",7.16
"881","2011-09-15",7.09
"882","2011-09-16",6.98
"883","2011-09-19",7.01
"884","2011-09-20",6.93
"885","2011-09-21",6.87
"886","2011-09-22",6.65
"887","2011-09-23",6.69
"888","2011-09-26",6.53
"889","2011-09-27",6.62
"890","2011-09-28",6.32
"891","2011-09-29",6.39
"892","2011-09-30",6.2
"893","2011-10-03",5.84
"894","2011-10-04",6.38
"895","2011-10-05",5.94
"896","2011-10-06",5.96
"897","2011-10-07",5.52
"898","2011-10-10",6.05
"899","2011-10-11",5.98
"900","2011-10-12",6.13
"901","2011-10-13",6.06
"902","2011-10-14",6
"903","2011-10-17",5.83
"904","2011-10-18",5.85
"905","2011-10-19",5.67
"906","2011-10-20",5.7
"907","2011-10-21",5.84
"908","2011-10-24",6.31
"909","2011-10-25",6.21
"910","2011-10-26",6.39
"911","2011-10-27",6.66
"912","2011-10-28",6.55
"913","2011-10-31",6.36
"914","2011-11-01",6.23
"915","2011-11-02",6.4
"916","2011-11-03",6.46
"917","2011-11-04",6.46
"918","2011-11-07",6.33
"919","2011-11-08",7.33
"920","2011-11-09",6.91
"921","2011-11-10",7.1
"922","2011-11-11",7.14
"923","2011-11-14",7
"924","2011-11-15",7.48
"925","2011-11-16",7.31
"926","2011-11-17",7.23
"927","2011-11-18",7.37
"928","2011-11-21",7.09
"929","2011-11-22",7
"930","2011-11-23",6.67
"931","2011-11-25",6.62
"932","2011-11-28",6.97
"933","2011-11-29",6.89
"934","2011-11-30",7.11
"935","2011-12-01",6.92
"936","2011-12-02",7.27
"937","2011-12-05",7.46
"938","2011-12-06",7.37
"939","2011-12-07",7.47
"940","2011-12-08",7.07
"941","2011-12-09",7.55
"942","2011-12-12",7.61
"943","2011-12-13",7.73
"944","2011-12-14",7.49
"945","2011-12-15",7.53
"946","2011-12-16",7.48
"947","2011-12-19",7.02
"948","2011-12-20",7.58
"949","2011-12-21",7.45
"950","2011-12-22",7.46
"951","2011-12-23",7.3
"952","2011-12-27",7.66
"953","2011-12-28",7.48
"954","2011-12-29",7.58
"955","2011-12-30",7.71
"956","2012-01-03",7.55
"957","2012-01-04",7.3
"958","2012-01-05",7.19
"959","2012-01-06",7.21
"960","2012-01-09",7.23
"961","2012-01-10",7.23
"962","2012-01-11",7.46
"963","2012-01-12",7.58
"964","2012-01-13",7.59
"965","2012-01-17",7.53
"966","2012-01-18",7.59
"967","2012-01-19",7.59
"968","2012-01-20",7.53
"969","2012-01-23",7.55
"970","2012-01-24",7.69
"971","2012-01-25",7.75
"972","2012-01-26",7.89
"973","2012-01-27",8.07
"974","2012-01-30",7.94
"975","2012-01-31",7.99
"976","2012-02-01",8.02
"977","2012-02-02",8.13
"978","2012-02-03",8.25
"979","2012-02-06",8.22
"980","2012-02-07",8.25
"981","2012-02-08",8.32
"982","2012-02-09",8.33
"983","2012-02-10",8.23
"984","2012-02-13",8.26
"985","2012-02-14",7.93
"986","2012-02-15",8.01
"987","2012-02-16",8.08
"988","2012-02-17",8.07
"989","2012-02-21",8
"990","2012-02-22",7.79
"991","2012-02-23",7.96
"992","2012-02-24",7.86
"993","2012-02-27",8.06
"994","2012-02-28",7.82
"995","2012-02-29",7.64
"996","2012-03-01",7.56
"997","2012-03-02",7.48
"998","2012-03-05",7.4
"999","2012-03-06",8.19
"1000","2012-03-07",8.76
