"","date","FSM"
"119","2007-06-27",2.87
"120","2007-06-28",3.06
"121","2007-06-29",3.07
"122","2007-07-02",3.07
"123","2007-07-03",3.07
"124","2007-07-05",3.23
"125","2007-07-06",3.26
"126","2007-07-09",3.26
"127","2007-07-10",3.51
"128","2007-07-11",3.43
"129","2007-07-12",3.37
"130","2007-07-13",3.41
"131","2007-07-16",3.47
"132","2007-07-17",3.41
"133","2007-07-18",3.27
"134","2007-07-19",3.5
"135","2007-07-20",3.54
"136","2007-07-23",3.5
"137","2007-07-24",3.49
"138","2007-07-25",3.38
"139","2007-07-26",3.17
"140","2007-07-27",3.1
"141","2007-07-30",3.16
"142","2007-07-31",3.44
"143","2007-08-01",3.29
"144","2007-08-02",3.06
"145","2007-08-03",3.07
"146","2007-08-06",3.07
"147","2007-08-07",3
"148","2007-08-08",2.93
"149","2007-08-09",2.83
"150","2007-08-10",2.74
"151","2007-08-13",2.63
"152","2007-08-14",2.51
"153","2007-08-15",2.26
"154","2007-08-16",2.24
"155","2007-08-17",2.48
"156","2007-08-20",2.45
"157","2007-08-21",2.43
"158","2007-08-22",2.53
"159","2007-08-23",2.55
"160","2007-08-24",2.6
"161","2007-08-27",2.53
"162","2007-08-28",2.4
"163","2007-08-29",2.35
"164","2007-08-30",2.29
"165","2007-08-31",2.42
"166","2007-09-04",2.45
"167","2007-09-05",2.36
"168","2007-09-06",2.5
"169","2007-09-07",2.5
"170","2007-09-10",2.47
"171","2007-09-11",2.46
"172","2007-09-12",2.51
"173","2007-09-13",2.41
"174","2007-09-14",2.31
"175","2007-09-17",2.33
"176","2007-09-18",2.55
"177","2007-09-19",2.58
"178","2007-09-20",2.79
"179","2007-09-21",2.79
"180","2007-09-24",2.87
"181","2007-09-25",2.77
"182","2007-09-26",2.67
"183","2007-09-27",2.68
"184","2007-09-28",2.7
"185","2007-10-01",2.7
"186","2007-10-02",2.78
"187","2007-10-03",2.84
"188","2007-10-04",2.84
"189","2007-10-05",2.82
"190","2007-10-08",2.82
"191","2007-10-09",2.89
"192","2007-10-10",2.95
"193","2007-10-11",3.11
"194","2007-10-12",3.15
"195","2007-10-15",3.23
"196","2007-10-16",3.09
"197","2007-10-17",3.19
"198","2007-10-18",3.2
"199","2007-10-19",3.18
"200","2007-10-22",3.05
"201","2007-10-23",3.06
"202","2007-10-24",3.13
"203","2007-10-25",3.18
"204","2007-10-26",3.25
"205","2007-10-29",3.37
"206","2007-10-30",3.35
"207","2007-10-31",3.34
"208","2007-11-01",3.27
"209","2007-11-02",3.26
"210","2007-11-05",3.29
"211","2007-11-06",4.23
"212","2007-11-07",3.9
"213","2007-11-08",3.75
"214","2007-11-09",3.72
"215","2007-11-12",3.46
"216","2007-11-13",3.58
"217","2007-11-14",3.73
"218","2007-11-15",3.52
"219","2007-11-16",3.65
"220","2007-11-19",3.43
"221","2007-11-20",3.53
"222","2007-11-21",3.49
"223","2007-11-23",3.56
"224","2007-11-26",3.6
"225","2007-11-27",3.51
"226","2007-11-28",3.46
"227","2007-11-29",3.4
"228","2007-11-30",3.4
"229","2007-12-03",3.27
"230","2007-12-04",3.07
"231","2007-12-05",2.94
"232","2007-12-06",3.14
"233","2007-12-07",3.1
"234","2007-12-10",3.19
"235","2007-12-11",3.02
"236","2007-12-12",2.98
"237","2007-12-13",2.9
"238","2007-12-14",2.83
"239","2007-12-17",2.67
"240","2007-12-18",2.69
"241","2007-12-19",2.62
"242","2007-12-20",2.82
"243","2007-12-21",2.83
"244","2007-12-24",2.9
"245","2007-12-26",2.9
"246","2007-12-27",2.89
"247","2007-12-28",3.1
"248","2007-12-31",3.13
"249","2008-01-02",3.23
"250","2008-01-03",3.2
"251","2008-01-04",2.95
"252","2008-01-07",2.96
"253","2008-01-08",3.09
"254","2008-01-09",3.02
"255","2008-01-10",2.88
"256","2008-01-11",3.02
"257","2008-01-14",3.01
"258","2008-01-15",2.88
"259","2008-01-16",2.6
"260","2008-01-17",2.44
"261","2008-01-18",2.5
"262","2008-01-22",2.45
"263","2008-01-23",2.42
"264","2008-01-24",2.7
"265","2008-01-25",2.68
"266","2008-01-28",2.65
"267","2008-01-29",2.65
"268","2008-01-30",2.49
"269","2008-01-31",2.5
"270","2008-02-01",2.52
"271","2008-02-04",2.55
"272","2008-02-05",2.34
"273","2008-02-06",2.35
"274","2008-02-07",2.37
"275","2008-02-08",2.42
"276","2008-02-11",2.46
"277","2008-02-12",2.51
"278","2008-02-13",2.47
"279","2008-02-14",2.45
"280","2008-02-15",2.43
"281","2008-02-19",2.43
"282","2008-02-20",2.41
"283","2008-02-21",2.45
"284","2008-02-22",2.32
"285","2008-02-25",2.34
"286","2008-02-26",2.35
"287","2008-02-27",2.34
"288","2008-02-28",2.52
"289","2008-02-29",2.53
"290","2008-03-03",2.62
"291","2008-03-04",2.5
"292","2008-03-05",2.64
"293","2008-03-06",2.65
"294","2008-03-07",2.48
"295","2008-03-10",2.45
"296","2008-03-11",2.42
"297","2008-03-12",2.49
"298","2008-03-13",2.49
"299","2008-03-14",2.48
"300","2008-03-17",2.41
"301","2008-03-18",2.21
"302","2008-03-19",2.06
"303","2008-03-20",2.15
"304","2008-03-24",2.16
"305","2008-03-25",2.1
"306","2008-03-26",2.05
"307","2008-03-27",1.95
"308","2008-03-28",2.09
"309","2008-03-31",1.95
"310","2008-04-01",1.99
"311","2008-04-02",1.98
"312","2008-04-03",2.01
"313","2008-04-04",2.01
"314","2008-04-07",2.1
"315","2008-04-08",2.34
"316","2008-04-09",2.35
"317","2008-04-10",2.35
"318","2008-04-11",2.33
"319","2008-04-14",2.1
"320","2008-04-15",2.11
"321","2008-04-16",2.21
"322","2008-04-17",2.21
"323","2008-04-18",2.22
"324","2008-04-21",2.21
"325","2008-04-22",2.12
"326","2008-04-23",1.97
"327","2008-04-24",1.93
"328","2008-04-25",2.07
"329","2008-04-28",1.99
"330","2008-04-29",1.85
"331","2008-04-30",1.83
"332","2008-05-01",1.83
"333","2008-05-02",1.92
"334","2008-05-05",2.08
"335","2008-05-06",2.08
"336","2008-05-07",2.2
"337","2008-05-08",2.11
"338","2008-05-09",2.15
"339","2008-05-12",2.22
"340","2008-05-13",2.21
"341","2008-05-14",2.14
"342","2008-05-15",2.21
"343","2008-05-16",2.21
"344","2008-05-19",2.21
"345","2008-05-20",2.2
"346","2008-05-21",2.27
"347","2008-05-22",2.32
"348","2008-05-23",2.27
"349","2008-05-27",2.19
"350","2008-05-28",2.32
"351","2008-05-29",2.26
"352","2008-05-30",2.32
"353","2008-06-02",2.29
"354","2008-06-03",2.29
"355","2008-06-04",2.17
"356","2008-06-05",2.24
"357","2008-06-06",2.17
"358","2008-06-09",2.07
"359","2008-06-10",2.06
"360","2008-06-11",2.03
"361","2008-06-12",1.94
"362","2008-06-13",1.85
"363","2008-06-16",1.97
"364","2008-06-17",1.9
"365","2008-06-18",1.9
"366","2008-06-19",1.93
"367","2008-06-20",1.88
"368","2008-06-23",1.88
"369","2008-06-24",1.94
"370","2008-06-25",1.93
"371","2008-06-26",1.88
"372","2008-06-27",2
"373","2008-06-30",2.07
"374","2008-07-01",2
"375","2008-07-02",1.98
"376","2008-07-03",1.87
"377","2008-07-07",1.88
"378","2008-07-08",1.75
"379","2008-07-09",1.77
"380","2008-07-10",1.74
"381","2008-07-11",1.74
"382","2008-07-14",1.64
"383","2008-07-15",1.49
"384","2008-07-16",1.39
"385","2008-07-17",1.33
"386","2008-07-18",1.46
"387","2008-07-21",1.56
"388","2008-07-22",1.52
"389","2008-07-23",1.36
"390","2008-07-24",1.3
"391","2008-07-25",1.28
"392","2008-07-28",1.33
"393","2008-07-29",1.41
"394","2008-07-30",1.4
"395","2008-07-31",1.48
"396","2008-08-01",1.47
"397","2008-08-04",1.47
"398","2008-08-05",1.25
"399","2008-08-06",1.35
"400","2008-08-07",1.31
"401","2008-08-08",1.22
"402","2008-08-11",1.07
"403","2008-08-12",1.06
"404","2008-08-13",1.19
"405","2008-08-14",1.2
"406","2008-08-15",1.14
"407","2008-08-18",1.3
"408","2008-08-19",1.11
"409","2008-08-20",1.11
"410","2008-08-21",1.16
"411","2008-08-22",1.18
"412","2008-08-25",1.19
"413","2008-08-26",1.21
"414","2008-08-27",1.25
"415","2008-08-28",1.11
"416","2008-08-29",1.17
"417","2008-09-02",1.08
"418","2008-09-03",1.04
"419","2008-09-04",0.97
"420","2008-09-05",0.95
"421","2008-09-08",0.9
"422","2008-09-09",0.72
"423","2008-09-10",0.8
"424","2008-09-11",0.73
"425","2008-09-12",0.83
"426","2008-09-15",0.76
"427","2008-09-16",0.81
"428","2008-09-17",0.89
"429","2008-09-18",0.98
"430","2008-09-19",1.01
"431","2008-09-22",1.12
"432","2008-09-23",1.15
"433","2008-09-24",1.07
"434","2008-09-25",1.08
"435","2008-09-26",1.17
"436","2008-09-29",1.08
"437","2008-09-30",1.03
"438","2008-10-01",0.99
"439","2008-10-02",0.88
"440","2008-10-03",0.78
"441","2008-10-06",0.64
"442","2008-10-07",0.6
"443","2008-10-08",0.64
"444","2008-10-09",0.66
"445","2008-10-10",0.66
"446","2008-10-13",0.66
"447","2008-10-14",0.6
"448","2008-10-15",0.6
"449","2008-10-16",0.48
"450","2008-10-17",0.5
"451","2008-10-20",0.51
"452","2008-10-21",0.41
"453","2008-10-22",0.33
"454","2008-10-23",0.35
"455","2008-10-24",0.45
"456","2008-10-27",0.34
"457","2008-10-28",0.34
"458","2008-10-29",0.4
"459","2008-10-30",0.42
"460","2008-10-31",0.39
"461","2008-11-03",0.41
"462","2008-11-04",0.53
"463","2008-11-05",0.6
"464","2008-11-06",0.58
"465","2008-11-07",0.62
"466","2008-11-10",0.52
"467","2008-11-11",0.43
"468","2008-11-12",0.37
"469","2008-11-13",0.38
"470","2008-11-14",0.44
"471","2008-11-17",0.41
"472","2008-11-18",0.41
"473","2008-11-19",0.37
"474","2008-11-20",0.36
"475","2008-11-21",0.42
"476","2008-11-24",0.5
"477","2008-11-25",0.47
"478","2008-11-26",0.53
"479","2008-11-28",0.53
"480","2008-12-01",0.5
"481","2008-12-02",0.46
"482","2008-12-03",0.48
"483","2008-12-04",0.47
"484","2008-12-05",0.41
"485","2008-12-08",0.44
"486","2008-12-09",0.44
"487","2008-12-10",0.48
"488","2008-12-11",0.56
"489","2008-12-12",0.54
"490","2008-12-15",0.57
"491","2008-12-16",0.58
"492","2008-12-17",0.58
"493","2008-12-18",0.56
"494","2008-12-19",0.47
"495","2008-12-22",0.5
"496","2008-12-23",0.47
"497","2008-12-24",0.49
"498","2008-12-26",0.49
"499","2008-12-29",0.56
"500","2008-12-30",0.51
"501","2008-12-31",0.57
"502","2009-01-02",0.64
"503","2009-01-05",0.76
"504","2009-01-06",0.77
"505","2009-01-07",0.77
"506","2009-01-08",0.82
"507","2009-01-09",0.79
"508","2009-01-12",0.73
"509","2009-01-13",0.71
"510","2009-01-14",0.75
"511","2009-01-15",0.75
"512","2009-01-16",0.81
"513","2009-01-20",0.8
"514","2009-01-21",0.71
"515","2009-01-22",0.65
"516","2009-01-23",0.74
"517","2009-01-26",0.78
"518","2009-01-27",0.84
"519","2009-01-28",0.75
"520","2009-01-29",0.76
"521","2009-01-30",0.77
"522","2009-02-02",0.69
"523","2009-02-03",0.69
"524","2009-02-04",0.71
"525","2009-02-05",0.75
"526","2009-02-06",0.78
"527","2009-02-09",0.83
"528","2009-02-10",0.78
"529","2009-02-11",0.87
"530","2009-02-12",0.93
"531","2009-02-13",0.92
"532","2009-02-17",0.85
"533","2009-02-18",0.82
"534","2009-02-19",0.82
"535","2009-02-20",0.89
"536","2009-02-23",0.86
"537","2009-02-24",0.84
"538","2009-02-25",0.83
"539","2009-02-26",0.82
"540","2009-02-27",0.81
"541","2009-03-02",0.66
"542","2009-03-03",0.65
"543","2009-03-04",0.69
"544","2009-03-05",0.77
"545","2009-03-06",0.76
"546","2009-03-09",0.71
"547","2009-03-10",0.64
"548","2009-03-11",0.69
"549","2009-03-12",0.65
"550","2009-03-13",0.72
"551","2009-03-16",0.76
"552","2009-03-17",0.74
"553","2009-03-18",0.81
"554","2009-03-19",0.84
"555","2009-03-20",0.77
"556","2009-03-23",0.84
"557","2009-03-24",0.8
"558","2009-03-25",0.79
"559","2009-03-26",0.82
"560","2009-03-27",0.8
"561","2009-03-30",0.76
"562","2009-03-31",0.82
"563","2009-04-01",0.85
"564","2009-04-02",0.82
"565","2009-04-03",0.87
"566","2009-04-06",0.79
"567","2009-04-07",0.85
"568","2009-04-08",0.86
"569","2009-04-09",0.86
"570","2009-04-13",0.89
"571","2009-04-14",0.87
"572","2009-04-15",0.85
"573","2009-04-16",0.78
"574","2009-04-17",0.8
"575","2009-04-20",0.76
"576","2009-04-21",0.67
"577","2009-04-22",0.67
"578","2009-04-23",0.67
"579","2009-04-24",0.7
"580","2009-04-27",0.66
"581","2009-04-28",0.67
"582","2009-04-29",0.7
"583","2009-04-30",0.7
"584","2009-05-01",0.69
"585","2009-05-04",0.74
"586","2009-05-05",0.75
"587","2009-05-06",0.79
"588","2009-05-07",0.75
"589","2009-05-08",0.8
"590","2009-05-11",0.84
"591","2009-05-12",0.88
"592","2009-05-13",0.85
"593","2009-05-14",0.77
"594","2009-05-15",0.77
"595","2009-05-18",0.77
"596","2009-05-19",0.8
"597","2009-05-20",0.82
"598","2009-05-21",0.81
"599","2009-05-22",0.83
"600","2009-05-26",0.85
"601","2009-05-27",0.85
"602","2009-05-28",0.88
"603","2009-05-29",0.93
"604","2009-06-01",0.92
"605","2009-06-02",0.93
"606","2009-06-03",0.87
"607","2009-06-04",0.89
"608","2009-06-05",0.88
"609","2009-06-08",0.88
"610","2009-06-09",0.89
"611","2009-06-10",0.9
"612","2009-06-11",0.94
"613","2009-06-12",0.9
"614","2009-06-15",0.82
"615","2009-06-16",0.83
"616","2009-06-17",0.83
"617","2009-06-18",0.84
"618","2009-06-19",0.84
"619","2009-06-22",0.76
"620","2009-06-23",0.78
"621","2009-06-24",0.76
"622","2009-06-25",0.79
"623","2009-06-26",0.81
"624","2009-06-29",0.77
"625","2009-06-30",0.75
"626","2009-07-01",0.75
"627","2009-07-02",0.78
"628","2009-07-06",0.71
"629","2009-07-07",0.7
"630","2009-07-08",0.68
"631","2009-07-09",0.74
"632","2009-07-10",0.72
"633","2009-07-13",0.73
"634","2009-07-14",0.75
"635","2009-07-15",0.81
"636","2009-07-16",0.85
"637","2009-07-17",0.87
"638","2009-07-20",0.92
"639","2009-07-21",0.88
"640","2009-07-22",0.88
"641","2009-07-23",0.91
"642","2009-07-24",0.91
"643","2009-07-27",0.87
"644","2009-07-28",0.87
"645","2009-07-29",0.84
"646","2009-07-30",0.84
"647","2009-07-31",0.92
"648","2009-08-03",0.92
"649","2009-08-04",0.89
"650","2009-08-05",0.89
"651","2009-08-06",0.87
"652","2009-08-07",0.89
"653","2009-08-10",0.88
"654","2009-08-11",0.88
"655","2009-08-12",0.9
"656","2009-08-13",0.99
"657","2009-08-14",1
"658","2009-08-17",0.94
"659","2009-08-18",0.99
"660","2009-08-19",1.02
"661","2009-08-20",1.03
"662","2009-08-21",1.03
"663","2009-08-24",1.05
"664","2009-08-25",1.1
"665","2009-08-26",1.04
"666","2009-08-27",1.09
"667","2009-08-28",1.06
"668","2009-08-31",1.06
"669","2009-09-01",1.03
"670","2009-09-02",1.11
"671","2009-09-03",1.19
"672","2009-09-04",1.3
"673","2009-09-08",1.35
"674","2009-09-09",1.33
"675","2009-09-10",1.28
"676","2009-09-11",1.28
"677","2009-09-14",1.37
"678","2009-09-15",1.43
"679","2009-09-16",1.44
"680","2009-09-17",1.44
"681","2009-09-18",1.37
"682","2009-09-21",1.37
"683","2009-09-22",1.42
"684","2009-09-23",1.38
"685","2009-09-24",1.3
"686","2009-09-25",1.25
"687","2009-09-28",1.25
"688","2009-09-29",1.3
"689","2009-09-30",1.41
"690","2009-10-01",1.36
"691","2009-10-02",1.29
"692","2009-10-05",1.36
"693","2009-10-06",1.49
"694","2009-10-07",1.5
"695","2009-10-08",1.55
"696","2009-10-09",1.52
"697","2009-10-12",1.52
"698","2009-10-13",1.57
"699","2009-10-14",1.64
"700","2009-10-15",1.56
"701","2009-10-16",1.52
"702","2009-10-19",1.55
"703","2009-10-20",1.51
"704","2009-10-21",1.53
"705","2009-10-22",1.51
"706","2009-10-23",1.58
"707","2009-10-26",1.54
"708","2009-10-27",1.45
"709","2009-10-28",1.32
"710","2009-10-29",1.55
"711","2009-10-30",1.48
"712","2009-11-02",1.44
"713","2009-11-03",1.58
"714","2009-11-04",1.55
"715","2009-11-05",1.61
"716","2009-11-06",1.57
"717","2009-11-09",1.67
"718","2009-11-10",1.68
"719","2009-11-11",1.65
"720","2009-11-12",1.63
"721","2009-11-13",1.68
"722","2009-11-16",1.91
"723","2009-11-17",1.95
"724","2009-11-18",2.01
"725","2009-11-19",2.01
"726","2009-11-20",1.99
"727","2009-11-23",2.09
"728","2009-11-24",2.01
"729","2009-11-25",2.08
"730","2009-11-27",1.97
"731","2009-11-30",1.95
"732","2009-12-01",2.12
"733","2009-12-02",2.1
"734","2009-12-03",2.07
"735","2009-12-04",1.95
"736","2009-12-07",1.92
"737","2009-12-08",1.73
"738","2009-12-09",1.88
"739","2009-12-10",1.89
"740","2009-12-11",1.95
"741","2009-12-14",1.94
"742","2009-12-15",1.96
"743","2009-12-16",2.06
"744","2009-12-17",1.97
"745","2009-12-18",2.08
"746","2009-12-21",1.96
"747","2009-12-22",1.92
"748","2009-12-23",1.97
"749","2009-12-24",2.02
"750","2009-12-28",2.06
"751","2009-12-29",2
"752","2009-12-30",1.97
"753","2009-12-31",1.99
"754","2010-01-04",2.24
"755","2010-01-05",2.34
"756","2010-01-06",2.43
"757","2010-01-07",2.61
"758","2010-01-08",2.7
"759","2010-01-11",2.78
"760","2010-01-12",2.49
"761","2010-01-13",2.63
"762","2010-01-14",2.59
"763","2010-01-15",2.54
"764","2010-01-19",2.6
"765","2010-01-20",2.5
"766","2010-01-21",2.31
"767","2010-01-22",2.29
"768","2010-01-25",2.34
"769","2010-01-26",2.28
"770","2010-01-27",2.22
"771","2010-01-28",2.29
"772","2010-01-29",2.16
"773","2010-02-01",2.42
"774","2010-02-02",2.51
"775","2010-02-03",2.36
"776","2010-02-04",2.11
"777","2010-02-05",2.2
"778","2010-02-08",2.15
"779","2010-02-09",2.16
"780","2010-02-10",2.11
"781","2010-02-11",2.19
"782","2010-02-12",2.15
"783","2010-02-16",2.25
"784","2010-02-17",2.24
"785","2010-02-18",2.18
"786","2010-02-19",2.21
"787","2010-02-22",2.21
"788","2010-02-23",2.2
"789","2010-02-24",2.17
"790","2010-02-25",2.17
"791","2010-02-26",2.2
"792","2010-03-01",2.2
"793","2010-03-02",2.23
"794","2010-03-03",2.34
"795","2010-03-04",2.45
"796","2010-03-05",2.44
"797","2010-03-08",2.43
"798","2010-03-09",2.44
"799","2010-03-10",2.41
"800","2010-03-11",2.47
"801","2010-03-12",2.44
"802","2010-03-15",2.37
"803","2010-03-16",2.46
"804","2010-03-17",2.37
"805","2010-03-18",2.37
"806","2010-03-19",2.37
"807","2010-03-22",2.58
"808","2010-03-23",2.54
"809","2010-03-24",2.57
"810","2010-03-25",2.57
"811","2010-03-26",2.64
"812","2010-03-29",2.7
"813","2010-03-30",2.63
"814","2010-03-31",2.58
"815","2010-04-01",2.58
"816","2010-04-05",2.72
"817","2010-04-06",2.76
"818","2010-04-07",2.77
"819","2010-04-08",2.74
"820","2010-04-09",2.74
"821","2010-04-12",2.8
"822","2010-04-13",2.83
"823","2010-04-14",2.84
"824","2010-04-15",2.8
"825","2010-04-16",2.57
"826","2010-04-19",2.48
"827","2010-04-20",2.5
"828","2010-04-21",2.56
"829","2010-04-22",2.56
"830","2010-04-23",2.65
"831","2010-04-26",2.34
"832","2010-04-27",2.18
"833","2010-04-28",2.16
"834","2010-04-29",2.3
"835","2010-04-30",2.24
"836","2010-05-03",2.24
"837","2010-05-04",2.18
"838","2010-05-05",2.06
"839","2010-05-06",2.02
"840","2010-05-07",2.04
"841","2010-05-10",2.08
"842","2010-05-11",2.42
"843","2010-05-12",2.4
"844","2010-05-13",2.39
"845","2010-05-14",2.33
"846","2010-05-17",2.19
"847","2010-05-18",2.18
"848","2010-05-19",2.04
"849","2010-05-20",1.79
"850","2010-05-21",1.92
"851","2010-05-24",2.05
"852","2010-05-25",1.93
"853","2010-05-26",2.05
"854","2010-05-27",2.05
"855","2010-05-28",2.09
"856","2010-06-01",2
"857","2010-06-02",2.06
"858","2010-06-03",1.97
"859","2010-06-04",1.92
"860","2010-06-07",1.92
"861","2010-06-08",1.89
"862","2010-06-09",1.87
"863","2010-06-10",1.92
"864","2010-06-11",1.98
"865","2010-06-14",1.97
"866","2010-06-15",2.01
"867","2010-06-16",2.08
"868","2010-06-17",2.18
"869","2010-06-18",2.26
"870","2010-06-21",2.07
"871","2010-06-22",2.08
"872","2010-06-23",2.06
"873","2010-06-24",2.02
"874","2010-06-25",2.06
"875","2010-06-28",2.04
"876","2010-06-29",2
"877","2010-06-30",1.96
"878","2010-07-01",1.94
"879","2010-07-02",1.89
"880","2010-07-06",1.8
"881","2010-07-07",1.92
"882","2010-07-08",1.9
"883","2010-07-09",1.97
"884","2010-07-12",1.96
"885","2010-07-13",2.03
"886","2010-07-14",2.01
"887","2010-07-15",2
"888","2010-07-16",2
"889","2010-07-19",1.94
"890","2010-07-20",1.99
"891","2010-07-21",2.02
"892","2010-07-22",2.02
"893","2010-07-23",2.05
"894","2010-07-26",2.1
"895","2010-07-27",2.05
"896","2010-07-28",2.04
"897","2010-07-29",2
"898","2010-07-30",2
"899","2010-08-02",2.03
"900","2010-08-03",2.03
"901","2010-08-04",2.06
"902","2010-08-05",2.13
"903","2010-08-06",2.09
"904","2010-08-09",2.11
"905","2010-08-10",2.18
"906","2010-08-11",2.12
"907","2010-08-12",2.29
"908","2010-08-13",2.26
"909","2010-08-16",2.2
"910","2010-08-17",2.2
"911","2010-08-18",2.24
"912","2010-08-19",2.16
"913","2010-08-20",2.16
"914","2010-08-23",2.18
"915","2010-08-24",2.15
"916","2010-08-25",2.33
"917","2010-08-26",2.36
"918","2010-08-27",2.37
"919","2010-08-30",2.42
"920","2010-08-31",2.51
"921","2010-09-01",2.6
"922","2010-09-02",2.68
"923","2010-09-03",2.72
"924","2010-09-07",2.67
"925","2010-09-08",2.52
"926","2010-09-09",2.56
"927","2010-09-10",2.77
"928","2010-09-13",2.9
"929","2010-09-14",3.12
"930","2010-09-15",3.2
"931","2010-09-16",3.24
"932","2010-09-17",3.31
"933","2010-09-20",3.28
"934","2010-09-21",3.31
"935","2010-09-22",3.25
"936","2010-09-23",3.2
"937","2010-09-24",3.26
"938","2010-09-27",3.1
"939","2010-09-28",3.15
"940","2010-09-29",3.14
"941","2010-09-30",3.09
"942","2010-10-01",3.16
"943","2010-10-04",2.98
"944","2010-10-05",3.21
"945","2010-10-06",3.3
"946","2010-10-07",3.21
"947","2010-10-08",3.23
"948","2010-10-11",3.19
"949","2010-10-12",3.25
"950","2010-10-13",3.35
"951","2010-10-14",3.3
"952","2010-10-15",3.31
"953","2010-10-18",3.3
"954","2010-10-19",3.12
"955","2010-10-20",3.28
"956","2010-10-21",3.23
"957","2010-10-22",3.25
"958","2010-10-25",3.49
"959","2010-10-26",3.72
"960","2010-10-27",3.6
"961","2010-10-28",3.6
"962","2010-10-29",3.76
"963","2010-11-01",3.85
"964","2010-11-02",3.83
"965","2010-11-03",3.88
"966","2010-11-04",4.11
"967","2010-11-05",4.05
"968","2010-11-08",4.32
"969","2010-11-09",3.81
"970","2010-11-10",4.08
"971","2010-11-11",4.28
"972","2010-11-12",4.01
"973","2010-11-15",3.78
"974","2010-11-16",3.65
"975","2010-11-17",3.87
"976","2010-11-18",4.03
"977","2010-11-19",4.09
"978","2010-11-22",4.13
"979","2010-11-23",4.05
"980","2010-11-24",4.02
"981","2010-11-26",4.05
"982","2010-11-29",3.95
"983","2010-11-30",4.2
"984","2010-12-01",4.12
"985","2010-12-02",4.21
"986","2010-12-03",4.34
"987","2010-12-06",4.6
"988","2010-12-07",4.4
"989","2010-12-08",4.33
"990","2010-12-09",4.48
"991","2010-12-10",4.54
"992","2010-12-13",4.42
"993","2010-12-14",4.34
"994","2010-12-15",4.24
"995","2010-12-16",4.3
"996","2010-12-17",4.42
"997","2010-12-20",4.37
"998","2010-12-21",4.33
"999","2010-12-22",4.28
"1000","2010-12-23",4.19
