"","date","KNL"
"1","2007-01-03",21.57
"2","2007-01-04",21.83
"3","2007-01-05",21.32
"4","2007-01-08",21.459999
"5","2007-01-09",21.65
"6","2007-01-10",21.4
"7","2007-01-11",21.559999
"8","2007-01-12",21.76
"9","2007-01-16",21.620001
"10","2007-01-17",21.59
"11","2007-01-18",21.450001
"12","2007-01-19",21.219999
"13","2007-01-22",21.01
"14","2007-01-23",20.860001
"15","2007-01-24",21.469999
"16","2007-01-25",21.440001
"17","2007-01-26",21.6
"18","2007-01-29",21.75
"19","2007-01-30",22.09
"20","2007-01-31",21.99
"21","2007-02-01",21.940001
"22","2007-02-02",22.450001
"23","2007-02-05",22.690001
"24","2007-02-06",22.85
"25","2007-02-07",22.950001
"26","2007-02-08",23.26
"27","2007-02-09",23.42
"28","2007-02-12",23.469999
"29","2007-02-13",23.4
"30","2007-02-14",23.26
"31","2007-02-15",23.32
"32","2007-02-16",23.42
"33","2007-02-20",23.879999
"34","2007-02-21",23.74
"35","2007-02-22",23.74
"36","2007-02-23",23.49
"37","2007-02-26",23.620001
"38","2007-02-27",23.25
"39","2007-02-28",23.15
"40","2007-03-01",23.059999
"41","2007-03-02",23.379999
"42","2007-03-05",22.65
"43","2007-03-06",23.49
"44","2007-03-07",23.379999
"45","2007-03-08",23.59
"46","2007-03-09",23.040001
"47","2007-03-12",22.700001
"48","2007-03-13",22.969999
"49","2007-03-14",23
"50","2007-03-15",22.92
"51","2007-03-16",22.879999
"52","2007-03-19",23.129999
"53","2007-03-20",23.75
"54","2007-03-21",23.82
"55","2007-03-22",23.440001
"56","2007-03-23",23.290001
"57","2007-03-26",23.540001
"58","2007-03-27",23.459999
"59","2007-03-28",23.33
"60","2007-03-29",23.450001
"61","2007-03-30",23.83
"62","2007-04-02",23.4
"63","2007-04-03",24.09
"64","2007-04-04",23.6
"65","2007-04-05",23.82
"66","2007-04-09",24.07
"67","2007-04-10",24.17
"68","2007-04-11",23.58
"69","2007-04-12",23.5
"70","2007-04-13",23.43
"71","2007-04-16",24.139999
"72","2007-04-17",23.969999
"73","2007-04-18",23.74
"74","2007-04-19",23.18
"75","2007-04-20",24
"76","2007-04-23",23.99
"77","2007-04-24",24.01
"78","2007-04-25",24.09
"79","2007-04-26",24.07
"80","2007-04-27",23.959999
"81","2007-04-30",23.219999
"82","2007-05-01",23.450001
"83","2007-05-02",23.83
"84","2007-05-03",23.950001
"85","2007-05-04",23.84
"86","2007-05-07",24
"87","2007-05-08",23.809999
"88","2007-05-09",24.08
"89","2007-05-10",23.959999
"90","2007-05-11",24.33
"91","2007-05-14",24.6
"92","2007-05-15",24.620001
"93","2007-05-16",24.43
"94","2007-05-17",24.309999
"95","2007-05-18",24.360001
"96","2007-05-21",24.77
"97","2007-05-22",24.84
"98","2007-05-23",24.620001
"99","2007-05-24",24.18
"100","2007-05-25",24.219999
"101","2007-05-29",24.120001
"102","2007-05-30",24.15
"103","2007-05-31",24.200001
"104","2007-06-01",24.299999
"105","2007-06-04",24.34
"106","2007-06-05",24.530001
"107","2007-06-06",24.809999
"108","2007-06-07",23.74
"109","2007-06-08",24.17
"110","2007-06-11",23.809999
"111","2007-06-12",23.620001
"112","2007-06-13",24.120001
"113","2007-06-14",24.41
"114","2007-06-15",24.450001
"115","2007-06-18",23.950001
"116","2007-06-19",23.790001
"117","2007-06-20",23.959999
"118","2007-06-21",23.42
"119","2007-06-22",23.1
"120","2007-06-25",22.98
"121","2007-06-26",22.709999
"122","2007-06-27",23.48
"123","2007-06-28",22.99
"124","2007-06-29",22.4
"125","2007-07-02",22.23
"126","2007-07-03",22.299999
"127","2007-07-05",22.59
"128","2007-07-06",22.799999
"129","2007-07-09",22.969999
"130","2007-07-10",22.57
"131","2007-07-11",22.5
"132","2007-07-12",22.700001
"133","2007-07-13",23.01
"134","2007-07-16",22.709999
"135","2007-07-17",22.67
"136","2007-07-18",22.48
"137","2007-07-19",20.549999
"138","2007-07-20",20.620001
"139","2007-07-23",21.610001
"140","2007-07-24",20.67
"141","2007-07-25",21.02
"142","2007-07-26",20.620001
"143","2007-07-27",19.809999
"144","2007-07-30",19.969999
"145","2007-07-31",19.809999
"146","2007-08-01",20.17
"147","2007-08-02",19.940001
"148","2007-08-03",19.129999
"149","2007-08-06",19.469999
"150","2007-08-07",18.629999
"151","2007-08-08",17.85
"152","2007-08-09",16.950001
"153","2007-08-10",18.9
"154","2007-08-13",19.209999
"155","2007-08-14",19.219999
"156","2007-08-15",18.639999
"157","2007-08-16",19.549999
"158","2007-08-17",19.540001
"159","2007-08-20",19.6
"160","2007-08-21",19.200001
"161","2007-08-22",19.469999
"162","2007-08-23",19.16
"163","2007-08-24",19.1
"164","2007-08-27",18.73
"165","2007-08-28",18.57
"166","2007-08-29",18.75
"167","2007-08-30",18.389999
"168","2007-08-31",19.01
"169","2007-09-04",18.91
"170","2007-09-05",18.469999
"171","2007-09-06",18.790001
"172","2007-09-07",18.66
"173","2007-09-10",18.02
"174","2007-09-11",17.98
"175","2007-09-12",17.790001
"176","2007-09-13",17.76
"177","2007-09-14",17.82
"178","2007-09-17",18.02
"179","2007-09-18",18.959999
"180","2007-09-19",18.809999
"181","2007-09-20",18.09
"182","2007-09-21",18
"183","2007-09-24",17.98
"184","2007-09-25",17.719999
"185","2007-09-26",17.809999
"186","2007-09-27",17.9
"187","2007-09-28",17.74
"188","2007-10-01",18.200001
"189","2007-10-02",18.33
"190","2007-10-03",18.290001
"191","2007-10-04",18.690001
"192","2007-10-05",19
"193","2007-10-08",18.51
"194","2007-10-09",18.48
"195","2007-10-10",17.99
"196","2007-10-11",17.950001
"197","2007-10-12",17.99
"198","2007-10-15",18.01
"199","2007-10-16",17.950001
"200","2007-10-17",17.450001
"201","2007-10-18",18.5
"202","2007-10-19",17.280001
"203","2007-10-22",18.040001
"204","2007-10-23",18.1
"205","2007-10-24",17.870001
"206","2007-10-25",17.450001
"207","2007-10-26",17.870001
"208","2007-10-29",18.360001
"209","2007-10-30",18.299999
"210","2007-10-31",18.99
"211","2007-11-01",18.280001
"212","2007-11-02",18
"213","2007-11-05",17.379999
"214","2007-11-06",17.32
"215","2007-11-07",16.83
"216","2007-11-08",17.25
"217","2007-11-09",17
"218","2007-11-12",17.219999
"219","2007-11-13",17.91
"220","2007-11-14",17.91
"221","2007-11-15",17.469999
"222","2007-11-16",16.9
"223","2007-11-19",16.16
"224","2007-11-20",16.24
"225","2007-11-21",16.15
"226","2007-11-23",16.700001
"227","2007-11-26",16.33
"228","2007-11-27",16.059999
"229","2007-11-28",17.27
"230","2007-11-29",17.41
"231","2007-11-30",17.48
"232","2007-12-03",17.51
"233","2007-12-04",17.18
"234","2007-12-05",17.129999
"235","2007-12-06",17.07
"236","2007-12-07",16.99
"237","2007-12-10",17.02
"238","2007-12-11",16.67
"239","2007-12-12",16.370001
"240","2007-12-13",16.75
"241","2007-12-14",16.629999
"242","2007-12-17",16.48
"243","2007-12-18",16.709999
"244","2007-12-19",16.709999
"245","2007-12-20",17
"246","2007-12-21",17.290001
"247","2007-12-24",17.59
"248","2007-12-26",17.07
"249","2007-12-27",16.5
"250","2007-12-28",16.6
"251","2007-12-31",16.43
"252","2008-01-02",16
"253","2008-01-03",15.69
"254","2008-01-04",14.69
"255","2008-01-07",14.71
"256","2008-01-08",14.1
"257","2008-01-09",13.7
"258","2008-01-10",14.01
"259","2008-01-11",13.6
"260","2008-01-14",14
"261","2008-01-15",13.24
"262","2008-01-16",12.88
"263","2008-01-17",12.84
"264","2008-01-18",12.45
"265","2008-01-22",12.48
"266","2008-01-23",13.41
"267","2008-01-24",13.29
"268","2008-01-25",12.62
"269","2008-01-28",12.97
"270","2008-01-29",13.2
"271","2008-01-30",13.12
"272","2008-01-31",13.36
"273","2008-02-01",13.65
"274","2008-02-04",13.22
"275","2008-02-05",12.67
"276","2008-02-06",12.76
"277","2008-02-07",13.49
"278","2008-02-08",13.32
"279","2008-02-11",13.4
"280","2008-02-12",13.69
"281","2008-02-13",14
"282","2008-02-14",13.64
"283","2008-02-15",13.98
"284","2008-02-19",13.95
"285","2008-02-20",14
"286","2008-02-21",13.34
"287","2008-02-22",13.43
"288","2008-02-25",13.68
"289","2008-02-26",14.55
"290","2008-02-27",14.61
"291","2008-02-28",14.32
"292","2008-02-29",14.08
"293","2008-03-03",14.45
"294","2008-03-04",14.06
"295","2008-03-05",13.96
"296","2008-03-06",13.16
"297","2008-03-07",13.03
"298","2008-03-10",12.79
"299","2008-03-11",13.85
"300","2008-03-12",13.4
"301","2008-03-13",13.4
"302","2008-03-14",12.82
"303","2008-03-17",12.47
"304","2008-03-18",13.12
"305","2008-03-19",12.43
"306","2008-03-20",12.9
"307","2008-03-24",12.49
"308","2008-03-25",12.06
"309","2008-03-26",12
"310","2008-03-27",11.94
"311","2008-03-28",11.6
"312","2008-03-31",11.54
"313","2008-04-01",12.34
"314","2008-04-02",12.09
"315","2008-04-03",11.66
"316","2008-04-04",11.9
"317","2008-04-07",11.97
"318","2008-04-08",11.99
"319","2008-04-09",11.81
"320","2008-04-10",11.9
"321","2008-04-11",11.37
"322","2008-04-14",11.01
"323","2008-04-15",10.94
"324","2008-04-16",11.73
"325","2008-04-17",13.21
"326","2008-04-18",13.27
"327","2008-04-21",13.17
"328","2008-04-22",12.94
"329","2008-04-23",12.86
"330","2008-04-24",13.07
"331","2008-04-25",13.25
"332","2008-04-28",13
"333","2008-04-29",13.05
"334","2008-04-30",13.02
"335","2008-05-01",13.29
"336","2008-05-02",13.44
"337","2008-05-05",13.35
"338","2008-05-06",13.33
"339","2008-05-07",13.17
"340","2008-05-08",12.99
"341","2008-05-09",13.07
"342","2008-05-12",13.41
"343","2008-05-13",13.71
"344","2008-05-14",13.63
"345","2008-05-15",13.6
"346","2008-05-16",13.47
"347","2008-05-19",13.42
"348","2008-05-20",13.56
"349","2008-05-21",13.35
"350","2008-05-22",13.37
"351","2008-05-23",13.33
"352","2008-05-27",13.79
"353","2008-05-28",14.16
"354","2008-05-29",14.54
"355","2008-05-30",14.83
"356","2008-06-02",14.65
"357","2008-06-03",14.92
"358","2008-06-04",15.02
"359","2008-06-05",15.68
"360","2008-06-06",14.41
"361","2008-06-09",13.77
"362","2008-06-10",13.92
"363","2008-06-11",13.4
"364","2008-06-12",13.13
"365","2008-06-13",13.55
"366","2008-06-16",13.64
"367","2008-06-17",13.28
"368","2008-06-18",13.13
"369","2008-06-19",13.2
"370","2008-06-20",13.02
"371","2008-06-23",12.85
"372","2008-06-24",12.46
"373","2008-06-25",12.7
"374","2008-06-26",12.47
"375","2008-06-27",12.44
"376","2008-06-30",12.15
"377","2008-07-01",12.53
"378","2008-07-02",12.46
"379","2008-07-03",12.76
"380","2008-07-07",12.93
"381","2008-07-08",13.58
"382","2008-07-09",12.87
"383","2008-07-10",13.22
"384","2008-07-11",13.03
"385","2008-07-14",13.25
"386","2008-07-15",13.14
"387","2008-07-16",13.46
"388","2008-07-17",14.4
"389","2008-07-18",14.98
"390","2008-07-21",15.5
"391","2008-07-22",15.25
"392","2008-07-23",15.75
"393","2008-07-24",15.53
"394","2008-07-25",15.64
"395","2008-07-28",15.02
"396","2008-07-29",15.88
"397","2008-07-30",15.75
"398","2008-07-31",15.44
"399","2008-08-01",15.69
"400","2008-08-04",15.69
"401","2008-08-05",15.77
"402","2008-08-06",15.47
"403","2008-08-07",14.83
"404","2008-08-08",15.24
"405","2008-08-11",16.309999
"406","2008-08-12",15.79
"407","2008-08-13",15.5
"408","2008-08-14",15.94
"409","2008-08-15",16.83
"410","2008-08-18",16.040001
"411","2008-08-19",15.77
"412","2008-08-20",15.99
"413","2008-08-21",15.75
"414","2008-08-22",16
"415","2008-08-25",15.81
"416","2008-08-26",15.74
"417","2008-08-27",16.09
"418","2008-08-28",16.57
"419","2008-08-29",16.469999
"420","2008-09-02",17.27
"421","2008-09-03",17.469999
"422","2008-09-04",16.99
"423","2008-09-05",17.08
"424","2008-09-08",18.059999
"425","2008-09-09",17.559999
"426","2008-09-10",18.25
"427","2008-09-11",18.48
"428","2008-09-12",17.73
"429","2008-09-15",16.75
"430","2008-09-16",16.540001
"431","2008-09-17",15.48
"432","2008-09-18",15.18
"433","2008-09-19",15.21
