"","date","ZYNE"
"1","2015-08-05",16.25
"2","2015-08-06",19.32
"3","2015-08-07",24.540001
"4","2015-08-10",35.139999
"5","2015-08-11",29.73
"6","2015-08-12",32.049999
"7","2015-08-13",36.490002
"8","2015-08-14",34.84
"9","2015-08-17",34.110001
"10","2015-08-18",32.220001
"11","2015-08-19",31.280001
"12","2015-08-20",28.18
"13","2015-08-21",27.389999
"14","2015-08-24",26.799999
"15","2015-08-25",23.07
"16","2015-08-26",22.75
"17","2015-08-27",25.67
"18","2015-08-28",27.4
"19","2015-08-31",28.110001
"20","2015-09-01",28.75
"21","2015-09-02",30.040001
"22","2015-09-03",28.780001
"23","2015-09-04",28.799999
"24","2015-09-08",27.889999
"25","2015-09-09",26.110001
"26","2015-09-10",23.99
"27","2015-09-11",20.799999
"28","2015-09-14",20.73
"29","2015-09-15",21.02
"30","2015-09-16",20.59
"31","2015-09-17",20
"32","2015-09-18",19.51
"33","2015-09-21",18.58
"34","2015-09-22",17.99
"35","2015-09-23",18.58
"36","2015-09-24",17.25
"37","2015-09-25",16.08
"38","2015-09-28",14.03
"39","2015-09-29",12.66
"40","2015-09-30",14.31
"41","2015-10-01",13.26
"42","2015-10-02",13.03
"43","2015-10-05",14.46
"44","2015-10-06",14.09
"45","2015-10-07",13.52
"46","2015-10-08",14.52
"47","2015-10-09",14.38
"48","2015-10-12",14.68
"49","2015-10-13",14.36
"50","2015-10-14",15.23
"51","2015-10-15",17.32
"52","2015-10-16",16.02
"53","2015-10-19",16.040001
"54","2015-10-20",15.12
"55","2015-10-21",14.1
"56","2015-10-22",12.84
"57","2015-10-23",12.78
"58","2015-10-26",12.84
"59","2015-10-27",12.51
"60","2015-10-28",12.77
"61","2015-10-29",12.59
"62","2015-10-30",12.59
"63","2015-11-02",13.12
"64","2015-11-03",13.96
"65","2015-11-04",13.66
"66","2015-11-05",14.29
"67","2015-11-06",14.11
"68","2015-11-09",13.37
"69","2015-11-10",12.8
"70","2015-11-11",13.05
"71","2015-11-12",12.71
"72","2015-11-13",12.96
"73","2015-11-16",13.25
"74","2015-11-17",13.59
"75","2015-11-18",13.3
"76","2015-11-19",13.26
"77","2015-11-20",13
"78","2015-11-23",13.4
"79","2015-11-24",13.48
"80","2015-11-25",13.64
"81","2015-11-27",13.4
"82","2015-11-30",13.57
"83","2015-12-01",13.53
"84","2015-12-02",13.03
"85","2015-12-03",13.14
"86","2015-12-04",12.96
"87","2015-12-07",13.1
"88","2015-12-08",13.37
"89","2015-12-09",13.17
"90","2015-12-10",13.22
"91","2015-12-11",13.19
"92","2015-12-14",13.37
"93","2015-12-15",13.07
"94","2015-12-16",13.35
"95","2015-12-17",13.03
"96","2015-12-18",12.22
"97","2015-12-21",11.67
"98","2015-12-22",11.46
"99","2015-12-23",11.45
"100","2015-12-24",11.21
"101","2015-12-28",10.61
"102","2015-12-29",10.19
"103","2015-12-30",9.61
"104","2015-12-31",10.07
"105","2016-01-04",9.67
"106","2016-01-05",9.25
"107","2016-01-06",9.1
"108","2016-01-07",8.75
"109","2016-01-08",8.77
"110","2016-01-11",8.54
"111","2016-01-12",8.43
"112","2016-01-13",8.04
"113","2016-01-14",8.6
"114","2016-01-15",7.86
"115","2016-01-19",9.41
"116","2016-01-20",9.4
"117","2016-01-21",9.45
"118","2016-01-22",9.04
"119","2016-01-25",8.16
"120","2016-01-26",7.66
"121","2016-01-27",7.15
"122","2016-01-28",6.3
"123","2016-01-29",6.62
"124","2016-02-01",6.39
"125","2016-02-02",6.29
"126","2016-02-03",6.05
"127","2016-02-04",6.32
"128","2016-02-05",6.18
"129","2016-02-08",5.85
"130","2016-02-09",5.36
"131","2016-02-10",4.99
"132","2016-02-11",5.93
"133","2016-02-12",6.49
"134","2016-02-16",6.17
"135","2016-02-17",6.39
"136","2016-02-18",6.07
"137","2016-02-19",6.01
"138","2016-02-22",5.78
"139","2016-02-23",5.95
"140","2016-02-24",6.02
"141","2016-02-25",5.94
"142","2016-02-26",6.04
"143","2016-02-29",6
"144","2016-03-01",5.93
"145","2016-03-02",6
"146","2016-03-03",5.82
"147","2016-03-04",6.42
"148","2016-03-07",8.21
"149","2016-03-08",8.02
"150","2016-03-09",8.08
"151","2016-03-10",8.02
"152","2016-03-11",8.44
"153","2016-03-14",21.030001
"154","2016-03-15",14.4
"155","2016-03-16",10.65
"156","2016-03-17",9.96
"157","2016-03-18",10.73
"158","2016-03-21",11.46
"159","2016-03-22",11.09
"160","2016-03-23",9.75
"161","2016-03-24",9.64
"162","2016-03-28",9.36
"163","2016-03-29",9.63
"164","2016-03-30",9.49
"165","2016-03-31",9.45
"166","2016-04-01",9.6
"167","2016-04-04",9.49
"168","2016-04-05",10.92
"169","2016-04-06",10.97
"170","2016-04-07",10.92
"171","2016-04-08",10.55
"172","2016-04-11",10.02
"173","2016-04-12",9.91
"174","2016-04-13",10.07
"175","2016-04-14",9.78
"176","2016-04-15",9.59
"177","2016-04-18",9.95
"178","2016-04-19",9.61
"179","2016-04-20",9.7
"180","2016-04-21",9.99
"181","2016-04-22",9.75
"182","2016-04-25",9.45
"183","2016-04-26",9.28
"184","2016-04-27",9.03
"185","2016-04-28",8.84
"186","2016-04-29",8.15
"187","2016-05-02",7.77
"188","2016-05-03",7.62
"189","2016-05-04",7.19
"190","2016-05-05",6.97
"191","2016-05-06",6.9
"192","2016-05-09",6.99
"193","2016-05-10",6.85
"194","2016-05-11",6.77
"195","2016-05-12",6.22
"196","2016-05-13",6.34
"197","2016-05-16",6.55
"198","2016-05-17",6.97
"199","2016-05-18",7.13
"200","2016-05-19",6.91
"201","2016-05-20",7.24
"202","2016-05-23",7.14
"203","2016-05-24",7.77
"204","2016-05-25",7.9
"205","2016-05-26",7.59
"206","2016-05-27",7.75
"207","2016-05-31",8.74
"208","2016-06-01",8.8
"209","2016-06-02",9.08
"210","2016-06-03",9.51
"211","2016-06-06",9.71
"212","2016-06-07",9.61
"213","2016-06-08",9.77
"214","2016-06-09",9.05
"215","2016-06-10",8.77
"216","2016-06-13",8.19
"217","2016-06-14",8.09
"218","2016-06-15",8.04
"219","2016-06-16",7.79
"220","2016-06-17",7.55
"221","2016-06-20",7.47
"222","2016-06-21",7.37
"223","2016-06-22",7.28
"224","2016-06-23",7.77
"225","2016-06-24",7.65
"226","2016-06-27",7.09
"227","2016-06-28",6.57
"228","2016-06-29",6.71
"229","2016-06-30",6.85
"230","2016-07-01",6.93
"231","2016-07-05",7
"232","2016-07-06",7.3
"233","2016-07-07",7.3
"234","2016-07-08",7.36
"235","2016-07-11",7.26
"236","2016-07-12",7.5
"237","2016-07-13",7.21
"238","2016-07-14",7.33
"239","2016-07-15",7.52
"240","2016-07-18",7.56
"241","2016-07-19",7.32
"242","2016-07-20",7.4
"243","2016-07-21",7.48
"244","2016-07-22",7.32
"245","2016-07-25",7.18
"246","2016-07-26",7.28
"247","2016-07-27",7.96
"248","2016-07-28",8.19
"249","2016-07-29",8.84
"250","2016-08-01",9.2
"251","2016-08-02",8.8
"252","2016-08-03",9.43
"253","2016-08-04",10.5
"254","2016-08-05",9.99
"255","2016-08-08",9.96
"256","2016-08-09",10.11
"257","2016-08-10",9.52
"258","2016-08-11",9.91
"259","2016-08-12",10.26
"260","2016-08-15",10.83
"261","2016-08-16",10.04
"262","2016-08-17",9.51
"263","2016-08-18",9.78
"264","2016-08-19",9.87
"265","2016-08-22",10.03
"266","2016-08-23",9.87
"267","2016-08-24",9.3
"268","2016-08-25",8.89
"269","2016-08-26",8.85
"270","2016-08-29",8.99
"271","2016-08-30",8.98
"272","2016-08-31",8.48
"273","2016-09-01",8.57
"274","2016-09-02",8.47
"275","2016-09-06",9.45
"276","2016-09-07",10.26
"277","2016-09-08",10.72
"278","2016-09-09",9.76
"279","2016-09-12",10.4
"280","2016-09-13",10.23
"281","2016-09-14",10.26
"282","2016-09-15",10.31
"283","2016-09-16",10.28
"284","2016-09-19",11.9
"285","2016-09-20",12.02
"286","2016-09-21",11.92
"287","2016-09-22",12.99
"288","2016-09-23",12.66
"289","2016-09-26",14.04
"290","2016-09-27",13.81
"291","2016-09-28",13.56
"292","2016-09-29",12.85
"293","2016-09-30",13.05
"294","2016-10-03",13.7
"295","2016-10-04",13.97
"296","2016-10-05",13.43
"297","2016-10-06",13.22
"298","2016-10-07",13.61
"299","2016-10-10",13.38
"300","2016-10-11",12.7
"301","2016-10-12",12.12
"302","2016-10-13",12
"303","2016-10-14",10.89
"304","2016-10-17",11.27
"305","2016-10-18",10.99
"306","2016-10-19",11.54
"307","2016-10-20",11.96
"308","2016-10-21",12.26
"309","2016-10-24",11.9
"310","2016-10-25",11.48
"311","2016-10-26",11.43
"312","2016-10-27",11.13
"313","2016-10-28",11.03
"314","2016-10-31",11.52
"315","2016-11-01",11.56
"316","2016-11-02",11.41
"317","2016-11-03",11.3
"318","2016-11-04",12.22
"319","2016-11-07",13.08
"320","2016-11-08",13.01
"321","2016-11-09",13.45
"322","2016-11-10",13.28
"323","2016-11-11",13.55
"324","2016-11-14",14.23
"325","2016-11-15",14.44
"326","2016-11-16",14.18
"327","2016-11-17",15.73
"328","2016-11-18",15.33
"329","2016-11-21",15.26
"330","2016-11-22",13.8
"331","2016-11-23",14.29
"332","2016-11-25",14.04
"333","2016-11-28",13.62
"334","2016-11-29",13.24
"335","2016-11-30",12.58
"336","2016-12-01",12.81
"337","2016-12-02",13.64
"338","2016-12-05",13.18
"339","2016-12-06",14.46
"340","2016-12-07",14.51
"341","2016-12-08",15.53
"342","2016-12-09",15.07
"343","2016-12-12",14.62
"344","2016-12-13",14.38
"345","2016-12-14",14.09
"346","2016-12-15",14.8
"347","2016-12-16",14.76
"348","2016-12-19",14.87
"349","2016-12-20",14.66
"350","2016-12-21",14.13
"351","2016-12-22",14.91
"352","2016-12-23",15.64
"353","2016-12-27",15.81
"354","2016-12-28",16.25
"355","2016-12-29",15.66
"356","2016-12-30",15.59
"357","2017-01-03",17.950001
"358","2017-01-04",18.85
"359","2017-01-05",19.200001
"360","2017-01-06",18.32
"361","2017-01-09",18.08
"362","2017-01-10",19.799999
"363","2017-01-11",19.110001
"364","2017-01-12",19.290001
"365","2017-01-13",18.690001
"366","2017-01-17",19.5
"367","2017-01-18",22.459999
"368","2017-01-19",18.110001
"369","2017-01-20",18.120001
"370","2017-01-23",18.030001
"371","2017-01-24",18.059999
"372","2017-01-25",18.219999
"373","2017-01-26",18.129999
"374","2017-01-27",17.389999
"375","2017-01-30",17.01
"376","2017-01-31",17.24
"377","2017-02-01",18.030001
"378","2017-02-02",17.879999
"379","2017-02-03",18.049999
"380","2017-02-06",18.469999
"381","2017-02-07",18.780001
"382","2017-02-08",18.82
"383","2017-02-09",19.15
"384","2017-02-10",20.16
"385","2017-02-13",21.23
"386","2017-02-14",22.74
"387","2017-02-15",23
"388","2017-02-16",22.639999
"389","2017-02-17",21.23
"390","2017-02-21",21.459999
"391","2017-02-22",21.83
"392","2017-02-23",22.1
"393","2017-02-24",22.02
"394","2017-02-27",23.200001
"395","2017-02-28",22.9
"396","2017-03-01",22.190001
"397","2017-03-02",21.639999
"398","2017-03-03",21.610001
"399","2017-03-06",20.620001
