"","date","CCCL"
"1","2007-12-17",216
"2","2007-12-18",214.800003
"3","2007-12-19",215.759995
"4","2007-12-20",215.759995
"5","2007-12-21",214.800003
"6","2007-12-24",214.800003
"7","2007-12-26",214.800003
"8","2007-12-27",214.800003
"9","2007-12-28",212.399994
"10","2007-12-31",212.880005
"11","2008-01-02",212.880005
"12","2008-01-03",212.880005
"13","2008-01-04",212.880005
"14","2008-01-07",212.880005
"15","2008-01-08",212.880005
"16","2008-01-09",212.880005
"17","2008-01-10",213.360001
"18","2008-01-11",213.360001
"19","2008-01-14",213.600006
"20","2008-01-15",214.800003
"21","2008-01-16",216
"22","2008-01-17",216
"23","2008-01-18",217.199997
"24","2008-01-22",217.199997
"25","2008-01-23",215.039993
"26","2008-01-24",212.880005
"27","2008-01-25",212.880005
"28","2008-01-28",212.880005
"29","2008-01-29",212.880005
"30","2008-01-30",212.880005
"31","2008-01-31",212.880005
"32","2008-02-01",212.880005
"33","2008-02-04",213.600006
"34","2008-02-05",213.119995
"35","2008-02-06",213.839996
"36","2008-02-07",217.679993
"37","2008-02-08",216.479996
"38","2008-02-11",216
"39","2008-02-12",216
"40","2008-02-13",216
"41","2008-02-14",216
"42","2008-02-15",216
"43","2008-02-19",216
"44","2008-02-20",216
"45","2008-02-21",216
"46","2008-02-22",216
"47","2008-02-25",216
"48","2008-02-26",216
"49","2008-02-27",216
"50","2008-02-28",216
"51","2008-02-29",215.279999
"52","2008-03-03",215.279999
"53","2008-03-04",215.520004
"54","2008-03-05",215.279999
"55","2008-03-06",215.279999
"56","2008-03-07",214.800003
"57","2008-03-10",212.399994
"58","2008-03-11",212.399994
"59","2008-03-12",212.399994
"60","2008-03-13",214.800003
"61","2008-03-14",215.279999
"62","2008-03-17",215.279999
"63","2008-03-18",215.279999
"64","2008-03-19",216
"65","2008-03-20",213.600006
"66","2008-03-24",215.279999
"67","2008-03-25",215.279999
"68","2008-03-26",215.039993
"69","2008-03-27",212.399994
"70","2008-03-28",212.399994
"71","2008-03-31",216
"72","2008-04-01",216
"73","2008-04-02",216
"74","2008-04-03",215.759995
"75","2008-04-04",215.759995
"76","2008-04-07",215.759995
"77","2008-04-08",215.279999
"78","2008-04-09",218.160004
"79","2008-04-10",218.160004
"80","2008-04-11",218.160004
"81","2008-04-14",218.160004
"82","2008-04-15",215.759995
"83","2008-04-16",216.960007
"84","2008-04-17",216.960007
"85","2008-04-18",218.880005
"86","2008-04-21",218.880005
"87","2008-04-22",218.880005
"88","2008-04-23",218.639999
"89","2008-04-24",216
"90","2008-04-25",216
"91","2008-04-28",216
"92","2008-04-29",216
"93","2008-04-30",214.800003
"94","2008-05-01",213.600006
"95","2008-05-02",213.600006
"96","2008-05-05",214.800003
"97","2008-05-06",213.600006
"98","2008-05-07",213.600006
"99","2008-05-08",213.600006
"100","2008-05-09",213.600006
"101","2008-05-12",213.600006
"102","2008-05-13",213.600006
"103","2008-05-14",216
"104","2008-05-15",216
"105","2008-05-16",216
"106","2008-05-19",216
"107","2008-05-20",217.199997
"108","2008-05-21",214.800003
"109","2008-05-22",218.880005
"110","2008-05-23",216.479996
"111","2008-05-27",216
"112","2008-05-28",216
"113","2008-05-29",216
"114","2008-05-30",216.720001
"115","2008-06-02",218.880005
"116","2008-06-03",217.679993
"117","2008-06-04",217.919998
"118","2008-06-05",219.600006
"119","2008-06-06",217.919998
"120","2008-06-09",217.919998
"121","2008-06-10",217.919998
"122","2008-06-11",217.919998
"123","2008-06-12",217.919998
"124","2008-06-13",217.679993
"125","2008-06-16",217.440002
"126","2008-06-17",217.440002
"127","2008-06-18",217.679993
"128","2008-06-19",217.679993
"129","2008-06-20",217.440002
"130","2008-06-23",217.440002
"131","2008-06-24",218.160004
"132","2008-06-25",219.600006
"133","2008-06-26",220.559998
"134","2008-06-27",220.800003
"135","2008-06-30",217.919998
"136","2008-07-01",218.399994
"137","2008-07-02",218.880005
"138","2008-07-03",219.600006
"139","2008-07-07",220.559998
"140","2008-07-08",219.360001
"141","2008-07-09",220.800003
"142","2008-07-10",220.800003
"143","2008-07-11",220.559998
"144","2008-07-14",220.080002
"145","2008-07-15",219.360001
"146","2008-07-16",219.360001
"147","2008-07-17",219.119995
"148","2008-07-18",219.119995
"149","2008-07-21",219.119995
"150","2008-07-22",220.800003
"151","2008-07-23",220.800003
"152","2008-07-24",220.800003
"153","2008-07-25",220.800003
"154","2008-07-28",220.800003
"155","2008-07-29",220.800003
"156","2008-07-30",220.800003
"157","2008-07-31",218.399994
"158","2008-08-01",218.399994
"159","2008-08-04",218.399994
"160","2008-08-05",219.600006
"161","2008-08-06",219.600006
"162","2008-08-07",220.800003
"163","2008-08-08",222
"164","2008-08-11",222
"165","2008-08-12",222
"166","2008-08-13",222
"167","2008-08-14",222
"168","2008-08-15",222
"169","2008-08-18",223.199997
"170","2008-08-19",223.199997
"171","2008-08-20",223.199997
"172","2008-08-21",223.199997
"173","2008-08-22",223.199997
"174","2008-08-25",223.199997
"175","2008-08-26",223.199997
"176","2008-08-27",225.600006
"177","2008-08-28",223.199997
"178","2008-08-29",223.199997
"179","2008-09-02",220.800003
"180","2008-09-03",220.800003
"181","2008-09-04",220.800003
"182","2008-09-05",220.800003
"183","2008-09-08",220.800003
"184","2008-09-09",220.800003
"185","2008-09-10",220.800003
"186","2008-09-11",224.399994
"187","2008-09-12",224.399994
"188","2008-09-15",224.399994
"189","2008-09-16",224.399994
"190","2008-09-17",224.399994
"191","2008-09-18",224.399994
"192","2008-09-19",224.399994
"193","2008-09-22",220.800003
"194","2008-09-23",222
"195","2008-09-24",222
"196","2008-09-25",216
"197","2008-09-26",216
"198","2008-09-29",216
"199","2008-09-30",216.720001
"200","2008-10-01",213.600006
"201","2008-10-02",211.199997
"202","2008-10-03",205.199997
"203","2008-10-06",199.199997
"204","2008-10-07",199.199997
"205","2008-10-08",201.600006
"206","2008-10-09",201.600006
"207","2008-10-10",201.600006
"208","2008-10-13",204
"209","2008-10-14",204
"210","2008-10-15",204
"211","2008-10-16",204
"212","2008-10-17",204
"213","2008-10-20",202.800003
"214","2008-10-21",202.800003
"215","2008-10-22",206.399994
"216","2008-10-23",206.399994
"217","2008-10-24",206.399994
"218","2008-10-27",206.399994
"219","2008-10-28",210
"220","2008-10-29",210
"221","2008-10-30",207.600006
"222","2008-10-31",210
"223","2008-11-03",211.199997
"224","2008-11-04",211.199997
"225","2008-11-05",208.800003
"226","2008-11-06",208.800003
"227","2008-11-07",208.800003
"228","2008-11-10",210
"229","2008-11-11",208.800003
"230","2008-11-12",208.800003
"231","2008-11-13",208.800003
"232","2008-11-14",208.800003
"233","2008-11-17",210
"234","2008-11-18",210
"235","2008-11-19",210.720001
"236","2008-11-20",210
"237","2008-11-21",211.199997
"238","2008-11-24",210
"239","2008-11-25",210
"240","2008-11-26",208.800003
"241","2008-11-28",207.600006
"242","2008-12-01",207.600006
"243","2008-12-02",210
"244","2008-12-03",210
"245","2008-12-04",210
"246","2008-12-05",210.240005
"247","2008-12-08",210
"248","2008-12-09",210
"249","2008-12-10",212.160004
"250","2008-12-11",212.160004
"251","2008-12-12",210
"252","2008-12-15",210
"253","2008-12-16",210
"254","2008-12-17",209.039993
"255","2008-12-18",209.039993
"256","2008-12-19",211.199997
"257","2008-12-22",211.199997
"258","2008-12-23",211.199997
"259","2008-12-24",211.199997
"260","2008-12-26",211.199997
"261","2008-12-29",211.199997
"262","2008-12-30",213.600006
"263","2008-12-31",213.600006
"264","2009-01-02",211.919998
"265","2009-01-05",216
"266","2009-01-06",216
"267","2009-01-07",216
"268","2009-01-08",216
"269","2009-01-09",218.399994
"270","2009-01-12",218.399994
"271","2009-01-13",216.720001
"272","2009-01-14",218.160004
"273","2009-01-15",218.160004
"274","2009-01-16",218.399994
"275","2009-01-20",217.919998
"276","2009-01-21",219.119995
"277","2009-01-22",219.119995
"278","2009-01-23",219.119995
"279","2009-01-26",219.360001
"280","2009-01-27",219.360001
"281","2009-01-28",219.360001
"282","2009-01-29",219.360001
"283","2009-01-30",219.360001
"284","2009-02-02",219.600006
"285","2009-02-03",219.600006
"286","2009-02-04",220.559998
"287","2009-02-05",220.559998
"288","2009-02-06",220.559998
"289","2009-02-09",220.559998
"290","2009-02-10",220.320007
"291","2009-02-11",220.800003
"292","2009-02-12",221.039993
"293","2009-02-13",221.039993
"294","2009-02-17",221.520004
"295","2009-02-18",221.520004
"296","2009-02-19",222.240005
"297","2009-02-20",222.240005
"298","2009-02-23",223.199997
