"","date","RCM"
"151","2017-10-18",3.63
"152","2017-10-19",3.61
"153","2017-10-20",3.68
"154","2017-10-23",3.67
"155","2017-10-24",3.76
"156","2017-10-25",3.74
"157","2017-10-26",3.77
"158","2017-10-27",3.89
"159","2017-10-30",3.77
"160","2017-10-31",3.8
"161","2017-11-01",3.92
"162","2017-11-02",3.92
"163","2017-11-03",3.87
"164","2017-11-06",3.8
"165","2017-11-07",3.75
"166","2017-11-08",3.65
"167","2017-11-09",3.65
"168","2017-11-10",3.65
"169","2017-11-13",3.7
"170","2017-11-14",3.71
"171","2017-11-15",3.76
"172","2017-11-16",3.79
"173","2017-11-17",3.87
"174","2017-11-20",3.75
"175","2017-11-21",3.83
"176","2017-11-22",3.87
"177","2017-11-24",3.9
"178","2017-11-27",3.93
"179","2017-11-28",3.95
"180","2017-11-29",4.02
"181","2017-11-30",3.88
"182","2017-12-01",4
"183","2017-12-04",3.97
"184","2017-12-05",3.94
"185","2017-12-06",3.96
"186","2017-12-07",4.04
"187","2017-12-08",3.96
"188","2017-12-11",4.21
"189","2017-12-12",4.16
"190","2017-12-13",4.29
"191","2017-12-14",4.27
"192","2017-12-15",4.42
"193","2017-12-18",4.4
"194","2017-12-19",4.37
"195","2017-12-20",4.32
"196","2017-12-21",4.45
"197","2017-12-22",4.5
"198","2017-12-26",4.51
"199","2017-12-27",4.44
"200","2017-12-28",4.36
"201","2017-12-29",4.41
"202","2018-01-02",4.43
"203","2018-01-03",4.23
"204","2018-01-04",4.15
"205","2018-01-05",4.19
"206","2018-01-08",4.22
"207","2018-01-09",4.25
"208","2018-01-10",4.26
"209","2018-01-11",4.4
"210","2018-01-12",4.45
"211","2018-01-16",4.37
"212","2018-01-17",4.39
"213","2018-01-18",4.27
"214","2018-01-19",4.28
"215","2018-01-22",4.33
"216","2018-01-23",4.37
"217","2018-01-24",4.83
"218","2018-01-25",4.99
"219","2018-01-26",5.19
"220","2018-01-29",5.36
"221","2018-01-30",5.25
"222","2018-01-31",5.15
"223","2018-02-01",5.05
"224","2018-02-02",4.91
"225","2018-02-05",4.75
"226","2018-02-06",4.83
"227","2018-02-07",4.83
"228","2018-02-08",4.71
"229","2018-02-09",4.85
"230","2018-02-12",4.68
"231","2018-02-13",4.66
"232","2018-02-14",4.68
"233","2018-02-15",4.82
"234","2018-02-16",5.28
"235","2018-02-20",5.08
"236","2018-02-21",5.26
"237","2018-02-22",5.17
"238","2018-02-23",5.17
"239","2018-02-26",6.17
"240","2018-02-27",6.5
"241","2018-02-28",6.56
"242","2018-03-01",6.2
"243","2018-03-02",6.31
"244","2018-03-05",6.25
"245","2018-03-06",6.355
"246","2018-03-07",6.55
"247","2018-03-08",6.41
"248","2018-03-09",6.55
"249","2018-03-12",7.16
"250","2018-03-13",7.48
"251","2018-03-14",7.66
"252","2018-03-15",7.74
"253","2018-03-16",7.77
"254","2018-03-19",7.75
"255","2018-03-20",7.74
"256","2018-03-21",7.72
"257","2018-03-22",7.49
"258","2018-03-23",7.4
"259","2018-03-26",7.55
"260","2018-03-27",7.33
"261","2018-03-28",7.2
"262","2018-03-29",7.14
"263","2018-04-02",7.07
"264","2018-04-03",7.15
"265","2018-04-04",7.15
"266","2018-04-05",7.17
"267","2018-04-06",7.1
"268","2018-04-09",7.19
"269","2018-04-10",7.12
"270","2018-04-11",7.21
"271","2018-04-12",7.34
"272","2018-04-13",7.28
"273","2018-04-16",7.24
"274","2018-04-17",7.32
"275","2018-04-18",7.34
"276","2018-04-19",7.5
"277","2018-04-20",8.04
"278","2018-04-23",7.59
"279","2018-04-24",7.6
"280","2018-04-25",7.64
"281","2018-04-26",7.63
"282","2018-04-27",7.6
"283","2018-04-30",7.43
"284","2018-05-01",7.31
"285","2018-05-02",7.55
"286","2018-05-03",7.51
"287","2018-05-04",7.98
"288","2018-05-07",8.45
"289","2018-05-08",8.53
"290","2018-05-09",8.3
"291","2018-05-10",8.28
"292","2018-05-11",8.35
"293","2018-05-14",8.15
"294","2018-05-15",8.32
"295","2018-05-16",8.5
"296","2018-05-17",8.73
"297","2018-05-18",8.62
"298","2018-05-21",8.19
"299","2018-05-22",8.03
"300","2018-05-23",7.94
"301","2018-05-24",8.05
"302","2018-05-25",8.04
"303","2018-05-29",7.96
"304","2018-05-30",8.01
"305","2018-05-31",7.93
"306","2018-06-01",7.94
"307","2018-06-04",8.24
"308","2018-06-05",8.81
"309","2018-06-06",9.21
"310","2018-06-07",8.85
"311","2018-06-08",8.69
"312","2018-06-11",8.44
"313","2018-06-12",8.75
"314","2018-06-13",8.92
"315","2018-06-14",8.9
"316","2018-06-15",8.92
"317","2018-06-18",8.98
"318","2018-06-19",8.84
"319","2018-06-20",8.82
"320","2018-06-21",8.61
"321","2018-06-22",8.52
"322","2018-06-25",8.42
"323","2018-06-26",9.23
"324","2018-06-27",9.32
"325","2018-06-28",9.15
"326","2018-06-29",8.68
"327","2018-07-02",8.65
"328","2018-07-03",8.5
"329","2018-07-05",8.66
"330","2018-07-06",8.92
"331","2018-07-09",8.89
"332","2018-07-10",8.4
"333","2018-07-11",8.46
"334","2018-07-12",8.48
"335","2018-07-13",8.52
"336","2018-07-16",8.71
"337","2018-07-17",8.79
"338","2018-07-18",8.81
"339","2018-07-19",9
"340","2018-07-20",9
"341","2018-07-23",9.1
"342","2018-07-24",8.81
"343","2018-07-25",9.05
"344","2018-07-26",9
"345","2018-07-27",8.99
"346","2018-07-30",7.91
"347","2018-07-31",8.02
"348","2018-08-01",8.09
"349","2018-08-02",8.81
"350","2018-08-03",8.64
"351","2018-08-06",8.85
"352","2018-08-07",8.82
"353","2018-08-08",8.46
"354","2018-08-09",9.24
"355","2018-08-10",9.4
"356","2018-08-13",9.23
"357","2018-08-14",8.92
"358","2018-08-15",8.52
"359","2018-08-16",8.75
"360","2018-08-17",8.42
"361","2018-08-20",8.41
"362","2018-08-21",8.74
"363","2018-08-22",8.83
"364","2018-08-23",8.86
"365","2018-08-24",9.19
"366","2018-08-27",9.48
"367","2018-08-28",9.63
"368","2018-08-29",9.85
"369","2018-08-30",9.9
"370","2018-08-31",9.97
"371","2018-09-04",10.63
"372","2018-09-05",9.505
"373","2018-09-06",9.6
"374","2018-09-07",9.21
"375","2018-09-10",9.28
"376","2018-09-11",9.98
"377","2018-09-12",9.88
"378","2018-09-13",9.9
"379","2018-09-14",9.9
"380","2018-09-17",9.46
"381","2018-09-18",9.51
"382","2018-09-19",9.42
"383","2018-09-20",9.55
"384","2018-09-21",9.61
"385","2018-09-24",9.74
"386","2018-09-25",9.77
"387","2018-09-26",9.54
"388","2018-09-27",9.68
"389","2018-09-28",10.16
"390","2018-10-01",10.01
"391","2018-10-02",9.33
"392","2018-10-03",9.28
"393","2018-10-04",9.14
"394","2018-10-05",9.26
"395","2018-10-08",9.19
"396","2018-10-09",9.15
"397","2018-10-10",8.44
"398","2018-10-11",8.17
"399","2018-10-12",8.12
"400","2018-10-15",8.1
"401","2018-10-16",8.61
"402","2018-10-17",8.6
"403","2018-10-18",8.49
"404","2018-10-19",8.58
"405","2018-10-22",8.7
"406","2018-10-23",8.61
"407","2018-10-24",8.39
"408","2018-10-25",8.7
"409","2018-10-26",8.67
"410","2018-10-29",8.31
"411","2018-10-30",8.2
"412","2018-10-31",8.47
"413","2018-11-01",8.5
"414","2018-11-02",8.37
"415","2018-11-05",8.15
"416","2018-11-06",7.77
"417","2018-11-07",9.23
"418","2018-11-08",9.27
"419","2018-11-09",8.76
"420","2018-11-12",8.52
"421","2018-11-13",8.24
"422","2018-11-14",8.46
"423","2018-11-15",8.79
"424","2018-11-16",8.56
"425","2018-11-19",8.15
"426","2018-11-20",8.45
"427","2018-11-21",8.89
"428","2018-11-23",8.84
"429","2018-11-26",9
"430","2018-11-27",9.23
"431","2018-11-28",9.66
"432","2018-11-29",9.61
"433","2018-11-30",9.16
"434","2018-12-03",9.34
"435","2018-12-04",8.92
"436","2018-12-06",9.02
"437","2018-12-07",8.7
"438","2018-12-10",8.99
"439","2018-12-11",8.96
"440","2018-12-12",8.8
"441","2018-12-13",8.82
"442","2018-12-14",8.52
"443","2018-12-17",8.33
"444","2018-12-18",8.13
"445","2018-12-19",8.08
"446","2018-12-20",8.05
"447","2018-12-21",7.68
"448","2018-12-24",7.55
"449","2018-12-26",8.12
"450","2018-12-27",8.18
"451","2018-12-28",7.89
"452","2018-12-31",7.95
"453","2019-01-02",7.89
"454","2019-01-03",7.52
"455","2019-01-04",7.97
"456","2019-01-07",8.79
"457","2019-01-08",8.59
"458","2019-01-09",8.78
"459","2019-01-10",8.56
"460","2019-01-11",8.4
"461","2019-01-14",8.24
"462","2019-01-15",8.3
"463","2019-01-16",8.17
"464","2019-01-17",8.16
"465","2019-01-18",8.31
"466","2019-01-22",8.16
"467","2019-01-23",8.24
"468","2019-01-24",8.06
"469","2019-01-25",7.98
"470","2019-01-28",7.64
"471","2019-01-29",7.86
"472","2019-01-30",7.96
"473","2019-01-31",8.12
"474","2019-02-01",8.29
"475","2019-02-04",8.47
"476","2019-02-05",8.62
"477","2019-02-06",8.52
"478","2019-02-07",8.51
"479","2019-02-08",8.8
"480","2019-02-11",8.95
"481","2019-02-12",9.18
"482","2019-02-13",9.12
"483","2019-02-14",9.31
"484","2019-02-15",9.6
"485","2019-02-19",9.66
"486","2019-02-20",9.72
"487","2019-02-21",9.63
"488","2019-02-22",9.99
"489","2019-02-25",10.11
"490","2019-02-26",10.11
"491","2019-02-27",10.08
"492","2019-02-28",9.89
"493","2019-03-01",9.98
"494","2019-03-04",9.55
"495","2019-03-05",9.42
"496","2019-03-06",9.01
"497","2019-03-07",9.13
"498","2019-03-08",9.24
"499","2019-03-11",9.55
"500","2019-03-12",9.71
"501","2019-03-13",9.84
"502","2019-03-14",9.94
"503","2019-03-15",9.9
"504","2019-03-18",10.08
"505","2019-03-19",10.15
"506","2019-03-20",10.05
"507","2019-03-21",10.13
"508","2019-03-22",9.88
"509","2019-03-25",9.92
"510","2019-03-26",9.59
"511","2019-03-27",9.54
"512","2019-03-28",9.56
"513","2019-03-29",9.67
"514","2019-04-01",9.57
"515","2019-04-02",9.77
"516","2019-04-03",10.05
"517","2019-04-04",10.16
"518","2019-04-05",10.5
"519","2019-04-08",10.54
"520","2019-04-09",10.47
"521","2019-04-10",10.57
"522","2019-04-11",10.87
"523","2019-04-12",11
"524","2019-04-15",10.65
"525","2019-04-16",10.56
"526","2019-04-17",10.21
"527","2019-04-18",10.04
"528","2019-04-22",9.71
"529","2019-04-23",10.4
"530","2019-04-24",10.48
"531","2019-04-25",10.48
"532","2019-04-26",10.64
"533","2019-04-29",10.62
"534","2019-04-30",10.47
"535","2019-05-01",10.61
"536","2019-05-02",10.68
"537","2019-05-03",10.92
"538","2019-05-06",10.98
"539","2019-05-07",10.73
"540","2019-05-08",10.7
"541","2019-05-09",11.84
"542","2019-05-10",12.28
"543","2019-05-13",11.48
"544","2019-05-14",12.01
"545","2019-05-15",12.13
"546","2019-05-16",12.11
"547","2019-05-17",11.96
"548","2019-05-20",12.04
"549","2019-05-21",12.06
"550","2019-05-22",11.65
"551","2019-05-23",11.37
"552","2019-05-24",11.46
"553","2019-05-28",11.46
"554","2019-05-29",11.44
"555","2019-05-30",11.93
"556","2019-05-31",11.74
"557","2019-06-03",11.66
"558","2019-06-04",12.05
"559","2019-06-05",12.07
"560","2019-06-06",11.92
"561","2019-06-07",12.21
"562","2019-06-10",12.26
"563","2019-06-11",11.82
"564","2019-06-12",11.92
"565","2019-06-13",11.53
"566","2019-06-14",11.6
"567","2019-06-17",11.8
"568","2019-06-18",11.86
"569","2019-06-19",11.89
"570","2019-06-20",12.12
"571","2019-06-21",12.1
"572","2019-06-24",12.22
"573","2019-06-25",12.29
"574","2019-06-26",12.1
"575","2019-06-27",12.17
"576","2019-06-28",12.58
"577","2019-07-01",12.65
"578","2019-07-02",12.93
"579","2019-07-03",12.71
"580","2019-07-05",12.9
"581","2019-07-08",12.8
"582","2019-07-09",12.79
"583","2019-07-10",12.87
"584","2019-07-11",12.84
"585","2019-07-12",13.02
"586","2019-07-15",12.98
"587","2019-07-16",13.01
"588","2019-07-17",13.02
"589","2019-07-18",13.08
"590","2019-07-19",12.72
"591","2019-07-22",12.87
"592","2019-07-23",12.79
"593","2019-07-24",12.91
"594","2019-07-25",12.69
"595","2019-07-26",13
"596","2019-07-29",12.54
"597","2019-07-30",12.55
"598","2019-07-31",12.58
"599","2019-08-01",12.73
"600","2019-08-02",12.53
"601","2019-08-05",12.05
"602","2019-08-06",12.18
"603","2019-08-07",12.09
"604","2019-08-08",12.35
"605","2019-08-09",12.3
"606","2019-08-12",12.02
"607","2019-08-13",12.22
"608","2019-08-14",12.02
"609","2019-08-15",11.84
"610","2019-08-16",12.08
"611","2019-08-19",12.19
"612","2019-08-20",12.06
"613","2019-08-21",12.32
"614","2019-08-22",12.37
"615","2019-08-23",11.66
"616","2019-08-26",11.62
"617","2019-08-27",11.17
"618","2019-08-28",11.24
"619","2019-08-29",11.49
"620","2019-08-30",11.66
"621","2019-09-03",11.39
"622","2019-09-04",11.29
"623","2019-09-05",11.28
"624","2019-09-06",11.06
"625","2019-09-09",10.63
"626","2019-09-10",10.66
"627","2019-09-11",10.5
"628","2019-09-12",10.5
"629","2019-09-13",10.68
"630","2019-09-16",10.5
"631","2019-09-17",10.47
"632","2019-09-18",10.47
"633","2019-09-19",10.42
"634","2019-09-20",10.71
"635","2019-09-23",10.705
"636","2019-09-24",9.615
"637","2019-09-25",9.8
"638","2019-09-26",9.45
"639","2019-09-27",9.11
"640","2019-09-30",8.93
"641","2019-10-01",9.05
"642","2019-10-02",9.09
"643","2019-10-03",9.14
"644","2019-10-04",9.38
"645","2019-10-07",9.3
"646","2019-10-08",9.09
"647","2019-10-09",9.065
"648","2019-10-10",9.2
"649","2019-10-11",9.485
"650","2019-10-14",9.395
"651","2019-10-15",9.67
"652","2019-10-16",9.78
"653","2019-10-17",9.91
"654","2019-10-18",10.07
"655","2019-10-21",10.16
"656","2019-10-22",10.24
"657","2019-10-23",10.39
"658","2019-10-24",10.15
"659","2019-10-25",10.19
"660","2019-10-28",10.59
"661","2019-10-29",10.76
"662","2019-10-30",10.64
"663","2019-10-31",10.63
"664","2019-11-01",10.81
"665","2019-11-04",11
"666","2019-11-05",11.5
"667","2019-11-06",11.58
"668","2019-11-07",11.77
"669","2019-11-08",11.84
"670","2019-11-11",11.9
"671","2019-11-12",12.15
"672","2019-11-13",12.22
"673","2019-11-14",12.32
"674","2019-11-15",12.58
"675","2019-11-18",12.58
"676","2019-11-19",12.54
"677","2019-11-20",12.54
"678","2019-11-21",12.68
"679","2019-11-22",12.76
"680","2019-11-25",12.7
"681","2019-11-26",12.72
"682","2019-11-27",12.92
"683","2019-11-29",12.89
"684","2019-12-02",12.39
"685","2019-12-03",12.43
"686","2019-12-04",12.6
"687","2019-12-05",12.59
"688","2019-12-06",12.81
"689","2019-12-09",12.72
"690","2019-12-10",12.6
"691","2019-12-11",12.5
"692","2019-12-12",12.48
"693","2019-12-13",12.13
"694","2019-12-16",11.76
"695","2019-12-17",11.9
"696","2019-12-18",11.97
"697","2019-12-19",11.88
"698","2019-12-20",12.1
"699","2019-12-23",12.45
"700","2019-12-24",12.66
"701","2019-12-26",12.83
"702","2019-12-27",12.89
"703","2019-12-30",12.91
"704","2019-12-31",12.98
"705","2020-01-02",12.69
"706","2020-01-03",12.47
"707","2020-01-06",12.5
"708","2020-01-07",12.54
"709","2020-01-08",12.865
"710","2020-01-09",12.9
"711","2020-01-10",13.02
"712","2020-01-13",13.84
"713","2020-01-14",13.54
"714","2020-01-15",13.49
"715","2020-01-16",13.53
"716","2020-01-17",13.42
"717","2020-01-21",13.47
"718","2020-01-22",13.31
"719","2020-01-23",13.25
"720","2020-01-24",12.95
"721","2020-01-27",12.86
"722","2020-01-28",13.02
"723","2020-01-29",12.9
"724","2020-01-30",12.63
"725","2020-01-31",12.5
"726","2020-02-03",12.58
"727","2020-02-04",13.14
"728","2020-02-05",13.19
"729","2020-02-06",13.09
"730","2020-02-07",12.93
"731","2020-02-10",12.92
"732","2020-02-11",13.28
"733","2020-02-12",13.56
"734","2020-02-13",13.72
"735","2020-02-14",13.26
"736","2020-02-18",13.46
"737","2020-02-19",13.62
"738","2020-02-20",13.28
"739","2020-02-21",13.91
"740","2020-02-24",13.395
"741","2020-02-25",13.085
"742","2020-02-26",13.09
"743","2020-02-27",12.46
"744","2020-02-28",12.28
"745","2020-03-02",12.6
"746","2020-03-03",12.36
"747","2020-03-04",12.85
"748","2020-03-05",12.86
"749","2020-03-06",12.37
"750","2020-03-09",11.24
"751","2020-03-10",11.16
"752","2020-03-11",10.16
"753","2020-03-12",9.51
"754","2020-03-13",10.24
"755","2020-03-16",8.02
"756","2020-03-17",9.16
"757","2020-03-18",7.57
"758","2020-03-19",9.07
"759","2020-03-20",8.85
"760","2020-03-23",8.74
"761","2020-03-24",9.15
"762","2020-03-25",9.05
"763","2020-03-26",9.42
"764","2020-03-27",8.86
"765","2020-03-30",9.18
"766","2020-03-31",9.09
"767","2020-04-01",8.41
"768","2020-04-02",8.41
"769","2020-04-03",8.06
"770","2020-04-06",8.55
"771","2020-04-07",9.03
"772","2020-04-08",9.76
"773","2020-04-09",9.68
"774","2020-04-13",9.35
"775","2020-04-14",9.5
"776","2020-04-15",9.54
"777","2020-04-16",9.46
"778","2020-04-17",9.55
"779","2020-04-20",9.26
"780","2020-04-21",9.55
"781","2020-04-22",9.6
"782","2020-04-23",9.83
"783","2020-04-24",9.65
"784","2020-04-27",9.79
"785","2020-04-28",10.1
"786","2020-04-29",10.5
"787","2020-04-30",10.32
"788","2020-05-01",9.81
"789","2020-05-04",9.67
"790","2020-05-05",10.19
"791","2020-05-06",9.46
"792","2020-05-07",9.52
"793","2020-05-08",9.78
"794","2020-05-11",9.33
"795","2020-05-12",9
"796","2020-05-13",8.77
"797","2020-05-14",9.07
"798","2020-05-15",9.47
"799","2020-05-18",10.25
"800","2020-05-19",10.09
"801","2020-05-20",10.18
"802","2020-05-21",10.3
"803","2020-05-22",10.37
"804","2020-05-26",10.4
"805","2020-05-27",11.01
"806","2020-05-28",10.75
"807","2020-05-29",10.61
"808","2020-06-01",10.63
"809","2020-06-02",10.68
"810","2020-06-03",11.73
"811","2020-06-04",11.61
"812","2020-06-05",12.3
"813","2020-06-08",13.2
"814","2020-06-09",12.64
"815","2020-06-10",12.49
"816","2020-06-11",11.205
"817","2020-06-12",11.27
"818","2020-06-15",11.49
"819","2020-06-16",11.635
"820","2020-06-17",11.37
"821","2020-06-18",11.45
"822","2020-06-19",11.315
"823","2020-06-22",11.42
"824","2020-06-23",11.56
"825","2020-06-24",10.83
"826","2020-06-25",10.76
"827","2020-06-26",10.59
"828","2020-06-29",10.85
"829","2020-06-30",11.15
"830","2020-07-01",11.78
"831","2020-07-02",12.14
"832","2020-07-06",12.41
"833","2020-07-07",12.26
"834","2020-07-08",12.25
"835","2020-07-09",12.68
"836","2020-07-10",13.09
"837","2020-07-13",12.8
"838","2020-07-14",13.13
"839","2020-07-15",13.48
"840","2020-07-16",13.24
"841","2020-07-17",13.365
"842","2020-07-20",13.515
"843","2020-07-21",13.215
"844","2020-07-22",13.19
"845","2020-07-23",13.54
"846","2020-07-24",13.27
"847","2020-07-27",13.515
"848","2020-07-28",13.27
"849","2020-07-29",13.66
"850","2020-07-30",13.88
"851","2020-07-31",13.67
"852","2020-08-03",14.12
"853","2020-08-04",15.095
"854","2020-08-05",15.29
"855","2020-08-06",15.33
"856","2020-08-07",15.46
"857","2020-08-10",15.56
"858","2020-08-11",15.51
"859","2020-08-12",15.325
"860","2020-08-13",15.19
"861","2020-08-14",15.04
"862","2020-08-17",14.86
"863","2020-08-18",15
"864","2020-08-19",14.74
"865","2020-08-20",14.73
"866","2020-08-21",14.59
"867","2020-08-24",14.56
"868","2020-08-25",14.63
"869","2020-08-26",14.365
"870","2020-08-27",14.61
"871","2020-08-28",14.645
"872","2020-08-31",14.5
"873","2020-09-01",14.42
"874","2020-09-02",14.68
"875","2020-09-03",14
"876","2020-09-04",14.19
"877","2020-09-08",16.040001
"878","2020-09-09",16.139999
"879","2020-09-10",16.065001
"880","2020-09-11",16.17
"881","2020-09-14",17.09
"882","2020-09-15",17.02
"883","2020-09-16",17.01
"884","2020-09-17",16.120001
"885","2020-09-18",16.08
"886","2020-09-21",15.55
"887","2020-09-22",15.41
"888","2020-09-23",15.02
"889","2020-09-24",15.78
"890","2020-09-25",16.120001
"891","2020-09-28",16.799999
"892","2020-09-29",17.059999
"893","2020-09-30",17.15
"894","2020-10-01",17.540001
"895","2020-10-02",17.549999
"896","2020-10-05",17.74
"897","2020-10-06",17.24
"898","2020-10-07",17.4
"899","2020-10-08",17.639999
"900","2020-10-09",17.719999
"901","2020-10-12",17.559999
"902","2020-10-13",17.639999
"903","2020-10-14",17.559999
"904","2020-10-15",17.690001
"905","2020-10-16",17.5
"906","2020-10-19",16.959999
"907","2020-10-20",17.01
"908","2020-10-21",17.129999
"909","2020-10-22",17.389999
"910","2020-10-23",17.469999
"911","2020-10-26",17.110001
"912","2020-10-27",17.51
"913","2020-10-28",17.639999
"914","2020-10-29",17.950001
"915","2020-10-30",17.92
"916","2020-11-02",18.59
"917","2020-11-03",18.01
"918","2020-11-04",17.934999
"919","2020-11-05",18.34
"920","2020-11-06",18.99
"921","2020-11-09",19.07
"922","2020-11-10",19.5
"923","2020-11-11",19.93
"924","2020-11-12",19.74
"925","2020-11-13",20
"926","2020-11-16",20.23
"927","2020-11-17",20.51
"928","2020-11-18",20.15
"929","2020-11-19",20.219999
"930","2020-11-20",20.27
"931","2020-11-23",20.33
"932","2020-11-24",20.42
"933","2020-11-25",20.209999
"934","2020-11-27",20.549999
