"","date","USAP"
"1","2007-01-03",33.25
"2","2007-01-04",33.900002
"3","2007-01-05",32.75
"4","2007-01-08",33.009998
"5","2007-01-09",32.919998
"6","2007-01-10",32.720001
"7","2007-01-11",34.740002
"8","2007-01-12",34.619999
"9","2007-01-16",34.330002
"10","2007-01-17",33.959999
"11","2007-01-18",37.529999
"12","2007-01-19",39
"13","2007-01-22",40.41
"14","2007-01-23",42.549999
"15","2007-01-24",42.639999
"16","2007-01-25",41.200001
"17","2007-01-26",43.150002
"18","2007-01-29",45.07
"19","2007-01-30",45
"20","2007-01-31",44.25
"21","2007-02-01",44.259998
"22","2007-02-02",44.290001
"23","2007-02-05",45.93
"24","2007-02-06",47.48
"25","2007-02-07",46.59
"26","2007-02-08",46.139999
"27","2007-02-09",45.599998
"28","2007-02-12",45.5
"29","2007-02-13",47
"30","2007-02-14",48.369999
"31","2007-02-15",49.150002
"32","2007-02-16",49.73
"33","2007-02-20",50.68
"34","2007-02-21",50.669998
"35","2007-02-22",51.459999
"36","2007-02-23",51.150002
"37","2007-02-26",49.73
"38","2007-02-27",42.5
"39","2007-02-28",46.32
"40","2007-03-01",43.990002
"41","2007-03-02",41.889999
"42","2007-03-05",38.540001
"43","2007-03-06",41.599998
"44","2007-03-07",43.619999
"45","2007-03-08",44.25
"46","2007-03-09",43.860001
"47","2007-03-12",45.919998
"48","2007-03-13",44.900002
"49","2007-03-14",45.52
"50","2007-03-15",46.259998
"51","2007-03-16",46.509998
"52","2007-03-19",47.540001
"53","2007-03-20",47.849998
"54","2007-03-21",48.349998
"55","2007-03-22",49.419998
"56","2007-03-23",50.049999
"57","2007-03-26",49.16
"58","2007-03-27",48.91
"59","2007-03-28",47.389999
"60","2007-03-29",48.369999
"61","2007-03-30",47.470001
"62","2007-04-02",47
"63","2007-04-03",47.139999
"64","2007-04-04",48.400002
"65","2007-04-05",50.73
"66","2007-04-09",53.630001
"67","2007-04-10",50.299999
"68","2007-04-11",49.790001
"69","2007-04-12",49.98
"70","2007-04-13",50
"71","2007-04-16",50.48
"72","2007-04-17",49.240002
"73","2007-04-18",48.200001
"74","2007-04-19",49.57
"75","2007-04-20",48.529999
"76","2007-04-23",52
"77","2007-04-24",47.970001
"78","2007-04-25",46.07
"79","2007-04-26",45.490002
"80","2007-04-27",44.57
"81","2007-04-30",44.540001
"82","2007-05-01",43.299999
"83","2007-05-02",44.68
"84","2007-05-03",43.990002
"85","2007-05-04",45.459999
"86","2007-05-07",45.509998
"87","2007-05-08",45.200001
"88","2007-05-09",46.220001
"89","2007-05-10",44.869999
"90","2007-05-11",44.599998
"91","2007-05-14",43.720001
"92","2007-05-15",44.23
"93","2007-05-16",42.970001
"94","2007-05-17",43.529999
"95","2007-05-18",43.630001
"96","2007-05-21",44.380001
"97","2007-05-22",44
"98","2007-05-23",43.099998
"99","2007-05-24",40.990002
"100","2007-05-25",41.990002
"101","2007-05-29",41.810001
"102","2007-05-30",41.849998
"103","2007-05-31",41.970001
"104","2007-06-01",43.869999
"105","2007-06-04",44.130001
"106","2007-06-05",44.720001
"107","2007-06-06",44.060001
"108","2007-06-07",43.919998
"109","2007-06-08",44.360001
"110","2007-06-11",42.5
"111","2007-06-12",39.880001
"112","2007-06-13",39.509998
"113","2007-06-14",38.450001
"114","2007-06-15",39.529999
"115","2007-06-18",39.369999
"116","2007-06-19",39.439999
"117","2007-06-20",38.830002
"118","2007-06-21",38.700001
"119","2007-06-22",37.759998
"120","2007-06-25",37.290001
"121","2007-06-26",35.560001
"122","2007-06-27",35.529999
"123","2007-06-28",35.259998
"124","2007-06-29",35.23
"125","2007-07-02",36.02
"126","2007-07-03",36.720001
"127","2007-07-05",36.27
"128","2007-07-06",36.799999
"129","2007-07-09",39.310001
"130","2007-07-10",40.509998
"131","2007-07-11",40.830002
"132","2007-07-12",42
"133","2007-07-13",42.25
"134","2007-07-16",42
"135","2007-07-17",40.139999
"136","2007-07-18",39.869999
"137","2007-07-19",39.580002
"138","2007-07-20",39.040001
"139","2007-07-23",39.619999
"140","2007-07-24",37.18
"141","2007-07-25",37.380001
"142","2007-07-26",35.709999
"143","2007-07-27",35.490002
"144","2007-07-30",37.34
"145","2007-07-31",37.740002
"146","2007-08-01",37.41
"147","2007-08-02",36.709999
"148","2007-08-03",35.009998
"149","2007-08-06",34.77
"150","2007-08-07",34.91
"151","2007-08-08",35.439999
"152","2007-08-09",33.389999
"153","2007-08-10",35.299999
"154","2007-08-13",33.009998
"155","2007-08-14",31.540001
"156","2007-08-15",31.209999
"157","2007-08-16",32.009998
"158","2007-08-17",32.18
"159","2007-08-20",31.940001
"160","2007-08-21",33.27
"161","2007-08-22",34.84
"162","2007-08-23",35.16
"163","2007-08-24",35.57
"164","2007-08-27",33.799999
"165","2007-08-28",31.67
"166","2007-08-29",33.16
"167","2007-08-30",32.07
"168","2007-08-31",32.419998
"169","2007-09-04",33.110001
"170","2007-09-05",32.639999
"171","2007-09-06",32.41
"172","2007-09-07",31.84
"173","2007-09-10",31.940001
"174","2007-09-11",32.189999
"175","2007-09-12",32.110001
"176","2007-09-13",32.950001
"177","2007-09-14",32.709999
"178","2007-09-17",31.889999
"179","2007-09-18",36.830002
"180","2007-09-19",39.93
"181","2007-09-20",39.200001
"182","2007-09-21",40.110001
"183","2007-09-24",40.650002
"184","2007-09-25",40.759998
"185","2007-09-26",40.200001
"186","2007-09-27",41.07
"187","2007-09-28",39.790001
"188","2007-10-01",41.490002
"189","2007-10-02",40.330002
"190","2007-10-03",39.16
"191","2007-10-04",38.77
"192","2007-10-05",40.049999
"193","2007-10-08",39.82
"194","2007-10-09",40.900002
"195","2007-10-10",38.900002
"196","2007-10-11",37.790001
"197","2007-10-12",35.32
"198","2007-10-15",36.25
"199","2007-10-16",35.5
"200","2007-10-17",36.700001
"201","2007-10-18",37.43
"202","2007-10-19",35.529999
"203","2007-10-22",35.110001
"204","2007-10-23",34.939999
"205","2007-10-24",36.580002
"206","2007-10-25",36.630001
"207","2007-10-26",38.549999
"208","2007-10-29",37.860001
"209","2007-10-30",36.389999
"210","2007-10-31",37.25
"211","2007-11-01",35.369999
"212","2007-11-02",36.110001
"213","2007-11-05",34.939999
"214","2007-11-06",35.900002
"215","2007-11-07",33.860001
"216","2007-11-08",34.759998
"217","2007-11-09",34.130001
"218","2007-11-12",32.459999
"219","2007-11-13",32.25
"220","2007-11-14",33.529999
"221","2007-11-15",32.220001
"222","2007-11-16",32.490002
"223","2007-11-19",32.400002
"224","2007-11-20",32.18
"225","2007-11-21",30.25
"226","2007-11-23",31.4
"227","2007-11-26",30.530001
"228","2007-11-27",31.07
"229","2007-11-28",32.810001
"230","2007-11-29",31.950001
"231","2007-11-30",30.84
"232","2007-12-03",30.879999
"233","2007-12-04",30
"234","2007-12-05",33.080002
"235","2007-12-06",36.610001
"236","2007-12-07",38.779999
"237","2007-12-10",38.82
"238","2007-12-11",37.880001
"239","2007-12-12",38.599998
"240","2007-12-13",37.580002
"241","2007-12-14",37.110001
"242","2007-12-17",35.189999
"243","2007-12-18",35.32
"244","2007-12-19",35.5
"245","2007-12-20",36.240002
"246","2007-12-21",38.130001
"247","2007-12-24",37.73
"248","2007-12-26",37.810001
"249","2007-12-27",37.150002
"250","2007-12-28",36.310001
"251","2007-12-31",35.57
"252","2008-01-02",34.799999
"253","2008-01-03",33.73
"254","2008-01-04",33.009998
"255","2008-01-07",32.529999
"256","2008-01-08",32.66
"257","2008-01-09",33.5
"258","2008-01-10",34.580002
"259","2008-01-11",31.5
"260","2008-01-14",32.900002
"261","2008-01-15",31.799999
"262","2008-01-16",32
"263","2008-01-17",31.4
"264","2008-01-18",31.16
"265","2008-01-22",28.530001
"266","2008-01-23",24.84
"267","2008-01-24",24.049999
"268","2008-01-25",24.66
"269","2008-01-28",24.549999
"270","2008-01-29",25
"271","2008-01-30",24.58
"272","2008-01-31",24.74
"273","2008-02-01",25.6
"274","2008-02-04",27.700001
"275","2008-02-05",28.4
"276","2008-02-06",28.41
"277","2008-02-07",29.02
"278","2008-02-08",30.110001
"279","2008-02-11",29.6
"280","2008-02-12",29.809999
"281","2008-02-13",31.799999
"282","2008-02-14",31.75
"283","2008-02-15",31.35
"284","2008-02-19",30.99
"285","2008-02-20",30.33
"286","2008-02-21",29.940001
"287","2008-02-22",30.32
"288","2008-02-25",32.380001
"289","2008-02-26",33.169998
"290","2008-02-27",33.25
"291","2008-02-28",32.619999
"292","2008-02-29",30.389999
"293","2008-03-03",29.51
"294","2008-03-04",27.99
"295","2008-03-05",28.040001
"296","2008-03-06",26.530001
"297","2008-03-07",27.27
"298","2008-03-10",26.68
"299","2008-03-11",27.34
"300","2008-03-12",27.6
"301","2008-03-13",28.5
"302","2008-03-14",27.49
"303","2008-03-17",25.75
"304","2008-03-18",28.93
"305","2008-03-19",26.379999
"306","2008-03-20",26.1
"307","2008-03-24",27.77
"308","2008-03-25",27.940001
"309","2008-03-26",28.860001
"310","2008-03-27",28.26
"311","2008-03-28",29
"312","2008-03-31",29.709999
"313","2008-04-01",30.540001
"314","2008-04-02",30.43
"315","2008-04-03",31.02
"316","2008-04-04",31.110001
"317","2008-04-07",32.009998
"318","2008-04-08",32.080002
"319","2008-04-09",31.25
"320","2008-04-10",31.969999
"321","2008-04-11",32
"322","2008-04-14",30.559999
"323","2008-04-15",30
"324","2008-04-16",32.540001
"325","2008-04-17",32.59
"326","2008-04-18",32.349998
"327","2008-04-21",32.950001
"328","2008-04-22",33.77
"329","2008-04-23",31.98
"330","2008-04-24",37.25
"331","2008-04-25",37.849998
"332","2008-04-28",36.939999
"333","2008-04-29",37.889999
"334","2008-04-30",38.259998
"335","2008-05-01",37.34
"336","2008-05-02",37.950001
"337","2008-05-05",37.380001
"338","2008-05-06",37.349998
"339","2008-05-07",35.799999
"340","2008-05-08",35.939999
"341","2008-05-09",35.93
"342","2008-05-12",36.130001
"343","2008-05-13",36.060001
"344","2008-05-14",36.360001
"345","2008-05-15",36.400002
"346","2008-05-16",36.959999
"347","2008-05-19",37.169998
"348","2008-05-20",37.73
