"","date","FFBC"
"489","2008-12-09",12.12
"490","2008-12-10",12.38
"491","2008-12-11",11.7
"492","2008-12-12",12.33
"493","2008-12-15",12.01
"494","2008-12-16",12.74
"495","2008-12-17",12.59
"496","2008-12-18",12.66
"497","2008-12-19",12.16
"498","2008-12-22",12.32
"499","2008-12-23",12.26
"500","2008-12-24",12.3
"501","2008-12-26",12.41
"502","2008-12-29",12.37
"503","2008-12-30",12.62
"504","2008-12-31",12.39
"505","2009-01-02",12.1
"506","2009-01-05",11.44
"507","2009-01-06",11.49
"508","2009-01-07",11.12
"509","2009-01-08",11.18
"510","2009-01-09",10.22
"511","2009-01-12",9.89
"512","2009-01-13",10.17
"513","2009-01-14",9.55
"514","2009-01-15",9.33
"515","2009-01-16",9.22
"516","2009-01-20",8.18
"517","2009-01-21",8.73
"518","2009-01-22",8.35
"519","2009-01-23",8.67
"520","2009-01-26",8.7
"521","2009-01-27",8.92
"522","2009-01-28",9.32
"523","2009-01-29",8.56
"524","2009-01-30",8.12
"525","2009-02-02",8.43
"526","2009-02-03",8.36
"527","2009-02-04",8.3
"528","2009-02-05",8.42
"529","2009-02-06",8.72
"530","2009-02-09",9.12
"531","2009-02-10",8.13
"532","2009-02-11",8.59
"533","2009-02-12",8.7
"534","2009-02-13",8.62
"535","2009-02-17",7.99
"536","2009-02-18",8.21
"537","2009-02-19",8.07
"538","2009-02-20",8.07
"539","2009-02-23",7.73
"540","2009-02-24",8.15
"541","2009-02-25",7.92
"542","2009-02-26",8.05
"543","2009-02-27",7.69
"544","2009-03-02",7.55
"545","2009-03-03",6.69
"546","2009-03-04",6.66
"547","2009-03-05",5.84
"548","2009-03-06",5.66
"549","2009-03-09",5.58
"550","2009-03-10",6.18
"551","2009-03-11",6.25
"552","2009-03-12",7.44
"553","2009-03-13",7.28
"554","2009-03-16",7.1
"555","2009-03-17",7.82
"556","2009-03-18",9.01
"557","2009-03-19",8.53
"558","2009-03-20",8.47
"559","2009-03-23",9.96
"560","2009-03-24",9.15
"561","2009-03-25",9.43
"562","2009-03-26",9.91
"563","2009-03-27",9.38
"564","2009-03-30",8.98
"565","2009-03-31",9.53
"566","2009-04-01",9.71
"567","2009-04-02",10.02
"568","2009-04-03",10.36
"569","2009-04-06",10.01
"570","2009-04-07",9.49
"571","2009-04-08",9.66
"572","2009-04-09",10.89
"573","2009-04-13",11.52
"574","2009-04-14",10.32
"575","2009-04-15",11.04
"576","2009-04-16",11.28
"577","2009-04-17",11.92
"578","2009-04-20",10.75
"579","2009-04-21",11.55
"580","2009-04-22",11.3
"581","2009-04-23",11.01
"582","2009-04-24",11.4
"583","2009-04-27",10.79
"584","2009-04-28",10.51
"585","2009-04-29",11.11
"586","2009-04-30",10.79
"587","2009-05-01",10.47
"588","2009-05-04",11.07
"589","2009-05-05",10.61
"590","2009-05-06",10.93
"591","2009-05-07",10.49
"592","2009-05-08",11.47
"593","2009-05-11",11
"594","2009-05-12",10.6
"595","2009-05-13",10
"596","2009-05-14",10.06
"597","2009-05-15",9.6
"598","2009-05-18",10.26
"599","2009-05-19",8.83
"600","2009-05-20",8.3
"601","2009-05-21",7.75
"602","2009-05-22",8.57
"603","2009-05-26",9.18
"604","2009-05-27",8.66
"605","2009-05-28",8.53
"606","2009-05-29",8.53
"607","2009-06-01",9.35
"608","2009-06-02",8.74
"609","2009-06-03",7.97
"610","2009-06-04",8.03
"611","2009-06-05",8.05
"612","2009-06-08",8.09
"613","2009-06-09",7.87
"614","2009-06-10",7.54
"615","2009-06-11",7.49
"616","2009-06-12",7.54
"617","2009-06-15",7.48
"618","2009-06-16",7.35
"619","2009-06-17",7.57
"620","2009-06-18",7.7
"621","2009-06-19",8.11
"622","2009-06-22",7.67
"623","2009-06-23",7.44
"624","2009-06-24",7.43
"625","2009-06-25",7.71
"626","2009-06-26",7.8
"627","2009-06-29",7.69
"628","2009-06-30",7.53
"629","2009-07-01",7.77
"630","2009-07-02",7.75
"631","2009-07-06",7.76
"632","2009-07-07",7.52
"633","2009-07-08",7.6
"634","2009-07-09",7.85
"635","2009-07-10",7.73
"636","2009-07-13",8.03
"637","2009-07-14",7.97
"638","2009-07-15",8.22
"639","2009-07-16",8.09
"640","2009-07-17",8.01
"641","2009-07-20",7.82
"642","2009-07-21",7.73
"643","2009-07-22",7.78
"644","2009-07-23",8
"645","2009-07-24",8.08
"646","2009-07-27",8.32
"647","2009-07-28",8.51
"648","2009-07-29",8.7
"649","2009-07-30",8.57
"650","2009-07-31",8.64
"651","2009-08-03",8.77
"652","2009-08-04",8.73
"653","2009-08-05",8.65
"654","2009-08-06",8.34
"655","2009-08-07",8.65
"656","2009-08-10",8.64
"657","2009-08-11",8.19
"658","2009-08-12",8.25
"659","2009-08-13",8.17
"660","2009-08-14",7.89
"661","2009-08-17",7.62
"662","2009-08-18",7.83
"663","2009-08-19",7.9
"664","2009-08-20",8.1
"665","2009-08-21",8.36
"666","2009-08-24",8.18
"667","2009-08-25",8.27
"668","2009-08-26",8.38
"669","2009-08-27",8.36
"670","2009-08-28",8.5
"671","2009-08-31",8.44
"672","2009-09-01",8.26
"673","2009-09-02",7.95
"674","2009-09-03",8.02
"675","2009-09-04",8.06
"676","2009-09-08",8.15
"677","2009-09-09",8.25
"678","2009-09-10",8.19
"679","2009-09-11",8.1
"680","2009-09-14",8.11
"681","2009-09-15",8.2
"682","2009-09-16",8.37
"683","2009-09-17",8.36
"684","2009-09-18",8.31
"685","2009-09-21",10.29
"686","2009-09-22",12.07
"687","2009-09-23",12
"688","2009-09-24",11.54
"689","2009-09-25",11.74
"690","2009-09-28",12.06
"691","2009-09-29",12.04
"692","2009-09-30",12.05
"693","2009-10-01",11.88
"694","2009-10-02",11.83
"695","2009-10-05",12.31
"696","2009-10-06",12.67
"697","2009-10-07",12.77
"698","2009-10-08",13.25
"699","2009-10-09",13.54
"700","2009-10-12",13.23
"701","2009-10-13",13.14
"702","2009-10-14",13.08
"703","2009-10-15",13.12
"704","2009-10-16",12.9
"705","2009-10-19",12.87
"706","2009-10-20",12.78
"707","2009-10-21",12.52
"708","2009-10-22",13.06
"709","2009-10-23",12.97
"710","2009-10-26",12.97
"711","2009-10-27",13.3
"712","2009-10-28",13.25
"713","2009-10-29",13.18
"714","2009-10-30",12.68
"715","2009-11-02",12.75
"716","2009-11-03",12.37
"717","2009-11-04",12.34
"718","2009-11-05",12.39
"719","2009-11-06",12.49
"720","2009-11-09",12.74
"721","2009-11-10",12.77
"722","2009-11-11",13.07
"723","2009-11-12",12.83
"724","2009-11-13",12.07
"725","2009-11-16",12.26
"726","2009-11-17",12.84
"727","2009-11-18",13.12
"728","2009-11-19",12.86
"729","2009-11-20",12.98
"730","2009-11-23",13.56
"731","2009-11-24",13.6
"732","2009-11-25",13.43
"733","2009-11-27",12.87
"734","2009-11-30",13.29
"735","2009-12-01",13.66
"736","2009-12-02",13.98
"737","2009-12-03",13.87
"738","2009-12-04",14.2
"739","2009-12-07",14.13
"740","2009-12-08",14
"741","2009-12-09",13.71
"742","2009-12-10",13.27
"743","2009-12-11",13.99
"744","2009-12-14",13.97
"745","2009-12-15",14
"746","2009-12-16",14
"747","2009-12-17",14.05
"748","2009-12-18",14.63
"749","2009-12-21",14.97
"750","2009-12-22",15.08
"751","2009-12-23",14.89
"752","2009-12-24",15.12
"753","2009-12-28",15.48
"754","2009-12-29",15.2
"755","2009-12-30",15.04
"756","2009-12-31",14.56
"757","2010-01-04",14.8
"758","2010-01-05",13.91
"759","2010-01-06",13.89
"760","2010-01-07",14.2
"761","2010-01-08",14.45
"762","2010-01-11",14.43
"763","2010-01-12",14.5
"764","2010-01-13",14.49
"765","2010-01-14",14.99
"766","2010-01-15",14.72
"767","2010-01-19",15.2
"768","2010-01-20",14.95
"769","2010-01-21",15.6
"770","2010-01-22",15.53
"771","2010-01-25",15.58
"772","2010-01-26",14.81
"773","2010-01-27",15.14
"774","2010-01-28",16.200001
"775","2010-01-29",16.4
"776","2010-02-01",16.639999
"777","2010-02-02",16.57
"778","2010-02-03",16.17
"779","2010-02-04",15.71
"780","2010-02-05",16.26
"781","2010-02-08",16.1
"782","2010-02-09",16.370001
"783","2010-02-10",16.530001
"784","2010-02-11",16.6
"785","2010-02-12",16.93
"786","2010-02-16",17.049999
"787","2010-02-17",16.93
"788","2010-02-18",17.1
"789","2010-02-19",17.129999
"790","2010-02-22",17.57
"791","2010-02-23",17.92
"792","2010-02-24",18.620001
"793","2010-02-25",18.76
"794","2010-02-26",18.559999
"795","2010-03-01",18.709999
"796","2010-03-02",18.25
"797","2010-03-03",17.709999
"798","2010-03-04",17.809999
"799","2010-03-05",18.290001
"800","2010-03-08",18.07
"801","2010-03-09",18.16
"802","2010-03-10",18.42
"803","2010-03-11",18.469999
"804","2010-03-12",18.299999
"805","2010-03-15",18.34
"806","2010-03-16",18.48
"807","2010-03-17",18.6
"808","2010-03-18",18.459999
"809","2010-03-19",18.51
"810","2010-03-22",18.950001
"811","2010-03-23",19
"812","2010-03-24",18.780001
"813","2010-03-25",18.83
"814","2010-03-26",18.360001
"815","2010-03-29",18.110001
"816","2010-03-30",18.040001
"817","2010-03-31",17.780001
"818","2010-04-01",18.1
"819","2010-04-05",18.59
"820","2010-04-06",18.65
"821","2010-04-07",18.67
"822","2010-04-08",18.309999
"823","2010-04-09",18.549999
"824","2010-04-12",18.780001
"825","2010-04-13",18.83
"826","2010-04-14",19.43
"827","2010-04-15",19.469999
"828","2010-04-16",18.85
"829","2010-04-19",19.290001
"830","2010-04-20",19.549999
"831","2010-04-21",20.01
"832","2010-04-22",20.66
"833","2010-04-23",21.32
"834","2010-04-26",20.42
"835","2010-04-27",19.719999
"836","2010-04-28",19.780001
"837","2010-04-29",20.879999
"838","2010-04-30",19.110001
"839","2010-05-03",18.379999
"840","2010-05-04",17.76
"841","2010-05-05",17.469999
"842","2010-05-06",17
"843","2010-05-07",16.5
"844","2010-05-10",17.42
"845","2010-05-11",17.92
"846","2010-05-12",18.73
"847","2010-05-13",18.4
"848","2010-05-14",18.08
"849","2010-05-17",17.77
"850","2010-05-18",16.93
"851","2010-05-19",16.99
"852","2010-05-20",15.83
"853","2010-05-21",16.200001
"854","2010-05-24",15.59
"855","2010-05-25",15.79
"856","2010-05-26",15.88
"857","2010-05-27",16.42
"858","2010-05-28",15.9
"859","2010-06-01",15.61
"860","2010-06-02",15.87
"861","2010-06-03",16.280001
"862","2010-06-04",15.47
"863","2010-06-07",15.27
"864","2010-06-08",15.31
"865","2010-06-09",15.17
"866","2010-06-10",15.75
"867","2010-06-11",15.77
"868","2010-06-14",15.7
"869","2010-06-15",15.95
"870","2010-06-16",15.93
"871","2010-06-17",16.09
"872","2010-06-18",16
"873","2010-06-21",16.16
"874","2010-06-22",15.91
"875","2010-06-23",15.74
"876","2010-06-24",15.97
"877","2010-06-25",16.43
"878","2010-06-28",16.33
"879","2010-06-29",15.58
"880","2010-06-30",14.95
"881","2010-07-01",14.73
"882","2010-07-02",14.19
"883","2010-07-06",14.22
"884","2010-07-07",14.89
"885","2010-07-08",15.18
"886","2010-07-09",15.18
"887","2010-07-12",15.1
"888","2010-07-13",15.41
"889","2010-07-14",15.19
"890","2010-07-15",15.15
"891","2010-07-16",14.53
"892","2010-07-19",14.47
"893","2010-07-20",14.65
"894","2010-07-21",14.3
"895","2010-07-22",14.79
"896","2010-07-23",14.93
"897","2010-07-26",15.7
"898","2010-07-27",16.24
"899","2010-07-28",16.030001
"900","2010-07-29",16.27
"901","2010-07-30",15.9
"902","2010-08-02",16.360001
"903","2010-08-03",16.24
"904","2010-08-04",17.1
"905","2010-08-05",16.809999
"906","2010-08-06",16.41
"907","2010-08-09",16.52
"908","2010-08-10",16.450001
"909","2010-08-11",15.75
"910","2010-08-12",15.6
"911","2010-08-13",15.55
"912","2010-08-16",15.76
"913","2010-08-17",16.01
"914","2010-08-18",16.299999
"915","2010-08-19",15.7
"916","2010-08-20",15.41
"917","2010-08-23",15.41
"918","2010-08-24",15.4
"919","2010-08-25",15.65
"920","2010-08-26",15.5
"921","2010-08-27",15.91
"922","2010-08-30",15.35
"923","2010-08-31",15.92
"924","2010-09-01",16
"925","2010-09-02",16.27
"926","2010-09-03",16.77
"927","2010-09-07",16.02
"928","2010-09-08",16.24
"929","2010-09-09",16.280001
"930","2010-09-10",16.370001
"931","2010-09-13",16.5
"932","2010-09-14",16.549999
"933","2010-09-15",16.65
"934","2010-09-16",16.299999
"935","2010-09-17",16.690001
"936","2010-09-20",17.040001
"937","2010-09-21",16.940001
"938","2010-09-22",16.389999
"939","2010-09-23",16.18
"940","2010-09-24",16.9
"941","2010-09-27",16.639999
"942","2010-09-28",16.73
"943","2010-09-29",16.83
"944","2010-09-30",16.68
"945","2010-10-01",16.59
"946","2010-10-04",16.280001
"947","2010-10-05",16.780001
"948","2010-10-06",16.84
"949","2010-10-07",17.110001
"950","2010-10-08",16.940001
"951","2010-10-11",16.889999
"952","2010-10-12",16.93
"953","2010-10-13",17.200001
"954","2010-10-14",17.08
"955","2010-10-15",16.879999
"956","2010-10-18",17.32
"957","2010-10-19",17.059999
"958","2010-10-20",16.959999
"959","2010-10-21",16.809999
"960","2010-10-22",16.9
"961","2010-10-25",16.809999
"962","2010-10-26",16.690001
"963","2010-10-27",16.790001
"964","2010-10-28",16.76
"965","2010-10-29",16.84
"966","2010-11-01",16.209999
"967","2010-11-02",16.33
"968","2010-11-03",17.370001
"969","2010-11-04",17.690001
"970","2010-11-05",17.690001
"971","2010-11-08",17.67
"972","2010-11-09",17.620001
"973","2010-11-10",18.049999
"974","2010-11-11",17.93
"975","2010-11-12",17.530001
"976","2010-11-15",17.360001
"977","2010-11-16",17.16
"978","2010-11-17",16.969999
"979","2010-11-18",17.129999
"980","2010-11-19",17.17
"981","2010-11-22",16.74
"982","2010-11-23",16.540001
"983","2010-11-24",17.030001
"984","2010-11-26",16.709999
"985","2010-11-29",16.9
"986","2010-11-30",16.52
"987","2010-12-01",17.4
"988","2010-12-02",17.719999
"989","2010-12-03",17.99
"990","2010-12-06",18.18
"991","2010-12-07",18.200001
"992","2010-12-08",18.27
"993","2010-12-09",18.42
"994","2010-12-10",18.780001
