"","date","SJT"
"1","2007-01-03",30.690001
"2","2007-01-04",30.040001
"3","2007-01-05",30.219999
"4","2007-01-08",30.4
"5","2007-01-09",31.34
"6","2007-01-10",31.17
"7","2007-01-11",30.59
"8","2007-01-12",30.99
"9","2007-01-16",31.24
"10","2007-01-17",31.799999
"11","2007-01-18",32.040001
"12","2007-01-19",32.580002
"13","2007-01-22",32.27
"14","2007-01-23",33.099998
"15","2007-01-24",32.700001
"16","2007-01-25",32.66
"17","2007-01-26",32.830002
"18","2007-01-29",32.240002
"19","2007-01-30",33.029999
"20","2007-01-31",32.970001
"21","2007-02-01",33.09
"22","2007-02-02",33.32
"23","2007-02-05",33.110001
"24","2007-02-06",33.09
"25","2007-02-07",32.580002
"26","2007-02-08",32.52
"27","2007-02-09",32.779999
"28","2007-02-12",32.23
"29","2007-02-13",32.380001
"30","2007-02-14",32.02
"31","2007-02-15",31.67
"32","2007-02-16",32.23
"33","2007-02-20",32.150002
"34","2007-02-21",32
"35","2007-02-22",31.92
"36","2007-02-23",32.060001
"37","2007-02-26",31.98
"38","2007-02-27",31.34
"39","2007-02-28",31.48
"40","2007-03-01",31.209999
"41","2007-03-02",31.200001
"42","2007-03-05",30.15
"43","2007-03-06",30.459999
"44","2007-03-07",30.83
"45","2007-03-08",30.84
"46","2007-03-09",31.02
"47","2007-03-12",30.85
"48","2007-03-13",30.23
"49","2007-03-14",30.559999
"50","2007-03-15",30.52
"51","2007-03-16",30.08
"52","2007-03-19",30.34
"53","2007-03-20",30.26
"54","2007-03-21",30.780001
"55","2007-03-22",30.85
"56","2007-03-23",31.18
"57","2007-03-26",31.4
"58","2007-03-27",31.34
"59","2007-03-28",31.290001
"60","2007-03-29",31.049999
"61","2007-03-30",31.24
"62","2007-04-02",31.43
"63","2007-04-03",31.17
"64","2007-04-04",31.389999
"65","2007-04-05",31.030001
"66","2007-04-09",31.299999
"67","2007-04-10",31.59
"68","2007-04-11",31.82
"69","2007-04-12",32.150002
"70","2007-04-13",32.34
"71","2007-04-16",32.169998
"72","2007-04-17",31.68
"73","2007-04-18",31.940001
"74","2007-04-19",31.950001
"75","2007-04-20",31.85
"76","2007-04-23",31.76
"77","2007-04-24",31.870001
"78","2007-04-25",32.400002
"79","2007-04-26",31.780001
"80","2007-04-27",31.629999
"81","2007-04-30",32.119999
"82","2007-05-01",32.130001
"83","2007-05-02",32.029999
"84","2007-05-03",32.759998
"85","2007-05-04",32.91
"86","2007-05-07",32.450001
"87","2007-05-08",31.91
"88","2007-05-09",31.969999
"89","2007-05-10",31.76
"90","2007-05-11",32.040001
"91","2007-05-14",31.9
"92","2007-05-15",31.75
"93","2007-05-16",31.549999
"94","2007-05-17",32
"95","2007-05-18",32.200001
"96","2007-05-21",32.220001
"97","2007-05-22",32.25
"98","2007-05-23",32.630001
"99","2007-05-24",32.080002
"100","2007-05-25",32.389999
"101","2007-05-29",32.23
"102","2007-05-30",32.580002
"103","2007-05-31",32.459999
"104","2007-06-01",32.400002
"105","2007-06-04",33
"106","2007-06-05",33.259998
"107","2007-06-06",33.189999
"108","2007-06-07",32.209999
"109","2007-06-08",32.5
"110","2007-06-11",32.900002
"111","2007-06-12",32.369999
"112","2007-06-13",32.43
"113","2007-06-14",32.959999
"114","2007-06-15",33.110001
"115","2007-06-18",33.400002
"116","2007-06-19",32.98
"117","2007-06-20",32.799999
"118","2007-06-21",32.939999
"119","2007-06-22",32.889999
"120","2007-06-25",32.709999
"121","2007-06-26",32.130001
"122","2007-06-27",31.889999
"123","2007-06-28",31.790001
"124","2007-06-29",31.809999
"125","2007-07-02",31.879999
"126","2007-07-03",31.73
"127","2007-07-05",31.280001
"128","2007-07-06",31.74
"129","2007-07-09",32.060001
"130","2007-07-10",32.080002
"131","2007-07-11",32.099998
"132","2007-07-12",32
"133","2007-07-13",32.560001
"134","2007-07-16",33.540001
"135","2007-07-17",33.240002
"136","2007-07-18",33.330002
"137","2007-07-19",33.889999
"138","2007-07-20",34.349998
"139","2007-07-23",33.740002
"140","2007-07-24",32.5
"141","2007-07-25",32.689999
"142","2007-07-26",32.529999
"143","2007-07-27",31.91
"144","2007-07-30",32.41
"145","2007-07-31",32.459999
"146","2007-08-01",32.91
"147","2007-08-02",33.110001
"148","2007-08-03",32.18
"149","2007-08-06",31.93
"150","2007-08-07",32.299999
"151","2007-08-08",32.75
"152","2007-08-09",32.48
"153","2007-08-10",31.91
"154","2007-08-13",32.75
"155","2007-08-14",32.599998
"156","2007-08-15",32.799999
"157","2007-08-16",32.5
"158","2007-08-17",32.860001
"159","2007-08-20",31.91
"160","2007-08-21",31.790001
"161","2007-08-22",31.780001
"162","2007-08-23",31.73
"163","2007-08-24",32.299999
"164","2007-08-27",31.860001
"165","2007-08-28",31.780001
"166","2007-08-29",31.950001
"167","2007-08-30",31.700001
"168","2007-08-31",31.799999
"169","2007-09-04",32.27
"170","2007-09-05",32.369999
"171","2007-09-06",32.900002
"172","2007-09-07",32.939999
"173","2007-09-10",32.5
"174","2007-09-11",32.419998
"175","2007-09-12",33.080002
"176","2007-09-13",32.790001
"177","2007-09-14",32.779999
"178","2007-09-17",32.259998
"179","2007-09-18",32.75
"180","2007-09-19",32.82
"181","2007-09-20",33.02
"182","2007-09-21",32.77
"183","2007-09-24",33.200001
"184","2007-09-25",33.509998
"185","2007-09-26",33.52
"186","2007-09-27",33.720001
"187","2007-09-28",33.799999
"188","2007-10-01",33.98
"189","2007-10-02",33.810001
"190","2007-10-03",34
"191","2007-10-04",35.279999
"192","2007-10-05",35.25
"193","2007-10-08",34.689999
"194","2007-10-09",34.419998
"195","2007-10-10",35
"196","2007-10-11",35.049999
"197","2007-10-12",35.02
"198","2007-10-15",35.650002
"199","2007-10-16",35.5
"200","2007-10-17",36.139999
"201","2007-10-18",36.919998
"202","2007-10-19",36.529999
"203","2007-10-22",35.189999
"204","2007-10-23",35.720001
"205","2007-10-24",36.400002
"206","2007-10-25",36.759998
"207","2007-10-26",36.810001
"208","2007-10-29",36.43
"209","2007-10-30",36.330002
"210","2007-10-31",37.049999
"211","2007-11-01",37.5
"212","2007-11-02",37.529999
"213","2007-11-05",37.73
"214","2007-11-06",37.82
"215","2007-11-07",37
"216","2007-11-08",37.23
"217","2007-11-09",36.75
"218","2007-11-12",35.200001
"219","2007-11-13",34.880001
"220","2007-11-14",35.23
"221","2007-11-15",34.5
"222","2007-11-16",35.07
"223","2007-11-19",34.619999
"224","2007-11-20",34.380001
"225","2007-11-21",33.669998
"226","2007-11-23",33.650002
"227","2007-11-26",33.959999
"228","2007-11-27",34.470001
"229","2007-11-28",34.400002
"230","2007-11-29",34.580002
"231","2007-11-30",34.549999
"232","2007-12-03",33.799999
"233","2007-12-04",33.57
"234","2007-12-05",33.650002
"235","2007-12-06",34.369999
"236","2007-12-07",33.990002
"237","2007-12-10",34.369999
"238","2007-12-11",34.25
"239","2007-12-12",34.919998
"240","2007-12-13",34.860001
"241","2007-12-14",34.450001
"242","2007-12-17",34.23
"243","2007-12-18",34.18
"244","2007-12-19",34.02
"245","2007-12-20",33.470001
"246","2007-12-21",33.52
"247","2007-12-24",33.189999
"248","2007-12-26",33.880001
"249","2007-12-27",33.360001
"250","2007-12-28",33.459999
"251","2007-12-31",33.360001
"252","2008-01-02",34.73
"253","2008-01-03",34.98
"254","2008-01-04",34.490002
"255","2008-01-07",35.080002
"256","2008-01-08",35.98
"257","2008-01-09",35.529999
"258","2008-01-10",36.099998
"259","2008-01-11",36.740002
"260","2008-01-14",37.540001
"261","2008-01-15",36.07
"262","2008-01-16",37.639999
"263","2008-01-17",36.119999
"264","2008-01-18",36.25
"265","2008-01-22",34.689999
"266","2008-01-23",34.040001
"267","2008-01-24",35.52
"268","2008-01-25",35.279999
"269","2008-01-28",35.66
"270","2008-01-29",34.900002
"271","2008-01-30",35.049999
"272","2008-01-31",36.790001
"273","2008-02-01",36.380001
"274","2008-02-04",37.189999
"275","2008-02-05",36.32
"276","2008-02-06",36.349998
"277","2008-02-07",36.610001
"278","2008-02-08",37.5
"279","2008-02-11",38.220001
"280","2008-02-12",37.990002
"281","2008-02-13",38.060001
"282","2008-02-14",38.240002
"283","2008-02-15",38.040001
"284","2008-02-19",38.099998
"285","2008-02-20",38.549999
"286","2008-02-21",37.52
"287","2008-02-22",38.009998
"288","2008-02-25",38.540001
"289","2008-02-26",39.439999
"290","2008-02-27",38.669998
"291","2008-02-28",38.880001
"292","2008-02-29",38.549999
"293","2008-03-03",38.029999
"294","2008-03-04",37.02
"295","2008-03-05",38.25
"296","2008-03-06",38.400002
"297","2008-03-07",39.189999
"298","2008-03-10",39.200001
"299","2008-03-11",39.470001
"300","2008-03-12",39.209999
"301","2008-03-13",39.400002
"302","2008-03-14",39.27
"303","2008-03-17",37.869999
"304","2008-03-18",38.299999
"305","2008-03-19",36.529999
"306","2008-03-20",35.150002
"307","2008-03-24",35.419998
"308","2008-03-25",36.669998
"309","2008-03-26",37.400002
"310","2008-03-27",36.880001
"311","2008-03-28",37.110001
"312","2008-03-31",37.23
"313","2008-04-01",37.029999
"314","2008-04-02",37.279999
"315","2008-04-03",37.5
"316","2008-04-04",37.360001
"317","2008-04-07",37.950001
"318","2008-04-08",37.619999
"319","2008-04-09",38.369999
"320","2008-04-10",37.950001
"321","2008-04-11",37.509998
"322","2008-04-14",37.610001
"323","2008-04-15",37.93
"324","2008-04-16",38.25
"325","2008-04-17",38.189999
"326","2008-04-18",38.189999
"327","2008-04-21",39.400002
"328","2008-04-22",39.91
"329","2008-04-23",38.990002
"330","2008-04-24",38.439999
"331","2008-04-25",39.439999
"332","2008-04-28",39.98
"333","2008-04-29",38.900002
"334","2008-04-30",38.43
"335","2008-05-01",38.040001
"336","2008-05-02",38.189999
"337","2008-05-05",38.549999
"338","2008-05-06",39.200001
"339","2008-05-07",39.16
"340","2008-05-08",39.950001
"341","2008-05-09",40.220001
"342","2008-05-12",40.57
"343","2008-05-13",41.119999
"344","2008-05-14",42
"345","2008-05-15",41.700001
"346","2008-05-16",42.25
"347","2008-05-19",42.18
"348","2008-05-20",42.84
"349","2008-05-21",42.799999
"350","2008-05-22",42.240002
"351","2008-05-23",43.25
"352","2008-05-27",43.439999
"353","2008-05-28",42.25
"354","2008-05-29",41.799999
"355","2008-05-30",41.639999
"356","2008-06-02",42.5
"357","2008-06-03",42.330002
"358","2008-06-04",41.029999
"359","2008-06-05",42.470001
"360","2008-06-06",42.619999
"361","2008-06-09",43.540001
"362","2008-06-10",43.66
"363","2008-06-11",44.32
"364","2008-06-12",44.360001
"365","2008-06-13",44.259998
"366","2008-06-16",45.049999
"367","2008-06-17",45.75
"368","2008-06-18",45.459999
"369","2008-06-19",43.91
"370","2008-06-20",45.169998
"371","2008-06-23",47.099998
"372","2008-06-24",47.200001
"373","2008-06-25",46.330002
"374","2008-06-26",45.75
"375","2008-06-27",45.459999
"376","2008-06-30",46.259998
"377","2008-07-01",45.93
"378","2008-07-02",44.419998
"379","2008-07-03",42.509998
"380","2008-07-07",42.34
"381","2008-07-08",39.5
"382","2008-07-09",39.950001
"383","2008-07-10",41.700001
"384","2008-07-11",42.299999
"385","2008-07-14",42.509998
"386","2008-07-15",41.369999
"387","2008-07-16",39.799999
"388","2008-07-17",38.349998
"389","2008-07-18",38.700001
"390","2008-07-21",40.330002
"391","2008-07-22",38.889999
"392","2008-07-23",37.790001
"393","2008-07-24",37.509998
"394","2008-07-25",37.77
"395","2008-07-28",38.959999
"396","2008-07-29",37.790001
"397","2008-07-30",39.369999
"398","2008-07-31",38.169998
"399","2008-08-01",38.52
"400","2008-08-04",36.630001
"401","2008-08-05",35.970001
"402","2008-08-06",37.080002
"403","2008-08-07",37.450001
"404","2008-08-08",37.27
"405","2008-08-11",36.790001
"406","2008-08-12",37
"407","2008-08-13",38.07
"408","2008-08-14",37.98
"409","2008-08-15",37.389999
"410","2008-08-18",37.09
"411","2008-08-19",37.23
