"","date","MESO"
"386","2011-07-29",49.5
"387","2011-08-01",51.189999
"388","2011-08-02",50.41
"389","2011-08-03",49.689999
"390","2011-08-04",46.349998
"391","2011-08-05",46.349998
"392","2011-08-08",39.779999
"393","2011-08-09",40.869999
"394","2011-08-10",40.529999
"395","2011-08-11",40.93
"396","2011-08-12",40.93
"397","2011-08-15",43.630001
"398","2011-08-16",41.75
"399","2011-08-17",42.830002
"400","2011-08-18",39.93
"401","2011-08-19",37.5
"402","2011-08-22",38
"403","2011-08-23",38.060001
"404","2011-08-24",38.060001
"405","2011-08-25",40
"406","2011-08-26",41.150002
"407","2011-08-29",41.150002
"408","2011-08-30",42.639999
"409","2011-08-31",43.049999
"410","2011-09-01",42.669998
"411","2011-09-02",41.619999
"412","2011-09-06",40.27
"413","2011-09-07",40.27
"414","2011-09-08",41.759998
"415","2011-09-09",40.48
"416","2011-09-12",40.48
"417","2011-09-13",40.25
"418","2011-09-14",39.549999
"419","2011-09-15",41.48
"420","2011-09-16",41.450001
"421","2011-09-19",40.200001
"422","2011-09-20",41
"423","2011-09-21",41.82
"424","2011-09-22",39.450001
"425","2011-09-23",38.049999
"426","2011-09-26",37.599998
"427","2011-09-27",38.849998
"428","2011-09-28",38.299999
"429","2011-09-29",39.889999
"430","2011-09-30",39
"431","2011-10-03",37.279999
"432","2011-10-04",38.389999
"433","2011-10-05",39.529999
"434","2011-10-06",42.139999
"435","2011-10-07",43.450001
"436","2011-10-10",46.349998
"437","2011-10-11",48.200001
"438","2011-10-12",48.5
"439","2011-10-13",47.990002
"440","2011-10-14",49.290001
"441","2011-10-17",49.740002
"442","2011-10-18",48.290001
"443","2011-10-19",48.939999
"444","2011-10-20",49.299999
"445","2011-10-21",50.200001
"446","2011-10-24",53.169998
"447","2011-10-25",50
"448","2011-10-26",49.630001
"449","2011-10-27",50.900002
"450","2011-10-28",45.549999
"451","2011-10-31",45.549999
"452","2011-11-01",38.450001
"453","2011-11-02",41.810001
"454","2011-11-03",42.220001
"455","2011-11-04",41.07
"456","2011-11-07",41.07
"457","2011-11-08",43.25
"458","2011-11-09",40.200001
"459","2011-11-10",38.25
"460","2011-11-11",41.400002
"461","2011-11-14",41.68
"462","2011-11-15",39.529999
"463","2011-11-16",38.950001
"464","2011-11-17",38.07
"465","2011-11-18",36.41
"466","2011-11-21",35.509998
"467","2011-11-22",34.299999
"468","2011-11-23",31.5
"469","2011-11-25",33.599998
"470","2011-11-28",35.299999
"471","2011-11-29",34.200001
"472","2011-11-30",36.080002
"473","2011-12-01",36.080002
"474","2011-12-02",36.080002
"475","2011-12-05",38.900002
"476","2011-12-06",38.950001
"477","2011-12-07",39.150002
"478","2011-12-08",37.810001
"479","2011-12-09",37.810001
"480","2011-12-12",39.450001
"481","2011-12-13",39.09
"482","2011-12-14",37.970001
"483","2011-12-15",38.66
"484","2011-12-16",38.41
"485","2011-12-19",38.41
"486","2011-12-20",38.41
"487","2011-12-21",37.970001
"488","2011-12-22",37.970001
"489","2011-12-23",37.439999
"490","2011-12-27",37.439999
"491","2011-12-28",35.700001
"492","2011-12-29",35.07
"493","2011-12-30",35.200001
"494","2012-01-03",37.599998
"495","2012-01-04",37.599998
"496","2012-01-05",37.599998
"497","2012-01-06",34.099998
"498","2012-01-09",32.419998
"499","2012-01-10",31.41
"500","2012-01-11",33.299999
"501","2012-01-12",33.330002
"502","2012-01-13",33.549999
"503","2012-01-17",35.209999
"504","2012-01-18",34.619999
"505","2012-01-19",35.200001
"506","2012-01-20",34.049999
"507","2012-01-23",33.720001
"508","2012-01-24",34.299999
"509","2012-01-25",34.450001
"510","2012-01-26",34.450001
"511","2012-01-27",33.889999
"512","2012-01-30",33.889999
"513","2012-01-31",33.889999
"514","2012-02-01",34.799999
"515","2012-02-02",34.799999
"516","2012-02-03",34.950001
"517","2012-02-06",34.950001
"518","2012-02-07",34.950001
"519","2012-02-08",34.950001
"520","2012-02-09",34.950001
"521","2012-02-10",34.950001
"522","2012-02-13",38.169998
"523","2012-02-14",37.880001
"524","2012-02-15",37.860001
"525","2012-02-16",39.509998
"526","2012-02-17",42.200001
"527","2012-02-21",40.93
"528","2012-02-22",40.84
"529","2012-02-23",40.919998
"530","2012-02-24",40.919998
"531","2012-02-27",42.049999
"532","2012-02-28",41.060001
"533","2012-02-29",41.209999
"534","2012-03-01",41.209999
"535","2012-03-02",41.209999
"536","2012-03-05",41.209999
"537","2012-03-06",37.349998
"538","2012-03-07",37.349998
"539","2012-03-08",37.349998
"540","2012-03-09",38.349998
"541","2012-03-12",38.349998
"542","2012-03-13",38.349998
"543","2012-03-14",38.810001
"544","2012-03-15",38.810001
"545","2012-03-16",38.810001
"546","2012-03-19",39.77
"547","2012-03-20",38.650002
"548","2012-03-21",39.060001
"549","2012-03-22",39.060001
"550","2012-03-23",38.900002
"551","2012-03-26",38.900002
"552","2012-03-27",40.880001
"553","2012-03-28",41.619999
"554","2012-03-29",41.02
"555","2012-03-30",41.02
"556","2012-04-02",42
"557","2012-04-03",40
"558","2012-04-04",39.75
"559","2012-04-05",40.610001
"560","2012-04-09",40.150002
"561","2012-04-10",39.25
"562","2012-04-11",38.810001
"563","2012-04-12",38.299999
"564","2012-04-13",37.82
"565","2012-04-16",37.689999
"566","2012-04-17",38.049999
"567","2012-04-18",38.049999
"568","2012-04-19",39.279999
"569","2012-04-20",39.799999
"570","2012-04-23",39.799999
"571","2012-04-24",38.27
"572","2012-04-25",38.27
"573","2012-04-26",37.459999
"574","2012-04-27",38.950001
"575","2012-04-30",39.419998
"576","2012-05-01",39.150002
"577","2012-05-02",39.73
"578","2012-05-03",38.389999
"579","2012-05-04",37.57
"580","2012-05-07",36.549999
"581","2012-05-08",36.400002
"582","2012-05-09",36.400002
"583","2012-05-10",36.400002
"584","2012-05-11",36.790001
"585","2012-05-14",36.790001
"586","2012-05-15",35.400002
"587","2012-05-16",35.779999
"588","2012-05-17",35.189999
"589","2012-05-18",34.200001
"590","2012-05-21",33.709999
"591","2012-05-22",33.450001
"592","2012-05-23",32.5
"593","2012-05-24",32.470001
"594","2012-05-25",32.470001
"595","2012-05-29",32.650002
"596","2012-05-30",32.650002
"597","2012-05-31",32.099998
"598","2012-06-01",32.099998
"599","2012-06-04",30.700001
"600","2012-06-05",31.780001
"601","2012-06-06",31.75
"602","2012-06-07",32.549999
"603","2012-06-08",32.549999
"604","2012-06-11",31.65
"605","2012-06-12",31.370001
"606","2012-06-13",31.370001
"607","2012-06-14",28.84
"608","2012-06-15",28.84
"609","2012-06-18",28.84
"610","2012-06-19",30.299999
"611","2012-06-20",31.290001
"612","2012-06-21",29.85
"613","2012-06-22",29.85
"614","2012-06-25",29.85
"615","2012-06-26",28.940001
"616","2012-06-27",29.719999
"617","2012-06-28",29.719999
"618","2012-06-29",29.719999
"619","2012-07-02",29.719999
"620","2012-07-03",29.719999
"621","2012-07-05",29.719999
"622","2012-07-06",29.719999
"623","2012-07-09",29.719999
"624","2012-07-10",29.719999
"625","2012-07-11",29.719999
"626","2012-07-12",29.719999
"627","2012-07-13",30.76
"628","2012-07-16",31.1
"629","2012-07-17",30.639999
"630","2012-07-18",30.639999
"631","2012-07-19",30.639999
"632","2012-07-20",30.639999
"633","2012-07-23",30.639999
"634","2012-07-24",29.950001
"635","2012-07-25",29.950001
"636","2012-07-26",30.85
"637","2012-07-27",31.719999
"638","2012-07-30",31.639999
"639","2012-07-31",33.200001
"640","2012-08-01",33.200001
"641","2012-08-02",33
"642","2012-08-03",32.349998
"643","2012-08-06",32.349998
"644","2012-08-07",33
"645","2012-08-08",33
"646","2012-08-09",33
"647","2012-08-10",33
"648","2012-08-13",31.23
"649","2012-08-14",31.23
"650","2012-08-15",31.34
"651","2012-08-16",31.34
"652","2012-08-17",32.32
"653","2012-08-20",32.32
"654","2012-08-21",33.98
"655","2012-08-22",33.98
"656","2012-08-23",33.98
"657","2012-08-24",33.98
"658","2012-08-27",32.709999
"659","2012-08-28",32.610001
"660","2012-08-29",32.610001
"661","2012-08-30",32.610001
"662","2012-08-31",32.610001
"663","2012-09-04",32.380001
"664","2012-09-05",32.380001
"665","2012-09-06",33.700001
"666","2012-09-07",33.700001
"667","2012-09-10",33.599998
"668","2012-09-11",33.490002
"669","2012-09-12",33.490002
"670","2012-09-13",34.220001
"671","2012-09-14",34.220001
"672","2012-09-17",35.619999
"673","2012-09-18",35.619999
"674","2012-09-19",37.790001
"675","2012-09-20",37.790001
"676","2012-09-21",37.439999
"677","2012-09-24",37.439999
"678","2012-09-25",34.84
"679","2012-09-26",35.049999
"680","2012-09-27",35.529999
"681","2012-09-28",35
"682","2012-10-01",35
"683","2012-10-02",34.299999
"684","2012-10-03",34.299999
"685","2012-10-04",34.299999
"686","2012-10-05",34.470001
"687","2012-10-08",34.290001
"688","2012-10-09",34.139999
"689","2012-10-10",34.18
"690","2012-10-11",34.18
"691","2012-10-12",34.18
"692","2012-10-15",34.18
"693","2012-10-16",33.98
"694","2012-10-17",33.98
"695","2012-10-18",33.98
"696","2012-10-19",33.98
"697","2012-10-22",33.98
"698","2012-10-23",33.98
"699","2012-10-24",31.299999
"700","2012-10-25",31.049999
"701","2012-10-26",31.049999
"702","2012-10-31",30.07
"703","2012-11-01",30.07
"704","2012-11-02",29.18
"705","2012-11-05",29.18
"706","2012-11-06",28.889999
"707","2012-11-07",29.15
"708","2012-11-08",28.9
"709","2012-11-09",29.370001
"710","2012-11-12",28.65
"711","2012-11-13",27.450001
"712","2012-11-14",27.5
"713","2012-11-15",26.280001
"714","2012-11-16",26.280001
"715","2012-11-19",27.52
"716","2012-11-20",27.120001
"717","2012-11-21",26.559999
"718","2012-11-23",26.559999
"719","2012-11-26",28.07
"720","2012-11-27",28.07
"721","2012-11-28",28.07
"722","2012-11-29",31.040001
"723","2012-11-30",31.370001
"724","2012-12-03",31.370001
"725","2012-12-04",29.540001
"726","2012-12-05",29.540001
"727","2012-12-06",28.01
"728","2012-12-07",29.450001
"729","2012-12-10",29.450001
"730","2012-12-11",30.66
"731","2012-12-12",31.82
"732","2012-12-13",31.68
"733","2012-12-14",31.16
"734","2012-12-17",31.16
"735","2012-12-18",31.16
"736","2012-12-19",31.16
"737","2012-12-20",31.16
"738","2012-12-21",27.629999
"739","2012-12-24",27.629999
"740","2012-12-26",27.379999
"741","2012-12-27",26.690001
"742","2012-12-28",26.690001
"743","2012-12-31",27.49
"744","2013-01-02",27.49
"745","2013-01-03",27.49
"746","2013-01-04",28.09
"747","2013-01-07",28.09
"748","2013-01-08",28.09
"749","2013-01-09",28.09
"750","2013-01-10",28.09
"751","2013-01-11",30.389999
"752","2013-01-14",30.620001
"753","2013-01-15",29.58
"754","2013-01-16",29.58
"755","2013-01-17",30.190001
"756","2013-01-18",31.049999
"757","2013-01-22",30.74
"758","2013-01-23",30.74
"759","2013-01-24",29.35
"760","2013-01-25",29.35
"761","2013-01-28",29.35
"762","2013-01-29",29.35
"763","2013-01-30",30.1
"764","2013-01-31",30.1
"765","2013-02-01",32.349998
"766","2013-02-04",33.32
"767","2013-02-05",33.389999
"768","2013-02-06",34.540001
"769","2013-02-07",38.389999
"770","2013-02-08",36.580002
"771","2013-02-11",36.049999
"772","2013-02-12",35.349998
"773","2013-02-13",34.849998
"774","2013-02-14",35.110001
"775","2013-02-15",34.84
"776","2013-02-19",34.810001
"777","2013-02-20",33.73
"778","2013-02-21",33.73
"779","2013-02-22",33.869999
"780","2013-02-25",33.439999
"781","2013-02-26",32.580002
"782","2013-02-27",33.150002
"783","2013-02-28",33.650002
"784","2013-03-01",33.650002
"785","2013-03-04",32.150002
"786","2013-03-05",32.82
"787","2013-03-06",33
"788","2013-03-07",33.5
"789","2013-03-08",32.57
"790","2013-03-11",32.57
"791","2013-03-12",32.57
"792","2013-03-13",33.669998
"793","2013-03-14",31.32
"794","2013-03-15",35
"795","2013-03-18",35
"796","2013-03-19",37.5
"797","2013-03-20",37.5
"798","2013-03-21",37.5
"799","2013-03-22",34
"800","2013-03-25",34
"801","2013-03-26",34
"802","2013-03-27",34.5
"803","2013-03-28",34.5
"804","2013-04-01",34.5
"805","2013-04-02",34.5
"806","2013-04-03",34.5
"807","2013-04-04",33.75
"808","2013-04-05",33.75
"809","2013-04-08",32
"810","2013-04-09",33
"811","2013-04-10",33
"812","2013-04-11",33
"813","2013-04-12",33
"814","2013-04-15",33
"815","2013-04-16",33
"816","2013-04-17",33
"817","2013-04-18",29
"818","2013-04-19",29
"819","2013-04-22",29.35
"820","2013-04-23",28.6
"821","2013-04-24",30.4
"822","2013-04-25",30.07
"823","2013-04-26",30.07
"824","2013-04-29",29.65
"825","2013-04-30",30.48
"826","2013-05-01",29.85
"827","2013-05-02",29.440001
"828","2013-05-03",29.440001
"829","2013-05-06",29.440001
"830","2013-05-07",30.17
"831","2013-05-08",30.17
"832","2013-05-09",29.190001
"833","2013-05-10",29.190001
"834","2013-05-13",29.16
"835","2013-05-14",29.16
"836","2013-05-15",28
"837","2013-05-16",26.91
"838","2013-05-17",26.950001
"839","2013-05-20",27.110001
"840","2013-05-21",27.049999
"841","2013-05-22",29.24
"842","2013-05-23",29.24
"843","2013-05-24",29.24
"844","2013-05-28",29.01
"845","2013-05-29",29.01
"846","2013-05-30",29.01
"847","2013-05-31",29.01
"848","2013-06-03",29.01
"849","2013-06-04",29.610001
"850","2013-06-05",28.950001
"851","2013-06-06",28.950001
"852","2013-06-07",28.950001
"853","2013-06-10",29.32
"854","2013-06-11",29.32
"855","2013-06-12",29.93
"856","2013-06-13",30.120001
"857","2013-06-14",28.360001
"858","2013-06-17",28.719999
"859","2013-06-18",28.700001
"860","2013-06-19",28.27
"861","2013-06-20",28.27
"862","2013-06-21",25.5
"863","2013-06-24",25.299999
"864","2013-06-25",25.299999
"865","2013-06-26",25.5
"866","2013-06-27",25.5
"867","2013-06-28",24.4
"868","2013-07-01",24.4
"869","2013-07-02",26
"870","2013-07-03",26
"871","2013-07-05",25.139999
"872","2013-07-08",25.139999
"873","2013-07-09",25.98
"874","2013-07-10",25.690001
"875","2013-07-11",25.690001
"876","2013-07-12",26.540001
"877","2013-07-15",26.540001
"878","2013-07-16",26.540001
"879","2013-07-17",26.870001
"880","2013-07-18",26.870001
"881","2013-07-19",26.870001
"882","2013-07-22",26.42
"883","2013-07-23",26.42
"884","2013-07-24",26.42
"885","2013-07-25",25.780001
"886","2013-07-26",25.780001
"887","2013-07-29",26.43
"888","2013-07-30",26.43
"889","2013-07-31",26.43
"890","2013-08-01",26.43
"891","2013-08-02",26.75
"892","2013-08-05",26.75
"893","2013-08-06",27.4
"894","2013-08-07",27.4
"895","2013-08-08",27.99
"896","2013-08-09",27.73
"897","2013-08-12",27.82
"898","2013-08-13",27.82
"899","2013-08-14",27.85
"900","2013-08-15",26.950001
"901","2013-08-16",26.959999
"902","2013-08-19",26.959999
"903","2013-08-20",26.719999
"904","2013-08-21",25.870001
"905","2013-08-22",25.92
"906","2013-08-23",25.43
"907","2013-08-26",25.620001
"908","2013-08-27",25.620001
"909","2013-08-28",25.049999
"910","2013-08-29",24.59
"911","2013-08-30",24.34
"912","2013-09-03",24.84
"913","2013-09-04",24.73
"914","2013-09-05",24.73
"915","2013-09-06",25.6
"916","2013-09-09",26.02
"917","2013-09-10",26.27
"918","2013-09-11",26.27
"919","2013-09-12",26.27
"920","2013-09-13",26.27
"921","2013-09-16",26.82
"922","2013-09-17",26.82
"923","2013-09-18",26.82
"924","2013-09-19",26.82
"925","2013-09-20",26.92
"926","2013-09-23",26.530001
"927","2013-09-24",25.83
"928","2013-09-25",25.83
"929","2013-09-26",25.83
"930","2013-09-27",26.610001
"931","2013-09-30",26.51
"932","2013-10-01",26.43
"933","2013-10-02",25.709999
"934","2013-10-03",25.879999
"935","2013-10-04",26.379999
"936","2013-10-07",25.809999
"937","2013-10-08",26.08
"938","2013-10-09",25.73
"939","2013-10-10",25.940001
"940","2013-10-11",26.959999
"941","2013-10-14",27.85
"942","2013-10-15",27.18
"943","2013-10-16",28.379999
"944","2013-10-17",28.51
"945","2013-10-18",29.799999
"946","2013-10-21",29.25
"947","2013-10-22",29.049999
"948","2013-10-23",28.540001
"949","2013-10-24",28.629999
"950","2013-10-25",28.200001
"951","2013-10-28",28.450001
"952","2013-10-29",27.85
"953","2013-10-30",28.459999
"954","2013-10-31",31.549999
"955","2013-11-01",31.299999
"956","2013-11-04",30.91
"957","2013-11-05",30.15
"958","2013-11-06",29.030001
"959","2013-11-07",29.25
"960","2013-11-08",29.25
"961","2013-11-11",29.25
"962","2013-11-12",29.139999
"963","2013-11-13",28.059999
"964","2013-11-14",28.82
"965","2013-11-15",28.190001
"966","2013-11-18",28.190001
"967","2013-11-19",28.01
"968","2013-11-20",27.59
"969","2013-11-21",26.75
"970","2013-11-22",26.98
"971","2013-11-25",27.639999
"972","2013-11-26",28.719999
"973","2013-11-27",28.059999
"974","2013-11-29",28
"975","2013-12-02",27.719999
