"","date","LSCC"
"460","2008-10-28",1.77
"461","2008-10-29",1.8
"462","2008-10-30",1.76
"463","2008-10-31",1.88
"464","2008-11-03",1.73
"465","2008-11-04",1.85
"466","2008-11-05",1.75
"467","2008-11-06",1.58
"468","2008-11-07",1.76
"469","2008-11-10",1.64
"470","2008-11-11",1.61
"471","2008-11-12",1.56
"472","2008-11-13",1.71
"473","2008-11-14",1.56
"474","2008-11-17",1.48
"475","2008-11-18",1.48
"476","2008-11-19",1.35
"477","2008-11-20",1.3
"478","2008-11-21",1.35
"479","2008-11-24",1.38
"480","2008-11-25",1.35
"481","2008-11-26",1.44
"482","2008-11-28",1.52
"483","2008-12-01",1.28
"484","2008-12-02",1.36
"485","2008-12-03",1.36
"486","2008-12-04",1.29
"487","2008-12-05",1.22
"488","2008-12-08",1.28
"489","2008-12-09",1.27
"490","2008-12-10",1.31
"491","2008-12-11",1.28
"492","2008-12-12",1.38
"493","2008-12-15",1.35
"494","2008-12-16",1.43
"495","2008-12-17",1.46
"496","2008-12-18",1.46
"497","2008-12-19",1.58
"498","2008-12-22",1.59
"499","2008-12-23",1.52
"500","2008-12-24",1.56
"501","2008-12-26",1.55
"502","2008-12-29",1.46
"503","2008-12-30",1.45
"504","2008-12-31",1.51
"505","2009-01-02",1.49
"506","2009-01-05",1.45
"507","2009-01-06",1.63
"508","2009-01-07",1.62
"509","2009-01-08",1.68
"510","2009-01-09",1.57
"511","2009-01-12",1.46
"512","2009-01-13",1.44
"513","2009-01-14",1.33
"514","2009-01-15",1.42
"515","2009-01-16",1.52
"516","2009-01-20",1.41
"517","2009-01-21",1.47
"518","2009-01-22",1.44
"519","2009-01-23",1.45
"520","2009-01-26",1.47
"521","2009-01-27",1.51
"522","2009-01-28",1.58
"523","2009-01-29",1.52
"524","2009-01-30",1.54
"525","2009-02-02",1.49
"526","2009-02-03",1.5
"527","2009-02-04",1.48
"528","2009-02-05",1.55
"529","2009-02-06",1.57
"530","2009-02-09",1.56
"531","2009-02-10",1.48
"532","2009-02-11",1.49
"533","2009-02-12",1.49
"534","2009-02-13",1.49
"535","2009-02-17",1.4
"536","2009-02-18",1.38
"537","2009-02-19",1.34
"538","2009-02-20",1.33
"539","2009-02-23",1.24
"540","2009-02-24",1.29
"541","2009-02-25",1.3
"542","2009-02-26",1.25
"543","2009-02-27",1.29
"544","2009-03-02",1.17
"545","2009-03-03",1.11
"546","2009-03-04",1.17
"547","2009-03-05",1.13
"548","2009-03-06",1.13
"549","2009-03-09",1.1
"550","2009-03-10",1.21
"551","2009-03-11",1.21
"552","2009-03-12",1.3
"553","2009-03-13",1.32
"554","2009-03-16",1.28
"555","2009-03-17",1.33
"556","2009-03-18",1.43
"557","2009-03-19",1.43
"558","2009-03-20",1.39
"559","2009-03-23",1.59
"560","2009-03-24",1.49
"561","2009-03-25",1.43
"562","2009-03-26",1.49
"563","2009-03-27",1.4
"564","2009-03-30",1.39
"565","2009-03-31",1.38
"566","2009-04-01",1.4
"567","2009-04-02",1.52
"568","2009-04-03",1.57
"569","2009-04-06",1.51
"570","2009-04-07",1.42
"571","2009-04-08",1.49
"572","2009-04-09",1.64
"573","2009-04-13",1.7
"574","2009-04-14",1.62
"575","2009-04-15",1.68
"576","2009-04-16",1.77
"577","2009-04-17",1.79
"578","2009-04-20",1.7
"579","2009-04-21",1.78
"580","2009-04-22",1.78
"581","2009-04-23",1.68
"582","2009-04-24",1.7
"583","2009-04-27",1.7
"584","2009-04-28",1.72
"585","2009-04-29",1.78
"586","2009-04-30",1.74
"587","2009-05-01",1.73
"588","2009-05-04",1.8
"589","2009-05-05",1.72
"590","2009-05-06",1.79
"591","2009-05-07",1.73
"592","2009-05-08",1.8
"593","2009-05-11",1.81
"594","2009-05-12",1.73
"595","2009-05-13",1.58
"596","2009-05-14",1.68
"597","2009-05-15",1.67
"598","2009-05-18",1.77
"599","2009-05-19",1.75
"600","2009-05-20",1.71
"601","2009-05-21",1.66
"602","2009-05-22",1.68
"603","2009-05-26",1.77
"604","2009-05-27",1.81
"605","2009-05-28",1.87
"606","2009-05-29",1.98
"607","2009-06-01",2
"608","2009-06-02",2.08
"609","2009-06-03",2.04
"610","2009-06-04",2.07
"611","2009-06-05",2.04
"612","2009-06-08",2.03
"613","2009-06-09",2.06
"614","2009-06-10",2.08
"615","2009-06-11",2.09
"616","2009-06-12",2.06
"617","2009-06-15",2.04
"618","2009-06-16",1.95
"619","2009-06-17",1.97
"620","2009-06-18",1.95
"621","2009-06-19",1.88
"622","2009-06-22",1.79
"623","2009-06-23",1.79
"624","2009-06-24",1.79
"625","2009-06-25",1.83
"626","2009-06-26",2
"627","2009-06-29",1.86
"628","2009-06-30",1.88
"629","2009-07-01",1.89
"630","2009-07-02",1.76
"631","2009-07-06",1.78
"632","2009-07-07",1.69
"633","2009-07-08",1.7
"634","2009-07-09",1.8
"635","2009-07-10",1.8
"636","2009-07-13",1.84
"637","2009-07-14",1.86
"638","2009-07-15",1.97
"639","2009-07-16",1.98
"640","2009-07-17",1.95
"641","2009-07-20",1.96
"642","2009-07-21",1.96
"643","2009-07-22",2
"644","2009-07-23",2.14
"645","2009-07-24",2.12
"646","2009-07-27",2.06
"647","2009-07-28",2.08
"648","2009-07-29",2.12
"649","2009-07-30",2.13
"650","2009-07-31",2.21
"651","2009-08-03",2.22
"652","2009-08-04",2.29
"653","2009-08-05",2.19
"654","2009-08-06",2.22
"655","2009-08-07",2.23
"656","2009-08-10",2.3
"657","2009-08-11",2.21
"658","2009-08-12",2.27
"659","2009-08-13",2.27
"660","2009-08-14",2.26
"661","2009-08-17",2.28
"662","2009-08-18",2.33
"663","2009-08-19",2.43
"664","2009-08-20",2.43
"665","2009-08-21",2.46
"666","2009-08-24",2.49
"667","2009-08-25",2.53
"668","2009-08-26",2.55
"669","2009-08-27",2.53
"670","2009-08-28",2.49
"671","2009-08-31",2.46
"672","2009-09-01",2.34
"673","2009-09-02",2.37
"674","2009-09-03",2.41
"675","2009-09-04",2.46
"676","2009-09-08",2.49
"677","2009-09-09",2.54
"678","2009-09-10",2.57
"679","2009-09-11",2.58
"680","2009-09-14",2.64
"681","2009-09-15",2.59
"682","2009-09-16",2.6
"683","2009-09-17",2.56
"684","2009-09-18",2.59
"685","2009-09-21",2.57
"686","2009-09-22",2.55
"687","2009-09-23",2.51
"688","2009-09-24",2.39
"689","2009-09-25",2.3
"690","2009-09-28",2.23
"691","2009-09-29",2.25
"692","2009-09-30",2.25
"693","2009-10-01",2.14
"694","2009-10-02",2.18
"695","2009-10-05",2.24
"696","2009-10-06",2.24
"697","2009-10-07",2.26
"698","2009-10-08",2.25
"699","2009-10-09",2.26
"700","2009-10-12",2.3
"701","2009-10-13",2.27
"702","2009-10-14",2.26
"703","2009-10-15",2.28
"704","2009-10-16",2.2
"705","2009-10-19",2.22
"706","2009-10-20",2.19
"707","2009-10-21",2.14
"708","2009-10-22",2.14
"709","2009-10-23",2.16
"710","2009-10-26",2.08
"711","2009-10-27",2.04
"712","2009-10-28",1.95
"713","2009-10-29",2
"714","2009-10-30",1.91
"715","2009-11-02",1.93
"716","2009-11-03",1.98
"717","2009-11-04",1.97
"718","2009-11-05",2
"719","2009-11-06",2.01
"720","2009-11-09",2.07
"721","2009-11-10",2.05
"722","2009-11-11",2.12
"723","2009-11-12",2.19
"724","2009-11-13",2.2
"725","2009-11-16",2.18
"726","2009-11-17",2.17
"727","2009-11-18",2.24
"728","2009-11-19",2.15
"729","2009-11-20",2.22
"730","2009-11-23",2.3
"731","2009-11-24",2.27
"732","2009-11-25",2.24
"733","2009-11-27",2.17
"734","2009-11-30",2.19
"735","2009-12-01",2.32
"736","2009-12-02",2.36
"737","2009-12-03",2.31
"738","2009-12-04",2.64
"739","2009-12-07",2.65
"740","2009-12-08",2.73
"741","2009-12-09",2.66
"742","2009-12-10",2.59
"743","2009-12-11",2.57
"744","2009-12-14",2.64
"745","2009-12-15",2.66
"746","2009-12-16",2.8
"747","2009-12-17",2.73
"748","2009-12-18",2.78
"749","2009-12-21",2.84
"750","2009-12-22",2.87
"751","2009-12-23",2.8
"752","2009-12-24",2.79
"753","2009-12-28",2.71
"754","2009-12-29",2.71
"755","2009-12-30",2.71
"756","2009-12-31",2.7
"757","2010-01-04",2.83
"758","2010-01-05",2.75
"759","2010-01-06",2.67
"760","2010-01-07",2.7
"761","2010-01-08",2.76
"762","2010-01-11",2.71
"763","2010-01-12",2.63
"764","2010-01-13",2.68
"765","2010-01-14",2.71
"766","2010-01-15",2.6
"767","2010-01-19",2.64
"768","2010-01-20",2.54
"769","2010-01-21",2.52
"770","2010-01-22",2.47
"771","2010-01-25",2.46
"772","2010-01-26",2.58
"773","2010-01-27",2.69
"774","2010-01-28",2.66
"775","2010-01-29",2.59
"776","2010-02-01",2.67
"777","2010-02-02",2.73
"778","2010-02-03",2.72
"779","2010-02-04",2.49
"780","2010-02-05",2.49
"781","2010-02-08",2.42
"782","2010-02-09",2.47
"783","2010-02-10",2.64
"784","2010-02-11",2.79
"785","2010-02-12",2.75
"786","2010-02-16",2.83
"787","2010-02-17",2.9
"788","2010-02-18",2.94
"789","2010-02-19",2.9
"790","2010-02-22",2.89
"791","2010-02-23",2.8
"792","2010-02-24",2.84
"793","2010-02-25",2.9
"794","2010-02-26",2.87
"795","2010-03-01",2.98
"796","2010-03-02",3.08
"797","2010-03-03",3.4
"798","2010-03-04",3.58
"799","2010-03-05",3.5
"800","2010-03-08",3.51
"801","2010-03-09",3.5
"802","2010-03-10",3.48
"803","2010-03-11",3.57
"804","2010-03-12",3.49
"805","2010-03-15",3.48
"806","2010-03-16",3.43
"807","2010-03-17",3.51
"808","2010-03-18",3.57
"809","2010-03-19",3.56
"810","2010-03-22",3.63
"811","2010-03-23",3.72
"812","2010-03-24",3.67
"813","2010-03-25",3.52
"814","2010-03-26",3.65
"815","2010-03-29",3.75
"816","2010-03-30",3.67
"817","2010-03-31",3.67
"818","2010-04-01",3.69
"819","2010-04-05",3.84
"820","2010-04-06",3.89
"821","2010-04-07",3.99
"822","2010-04-08",3.98
"823","2010-04-09",3.97
"824","2010-04-12",4.09
"825","2010-04-13",4.12
"826","2010-04-14",4.39
"827","2010-04-15",4.36
"828","2010-04-16",4.39
"829","2010-04-19",4.33
"830","2010-04-20",4.46
"831","2010-04-21",4.29
"832","2010-04-22",4.55
"833","2010-04-23",5.19
"834","2010-04-26",5.72
"835","2010-04-27",5.63
"836","2010-04-28",5.75
"837","2010-04-29",5.69
"838","2010-04-30",5.26
"839","2010-05-03",5.54
"840","2010-05-04",5.28
"841","2010-05-05",5.29
"842","2010-05-06",5.06
"843","2010-05-07",4.73
"844","2010-05-10",5.29
"845","2010-05-11",5.13
"846","2010-05-12",5.22
"847","2010-05-13",5.01
"848","2010-05-14",5.07
"849","2010-05-17",5.05
"850","2010-05-18",4.79
"851","2010-05-19",4.91
"852","2010-05-20",4.57
"853","2010-05-21",4.65
"854","2010-05-24",4.8
"855","2010-05-25",4.7
"856","2010-05-26",4.82
"857","2010-05-27",5.12
"858","2010-05-28",4.96
"859","2010-06-01",4.75
"860","2010-06-02",5.01
"861","2010-06-03",4.98
"862","2010-06-04",4.6
"863","2010-06-07",4.11
"864","2010-06-08",4.17
"865","2010-06-09",4.19
"866","2010-06-10",4.49
"867","2010-06-11",4.5
"868","2010-06-14",4.66
"869","2010-06-15",4.86
"870","2010-06-16",5
"871","2010-06-17",5.01
"872","2010-06-18",5.12
"873","2010-06-21",4.94
"874","2010-06-22",4.77
"875","2010-06-23",4.72
"876","2010-06-24",4.6
"877","2010-06-25",4.74
"878","2010-06-28",4.77
"879","2010-06-29",4.43
"880","2010-06-30",4.34
"881","2010-07-01",4.33
"882","2010-07-02",4.3
"883","2010-07-06",4.36
"884","2010-07-07",4.64
"885","2010-07-08",4.61
"886","2010-07-09",5.26
"887","2010-07-12",5.15
"888","2010-07-13",5.45
"889","2010-07-14",5.51
"890","2010-07-15",5.52
"891","2010-07-16",5.12
"892","2010-07-19",5.46
"893","2010-07-20",5.37
"894","2010-07-21",5.22
"895","2010-07-22",5.58
"896","2010-07-23",5.83
"897","2010-07-26",5.99
"898","2010-07-27",5.77
"899","2010-07-28",5.59
"900","2010-07-29",5.51
"901","2010-07-30",5.56
"902","2010-08-02",5.62
"903","2010-08-03",5.5
"904","2010-08-04",5.47
"905","2010-08-05",5.34
"906","2010-08-06",5.44
"907","2010-08-09",5.1
"908","2010-08-10",4.99
"909","2010-08-11",4.76
"910","2010-08-12",4.46
"911","2010-08-13",4.37
"912","2010-08-16",4.63
"913","2010-08-17",4.64
"914","2010-08-18",4.69
"915","2010-08-19",4.55
"916","2010-08-20",4.52
"917","2010-08-23",4.37
"918","2010-08-24",4.28
"919","2010-08-25",4.54
"920","2010-08-26",4.39
"921","2010-08-27",4.46
"922","2010-08-30",4.25
"923","2010-08-31",4.14
"924","2010-09-01",4.44
"925","2010-09-02",4.48
"926","2010-09-03",4.69
"927","2010-09-07",4.39
"928","2010-09-08",4.72
"929","2010-09-09",4.67
"930","2010-09-10",4.14
"931","2010-09-13",4.42
"932","2010-09-14",4.52
"933","2010-09-15",4.42
"934","2010-09-16",4.39
"935","2010-09-17",4.49
"936","2010-09-20",4.51
"937","2010-09-21",4.43
"938","2010-09-22",4.24
"939","2010-09-23",4.17
"940","2010-09-24",4.53
"941","2010-09-27",4.62
"942","2010-09-28",4.82
"943","2010-09-29",4.79
"944","2010-09-30",4.75
"945","2010-10-01",4.98
"946","2010-10-04",5.13
"947","2010-10-05",5.15
"948","2010-10-06",5
"949","2010-10-07",4.93
"950","2010-10-08",4.74
"951","2010-10-11",4.92
"952","2010-10-12",4.93
"953","2010-10-13",4.91
"954","2010-10-14",4.7
"955","2010-10-15",4.89
"956","2010-10-18",5.11
"957","2010-10-19",4.86
"958","2010-10-20",4.9
"959","2010-10-21",4.46
"960","2010-10-22",4.55
"961","2010-10-25",4.65
"962","2010-10-26",4.6
"963","2010-10-27",4.74
"964","2010-10-28",4.78
"965","2010-10-29",4.86
"966","2010-11-01",4.79
"967","2010-11-02",4.88
"968","2010-11-03",4.87
"969","2010-11-04",4.98
"970","2010-11-05",4.94
"971","2010-11-08",4.86
"972","2010-11-09",4.73
"973","2010-11-10",4.62
"974","2010-11-11",4.51
"975","2010-11-12",4.49
"976","2010-11-15",4.41
"977","2010-11-16",4.37
"978","2010-11-17",4.41
"979","2010-11-18",4.41
"980","2010-11-19",4.56
"981","2010-11-22",4.57
"982","2010-11-23",4.6
"983","2010-11-24",4.65
"984","2010-11-26",4.59
"985","2010-11-29",4.46
"986","2010-11-30",4.45
"987","2010-12-01",4.91
"988","2010-12-02",5
"989","2010-12-03",5.01
"990","2010-12-06",5.22
"991","2010-12-07",5.43
"992","2010-12-08",5.46
"993","2010-12-09",5.57
"994","2010-12-10",5.66
"995","2010-12-13",5.44
"996","2010-12-14",5.25
"997","2010-12-15",5.11
"998","2010-12-16",5.4
"999","2010-12-17",5.56
"1000","2010-12-20",5.75
