"","date","HIL"
"427","2008-09-11",15.49
"428","2008-09-12",15.81
"429","2008-09-15",14.95
"430","2008-09-16",14.1
"431","2008-09-17",13.53
"432","2008-09-18",15.08
"433","2008-09-19",15.51
"434","2008-09-22",14.9
"435","2008-09-23",14.82
"436","2008-09-24",14.26
"437","2008-09-25",15.28
"438","2008-09-26",14.79
"439","2008-09-29",13.87
"440","2008-09-30",13.85
"441","2008-10-01",13.32
"442","2008-10-02",12.65
"443","2008-10-03",11.46
"444","2008-10-06",10.76
"445","2008-10-07",9.9
"446","2008-10-08",9.87
"447","2008-10-09",9.19
"448","2008-10-10",8.88
"449","2008-10-13",10.25
"450","2008-10-14",10.36
"451","2008-10-15",9.44
"452","2008-10-16",9.57
"453","2008-10-17",10.07
"454","2008-10-20",10.17
"455","2008-10-21",9.66
"456","2008-10-22",8.9
"457","2008-10-23",8.43
"458","2008-10-24",8.14
"459","2008-10-27",7.36
"460","2008-10-28",6.49
"461","2008-10-29",7.2
"462","2008-10-30",6.14
"463","2008-10-31",6.28
"464","2008-11-03",6.42
"465","2008-11-04",6.96
"466","2008-11-05",6.32
"467","2008-11-06",4.56
"468","2008-11-07",3.99
"469","2008-11-10",4.5
"470","2008-11-11",4.96
"471","2008-11-12",4.76
"472","2008-11-13",5.32
"473","2008-11-14",4.91
"474","2008-11-17",4.87
"475","2008-11-18",5.2
"476","2008-11-19",4.67
"477","2008-11-20",4.15
"478","2008-11-21",3.83
"479","2008-11-24",4.42
"480","2008-11-25",4.61
"481","2008-11-26",5.63
"482","2008-11-28",5.5
"483","2008-12-01",5.21
"484","2008-12-02",5.38
"485","2008-12-03",5.66
"486","2008-12-04",5.43
"487","2008-12-05",6.39
"488","2008-12-08",6.56
"489","2008-12-09",6.15
"490","2008-12-10",6.26
"491","2008-12-11",6.1
"492","2008-12-12",6.22
"493","2008-12-15",6.06
"494","2008-12-16",6.4
"495","2008-12-17",6.67
"496","2008-12-18",6.34
"497","2008-12-19",6.74
"498","2008-12-22",6.26
"499","2008-12-23",5.77
"500","2008-12-24",6.13
"501","2008-12-26",6.28
"502","2008-12-29",6.05
"503","2008-12-30",6.22
"504","2008-12-31",7.04
"505","2009-01-02",7.17
"506","2009-01-05",7.94
"507","2009-01-06",8.23
"508","2009-01-07",7.62
"509","2009-01-08",8
"510","2009-01-09",7.79
"511","2009-01-12",7.05
"512","2009-01-13",6.88
"513","2009-01-14",6.23
"514","2009-01-15",6.54
"515","2009-01-16",6.39
"516","2009-01-20",5.67
"517","2009-01-21",5.95
"518","2009-01-22",5.75
"519","2009-01-23",5.63
"520","2009-01-26",5.71
"521","2009-01-27",5.84
"522","2009-01-28",6.14
"523","2009-01-29",5.52
"524","2009-01-30",5.5
"525","2009-02-02",5.68
"526","2009-02-03",5.56
"527","2009-02-04",5.39
"528","2009-02-05",5.24
"529","2009-02-06",5.42
"530","2009-02-09",6.03
"531","2009-02-10",5.35
"532","2009-02-11",5.4
"533","2009-02-12",5.09
"534","2009-02-13",4.9
"535","2009-02-17",4.19
"536","2009-02-18",3.77
"537","2009-02-19",3.75
"538","2009-02-20",3.4
"539","2009-02-23",3.21
"540","2009-02-24",3.2
"541","2009-02-25",3.1
"542","2009-02-26",3.21
"543","2009-02-27",3.1
"544","2009-03-02",2.75
"545","2009-03-03",2.55
"546","2009-03-04",2.98
"547","2009-03-05",2.59
"548","2009-03-06",2.57
"549","2009-03-09",2.45
"550","2009-03-10",2.35
"551","2009-03-11",2.82
"552","2009-03-12",3.07
"553","2009-03-13",3.13
"554","2009-03-16",3.14
"555","2009-03-17",3.19
"556","2009-03-18",3.07
"557","2009-03-19",3.03
"558","2009-03-20",2.64
"559","2009-03-23",2.69
"560","2009-03-24",2.8
"561","2009-03-25",2.87
"562","2009-03-26",3.12
"563","2009-03-27",2.86
"564","2009-03-30",2.89
"565","2009-03-31",3.04
"566","2009-04-01",3.3
"567","2009-04-02",3.07
"568","2009-04-03",3.16
"569","2009-04-06",3.11
"570","2009-04-07",3
"571","2009-04-08",3.17
"572","2009-04-09",3.35
"573","2009-04-13",3.36
"574","2009-04-14",3.14
"575","2009-04-15",3.22
"576","2009-04-16",3.38
"577","2009-04-17",3.23
"578","2009-04-20",2.98
"579","2009-04-21",3.39
"580","2009-04-22",3.87
"581","2009-04-23",3.62
"582","2009-04-24",3.93
"583","2009-04-27",3.8
"584","2009-04-28",3.89
"585","2009-04-29",4.01
"586","2009-04-30",4.04
"587","2009-05-01",4.27
"588","2009-05-04",4.4
"589","2009-05-05",4.37
"590","2009-05-06",4.38
"591","2009-05-07",4.07
"592","2009-05-08",4.15
"593","2009-05-11",3.97
"594","2009-05-12",4.13
"595","2009-05-13",4.1
"596","2009-05-14",4.14
"597","2009-05-15",4.18
"598","2009-05-18",4.37
"599","2009-05-19",4.3
"600","2009-05-20",4.25
"601","2009-05-21",4.05
"602","2009-05-22",4
"603","2009-05-26",4.23
"604","2009-05-27",4.15
"605","2009-05-28",4.04
"606","2009-05-29",4.06
"607","2009-06-01",4.31
"608","2009-06-02",4.42
"609","2009-06-03",4.14
"610","2009-06-04",4.16
"611","2009-06-05",4.26
"612","2009-06-08",4.2
"613","2009-06-09",4.05
"614","2009-06-10",4.12
"615","2009-06-11",4.43
"616","2009-06-12",4.39
"617","2009-06-15",4.12
"618","2009-06-16",4.07
"619","2009-06-17",4.13
"620","2009-06-18",4.11
"621","2009-06-19",4.11
"622","2009-06-22",3.94
"623","2009-06-23",3.75
"624","2009-06-24",3.81
"625","2009-06-25",3.77
"626","2009-06-26",4.14
"627","2009-06-29",4.06
"628","2009-06-30",4.3
"629","2009-07-01",4.46
"630","2009-07-02",4.28
"631","2009-07-06",4.22
"632","2009-07-07",4.15
"633","2009-07-08",3.95
"634","2009-07-09",4.02
"635","2009-07-10",3.96
"636","2009-07-13",4.1
"637","2009-07-14",4.08
"638","2009-07-15",4.3
"639","2009-07-16",4.31
"640","2009-07-17",4.18
"641","2009-07-20",4.4
"642","2009-07-21",4.44
"643","2009-07-22",4.39
"644","2009-07-23",4.65
"645","2009-07-24",4.68
"646","2009-07-27",4.86
"647","2009-07-28",4.69
"648","2009-07-29",4.5
"649","2009-07-30",4.79
"650","2009-07-31",4.66
"651","2009-08-03",4.65
"652","2009-08-04",4.92
"653","2009-08-05",6.15
"654","2009-08-06",6.22
"655","2009-08-07",6.08
"656","2009-08-10",6.5
"657","2009-08-11",6.42
"658","2009-08-12",6.46
"659","2009-08-13",6.47
"660","2009-08-14",6.32
"661","2009-08-17",6.08
"662","2009-08-18",6.41
"663","2009-08-19",6.43
"664","2009-08-20",6.63
"665","2009-08-21",6.82
"666","2009-08-24",6.59
"667","2009-08-25",6.61
"668","2009-08-26",6.52
"669","2009-08-27",6.31
"670","2009-08-28",6.19
"671","2009-08-31",5.94
"672","2009-09-01",5.81
"673","2009-09-02",5.95
"674","2009-09-03",6
"675","2009-09-04",6
"676","2009-09-08",5.86
"677","2009-09-09",6.13
"678","2009-09-10",6.51
"679","2009-09-11",6.59
"680","2009-09-14",6.55
"681","2009-09-15",6.64
"682","2009-09-16",6.88
"683","2009-09-17",6.93
"684","2009-09-18",7.41
"685","2009-09-21",7.48
"686","2009-09-22",7.65
"687","2009-09-23",8.01
"688","2009-09-24",7.45
"689","2009-09-25",7.44
"690","2009-09-28",7.52
"691","2009-09-29",7.33
"692","2009-09-30",7.1
"693","2009-10-01",6.96
"694","2009-10-02",6.83
"695","2009-10-05",7.16
"696","2009-10-06",7.56
"697","2009-10-07",7.61
"698","2009-10-08",7.67
"699","2009-10-09",7.8
"700","2009-10-12",7.78
"701","2009-10-13",7.7
"702","2009-10-14",7.76
"703","2009-10-15",7.53
"704","2009-10-16",7.5
"705","2009-10-19",7.66
"706","2009-10-20",7.56
"707","2009-10-21",7.37
"708","2009-10-22",7.51
"709","2009-10-23",7.25
"710","2009-10-26",7.14
"711","2009-10-27",7.61
"712","2009-10-28",7.22
"713","2009-10-29",7.19
"714","2009-10-30",6.72
"715","2009-11-02",6.6
"716","2009-11-03",6.61
"717","2009-11-04",6.73
"718","2009-11-05",7.28
"719","2009-11-06",7.19
"720","2009-11-09",7.06
"721","2009-11-10",6.68
"722","2009-11-11",6.81
"723","2009-11-12",6.41
"724","2009-11-13",6.85
"725","2009-11-16",7.11
"726","2009-11-17",7.11
"727","2009-11-18",6.95
"728","2009-11-19",6.69
"729","2009-11-20",6.77
"730","2009-11-23",6.92
"731","2009-11-24",6.77
"732","2009-11-25",6.7
"733","2009-11-27",6.1
"734","2009-11-30",6.11
"735","2009-12-01",6.31
"736","2009-12-02",6.43
"737","2009-12-03",6.34
"738","2009-12-04",6.66
"739","2009-12-07",6.43
"740","2009-12-08",6.23
"741","2009-12-09",6.41
"742","2009-12-10",6.29
"743","2009-12-11",6.39
"744","2009-12-14",6.51
"745","2009-12-15",6.43
"746","2009-12-16",6.7
"747","2009-12-17",6.56
"748","2009-12-18",6.49
"749","2009-12-21",6.78
"750","2009-12-22",6.72
"751","2009-12-23",6.58
"752","2009-12-24",6.67
"753","2009-12-28",6.32
"754","2009-12-29",6.3
"755","2009-12-30",6.25
"756","2009-12-31",6.24
"757","2010-01-04",6.38
"758","2010-01-05",6.56
"759","2010-01-06",6.38
"760","2010-01-07",6.41
"761","2010-01-08",6.34
"762","2010-01-11",6.44
"763","2010-01-12",6.25
"764","2010-01-13",6.14
"765","2010-01-14",6.2
"766","2010-01-15",6.18
"767","2010-01-19",6.2
"768","2010-01-20",5.93
"769","2010-01-21",5.53
"770","2010-01-22",5.45
"771","2010-01-25",5.31
"772","2010-01-26",5.15
"773","2010-01-27",5.39
"774","2010-01-28",5.53
"775","2010-01-29",5.9
"776","2010-02-01",5.57
"777","2010-02-02",5.5
"778","2010-02-03",5.52
"779","2010-02-04",5.41
"780","2010-02-05",5.31
"781","2010-02-08",5.18
"782","2010-02-09",5.38
"783","2010-02-10",5.39
"784","2010-02-11",5.37
"785","2010-02-12",5.36
"786","2010-02-16",5.28
"787","2010-02-17",5.19
"788","2010-02-18",5.15
"789","2010-02-19",4.85
"790","2010-02-22",4.99
"791","2010-02-23",5.14
"792","2010-02-24",5.19
"793","2010-02-25",5.18
"794","2010-02-26",5.27
"795","2010-03-01",5.34
"796","2010-03-02",5.49
"797","2010-03-03",5.42
"798","2010-03-04",5.3
"799","2010-03-05",5.59
"800","2010-03-08",5.86
"801","2010-03-09",6.02
"802","2010-03-10",6.11
"803","2010-03-11",6.02
"804","2010-03-12",6.05
"805","2010-03-15",6.05
"806","2010-03-16",6.02
"807","2010-03-17",5.92
"808","2010-03-18",5.91
"809","2010-03-19",6.04
"810","2010-03-22",6
"811","2010-03-23",5.97
"812","2010-03-24",5.86
"813","2010-03-25",5.77
"814","2010-03-26",5.79
"815","2010-03-29",5.5
"816","2010-03-30",5.68
"817","2010-03-31",5.83
"818","2010-04-01",5.92
"819","2010-04-05",6.05
"820","2010-04-06",6.02
"821","2010-04-07",5.96
"822","2010-04-08",5.98
"823","2010-04-09",5.99
"824","2010-04-12",5.98
"825","2010-04-13",6
"826","2010-04-14",6
"827","2010-04-15",5.97
"828","2010-04-16",5.84
"829","2010-04-19",5.73
"830","2010-04-20",6
"831","2010-04-21",6
"832","2010-04-22",6.01
"833","2010-04-23",6.01
"834","2010-04-26",6.21
"835","2010-04-27",6.56
"836","2010-04-28",6.58
"837","2010-04-29",6.7
"838","2010-04-30",6.42
"839","2010-05-03",6.57
"840","2010-05-04",6.39
"841","2010-05-05",6.25
"842","2010-05-06",4.64
"843","2010-05-07",4.39
"844","2010-05-10",4.45
"845","2010-05-11",4.41
"846","2010-05-12",4.48
"847","2010-05-13",4.49
"848","2010-05-14",4.39
"849","2010-05-17",4.31
"850","2010-05-18",4.42
"851","2010-05-19",4.36
"852","2010-05-20",4.05
"853","2010-05-21",4.11
"854","2010-05-24",4.22
"855","2010-05-25",4.2
"856","2010-05-26",4.41
"857","2010-05-27",4.48
"858","2010-05-28",4.72
"859","2010-06-01",4.35
"860","2010-06-02",4.57
"861","2010-06-03",4.57
"862","2010-06-04",4.25
"863","2010-06-07",4.06
"864","2010-06-08",3.94
"865","2010-06-09",4.05
"866","2010-06-10",4.38
"867","2010-06-11",4.75
"868","2010-06-14",4.43
"869","2010-06-15",4.48
"870","2010-06-16",4.48
"871","2010-06-17",4.5
"872","2010-06-18",4.41
"873","2010-06-21",4.41
"874","2010-06-22",4.3
"875","2010-06-23",4.34
"876","2010-06-24",4.42
"877","2010-06-25",4.29
"878","2010-06-28",4.25
"879","2010-06-29",4.01
"880","2010-06-30",4.06
"881","2010-07-01",4.27
"882","2010-07-02",4.21
"883","2010-07-06",4.01
"884","2010-07-07",4.14
"885","2010-07-08",4.2
"886","2010-07-09",4.4
"887","2010-07-12",4.28
"888","2010-07-13",4.54
"889","2010-07-14",4.51
"890","2010-07-15",4.48
"891","2010-07-16",4.24
"892","2010-07-19",4.37
"893","2010-07-20",4.47
"894","2010-07-21",4.42
"895","2010-07-22",4.65
"896","2010-07-23",4.85
"897","2010-07-26",5.1
"898","2010-07-27",5
"899","2010-07-28",4.65
"900","2010-07-29",4.82
"901","2010-07-30",4.6
"902","2010-08-02",4.51
"903","2010-08-03",4.52
"904","2010-08-04",4.56
"905","2010-08-05",4.65
"906","2010-08-06",4.48
"907","2010-08-09",4.35
"908","2010-08-10",4.15
"909","2010-08-11",3.97
"910","2010-08-12",4.02
"911","2010-08-13",3.91
"912","2010-08-16",4.05
"913","2010-08-17",4.14
"914","2010-08-18",4.29
"915","2010-08-19",4
"916","2010-08-20",3.83
"917","2010-08-23",3.78
"918","2010-08-24",3.77
"919","2010-08-25",3.72
"920","2010-08-26",3.6
"921","2010-08-27",3.91
"922","2010-08-30",3.87
"923","2010-08-31",3.83
"924","2010-09-01",4.1
"925","2010-09-02",4.12
"926","2010-09-03",4.25
"927","2010-09-07",4.15
"928","2010-09-08",4.15
"929","2010-09-09",4.21
"930","2010-09-10",4.42
"931","2010-09-13",4.56
"932","2010-09-14",4.54
"933","2010-09-15",4.65
"934","2010-09-16",4.67
"935","2010-09-17",4.79
"936","2010-09-20",4.89
"937","2010-09-21",4.66
"938","2010-09-22",4.67
"939","2010-09-23",4.45
"940","2010-09-24",4.55
"941","2010-09-27",4.43
"942","2010-09-28",4.56
"943","2010-09-29",4.5
"944","2010-09-30",4.48
"945","2010-10-01",4.44
"946","2010-10-04",4.39
"947","2010-10-05",4.51
"948","2010-10-06",4.48
"949","2010-10-07",4.65
"950","2010-10-08",4.85
"951","2010-10-11",4.84
"952","2010-10-12",4.68
"953","2010-10-13",4.91
"954","2010-10-14",5.06
"955","2010-10-15",5.12
"956","2010-10-18",5.38
"957","2010-10-19",5.12
"958","2010-10-20",5.52
"959","2010-10-21",5.2
"960","2010-10-22",5.35
"961","2010-10-25",5.4
"962","2010-10-26",5.62
"963","2010-10-27",5.45
"964","2010-10-28",5.68
"965","2010-10-29",5.37
"966","2010-11-01",5.4
"967","2010-11-02",5.39
"968","2010-11-03",5.24
"969","2010-11-04",5.9
"970","2010-11-05",5.77
"971","2010-11-08",5.49
"972","2010-11-09",5.55
"973","2010-11-10",5.61
"974","2010-11-11",5.39
"975","2010-11-12",5.36
"976","2010-11-15",5.46
"977","2010-11-16",5.29
"978","2010-11-17",5.47
"979","2010-11-18",5.67
"980","2010-11-19",5.55
"981","2010-11-22",5.47
"982","2010-11-23",5.29
"983","2010-11-24",5.43
"984","2010-11-26",5.41
"985","2010-11-29",5.3
"986","2010-11-30",5.18
"987","2010-12-01",5.11
"988","2010-12-02",5.39
"989","2010-12-03",5.43
"990","2010-12-06",5.72
"991","2010-12-07",5.86
"992","2010-12-08",5.89
"993","2010-12-09",5.98
"994","2010-12-10",5.94
"995","2010-12-13",5.96
"996","2010-12-14",5.98
"997","2010-12-15",5.98
"998","2010-12-16",5.95
"999","2010-12-17",5.95
"1000","2010-12-20",6.09
