"","date","HCACU"
"1","2019-03-01",10.02
"2","2019-03-04",10.04
"3","2019-03-05",10.04
"4","2019-03-06",10.04
"5","2019-03-07",10.04
"6","2019-03-08",10.03
"7","2019-03-11",10.07
"8","2019-03-12",10.059
"9","2019-03-13",10.06
"10","2019-03-14",10.03
"11","2019-03-15",10.06
"12","2019-03-18",10.08
"13","2019-03-19",10.08
"14","2019-03-20",10.08
"15","2019-03-21",10.1
"16","2019-03-22",10.06
"17","2019-03-25",10.0843
"18","2019-03-26",10.07
"19","2019-03-27",10.1
"20","2019-03-28",10.08
"21","2019-03-29",10.08
"22","2019-04-01",10.1
"23","2019-04-02",10.12
"24","2019-04-03",10.12
"25","2019-04-04",10.13
"26","2019-04-05",10.13
"27","2019-04-08",10.13
"28","2019-04-09",10.18
"29","2019-04-10",10.16
"30","2019-04-11",10.15
"31","2019-04-12",10.15
"32","2019-04-15",10.15
"33","2019-04-16",10.2
"34","2019-04-17",10.23
"35","2019-04-18",10.18
"36","2019-04-22",10.19
"37","2019-04-23",10.2
"38","2019-04-24",10.25
"39","2019-04-25",10.27
"40","2019-04-26",10.27
"41","2019-04-29",10.27
"42","2019-04-30",10.27
"43","2019-05-01",10.26
"44","2019-05-02",10.25
"45","2019-05-03",10.25
"46","2019-05-06",10.26
"47","2019-05-07",10.24
"48","2019-05-08",10.24
"49","2019-05-09",10.25
"50","2019-05-10",10.23
"51","2019-05-13",10.2
"52","2019-05-14",10.2
"53","2019-05-15",10.22
"54","2019-05-16",10.26
"55","2019-05-17",10.24
"56","2019-05-20",10.24
"57","2019-05-21",10.24
"58","2019-05-22",10.2425
"59","2019-05-23",10.26
"60","2019-05-24",10.28
"61","2019-05-28",10.29
"62","2019-05-29",10.3
"63","2019-05-30",10.32
"64","2019-05-31",10.32
"65","2019-06-03",10.32
"66","2019-06-04",10.32
"67","2019-06-05",10.31
"68","2019-06-06",10.3
"69","2019-06-07",10.28
"70","2019-06-10",10.32
"71","2019-06-11",10.3351
"72","2019-06-12",10.3351
"73","2019-06-13",10.3351
"74","2019-06-14",10.3351
"75","2019-06-17",10.3
"76","2019-06-18",10.3
"77","2019-06-19",10.3
"78","2019-06-20",10.33
"79","2019-06-21",10.3
"80","2019-06-24",10.35
"81","2019-06-25",10.35
"82","2019-06-26",10.4
"83","2019-06-27",10.4
"84","2019-06-28",10.4
"85","2019-07-01",10.4
"86","2019-07-02",10.4
"87","2019-07-03",10.44
"88","2019-07-05",10.44
"89","2019-07-08",10.44
"90","2019-07-09",10.44
"91","2019-07-10",10.44
"92","2019-07-11",10.44
"93","2019-07-12",10.5
"94","2019-07-15",10.5
"95","2019-07-16",10.5
"96","2019-07-17",10.49
"97","2019-07-18",10.49
"98","2019-07-19",10.49
"99","2019-07-22",10.49
"100","2019-07-23",10.35
"101","2019-07-24",10.45
"102","2019-07-25",10.46
"103","2019-07-26",10.5
"104","2019-07-29",10.45
"105","2019-07-30",10.45
"106","2019-07-31",10.51
"107","2019-08-01",10.55
"108","2019-08-02",10.58
"109","2019-08-05",10.52
"110","2019-08-06",10.55
"111","2019-08-07",10.52
"112","2019-08-08",10.52
"113","2019-08-09",10.52
"114","2019-08-12",10.52
"115","2019-08-13",10.52
"116","2019-08-14",10.52
"117","2019-08-15",10.52
"118","2019-08-16",10.6
"119","2019-08-19",10.54
"120","2019-08-20",10.54
"121","2019-08-21",10.54
"122","2019-08-22",10.51
"123","2019-08-23",10.58
"124","2019-08-26",10.58
"125","2019-08-27",10.52
"126","2019-08-28",10.6
"127","2019-08-29",10.6
"128","2019-08-30",10.5
"129","2019-09-03",10.55
"130","2019-09-04",10.5
"131","2019-09-05",10.55
"132","2019-09-06",10.55
"133","2019-09-09",10.55
"134","2019-09-10",10.55
"135","2019-09-11",10.55
"136","2019-09-12",10.55
"137","2019-09-13",10.55
"138","2019-09-16",10.55
"139","2019-09-17",10.55
"140","2019-09-18",10.55
"141","2019-09-19",10.55
"142","2019-09-20",10.55
"143","2019-09-23",10.55
"144","2019-09-24",10.55
"145","2019-09-25",10.55
"146","2019-09-26",10.55
"147","2019-09-27",10.55
"148","2019-09-30",10.55
"149","2019-10-01",10.55
"150","2019-10-02",10.55
"151","2019-10-03",10.55
"152","2019-10-04",10.55
"153","2019-10-07",10.55
"154","2019-10-08",10.55
"155","2019-10-09",10.55
"156","2019-10-10",10.55
"157","2019-10-11",10.5
"158","2019-10-14",10.5
"159","2019-10-15",10.5
"160","2019-10-16",10.5
"161","2019-10-17",10.5
"162","2019-10-18",10.6
"163","2019-10-21",10.6
"164","2019-10-22",10.65
"165","2019-10-23",10.65
"166","2019-10-24",10.65
"167","2019-10-25",10.65
"168","2019-10-28",10.64
"169","2019-10-29",10.6973
"170","2019-10-30",10.6973
"171","2019-10-31",10.7
"172","2019-11-01",10.69
"173","2019-11-04",10.68
"174","2019-11-05",10.68
"175","2019-11-06",10.7
"176","2019-11-07",10.65
"177","2019-11-08",10.64
"178","2019-11-11",10.64
"179","2019-11-12",10.64
"180","2019-11-13",10.75
"181","2019-11-14",10.75
"182","2019-11-15",10.74
"183","2019-11-18",10.74
"184","2019-11-19",10.75
"185","2019-11-20",10.77
"186","2019-11-21",10.67
"187","2019-11-22",10.65
"188","2019-11-25",10.65
"189","2019-11-26",10.75
"190","2019-11-27",10.75
"191","2019-11-29",10.79
"192","2019-12-02",10.79
"193","2019-12-03",10.79
"194","2019-12-04",10.79
"195","2019-12-05",10.79
"196","2019-12-06",10.79
"197","2019-12-09",10.64
"198","2019-12-10",10.65
"199","2019-12-11",10.65
"200","2019-12-12",10.65
"201","2019-12-13",10.65
"202","2019-12-16",10.65
"203","2019-12-17",10.65
"204","2019-12-18",10.67
"205","2019-12-19",10.73
"206","2019-12-20",11
"207","2019-12-23",10.91
"208","2019-12-24",10.91
"209","2019-12-26",10.91
"210","2019-12-27",10.91
"211","2019-12-30",10.91
"212","2019-12-31",10.91
"213","2020-01-02",10.91
"214","2020-01-03",10.91
"215","2020-01-06",10.91
"216","2020-01-07",10.91
"217","2020-01-08",10.865
"218","2020-01-09",10.865
"219","2020-01-10",10.865
"220","2020-01-13",10.865
"221","2020-01-14",10.865
"222","2020-01-15",10.9
"223","2020-01-16",10.9
"224","2020-01-17",10.9
"225","2020-01-21",10.9
"226","2020-01-22",10.9
"227","2020-01-23",10.9
"228","2020-01-24",10.9
"229","2020-01-27",10.9
"230","2020-01-28",10.9
"231","2020-01-29",10.9
"232","2020-01-30",10.9
"233","2020-01-31",10.9
"234","2020-02-03",10.9
"235","2020-02-04",10.9
"236","2020-02-05",10.9
"237","2020-02-06",10.9
"238","2020-02-07",10.9
"239","2020-02-10",10.9
"240","2020-02-11",10.9
"241","2020-02-12",10.9
"242","2020-02-13",10.9
"243","2020-02-14",10.9
"244","2020-02-18",10.9
"245","2020-02-19",10.9
"246","2020-02-20",10.9
"247","2020-02-21",10.9
"248","2020-02-24",10.9
"249","2020-02-25",10.8
"250","2020-02-26",11.05
"251","2020-02-27",11.05
"252","2020-02-28",11
"253","2020-03-02",11
"254","2020-03-03",10.94
"255","2020-03-04",10.93
"256","2020-03-05",10.85
"257","2020-03-06",10.95
"258","2020-03-09",10.9
"259","2020-03-10",10.8
"260","2020-03-11",10.7
"261","2020-03-12",10.5525
"262","2020-03-13",10.59
"263","2020-03-16",10.59
"264","2020-03-17",10.59
"265","2020-03-18",10.3
"266","2020-03-19",10.3
"267","2020-03-20",10.3
"268","2020-03-23",9.92
"269","2020-03-24",9.92
"270","2020-03-25",10.25
"271","2020-03-26",10.25
"272","2020-03-27",10.25
"273","2020-03-30",10.25
"274","2020-03-31",10.29
"275","2020-04-01",10.29
"276","2020-04-02",10.25
"277","2020-04-03",10.25
"278","2020-04-06",10.25
"279","2020-04-07",10.3
"280","2020-04-08",10.3
"281","2020-04-09",10.3
"282","2020-04-13",10.3
"283","2020-04-14",10.3
"284","2020-04-15",10.3
"285","2020-04-16",10.3
"286","2020-04-17",10.3
"287","2020-04-20",10.3
"288","2020-04-21",10.3
"289","2020-04-22",10.3
"290","2020-04-23",10.3
"291","2020-04-24",10.3
"292","2020-04-27",10.3
"293","2020-04-28",10.3
"294","2020-04-29",10.3
"295","2020-04-30",10.3
"296","2020-05-01",10.3
"297","2020-05-04",10.3
"298","2020-05-05",10.3
"299","2020-05-06",10.3
"300","2020-05-07",10.3
"301","2020-05-08",10.3
"302","2020-05-11",10.3
"303","2020-05-12",10.3
"304","2020-05-13",10.3
"305","2020-05-14",10.3
"306","2020-05-15",10.54
"307","2020-05-18",10.54
"308","2020-05-19",10.54
"309","2020-05-20",10.54
"310","2020-05-21",10.74
"311","2020-05-22",10.74
"312","2020-05-26",10.74
"313","2020-05-27",10.74
"314","2020-05-28",10.74
"315","2020-05-29",10.74
"316","2020-06-01",10.74
"317","2020-06-02",10.74
"318","2020-06-03",10.74
"319","2020-06-04",10.74
"320","2020-06-05",10.7
"321","2020-06-08",10.75
"322","2020-06-09",10.75
"323","2020-06-10",10.8
"324","2020-06-11",10.99
"325","2020-06-12",10.99
"326","2020-06-15",10.99
"327","2020-06-16",11
"328","2020-06-17",11
"329","2020-06-18",11.75
"330","2020-06-19",11.39
"331","2020-06-22",11.9
"332","2020-06-23",12
"333","2020-06-24",11.5
"334","2020-06-25",11.5
"335","2020-06-26",11.5
"336","2020-06-29",11.5
"337","2020-06-30",11.5
"338","2020-07-01",11.5
"339","2020-07-02",11.5
"340","2020-07-06",11.5
"341","2020-07-07",11.45
"342","2020-07-08",11.45
"343","2020-07-09",12.0475
"344","2020-07-10",12.5
"345","2020-07-13",12.505
"346","2020-07-14",12.505
"347","2020-07-15",12.84
"348","2020-07-16",12.189
"349","2020-07-17",12.189
"350","2020-07-20",12.5
"351","2020-07-21",13
"352","2020-07-22",12.435
"353","2020-07-23",13.635
"354","2020-07-24",13.5
"355","2020-07-27",13.55
"356","2020-07-28",13.55
"357","2020-07-29",13
"358","2020-07-30",12.56
"359","2020-07-31",11.893
"360","2020-08-03",11.75
"361","2020-08-04",12.9
"362","2020-08-05",12.9
"363","2020-08-06",12.5
"364","2020-08-07",12.7
"365","2020-08-10",12.3
"366","2020-08-11",12.45
"367","2020-08-12",12.45
"368","2020-08-13",12.45
"369","2020-08-14",12.45
"370","2020-08-17",11.52
"371","2020-08-18",11.96
"372","2020-08-19",11.95
"373","2020-08-20",11.9491
"374","2020-08-21",11.7423
"375","2020-08-24",12
"376","2020-08-25",12.1611
"377","2020-08-26",12.29
"378","2020-08-27",12.2
"379","2020-08-28",12.25
"380","2020-08-31",12.25
"381","2020-09-01",11.88
"382","2020-09-02",12.3
"383","2020-09-03",12.05
"384","2020-09-04",12
"385","2020-09-08",12.32
"386","2020-09-09",12.35
"387","2020-09-10",12.7425
"388","2020-09-11",13.87
"389","2020-09-14",14.85
"390","2020-09-15",15.964
"391","2020-09-16",15.1
"392","2020-09-17",14.88
"393","2020-09-18",NA
"394","2020-09-21",13.725
"395","2020-09-22",13.935
"396","2020-09-23",12.92
"397","2020-09-24",12.5
"398","2020-09-25",12.8
"399","2020-09-28",13.1496
"400","2020-09-29",12.73
"401","2020-09-30",12.8
"402","2020-10-01",12.4
"403","2020-10-02",12.69
"404","2020-10-05",12.25
"405","2020-10-06",11.7
"406","2020-10-07",11.53
"407","2020-10-08",11.94
"408","2020-10-09",11.975
"409","2020-10-12",11.52
"410","2020-10-13",11.74
"411","2020-10-14",12
"412","2020-10-15",11.75
"413","2020-10-16",11.65
"414","2020-10-19",11.51
"415","2020-10-20",11.46
"416","2020-10-21",11.48
"417","2020-10-22",11.37
"418","2020-10-23",11.4
"419","2020-10-26",11.1501
"420","2020-10-27",11.35
"421","2020-10-28",11.08
"422","2020-10-29",11.1
"423","2020-10-30",11.15
"424","2020-11-02",11.6
"425","2020-11-03",11.4
"426","2020-11-04",11.4
"427","2020-11-05",11.3
"428","2020-11-06",11.3
"429","2020-11-09",11.4
"430","2020-11-10",11.4317
"431","2020-11-11",11.55
"432","2020-11-12",11.49
"433","2020-11-13",11.746
"434","2020-11-16",11.75
"435","2020-11-17",11.5
"436","2020-11-18",11.76
"437","2020-11-19",11.9
"438","2020-11-20",12.15
"439","2020-11-23",12.9968
"440","2020-11-24",12.61
"441","2020-11-25",13.3
"442","2020-11-27",14.4
