"","date","PNBK"
"1","2007-01-03",262.200012
"2","2007-01-04",261.5
"3","2007-01-05",256.200012
"4","2007-01-08",255
"5","2007-01-09",255
"6","2007-01-10",255
"7","2007-01-11",252.5
"8","2007-01-12",252.100006
"9","2007-01-16",250.600006
"10","2007-01-17",250
"11","2007-01-18",250.199997
"12","2007-01-19",249.600006
"13","2007-01-22",254.899994
"14","2007-01-23",250
"15","2007-01-24",249.399994
"16","2007-01-25",250.5
"17","2007-01-26",251
"18","2007-01-29",246
"19","2007-01-30",245.100006
"20","2007-01-31",243
"21","2007-02-01",243
"22","2007-02-02",244.300003
"23","2007-02-05",244.300003
"24","2007-02-06",254.899994
"25","2007-02-07",252
"26","2007-02-08",245.199997
"27","2007-02-09",245.199997
"28","2007-02-12",245.5
"29","2007-02-13",245.5
"30","2007-02-14",246.899994
"31","2007-02-15",247
"32","2007-02-16",246.5
"33","2007-02-20",246.5
"34","2007-02-21",246.5
"35","2007-02-22",246.5
"36","2007-02-23",246.5
"37","2007-02-26",246.5
"38","2007-02-27",243
"39","2007-02-28",236.5
"40","2007-03-01",235
"41","2007-03-02",235
"42","2007-03-05",236
"43","2007-03-06",235
"44","2007-03-07",226.899994
"45","2007-03-08",226.5
"46","2007-03-09",228
"47","2007-03-12",227.699997
"48","2007-03-13",230
"49","2007-03-14",228.899994
"50","2007-03-15",226.5
"51","2007-03-16",226.600006
"52","2007-03-19",224.399994
"53","2007-03-20",223.100006
"54","2007-03-21",225
"55","2007-03-22",230
"56","2007-03-23",229.300003
"57","2007-03-26",227.300003
"58","2007-03-27",227.600006
"59","2007-03-28",226.199997
"60","2007-03-29",227
"61","2007-03-30",225
"62","2007-04-02",225
"63","2007-04-03",224.399994
"64","2007-04-04",223.399994
"65","2007-04-05",219
"66","2007-04-09",217.5
"67","2007-04-10",212
"68","2007-04-11",213
"69","2007-04-12",227.5
"70","2007-04-13",226
"71","2007-04-16",232.5
"72","2007-04-17",233.899994
"73","2007-04-18",231.199997
"74","2007-04-19",229.100006
"75","2007-04-20",229.100006
"76","2007-04-23",228.800003
"77","2007-04-24",230.300003
"78","2007-04-25",230
"79","2007-04-26",229.899994
"80","2007-04-27",229.899994
"81","2007-04-30",227
"82","2007-05-01",227.699997
"83","2007-05-02",227.699997
"84","2007-05-03",229.899994
"85","2007-05-04",230
"86","2007-05-07",227.5
"87","2007-05-08",229
"88","2007-05-09",230
"89","2007-05-10",230.100006
"90","2007-05-11",228.899994
"91","2007-05-14",230
"92","2007-05-15",230.699997
"93","2007-05-16",229.699997
"94","2007-05-17",222.899994
"95","2007-05-18",227.399994
"96","2007-05-21",221.5
"97","2007-05-22",214.199997
"98","2007-05-23",215.899994
"99","2007-05-24",213.100006
"100","2007-05-25",220
"101","2007-05-29",219.699997
"102","2007-05-30",219
"103","2007-05-31",221.199997
"104","2007-06-01",223.300003
"105","2007-06-04",223
"106","2007-06-05",223
"107","2007-06-06",227.300003
"108","2007-06-07",227.300003
"109","2007-06-08",220.100006
"110","2007-06-11",219.600006
"111","2007-06-12",216.199997
"112","2007-06-13",220
"113","2007-06-14",220.399994
"114","2007-06-15",220
"115","2007-06-18",219.300003
"116","2007-06-19",212.600006
"117","2007-06-20",215
"118","2007-06-21",215
"119","2007-06-22",214
"120","2007-06-25",215
"121","2007-06-26",216.399994
"122","2007-06-27",217.5
"123","2007-06-28",217
"124","2007-06-29",219.800003
"125","2007-07-02",220
"126","2007-07-03",225.100006
"127","2007-07-05",221.199997
"128","2007-07-06",221
"129","2007-07-09",221
"130","2007-07-10",225.5
"131","2007-07-11",220
"132","2007-07-12",224
"133","2007-07-13",224
"134","2007-07-16",217.699997
"135","2007-07-17",210.899994
"136","2007-07-18",208
"137","2007-07-19",211.800003
"138","2007-07-20",208.300003
"139","2007-07-23",209.699997
"140","2007-07-24",211.600006
"141","2007-07-25",202.800003
"142","2007-07-26",202.800003
"143","2007-07-27",202.5
"144","2007-07-30",200.5
"145","2007-07-31",202.5
"146","2007-08-01",204.100006
"147","2007-08-02",202.5
"148","2007-08-03",202.399994
"149","2007-08-06",200
"150","2007-08-07",201.300003
"151","2007-08-08",203.899994
"152","2007-08-09",204.600006
"153","2007-08-10",200
"154","2007-08-13",204.899994
"155","2007-08-14",200.100006
"156","2007-08-15",200
"157","2007-08-16",194.699997
"158","2007-08-17",195
"159","2007-08-20",195
"160","2007-08-21",194
"161","2007-08-22",198.100006
"162","2007-08-23",203.300003
"163","2007-08-24",203.100006
"164","2007-08-27",202.5
"165","2007-08-28",202.5
"166","2007-08-29",202.5
"167","2007-08-30",197.600006
"168","2007-08-31",200.199997
"169","2007-09-04",198
"170","2007-09-05",202.5
"171","2007-09-06",204.100006
"172","2007-09-07",203
"173","2007-09-10",199.5
"174","2007-09-11",201.5
"175","2007-09-12",200.300003
"176","2007-09-13",200.800003
"177","2007-09-14",200.800003
"178","2007-09-17",196.800003
"179","2007-09-18",197.600006
"180","2007-09-19",199.800003
"181","2007-09-20",203
"182","2007-09-21",200
"183","2007-09-24",201.899994
"184","2007-09-25",200.800003
"185","2007-09-26",200.800003
"186","2007-09-27",203.300003
"187","2007-09-28",199.199997
"188","2007-10-01",199.899994
"189","2007-10-02",199.5
"190","2007-10-03",201.399994
"191","2007-10-04",198.100006
"192","2007-10-05",196
"193","2007-10-08",196
"194","2007-10-09",195
"195","2007-10-10",192.800003
"196","2007-10-11",198.899994
"197","2007-10-12",198
"198","2007-10-15",196.800003
"199","2007-10-16",196.300003
"200","2007-10-17",196.600006
"201","2007-10-18",196.600006
"202","2007-10-19",196.600006
"203","2007-10-22",196.600006
"204","2007-10-23",196.600006
"205","2007-10-24",196.199997
"206","2007-10-25",198.199997
"207","2007-10-26",201.5
"208","2007-10-29",203.5
"209","2007-10-30",200.899994
"210","2007-10-31",197
"211","2007-11-01",195.5
"212","2007-11-02",195
"213","2007-11-05",198.100006
"214","2007-11-06",195
"215","2007-11-07",195
"216","2007-11-08",187
"217","2007-11-09",191.199997
"218","2007-11-12",191
"219","2007-11-13",190.699997
"220","2007-11-14",190.600006
"221","2007-11-15",186.300003
"222","2007-11-16",180.199997
"223","2007-11-19",179.800003
"224","2007-11-20",179
"225","2007-11-21",179.899994
"226","2007-11-23",179.800003
"227","2007-11-26",168.100006
"228","2007-11-27",162.5
"229","2007-11-28",172.5
"230","2007-11-29",175.899994
"231","2007-11-30",179
"232","2007-12-03",177.5
"233","2007-12-04",176
"234","2007-12-05",169
"235","2007-12-06",180
"236","2007-12-07",176.5
"237","2007-12-10",179.5
"238","2007-12-11",173.199997
"239","2007-12-12",167.5
"240","2007-12-13",169.5
"241","2007-12-14",167.399994
"242","2007-12-17",165
"243","2007-12-18",164.5
"244","2007-12-19",167.199997
"245","2007-12-20",165.5
"246","2007-12-21",160.899994
"247","2007-12-24",163.100006
"248","2007-12-26",163
"249","2007-12-27",163.5
"250","2007-12-28",159.5
"251","2007-12-31",159.699997
"252","2008-01-02",158.100006
"253","2008-01-03",157.5
"254","2008-01-04",157.5
"255","2008-01-07",155
"256","2008-01-08",152.5
"257","2008-01-09",147
"258","2008-01-10",151.5
"259","2008-01-11",152
"260","2008-01-14",150
"261","2008-01-15",146.600006
"262","2008-01-16",144.899994
"263","2008-01-17",146
"264","2008-01-18",144.600006
"265","2008-01-22",147.100006
"266","2008-01-23",153.399994
"267","2008-01-24",153
"268","2008-01-25",153
"269","2008-01-28",152.899994
"270","2008-01-29",153.5
"271","2008-01-30",157.100006
"272","2008-01-31",161
"273","2008-02-01",162.5
"274","2008-02-04",162.600006
"275","2008-02-05",163.300003
"276","2008-02-06",163
"277","2008-02-07",161.399994
"278","2008-02-08",163.399994
"279","2008-02-11",161.600006
"280","2008-02-12",161
"281","2008-02-13",160
"282","2008-02-14",160
"283","2008-02-15",162.5
"284","2008-02-19",162.5
"285","2008-02-20",162.5
"286","2008-02-21",160
"287","2008-02-22",160
"288","2008-02-25",160.5
"289","2008-02-26",162.300003
"290","2008-02-27",162.300003
"291","2008-02-28",160.100006
"292","2008-02-29",160.100006
"293","2008-03-03",160
"294","2008-03-04",159.899994
"295","2008-03-05",158.5
"296","2008-03-06",158.199997
"297","2008-03-07",155
"298","2008-03-10",155
"299","2008-03-11",159.600006
"300","2008-03-12",159.600006
"301","2008-03-13",154.899994
"302","2008-03-14",154.899994
"303","2008-03-17",154
"304","2008-03-18",158.699997
"305","2008-03-19",158.699997
"306","2008-03-20",157
"307","2008-03-24",157
"308","2008-03-25",157
"309","2008-03-26",155.399994
"310","2008-03-27",155
"311","2008-03-28",155
"312","2008-03-31",155
"313","2008-04-01",155
"314","2008-04-02",160
"315","2008-04-03",158.600006
"316","2008-04-04",158.600006
"317","2008-04-07",158.600006
"318","2008-04-08",160.5
"319","2008-04-09",157.5
"320","2008-04-10",157.5
"321","2008-04-11",157.5
"322","2008-04-14",161
"323","2008-04-15",152.600006
"324","2008-04-16",160
"325","2008-04-17",160
"326","2008-04-18",161.600006
"327","2008-04-21",157
"328","2008-04-22",152
"329","2008-04-23",152
"330","2008-04-24",152
"331","2008-04-25",150.100006
"332","2008-04-28",150.100006
"333","2008-04-29",150.100006
"334","2008-04-30",145
"335","2008-05-01",142.5
"336","2008-05-02",142.5
"337","2008-05-05",154.899994
"338","2008-05-06",145.199997
"339","2008-05-07",143.5
"340","2008-05-08",152.199997
"341","2008-05-09",152.199997
"342","2008-05-12",145
"343","2008-05-13",145
"344","2008-05-14",150
"345","2008-05-15",150
"346","2008-05-16",150
"347","2008-05-19",150
