"","date","RDUS"
"141","2014-12-24",37.169998
"142","2014-12-26",38.16
"143","2014-12-29",39
"144","2014-12-30",37.959999
"145","2014-12-31",38.91
"146","2015-01-02",41.209999
"147","2015-01-05",42.5
"148","2015-01-06",40.080002
"149","2015-01-07",42.380001
"150","2015-01-08",41.509998
"151","2015-01-09",40.919998
"152","2015-01-12",38.900002
"153","2015-01-13",40.73
"154","2015-01-14",40.73
"155","2015-01-15",39.450001
"156","2015-01-16",39.389999
"157","2015-01-20",39.369999
"158","2015-01-21",36.900002
"159","2015-01-22",37.509998
"160","2015-01-23",38.650002
"161","2015-01-26",40.939999
"162","2015-01-27",44.290001
"163","2015-01-28",46.549999
"164","2015-01-29",47.119999
"165","2015-01-30",48.189999
"166","2015-02-02",47.810001
"167","2015-02-03",46.959999
"168","2015-02-04",46.279999
"169","2015-02-05",46.689999
"170","2015-02-06",47.700001
"171","2015-02-09",49.080002
"172","2015-02-10",49.740002
"173","2015-02-11",49.599998
"174","2015-02-12",49.740002
"175","2015-02-13",50.369999
"176","2015-02-17",47.889999
"177","2015-02-18",45.599998
"178","2015-02-19",46.889999
"179","2015-02-20",45.900002
"180","2015-02-23",47.07
"181","2015-02-24",46.68
"182","2015-02-25",45.709999
"183","2015-02-26",45.32
"184","2015-02-27",42.650002
"185","2015-03-02",44.18
"186","2015-03-03",43.869999
"187","2015-03-04",44.139999
"188","2015-03-05",46.18
"189","2015-03-06",47.470001
"190","2015-03-09",47.790001
"191","2015-03-10",47.790001
"192","2015-03-11",48.200001
"193","2015-03-12",48.619999
"194","2015-03-13",47.360001
"195","2015-03-16",48.34
"196","2015-03-17",48.200001
"197","2015-03-18",47.860001
"198","2015-03-19",48.200001
"199","2015-03-20",48.610001
"200","2015-03-23",47.529999
"201","2015-03-24",47.599998
"202","2015-03-25",44.59
"203","2015-03-26",41.84
"204","2015-03-27",41.77
"205","2015-03-30",43.540001
"206","2015-03-31",41.16
"207","2015-04-01",40.619999
"208","2015-04-02",42.27
"209","2015-04-06",40.48
"210","2015-04-07",40.259998
"211","2015-04-08",44.189999
"212","2015-04-09",44.279999
"213","2015-04-10",43.18
"214","2015-04-13",43
"215","2015-04-14",41.889999
"216","2015-04-15",41.580002
"217","2015-04-16",43.5
"218","2015-04-17",41.490002
"219","2015-04-20",41.75
"220","2015-04-21",42.380001
"221","2015-04-22",41.900002
"222","2015-04-23",41.959999
"223","2015-04-24",41.009998
"224","2015-04-27",37.799999
"225","2015-04-28",36.68
"226","2015-04-29",36.240002
"227","2015-04-30",35.84
"228","2015-05-01",36.580002
"229","2015-05-04",36.869999
"230","2015-05-05",36.040001
"231","2015-05-06",37.580002
"232","2015-05-07",36.740002
"233","2015-05-08",37.990002
"234","2015-05-11",41.48
"235","2015-05-12",42.220001
"236","2015-05-13",42.759998
"237","2015-05-14",45.110001
"238","2015-05-15",46.23
"239","2015-05-18",46.630001
"240","2015-05-19",48.099998
"241","2015-05-20",48.34
"242","2015-05-21",48.07
"243","2015-05-22",48.07
"244","2015-05-26",48.900002
"245","2015-05-27",48.450001
"246","2015-05-28",47.939999
"247","2015-05-29",48.220001
"248","2015-06-01",47.860001
"249","2015-06-02",48.07
"250","2015-06-03",48.040001
"251","2015-06-04",47.060001
"252","2015-06-05",48.200001
"253","2015-06-08",48.09
"254","2015-06-09",48.049999
"255","2015-06-10",49.009998
"256","2015-06-11",49.43
"257","2015-06-12",47.880001
"258","2015-06-15",48.880001
"259","2015-06-16",48.57
"260","2015-06-17",51.73
"261","2015-06-18",59.639999
"262","2015-06-19",60
"263","2015-06-22",63.049999
"264","2015-06-23",65.57
"265","2015-06-24",64.290001
"266","2015-06-25",63.43
"267","2015-06-26",63.93
"268","2015-06-29",61.709999
"269","2015-06-30",67.699997
"270","2015-07-01",66.940002
"271","2015-07-02",67.93
"272","2015-07-06",70.190002
"273","2015-07-07",70.379997
"274","2015-07-08",67.870003
"275","2015-07-09",70.029999
"276","2015-07-10",72.610001
"277","2015-07-13",73.349998
"278","2015-07-14",79.900002
"279","2015-07-15",75.379997
"280","2015-07-16",77.639999
"281","2015-07-17",80.629997
"282","2015-07-20",78.860001
"283","2015-07-21",78.290001
"284","2015-07-22",75.410004
"285","2015-07-23",76.080002
"286","2015-07-24",75.114998
"287","2015-07-27",73.760002
"288","2015-07-28",72.900002
"289","2015-07-29",73.389999
"290","2015-07-30",75.239998
"291","2015-07-31",78.32
"292","2015-08-03",77.660004
"293","2015-08-04",75.970001
"294","2015-08-05",76.25
"295","2015-08-06",68.440002
"296","2015-08-07",66.529999
"297","2015-08-10",65.93
"298","2015-08-11",65.699997
"299","2015-08-12",68.209999
"300","2015-08-13",66.620003
"301","2015-08-14",66.860001
"302","2015-08-17",72.510002
"303","2015-08-18",71.220001
"304","2015-08-19",69.190002
"305","2015-08-20",63.84
"306","2015-08-21",63.139999
"307","2015-08-24",57.040001
"308","2015-08-25",57.77
"309","2015-08-26",61.700001
"310","2015-08-27",63.34
"311","2015-08-28",64.040001
"312","2015-08-31",60.860001
"313","2015-09-01",61.009998
"314","2015-09-02",64.379997
"315","2015-09-03",62.5
"316","2015-09-04",61.459999
"317","2015-09-08",66.919998
"318","2015-09-09",65.230003
"319","2015-09-10",65.860001
"320","2015-09-11",68.080002
"321","2015-09-14",69.480003
"322","2015-09-15",69.540001
"323","2015-09-16",69.919998
"324","2015-09-17",72.690002
"325","2015-09-18",75
"326","2015-09-21",68.879997
"327","2015-09-22",65.720001
"328","2015-09-23",71.599998
"329","2015-09-24",70.239998
"330","2015-09-25",67.720001
"331","2015-09-28",61.619999
"332","2015-09-29",65.410004
"333","2015-09-30",69.309998
"334","2015-10-01",74.57
"335","2015-10-02",75.889999
"336","2015-10-05",75.540001
"337","2015-10-06",70.279999
"338","2015-10-07",66.68
"339","2015-10-08",61.099998
"340","2015-10-09",57.799999
"341","2015-10-12",55.27
"342","2015-10-13",49.799999
"343","2015-10-14",54.150002
"344","2015-10-15",65.370003
"345","2015-10-16",68.93
"346","2015-10-19",63.09
"347","2015-10-20",65.379997
"348","2015-10-21",61.450001
"349","2015-10-22",61.09
"350","2015-10-23",64.889999
"351","2015-10-26",64.550003
"352","2015-10-27",65.07
"353","2015-10-28",67.440002
"354","2015-10-29",63.040001
"355","2015-10-30",64.230003
"356","2015-11-02",67.230003
"357","2015-11-03",69.800003
"358","2015-11-04",70.790001
"359","2015-11-05",71.949997
"360","2015-11-06",70.809998
"361","2015-11-09",70.82
"362","2015-11-10",72.779999
"363","2015-11-11",71.910004
"364","2015-11-12",71.769997
"365","2015-11-13",74.610001
"366","2015-11-16",69.18
"367","2015-11-17",61.509998
"368","2015-11-18",62.279999
"369","2015-11-19",60.619999
"370","2015-11-20",61.049999
"371","2015-11-23",61.98
"372","2015-11-24",61.290001
"373","2015-11-25",62.700001
"374","2015-11-27",65.410004
"375","2015-11-30",60.810001
"376","2015-12-01",56.799999
"377","2015-12-02",56.110001
"378","2015-12-03",55.709999
"379","2015-12-04",58.790001
"380","2015-12-07",57.290001
"381","2015-12-08",58.209999
"382","2015-12-09",55.380001
"383","2015-12-10",54.060001
"384","2015-12-11",55.68
"385","2015-12-14",55.130001
"386","2015-12-15",61.099998
"387","2015-12-16",62.150002
"388","2015-12-17",58.619999
"389","2015-12-18",58.970001
"390","2015-12-21",58.57
"391","2015-12-22",57.02
"392","2015-12-23",59.709999
"393","2015-12-24",60.360001
"394","2015-12-28",60.529999
"395","2015-12-29",62.290001
"396","2015-12-30",62.450001
"397","2015-12-31",61.540001
"398","2016-01-04",58.5
"399","2016-01-05",56.59
"400","2016-01-06",52.310001
"401","2016-01-07",51.470001
"402","2016-01-08",50.48
"403","2016-01-11",45.099998
"404","2016-01-12",45.599998
"405","2016-01-13",40.119999
"406","2016-01-14",45.419998
"407","2016-01-15",40.869999
"408","2016-01-19",39.060001
"409","2016-01-20",38.919998
"410","2016-01-21",33.75
"411","2016-01-22",35.740002
"412","2016-01-25",34.75
"413","2016-01-26",35.07
"414","2016-01-27",31.139999
"415","2016-01-28",32.860001
"416","2016-01-29",32.029999
"417","2016-02-01",32.400002
"418","2016-02-02",30.51
"419","2016-02-03",31.49
"420","2016-02-04",32.07
"421","2016-02-05",31.26
"422","2016-02-08",29.34
"423","2016-02-09",29.219999
"424","2016-02-10",29.889999
"425","2016-02-11",26.17
"426","2016-02-12",26.969999
"427","2016-02-16",26.33
"428","2016-02-17",27.209999
"429","2016-02-18",25.18
"430","2016-02-19",27
"431","2016-02-22",33.869999
"432","2016-02-23",32.830002
"433","2016-02-24",33.040001
"434","2016-02-25",30.92
"435","2016-02-26",30
"436","2016-02-29",29.299999
"437","2016-03-01",30.68
"438","2016-03-02",31.059999
"439","2016-03-03",30.74
"440","2016-03-04",31.799999
"441","2016-03-07",33.490002
"442","2016-03-08",32.09
"443","2016-03-09",37.07
"444","2016-03-10",34.869999
"445","2016-03-11",35.02
"446","2016-03-14",34.18
"447","2016-03-15",30.48
"448","2016-03-16",30.02
"449","2016-03-17",31.370001
"450","2016-03-18",32
"451","2016-03-21",33.16
"452","2016-03-22",35.580002
"453","2016-03-23",33.220001
"454","2016-03-24",32.959999
"455","2016-03-28",30.25
"456","2016-03-29",30.84
"457","2016-03-30",32.830002
"458","2016-03-31",31.440001
"459","2016-04-01",34.669998
"460","2016-04-04",33.029999
"461","2016-04-05",32.43
"462","2016-04-06",35.689999
"463","2016-04-07",37.080002
"464","2016-04-08",35.439999
"465","2016-04-11",33.34
"466","2016-04-12",33.82
"467","2016-04-13",34.93
"468","2016-04-14",36.419998
"469","2016-04-15",36.740002
"470","2016-04-18",36.189999
"471","2016-04-19",36.66
"472","2016-04-20",36
"473","2016-04-21",38.259998
"474","2016-04-22",38.779999
"475","2016-04-25",38.34
"476","2016-04-26",37.41
"477","2016-04-27",37.380001
"478","2016-04-28",36.529999
"479","2016-04-29",35.599998
"480","2016-05-02",36.639999
"481","2016-05-03",35.259998
"482","2016-05-04",33.040001
"483","2016-05-05",30.49
"484","2016-05-06",30.93
"485","2016-05-09",33.279999
"486","2016-05-10",33.529999
"487","2016-05-11",32.16
"488","2016-05-12",30.280001
"489","2016-05-13",30.48
"490","2016-05-16",31.5
"491","2016-05-17",33.07
"492","2016-05-18",32.900002
"493","2016-05-19",32.040001
"494","2016-05-20",33.73
"495","2016-05-23",34.400002
"496","2016-05-24",35.66
"497","2016-05-25",34.900002
"498","2016-05-26",33.650002
"499","2016-05-27",35.049999
"500","2016-05-31",36.259998
"501","2016-06-01",37.490002
"502","2016-06-02",39.91
"503","2016-06-03",37.599998
"504","2016-06-06",39.419998
"505","2016-06-07",38.279999
"506","2016-06-08",38.419998
"507","2016-06-09",36.689999
"508","2016-06-10",36.639999
"509","2016-06-13",35.060001
"510","2016-06-14",35.369999
"511","2016-06-15",35.610001
"512","2016-06-16",35.93
"513","2016-06-17",36.040001
"514","2016-06-20",36.330002
"515","2016-06-21",35.889999
"516","2016-06-22",35.669998
"517","2016-06-23",37.240002
"518","2016-06-24",35.220001
"519","2016-06-27",33.599998
"520","2016-06-28",35.77
"521","2016-06-29",36.98
"522","2016-06-30",36.75
"523","2016-07-01",38.529999
"524","2016-07-05",38.169998
"525","2016-07-06",39.639999
"526","2016-07-07",40.48
"527","2016-07-08",41.25
"528","2016-07-11",42.439999
"529","2016-07-12",42.41
"530","2016-07-13",39.27
"531","2016-07-14",39
"532","2016-07-15",40.349998
"533","2016-07-18",40.380001
"534","2016-07-19",39.029999
"535","2016-07-20",41.389999
"536","2016-07-21",42.209999
"537","2016-07-22",45.259998
"538","2016-07-25",44.630001
"539","2016-07-26",45.02
"540","2016-07-27",46.529999
"541","2016-07-28",45.799999
"542","2016-07-29",47.119999
"543","2016-08-01",47.009998
"544","2016-08-02",48.98
"545","2016-08-03",53
"546","2016-08-04",50.549999
"547","2016-08-05",54.970001
"548","2016-08-08",52.369999
"549","2016-08-09",53.540001
"550","2016-08-10",51.970001
"551","2016-08-11",51.59
"552","2016-08-12",56.740002
"553","2016-08-15",57.720001
"554","2016-08-16",55.740002
"555","2016-08-17",55.310001
"556","2016-08-18",56.400002
"557","2016-08-19",56.540001
"558","2016-08-22",57.439999
"559","2016-08-23",56.740002
"560","2016-08-24",54.650002
"561","2016-08-25",53.330002
"562","2016-08-26",54.290001
"563","2016-08-29",54.540001
"564","2016-08-30",55.509998
"565","2016-08-31",54.84
"566","2016-09-01",55.68
"567","2016-09-02",56.560001
"568","2016-09-06",56.02
"569","2016-09-07",56.41
"570","2016-09-08",56.240002
"571","2016-09-09",53.869999
"572","2016-09-12",54.77
"573","2016-09-13",53.18
"574","2016-09-14",54.41
"575","2016-09-15",54.490002
"576","2016-09-16",55.119999
"577","2016-09-19",55.110001
"578","2016-09-20",56.73
"579","2016-09-21",56.82
"580","2016-09-22",57.41
"581","2016-09-23",56.52
"582","2016-09-26",56.080002
"583","2016-09-27",56.849998
"584","2016-09-28",58.130001
"585","2016-09-29",55.200001
"586","2016-09-30",54.09
"587","2016-10-03",53.189999
"588","2016-10-04",52.529999
"589","2016-10-05",53.009998
"590","2016-10-06",52.080002
"591","2016-10-07",51.599998
"592","2016-10-10",52.099998
"593","2016-10-11",53.759998
"594","2016-10-12",52.400002
"595","2016-10-13",52.470001
"596","2016-10-14",52.529999
"597","2016-10-17",50.860001
"598","2016-10-18",52.52
"599","2016-10-19",51.02
"600","2016-10-20",51.720001
"601","2016-10-21",51.139999
"602","2016-10-24",47.540001
"603","2016-10-25",46.139999
"604","2016-10-26",44.439999
"605","2016-10-27",43.029999
"606","2016-10-28",43.09
"607","2016-10-31",42.919998
"608","2016-11-01",42.490002
"609","2016-11-02",39.560001
"610","2016-11-03",36.799999
"611","2016-11-04",40.07
"612","2016-11-07",42
"613","2016-11-08",41.279999
"614","2016-11-09",46.860001
"615","2016-11-10",51.080002
"616","2016-11-11",52.84
"617","2016-11-14",54.27
"618","2016-11-15",54.900002
"619","2016-11-16",52.48
"620","2016-11-17",53.189999
"621","2016-11-18",52.77
"622","2016-11-21",51.630001
"623","2016-11-22",49.740002
"624","2016-11-23",52.959999
"625","2016-11-25",54.189999
"626","2016-11-28",51.650002
"627","2016-11-29",53.040001
"628","2016-11-30",53.220001
"629","2016-12-01",50.540001
"630","2016-12-02",50.599998
"631","2016-12-05",52.59
"632","2016-12-06",55.009998
"633","2016-12-07",53.5
"634","2016-12-08",47.07
"635","2016-12-09",43.939999
"636","2016-12-12",43.630001
"637","2016-12-13",41.490002
"638","2016-12-14",41.279999
"639","2016-12-15",43.93
"640","2016-12-16",43.849998
"641","2016-12-19",42.09
"642","2016-12-20",41
"643","2016-12-21",38.990002
"644","2016-12-22",38.25
"645","2016-12-23",39.759998
"646","2016-12-27",38.529999
"647","2016-12-28",38.43
"648","2016-12-29",38.25
"649","2016-12-30",38.029999
"650","2017-01-03",37.610001
"651","2017-01-04",39.849998
"652","2017-01-05",40.75
"653","2017-01-06",42.439999
"654","2017-01-09",43.639999
"655","2017-01-10",45.389999
"656","2017-01-11",44.32
"657","2017-01-12",44.200001
"658","2017-01-13",45.459999
"659","2017-01-17",42.810001
"660","2017-01-18",44.68
"661","2017-01-19",44.82
"662","2017-01-20",44.849998
"663","2017-01-23",42.529999
"664","2017-01-24",41.110001
"665","2017-01-25",41.869999
"666","2017-01-26",42.049999
"667","2017-01-27",43.669998
"668","2017-01-30",42.189999
"669","2017-01-31",43.52
"670","2017-02-01",43.130001
"671","2017-02-02",43.349998
"672","2017-02-03",43.459999
"673","2017-02-06",42.709999
"674","2017-02-07",41.860001
"675","2017-02-08",43.099998
"676","2017-02-09",43.91
"677","2017-02-10",43.59
"678","2017-02-13",42.82
"679","2017-02-14",45.009998
"680","2017-02-15",48.060001
"681","2017-02-16",45.16
"682","2017-02-17",45.650002
"683","2017-02-21",43.810001
"684","2017-02-22",42.48
"685","2017-02-23",43.189999
"686","2017-02-24",41.049999
"687","2017-02-27",43.599998
"688","2017-02-28",42.139999
"689","2017-03-01",42.299999
"690","2017-03-02",41.700001
"691","2017-03-03",41.950001
"692","2017-03-06",42.110001
"693","2017-03-07",42.18
"694","2017-03-08",43.619999
"695","2017-03-09",43.110001
"696","2017-03-10",40.849998
"697","2017-03-13",41.779999
"698","2017-03-14",40.060001
"699","2017-03-15",39.189999
"700","2017-03-16",38.080002
"701","2017-03-17",37.939999
"702","2017-03-20",38.220001
"703","2017-03-21",35.630001
"704","2017-03-22",36.869999
"705","2017-03-23",37.290001
"706","2017-03-24",38.18
"707","2017-03-27",38.959999
"708","2017-03-28",38.57
"709","2017-03-29",39.060001
"710","2017-03-30",38.84
"711","2017-03-31",38.650002
"712","2017-04-03",38.189999
"713","2017-04-04",37.419998
"714","2017-04-05",35.779999
"715","2017-04-06",36.509998
"716","2017-04-07",37.240002
"717","2017-04-10",36.360001
"718","2017-04-11",35.490002
"719","2017-04-12",35.529999
"720","2017-04-13",36.450001
"721","2017-04-17",37.02
"722","2017-04-18",36.540001
"723","2017-04-19",37.73
"724","2017-04-20",38.110001
"725","2017-04-21",38.23
"726","2017-04-24",38.779999
"727","2017-04-25",39.450001
"728","2017-04-26",39.220001
"729","2017-04-27",38.720001
"730","2017-04-28",39.07
"731","2017-05-01",35.310001
"732","2017-05-02",35.470001
"733","2017-05-03",37
"734","2017-05-04",36.470001
"735","2017-05-05",35.75
"736","2017-05-08",35.639999
"737","2017-05-09",36.529999
"738","2017-05-10",35.32
"739","2017-05-11",34.310001
"740","2017-05-12",35.52
"741","2017-05-15",34.959999
"742","2017-05-16",34.34
"743","2017-05-17",32.880001
"744","2017-05-18",35
"745","2017-05-19",34.93
"746","2017-05-22",37.240002
"747","2017-05-23",37.16
"748","2017-05-24",37.369999
"749","2017-05-25",36.200001
"750","2017-05-26",34.93
"751","2017-05-30",34.5
"752","2017-05-31",34.619999
"753","2017-06-01",35.09
"754","2017-06-02",35.080002
"755","2017-06-05",38.75
"756","2017-06-06",38.759998
"757","2017-06-07",38.610001
"758","2017-06-08",38.439999
"759","2017-06-09",38.32
"760","2017-06-12",38.91
"761","2017-06-13",39.470001
"762","2017-06-14",41.57
"763","2017-06-15",40.540001
"764","2017-06-16",40.830002
"765","2017-06-19",42.220001
"766","2017-06-20",42.810001
"767","2017-06-21",44.25
"768","2017-06-22",46.450001
"769","2017-06-23",47.119999
"770","2017-06-26",46.66
"771","2017-06-27",44.900002
"772","2017-06-28",45.25
"773","2017-06-29",44.900002
"774","2017-06-30",45.23
"775","2017-07-03",45.950001
"776","2017-07-05",47.849998
"777","2017-07-06",46.59
"778","2017-07-07",46.299999
"779","2017-07-10",45.540001
"780","2017-07-11",48.16
"781","2017-07-12",47.169998
"782","2017-07-13",48.349998
"783","2017-07-14",47.400002
"784","2017-07-17",42.970001
"785","2017-07-18",41.830002
"786","2017-07-19",42.459999
"787","2017-07-20",42.34
"788","2017-07-21",42.220001
"789","2017-07-24",43.240002
"790","2017-07-25",42.939999
"791","2017-07-26",43.369999
"792","2017-07-27",41.07
"793","2017-07-28",42.130001
"794","2017-07-31",44.029999
"795","2017-08-01",44.279999
"796","2017-08-02",43.369999
"797","2017-08-03",43.080002
"798","2017-08-04",41.790001
"799","2017-08-07",40.459999
"800","2017-08-08",36.834999
"801","2017-08-09",34.98
"802","2017-08-10",34.169998
"803","2017-08-11",35.540001
"804","2017-08-14",34.950001
"805","2017-08-15",34.889999
"806","2017-08-16",36.43
"807","2017-08-17",35.419998
"808","2017-08-18",35.52
"809","2017-08-21",35.849998
"810","2017-08-22",36.939999
"811","2017-08-23",36.02
"812","2017-08-24",37.41
"813","2017-08-25",37
"814","2017-08-28",37.32
"815","2017-08-29",37.610001
"816","2017-08-30",37.299999
"817","2017-08-31",37.630001
"818","2017-09-01",37.459999
"819","2017-09-05",36.740002
"820","2017-09-06",37.07
"821","2017-09-07",36.25
"822","2017-09-08",36.599998
"823","2017-09-11",35.450001
"824","2017-09-12",35.41
"825","2017-09-13",33.84
"826","2017-09-14",32.990002
"827","2017-09-15",33.540001
"828","2017-09-18",33.709999
"829","2017-09-19",33.990002
"830","2017-09-20",34.560001
"831","2017-09-21",34.849998
"832","2017-09-22",35.169998
"833","2017-09-25",36.369999
"834","2017-09-26",36.48
"835","2017-09-27",37.849998
"836","2017-09-28",39.439999
"837","2017-09-29",38.549999
"838","2017-10-02",40
"839","2017-10-03",39.360001
"840","2017-10-04",39.040001
"841","2017-10-05",38.48
"842","2017-10-06",38.759998
"843","2017-10-09",37.740002
"844","2017-10-10",37.209999
"845","2017-10-11",36.77
"846","2017-10-12",37.57
"847","2017-10-13",37.5
"848","2017-10-16",35.84
"849","2017-10-17",34.610001
"850","2017-10-18",34.599998
"851","2017-10-19",35.98
"852","2017-10-20",35.639999
"853","2017-10-23",35.299999
"854","2017-10-24",34.060001
"855","2017-10-25",32.849998
"856","2017-10-26",30.49
"857","2017-10-27",32.5
"858","2017-10-30",32.59
"859","2017-10-31",32.110001
"860","2017-11-01",30.85
"861","2017-11-02",30.129999
"862","2017-11-03",29.559999
"863","2017-11-06",28.709999
"864","2017-11-07",28.889999
"865","2017-11-08",28.75
"866","2017-11-09",28.4
"867","2017-11-10",28.1
"868","2017-11-13",27.709999
"869","2017-11-14",26.35
"870","2017-11-15",26.83
"871","2017-11-16",28.040001
"872","2017-11-17",28.32
"873","2017-11-20",27.42
"874","2017-11-21",27.040001
"875","2017-11-22",27.450001
"876","2017-11-24",28.58
"877","2017-11-27",27.799999
"878","2017-11-28",29.190001
"879","2017-11-29",28.1
"880","2017-11-30",28.309999
"881","2017-12-01",27.870001
"882","2017-12-04",28.23
"883","2017-12-05",27.27
"884","2017-12-06",26.700001
"885","2017-12-07",27.41
"886","2017-12-08",31.6
"887","2017-12-11",31.190001
"888","2017-12-12",29.58
"889","2017-12-13",29.620001
"890","2017-12-14",28.66
"891","2017-12-15",29.98
"892","2017-12-18",29.049999
"893","2017-12-19",30.190001
"894","2017-12-20",29.610001
"895","2017-12-21",30.139999
"896","2017-12-22",30.98
"897","2017-12-26",30.65
"898","2017-12-27",31.389999
"899","2017-12-28",31.52
"900","2017-12-29",31.77
"901","2018-01-02",32.939999
"902","2018-01-03",33.290001
"903","2018-01-04",33.299999
"904","2018-01-05",34.560001
"905","2018-01-08",34.919998
"906","2018-01-09",36.599998
"907","2018-01-10",36.099998
"908","2018-01-11",35.369999
"909","2018-01-12",34.700001
"910","2018-01-16",34.099998
"911","2018-01-17",33.860001
"912","2018-01-18",36.119999
"913","2018-01-19",38.02
"914","2018-01-22",38.5
"915","2018-01-23",39.400002
"916","2018-01-24",39.259998
"917","2018-01-25",39.290001
"918","2018-01-26",38.740002
"919","2018-01-29",39.650002
"920","2018-01-30",38.93
"921","2018-01-31",37.66
"922","2018-02-01",37.07
"923","2018-02-02",36.610001
"924","2018-02-05",35.48
"925","2018-02-06",37.290001
"926","2018-02-07",36.189999
"927","2018-02-08",33.5
"928","2018-02-09",35.16
"929","2018-02-12",36.419998
"930","2018-02-13",37.830002
"931","2018-02-14",38.630001
"932","2018-02-15",38.57
"933","2018-02-16",37.91
"934","2018-02-20",38.220001
"935","2018-02-21",37.709999
"936","2018-02-22",38.950001
"937","2018-02-23",40.150002
"938","2018-02-26",40.220001
"939","2018-02-27",38.349998
"940","2018-02-28",38.09
"941","2018-03-01",37.540001
"942","2018-03-02",32.915001
"943","2018-03-05",32.939999
"944","2018-03-06",32.900002
"945","2018-03-07",33.150002
"946","2018-03-08",33.049999
"947","2018-03-09",35.279999
"948","2018-03-12",35.049999
"949","2018-03-13",35.299999
"950","2018-03-14",34.98
"951","2018-03-15",35.389999
"952","2018-03-16",35.93
"953","2018-03-19",35.18
"954","2018-03-20",33.970001
"955","2018-03-21",35.27
"956","2018-03-22",33.830002
"957","2018-03-23",33.799999
"958","2018-03-26",35.18
