"","date","SFBS"
"1","2014-05-14",14.166667
"2","2014-05-15",13.9
"3","2014-05-16",13.783334
"4","2014-05-19",13.491667
"5","2014-05-20",13.43
"6","2014-05-21",14.248333
"7","2014-05-22",14.365
"8","2014-05-23",14.376667
"9","2014-05-27",14.388333
"10","2014-05-28",14.405
"11","2014-05-29",14.378333
"12","2014-05-30",14.29
"13","2014-06-02",14.023334
"14","2014-06-03",14.251667
"15","2014-06-04",14.208333
"16","2014-06-05",14.166667
"17","2014-06-06",14.273334
"18","2014-06-09",14.35
"19","2014-06-10",14.365
"20","2014-06-11",14.416667
"21","2014-06-12",14.416667
"22","2014-06-13",14.343333
"23","2014-06-16",14.383333
"24","2014-06-17",14.411667
"25","2014-06-18",14.393333
"26","2014-06-19",14.616667
"27","2014-06-20",14.678333
"28","2014-06-23",15.133333
"29","2014-06-24",14.921667
"30","2014-06-25",14.766666
"31","2014-06-26",14.893333
"32","2014-06-27",14.403334
"33","2014-06-30",14.405
"34","2014-07-01",14.425
"35","2014-07-02",14.39
"36","2014-07-03",14.426666
"37","2014-07-07",14.418333
"38","2014-07-08",14.261666
"39","2014-07-09",14.138333
"40","2014-07-10",14.026667
"41","2014-07-11",14.045
"42","2014-07-14",14.043333
"43","2014-07-15",14.025
"44","2014-07-16",14.045
"45","2014-07-17",14.15
"46","2014-07-18",14.255
"47","2014-07-21",14.26
"48","2014-07-22",14.25
"49","2014-07-23",14.22
"50","2014-07-24",14.255
"51","2014-07-25",14.25
"52","2014-07-28",14.25
"53","2014-07-29",14.22
"54","2014-07-30",14.25
"55","2014-07-31",14.095
"56","2014-08-01",14.275
"57","2014-08-04",14.2
"58","2014-08-05",14.125
"59","2014-08-06",14.21
"60","2014-08-07",14.25
"61","2014-08-08",14.245
"62","2014-08-11",14.445
"63","2014-08-12",14.515
"64","2014-08-13",14.75
"65","2014-08-14",14.81
"66","2014-08-15",14.945
"67","2014-08-18",15
"68","2014-08-19",14.9
"69","2014-08-20",14.78
"70","2014-08-21",14.88
"71","2014-08-22",14.83
"72","2014-08-25",14.835
"73","2014-08-26",15.145
"74","2014-08-27",14.945
"75","2014-08-28",14.85
"76","2014-08-29",15.085
"77","2014-09-02",14.95
"78","2014-09-03",14.875
"79","2014-09-04",14.88
"80","2014-09-05",14.92
"81","2014-09-08",14.955
"82","2014-09-09",14.945
"83","2014-09-10",14.945
"84","2014-09-11",14.91
"85","2014-09-12",14.89
"86","2014-09-15",15.085
"87","2014-09-16",14.655
"88","2014-09-17",14.605
"89","2014-09-18",14.545
"90","2014-09-19",14.28
"91","2014-09-22",14.22
"92","2014-09-23",14.245
"93","2014-09-24",14.145
"94","2014-09-25",14.165
"95","2014-09-26",14.18
"96","2014-09-29",14.355
"97","2014-09-30",14.4
"98","2014-10-01",14.415
"99","2014-10-02",14.475
"100","2014-10-03",14.585
"101","2014-10-06",14.575
"102","2014-10-07",14.495
"103","2014-10-08",14.45
"104","2014-10-09",14.265
"105","2014-10-10",14.22
"106","2014-10-13",14.38
"107","2014-10-14",14.335
"108","2014-10-15",14.365
"109","2014-10-16",14.42
"110","2014-10-17",14.415
"111","2014-10-20",14.39
"112","2014-10-21",14.395
"113","2014-10-22",14.3
"114","2014-10-23",14.445
"115","2014-10-24",14.74
"116","2014-10-27",14.605
"117","2014-10-28",14.965
"118","2014-10-29",14.9
"119","2014-10-30",14.685
"120","2014-10-31",14.745
"121","2014-11-03",14.66
"122","2014-11-04",14.7
"123","2014-11-05",14.795
"124","2014-11-06",14.775
"125","2014-11-07",15.175
"126","2014-11-10",15.21
"127","2014-11-11",14.925
"128","2014-11-12",15.375
"129","2014-11-13",15.525
"130","2014-11-14",15.6
"131","2014-11-17",15.605
"132","2014-11-18",15.745
"133","2014-11-19",15.67
"134","2014-11-20",15.5
"135","2014-11-21",15.68
"136","2014-11-24",15.71
"137","2014-11-25",15.76
"138","2014-11-26",15.475
"139","2014-11-28",15.8
"140","2014-12-01",15.32
"141","2014-12-02",15.295
"142","2014-12-03",15.185
"143","2014-12-04",15.21
"144","2014-12-05",15.275
"145","2014-12-08",15.19
"146","2014-12-09",15.13
"147","2014-12-10",15.14
"148","2014-12-11",15.24
"149","2014-12-12",15.185
"150","2014-12-15",15.14
"151","2014-12-16",15.195
"152","2014-12-17",14.95
"153","2014-12-18",15.245
"154","2014-12-19",15.76
"155","2014-12-22",15.95
"156","2014-12-23",15.885
"157","2014-12-24",16.120001
"158","2014-12-26",16.110001
"159","2014-12-29",16.165001
"160","2014-12-30",16.174999
"161","2014-12-31",16.475
"162","2015-01-02",16.25
"163","2015-01-05",15.95
"164","2015-01-06",15.67
"165","2015-01-07",15.99
"166","2015-01-08",15.965
"167","2015-01-09",15.46
"168","2015-01-12",14.955
"169","2015-01-13",15.24
"170","2015-01-14",15.205
"171","2015-01-15",15.09
"172","2015-01-16",15.25
"173","2015-01-20",15.085
"174","2015-01-21",15.13
"175","2015-01-22",15.72
"176","2015-01-23",15.88
"177","2015-01-26",15.785
"178","2015-01-27",15.625
"179","2015-01-28",15.17
"180","2015-01-29",15.145
"181","2015-01-30",15.2
"182","2015-02-02",15.245
"183","2015-02-03",15.595
"184","2015-02-04",15.585
"185","2015-02-05",15.63
"186","2015-02-06",15.78
"187","2015-02-09",15.69
"188","2015-02-10",15.71
"189","2015-02-11",15.625
"190","2015-02-12",15.99
"191","2015-02-13",16.035
"192","2015-02-17",15.74
"193","2015-02-18",15.595
"194","2015-02-19",15.695
"195","2015-02-20",15.53
"196","2015-02-23",15.525
"197","2015-02-24",15.72
"198","2015-02-25",15.77
"199","2015-02-26",15.985
"200","2015-02-27",16.07
"201","2015-03-02",16.15
"202","2015-03-03",16.08
"203","2015-03-04",16.004999
"204","2015-03-05",15.95
"205","2015-03-06",15.9
"206","2015-03-09",16
"207","2015-03-10",15.82
"208","2015-03-11",15.955
"209","2015-03-12",16
"210","2015-03-13",15.93
"211","2015-03-16",15.835
"212","2015-03-17",15.94
"213","2015-03-18",16
"214","2015-03-19",16.125
"215","2015-03-20",16.075001
"216","2015-03-23",16.084999
"217","2015-03-24",16.110001
"218","2015-03-25",16.045
"219","2015-03-26",15.995
"220","2015-03-27",16.07
"221","2015-03-30",16.33
"222","2015-03-31",16.495001
"223","2015-04-01",16.379999
"224","2015-04-02",16.459999
"225","2015-04-06",16.76
"226","2015-04-07",16.625
"227","2015-04-08",16.934999
"228","2015-04-09",17.07
"229","2015-04-10",17.125
"230","2015-04-13",17.245001
"231","2015-04-14",17.15
"232","2015-04-15",16.940001
"233","2015-04-16",17.235001
"234","2015-04-17",17.035
"235","2015-04-20",17.18
"236","2015-04-21",17.385
"237","2015-04-22",17.495001
"238","2015-04-23",17.465
"239","2015-04-24",17.58
"240","2015-04-27",17.615
"241","2015-04-28",17.665001
"242","2015-04-29",17.605
"243","2015-04-30",17.43
"244","2015-05-01",17.834999
"245","2015-05-04",18.264999
"246","2015-05-05",17.924999
"247","2015-05-06",17.75
"248","2015-05-07",17.615
"249","2015-05-08",17.535
"250","2015-05-11",17.610001
"251","2015-05-12",17.559999
"252","2015-05-13",17.66
"253","2015-05-14",17.635
"254","2015-05-15",17.555
"255","2015-05-18",17.67
"256","2015-05-19",17.67
"257","2015-05-20",17.940001
"258","2015-05-21",17.805
"259","2015-05-22",17.745001
"260","2015-05-26",17.525
"261","2015-05-27",17.790001
"262","2015-05-28",17.83
"263","2015-05-29",17.525
"264","2015-06-01",17.74
"265","2015-06-02",17.82
"266","2015-06-03",18.045
"267","2015-06-04",17.92
"268","2015-06-05",17.99
"269","2015-06-08",17.959999
"270","2015-06-09",18.055
"271","2015-06-10",18.485001
"272","2015-06-11",18.5
"273","2015-06-12",18.5
"274","2015-06-15",18.57
"275","2015-06-16",18.955
"276","2015-06-17",18.860001
"277","2015-06-18",18.825001
"278","2015-06-19",18.625
"279","2015-06-22",18.625
"280","2015-06-23",18.584999
"281","2015-06-24",18.59
"282","2015-06-25",18.450001
"283","2015-06-26",18.395
"284","2015-06-29",18.59
"285","2015-06-30",18.785
"286","2015-07-01",19.23
"287","2015-07-02",19.155001
"288","2015-07-06",19.485001
"289","2015-07-07",19.004999
"290","2015-07-08",19.02
"291","2015-07-09",19.014999
"292","2015-07-10",19.355
"293","2015-07-13",19.465
"294","2015-07-14",19.59
"295","2015-07-15",19.545
"296","2015-07-16",19.834999
"297","2015-07-17",19.73
"298","2015-07-20",19.674999
"299","2015-07-21",19.370001
"300","2015-07-22",19.684999
"301","2015-07-23",19.424999
"302","2015-07-24",19.25
"303","2015-07-27",19.18
"304","2015-07-28",19.195
"305","2015-07-29",19.09
"306","2015-07-30",19.424999
"307","2015-07-31",19.42
"308","2015-08-03",19.215
"309","2015-08-04",19.190001
"310","2015-08-05",19.225
"311","2015-08-06",18.975
"312","2015-08-07",19.110001
"313","2015-08-10",19.785
"314","2015-08-11",19.809999
"315","2015-08-12",19.355
"316","2015-08-13",19.344999
"317","2015-08-14",19.575001
"318","2015-08-17",19.695
"319","2015-08-18",19.299999
"320","2015-08-19",19.299999
"321","2015-08-20",18.799999
"322","2015-08-21",18.895
"323","2015-08-24",17.59
"324","2015-08-25",17.785
"325","2015-08-26",18.495001
"326","2015-08-27",18.5
"327","2015-08-28",18.545
"328","2015-08-31",18.745001
"329","2015-09-01",18.5
"330","2015-09-02",18.790001
"331","2015-09-03",18.870001
"332","2015-09-04",18.77
"333","2015-09-08",19.584999
"334","2015-09-09",19.610001
"335","2015-09-10",19.965
"336","2015-09-11",20.209999
"337","2015-09-14",20.389999
"338","2015-09-15",20.9
"339","2015-09-16",21.075001
"340","2015-09-17",20.83
"341","2015-09-18",20.465
"342","2015-09-21",20.709999
"343","2015-09-22",20.74
"344","2015-09-23",20.955
"345","2015-09-24",21.105
"346","2015-09-25",20.584999
"347","2015-09-28",20.415001
"348","2015-09-29",20.33
"349","2015-09-30",20.764999
"350","2015-10-01",19.780001
"351","2015-10-02",19.635
"352","2015-10-05",19.76
"353","2015-10-06",19.57
"354","2015-10-07",20.084999
"355","2015-10-08",19.915001
"356","2015-10-09",19.65
"357","2015-10-12",19.975
"358","2015-10-13",19.735001
"359","2015-10-14",19.254999
"360","2015-10-15",20.004999
"361","2015-10-16",20.065001
"362","2015-10-19",20.035
"363","2015-10-20",20.91
"364","2015-10-21",20.4
"365","2015-10-22",20.870001
"366","2015-10-23",21.344999
"367","2015-10-26",21.51
"368","2015-10-27",21.465
"369","2015-10-28",22.225
"370","2015-10-29",22.245001
"371","2015-10-30",21.190001
"372","2015-11-02",21.51
"373","2015-11-03",21.674999
"374","2015-11-04",21.975
"375","2015-11-05",22.434999
"376","2015-11-06",23.084999
"377","2015-11-09",23.145
"378","2015-11-10",23.66
"379","2015-11-11",23.360001
"380","2015-11-12",23.219999
"381","2015-11-13",23
"382","2015-11-16",23.395
"383","2015-11-17",23.535
"384","2015-11-18",23.700001
"385","2015-11-19",23.700001
"386","2015-11-20",24.014999
"387","2015-11-23",24.135
"388","2015-11-24",24.209999
"389","2015-11-25",24.35
"390","2015-11-27",24.195
"391","2015-11-30",24.610001
"392","2015-12-01",24.6
"393","2015-12-02",24.504999
"394","2015-12-03",24.254999
"395","2015-12-04",24.450001
"396","2015-12-07",24.35
"397","2015-12-08",23.895
"398","2015-12-09",23.34
"399","2015-12-10",23.674999
"400","2015-12-11",22.91
"401","2015-12-14",23.01
"402","2015-12-15",23.24
"403","2015-12-16",23.59
"404","2015-12-17",23.389999
"405","2015-12-18",23.09
"406","2015-12-21",23.495001
"407","2015-12-22",23.940001
"408","2015-12-23",24.055
"409","2015-12-24",24.125
"410","2015-12-28",24.504999
"411","2015-12-29",24.645
"412","2015-12-30",24.615
"413","2015-12-31",23.764999
"414","2016-01-04",22.82
"415","2016-01-05",22.674999
"416","2016-01-06",22.48
"417","2016-01-07",21.690001
"418","2016-01-08",20.73
"419","2016-01-11",21.305
"420","2016-01-12",20.6
"421","2016-01-13",20.375
"422","2016-01-14",20.475
"423","2016-01-15",20.025
"424","2016-01-19",19.754999
"425","2016-01-20",19.434999
"426","2016-01-21",18.995001
"427","2016-01-22",19.715
"428","2016-01-25",19.155001
"429","2016-01-26",19.575001
"430","2016-01-27",19.094999
"431","2016-01-28",19.584999
"432","2016-01-29",20.035
"433","2016-02-01",19.735001
"434","2016-02-02",19.325001
"435","2016-02-03",18.99
"436","2016-02-04",18.594999
"437","2016-02-05",18.02
"438","2016-02-08",17.905001
"439","2016-02-09",17.945
"440","2016-02-10",17.855
"441","2016-02-11",17.475
"442","2016-02-12",17.950001
"443","2016-02-16",18.315001
"444","2016-02-17",18.305
"445","2016-02-18",18.155001
"446","2016-02-19",18.334999
"447","2016-02-22",18.395
"448","2016-02-23",17.959999
"449","2016-02-24",18.030001
"450","2016-02-25",17.99
"451","2016-02-26",18.325001
"452","2016-02-29",18.275
"453","2016-03-01",19.084999
"454","2016-03-02",18.959999
"455","2016-03-03",19.219999
"456","2016-03-04",19.450001
"457","2016-03-07",19.52
"458","2016-03-08",19.15
"459","2016-03-09",18.785
"460","2016-03-10",18.955
"461","2016-03-11",19.48
"462","2016-03-14",19.43
"463","2016-03-15",18.91
"464","2016-03-16",19.004999
"465","2016-03-17",19.344999
"466","2016-03-18",19.605
"467","2016-03-21",19.705
"468","2016-03-22",19.932501
"469","2016-03-23",19.75
"470","2016-03-24",19.715
"471","2016-03-28",21.200001
"472","2016-03-29",21.5
"473","2016-03-30",22.115
"474","2016-03-31",22.200001
"475","2016-04-01",22.594999
"476","2016-04-04",22.299999
"477","2016-04-05",22.34
"478","2016-04-06",22.360001
"479","2016-04-07",21.764999
"480","2016-04-08",22.615
"481","2016-04-11",22.795
"482","2016-04-12",23.02
"483","2016-04-13",23.700001
"484","2016-04-14",23.855
"485","2016-04-15",23.65
"486","2016-04-18",24.174999
"487","2016-04-19",24.945
"488","2016-04-20",24.92
"489","2016-04-21",24.75
"490","2016-04-22",24.809999
"491","2016-04-25",24.825001
"492","2016-04-26",24.9
"493","2016-04-27",25.215
"494","2016-04-28",24.725
"495","2016-04-29",24.639999
"496","2016-05-02",24.889999
"497","2016-05-03",24.525
"498","2016-05-04",24.57
"499","2016-05-05",24.565001
"500","2016-05-06",24.74
"501","2016-05-09",24.635
"502","2016-05-10",24.975
"503","2016-05-11",24.700001
"504","2016-05-12",25
"505","2016-05-13",24.535
"506","2016-05-16",24.754999
"507","2016-05-17",24.24
"508","2016-05-18",24.915001
"509","2016-05-19",24.504999
"510","2016-05-20",24.870001
"511","2016-05-23",24.615
"512","2016-05-24",25.045
"513","2016-05-25",25.24
"514","2016-05-26",25.485001
"515","2016-05-27",25.610001
"516","2016-05-31",26.02
"517","2016-06-01",26.23
"518","2016-06-02",26.24
"519","2016-06-03",25.690001
"520","2016-06-06",25.809999
"521","2016-06-07",25.674999
"522","2016-06-08",25.76
"523","2016-06-09",25.715
"524","2016-06-10",25.605
"525","2016-06-13",25.09
"526","2016-06-14",24.75
"527","2016-06-15",24.764999
"528","2016-06-16",24.584999
"529","2016-06-17",24.66
"530","2016-06-20",25.190001
"531","2016-06-21",25.264999
"532","2016-06-22",25.049999
"533","2016-06-23",25.637501
"534","2016-06-24",23.639999
"535","2016-06-27",22.83
"536","2016-06-28",23.225
"537","2016-06-29",24
"538","2016-06-30",24.695
"539","2016-07-01",24.375
"540","2016-07-05",23.745001
"541","2016-07-06",23.764999
"542","2016-07-07",23.805
"543","2016-07-08",24.35
"544","2016-07-11",24.85
"545","2016-07-12",25.195
"546","2016-07-13",25.285
"547","2016-07-14",25.495001
"548","2016-07-15",25.450001
"549","2016-07-18",25.334999
"550","2016-07-19",26.360001
"551","2016-07-20",26.17
"552","2016-07-21",25.73
"553","2016-07-22",25.795
"554","2016-07-25",25.709999
"555","2016-07-26",25.684999
"556","2016-07-27",25.799999
"557","2016-07-28",25.465
"558","2016-07-29",25.315001
"559","2016-08-01",25.049999
"560","2016-08-02",24.735001
"561","2016-08-03",24.705
"562","2016-08-04",24.799999
"563","2016-08-05",25.764999
"564","2016-08-08",25.5
"565","2016-08-09",25.65
"566","2016-08-10",25.205
"567","2016-08-11",25.139999
"568","2016-08-12",25.315001
"569","2016-08-15",25.735001
"570","2016-08-16",25.455
"571","2016-08-17",25.559999
"572","2016-08-18",25.754999
"573","2016-08-19",25.629999
"574","2016-08-22",25.879999
"575","2016-08-23",25.735001
"576","2016-08-24",25.92
"577","2016-08-25",25.99
"578","2016-08-26",26.105
"579","2016-08-29",26.145
"580","2016-08-30",26.200001
"581","2016-08-31",26.205
"582","2016-09-01",26.205
"583","2016-09-02",26.57
"584","2016-09-06",26.040001
"585","2016-09-07",26.375
"586","2016-09-08",26.254999
"587","2016-09-09",25.825001
"588","2016-09-12",26.014999
"589","2016-09-13",25.555
"590","2016-09-14",25.235001
"591","2016-09-15",25.67
"592","2016-09-16",25.424999
"593","2016-09-19",25.41
"594","2016-09-20",25.459999
"595","2016-09-21",25.905001
"596","2016-09-22",26.309999
"597","2016-09-23",26.059999
"598","2016-09-26",25.25
"599","2016-09-27",25.73
"600","2016-09-28",26
"601","2016-09-29",25.424999
"602","2016-09-30",25.955
"603","2016-10-03",25.91
"604","2016-10-04",25.995001
"605","2016-10-05",26.07
"606","2016-10-06",26.41
"607","2016-10-07",26.344999
"608","2016-10-10",26.434999
"609","2016-10-11",26.280001
"610","2016-10-12",26.27
"611","2016-10-13",26.125
"612","2016-10-14",26.48
"613","2016-10-17",25.9
"614","2016-10-18",25.77
"615","2016-10-19",26.620001
"616","2016-10-20",26.615
"617","2016-10-21",26.665001
"618","2016-10-24",26.805
"619","2016-10-25",26.795
"620","2016-10-26",26.780001
"621","2016-10-27",26.865
"622","2016-10-28",26.805
"623","2016-10-31",27.07
"624","2016-11-01",26.924999
"625","2016-11-02",26.74
"626","2016-11-03",26.77
"627","2016-11-04",26.645
"628","2016-11-07",26.985001
"629","2016-11-08",27.08
"630","2016-11-09",28.82
"631","2016-11-10",29.885
"632","2016-11-11",31.575001
"633","2016-11-14",32.125
"634","2016-11-15",31.9
"635","2016-11-16",32.355
"636","2016-11-17",33.165001
"637","2016-11-18",33.599998
"638","2016-11-21",34.025002
"639","2016-11-22",34.945
"640","2016-11-23",35.224998
"641","2016-11-25",35.98
"642","2016-11-28",35.735001
"643","2016-11-29",36.514999
"644","2016-11-30",36.810001
"645","2016-12-01",37.384998
"646","2016-12-02",36.915001
"647","2016-12-05",37.285
"648","2016-12-06",36.805
"649","2016-12-07",36.715
"650","2016-12-08",37.34
"651","2016-12-09",37.215
"652","2016-12-12",36.139999
"653","2016-12-13",36.09
"654","2016-12-14",35.605
"655","2016-12-15",36.305
"656","2016-12-16",36.025002
"657","2016-12-19",36.610001
"658","2016-12-20",37
"659","2016-12-21",37.959999
"660","2016-12-22",37.720001
"661","2016-12-23",37.310001
"662","2016-12-27",37.830002
"663","2016-12-28",37.950001
"664","2016-12-29",37.209999
"665","2016-12-30",37.439999
"666","2017-01-03",37.610001
"667","2017-01-04",38.560001
"668","2017-01-05",37.560001
"669","2017-01-06",37.900002
"670","2017-01-09",37.310001
"671","2017-01-10",37.939999
"672","2017-01-11",38.130001
"673","2017-01-12",37.189999
"674","2017-01-13",37.880001
"675","2017-01-17",36.59
"676","2017-01-18",37.209999
"677","2017-01-19",37.040001
"678","2017-01-20",37.220001
"679","2017-01-23",37.290001
"680","2017-01-24",38.200001
"681","2017-01-25",38.869999
"682","2017-01-26",39.18
"683","2017-01-27",38.93
"684","2017-01-30",38.060001
"685","2017-01-31",40.040001
"686","2017-02-01",40.09
"687","2017-02-02",39.560001
"688","2017-02-03",40.560001
"689","2017-02-06",40.049999
"690","2017-02-07",39.889999
"691","2017-02-08",39.66
"692","2017-02-09",40.799999
"693","2017-02-10",41.080002
"694","2017-02-13",41.73
"695","2017-02-14",41.830002
"696","2017-02-15",42.09
"697","2017-02-16",42.299999
"698","2017-02-17",41.869999
"699","2017-02-21",41.950001
"700","2017-02-22",42.09
"701","2017-02-23",42.610001
"702","2017-02-24",42.02
"703","2017-02-27",42.240002
"704","2017-02-28",41.57
"705","2017-03-01",42
"706","2017-03-02",41.119999
"707","2017-03-03",41.560001
"708","2017-03-06",41.470001
"709","2017-03-07",41.209999
"710","2017-03-08",40.419998
"711","2017-03-09",40.200001
"712","2017-03-10",40
"713","2017-03-13",40.290001
"714","2017-03-14",40.099998
"715","2017-03-15",40.09
"716","2017-03-16",40.150002
"717","2017-03-17",39.259998
"718","2017-03-20",38.810001
"719","2017-03-21",36.509998
"720","2017-03-22",35.950001
"721","2017-03-23",35.889999
"722","2017-03-24",35.66
"723","2017-03-27",35.419998
"724","2017-03-28",35.73
"725","2017-03-29",35.23
"726","2017-03-30",36.490002
"727","2017-03-31",36.380001
"728","2017-04-03",35.494999
"729","2017-04-04",35.540001
"730","2017-04-05",34.720001
"731","2017-04-06",35.220001
"732","2017-04-07",35.040001
"733","2017-04-10",34.310001
"734","2017-04-11",34.740002
"735","2017-04-12",34.189999
"736","2017-04-13",33.259998
"737","2017-04-17",34.34
"738","2017-04-18",35.279999
"739","2017-04-19",35.939999
"740","2017-04-20",36.889999
"741","2017-04-21",36.77
"742","2017-04-24",37.720001
"743","2017-04-25",38.349998
"744","2017-04-26",38.860001
"745","2017-04-27",38.080002
"746","2017-04-28",37.799999
"747","2017-05-01",38.529999
"748","2017-05-02",37.91
"749","2017-05-03",38.459999
"750","2017-05-04",38.66
"751","2017-05-05",38.099998
"752","2017-05-08",38.029999
"753","2017-05-09",37.66
"754","2017-05-10",37.610001
"755","2017-05-11",36.990002
"756","2017-05-12",36.75
"757","2017-05-15",37.029999
"758","2017-05-16",37.23
"759","2017-05-17",35.290001
