"","date","KRUS"
"1","2019-08-01",19.610001
"2","2019-08-02",24.4
"3","2019-08-05",23
"4","2019-08-06",21.959999
"5","2019-08-07",21.33
"6","2019-08-08",21
"7","2019-08-09",20.5
"8","2019-08-12",20.860001
"9","2019-08-13",20.48
"10","2019-08-14",20.389999
"11","2019-08-15",20.74
"12","2019-08-16",22.5
"13","2019-08-19",26.15
"14","2019-08-20",26.969999
"15","2019-08-21",26.68
"16","2019-08-22",22.809999
"17","2019-08-23",23.639999
"18","2019-08-26",24.76
"19","2019-08-27",24.860001
"20","2019-08-28",25.049999
"21","2019-08-29",25.15
"22","2019-08-30",25.07
"23","2019-09-03",24.129999
"24","2019-09-04",24.780001
"25","2019-09-05",24.32
"26","2019-09-06",23.35
"27","2019-09-09",22.459999
"28","2019-09-10",20.83
"29","2019-09-11",20.17
"30","2019-09-12",20.43
"31","2019-09-13",19.76
"32","2019-09-16",19.65
"33","2019-09-17",20.92
"34","2019-09-18",20.360001
"35","2019-09-19",20.129999
"36","2019-09-20",19.42
"37","2019-09-23",18.91
"38","2019-09-24",19.48
"39","2019-09-25",19.219999
"40","2019-09-26",19.52
"41","2019-09-27",19.17
"42","2019-09-30",19.620001
"43","2019-10-01",19.24
"44","2019-10-02",19.379999
"45","2019-10-03",19.219999
"46","2019-10-04",18.85
"47","2019-10-07",18.860001
"48","2019-10-08",17.98
"49","2019-10-09",17.290001
"50","2019-10-10",17.25
"51","2019-10-11",18.23
"52","2019-10-14",18.16
"53","2019-10-15",18.16
"54","2019-10-16",17.42
"55","2019-10-17",17.610001
"56","2019-10-18",17.370001
"57","2019-10-21",16.799999
"58","2019-10-22",17.190001
"59","2019-10-23",17.07
"60","2019-10-24",17.91
"61","2019-10-25",18.290001
"62","2019-10-28",18.83
"63","2019-10-29",18.42
"64","2019-10-30",18.73
"65","2019-10-31",18.450001
"66","2019-11-01",18.58
"67","2019-11-04",19.1
"68","2019-11-05",19.49
"69","2019-11-06",18.950001
"70","2019-11-07",20.120001
"71","2019-11-08",20.84
"72","2019-11-11",21.84
"73","2019-11-12",22.6
"74","2019-11-13",24.940001
"75","2019-11-14",24.76
"76","2019-11-15",24.35
"77","2019-11-18",22.99
"78","2019-11-19",22.27
"79","2019-11-20",22.25
"80","2019-11-21",23.309999
"81","2019-11-22",23.639999
"82","2019-11-25",24.77
"83","2019-11-26",24.719999
"84","2019-11-27",25.09
"85","2019-11-29",25.940001
"86","2019-12-02",24.870001
"87","2019-12-03",25.219999
"88","2019-12-04",24.6
"89","2019-12-05",25.120001
"90","2019-12-06",25.639999
"91","2019-12-09",25.09
"92","2019-12-10",25.139999
"93","2019-12-11",25.120001
"94","2019-12-12",24.790001
"95","2019-12-13",25.610001
"96","2019-12-16",25.889999
"97","2019-12-17",25.040001
"98","2019-12-18",25.540001
"99","2019-12-19",26.620001
"100","2019-12-20",27.08
"101","2019-12-23",28.32
"102","2019-12-24",28.76
"103","2019-12-26",28.07
"104","2019-12-27",27.07
"105","2019-12-30",26.309999
"106","2019-12-31",25.450001
"107","2020-01-02",27.110001
"108","2020-01-03",26.49
"109","2020-01-06",27.83
"110","2020-01-07",27.860001
"111","2020-01-08",28.780001
"112","2020-01-09",25.620001
"113","2020-01-10",24.9
"114","2020-01-13",24.27
"115","2020-01-14",23.940001
"116","2020-01-15",23.459999
"117","2020-01-16",23.809999
"118","2020-01-17",24.24
"119","2020-01-21",23.42
"120","2020-01-22",22.76
"121","2020-01-23",22.959999
"122","2020-01-24",23.1
"123","2020-01-27",23.48
"124","2020-01-28",24.040001
"125","2020-01-29",23.02
"126","2020-01-30",22.75
"127","2020-01-31",22.52
"128","2020-02-03",22.959999
"129","2020-02-04",22.940001
"130","2020-02-05",23.469999
"131","2020-02-06",22.709999
"132","2020-02-07",22.879999
"133","2020-02-10",22.77
"134","2020-02-11",22.77
"135","2020-02-12",22.620001
"136","2020-02-13",22.700001
"137","2020-02-14",22.120001
"138","2020-02-18",22.59
"139","2020-02-19",23.299999
"140","2020-02-20",24.73
"141","2020-02-21",24.309999
"142","2020-02-24",22.780001
"143","2020-02-25",22.59
"144","2020-02-26",21.68
"145","2020-02-27",20.59
"146","2020-02-28",18.610001
"147","2020-03-02",18.700001
"148","2020-03-03",17.57
"149","2020-03-04",17.67
"150","2020-03-05",15.95
"151","2020-03-06",15.39
"152","2020-03-09",14.02
"153","2020-03-10",15.14
"154","2020-03-11",13.81
"155","2020-03-12",12.52
"156","2020-03-13",12.35
"157","2020-03-16",10.24
"158","2020-03-17",8.52
"159","2020-03-18",5.28
"160","2020-03-19",6.45
"161","2020-03-20",8.06
"162","2020-03-23",9.6
"163","2020-03-24",10.96
"164","2020-03-25",13.19
"165","2020-03-26",14.49
"166","2020-03-27",11.47
"167","2020-03-30",10.91
"168","2020-03-31",11.96
"169","2020-04-01",10.41
"170","2020-04-02",10.02
"171","2020-04-03",8.61
"172","2020-04-06",9.73
"173","2020-04-07",10.3
"174","2020-04-08",11.06
"175","2020-04-09",12.18
"176","2020-04-13",12.07
"177","2020-04-14",14.13
"178","2020-04-15",11.99
"179","2020-04-16",10.11
"180","2020-04-17",10.6
"181","2020-04-20",10.29
"182","2020-04-21",9.83
"183","2020-04-22",10.51
"184","2020-04-23",11.12
"185","2020-04-24",10.62
"186","2020-04-27",12.815
"187","2020-04-28",14.55
"188","2020-04-29",16.99
"189","2020-04-30",16.83
"190","2020-05-01",16.25
"191","2020-05-04",16.139999
"192","2020-05-05",16.18
"193","2020-05-06",15.06
"194","2020-05-07",14.78
"195","2020-05-08",16.15
"196","2020-05-11",17.360001
"197","2020-05-12",15.62
"198","2020-05-13",14.78
"199","2020-05-14",13.425
"200","2020-05-15",14.96
"201","2020-05-18",15.74
"202","2020-05-19",15.88
"203","2020-05-20",15.51
"204","2020-05-21",15.23
"205","2020-05-22",14.94
"206","2020-05-26",15.31
"207","2020-05-27",15.74
"208","2020-05-28",14.94
"209","2020-05-29",14.59
"210","2020-06-01",14.39
"211","2020-06-02",14.59
"212","2020-06-03",15.35
"213","2020-06-04",16.24
"214","2020-06-05",19.219999
"215","2020-06-08",17.879999
"216","2020-06-09",17.299999
"217","2020-06-10",16.1
"218","2020-06-11",14.47
"219","2020-06-12",16.07
"220","2020-06-15",16.6
"221","2020-06-16",17.09
"222","2020-06-17",16.299999
"223","2020-06-18",16.5
"224","2020-06-19",16.01
"225","2020-06-22",15.5
"226","2020-06-23",15.75
"227","2020-06-24",15.52
"228","2020-06-25",15.81
"229","2020-06-26",14.02
"230","2020-06-29",13.87
"231","2020-06-30",14.28
"232","2020-07-01",14.27
"233","2020-07-02",13.61
"234","2020-07-06",14.49
"235","2020-07-07",13.39
"236","2020-07-08",13.69
"237","2020-07-09",12.89
"238","2020-07-10",12.1
"239","2020-07-13",12
"240","2020-07-14",11.1
"241","2020-07-15",12.58
"242","2020-07-16",12.19
"243","2020-07-17",12.17
"244","2020-07-20",11.65
"245","2020-07-21",11.51
"246","2020-07-22",11.22
"247","2020-07-23",11
"248","2020-07-24",10.77
"249","2020-07-27",10.15
"250","2020-07-28",10.06
"251","2020-07-29",11.25
"252","2020-07-30",10.68
"253","2020-07-31",10.39
"254","2020-08-03",10.33
"255","2020-08-04",10.75
"256","2020-08-05",10.35
"257","2020-08-06",10.42
"258","2020-08-07",10.95
"259","2020-08-10",12.1
"260","2020-08-11",12.55
"261","2020-08-12",11.51
"262","2020-08-13",12.06
"263","2020-08-14",12.11
"264","2020-08-17",11.85
"265","2020-08-18",11.64
"266","2020-08-19",11.56
"267","2020-08-20",11.37
"268","2020-08-21",11.18
"269","2020-08-24",12.05
"270","2020-08-25",12.15
"271","2020-08-26",12.12
"272","2020-08-27",11.71
"273","2020-08-28",12.39
"274","2020-08-31",12.22
"275","2020-09-01",12.27
"276","2020-09-02",14.12
"277","2020-09-03",13.52
"278","2020-09-04",13.8
"279","2020-09-08",15.22
"280","2020-09-09",14.68
"281","2020-09-10",14.49
"282","2020-09-11",14.33
"283","2020-09-14",14.86
"284","2020-09-15",15.17
"285","2020-09-16",15.43
"286","2020-09-17",14.84
"287","2020-09-18",14.52
"288","2020-09-21",13.98
"289","2020-09-22",14.2
"290","2020-09-23",13.54
"291","2020-09-24",13.37
"292","2020-09-25",13.35
"293","2020-09-28",13.77
"294","2020-09-29",13.31
"295","2020-09-30",13.1
"296","2020-10-01",14.21
"297","2020-10-02",14.36
"298","2020-10-05",14.87
"299","2020-10-06",14.38
"300","2020-10-07",14.79
"301","2020-10-08",14.36
"302","2020-10-09",14.83
"303","2020-10-12",14.9
"304","2020-10-13",14.41
"305","2020-10-14",14.45
"306","2020-10-15",14.99
"307","2020-10-16",14.93
"308","2020-10-19",14.79
"309","2020-10-20",14.89
"310","2020-10-21",15.16
"311","2020-10-22",15.15
"312","2020-10-23",15.17
"313","2020-10-26",14.37
"314","2020-10-27",13.81
"315","2020-10-28",12.31
"316","2020-10-29",13.24
"317","2020-10-30",12.87
"318","2020-11-02",13.03
"319","2020-11-03",13.31
"320","2020-11-04",13.53
"321","2020-11-05",14.16
"322","2020-11-06",14.83
"323","2020-11-09",16.25
"324","2020-11-10",16.969999
"325","2020-11-11",16.76
"326","2020-11-12",16.709999
"327","2020-11-13",16.16
"328","2020-11-16",16.74
"329","2020-11-17",14.82
"330","2020-11-18",15.16
"331","2020-11-19",15.7
"332","2020-11-20",15.26
"333","2020-11-23",16.379999
"334","2020-11-24",18.120001
"335","2020-11-25",17.91
"336","2020-11-27",16.889999
