"","date","IMXI"
"145","2017-10-19",9.79
"146","2017-10-20",9.8
"147","2017-10-23",9.8
"148","2017-10-24",9.82
"149","2017-10-25",9.75
"150","2017-10-26",9.74
"151","2017-10-27",9.74
"152","2017-10-30",9.74
"153","2017-10-31",9.75
"154","2017-11-01",9.79
"155","2017-11-02",9.79
"156","2017-11-03",9.79
"157","2017-11-06",9.79
"158","2017-11-07",9.78
"159","2017-11-08",9.78
"160","2017-11-09",9.79
"161","2017-11-10",9.79
"162","2017-11-13",9.79
"163","2017-11-14",9.79
"164","2017-11-15",9.79
"165","2017-11-16",9.79
"166","2017-11-17",9.806
"167","2017-11-20",9.806
"168","2017-11-21",9.77
"169","2017-11-22",9.76
"170","2017-11-24",9.76
"171","2017-11-27",9.76
"172","2017-11-28",9.75
"173","2017-11-29",9.77
"174","2017-11-30",9.75
"175","2017-12-01",9.74
"176","2017-12-04",9.77
"177","2017-12-05",9.79
"178","2017-12-06",9.78
"179","2017-12-07",9.78
"180","2017-12-08",9.78
"181","2017-12-11",9.78
"182","2017-12-12",9.78
"183","2017-12-13",9.78
"184","2017-12-14",9.78
"185","2017-12-15",9.77
"186","2017-12-18",9.8
"187","2017-12-19",9.8
"188","2017-12-20",9.9
"189","2017-12-21",9.91
"190","2017-12-22",9.91
"191","2017-12-26",9.9
"192","2017-12-27",9.89
"193","2017-12-28",9.92
"194","2017-12-29",9.92
"195","2018-01-02",9.939
"196","2018-01-03",9.95
"197","2018-01-04",9.95
"198","2018-01-05",9.921
"199","2018-01-08",9.925
"200","2018-01-09",9.95
"201","2018-01-10",9.95
"202","2018-01-11",9.91
"203","2018-01-12",9.9
"204","2018-01-16",9.92
"205","2018-01-17",9.928
"206","2018-01-18",9.93
"207","2018-01-19",9.91
"208","2018-01-22",9.95
"209","2018-01-23",9.93
"210","2018-01-24",9.95
"211","2018-01-25",9.93
"212","2018-01-26",9.92
"213","2018-01-29",9.9
"214","2018-01-30",9.94
"215","2018-01-31",9.905
"216","2018-02-01",9.9
"217","2018-02-02",9.9
"218","2018-02-05",9.9
"219","2018-02-06",9.92
"220","2018-02-07",9.92
"221","2018-02-08",9.92
"222","2018-02-09",9.92
"223","2018-02-12",9.92
"224","2018-02-13",9.92
"225","2018-02-14",9.92
"226","2018-02-15",9.9
"227","2018-02-16",9.88
"228","2018-02-20",9.88
"229","2018-02-21",9.9
"230","2018-02-22",9.88
"231","2018-02-23",9.95
"232","2018-02-26",9.9
"233","2018-02-27",9.91
"234","2018-02-28",9.95
"235","2018-03-01",9.95
"236","2018-03-02",9.95
"237","2018-03-05",9.95
"238","2018-03-06",9.936
"239","2018-03-07",9.926
"240","2018-03-08",9.926
"241","2018-03-09",9.95
"242","2018-03-12",9.93
"243","2018-03-13",9.95
"244","2018-03-14",9.95
"245","2018-03-15",9.94
"246","2018-03-16",9.94
"247","2018-03-19",9.94
"248","2018-03-20",9.95
"249","2018-03-21",9.93
"250","2018-03-22",9.93
"251","2018-03-23",9.936
"252","2018-03-26",9.95
"253","2018-03-27",9.94
"254","2018-03-28",9.93
"255","2018-03-29",9.94
"256","2018-04-02",9.96
"257","2018-04-03",9.96
"258","2018-04-04",9.96
"259","2018-04-05",9.965
"260","2018-04-06",9.95
"261","2018-04-09",9.97
"262","2018-04-10",9.97
"263","2018-04-11",9.96
"264","2018-04-12",9.975
"265","2018-04-13",10
"266","2018-04-16",9.99
"267","2018-04-17",10
"268","2018-04-18",10
"269","2018-04-19",9.964
"270","2018-04-20",10
"271","2018-04-23",10
"272","2018-04-24",10
"273","2018-04-25",10
"274","2018-04-26",9.95
"275","2018-04-27",9.95
"276","2018-04-30",9.96
"277","2018-05-01",9.96
"278","2018-05-02",9.96
"279","2018-05-03",9.95
"280","2018-05-04",9.95
"281","2018-05-07",9.98
"282","2018-05-08",9.98
"283","2018-05-09",9.97
"284","2018-05-10",9.97
"285","2018-05-11",9.97
"286","2018-05-14",9.97
"287","2018-05-15",9.97
"288","2018-05-16",9.97
"289","2018-05-17",9.97
"290","2018-05-18",9.97
"291","2018-05-21",9.967
"292","2018-05-22",9.967
"293","2018-05-23",9.97
"294","2018-05-24",9.97
"295","2018-05-25",9.97
"296","2018-05-29",9.97
"297","2018-05-30",9.96
"298","2018-05-31",9.93
"299","2018-06-01",9.95
"300","2018-06-04",10.01
"301","2018-06-05",10
"302","2018-06-06",9.98
"303","2018-06-07",9.99
"304","2018-06-08",10.01
"305","2018-06-11",10
"306","2018-06-12",10
"307","2018-06-13",10
"308","2018-06-14",10
"309","2018-06-15",10
"310","2018-06-18",10
"311","2018-06-19",9.99
"312","2018-06-20",10
"313","2018-06-21",10.01
"314","2018-06-22",10.01
"315","2018-06-25",9.99
"316","2018-06-26",9.98
"317","2018-06-27",9.98
"318","2018-06-28",10.01
"319","2018-06-29",10
"320","2018-07-02",10.026
"321","2018-07-03",10
"322","2018-07-05",10.018
"323","2018-07-06",10
"324","2018-07-09",10.01
"325","2018-07-10",10.022
"326","2018-07-11",10
"327","2018-07-12",10.02
"328","2018-07-13",10.03
"329","2018-07-16",10.03
"330","2018-07-17",10.01
"331","2018-07-18",10.04
"332","2018-07-19",10.03
"333","2018-07-20",10.04
"334","2018-07-23",10.09
"335","2018-07-24",9.9
"336","2018-07-25",9.85
"337","2018-07-26",9.91
"338","2018-07-27",10
"339","2018-07-30",9.83
"340","2018-07-31",9.9
"341","2018-08-01",9.75
"342","2018-08-02",9.68
"343","2018-08-03",9.74
"344","2018-08-06",9.69
"345","2018-08-07",9.73
"346","2018-08-08",9.5
"347","2018-08-09",9.41
"348","2018-08-10",9.84
"349","2018-08-13",9.87
"350","2018-08-14",9.8
"351","2018-08-15",9.68
"352","2018-08-16",9.6
"353","2018-08-17",9.67
"354","2018-08-20",9.76
"355","2018-08-21",9.74
"356","2018-08-22",9.43
"357","2018-08-23",9.41
"358","2018-08-24",9.53
"359","2018-08-27",9.97
"360","2018-08-28",9.6
"361","2018-08-29",9.8
"362","2018-08-30",9.5
"363","2018-08-31",9.8
"364","2018-09-04",9.96
"365","2018-09-05",9.84
"366","2018-09-06",9.66
"367","2018-09-07",9.99
"368","2018-09-10",10.03
"369","2018-09-11",10.44
"370","2018-09-12",10.51
"371","2018-09-13",10.5
"372","2018-09-14",10.56
"373","2018-09-17",10.76
"374","2018-09-18",11.15
"375","2018-09-19",11
"376","2018-09-20",11.33
"377","2018-09-21",11.17
"378","2018-09-24",11
"379","2018-09-25",11.03
"380","2018-09-26",11.36
"381","2018-09-27",11.48
"382","2018-09-28",12.02
"383","2018-10-01",11.73
"384","2018-10-02",11.88
"385","2018-10-03",12.19
"386","2018-10-04",12.1
"387","2018-10-05",12.44
"388","2018-10-08",12.48
"389","2018-10-09",12.5
"390","2018-10-10",12.26
"391","2018-10-11",12.18
"392","2018-10-12",12.46
"393","2018-10-15",12.45
"394","2018-10-16",12.67
"395","2018-10-17",12.58
"396","2018-10-18",12.4
"397","2018-10-19",12.21
"398","2018-10-22",12.17
"399","2018-10-23",12.01
"400","2018-10-24",11.85
"401","2018-10-25",12.01
"402","2018-10-26",11.9
"403","2018-10-29",11.96
"404","2018-10-30",11.73
"405","2018-10-31",12.09
"406","2018-11-01",12.31
"407","2018-11-02",11.95
"408","2018-11-05",12.11
"409","2018-11-06",12.2
"410","2018-11-07",12.15
"411","2018-11-08",12.03
"412","2018-11-09",12.59
"413","2018-11-12",12.5
"414","2018-11-13",12.5
"415","2018-11-14",12.73
"416","2018-11-15",12.51
"417","2018-11-16",12.25
"418","2018-11-19",12.21
"419","2018-11-20",11.26
"420","2018-11-21",12.04
"421","2018-11-23",11.74
"422","2018-11-26",11.89
"423","2018-11-27",12
"424","2018-11-28",12.24
"425","2018-11-29",12.15
"426","2018-11-30",12.12
"427","2018-12-03",12.48
"428","2018-12-04",12.2
"429","2018-12-06",12.07
"430","2018-12-07",11.67
"431","2018-12-10",11.59
"432","2018-12-11",11.46
"433","2018-12-12",11.8
"434","2018-12-13",11.68
"435","2018-12-14",11.43
"436","2018-12-17",11.24
"437","2018-12-18",11.06
"438","2018-12-19",11.13
"439","2018-12-20",11.1
"440","2018-12-21",11.33
"441","2018-12-24",11.07
"442","2018-12-26",11.49
"443","2018-12-27",11.53
"444","2018-12-28",12.02
"445","2018-12-31",11.96
"446","2019-01-02",11.96
"447","2019-01-03",11.92
"448","2019-01-04",12.01
"449","2019-01-07",11.85
"450","2019-01-08",12.1
"451","2019-01-09",12.05
"452","2019-01-10",11.88
"453","2019-01-11",11.87
"454","2019-01-14",11.89
"455","2019-01-15",11.8
"456","2019-01-16",11.81
"457","2019-01-17",11.65
"458","2019-01-18",11.74
"459","2019-01-22",11.6
"460","2019-01-23",11.75
"461","2019-01-24",11.5
"462","2019-01-25",11.4
"463","2019-01-28",11.55
"464","2019-01-29",11.39
"465","2019-01-30",11.4
"466","2019-01-31",11.5
"467","2019-02-01",11.36
"468","2019-02-04",11.49
"469","2019-02-05",11.36
"470","2019-02-06",11.4
"471","2019-02-07",11.35
"472","2019-02-08",11.5
"473","2019-02-11",11.47
"474","2019-02-12",11.36
"475","2019-02-13",11.45
"476","2019-02-14",11.32
"477","2019-02-15",11.45
"478","2019-02-19",11.5
"479","2019-02-20",11.09
"480","2019-02-21",10.96
"481","2019-02-22",11.25
"482","2019-02-25",11.14
"483","2019-02-26",11.1
"484","2019-02-27",10.9
"485","2019-02-28",10.33
"486","2019-03-01",11
"487","2019-03-04",10.78
"488","2019-03-05",10.88
"489","2019-03-06",10.85
"490","2019-03-07",10.87
"491","2019-03-08",10.84
"492","2019-03-11",10.765
"493","2019-03-12",11.05
"494","2019-03-13",11.44
"495","2019-03-14",10.68
"496","2019-03-15",11.01
"497","2019-03-18",10.51
"498","2019-03-19",10.78
"499","2019-03-20",10.48
"500","2019-03-21",10.85
"501","2019-03-22",10.82
"502","2019-03-25",10.94
"503","2019-03-26",10.85
"504","2019-03-27",10.94
"505","2019-03-28",10.87
"506","2019-03-29",11.66
"507","2019-04-01",11.72
"508","2019-04-02",11.76
"509","2019-04-03",11.7
"510","2019-04-04",11.6
"511","2019-04-05",11.49
"512","2019-04-08",11.6
"513","2019-04-09",11.59
"514","2019-04-10",11.56
"515","2019-04-11",11.63
"516","2019-04-12",11.93
"517","2019-04-15",12.13
"518","2019-04-16",11.9
"519","2019-04-17",11.85
"520","2019-04-18",11.91
"521","2019-04-22",11.99
"522","2019-04-23",11.85
"523","2019-04-24",11.83
"524","2019-04-25",11.99
"525","2019-04-26",12.06
"526","2019-04-29",12.23
"527","2019-04-30",12.07
"528","2019-05-01",12.12
"529","2019-05-02",12.17
"530","2019-05-03",12.13
"531","2019-05-06",12.18
"532","2019-05-07",12
"533","2019-05-08",11.77
"534","2019-05-09",11.9
"535","2019-05-10",12.03
"536","2019-05-13",11.93
"537","2019-05-14",11.93
"538","2019-05-15",12.13
"539","2019-05-16",11.9
"540","2019-05-17",12.22
"541","2019-05-20",12.44
"542","2019-05-21",13.21
"543","2019-05-22",13.47
"544","2019-05-23",13.38
"545","2019-05-24",13.62
"546","2019-05-28",13.74
"547","2019-05-29",13.62
"548","2019-05-30",13.75
"549","2019-05-31",13.57
"550","2019-06-03",13.6
"551","2019-06-04",13.85
"552","2019-06-05",13.82
"553","2019-06-06",13.79
"554","2019-06-07",13.83
"555","2019-06-10",13.82
"556","2019-06-11",13.75
"557","2019-06-12",13.75
"558","2019-06-13",13.93
"559","2019-06-14",13.75
"560","2019-06-17",13.96
"561","2019-06-18",14.2
"562","2019-06-19",14.15
"563","2019-06-20",14.47
"564","2019-06-21",14.87
"565","2019-06-24",14.86
"566","2019-06-25",14.4
"567","2019-06-26",14.14
"568","2019-06-27",14.16
"569","2019-06-28",14.1
"570","2019-07-01",14.65
"571","2019-07-02",14.6
"572","2019-07-03",14.62
"573","2019-07-05",14.52
"574","2019-07-08",14.48
"575","2019-07-09",14.57
"576","2019-07-10",14.3
"577","2019-07-11",14.39
"578","2019-07-12",14.43
"579","2019-07-15",14.42
"580","2019-07-16",14.44
"581","2019-07-17",14.28
"582","2019-07-18",14.31
"583","2019-07-19",14.09
"584","2019-07-22",14.08
"585","2019-07-23",14.12
"586","2019-07-24",14.33
"587","2019-07-25",14.1
"588","2019-07-26",14.07
"589","2019-07-29",14.08
"590","2019-07-30",13.85
"591","2019-07-31",13.84
"592","2019-08-01",13.84
"593","2019-08-02",13.69
"594","2019-08-05",13.41
"595","2019-08-06",13.38
"596","2019-08-07",13.38
"597","2019-08-08",13.98
"598","2019-08-09",14.43
"599","2019-08-12",14.38
"600","2019-08-13",14.49
"601","2019-08-14",14.16
"602","2019-08-15",14.11
"603","2019-08-16",14.3
"604","2019-08-19",14.5
"605","2019-08-20",14.41
"606","2019-08-21",14.15
"607","2019-08-22",13.97
"608","2019-08-23",13.58
"609","2019-08-26",13.53
"610","2019-08-27",13.85
"611","2019-08-28",13.62
"612","2019-08-29",13.09
"613","2019-08-30",13.04
"614","2019-09-03",12.97
"615","2019-09-04",13.48
"616","2019-09-05",14.2
"617","2019-09-06",14.15
"618","2019-09-09",13.6
"619","2019-09-10",12.48
"620","2019-09-11",13
"621","2019-09-12",14
"622","2019-09-13",13.91
"623","2019-09-16",13.86
"624","2019-09-17",13.95
"625","2019-09-18",13.74
"626","2019-09-19",13.78
"627","2019-09-20",13.86
"628","2019-09-23",14.46
"629","2019-09-24",14.16
"630","2019-09-25",14.01
"631","2019-09-26",13.99
"632","2019-09-27",14.1
"633","2019-09-30",13.74
"634","2019-10-01",13.52
"635","2019-10-02",13.19
"636","2019-10-03",13.09
"637","2019-10-04",13.53
"638","2019-10-07",13.72
"639","2019-10-08",13.59
"640","2019-10-09",13.5
"641","2019-10-10",13.555
"642","2019-10-11",13.75
"643","2019-10-14",14
"644","2019-10-15",14.44
"645","2019-10-16",14.52
"646","2019-10-17",14.6
"647","2019-10-18",14.19
"648","2019-10-21",14.57
"649","2019-10-22",14.76
"650","2019-10-23",14.83
"651","2019-10-24",14.78
"652","2019-10-25",14.54
"653","2019-10-28",14.63
"654","2019-10-29",15.11
"655","2019-10-30",15.4
"656","2019-10-31",15.32
"657","2019-11-01",15.42
"658","2019-11-04",15.76
"659","2019-11-05",15.03
"660","2019-11-06",15.16
"661","2019-11-07",15.17
"662","2019-11-08",15.25
"663","2019-11-11",15.21
"664","2019-11-12",13.79
"665","2019-11-13",13.97
"666","2019-11-14",13.34
"667","2019-11-15",13.17
"668","2019-11-18",13.52
"669","2019-11-19",13.68
"670","2019-11-20",13.47
"671","2019-11-21",13.2
"672","2019-11-22",12.805
"673","2019-11-25",13.11
"674","2019-11-26",13.09
"675","2019-11-27",13.58
"676","2019-11-29",13.59
"677","2019-12-02",13.58
"678","2019-12-03",13.18
"679","2019-12-04",12.965
"680","2019-12-05",12.81
"681","2019-12-06",12.69
"682","2019-12-09",12.84
"683","2019-12-10",12.69
"684","2019-12-11",12.54
"685","2019-12-12",13.02
"686","2019-12-13",12.84
"687","2019-12-16",12.44
"688","2019-12-17",12.48
"689","2019-12-18",12.215
"690","2019-12-19",11.83
"691","2019-12-20",11.77
"692","2019-12-23",12.05
"693","2019-12-24",11.93
"694","2019-12-26",12.15
"695","2019-12-27",11.99
"696","2019-12-30",11.89
"697","2019-12-31",12.04
"698","2020-01-02",12.3
"699","2020-01-03",12.07
"700","2020-01-06",11.98
"701","2020-01-07",11.81
"702","2020-01-08",11.8
"703","2020-01-09",12.02
"704","2020-01-10",12.35
"705","2020-01-13",12.45
"706","2020-01-14",12.51
"707","2020-01-15",12.29
"708","2020-01-16",12.3
"709","2020-01-17",12.26
"710","2020-01-21",12.235
"711","2020-01-22",12.4
"712","2020-01-23",12.1
"713","2020-01-24",11.95
"714","2020-01-27",11.53
"715","2020-01-28",10.98
"716","2020-01-29",10.87
"717","2020-01-30",10.86
"718","2020-01-31",10.58
"719","2020-02-03",10.71
"720","2020-02-04",11.12
"721","2020-02-05",11.37
"722","2020-02-06",11.58
"723","2020-02-07",11.31
"724","2020-02-10",11.11
"725","2020-02-11",11.105
"726","2020-02-12",11.07
"727","2020-02-13",11.15
"728","2020-02-14",10.94
"729","2020-02-18",10.74
"730","2020-02-19",10.99
"731","2020-02-20",11.09
"732","2020-02-21",11.02
"733","2020-02-24",10.74
"734","2020-02-25",10.39
"735","2020-02-26",10.015
"736","2020-02-27",9.715
"737","2020-02-28",9.42
"738","2020-03-02",9.64
"739","2020-03-03",9.62
"740","2020-03-04",10.07
"741","2020-03-05",9.93
"742","2020-03-06",9.79
"743","2020-03-09",9.18
"744","2020-03-10",9.3
"745","2020-03-11",9.12
"746","2020-03-12",8.49
"747","2020-03-13",8.93
"748","2020-03-16",8.21
"749","2020-03-17",8.17
"750","2020-03-18",7.16
"751","2020-03-19",8.22
"752","2020-03-20",8
"753","2020-03-23",7.75
"754","2020-03-24",8.02
"755","2020-03-25",8.69
"756","2020-03-26",9.58
"757","2020-03-27",8.99
"758","2020-03-30",9.1
"759","2020-03-31",9.13
"760","2020-04-01",8.4
"761","2020-04-02",8.27
"762","2020-04-03",7.89
"763","2020-04-06",8.57
"764","2020-04-07",7.61
"765","2020-04-08",8.08
"766","2020-04-09",8.3
"767","2020-04-13",8.1
"768","2020-04-14",8.62
"769","2020-04-15",8.21
"770","2020-04-16",7.74
"771","2020-04-17",8.25
"772","2020-04-20",7.91
"773","2020-04-21",7.67
"774","2020-04-22",7.81
"775","2020-04-23",7.74
"776","2020-04-24",7.57
"777","2020-04-27",7.83
"778","2020-04-28",8.46
"779","2020-04-29",8.91
"780","2020-04-30",8.08
"781","2020-05-01",10
"782","2020-05-04",9.53
"783","2020-05-05",9.65
"784","2020-05-06",9.87
"785","2020-05-07",9.91
"786","2020-05-08",10.08
"787","2020-05-11",9.89
"788","2020-05-12",9.05
"789","2020-05-13",8.98
"790","2020-05-14",9.17
"791","2020-05-15",10.02
"792","2020-05-18",10.73
"793","2020-05-19",10.48
"794","2020-05-20",11.04
"795","2020-05-21",10.54
"796","2020-05-22",10.59
"797","2020-05-26",11
"798","2020-05-27",11.55
"799","2020-05-28",11.23
"800","2020-05-29",11.03
"801","2020-06-01",11.18
"802","2020-06-02",11.84
"803","2020-06-03",11.85
"804","2020-06-04",11.86
"805","2020-06-05",12.45
"806","2020-06-08",12.88
"807","2020-06-09",12.47
"808","2020-06-10",12.8
"809","2020-06-11",12.28
"810","2020-06-12",12.11
"811","2020-06-15",12.24
"812","2020-06-16",12.27
"813","2020-06-17",11.86
"814","2020-06-18",11.89
"815","2020-06-19",11.91
"816","2020-06-22",11.9
"817","2020-06-23",12.02
"818","2020-06-24",11.58
"819","2020-06-25",11.94
"820","2020-06-26",12.45
"821","2020-06-29",12.14
"822","2020-06-30",12.46
"823","2020-07-01",12.41
"824","2020-07-02",12.4
"825","2020-07-06",12.49
"826","2020-07-07",12.4
"827","2020-07-08",12.55
"828","2020-07-09",12.52
"829","2020-07-10",12.84
"830","2020-07-13",12.47
"831","2020-07-14",12.56
"832","2020-07-15",13.32
"833","2020-07-16",13.22
"834","2020-07-17",13.2
"835","2020-07-20",13.3
"836","2020-07-21",13.52
"837","2020-07-22",13.7
"838","2020-07-23",13.65
"839","2020-07-24",13.35
"840","2020-07-27",13.28
"841","2020-07-28",13.27
"842","2020-07-29",13.275
"843","2020-07-30",13.39
"844","2020-07-31",13.48
"845","2020-08-03",13.98
"846","2020-08-04",14.2
"847","2020-08-05",16.540001
"848","2020-08-06",16.76
"849","2020-08-07",17.59
"850","2020-08-10",17.4
"851","2020-08-11",16.940001
"852","2020-08-12",16.969999
"853","2020-08-13",16.629999
"854","2020-08-14",18.129999
"855","2020-08-17",17.67
"856","2020-08-18",17.790001
"857","2020-08-19",17.639999
"858","2020-08-20",18.01
"859","2020-08-21",18.24
"860","2020-08-24",17.41
"861","2020-08-25",17.795
"862","2020-08-26",17.209999
"863","2020-08-27",17.200001
"864","2020-08-28",17.290001
"865","2020-08-31",16.92
"866","2020-09-01",16.99
"867","2020-09-02",17.35
"868","2020-09-03",16.219999
"869","2020-09-04",16.57
"870","2020-09-08",16.58
"871","2020-09-09",16.93
"872","2020-09-10",16.549999
"873","2020-09-11",16.540001
"874","2020-09-14",16.709999
"875","2020-09-15",15.09
"876","2020-09-16",15.15
"877","2020-09-17",15.14
"878","2020-09-18",14.98
"879","2020-09-21",14.95
"880","2020-09-22",15.33
"881","2020-09-23",14.88
"882","2020-09-24",14.8
"883","2020-09-25",15
"884","2020-09-28",15.41
"885","2020-09-29",15.815
"886","2020-09-30",14.365
"887","2020-10-01",13.94
"888","2020-10-02",14.16
"889","2020-10-05",14.49
"890","2020-10-06",14.03
"891","2020-10-07",14.115
"892","2020-10-08",14.23
"893","2020-10-09",14.19
"894","2020-10-12",14.34
"895","2020-10-13",14.61
"896","2020-10-14",14.91
"897","2020-10-15",14.93
"898","2020-10-16",15.02
"899","2020-10-19",15.11
"900","2020-10-20",15.4
"901","2020-10-21",15.56
"902","2020-10-22",14.99
"903","2020-10-23",15.25
"904","2020-10-26",14.57
"905","2020-10-27",14.49
"906","2020-10-28",14.13
"907","2020-10-29",14.54
"908","2020-10-30",13.91
"909","2020-11-02",14.05
"910","2020-11-03",15.06
"911","2020-11-04",15.66
"912","2020-11-05",15.69
"913","2020-11-06",15.97
"914","2020-11-09",16.370001
"915","2020-11-10",16.01
"916","2020-11-11",16.25
"917","2020-11-12",15.9
"918","2020-11-13",16.059999
"919","2020-11-16",16.09
"920","2020-11-17",15.86
"921","2020-11-18",15.68
"922","2020-11-19",15.89
"923","2020-11-20",15.78
"924","2020-11-23",16.049999
"925","2020-11-24",16.17
"926","2020-11-25",16.02
"927","2020-11-27",16
