"","date","XPO"
"312","2008-03-31",4.68
"313","2008-04-01",4.6
"314","2008-04-02",4.72
"315","2008-04-03",4.6
"316","2008-04-04",4.6
"317","2008-04-07",4.6
"318","2008-04-08",4.64
"319","2008-04-09",4.64
"320","2008-04-10",4.6
"321","2008-04-11",4.64
"322","2008-04-14",4.52
"323","2008-04-15",4.56
"324","2008-04-16",4.52
"325","2008-04-17",4.48
"326","2008-04-18",4.52
"327","2008-04-21",4.56
"328","2008-04-22",4.56
"329","2008-04-23",4.56
"330","2008-04-24",4.52
"331","2008-04-25",4.48
"332","2008-04-28",4.4
"333","2008-04-29",4.6
"334","2008-04-30",4.68
"335","2008-05-01",4.68
"336","2008-05-02",4.8
"337","2008-05-05",4.6
"338","2008-05-06",4.8
"339","2008-05-07",4.56
"340","2008-05-08",4.8
"341","2008-05-09",4.64
"342","2008-05-12",4.92
"343","2008-05-13",4.92
"344","2008-05-14",4.8
"345","2008-05-15",4.76
"346","2008-05-16",4.72
"347","2008-05-19",4.8
"348","2008-05-20",4.8
"349","2008-05-21",4.8
"350","2008-05-22",4.8
"351","2008-05-23",4.88
"352","2008-05-27",5
"353","2008-05-28",5.04
"354","2008-05-29",5
"355","2008-05-30",5
"356","2008-06-02",5.08
"357","2008-06-03",5
"358","2008-06-04",5.2
"359","2008-06-05",5.2
"360","2008-06-06",5.12
"361","2008-06-09",5.4
"362","2008-06-10",5.36
"363","2008-06-11",5.36
"364","2008-06-12",5.44
"365","2008-06-13",5.44
"366","2008-06-16",5.44
"367","2008-06-17",5.44
"368","2008-06-18",5.44
"369","2008-06-19",5.44
"370","2008-06-20",5.24
"371","2008-06-23",5.16
"372","2008-06-24",5.36
"373","2008-06-25",5.32
"374","2008-06-26",5.2
"375","2008-06-27",5.16
"376","2008-06-30",4.64
"377","2008-07-01",5.2
"378","2008-07-02",4.92
"379","2008-07-03",5.12
"380","2008-07-07",5.12
"381","2008-07-08",5
"382","2008-07-09",4.96
"383","2008-07-10",5
"384","2008-07-11",5.04
"385","2008-07-14",5
"386","2008-07-15",4.96
"387","2008-07-16",5
"388","2008-07-17",4.84
"389","2008-07-18",4.88
"390","2008-07-21",4.8
"391","2008-07-22",4.96
"392","2008-07-23",4.8
"393","2008-07-24",4.84
"394","2008-07-25",5
"395","2008-07-28",5
"396","2008-07-29",5
"397","2008-07-30",5.2
"398","2008-07-31",5.32
"399","2008-08-01",5.28
"400","2008-08-04",5.12
"401","2008-08-05",5.32
"402","2008-08-06",5.16
"403","2008-08-07",5.16
"404","2008-08-08",5.24
"405","2008-08-11",5.2
"406","2008-08-12",5.2
"407","2008-08-13",5.2
"408","2008-08-14",5.12
"409","2008-08-15",5.2
"410","2008-08-18",5.12
"411","2008-08-19",5.16
"412","2008-08-20",5.52
"413","2008-08-21",5.52
"414","2008-08-22",5.52
"415","2008-08-25",5.44
"416","2008-08-26",5.4
"417","2008-08-27",5.4
"418","2008-08-28",5.6
"419","2008-08-29",5.68
"420","2008-09-02",5.4
"421","2008-09-03",5.28
"422","2008-09-04",5.28
"423","2008-09-05",5.28
"424","2008-09-08",5.12
"425","2008-09-09",5.2
"426","2008-09-10",5.2
"427","2008-09-11",5.2
"428","2008-09-12",5.2
"429","2008-09-15",4.96
"430","2008-09-16",5
"431","2008-09-17",4.96
"432","2008-09-18",4.96
"433","2008-09-19",4.92
"434","2008-09-22",4.92
"435","2008-09-23",4.84
"436","2008-09-24",4.92
"437","2008-09-25",5
"438","2008-09-26",5
"439","2008-09-29",4.8
"440","2008-09-30",4.92
"441","2008-10-01",4.84
"442","2008-10-02",4.84
"443","2008-10-03",4.8
"444","2008-10-06",4.6
"445","2008-10-07",4.24
"446","2008-10-08",4.2
"447","2008-10-09",4.12
"448","2008-10-10",4.44
"449","2008-10-13",4.04
"450","2008-10-14",4.28
"451","2008-10-15",3.88
"452","2008-10-16",4.2
"453","2008-10-17",4.08
"454","2008-10-20",4.12
"455","2008-10-21",4
"456","2008-10-22",4.08
"457","2008-10-23",4.12
"458","2008-10-24",3.84
"459","2008-10-27",3.68
"460","2008-10-28",3.8
"461","2008-10-29",3.96
"462","2008-10-30",3.8
"463","2008-10-31",4
"464","2008-11-03",4.12
"465","2008-11-04",4
"466","2008-11-05",3.96
"467","2008-11-06",4.56
"468","2008-11-07",4.68
"469","2008-11-10",4.68
"470","2008-11-11",4.52
"471","2008-11-12",4.56
"472","2008-11-13",4.32
"473","2008-11-14",4.28
"474","2008-11-17",4.2
"475","2008-11-18",4.44
"476","2008-11-19",3.96
"477","2008-11-20",4
"478","2008-11-21",4
"479","2008-11-24",4.12
"480","2008-11-25",4.2
"481","2008-11-26",4.2
"482","2008-11-28",4.12
"483","2008-12-01",4.12
"484","2008-12-02",4
"485","2008-12-03",3.8
"486","2008-12-04",3.84
"487","2008-12-05",3.8
"488","2008-12-08",3.84
"489","2008-12-09",3.4
"490","2008-12-10",3.76
"491","2008-12-11",3.72
"492","2008-12-12",3.68
"493","2008-12-15",3.6
"494","2008-12-16",3.4
"495","2008-12-17",3.48
"496","2008-12-18",3.48
"497","2008-12-19",3.52
"498","2008-12-22",3.6
"499","2008-12-23",3.64
"500","2008-12-24",3.68
"501","2008-12-26",3.76
"502","2008-12-29",3.76
"503","2008-12-30",3.8
"504","2008-12-31",4.6
"505","2009-01-02",4.32
"506","2009-01-05",4.36
"507","2009-01-06",4.16
"508","2009-01-07",4.4
"509","2009-01-08",4.4
"510","2009-01-09",4.4
"511","2009-01-12",4.12
"512","2009-01-13",4.08
"513","2009-01-14",4
"514","2009-01-15",3.92
"515","2009-01-16",3.92
"516","2009-01-20",3.8
"517","2009-01-21",4
"518","2009-01-22",3.96
"519","2009-01-23",3.96
"520","2009-01-26",3.88
"521","2009-01-27",3.84
"522","2009-01-28",3.88
"523","2009-01-29",3.92
"524","2009-01-30",3.96
"525","2009-02-02",3.88
"526","2009-02-03",3.92
"527","2009-02-04",3.8
"528","2009-02-05",3.8
"529","2009-02-06",3.8
"530","2009-02-09",3.8
"531","2009-02-10",3.68
"532","2009-02-11",3.76
"533","2009-02-12",3.72
"534","2009-02-13",3.96
"535","2009-02-17",3.76
"536","2009-02-18",3.72
"537","2009-02-19",3.44
"538","2009-02-20",3.32
"539","2009-02-23",3.4
"540","2009-02-24",3.4
"541","2009-02-25",3.4
"542","2009-02-26",3.48
"543","2009-02-27",3.4
"544","2009-03-02",3.4
"545","2009-03-03",3.2
"546","2009-03-04",2.92
"547","2009-03-05",2.76
"548","2009-03-06",2.68
"549","2009-03-09",2.72
"550","2009-03-10",2.8
"551","2009-03-11",2.8
"552","2009-03-12",2.84
"553","2009-03-13",2.88
"554","2009-03-16",2.92
"555","2009-03-17",3
"556","2009-03-18",3.04
"557","2009-03-19",3.04
"558","2009-03-20",3.2
"559","2009-03-23",3.32
"560","2009-03-24",3.48
"561","2009-03-25",3.68
"562","2009-03-26",3.28
"563","2009-03-27",3.36
"564","2009-03-30",3.4
"565","2009-03-31",3.4
"566","2009-04-01",3.4
"567","2009-04-02",3.48
"568","2009-04-03",3.48
"569","2009-04-06",3.48
"570","2009-04-07",3.56
"571","2009-04-08",3.56
"572","2009-04-09",3.48
"573","2009-04-13",3.44
"574","2009-04-14",3.32
"575","2009-04-15",3.28
"576","2009-04-16",3.28
"577","2009-04-17",3.08
"578","2009-04-20",3.08
"579","2009-04-21",3.12
"580","2009-04-22",3.08
"581","2009-04-23",3.32
"582","2009-04-24",3.28
"583","2009-04-27",3.28
"584","2009-04-28",3.28
"585","2009-04-29",3.2
"586","2009-04-30",3.36
"587","2009-05-01",3.4
"588","2009-05-04",3.36
"589","2009-05-05",3.6
"590","2009-05-06",3.52
"591","2009-05-07",3.56
"592","2009-05-08",3.8
"593","2009-05-11",3.6
"594","2009-05-12",3.56
"595","2009-05-13",3.4
"596","2009-05-14",3.4
"597","2009-05-15",3.4
"598","2009-05-18",3.68
"599","2009-05-19",3.6
"600","2009-05-20",3.52
"601","2009-05-21",3.6
"602","2009-05-22",3.52
"603","2009-05-26",3.6
"604","2009-05-27",3.56
"605","2009-05-28",3.52
"606","2009-05-29",3.4
"607","2009-06-01",3.52
"608","2009-06-02",3.52
"609","2009-06-03",3.52
"610","2009-06-04",3.56
"611","2009-06-05",3.64
"612","2009-06-08",3.52
"613","2009-06-09",3.72
"614","2009-06-10",3.64
"615","2009-06-11",3.6
"616","2009-06-12",3.76
"617","2009-06-15",3.56
"618","2009-06-16",3.52
"619","2009-06-17",3.52
"620","2009-06-18",3.52
"621","2009-06-19",3.6
"622","2009-06-22",3.4
"623","2009-06-23",3.28
"624","2009-06-24",3.4
"625","2009-06-25",3.44
"626","2009-06-26",3.48
"627","2009-06-29",3.48
"628","2009-06-30",3.48
"629","2009-07-01",3.44
"630","2009-07-02",3.44
"631","2009-07-06",3.48
"632","2009-07-07",3.48
"633","2009-07-08",3.48
"634","2009-07-09",3.6
"635","2009-07-10",3.6
"636","2009-07-13",3.6
"637","2009-07-14",3.52
"638","2009-07-15",3.52
"639","2009-07-16",3.48
"640","2009-07-17",3.44
"641","2009-07-20",3.4
"642","2009-07-21",3.44
"643","2009-07-22",3.52
"644","2009-07-23",3.48
"645","2009-07-24",3.4
"646","2009-07-27",3.4
"647","2009-07-28",3.36
"648","2009-07-29",3.28
"649","2009-07-30",3.44
"650","2009-07-31",3.48
"651","2009-08-03",3.4
"652","2009-08-04",3.44
"653","2009-08-05",3.36
"654","2009-08-06",3.44
"655","2009-08-07",3.48
"656","2009-08-10",3.44
"657","2009-08-11",3.4
"658","2009-08-12",3.48
"659","2009-08-13",3.48
"660","2009-08-14",3.4
"661","2009-08-17",3.36
"662","2009-08-18",3.4
"663","2009-08-19",3.4
"664","2009-08-20",3.4
"665","2009-08-21",3.44
"666","2009-08-24",3.32
"667","2009-08-25",3.36
"668","2009-08-26",3.36
"669","2009-08-27",3.32
"670","2009-08-28",3.32
"671","2009-08-31",3.28
"672","2009-09-01",3.28
"673","2009-09-02",3.24
"674","2009-09-03",3.24
"675","2009-09-04",3.24
"676","2009-09-08",3.32
"677","2009-09-09",3.4
"678","2009-09-10",3.52
"679","2009-09-11",3.64
"680","2009-09-14",3.64
"681","2009-09-15",3.68
"682","2009-09-16",3.68
"683","2009-09-17",3.84
"684","2009-09-18",3.64
"685","2009-09-21",3.64
"686","2009-09-22",3.72
"687","2009-09-23",3.72
"688","2009-09-24",3.68
"689","2009-09-25",3.6
"690","2009-09-28",3.6
"691","2009-09-29",3.6
"692","2009-09-30",3.8
"693","2009-10-01",3.72
"694","2009-10-02",3.64
"695","2009-10-05",3.84
"696","2009-10-06",3.8
"697","2009-10-07",3.8
"698","2009-10-08",3.76
"699","2009-10-09",4
"700","2009-10-12",4.12
"701","2009-10-13",4.12
"702","2009-10-14",4.2
"703","2009-10-15",4.12
"704","2009-10-16",4.2
"705","2009-10-19",4.16
"706","2009-10-20",4.24
"707","2009-10-21",4.16
"708","2009-10-22",4.28
"709","2009-10-23",4.36
"710","2009-10-26",4.2
"711","2009-10-27",4.16
"712","2009-10-28",4.08
"713","2009-10-29",4.2
"714","2009-10-30",4.04
"715","2009-11-02",3.92
"716","2009-11-03",3.84
"717","2009-11-04",3.92
"718","2009-11-05",4.04
"719","2009-11-06",4.04
"720","2009-11-09",4
"721","2009-11-10",4.2
"722","2009-11-11",4.16
"723","2009-11-12",4.12
"724","2009-11-13",4.2
"725","2009-11-16",4.08
"726","2009-11-17",4.2
"727","2009-11-18",4.16
"728","2009-11-19",4.24
"729","2009-11-20",4.08
"730","2009-11-23",4.08
"731","2009-11-24",4.16
"732","2009-11-25",4.48
"733","2009-11-27",4.08
"734","2009-11-30",4.4
"735","2009-12-01",4.24
"736","2009-12-02",4.2
"737","2009-12-03",4.16
"738","2009-12-04",4.52
"739","2009-12-07",4.48
"740","2009-12-08",4.52
"741","2009-12-09",4.56
"742","2009-12-10",4.76
"743","2009-12-11",4.76
"744","2009-12-14",4.56
"745","2009-12-15",4.4
"746","2009-12-16",4.52
"747","2009-12-17",4.56
"748","2009-12-18",4.56
"749","2009-12-21",4.52
"750","2009-12-22",4.68
"751","2009-12-23",4.92
"752","2009-12-24",5
"753","2009-12-28",5.16
"754","2009-12-29",5.08
"755","2009-12-30",5
"756","2009-12-31",5.12
"757","2010-01-04",5.12
"758","2010-01-05",5.12
"759","2010-01-06",5
"760","2010-01-07",4.96
"761","2010-01-08",5.12
"762","2010-01-11",5.12
"763","2010-01-12",5.12
"764","2010-01-13",5.08
"765","2010-01-14",5.08
"766","2010-01-15",5.16
"767","2010-01-19",5.12
"768","2010-01-20",5.12
"769","2010-01-21",5.08
"770","2010-01-22",5.12
"771","2010-01-25",5.16
"772","2010-01-26",5.12
"773","2010-01-27",5.12
"774","2010-01-28",5.2
"775","2010-01-29",5
"776","2010-02-01",5
"777","2010-02-02",5
"778","2010-02-03",5.12
"779","2010-02-04",4.96
"780","2010-02-05",4.96
"781","2010-02-08",4.88
"782","2010-02-09",4.96
"783","2010-02-10",4.96
"784","2010-02-11",4.92
"785","2010-02-12",5.08
"786","2010-02-16",5.32
"787","2010-02-17",5.44
"788","2010-02-18",5.28
"789","2010-02-19",5.4
"790","2010-02-22",5.56
"791","2010-02-23",5.44
"792","2010-02-24",5.56
"793","2010-02-25",5.68
"794","2010-02-26",5.64
"795","2010-03-01",5.76
"796","2010-03-02",5.8
"797","2010-03-03",5.64
"798","2010-03-04",5.4
"799","2010-03-05",5.4
"800","2010-03-08",5.36
"801","2010-03-09",5.52
"802","2010-03-10",5.36
"803","2010-03-11",5.68
"804","2010-03-12",5.8
"805","2010-03-15",5.84
"806","2010-03-16",5.8
"807","2010-03-17",6
"808","2010-03-18",5.84
"809","2010-03-19",5.84
"810","2010-03-22",6.16
"811","2010-03-23",6.08
"812","2010-03-24",6.2
"813","2010-03-25",6.4
"814","2010-03-26",6.6
"815","2010-03-29",6.4
"816","2010-03-30",6.2
"817","2010-03-31",5.84
"818","2010-04-01",5.88
"819","2010-04-05",5.76
"820","2010-04-06",5.76
"821","2010-04-07",5.8
"822","2010-04-08",5.88
"823","2010-04-09",5.92
"824","2010-04-12",6.16
"825","2010-04-13",6
"826","2010-04-14",6
"827","2010-04-15",5.96
"828","2010-04-16",5.92
"829","2010-04-19",5.92
"830","2010-04-20",5.92
"831","2010-04-21",5.96
"832","2010-04-22",5.96
"833","2010-04-23",5.92
"834","2010-04-26",5.92
"835","2010-04-27",5.84
"836","2010-04-28",6
"837","2010-04-29",6.16
"838","2010-04-30",6.08
"839","2010-05-03",6
"840","2010-05-04",6.08
"841","2010-05-05",6.04
"842","2010-05-06",6
"843","2010-05-07",5.8
"844","2010-05-10",6.08
"845","2010-05-11",6.08
"846","2010-05-12",6.04
"847","2010-05-13",6.24
"848","2010-05-14",6.12
"849","2010-05-17",6.08
"850","2010-05-18",6.04
"851","2010-05-19",6
"852","2010-05-20",5.68
"853","2010-05-21",5.6
"854","2010-05-24",5.68
"855","2010-05-25",5.64
"856","2010-05-26",5.48
"857","2010-05-27",5.48
"858","2010-05-28",5.6
"859","2010-06-01",5.52
"860","2010-06-02",5.48
"861","2010-06-03",5.48
"862","2010-06-04",5.4
"863","2010-06-07",5.36
"864","2010-06-08",5.4
"865","2010-06-09",5.4
"866","2010-06-10",5.32
"867","2010-06-11",5.16
"868","2010-06-14",5.16
"869","2010-06-15",5.48
"870","2010-06-16",5.52
"871","2010-06-17",5.36
"872","2010-06-18",5.6
"873","2010-06-21",5.68
"874","2010-06-22",5.64
"875","2010-06-23",5.4
"876","2010-06-24",5.4
"877","2010-06-25",5.44
"878","2010-06-28",5.12
"879","2010-06-29",5.08
"880","2010-06-30",5.04
"881","2010-07-01",5.04
"882","2010-07-02",5.04
"883","2010-07-06",5
"884","2010-07-07",5.04
"885","2010-07-08",4.96
"886","2010-07-09",5.36
"887","2010-07-12",5.48
"888","2010-07-13",5.8
"889","2010-07-14",5.88
"890","2010-07-15",5.88
"891","2010-07-16",5.48
"892","2010-07-19",5.48
"893","2010-07-20",5.6
"894","2010-07-21",5.56
"895","2010-07-22",5.64
"896","2010-07-23",5.56
"897","2010-07-26",5.6
"898","2010-07-27",5.6
"899","2010-07-28",5.56
"900","2010-07-29",5.76
"901","2010-07-30",5.8
"902","2010-08-02",5.6
"903","2010-08-03",5.52
"904","2010-08-04",5.48
"905","2010-08-05",5.24
"906","2010-08-06",5.56
"907","2010-08-09",5.76
"908","2010-08-10",5.68
"909","2010-08-11",5.68
"910","2010-08-12",5.6
"911","2010-08-13",5.64
"912","2010-08-16",5.76
"913","2010-08-17",5.72
"914","2010-08-18",5.56
"915","2010-08-19",5.6
"916","2010-08-20",5.6
"917","2010-08-23",5.6
"918","2010-08-24",5.52
"919","2010-08-25",5.36
"920","2010-08-26",5.28
"921","2010-08-27",5.32
"922","2010-08-30",5.28
"923","2010-08-31",5.72
"924","2010-09-01",5.32
"925","2010-09-02",5.64
"926","2010-09-03",5.6
"927","2010-09-07",6
"928","2010-09-08",6.24
"929","2010-09-09",6.36
"930","2010-09-10",6.32
"931","2010-09-13",6.32
"932","2010-09-14",6.48
"933","2010-09-15",6.4
"934","2010-09-16",6.32
"935","2010-09-17",6.24
"936","2010-09-20",6.48
"937","2010-09-21",6.32
"938","2010-09-22",6.32
"939","2010-09-23",6.36
"940","2010-09-24",6.64
"941","2010-09-27",7
"942","2010-09-28",7.2
"943","2010-09-29",7.36
"944","2010-09-30",7.52
"945","2010-10-01",7.96
"946","2010-10-04",8.64
"947","2010-10-05",8.76
"948","2010-10-06",9.28
"949","2010-10-07",8.76
"950","2010-10-08",9.04
"951","2010-10-11",9.32
"952","2010-10-12",9.4
"953","2010-10-13",9.36
"954","2010-10-14",9.52
"955","2010-10-15",9.36
"956","2010-10-18",9.56
"957","2010-10-19",9.48
"958","2010-10-20",9.68
"959","2010-10-21",9.76
"960","2010-10-22",9.88
"961","2010-10-25",9.96
"962","2010-10-26",10
"963","2010-10-27",10
"964","2010-10-28",10.08
"965","2010-10-29",9.8
"966","2010-11-01",10.16
"967","2010-11-02",10.44
"968","2010-11-03",10.4
"969","2010-11-04",10.76
"970","2010-11-05",10.84
"971","2010-11-08",11.12
"972","2010-11-09",11.28
"973","2010-11-10",10.08
"974","2010-11-11",9.4
"975","2010-11-12",10
"976","2010-11-15",10.88
"977","2010-11-16",10.36
"978","2010-11-17",10.68
"979","2010-11-18",10.8
"980","2010-11-19",10.68
"981","2010-11-22",9.64
"982","2010-11-23",9.56
"983","2010-11-24",9.28
"984","2010-11-26",9.48
"985","2010-11-29",9.4
"986","2010-11-30",9.24
"987","2010-12-01",9.2
"988","2010-12-02",8.64
"989","2010-12-03",9.16
"990","2010-12-06",8.96
"991","2010-12-07",8.64
"992","2010-12-08",8.84
"993","2010-12-09",8.76
"994","2010-12-10",8.6
"995","2010-12-13",8.6
"996","2010-12-14",8.88
"997","2010-12-15",9.08
"998","2010-12-16",9.2
"999","2010-12-17",9.04
"1000","2010-12-20",9
"1001","2010-12-21",9.04
"1002","2010-12-22",9.52
"1003","2010-12-23",9.28
"1004","2010-12-27",9.2
"1005","2010-12-28",9.08
"1006","2010-12-29",9.44
"1007","2010-12-30",9.48
