"","date","NVFY"
"1","2011-10-17",22.5
"2","2011-10-18",23
"3","2011-10-19",70
"4","2011-10-20",70
"5","2011-10-21",24
"6","2011-10-24",24
"7","2011-10-25",24
"8","2011-10-26",24
"9","2011-10-27",23.5
"10","2011-10-28",23.5
"11","2011-10-31",22.5
"12","2011-11-01",22.5
"13","2011-11-02",22.5
"14","2011-11-03",22.5
"15","2011-11-04",22.5
"16","2011-11-07",22.5
"17","2011-11-08",22.5
"18","2011-11-09",22.5
"19","2011-11-10",22.5
"20","2011-11-11",22.5
"21","2011-11-14",22.950001
"22","2011-11-15",22.950001
"23","2011-11-16",22.5
"24","2011-11-17",22.5
"25","2011-11-18",22.950001
"26","2011-11-21",22.950001
"27","2011-11-22",22.950001
"28","2011-11-23",22.950001
"29","2011-11-25",21
"30","2011-11-28",18.75
"31","2011-11-29",20
"32","2011-11-30",21
"33","2011-12-01",22.450001
"34","2011-12-02",22.25
"35","2011-12-05",22
"36","2011-12-06",22
"37","2011-12-07",22.25
"38","2011-12-08",22.25
"39","2011-12-09",22.25
"40","2011-12-12",22.25
"41","2011-12-13",22.25
"42","2011-12-14",22.25
"43","2011-12-15",22
"44","2011-12-16",22
"45","2011-12-19",22
"46","2011-12-20",22
"47","2011-12-21",22
"48","2011-12-22",22.450001
"49","2011-12-23",22.450001
"50","2011-12-27",22.450001
"51","2011-12-28",22.450001
"52","2011-12-29",22
"53","2011-12-30",21.25
"54","2012-01-03",21.25
"55","2012-01-04",21.25
"56","2012-01-05",21.25
"57","2012-01-06",21
"58","2012-01-09",20
"59","2012-01-10",21.25
"60","2012-01-11",20.5
"61","2012-01-12",20.5
"62","2012-01-13",20.5
"63","2012-01-17",20.5
"64","2012-01-18",20.5
"65","2012-01-19",20
"66","2012-01-20",20
"67","2012-01-23",20
"68","2012-01-24",19
"69","2012-01-25",19.25
"70","2012-01-26",18.75
"71","2012-01-27",18
"72","2012-01-30",18.5
"73","2012-01-31",18.5
"74","2012-02-01",18.5
"75","2012-02-02",18.5
"76","2012-02-03",18.5
"77","2012-02-06",17.75
"78","2012-02-07",18.25
"79","2012-02-08",17.5
"80","2012-02-09",17.5
"81","2012-02-10",17.5
"82","2012-02-13",17.450001
"83","2012-02-14",17.450001
"84","2012-02-15",17.450001
"85","2012-02-16",15.5
"86","2012-02-17",17.25
"87","2012-02-21",17.25
"88","2012-02-22",16.5
"89","2012-02-23",16.25
"90","2012-02-24",16
"91","2012-02-27",16
"92","2012-02-28",16
"93","2012-02-29",16
"94","2012-03-01",16
"95","2012-03-02",16
"96","2012-03-05",16
"97","2012-03-06",16
"98","2012-03-07",16
"99","2012-03-08",16
"100","2012-03-09",16
"101","2012-03-12",16
"102","2012-03-13",16
"103","2012-03-14",16
"104","2012-03-15",15
"105","2012-03-16",11.75
"106","2012-03-19",11.75
"107","2012-03-20",11.75
"108","2012-03-21",10
"109","2012-03-22",9.5
"110","2012-03-23",10
"111","2012-03-26",9.5
"112","2012-03-27",9.5
"113","2012-03-28",9.5
"114","2012-03-29",9.5
"115","2012-03-30",8
"116","2012-04-02",10
"117","2012-04-03",9.85
"118","2012-04-04",9.75
"119","2012-04-05",9.75
"120","2012-04-09",9.75
"121","2012-04-10",9.75
"122","2012-04-11",8.5
"123","2012-04-12",7.75
"124","2012-04-13",7.75
"125","2012-04-16",9.5
"126","2012-04-17",9.5
"127","2012-04-18",9.5
"128","2012-04-19",9.5
"129","2012-04-20",8.7
"130","2012-04-23",8.6
"131","2012-04-24",8.5
"132","2012-04-25",8.5
"133","2012-04-26",8.25
"134","2012-04-27",8
"135","2012-04-30",10
"136","2012-05-01",10
"137","2012-05-02",10
"138","2012-05-03",10
"139","2012-05-04",10
"140","2012-05-07",10
"141","2012-05-08",10
"142","2012-05-09",10
"143","2012-05-10",10
"144","2012-05-11",10.75
"145","2012-05-14",11
"146","2012-05-15",10
"147","2012-05-16",10
"148","2012-05-17",9.25
"149","2012-05-18",9.25
"150","2012-05-21",9.25
"151","2012-05-22",10
"152","2012-05-23",10
"153","2012-05-24",10
"154","2012-05-25",10
"155","2012-05-29",10
"156","2012-05-30",9.75
"157","2012-05-31",9.75
"158","2012-06-01",9.75
"159","2012-06-04",9.75
"160","2012-06-05",9.75
"161","2012-06-06",9.75
"162","2012-06-07",9.75
"163","2012-06-08",9.75
"164","2012-06-11",9.75
"165","2012-06-12",9.75
"166","2012-06-13",9.75
"167","2012-06-14",9.75
"168","2012-06-15",10
"169","2012-06-18",10.25
"170","2012-06-19",11.9
"171","2012-06-20",11.65
"172","2012-06-21",11.5
"173","2012-06-22",11.4
"174","2012-06-25",12.1
"175","2012-06-26",11.6
"176","2012-06-27",13.75
"177","2012-06-28",15
"178","2012-06-29",16.450001
"179","2012-07-02",16.65
"180","2012-07-03",16.25
"181","2012-07-05",15.5
"182","2012-07-06",15.5
"183","2012-07-09",15
"184","2012-07-10",14.8
"185","2012-07-11",13.75
"186","2012-07-12",12.55
"187","2012-07-13",15
"188","2012-07-16",15
"189","2012-07-17",12.5
"190","2012-07-18",13.55
"191","2012-07-19",14
"192","2012-07-20",14.9
"193","2012-07-23",14.75
"194","2012-07-24",14
"195","2012-07-25",13.5
"196","2012-07-26",13
"197","2012-07-27",12.5
"198","2012-07-30",13.75
"199","2012-07-31",13.75
"200","2012-08-01",13
"201","2012-08-02",13
"202","2012-08-03",13.75
"203","2012-08-06",13.75
"204","2012-08-07",11.75
"205","2012-08-08",12.5
"206","2012-08-09",12.75
"207","2012-08-10",13.75
"208","2012-08-13",12.75
"209","2012-08-14",13
"210","2012-08-15",13
"211","2012-08-16",13
"212","2012-08-17",13
"213","2012-08-20",12.5
"214","2012-08-21",12.5
"215","2012-08-22",12.5
"216","2012-08-23",12
"217","2012-08-24",12.5
"218","2012-08-27",12.5
"219","2012-08-28",12.4
"220","2012-08-29",12.4
"221","2012-08-30",12.45
"222","2012-08-31",12.45
"223","2012-09-04",12.45
"224","2012-09-05",12.25
"225","2012-09-06",12.05
"226","2012-09-07",12.05
"227","2012-09-10",12.05
"228","2012-09-11",12.05
"229","2012-09-12",12.5
"230","2012-09-13",11.55
"231","2012-09-14",12.5
"232","2012-09-17",12.5
"233","2012-09-18",12
"234","2012-09-19",12
"235","2012-09-20",11.55
"236","2012-09-21",11.6
"237","2012-09-24",12
"238","2012-09-25",11.5
"239","2012-09-26",11
"240","2012-09-27",11.5
"241","2012-09-28",11
"242","2012-10-01",11
"243","2012-10-02",11.5
"244","2012-10-03",10.75
"245","2012-10-04",11.75
"246","2012-10-05",11.8
"247","2012-10-08",12.45
"248","2012-10-09",11
"249","2012-10-10",11
"250","2012-10-11",12
"251","2012-10-12",11.25
"252","2012-10-15",12
"253","2012-10-16",11.75
"254","2012-10-17",11.4
"255","2012-10-18",11.4
"256","2012-10-19",12
"257","2012-10-22",12.2
"258","2012-10-23",12.2
"259","2012-10-24",11.2
"260","2012-10-25",11.95
"261","2012-10-26",11.95
"262","2012-10-31",12
"263","2012-11-01",11.25
"264","2012-11-02",12.45
"265","2012-11-05",11.75
"266","2012-11-06",11.75
"267","2012-11-07",10.55
"268","2012-11-08",11.75
"269","2012-11-09",11.75
"270","2012-11-12",10.5
"271","2012-11-13",10.75
"272","2012-11-14",10.75
"273","2012-11-15",10.8
"274","2012-11-16",11.25
"275","2012-11-19",12
"276","2012-11-20",10.3
"277","2012-11-21",10.85
"278","2012-11-23",11.45
"279","2012-11-26",10.35
"280","2012-11-27",10
"281","2012-11-28",11.4
"282","2012-11-29",12
"283","2012-11-30",10.6
"284","2012-12-03",11.75
"285","2012-12-04",11.25
"286","2012-12-05",11
"287","2012-12-06",10.55
"288","2012-12-07",10.6
"289","2012-12-10",11.45
"290","2012-12-11",11.3
"291","2012-12-12",11.4
"292","2012-12-13",10.9
"293","2012-12-14",10.5
"294","2012-12-17",10.5
"295","2012-12-18",11.25
"296","2012-12-19",10.3
"297","2012-12-20",10.15
"298","2012-12-21",10.15
"299","2012-12-24",10.25
"300","2012-12-26",10.3
"301","2012-12-27",10.5
"302","2012-12-28",10.25
"303","2012-12-31",10.25
"304","2013-01-02",10.4
"305","2013-01-03",10.35
"306","2013-01-04",10.65
"307","2013-01-07",10.5
"308","2013-01-08",10.25
"309","2013-01-09",10.15
"310","2013-01-10",10.25
"311","2013-01-11",10.5
"312","2013-01-14",10.55
"313","2013-01-15",10.5
"314","2013-01-16",10.5
"315","2013-01-17",10.35
"316","2013-01-18",10.3
"317","2013-01-22",10.3
"318","2013-01-23",10.2
"319","2013-01-24",10.5
"320","2013-01-25",11.75
"321","2013-01-28",12.5
"322","2013-01-29",11.75
"323","2013-01-30",11.4
"324","2013-01-31",11.4
"325","2013-02-01",10.5
"326","2013-02-04",11
"327","2013-02-05",10.9
"328","2013-02-06",10.95
"329","2013-02-07",10.9
"330","2013-02-08",11
"331","2013-02-11",10.8
"332","2013-02-12",11.3
"333","2013-02-13",10.95
"334","2013-02-14",10.9
"335","2013-02-15",10.75
"336","2013-02-19",10.5
"337","2013-02-20",10.5
"338","2013-02-21",10.5
"339","2013-02-22",10.35
"340","2013-02-25",10.5
"341","2013-02-26",10.4
"342","2013-02-27",10.6
"343","2013-02-28",10.25
"344","2013-03-01",10.15
"345","2013-03-04",10.6
"346","2013-03-05",11.2
"347","2013-03-06",11.7
"348","2013-03-07",11.95
"349","2013-03-08",12
"350","2013-03-11",11.2
"351","2013-03-12",12
"352","2013-03-13",11.8
"353","2013-03-14",12.4
"354","2013-03-15",12.5
"355","2013-03-18",12.5
"356","2013-03-19",13.75
"357","2013-03-20",14.7
"358","2013-03-21",14.5
"359","2013-03-22",14.75
"360","2013-03-25",14.55
"361","2013-03-26",13.5
"362","2013-03-27",14.55
"363","2013-03-28",15
"364","2013-04-01",15.75
"365","2013-04-02",14.25
"366","2013-04-03",13.9
"367","2013-04-04",13.95
"368","2013-04-05",14.65
"369","2013-04-08",14.6
"370","2013-04-09",14.5
"371","2013-04-10",14.8
"372","2013-04-11",16.65
"373","2013-04-12",16.799999
"374","2013-04-15",16.5
