"","date","REV"
"136","2007-07-18",12.1
"137","2007-07-19",12.2
"138","2007-07-20",11.7
"139","2007-07-23",11.6
"140","2007-07-24",11.2
"141","2007-07-25",11.4
"142","2007-07-26",11.2
"143","2007-07-27",10.9
"144","2007-07-30",10.4
"145","2007-07-31",10.8
"146","2007-08-01",10.9
"147","2007-08-02",11.2
"148","2007-08-03",11
"149","2007-08-06",10.3
"150","2007-08-07",10.4
"151","2007-08-08",11.7
"152","2007-08-09",11.2
"153","2007-08-10",11.4
"154","2007-08-13",11.4
"155","2007-08-14",11.5
"156","2007-08-15",11
"157","2007-08-16",12.5
"158","2007-08-17",12.1
"159","2007-08-20",11.8
"160","2007-08-21",11.8
"161","2007-08-22",12
"162","2007-08-23",11.6
"163","2007-08-24",12
"164","2007-08-27",11.6
"165","2007-08-28",11.3
"166","2007-08-29",11.5
"167","2007-08-30",11.3
"168","2007-08-31",11.5
"169","2007-09-04",11.8
"170","2007-09-05",11.5
"171","2007-09-06",11.6
"172","2007-09-07",11.2
"173","2007-09-10",11.3
"174","2007-09-11",11.3
"175","2007-09-12",11.3
"176","2007-09-13",11.1
"177","2007-09-14",11.2
"178","2007-09-17",11
"179","2007-09-18",10.9
"180","2007-09-19",11
"181","2007-09-20",11.4
"182","2007-09-21",12.3
"183","2007-09-24",12.1
"184","2007-09-25",11.7
"185","2007-09-26",11.6
"186","2007-09-27",11.8
"187","2007-09-28",11.5
"188","2007-10-01",12.1
"189","2007-10-02",12.1
"190","2007-10-03",11.7
"191","2007-10-04",11.8
"192","2007-10-05",11.9
"193","2007-10-08",12
"194","2007-10-09",11.9
"195","2007-10-10",11.9
"196","2007-10-11",11.9
"197","2007-10-12",11.7
"198","2007-10-15",11.6
"199","2007-10-16",11.5
"200","2007-10-17",11.7
"201","2007-10-18",11.6
"202","2007-10-19",11.6
"203","2007-10-22",11.5
"204","2007-10-23",11.6
"205","2007-10-24",11.4
"206","2007-10-25",11.4
"207","2007-10-26",11.6
"208","2007-10-29",11.4
"209","2007-10-30",11.5
"210","2007-10-31",11.5
"211","2007-11-01",11
"212","2007-11-02",11.3
"213","2007-11-05",11.7
"214","2007-11-06",11.7
"215","2007-11-07",10.9
"216","2007-11-08",10.8
"217","2007-11-09",11.3
"218","2007-11-12",11
"219","2007-11-13",10.7
"220","2007-11-14",10.8
"221","2007-11-15",11
"222","2007-11-16",10.8
"223","2007-11-19",10.9
"224","2007-11-20",10.8
"225","2007-11-21",10.6
"226","2007-11-23",10.9
"227","2007-11-26",10
"228","2007-11-27",10
"229","2007-11-28",10.7
"230","2007-11-29",10.7
"231","2007-11-30",11.2
"232","2007-12-03",10.8
"233","2007-12-04",10.2
"234","2007-12-05",10.8
"235","2007-12-06",11.5
"236","2007-12-07",11.6
"237","2007-12-10",12.5
"238","2007-12-11",11.6
"239","2007-12-12",12.3
"240","2007-12-13",12
"241","2007-12-14",11.6
"242","2007-12-17",11
"243","2007-12-18",11.6
"244","2007-12-19",12.1
"245","2007-12-20",12.5
"246","2007-12-21",12.6
"247","2007-12-24",12.2
"248","2007-12-26",12.4
"249","2007-12-27",11.7
"250","2007-12-28",12
"251","2007-12-31",11.8
"252","2008-01-02",11.7
"253","2008-01-03",11.6
"254","2008-01-04",11.6
"255","2008-01-07",11.8
"256","2008-01-08",11.7
"257","2008-01-09",11.6
"258","2008-01-10",11.8
"259","2008-01-11",11.5
"260","2008-01-14",11.7
"261","2008-01-15",11.3
"262","2008-01-16",11.5
"263","2008-01-17",11.4
"264","2008-01-18",11.3
"265","2008-01-22",10.7
"266","2008-01-23",10.6
"267","2008-01-24",10.5
"268","2008-01-25",10.2
"269","2008-01-28",10.4
"270","2008-01-29",10.7
"271","2008-01-30",10.7
"272","2008-01-31",10.7
"273","2008-02-01",10.4
"274","2008-02-04",10.4
"275","2008-02-05",11.2
"276","2008-02-06",10.4
"277","2008-02-07",10.5
"278","2008-02-08",10.6
"279","2008-02-11",10.5
"280","2008-02-12",10.6
"281","2008-02-13",11.1
"282","2008-02-14",11
"283","2008-02-15",10.5
"284","2008-02-19",10.3
"285","2008-02-20",10.4
"286","2008-02-21",10.4
"287","2008-02-22",10.3
"288","2008-02-25",10.2
"289","2008-02-26",10.4
"290","2008-02-27",11
"291","2008-02-28",10.8
"292","2008-02-29",10.2
"293","2008-03-03",10
"294","2008-03-04",9.3
"295","2008-03-05",10.1
"296","2008-03-06",9.6
"297","2008-03-07",9.6
"298","2008-03-10",9.2
"299","2008-03-11",9.4
"300","2008-03-12",9.8
"301","2008-03-13",9.1
"302","2008-03-14",9.2
"303","2008-03-17",9.2
"304","2008-03-18",9.7
"305","2008-03-19",9.7
"306","2008-03-20",10.6
"307","2008-03-24",10.4
"308","2008-03-25",10.2
"309","2008-03-26",9.8
"310","2008-03-27",10.1
"311","2008-03-28",10.2
"312","2008-03-31",9.8
"313","2008-04-01",9.9
"314","2008-04-02",9.7
"315","2008-04-03",9.6
"316","2008-04-04",9.7
"317","2008-04-07",9.6
"318","2008-04-08",9.5
"319","2008-04-09",9.7
"320","2008-04-10",9.6
"321","2008-04-11",9.9
"322","2008-04-14",8.4
"323","2008-04-15",9.4
"324","2008-04-16",9.1
"325","2008-04-17",9.4
"326","2008-04-18",9.1
"327","2008-04-21",9.3
"328","2008-04-22",9.2
"329","2008-04-23",9.1
"330","2008-04-24",9.6
"331","2008-04-25",9.2
"332","2008-04-28",9.4
"333","2008-04-29",9.5
"334","2008-04-30",9.6
"335","2008-05-01",9.7
"336","2008-05-02",9.4
"337","2008-05-05",9.1
"338","2008-05-06",8.2
"339","2008-05-07",9
"340","2008-05-08",8.6
"341","2008-05-09",9.3
"342","2008-05-12",9.3
"343","2008-05-13",8.9
"344","2008-05-14",8.7
"345","2008-05-15",8.2
"346","2008-05-16",9
"347","2008-05-19",8.5
"348","2008-05-20",9.1
"349","2008-05-21",8.6
"350","2008-05-22",8.6
"351","2008-05-23",8.7
"352","2008-05-27",8.5
"353","2008-05-28",8.6
"354","2008-05-29",8.8
"355","2008-05-30",8.8
"356","2008-06-02",8.5
"357","2008-06-03",8.3
"358","2008-06-04",8.4
"359","2008-06-05",8.5
"360","2008-06-06",8.2
"361","2008-06-09",8.3
"362","2008-06-10",8.3
"363","2008-06-11",8.2
"364","2008-06-12",8.2
"365","2008-06-13",8.5
"366","2008-06-16",8.7
"367","2008-06-17",8.6
"368","2008-06-18",8.7
"369","2008-06-19",8.5
"370","2008-06-20",8.1
"371","2008-06-23",8.5
"372","2008-06-24",8
"373","2008-06-25",8.9
"374","2008-06-26",8.1
"375","2008-06-27",8.1
"376","2008-06-30",8.5
"377","2008-07-01",8
"378","2008-07-02",8
"379","2008-07-03",8.1
"380","2008-07-07",7.9
"381","2008-07-08",7.6
"382","2008-07-09",7.5
"383","2008-07-10",7.6
"384","2008-07-11",7.5
"385","2008-07-14",7
"386","2008-07-15",7.5
"387","2008-07-16",6.9
"388","2008-07-17",7.9
"389","2008-07-18",7.4
"390","2008-07-21",8
"391","2008-07-22",8
"392","2008-07-23",8.1
"393","2008-07-24",8.9
"394","2008-07-25",10
"395","2008-07-28",10.3
"396","2008-07-29",10.1
"397","2008-07-30",10.6
"398","2008-07-31",12.1
"399","2008-08-01",12.4
"400","2008-08-04",12.5
"401","2008-08-05",13.3
"402","2008-08-06",13.9
"403","2008-08-07",13.7
"404","2008-08-08",13.4
"405","2008-08-11",13.1
"406","2008-08-12",12.8
"407","2008-08-13",11.6
"408","2008-08-14",11
"409","2008-08-15",11.9
"410","2008-08-18",12.3
"411","2008-08-19",12.4
"412","2008-08-20",13
"413","2008-08-21",12.8
"414","2008-08-22",13.4
"415","2008-08-25",13.5
"416","2008-08-26",13.4
"417","2008-08-27",13.5
"418","2008-08-28",13.9
"419","2008-08-29",13.9
"420","2008-09-02",14.5
"421","2008-09-03",12.3
"422","2008-09-04",12.4
"423","2008-09-05",12.9
"424","2008-09-08",13.5
"425","2008-09-09",13
"426","2008-09-10",12.9
"427","2008-09-11",12.9
"428","2008-09-12",13
"429","2008-09-15",12.5
"430","2008-09-16",12.91
"431","2008-09-17",13.05
"432","2008-09-18",13.65
"433","2008-09-19",14.11
"434","2008-09-22",14
"435","2008-09-23",14.2
"436","2008-09-24",14.12
"437","2008-09-25",14
"438","2008-09-26",13.95
"439","2008-09-29",13.8
"440","2008-09-30",14.85
"441","2008-10-01",13.58
"442","2008-10-02",13
"443","2008-10-03",13.05
"444","2008-10-06",13.15
"445","2008-10-07",12.8
"446","2008-10-08",11.92
"447","2008-10-09",11.9
"448","2008-10-10",11.24
"449","2008-10-13",12.2
"450","2008-10-14",13.06
"451","2008-10-15",11.7
"452","2008-10-16",11.88
"453","2008-10-17",12.34
"454","2008-10-20",12.28
"455","2008-10-21",12.63
"456","2008-10-22",11.78
"457","2008-10-23",11.59
"458","2008-10-24",10.73
"459","2008-10-27",11.03
"460","2008-10-28",10.74
"461","2008-10-29",10.83
"462","2008-10-30",11.86
"463","2008-10-31",11.89
"464","2008-11-03",12.35
"465","2008-11-04",13.04
"466","2008-11-05",9.61
"467","2008-11-06",8.07
"468","2008-11-07",8.65
"469","2008-11-10",8.96
"470","2008-11-11",9.13
"471","2008-11-12",8.21
"472","2008-11-13",9.12
"473","2008-11-14",8.27
"474","2008-11-17",8.5
"475","2008-11-18",9.07
"476","2008-11-19",8.14
"477","2008-11-20",7.32
"478","2008-11-21",6.96
"479","2008-11-24",7.07
"480","2008-11-25",7.14
"481","2008-11-26",7.32
"482","2008-11-28",7.54
"483","2008-12-01",6.92
"484","2008-12-02",7.26
"485","2008-12-03",7.28
"486","2008-12-04",7.13
"487","2008-12-05",7.2
"488","2008-12-08",7.15
"489","2008-12-09",6.9
"490","2008-12-10",6.39
"491","2008-12-11",6.19
"492","2008-12-12",6.06
"493","2008-12-15",6.02
"494","2008-12-16",6.06
"495","2008-12-17",6.28
"496","2008-12-18",6.22
"497","2008-12-19",6.95
"498","2008-12-22",6.2
"499","2008-12-23",6.26
"500","2008-12-24",6.23
"501","2008-12-26",6.66
"502","2008-12-29",6.27
"503","2008-12-30",6.65
"504","2008-12-31",6.67
"505","2009-01-02",7.14
"506","2009-01-05",7.23
"507","2009-01-06",7.23
"508","2009-01-07",6.7
"509","2009-01-08",6.78
"510","2009-01-09",6.6
"511","2009-01-12",6.47
"512","2009-01-13",6.38
"513","2009-01-14",6.21
"514","2009-01-15",6.39
"515","2009-01-16",6.21
"516","2009-01-20",6.01
"517","2009-01-21",6.53
"518","2009-01-22",6.48
"519","2009-01-23",6.26
"520","2009-01-26",6.02
"521","2009-01-27",6.05
"522","2009-01-28",6.23
"523","2009-01-29",5.89
"524","2009-01-30",5.91
"525","2009-02-02",5.62
"526","2009-02-03",5.1
"527","2009-02-04",4.8
"528","2009-02-05",4.45
"529","2009-02-06",4.75
"530","2009-02-09",4.92
"531","2009-02-10",4.56
"532","2009-02-11",4.51
"533","2009-02-12",3.75
"534","2009-02-13",3.71
"535","2009-02-17",2.98
"536","2009-02-18",2.73
"537","2009-02-19",2.85
"538","2009-02-20",2.75
"539","2009-02-23",2.48
"540","2009-02-24",2.87
"541","2009-02-25",3.12
"542","2009-02-26",2.85
"543","2009-02-27",3.11
"544","2009-03-02",2.74
"545","2009-03-03",2.55
"546","2009-03-04",2.7
"547","2009-03-05",2.89
"548","2009-03-06",2.64
"549","2009-03-09",2.39
"550","2009-03-10",2.37
"551","2009-03-11",2.55
"552","2009-03-12",2.64
"553","2009-03-13",2.58
"554","2009-03-16",2.5
"555","2009-03-17",2.8
"556","2009-03-18",3.03
"557","2009-03-19",2.83
"558","2009-03-20",2.75
"559","2009-03-23",2.69
"560","2009-03-24",2.63
"561","2009-03-25",2.83
"562","2009-03-26",3.27
"563","2009-03-27",2.9
"564","2009-03-30",2.3
"565","2009-03-31",2.48
"566","2009-04-01",2.58
"567","2009-04-02",2.81
"568","2009-04-03",2.85
"569","2009-04-06",2.86
"570","2009-04-07",2.71
"571","2009-04-08",2.7
"572","2009-04-09",2.67
"573","2009-04-13",2.75
"574","2009-04-14",2.79
"575","2009-04-15",2.48
"576","2009-04-16",2.85
"577","2009-04-17",3.93
"578","2009-04-20",4.09
"579","2009-04-21",3.64
"580","2009-04-22",3.74
"581","2009-04-23",3.62
"582","2009-04-24",3.55
"583","2009-04-27",3.37
"584","2009-04-28",3.28
"585","2009-04-29",3.54
"586","2009-04-30",4.74
"587","2009-05-01",5.36
"588","2009-05-04",5.05
"589","2009-05-05",5.21
"590","2009-05-06",5.07
"591","2009-05-07",4.59
"592","2009-05-08",4.65
"593","2009-05-11",5.18
"594","2009-05-12",4.94
"595","2009-05-13",4.58
"596","2009-05-14",4.69
"597","2009-05-15",4.87
"598","2009-05-18",4.91
"599","2009-05-19",4.96
"600","2009-05-20",5.15
"601","2009-05-21",5.04
"602","2009-05-22",5.2
"603","2009-05-26",5.28
"604","2009-05-27",5.95
"605","2009-05-28",4.96
"606","2009-05-29",5.01
"607","2009-06-01",5.26
"608","2009-06-02",5.04
"609","2009-06-03",5.03
"610","2009-06-04",5.18
"611","2009-06-05",5.09
"612","2009-06-08",5.04
"613","2009-06-09",5.13
"614","2009-06-10",5.06
"615","2009-06-11",5.19
"616","2009-06-12",5.42
"617","2009-06-15",5.19
"618","2009-06-16",5.16
"619","2009-06-17",4.99
"620","2009-06-18",4.96
"621","2009-06-19",4.97
"622","2009-06-22",4.47
"623","2009-06-23",4.34
"624","2009-06-24",4.51
"625","2009-06-25",4.83
"626","2009-06-26",5.05
"627","2009-06-29",5.38
"628","2009-06-30",5.44
"629","2009-07-01",5.33
"630","2009-07-02",5.22
"631","2009-07-06",5.07
"632","2009-07-07",4.68
"633","2009-07-08",4.6
"634","2009-07-09",4.53
"635","2009-07-10",4.43
"636","2009-07-13",4.63
"637","2009-07-14",4.6
"638","2009-07-15",4.92
"639","2009-07-16",5.03
"640","2009-07-17",5.09
"641","2009-07-20",5.25
"642","2009-07-21",5.04
"643","2009-07-22",5.24
"644","2009-07-23",5.63
"645","2009-07-24",5.53
"646","2009-07-27",5.69
"647","2009-07-28",5.63
"648","2009-07-29",5.66
"649","2009-07-30",6.08
"650","2009-07-31",6.06
"651","2009-08-03",5.96
"652","2009-08-04",6.04
"653","2009-08-05",6.03
"654","2009-08-06",5.76
"655","2009-08-07",6.04
"656","2009-08-10",6.27
"657","2009-08-11",5.6
"658","2009-08-12",5.84
"659","2009-08-13",5.71
"660","2009-08-14",5.32
"661","2009-08-17",5.06
"662","2009-08-18",5.06
"663","2009-08-19",4.95
"664","2009-08-20",5
"665","2009-08-21",5
"666","2009-08-24",4.62
"667","2009-08-25",4.72
"668","2009-08-26",4.65
"669","2009-08-27",4.56
"670","2009-08-28",4.65
"671","2009-08-31",4.54
"672","2009-09-01",4.35
"673","2009-09-02",4.59
"674","2009-09-03",4.59
"675","2009-09-04",4.95
"676","2009-09-08",5
"677","2009-09-09",4.85
"678","2009-09-10",4.79
"679","2009-09-11",4.8
"680","2009-09-14",4.94
"681","2009-09-15",4.83
"682","2009-09-16",4.85
"683","2009-09-17",4.75
"684","2009-09-18",4.8
"685","2009-09-21",4.62
"686","2009-09-22",4.59
"687","2009-09-23",4.34
"688","2009-09-24",4.57
"689","2009-09-25",4.93
"690","2009-09-28",4.8
"691","2009-09-29",4.79
"692","2009-09-30",4.86
"693","2009-10-01",4.65
"694","2009-10-02",4.91
"695","2009-10-05",4.96
"696","2009-10-06",4.85
"697","2009-10-07",4.85
"698","2009-10-08",5
"699","2009-10-09",5.3
"700","2009-10-12",5.38
"701","2009-10-13",5.35
"702","2009-10-14",5.49
"703","2009-10-15",5.41
"704","2009-10-16",5.42
"705","2009-10-19",5.52
"706","2009-10-20",5.57
"707","2009-10-21",5.66
"708","2009-10-22",5.78
"709","2009-10-23",5.77
"710","2009-10-26",5.85
"711","2009-10-27",5.92
"712","2009-10-28",5.75
"713","2009-10-29",8.24
"714","2009-10-30",8.43
"715","2009-11-02",10.07
"716","2009-11-03",10.79
"717","2009-11-04",10.57
"718","2009-11-05",10.92
"719","2009-11-06",10.78
"720","2009-11-09",14.79
"721","2009-11-10",13.7
"722","2009-11-11",14.51
"723","2009-11-12",15.1
"724","2009-11-13",15.16
"725","2009-11-16",16.9
"726","2009-11-17",17.309999
"727","2009-11-18",17.559999
"728","2009-11-19",17.309999
"729","2009-11-20",17.219999
"730","2009-11-23",17.99
"731","2009-11-24",17.91
"732","2009-11-25",17.74
"733","2009-11-27",17.33
"734","2009-11-30",18.1
"735","2009-12-01",18.5
"736","2009-12-02",18.41
"737","2009-12-03",18.83
"738","2009-12-04",19.32
"739","2009-12-07",18.969999
"740","2009-12-08",18.450001
"741","2009-12-09",18.32
"742","2009-12-10",18.370001
"743","2009-12-11",18.9
"744","2009-12-14",19.75
"745","2009-12-15",19.280001
"746","2009-12-16",19.360001
"747","2009-12-17",18.870001
"748","2009-12-18",17.83
"749","2009-12-21",17.76
"750","2009-12-22",17.85
"751","2009-12-23",18.190001
"752","2009-12-24",18.09
"753","2009-12-28",17.32
"754","2009-12-29",17.290001
"755","2009-12-30",17.08
"756","2009-12-31",17.01
"757","2010-01-04",17.91
"758","2010-01-05",17.07
"759","2010-01-06",17.049999
"760","2010-01-07",17.059999
"761","2010-01-08",17.02
"762","2010-01-11",16.93
"763","2010-01-12",16.68
"764","2010-01-13",16.969999
"765","2010-01-14",17.120001
"766","2010-01-15",17.440001
"767","2010-01-19",18.129999
"768","2010-01-20",17.190001
"769","2010-01-21",15.92
"770","2010-01-22",15.2
"771","2010-01-25",14.84
"772","2010-01-26",14.93
"773","2010-01-27",15.54
"774","2010-01-28",15.52
"775","2010-01-29",15.41
"776","2010-02-01",15.63
"777","2010-02-02",16.200001
"778","2010-02-03",15.89
"779","2010-02-04",15.04
"780","2010-02-05",15.36
"781","2010-02-08",14.85
"782","2010-02-09",15.06
"783","2010-02-10",14.85
"784","2010-02-11",15.55
"785","2010-02-12",15.69
"786","2010-02-16",15.85
"787","2010-02-17",16.42
"788","2010-02-18",16.639999
"789","2010-02-19",16.309999
"790","2010-02-22",15.93
"791","2010-02-23",15.7
"792","2010-02-24",16.469999
"793","2010-02-25",15.36
"794","2010-02-26",14.99
"795","2010-03-01",16.200001
"796","2010-03-02",16.5
"797","2010-03-03",16.110001
"798","2010-03-04",16.290001
"799","2010-03-05",16.450001
"800","2010-03-08",16.15
"801","2010-03-09",16.16
"802","2010-03-10",15.96
"803","2010-03-11",15.87
"804","2010-03-12",15.86
"805","2010-03-15",15.49
"806","2010-03-16",15.25
"807","2010-03-17",15.17
"808","2010-03-18",14.94
"809","2010-03-19",14.4
"810","2010-03-22",14.18
"811","2010-03-23",15
"812","2010-03-24",14.79
"813","2010-03-25",14.54
"814","2010-03-26",14.48
"815","2010-03-29",14.87
"816","2010-03-30",14.93
"817","2010-03-31",14.85
"818","2010-04-01",14.84
"819","2010-04-05",15.06
"820","2010-04-06",15.29
"821","2010-04-07",15.13
"822","2010-04-08",15.04
"823","2010-04-09",15.05
"824","2010-04-12",15.11
"825","2010-04-13",15.14
"826","2010-04-14",15.46
"827","2010-04-15",15.75
"828","2010-04-16",15.72
"829","2010-04-19",15.75
"830","2010-04-20",15.92
"831","2010-04-21",15.85
"832","2010-04-22",16.030001
"833","2010-04-23",16.709999
"834","2010-04-26",17.629999
"835","2010-04-27",16.780001
"836","2010-04-28",16.83
"837","2010-04-29",17.959999
"838","2010-04-30",17.52
"839","2010-05-03",18.040001
"840","2010-05-04",17.02
"841","2010-05-05",16.91
"842","2010-05-06",15.69
"843","2010-05-07",14.95
"844","2010-05-10",15.89
"845","2010-05-11",15.9
"846","2010-05-12",16.360001
"847","2010-05-13",16.42
"848","2010-05-14",15.42
"849","2010-05-17",15.46
"850","2010-05-18",14.78
"851","2010-05-19",14.65
"852","2010-05-20",13.84
"853","2010-05-21",14.23
"854","2010-05-24",13.52
"855","2010-05-25",13.33
"856","2010-05-26",13.2
"857","2010-05-27",14.26
"858","2010-05-28",13.85
"859","2010-06-01",12.73
"860","2010-06-02",13.05
"861","2010-06-03",13
"862","2010-06-04",11.95
"863","2010-06-07",11.48
"864","2010-06-08",11.67
"865","2010-06-09",12.02
"866","2010-06-10",12.69
"867","2010-06-11",12.76
"868","2010-06-14",12.81
"869","2010-06-15",12.83
"870","2010-06-16",12.78
"871","2010-06-17",12.92
"872","2010-06-18",12.85
"873","2010-06-21",12.61
"874","2010-06-22",12.44
"875","2010-06-23",12.24
"876","2010-06-24",11.84
"877","2010-06-25",11.62
"878","2010-06-28",11.69
"879","2010-06-29",11.01
"880","2010-06-30",11.16
"881","2010-07-01",10.96
"882","2010-07-02",10.79
"883","2010-07-06",11.1
"884","2010-07-07",11.52
"885","2010-07-08",11.92
"886","2010-07-09",12.18
"887","2010-07-12",11.8
"888","2010-07-13",12.68
"889","2010-07-14",12.81
"890","2010-07-15",12.84
"891","2010-07-16",12.46
"892","2010-07-19",12.46
"893","2010-07-20",12.74
"894","2010-07-21",12.58
"895","2010-07-22",13.16
"896","2010-07-23",13.59
"897","2010-07-26",13.69
"898","2010-07-27",13.6
"899","2010-07-28",13.39
"900","2010-07-29",12.91
"901","2010-07-30",12.54
"902","2010-08-02",12.64
"903","2010-08-03",12.41
"904","2010-08-04",12.63
"905","2010-08-05",12.5
"906","2010-08-06",12.27
"907","2010-08-09",12.45
"908","2010-08-10",12.02
"909","2010-08-11",11.09
"910","2010-08-12",11.2
"911","2010-08-13",11.2
"912","2010-08-16",11.41
"913","2010-08-17",11.88
"914","2010-08-18",11.7
"915","2010-08-19",11.38
"916","2010-08-20",10.97
"917","2010-08-23",11.18
"918","2010-08-24",10.92
"919","2010-08-25",11.16
"920","2010-08-26",10.87
"921","2010-08-27",11.26
"922","2010-08-30",10.67
"923","2010-08-31",10.85
"924","2010-09-01",11.31
"925","2010-09-02",11.48
"926","2010-09-03",11.54
"927","2010-09-07",11.03
"928","2010-09-08",10.86
"929","2010-09-09",11.09
"930","2010-09-10",11.4
"931","2010-09-13",12.2
"932","2010-09-14",11.92
"933","2010-09-15",12.08
"934","2010-09-16",12.22
"935","2010-09-17",12.07
"936","2010-09-20",12.75
"937","2010-09-21",12.7
"938","2010-09-22",12.58
"939","2010-09-23",12.15
"940","2010-09-24",12.53
"941","2010-09-27",12.56
"942","2010-09-28",12.7
"943","2010-09-29",12.93
"944","2010-09-30",12.62
"945","2010-10-01",12.71
"946","2010-10-04",12.63
"947","2010-10-05",13.12
"948","2010-10-06",13.11
"949","2010-10-07",12.86
"950","2010-10-08",13.14
"951","2010-10-11",13.13
"952","2010-10-12",13.15
"953","2010-10-13",13.24
"954","2010-10-14",13.31
"955","2010-10-15",13.56
"956","2010-10-18",14.1
"957","2010-10-19",13.81
"958","2010-10-20",14.36
"959","2010-10-21",14.38
"960","2010-10-22",14.5
"961","2010-10-25",14.47
"962","2010-10-26",14.26
"963","2010-10-27",14.16
"964","2010-10-28",11.21
"965","2010-10-29",11.42
"966","2010-11-01",11.11
"967","2010-11-02",10.91
"968","2010-11-03",10.85
"969","2010-11-04",11.05
"970","2010-11-05",10.78
"971","2010-11-08",10.73
"972","2010-11-09",10.48
"973","2010-11-10",10.49
"974","2010-11-11",10.85
"975","2010-11-12",10.56
"976","2010-11-15",10.24
"977","2010-11-16",9.85
"978","2010-11-17",9.83
"979","2010-11-18",9.94
"980","2010-11-19",9.87
"981","2010-11-22",9.97
"982","2010-11-23",9.71
"983","2010-11-24",9.9
"984","2010-11-26",10.08
"985","2010-11-29",10.02
"986","2010-11-30",9.92
"987","2010-12-01",10.07
"988","2010-12-02",10.41
"989","2010-12-03",10.47
"990","2010-12-06",10.33
"991","2010-12-07",10.27
"992","2010-12-08",10.29
"993","2010-12-09",10.27
"994","2010-12-10",10.2
"995","2010-12-13",10.05
"996","2010-12-14",9.94
"997","2010-12-15",9.85
"998","2010-12-16",9.91
"999","2010-12-17",9.66
"1000","2010-12-20",9.43
"1001","2010-12-21",9.36
"1002","2010-12-22",9.76
"1003","2010-12-23",10.04
"1004","2010-12-27",9.91
