"","date","TZAC"
"1","2018-10-18",9.71
"2","2018-10-19",9.72
"3","2018-10-22",9.71
"4","2018-10-23",9.71
"5","2018-10-24",9.71
"6","2018-10-25",9.73
"7","2018-10-26",9.71
"8","2018-10-29",9.71
"9","2018-10-30",9.71
"10","2018-10-31",9.71
"11","2018-11-01",9.71
"12","2018-11-02",9.71
"13","2018-11-05",9.72
"14","2018-11-06",9.72
"15","2018-11-07",9.75
"16","2018-11-08",9.75
"17","2018-11-09",9.75
"18","2018-11-12",9.75
"19","2018-11-13",9.75
"20","2018-11-14",9.75
"21","2018-11-15",9.75
"22","2018-11-16",9.77
"23","2018-11-19",9.77
"24","2018-11-20",9.75
"25","2018-11-21",9.75
"26","2018-11-23",10.5
"27","2018-11-26",9.79
"28","2018-11-27",9.78
"29","2018-11-28",9.78
"30","2018-11-29",10.07
"31","2018-11-30",9.79
"32","2018-12-03",9.79
"33","2018-12-04",9.81
"34","2018-12-06",9.8
"35","2018-12-07",9.81
"36","2018-12-10",9.9
"37","2018-12-11",9.9
"38","2018-12-12",9.82
"39","2018-12-13",9.78
"40","2018-12-14",9.75
"41","2018-12-17",9.75
"42","2018-12-18",9.75
"43","2018-12-19",9.78
"44","2018-12-20",9.78
"45","2018-12-21",9.78
"46","2018-12-24",9.78
"47","2018-12-26",9.78
"48","2018-12-27",9.78
"49","2018-12-28",9.85
"50","2018-12-31",9.85
"51","2019-01-02",9.85
"52","2019-01-03",9.86
"53","2019-01-04",9.86
"54","2019-01-07",9.86
"55","2019-01-08",9.82
"56","2019-01-09",9.82
"57","2019-01-10",9.82
"58","2019-01-11",9.82
"59","2019-01-14",9.9
"60","2019-01-15",9.9
"61","2019-01-16",9.92
"62","2019-01-17",9.9
"63","2019-01-18",9.91
"64","2019-01-22",9.95
"65","2019-01-23",9.95
"66","2019-01-24",9.95
"67","2019-01-25",9.97
"68","2019-01-28",9.97
"69","2019-01-29",9.98
"70","2019-01-30",9.98
"71","2019-01-31",9.98
"72","2019-02-01",10
"73","2019-02-04",10
"74","2019-02-05",10.02
"75","2019-02-06",10.01
"76","2019-02-07",10.04
"77","2019-02-08",10.04
"78","2019-02-11",10.05
"79","2019-02-12",10.05
"80","2019-02-13",10.05
"81","2019-02-14",10.05
"82","2019-02-15",10.01
"83","2019-02-19",10.02
"84","2019-02-20",10.05
"85","2019-02-21",10.05
"86","2019-02-22",10.05
"87","2019-02-25",10.06
"88","2019-02-26",10.06
"89","2019-02-27",10.15
"90","2019-02-28",10.06
"91","2019-03-01",10.12
"92","2019-03-04",10.12
"93","2019-03-05",10.12
"94","2019-03-06",10.12
"95","2019-03-07",10.07
"96","2019-03-08",10.07
"97","2019-03-11",10.09
"98","2019-03-12",10.05
"99","2019-03-13",10.05
"100","2019-03-14",10.05
"101","2019-03-15",10.05
"102","2019-03-18",10.06
"103","2019-03-19",10.09
"104","2019-03-20",10.09
"105","2019-03-21",10.09
"106","2019-03-22",10.09
"107","2019-03-25",10.09
"108","2019-03-26",10.09
"109","2019-03-27",10.09
"110","2019-03-28",10.1
"111","2019-03-29",10.07
"112","2019-04-01",10.07
"113","2019-04-02",10.1
"114","2019-04-03",10.1
"115","2019-04-04",10.11
"116","2019-04-05",10.12
"117","2019-04-08",10.12
"118","2019-04-09",10.14
"119","2019-04-10",10.14
"120","2019-04-11",10.13
"121","2019-04-12",10.13
"122","2019-04-15",10.14
"123","2019-04-16",10.14
"124","2019-04-17",10.14
"125","2019-04-18",10.14
"126","2019-04-22",10.14
"127","2019-04-23",10.15
"128","2019-04-24",10.15
"129","2019-04-25",10.17
"130","2019-04-26",10.17
"131","2019-04-29",10.17
"132","2019-04-30",10.17
"133","2019-05-01",10.18
"134","2019-05-02",10.21
"135","2019-05-03",10.21
"136","2019-05-06",10.21
"137","2019-05-07",10.21
"138","2019-05-08",10.18
"139","2019-05-09",10.18
"140","2019-05-10",10.22
"141","2019-05-13",10.22
"142","2019-05-14",10.22
"143","2019-05-15",10.21
"144","2019-05-16",10.21
"145","2019-05-17",10.21
"146","2019-05-20",10.21
"147","2019-05-21",10.21
"148","2019-05-22",10.21
"149","2019-05-23",10.2
"150","2019-05-24",10.2
"151","2019-05-28",10.24
"152","2019-05-29",10.24
"153","2019-05-30",10.24
"154","2019-05-31",10.24
"155","2019-06-03",10.23
"156","2019-06-04",10.23
"157","2019-06-05",10.19
"158","2019-06-06",10.19
"159","2019-06-07",10.25
"160","2019-06-10",10.25
"161","2019-06-11",10.27
"162","2019-06-12",10.27
"163","2019-06-13",10.27
"164","2019-06-14",10.27
"165","2019-06-17",10.27
"166","2019-06-18",10.27
"167","2019-06-19",10.27
"168","2019-06-20",10.27
"169","2019-06-21",10.27
"170","2019-06-24",10.27
"171","2019-06-25",10.27
"172","2019-06-26",10.27
"173","2019-06-27",10.27
"174","2019-06-28",10.27
"175","2019-07-01",10.27
"176","2019-07-02",10.23
"177","2019-07-03",10.23
"178","2019-07-05",10.27
"179","2019-07-08",10.27
"180","2019-07-09",10.2
"181","2019-07-10",10.2
"182","2019-07-11",10.2
"183","2019-07-12",10.27
"184","2019-07-15",10.28
"185","2019-07-16",10.27
"186","2019-07-17",10.27
"187","2019-07-18",10.26
"188","2019-07-19",10.26
"189","2019-07-22",10.26
"190","2019-07-23",10.26
"191","2019-07-24",10.26
"192","2019-07-25",10.26
"193","2019-07-26",10.26
"194","2019-07-29",10.26
"195","2019-07-30",10.26
"196","2019-07-31",10.26
"197","2019-08-01",10.3
"198","2019-08-02",10.3
"199","2019-08-05",10.3
"200","2019-08-06",10.3
"201","2019-08-07",10.3
"202","2019-08-08",10.3
"203","2019-08-09",10.3
"204","2019-08-12",10.3
"205","2019-08-13",10.3
"206","2019-08-14",10.29
"207","2019-08-15",10.28
"208","2019-08-16",10.28
"209","2019-08-19",10.28
"210","2019-08-20",10.28
"211","2019-08-21",10.28
"212","2019-08-22",10.28
"213","2019-08-23",10.29
"214","2019-08-26",10.29
"215","2019-08-27",10.35
"216","2019-08-28",10.35
"217","2019-08-29",10.35
"218","2019-08-30",10.35
"219","2019-09-03",10.35
"220","2019-09-04",10.35
"221","2019-09-05",10.35
"222","2019-09-06",10.33
"223","2019-09-09",10.38
"224","2019-09-10",10.37
"225","2019-09-11",10.33
"226","2019-09-12",10.33
"227","2019-09-13",10.35
"228","2019-09-16",10.35
"229","2019-09-17",10.35
"230","2019-09-18",10.35
"231","2019-09-19",10.35
"232","2019-09-20",10.34
"233","2019-09-23",10.33
"234","2019-09-24",10.32
"235","2019-09-25",10.32
"236","2019-09-26",10.32
"237","2019-09-27",10.35
"238","2019-09-30",10.35
"239","2019-10-01",10.35
"240","2019-10-02",10.35
"241","2019-10-03",10.35
"242","2019-10-04",10.35
"243","2019-10-07",10.35
"244","2019-10-08",10.35
"245","2019-10-09",10.35
"246","2019-10-10",10.35
"247","2019-10-11",10.35
"248","2019-10-14",10.35
"249","2019-10-15",10.35
"250","2019-10-16",10.35
"251","2019-10-17",10.35
"252","2019-10-18",10.35
"253","2019-10-21",10.35
"254","2019-10-22",10.35
"255","2019-10-23",10.35
"256","2019-10-24",10.35
"257","2019-10-25",10.35
"258","2019-10-28",10.44
"259","2019-10-29",10.44
"260","2019-10-30",10.44
"261","2019-10-31",10.45
"262","2019-11-01",10.45
"263","2019-11-04",10.49
"264","2019-11-05",10.48
"265","2019-11-06",10.46
"266","2019-11-07",10.45
"267","2019-11-08",10.43
"268","2019-11-11",10.43
"269","2019-11-12",10.43
"270","2019-11-13",10.46
"271","2019-11-14",10.45
"272","2019-11-15",10.43
"273","2019-11-18",10.43
"274","2019-11-19",10.43
"275","2019-11-20",10.42
"276","2019-11-21",10.44
"277","2019-11-22",10.43
"278","2019-11-25",10.43
"279","2019-11-26",10.43
"280","2019-11-27",10.43
"281","2019-11-29",10.44
"282","2019-12-02",10.43
"283","2019-12-03",10.43
"284","2019-12-04",10.43
"285","2019-12-05",10.44
"286","2019-12-06",10.44
"287","2019-12-09",10.43
"288","2019-12-10",10.46
"289","2019-12-11",10.46
"290","2019-12-12",10.46
"291","2019-12-13",10.46
"292","2019-12-16",10.46
"293","2019-12-17",10.46
"294","2019-12-18",10.46
"295","2019-12-19",10.46
"296","2019-12-20",10.46
"297","2019-12-23",10.46
"298","2019-12-24",10.42
"299","2019-12-26",10.46
"300","2019-12-27",10.46
"301","2019-12-30",10.46
"302","2019-12-31",10.46
"303","2020-01-02",10.46
"304","2020-01-03",10.46
"305","2020-01-06",10.46
"306","2020-01-07",10.46
"307","2020-01-08",10.45
"308","2020-01-09",10.45
"309","2020-01-10",10.45
"310","2020-01-13",10.45
"311","2020-01-14",10.46
"312","2020-01-15",10.46
"313","2020-01-16",10.46
"314","2020-01-17",10.45
"315","2020-01-21",10.45
"316","2020-01-22",10.55
"317","2020-01-23",10.55
"318","2020-01-24",10.55
"319","2020-01-27",10.55
"320","2020-01-28",10.55
"321","2020-01-29",10.55
"322","2020-01-30",10.55
"323","2020-01-31",10.55
"324","2020-02-03",10.55
"325","2020-02-04",10.5
"326","2020-02-05",10.5
"327","2020-02-06",10.5
"328","2020-02-07",10.51
"329","2020-02-10",10.53
"330","2020-02-11",10.55
"331","2020-02-12",10.56
"332","2020-02-13",10.54
"333","2020-02-14",10.54
"334","2020-02-18",10.54
"335","2020-02-19",10.55
"336","2020-02-20",10.57
"337","2020-02-21",10.57
"338","2020-02-24",10.55
"339","2020-02-25",10.55
"340","2020-02-26",10.55
"341","2020-02-27",10.55
"342","2020-02-28",10.56
"343","2020-03-02",10.56
"344","2020-03-03",10.56
"345","2020-03-04",10.56
"346","2020-03-05",10.56
"347","2020-03-06",10.56
"348","2020-03-09",10.5
"349","2020-03-10",10.55
"350","2020-03-11",10.55
"351","2020-03-12",10.5
"352","2020-03-13",10.5
"353","2020-03-16",10.35
"354","2020-03-17",10.35
"355","2020-03-18",10.38
"356","2020-03-19",10.38
"357","2020-03-20",10.28
"358","2020-03-23",10.43
"359","2020-03-24",10.35
"360","2020-03-25",10.5
"361","2020-03-26",10.47
"362","2020-03-27",10.47
"363","2020-03-30",10.52
"364","2020-03-31",10.52
"365","2020-04-01",10.56
"366","2020-04-02",10.5
"367","2020-04-03",10.5
"368","2020-04-06",10.54
"369","2020-04-07",10.54
"370","2020-04-08",10.55
"371","2020-04-09",10.55
"372","2020-04-13",10.55
"373","2020-04-14",10.55
"374","2020-04-15",10.55
"375","2020-04-16",10.55
"376","2020-04-17",10.55
"377","2020-04-20",10.55
"378","2020-04-21",10.59
"379","2020-04-22",10.63
"380","2020-04-23",10.61
"381","2020-04-24",10.61
"382","2020-04-27",10.61
"383","2020-04-28",10.61
"384","2020-04-29",10.61
"385","2020-04-30",10.61
"386","2020-05-01",10.61
"387","2020-05-04",10.62
"388","2020-05-05",10.62
"389","2020-05-06",10.62
"390","2020-05-07",10.62
"391","2020-05-08",10.65
"392","2020-05-11",10.64
"393","2020-05-12",10.65
"394","2020-05-13",10.65
"395","2020-05-14",10.65
"396","2020-05-15",10.65
"397","2020-05-18",10.65
"398","2020-05-19",9.57
"399","2020-05-20",9.57
"400","2020-05-21",11.2
"401","2020-05-22",10.58
"402","2020-05-26",10.64
"403","2020-05-27",10.74
"404","2020-05-28",10.74
"405","2020-05-29",10.54
"406","2020-06-01",10.54
"407","2020-06-02",10.54
"408","2020-06-03",10.54
