"","date","MNRO"
"1","2007-01-03",15.431111
"2","2007-01-04",15.693334
"3","2007-01-05",14.911111
"4","2007-01-08",15.186666
"5","2007-01-09",15.377778
"6","2007-01-10",15.337778
"7","2007-01-11",15.817778
"8","2007-01-12",15.697778
"9","2007-01-16",16.693333
"10","2007-01-17",15.826667
"11","2007-01-18",15.764444
"12","2007-01-19",15.942223
"13","2007-01-22",15.96
"14","2007-01-23",16.026667
"15","2007-01-24",16.311111
"16","2007-01-25",16.008888
"17","2007-01-26",16.248888
"18","2007-01-29",16.542223
"19","2007-01-30",16.35111
"20","2007-01-31",16.737778
"21","2007-02-01",16.582222
"22","2007-02-02",16.6
"23","2007-02-05",16.506666
"24","2007-02-06",16.559999
"25","2007-02-07",16.977777
"26","2007-02-08",16.582222
"27","2007-02-09",16.533333
"28","2007-02-12",16.608889
"29","2007-02-13",16.635555
"30","2007-02-14",16.457777
"31","2007-02-15",16.368889
"32","2007-02-16",16.364445
"33","2007-02-20",16.595556
"34","2007-02-21",16.773333
"35","2007-02-22",16.337778
"36","2007-02-23",16.666666
"37","2007-02-26",16.48889
"38","2007-02-27",15.422222
"39","2007-02-28",16.164444
"40","2007-03-01",15.977777
"41","2007-03-02",15.413333
"42","2007-03-05",15.164444
"43","2007-03-06",16.013334
"44","2007-03-07",15.524445
"45","2007-03-08",15.706667
"46","2007-03-09",15.746667
"47","2007-03-12",15.888889
"48","2007-03-13",15.551111
"49","2007-03-14",15.648889
"50","2007-03-15",15.471111
"51","2007-03-16",15.817778
"52","2007-03-19",16.008888
"53","2007-03-20",16.226667
"54","2007-03-21",16.52
"55","2007-03-22",16.577778
"56","2007-03-23",16.68
"57","2007-03-26",15.6
"58","2007-03-27",15.488889
"59","2007-03-28",15.333333
"60","2007-03-29",15.515555
"61","2007-03-30",15.6
"62","2007-04-02",15.662222
"63","2007-04-03",15.555555
"64","2007-04-04",15.648889
"65","2007-04-05",15.586667
"66","2007-04-09",15.648889
"67","2007-04-10",15.902223
"68","2007-04-11",15.662222
"69","2007-04-12",15.577778
"70","2007-04-13",16.040001
"71","2007-04-16",15.742222
"72","2007-04-17",15.964444
"73","2007-04-18",15.871111
"74","2007-04-19",15.791111
"75","2007-04-20",16.222221
"76","2007-04-23",16.013334
"77","2007-04-24",16.044445
"78","2007-04-25",16.026667
"79","2007-04-26",15.942223
"80","2007-04-27",15.888889
"81","2007-04-30",15.555555
"82","2007-05-01",15.604445
"83","2007-05-02",15.711111
"84","2007-05-03",15.471111
"85","2007-05-04",15.426666
"86","2007-05-07",15.497778
"87","2007-05-08",15.528889
"88","2007-05-09",15.528889
"89","2007-05-10",15.533334
"90","2007-05-11",15.675555
"91","2007-05-14",15.555555
"92","2007-05-15",15.466666
"93","2007-05-16",15.551111
"94","2007-05-17",15.275556
"95","2007-05-18",15.351111
"96","2007-05-21",15.582222
"97","2007-05-22",17.017778
"98","2007-05-23",16.808889
"99","2007-05-24",16.4
"100","2007-05-25",16.626667
"101","2007-05-29",16.871111
"102","2007-05-30",17.164444
"103","2007-05-31",17.177778
"104","2007-06-01",16.968889
"105","2007-06-04",16.928888
"106","2007-06-05",16.533333
"107","2007-06-06",16.662222
"108","2007-06-07",16.373333
"109","2007-06-08",16.644444
"110","2007-06-11",16.835556
"111","2007-06-12",16.382223
"112","2007-06-13",16.631111
"113","2007-06-14",16.506666
"114","2007-06-15",17.08
"115","2007-06-18",16.702223
"116","2007-06-19",16.475555
"117","2007-06-20",15.955556
"118","2007-06-21",16.364445
"119","2007-06-22",16.164444
"120","2007-06-25",15.995556
"121","2007-06-26",16.164444
"122","2007-06-27",16.64889
"123","2007-06-28",16.857779
"124","2007-06-29",16.644444
"125","2007-07-02",16.857779
"126","2007-07-03",17.057777
"127","2007-07-05",17.208889
"128","2007-07-06",17.093334
"129","2007-07-09",16.697779
"130","2007-07-10",16.186666
"131","2007-07-11",16.4
"132","2007-07-12",16.844444
"133","2007-07-13",16.697779
"134","2007-07-16",16.733334
"135","2007-07-17",16.786667
"136","2007-07-18",16.848888
"137","2007-07-19",16.706667
"138","2007-07-20",16.382223
