"","date","CORR"
"1","2007-02-02",75
"2","2007-02-05",74.300003
"3","2007-02-06",74.550003
"4","2007-02-07",75.150002
"5","2007-02-08",75
"6","2007-02-09",74.75
"7","2007-02-12",73.449997
"8","2007-02-13",72.650002
"9","2007-02-14",74.449997
"10","2007-02-15",73.25
"11","2007-02-16",73.75
"12","2007-02-20",74.050003
"13","2007-02-21",73.849998
"14","2007-02-22",73.449997
"15","2007-02-23",73.800003
"16","2007-02-26",75
"17","2007-02-27",73.849998
"18","2007-02-28",72.5
"19","2007-03-01",72.5
"20","2007-03-02",72.849998
"21","2007-03-05",72.25
"22","2007-03-06",71.550003
"23","2007-03-07",72.5
"24","2007-03-08",73.75
"25","2007-03-09",73.599998
"26","2007-03-12",73.650002
"27","2007-03-13",73.800003
"28","2007-03-14",74.800003
"29","2007-03-15",75.599998
"30","2007-03-16",75.75
"31","2007-03-19",76.5
"32","2007-03-20",77.5
"33","2007-03-21",78.5
"34","2007-03-22",81.699997
"35","2007-03-23",81.099998
"36","2007-03-26",80.150002
"37","2007-03-27",79.849998
"38","2007-03-28",80.050003
"39","2007-03-29",81.599998
"40","2007-03-30",81.849998
"41","2007-04-02",81.449997
"42","2007-04-03",81.800003
"43","2007-04-04",82.650002
"44","2007-04-05",81.150002
"45","2007-04-09",81.25
"46","2007-04-10",82.300003
"47","2007-04-11",82.550003
"48","2007-04-12",83.400002
"49","2007-04-13",83.550003
"50","2007-04-16",83.550003
"51","2007-04-17",84.25
"52","2007-04-18",84
"53","2007-04-19",83
"54","2007-04-20",84.75
"55","2007-04-23",85.5
"56","2007-04-24",86.5
"57","2007-04-25",88.5
"58","2007-04-26",89.599998
"59","2007-04-27",86.849998
"60","2007-04-30",90.949997
"61","2007-05-01",90.949997
"62","2007-05-02",91.25
"63","2007-05-03",88
"64","2007-05-04",86.050003
"65","2007-05-07",87
"66","2007-05-08",87.150002
"67","2007-05-09",89.699997
"68","2007-05-10",89.599998
"69","2007-05-11",91.099998
"70","2007-05-14",92.349998
"71","2007-05-15",90.650002
"72","2007-05-16",87.199997
"73","2007-05-17",90.099998
"74","2007-05-18",89.300003
"75","2007-05-21",90.849998
"76","2007-05-22",88
"77","2007-05-23",88.650002
"78","2007-05-24",87.5
"79","2007-05-25",89.150002
"80","2007-05-29",88.75
"81","2007-05-30",89
"82","2007-05-31",89.25
"83","2007-06-01",89.199997
"84","2007-06-04",92.699997
"85","2007-06-05",92
"86","2007-06-06",90
"87","2007-06-07",90.050003
"88","2007-06-08",88.599998
"89","2007-06-11",90.650002
"90","2007-06-12",89.449997
"91","2007-06-13",90.75
"92","2007-06-14",91.25
"93","2007-06-15",91.949997
"94","2007-06-18",93.449997
"95","2007-06-19",94.949997
"96","2007-06-20",93.150002
"97","2007-06-21",93.050003
"98","2007-06-22",93.5
"99","2007-06-25",91.650002
"100","2007-06-26",90.449997
"101","2007-06-27",91.599998
"102","2007-06-28",89.599998
"103","2007-06-29",87.150002
"104","2007-07-02",85.699997
"105","2007-07-03",82.300003
"106","2007-07-05",84.349998
"107","2007-07-06",84.25
"108","2007-07-09",84
"109","2007-07-10",84.650002
"110","2007-07-11",84.650002
"111","2007-07-12",84.449997
"112","2007-07-13",84.449997
"113","2007-07-16",83.300003
"114","2007-07-17",83.050003
"115","2007-07-18",80.599998
"116","2007-07-19",79.75
"117","2007-07-20",80
"118","2007-07-23",79.650002
"119","2007-07-24",78.900002
"120","2007-07-25",78.699997
"121","2007-07-26",78.150002
"122","2007-07-27",79.900002
"123","2007-07-30",78.300003
"124","2007-07-31",79
"125","2007-08-01",78.75
"126","2007-08-02",78.400002
"127","2007-08-03",76.5
"128","2007-08-06",71.900002
"129","2007-08-07",73.900002
"130","2007-08-08",74.949997
"131","2007-08-09",75.5
"132","2007-08-10",75.150002
"133","2007-08-13",75.599998
"134","2007-08-14",72
"135","2007-08-15",70.75
"136","2007-08-16",70
"137","2007-08-17",70.300003
"138","2007-08-20",70
"139","2007-08-21",68.949997
"140","2007-08-22",70.25
"141","2007-08-23",70.650002
"142","2007-08-24",71
"143","2007-08-27",70.099998
"144","2007-08-28",69
"145","2007-08-29",72.099998
"146","2007-08-30",71.400002
"147","2007-08-31",72.25
"148","2007-09-04",74.25
"149","2007-09-05",75.75
"150","2007-09-06",76.349998
"151","2007-09-07",76.449997
"152","2007-09-10",75.900002
"153","2007-09-11",75.800003
"154","2007-09-12",75.300003
"155","2007-09-13",74.75
"156","2007-09-14",74.849998
"157","2007-09-17",75.050003
"158","2007-09-18",75.150002
"159","2007-09-19",74.400002
"160","2007-09-20",73
"161","2007-09-21",74.25
"162","2007-09-24",73.650002
"163","2007-09-25",73.25
"164","2007-09-26",72.650002
"165","2007-09-27",72.900002
"166","2007-09-28",72
"167","2007-10-01",71.050003
"168","2007-10-02",70.75
"169","2007-10-03",71.050003
"170","2007-10-04",70.5
"171","2007-10-05",69.400002
"172","2007-10-08",69.900002
"173","2007-10-09",70.099998
"174","2007-10-10",70
"175","2007-10-11",69.949997
"176","2007-10-12",70.5
"177","2007-10-15",69.900002
"178","2007-10-16",71
"179","2007-10-17",71.75
"180","2007-10-18",72.349998
"181","2007-10-19",71.949997
"182","2007-10-22",71
"183","2007-10-23",71.849998
"184","2007-10-24",71
"185","2007-10-25",71.050003
"186","2007-10-26",70.5
"187","2007-10-29",71.449997
"188","2007-10-30",71.949997
"189","2007-10-31",72.449997
"190","2007-11-01",70.949997
"191","2007-11-02",70.650002
"192","2007-11-05",69.75
"193","2007-11-06",69.949997
"194","2007-11-07",69
"195","2007-11-08",69.699997
"196","2007-11-09",68.699997
"197","2007-11-12",65.550003
"198","2007-11-13",66.550003
"199","2007-11-14",66.349998
"200","2007-11-15",66
"201","2007-11-16",65.650002
"202","2007-11-19",63.450001
"203","2007-11-20",61.75
"204","2007-11-21",61.25
"205","2007-11-23",62.349998
"206","2007-11-26",59.400002
"207","2007-11-27",59.25
"208","2007-11-28",59.349998
"209","2007-11-29",58.400002
"210","2007-11-30",58.299999
"211","2007-12-03",60.450001
"212","2007-12-04",58.950001
"213","2007-12-05",60.700001
"214","2007-12-06",60.049999
"215","2007-12-07",58.799999
"216","2007-12-10",59
"217","2007-12-11",58.799999
"218","2007-12-12",56.849998
"219","2007-12-13",55
"220","2007-12-14",55.650002
"221","2007-12-17",55.5
"222","2007-12-18",56.950001
"223","2007-12-19",58.150002
"224","2007-12-20",59.849998
"225","2007-12-21",61
"226","2007-12-24",61.849998
"227","2007-12-26",62
"228","2007-12-27",60
"229","2007-12-28",60.650002
"230","2007-12-31",61.25
"231","2008-01-02",61.200001
"232","2008-01-03",62.150002
"233","2008-01-04",61.400002
"234","2008-01-07",60.400002
"235","2008-01-08",60.599998
"236","2008-01-09",60.849998
"237","2008-01-10",61.049999
"238","2008-01-11",61.849998
"239","2008-01-14",61.950001
"240","2008-01-15",61.75
"241","2008-01-16",61.75
"242","2008-01-17",61.549999
"243","2008-01-18",61.299999
"244","2008-01-22",59.599998
"245","2008-01-23",59.299999
"246","2008-01-24",59.700001
"247","2008-01-25",60
"248","2008-01-28",59.849998
"249","2008-01-29",61.900002
"250","2008-01-30",61.799999
"251","2008-01-31",62.099998
"252","2008-02-01",63.599998
"253","2008-02-04",65.25
"254","2008-02-05",63.5
"255","2008-02-06",64
"256","2008-02-07",63.75
"257","2008-02-08",63
"258","2008-02-11",62.650002
"259","2008-02-12",62.450001
"260","2008-02-13",62.950001
"261","2008-02-14",62.549999
"262","2008-02-15",62.549999
"263","2008-02-19",61.900002
"264","2008-02-20",62
"265","2008-02-21",62.049999
"266","2008-02-22",62
"267","2008-02-25",61.849998
"268","2008-02-26",60.75
"269","2008-02-27",60.799999
"270","2008-02-28",60.450001
"271","2008-02-29",59.700001
"272","2008-03-03",60.049999
"273","2008-03-04",60.150002
"274","2008-03-05",60.650002
"275","2008-03-06",61
"276","2008-03-07",61
"277","2008-03-10",60.75
"278","2008-03-11",61.900002
"279","2008-03-12",62.450001
"280","2008-03-13",62.549999
"281","2008-03-14",60.950001
"282","2008-03-17",60.049999
"283","2008-03-18",61.650002
"284","2008-03-19",62
"285","2008-03-20",62.150002
"286","2008-03-24",63.450001
"287","2008-03-25",62.5
"288","2008-03-26",62.049999
"289","2008-03-27",63.549999
"290","2008-03-28",63
"291","2008-03-31",63.25
"292","2008-04-01",64.949997
"293","2008-04-02",65.449997
"294","2008-04-03",65.949997
"295","2008-04-04",67.099998
"296","2008-04-07",66.300003
"297","2008-04-08",65.949997
"298","2008-04-09",64.5
