"","date","TDG"
"1","2007-01-03",25.41
"2","2007-01-04",26.59
"3","2007-01-05",25.809999
"4","2007-01-08",25.98
"5","2007-01-09",25.65
"6","2007-01-10",25.35
"7","2007-01-11",26.42
"8","2007-01-12",26.799999
"9","2007-01-16",26.799999
"10","2007-01-17",26.66
"11","2007-01-18",26.719999
"12","2007-01-19",27
"13","2007-01-22",26.549999
"14","2007-01-23",26.690001
"15","2007-01-24",30
"16","2007-01-25",30.4
"17","2007-01-26",30.299999
"18","2007-01-29",32.139999
"19","2007-01-30",32
"20","2007-01-31",31.85
"21","2007-02-01",31.48
"22","2007-02-02",31.49
"23","2007-02-05",31.49
"24","2007-02-06",31.4
"25","2007-02-07",31.27
"26","2007-02-08",31.58
"27","2007-02-09",31.950001
"28","2007-02-12",32.610001
"29","2007-02-13",33.720001
"30","2007-02-14",33.529999
"31","2007-02-15",33.259998
"32","2007-02-16",33.240002
"33","2007-02-20",33.27
"34","2007-02-21",32.82
"35","2007-02-22",32.450001
"36","2007-02-23",33.279999
"37","2007-02-26",33.880001
"38","2007-02-27",32.369999
"39","2007-02-28",31.9
"40","2007-03-01",32.07
"41","2007-03-02",32.389999
"42","2007-03-05",31.190001
"43","2007-03-06",31.32
"44","2007-03-07",31.059999
"45","2007-03-08",31.4
"46","2007-03-09",32.25
"47","2007-03-12",32
"48","2007-03-13",32.060001
"49","2007-03-14",32.23
"50","2007-03-15",32.5
"51","2007-03-16",32.669998
"52","2007-03-19",33.610001
"53","2007-03-20",33.5
"54","2007-03-21",34.459999
"55","2007-03-22",35.34
"56","2007-03-23",36.5
"57","2007-03-26",36.900002
"58","2007-03-27",36
"59","2007-03-28",35.98
"60","2007-03-29",35.849998
"61","2007-03-30",36.380001
"62","2007-04-02",37.169998
"63","2007-04-03",38.77
"64","2007-04-04",37.91
"65","2007-04-05",38.470001
"66","2007-04-09",38.200001
"67","2007-04-10",38.110001
"68","2007-04-11",38.380001
"69","2007-04-12",38.5
"70","2007-04-13",38.939999
"71","2007-04-16",39.82
"72","2007-04-17",39.200001
"73","2007-04-18",38.07
"74","2007-04-19",38.049999
"75","2007-04-20",38.439999
"76","2007-04-23",37.91
"77","2007-04-24",37.630001
"78","2007-04-25",37.650002
"79","2007-04-26",38.080002
"80","2007-04-27",38.740002
"81","2007-04-30",37.869999
"82","2007-05-01",37.66
"83","2007-05-02",37.799999
"84","2007-05-03",36.790001
"85","2007-05-04",37.560001
"86","2007-05-07",37.380001
"87","2007-05-08",37.450001
"88","2007-05-09",37.400002
"89","2007-05-10",36.34
"90","2007-05-11",36.549999
"91","2007-05-14",37.259998
"92","2007-05-15",37.700001
"93","2007-05-16",37.299999
"94","2007-05-17",35.900002
"95","2007-05-18",36.049999
"96","2007-05-21",35.5
"97","2007-05-22",35.400002
"98","2007-05-23",35.599998
"99","2007-05-24",34.799999
"100","2007-05-25",35.040001
"101","2007-05-29",35.669998
"102","2007-05-30",35.880001
"103","2007-05-31",36.950001
"104","2007-06-01",37.599998
"105","2007-06-04",37.700001
"106","2007-06-05",38.630001
"107","2007-06-06",38.200001
"108","2007-06-07",37.939999
"109","2007-06-08",38.299999
"110","2007-06-11",38.150002
"111","2007-06-12",38.25
"112","2007-06-13",39.470001
"113","2007-06-14",39.549999
"114","2007-06-15",40.560001
"115","2007-06-18",40.689999
"116","2007-06-19",42.41
"117","2007-06-20",41.43
"118","2007-06-21",41.740002
"119","2007-06-22",41.32
"120","2007-06-25",40.299999
"121","2007-06-26",40.77
"122","2007-06-27",40.799999
"123","2007-06-28",39.52
"124","2007-06-29",40.459999
"125","2007-07-02",41.66
"126","2007-07-03",41.400002
"127","2007-07-05",42.529999
"128","2007-07-06",43
"129","2007-07-09",42.98
"130","2007-07-10",42.580002
"131","2007-07-11",42.959999
"132","2007-07-12",43.09
"133","2007-07-13",43.490002
"134","2007-07-16",43.490002
"135","2007-07-17",43.689999
"136","2007-07-18",42.990002
"137","2007-07-19",42.599998
"138","2007-07-20",42.259998
"139","2007-07-23",42.32
"140","2007-07-24",40.91
"141","2007-07-25",41.07
"142","2007-07-26",40.490002
"143","2007-07-27",40.400002
"144","2007-07-30",41.27
"145","2007-07-31",41.200001
"146","2007-08-01",41.689999
"147","2007-08-02",42.25
"148","2007-08-03",41.099998
"149","2007-08-06",38.790001
"150","2007-08-07",38.759998
"151","2007-08-08",39.950001
"152","2007-08-09",38.459999
"153","2007-08-10",38
"154","2007-08-13",38.5
"155","2007-08-14",38.459999
"156","2007-08-15",37.43
"157","2007-08-16",36.900002
"158","2007-08-17",37.830002
"159","2007-08-20",38.849998
"160","2007-08-21",38.41
"161","2007-08-22",39.810001
"162","2007-08-23",39.290001
"163","2007-08-24",39.5
"164","2007-08-27",39.529999
"165","2007-08-28",38.650002
"166","2007-08-29",39.049999
"167","2007-08-30",39.189999
"168","2007-08-31",40.650002
"169","2007-09-04",40.82
"170","2007-09-05",41.060001
"171","2007-09-06",41.049999
"172","2007-09-07",39.389999
"173","2007-09-10",39.619999
"174","2007-09-11",40
"175","2007-09-12",39.470001
"176","2007-09-13",39.209999
"177","2007-09-14",39.43
"178","2007-09-17",38.869999
"179","2007-09-18",39.990002
"180","2007-09-19",40.869999
"181","2007-09-20",41.330002
"182","2007-09-21",41.889999
"183","2007-09-24",43.689999
"184","2007-09-25",45.900002
"185","2007-09-26",47
"186","2007-09-27",46.900002
"187","2007-09-28",45.709999
"188","2007-10-01",46.169998
"189","2007-10-02",46.27
"190","2007-10-03",45.52
"191","2007-10-04",44.740002
"192","2007-10-05",46.200001
"193","2007-10-08",46.400002
"194","2007-10-09",46.27
