"","date","CRIS"
"1","2007-01-03",6.25
"2","2007-01-04",6.3
"3","2007-01-05",6.35
"4","2007-01-08",6.45
"5","2007-01-09",6.3
"6","2007-01-10",6.5
"7","2007-01-11",7
"8","2007-01-12",6.7
"9","2007-01-16",6.95
"10","2007-01-17",6.7
"11","2007-01-18",6.4
"12","2007-01-19",6.5
"13","2007-01-22",6.65
"14","2007-01-23",6.6
"15","2007-01-24",6.55
"16","2007-01-25",6.45
"17","2007-01-26",6.5
"18","2007-01-29",6.5
"19","2007-01-30",6.6
"20","2007-01-31",7.1
"21","2007-02-01",7.15
"22","2007-02-02",7.6
"23","2007-02-05",7.75
"24","2007-02-06",7.5
"25","2007-02-07",7.6
"26","2007-02-08",7.6
"27","2007-02-09",7.8
"28","2007-02-12",7.7
"29","2007-02-13",7.55
"30","2007-02-14",7.75
"31","2007-02-15",7.65
"32","2007-02-16",7.45
"33","2007-02-20",7.5
"34","2007-02-21",7.3
"35","2007-02-22",7.35
"36","2007-02-23",7.25
"37","2007-02-26",7.05
"38","2007-02-27",7
"39","2007-02-28",6.95
"40","2007-03-01",6.75
"41","2007-03-02",6.8
"42","2007-03-05",6.7
"43","2007-03-06",7
"44","2007-03-07",6.7
"45","2007-03-08",6.9
"46","2007-03-09",6.75
"47","2007-03-12",6.9
"48","2007-03-13",7.05
"49","2007-03-14",6.95
"50","2007-03-15",7.1
"51","2007-03-16",7.45
"52","2007-03-19",7.3
"53","2007-03-20",7.25
"54","2007-03-21",7.45
"55","2007-03-22",7.8
"56","2007-03-23",8.3
"57","2007-03-26",8.45
"58","2007-03-27",8.35
"59","2007-03-28",8.1
"60","2007-03-29",8
"61","2007-03-30",7.6
"62","2007-04-02",7.6
"63","2007-04-03",7.6
"64","2007-04-04",7.75
"65","2007-04-05",7.75
"66","2007-04-09",8.35
"67","2007-04-10",8.4
"68","2007-04-11",8.45
"69","2007-04-12",8.4
"70","2007-04-13",8.55
"71","2007-04-16",8.55
"72","2007-04-17",8.55
"73","2007-04-18",8.55
"74","2007-04-19",8.65
"75","2007-04-20",8.65
"76","2007-04-23",9.9
"77","2007-04-24",11
"78","2007-04-25",11.05
"79","2007-04-26",10.3
"80","2007-04-27",10.3
"81","2007-04-30",10.35
"82","2007-05-01",10.85
"83","2007-05-02",11.1
"84","2007-05-03",10.35
"85","2007-05-04",9.55
"86","2007-05-07",9.15
"87","2007-05-08",9.25
"88","2007-05-09",7.55
"89","2007-05-10",7.1
"90","2007-05-11",7.25
"91","2007-05-14",7.1
"92","2007-05-15",7
"93","2007-05-16",7.1
"94","2007-05-17",7.6
"95","2007-05-18",7.5
"96","2007-05-21",6.95
"97","2007-05-22",6.95
"98","2007-05-23",6.85
"99","2007-05-24",6.95
"100","2007-05-25",6.65
"101","2007-05-29",6.8
"102","2007-05-30",6.75
"103","2007-05-31",6.95
"104","2007-06-01",6.65
"105","2007-06-04",6.9
"106","2007-06-05",6.9
"107","2007-06-06",6.95
"108","2007-06-07",7
"109","2007-06-08",6.95
"110","2007-06-11",6.45
"111","2007-06-12",6.25
"112","2007-06-13",6.35
"113","2007-06-14",6.35
"114","2007-06-15",6.45
"115","2007-06-18",6.3
"116","2007-06-19",6.2
"117","2007-06-20",6.15
"118","2007-06-21",6.1
"119","2007-06-22",5.65
"120","2007-06-25",6
"121","2007-06-26",6.05
"122","2007-06-27",6.2
"123","2007-06-28",6.1
"124","2007-06-29",5.85
"125","2007-07-02",6.05
"126","2007-07-03",6
"127","2007-07-05",5.95
"128","2007-07-06",5.9
"129","2007-07-09",6.1
"130","2007-07-10",6.1
"131","2007-07-11",5.85
"132","2007-07-12",6.1
"133","2007-07-13",6.1
"134","2007-07-16",6.15
"135","2007-07-17",6.2
"136","2007-07-18",6.3
"137","2007-07-19",6.35
"138","2007-07-20",6.4
"139","2007-07-23",6.45
"140","2007-07-24",6.3
"141","2007-07-25",6.45
"142","2007-07-26",6.25
"143","2007-07-27",6.15
"144","2007-07-30",6.1
"145","2007-07-31",5.9
"146","2007-08-01",6
"147","2007-08-02",5.8
"148","2007-08-03",5.1
"149","2007-08-06",5.05
"150","2007-08-07",6.25
"151","2007-08-08",6
"152","2007-08-09",5.9
"153","2007-08-10",5.2
"154","2007-08-13",4.9
"155","2007-08-14",5.15
"156","2007-08-15",5.05
"157","2007-08-16",4.85
"158","2007-08-17",5
"159","2007-08-20",4.95
"160","2007-08-21",4.85
"161","2007-08-22",4.9
"162","2007-08-23",4.95
"163","2007-08-24",4.75
"164","2007-08-27",4.7
"165","2007-08-28",4.95
"166","2007-08-29",5.05
"167","2007-08-30",5.05
"168","2007-08-31",5
"169","2007-09-04",5.3
"170","2007-09-05",5.25
"171","2007-09-06",5.15
"172","2007-09-07",5.15
"173","2007-09-10",5.05
"174","2007-09-11",4.95
"175","2007-09-12",5.2
"176","2007-09-13",5.1
"177","2007-09-14",5.4
"178","2007-09-17",5.15
"179","2007-09-18",5.25
"180","2007-09-19",5.15
"181","2007-09-20",5.1
"182","2007-09-21",5.05
"183","2007-09-24",5.35
"184","2007-09-25",5.15
"185","2007-09-26",5.05
"186","2007-09-27",5
"187","2007-09-28",4.9
"188","2007-10-01",4.9
"189","2007-10-02",5.15
"190","2007-10-03",5.15
"191","2007-10-04",4.95
"192","2007-10-05",5
"193","2007-10-08",5.6
"194","2007-10-09",5.75
"195","2007-10-10",5.4
"196","2007-10-11",5.6
"197","2007-10-12",5.5
"198","2007-10-15",5.65
"199","2007-10-16",5.5
"200","2007-10-17",5.65
"201","2007-10-18",5.55
"202","2007-10-19",5.55
"203","2007-10-22",5.45
"204","2007-10-23",5.45
"205","2007-10-24",5.45
"206","2007-10-25",5.35
"207","2007-10-26",5.2
"208","2007-10-29",5.2
"209","2007-10-30",5
"210","2007-10-31",5
"211","2007-11-01",5.2
"212","2007-11-02",5.1
"213","2007-11-05",5.05
"214","2007-11-06",5.25
"215","2007-11-07",5.1
"216","2007-11-08",5.15
"217","2007-11-09",5
"218","2007-11-12",5
"219","2007-11-13",4.95
"220","2007-11-14",5
"221","2007-11-15",5
"222","2007-11-16",4.75
"223","2007-11-19",4.85
"224","2007-11-20",4.8
"225","2007-11-21",4.8
"226","2007-11-23",4.8
"227","2007-11-26",4.75
"228","2007-11-27",4.75
"229","2007-11-28",4.6
"230","2007-11-29",4.85
"231","2007-11-30",4.55
"232","2007-12-03",4.75
"233","2007-12-04",4.5
"234","2007-12-05",4.55
"235","2007-12-06",4.9
"236","2007-12-07",4.95
"237","2007-12-10",4.7
"238","2007-12-11",4.7
"239","2007-12-12",5.35
"240","2007-12-13",5.65
"241","2007-12-14",5.7
"242","2007-12-17",5.2
"243","2007-12-18",5.1
"244","2007-12-19",5.15
"245","2007-12-20",5.1
"246","2007-12-21",5.15
"247","2007-12-24",5.1
"248","2007-12-26",5
"249","2007-12-27",5.1
"250","2007-12-28",4.9
"251","2007-12-31",4.9
"252","2008-01-02",5.1
"253","2008-01-03",4.7
"254","2008-01-04",4.9
"255","2008-01-07",4.95
"256","2008-01-08",5
"257","2008-01-09",5.15
"258","2008-01-10",5.7
"259","2008-01-11",6.1
"260","2008-01-14",6.45
"261","2008-01-15",7.25
"262","2008-01-16",7.9
"263","2008-01-17",8
"264","2008-01-18",7.55
"265","2008-01-22",7
"266","2008-01-23",7.15
"267","2008-01-24",7.1
"268","2008-01-25",7.15
"269","2008-01-28",7.1
"270","2008-01-29",7.4
"271","2008-01-30",7.3
"272","2008-01-31",7.6
"273","2008-02-01",7.05
"274","2008-02-04",6.95
"275","2008-02-05",7.2
"276","2008-02-06",7.35
"277","2008-02-07",7.75
"278","2008-02-08",7.6
"279","2008-02-11",7.7
"280","2008-02-12",7.5
"281","2008-02-13",7.45
"282","2008-02-14",7.4
"283","2008-02-15",6.95
"284","2008-02-19",6.9
"285","2008-02-20",7.1
"286","2008-02-21",7
"287","2008-02-22",6.9
"288","2008-02-25",6.7
"289","2008-02-26",7.15
"290","2008-02-27",7.25
"291","2008-02-28",7.35
"292","2008-02-29",7.25
"293","2008-03-03",7.3
"294","2008-03-04",7.3
"295","2008-03-05",7.45
"296","2008-03-06",7.25
"297","2008-03-07",7.15
"298","2008-03-10",5.75
"299","2008-03-11",5.75
"300","2008-03-12",5.85
"301","2008-03-13",6.15
"302","2008-03-14",6.35
"303","2008-03-17",6.1
"304","2008-03-18",6.2
"305","2008-03-19",6.25
"306","2008-03-20",6.65
"307","2008-03-24",7.25
"308","2008-03-25",7.25
"309","2008-03-26",7.2
"310","2008-03-27",7.1
"311","2008-03-28",6.8
"312","2008-03-31",7.1
"313","2008-04-01",7.15
"314","2008-04-02",7.45
"315","2008-04-03",6.9
"316","2008-04-04",7.2
"317","2008-04-07",6.95
"318","2008-04-08",6.7
"319","2008-04-09",6.8
"320","2008-04-10",6.95
"321","2008-04-11",7.15
"322","2008-04-14",7.2
"323","2008-04-15",6.95
"324","2008-04-16",6.55
"325","2008-04-17",6.55
"326","2008-04-18",6.4
"327","2008-04-21",6.35
"328","2008-04-22",6.4
"329","2008-04-23",6.05
"330","2008-04-24",6.65
"331","2008-04-25",6.55
"332","2008-04-28",6.75
"333","2008-04-29",7
"334","2008-04-30",6.95
"335","2008-05-01",6.75
"336","2008-05-02",6.6
"337","2008-05-05",6
"338","2008-05-06",6.15
"339","2008-05-07",5.95
"340","2008-05-08",6.35
"341","2008-05-09",5.85
"342","2008-05-12",6.35
"343","2008-05-13",6.5
"344","2008-05-14",6.35
"345","2008-05-15",6.55
"346","2008-05-16",6.75
"347","2008-05-19",6.3
"348","2008-05-20",6.1
"349","2008-05-21",5.9
"350","2008-05-22",6.1
"351","2008-05-23",6.1
"352","2008-05-27",6
"353","2008-05-28",6.9
"354","2008-05-29",7.15
"355","2008-05-30",7.45
"356","2008-06-02",7.75
"357","2008-06-03",7.25
"358","2008-06-04",7.1
"359","2008-06-05",7.2
"360","2008-06-06",7.15
"361","2008-06-09",6.8
"362","2008-06-10",6.8
"363","2008-06-11",6.95
"364","2008-06-12",7.25
"365","2008-06-13",7.15
"366","2008-06-16",7.1
"367","2008-06-17",7.1
"368","2008-06-18",6.95
"369","2008-06-19",7.3
"370","2008-06-20",7.45
"371","2008-06-23",7.35
"372","2008-06-24",7.35
"373","2008-06-25",7.4
"374","2008-06-26",7.35
"375","2008-06-27",7.65
"376","2008-06-30",7.3
"377","2008-07-01",7.35
"378","2008-07-02",7.3
"379","2008-07-03",7.4
"380","2008-07-07",7.2
"381","2008-07-08",7.4
"382","2008-07-09",7.45
"383","2008-07-10",7.5
"384","2008-07-11",7.75
"385","2008-07-14",8.15
"386","2008-07-15",8.65
"387","2008-07-16",8.95
"388","2008-07-17",8.85
"389","2008-07-18",9
"390","2008-07-21",8.25
"391","2008-07-22",8.5
"392","2008-07-23",8.5
"393","2008-07-24",8.3
"394","2008-07-25",8.3
"395","2008-07-28",8.5
"396","2008-07-29",8.35
"397","2008-07-30",8.3
"398","2008-07-31",8.5
"399","2008-08-01",8.45
"400","2008-08-04",7.9
"401","2008-08-05",7.95
"402","2008-08-06",7.55
"403","2008-08-07",7.9
"404","2008-08-08",8
"405","2008-08-11",8
"406","2008-08-12",8
"407","2008-08-13",8.2
"408","2008-08-14",8.5
"409","2008-08-15",8.55
"410","2008-08-18",8.2
"411","2008-08-19",8.6
"412","2008-08-20",9.5
"413","2008-08-21",9.2
"414","2008-08-22",9.25
"415","2008-08-25",8.85
"416","2008-08-26",8.9
"417","2008-08-27",8.85
"418","2008-08-28",8.9
"419","2008-08-29",8.7
"420","2008-09-02",8.25
"421","2008-09-03",8.3
"422","2008-09-04",8
"423","2008-09-05",8.15
"424","2008-09-08",8
"425","2008-09-09",7.9
"426","2008-09-10",8.15
"427","2008-09-11",7.65
"428","2008-09-12",7.6
"429","2008-09-15",7.3
"430","2008-09-16",6.95
"431","2008-09-17",5.55
"432","2008-09-18",6.35
"433","2008-09-19",7.15
"434","2008-09-22",6.95
"435","2008-09-23",6.5
"436","2008-09-24",6.75
"437","2008-09-25",6.75
"438","2008-09-26",6.75
"439","2008-09-29",6
"440","2008-09-30",5.75
"441","2008-10-01",5.65
"442","2008-10-02",5.7
"443","2008-10-03",5.75
"444","2008-10-06",5.5
"445","2008-10-07",5.5
"446","2008-10-08",5.3
"447","2008-10-09",5.15
"448","2008-10-10",4.65
"449","2008-10-13",5
"450","2008-10-14",5
"451","2008-10-15",4.9
"452","2008-10-16",4.45
"453","2008-10-17",4.6
"454","2008-10-20",4.65
"455","2008-10-21",4.65
"456","2008-10-22",4.3
"457","2008-10-23",4.4
"458","2008-10-24",3.95
"459","2008-10-27",3.95
"460","2008-10-28",4.05
"461","2008-10-29",3.85
"462","2008-10-30",4.15
"463","2008-10-31",4.3
"464","2008-11-03",5.1
"465","2008-11-04",5.2
"466","2008-11-05",5.15
"467","2008-11-06",4.8
"468","2008-11-07",4.6
"469","2008-11-10",4.6
"470","2008-11-11",4.3
"471","2008-11-12",4.05
"472","2008-11-13",4.35
"473","2008-11-14",3.9
"474","2008-11-17",4
"475","2008-11-18",3.9
"476","2008-11-19",3.85
"477","2008-11-20",3.75
"478","2008-11-21",3.5
"479","2008-11-24",3.75
"480","2008-11-25",3.4
"481","2008-11-26",3.6
"482","2008-11-28",3.6
"483","2008-12-01",3.6
"484","2008-12-02",3.8
"485","2008-12-03",3.8
"486","2008-12-04",3.65
"487","2008-12-05",3.65
"488","2008-12-08",4.15
"489","2008-12-09",4.05
"490","2008-12-10",4.25
"491","2008-12-11",4.25
"492","2008-12-12",4.2
"493","2008-12-15",4.25
"494","2008-12-16",4.25
"495","2008-12-17",4
"496","2008-12-18",4.05
"497","2008-12-19",4.3
