"","date","CRIS"
"498","2008-12-22",4
"499","2008-12-23",4.1
"500","2008-12-24",4
"501","2008-12-26",4
"502","2008-12-29",3.95
"503","2008-12-30",3.9
"504","2008-12-31",3.75
"505","2009-01-02",3.8
"506","2009-01-05",4
"507","2009-01-06",4.4
"508","2009-01-07",4.4
"509","2009-01-08",4.3
"510","2009-01-09",4.4
"511","2009-01-12",4.1
"512","2009-01-13",4.1
"513","2009-01-14",4
"514","2009-01-15",4.15
"515","2009-01-16",4.5
"516","2009-01-20",4.45
"517","2009-01-21",4.45
"518","2009-01-22",4.6
"519","2009-01-23",4.3
"520","2009-01-26",4.65
"521","2009-01-27",4.45
"522","2009-01-28",4.5
"523","2009-01-29",4.5
"524","2009-01-30",4.65
"525","2009-02-02",5.2
"526","2009-02-03",5.45
"527","2009-02-04",5.25
"528","2009-02-05",5.35
"529","2009-02-06",5.55
"530","2009-02-09",5.9
"531","2009-02-10",5.9
"532","2009-02-11",6.1
"533","2009-02-12",6.65
"534","2009-02-13",6.6
"535","2009-02-17",6.15
"536","2009-02-18",5.9
"537","2009-02-19",5.95
"538","2009-02-20",6
"539","2009-02-23",6
"540","2009-02-24",6.3
"541","2009-02-25",6.2
"542","2009-02-26",6.35
"543","2009-02-27",6
"544","2009-03-02",5.75
"545","2009-03-03",5.95
"546","2009-03-04",6
"547","2009-03-05",5.95
"548","2009-03-06",5.9
"549","2009-03-09",5.45
"550","2009-03-10",5.1
"551","2009-03-11",5.3
"552","2009-03-12",5.4
"553","2009-03-13",5.5
"554","2009-03-16",6.25
"555","2009-03-17",6.5
"556","2009-03-18",6.15
"557","2009-03-19",6.2
"558","2009-03-20",5.9
"559","2009-03-23",5.95
"560","2009-03-24",6
"561","2009-03-25",6.2
"562","2009-03-26",6.35
"563","2009-03-27",6.4
"564","2009-03-30",6.65
"565","2009-03-31",6.9
"566","2009-04-01",6.85
"567","2009-04-02",6.85
"568","2009-04-03",6.8
"569","2009-04-06",6.5
"570","2009-04-07",6.45
"571","2009-04-08",6.4
"572","2009-04-09",6.6
"573","2009-04-13",6.95
"574","2009-04-14",6.9
"575","2009-04-15",6.5
"576","2009-04-16",6.65
"577","2009-04-17",6.55
"578","2009-04-20",6.75
"579","2009-04-21",6.5
"580","2009-04-22",7.15
"581","2009-04-23",6.95
"582","2009-04-24",6.8
"583","2009-04-27",6.05
"584","2009-04-28",6.2
"585","2009-04-29",6
"586","2009-04-30",5.85
"587","2009-05-01",5.65
"588","2009-05-04",5.8
"589","2009-05-05",6.1
"590","2009-05-06",6.1
"591","2009-05-07",6.2
"592","2009-05-08",6.2
"593","2009-05-11",6.25
"594","2009-05-12",6.65
"595","2009-05-13",7.6
"596","2009-05-14",7.15
"597","2009-05-15",7.3
"598","2009-05-18",8
"599","2009-05-19",8
"600","2009-05-20",8
"601","2009-05-21",7.5
"602","2009-05-22",7.75
"603","2009-05-26",8
"604","2009-05-27",7.5
"605","2009-05-28",7.45
"606","2009-05-29",7.3
"607","2009-06-01",7.55
"608","2009-06-02",7.2
"609","2009-06-03",7.2
"610","2009-06-04",7.25
"611","2009-06-05",7.5
"612","2009-06-08",7.5
"613","2009-06-09",7.6
"614","2009-06-10",7.5
"615","2009-06-11",7.55
"616","2009-06-12",7.65
"617","2009-06-15",7.5
"618","2009-06-16",7.55
"619","2009-06-17",7.5
"620","2009-06-18",7.5
"621","2009-06-19",7.1
"622","2009-06-22",7.15
"623","2009-06-23",6.85
"624","2009-06-24",6.95
"625","2009-06-25",7
"626","2009-06-26",7.9
"627","2009-06-29",7.75
"628","2009-06-30",8
"629","2009-07-01",7.75
"630","2009-07-02",7.4
"631","2009-07-06",7.25
"632","2009-07-07",6.85
"633","2009-07-08",6.65
"634","2009-07-09",7
"635","2009-07-10",6.8
"636","2009-07-13",6.95
"637","2009-07-14",7
"638","2009-07-15",7
"639","2009-07-16",6.9
"640","2009-07-17",6.85
"641","2009-07-20",6.9
"642","2009-07-21",7
"643","2009-07-22",7
"644","2009-07-23",7.35
"645","2009-07-24",7.25
"646","2009-07-27",7.75
"647","2009-07-28",7.5
"648","2009-07-29",6.95
"649","2009-07-30",7
"650","2009-07-31",7
"651","2009-08-03",7.05
"652","2009-08-04",7.3
"653","2009-08-05",7.15
"654","2009-08-06",7.55
"655","2009-08-07",7.65
"656","2009-08-10",7.4
"657","2009-08-11",7.1
"658","2009-08-12",7.65
"659","2009-08-13",7.55
"660","2009-08-14",7.4
"661","2009-08-17",7.2
"662","2009-08-18",7.6
"663","2009-08-19",7.5
"664","2009-08-20",7.5
"665","2009-08-21",7.55
"666","2009-08-24",7.55
"667","2009-08-25",7.5
"668","2009-08-26",7.75
"669","2009-08-27",8.3
"670","2009-08-28",9.95
"671","2009-08-31",10.55
"672","2009-09-01",10.5
"673","2009-09-02",10.5
"674","2009-09-03",12.05
"675","2009-09-04",12
"676","2009-09-08",11.85
"677","2009-09-09",12.05
"678","2009-09-10",11.95
"679","2009-09-11",11.1
"680","2009-09-14",11.7
"681","2009-09-15",11.6
"682","2009-09-16",11.5
"683","2009-09-17",11.7
"684","2009-09-18",12.65
"685","2009-09-21",11.95
"686","2009-09-22",11.8
"687","2009-09-23",11.2
"688","2009-09-24",11.25
"689","2009-09-25",11.3
"690","2009-09-28",11.85
"691","2009-09-29",11.75
"692","2009-09-30",11.7
"693","2009-10-01",9.95
"694","2009-10-02",9.9
"695","2009-10-05",10.25
"696","2009-10-06",10.2
"697","2009-10-07",10.6
"698","2009-10-08",10.3
"699","2009-10-09",10.5
"700","2009-10-12",10.55
"701","2009-10-13",10.45
"702","2009-10-14",11
"703","2009-10-15",11.85
"704","2009-10-16",11.4
"705","2009-10-19",11.7
"706","2009-10-20",10.9
"707","2009-10-21",11.05
"708","2009-10-22",11.15
"709","2009-10-23",10.75
"710","2009-10-26",10.7
"711","2009-10-27",10.6
"712","2009-10-28",9.8
"713","2009-10-29",10.35
"714","2009-10-30",9.95
"715","2009-11-02",10.35
"716","2009-11-03",10.25
"717","2009-11-04",10.4
"718","2009-11-05",10.85
"719","2009-11-06",10.75
"720","2009-11-09",10.95
"721","2009-11-10",10.75
"722","2009-11-11",11
"723","2009-11-12",10.6
"724","2009-11-13",10.65
"725","2009-11-16",11.2
"726","2009-11-17",11.5
"727","2009-11-18",11.2
"728","2009-11-19",11.45
"729","2009-11-20",11.3
"730","2009-11-23",13.5
"731","2009-11-24",13.3
"732","2009-11-25",13.1
"733","2009-11-27",12.7
"734","2009-11-30",13.05
"735","2009-12-01",13.3
"736","2009-12-02",15
"737","2009-12-03",14.1
"738","2009-12-04",14.6
"739","2009-12-07",14.55
"740","2009-12-08",14.35
"741","2009-12-09",14.7
"742","2009-12-10",14.2
"743","2009-12-11",14.15
"744","2009-12-14",14.8
"745","2009-12-15",14.3
"746","2009-12-16",14.55
"747","2009-12-17",14.35
"748","2009-12-18",15.05
"749","2009-12-21",14.8
"750","2009-12-22",14.9
"751","2009-12-23",15.65
"752","2009-12-24",17.299999
"753","2009-12-28",17.299999
"754","2009-12-29",16.950001
"755","2009-12-30",16.4
"756","2009-12-31",16.25
"757","2010-01-04",16.75
"758","2010-01-05",18
"759","2010-01-06",17.65
"760","2010-01-07",17.5
"761","2010-01-08",18.049999
"762","2010-01-11",17.549999
"763","2010-01-12",16.25
"764","2010-01-13",16.65
"765","2010-01-14",16.9
"766","2010-01-15",16.1
"767","2010-01-19",16.6
"768","2010-01-20",15.75
"769","2010-01-21",14.8
"770","2010-01-22",11.85
"771","2010-01-25",12.2
"772","2010-01-26",11.6
"773","2010-01-27",11.7
"774","2010-01-28",11.95
"775","2010-01-29",10.3
"776","2010-02-01",11
"777","2010-02-02",11.35
"778","2010-02-03",11.35
"779","2010-02-04",11
"780","2010-02-05",11.25
"781","2010-02-08",11.7
"782","2010-02-09",11.45
"783","2010-02-10",11.4
"784","2010-02-11",11.55
"785","2010-02-12",12.55
"786","2010-02-16",12.55
"787","2010-02-17",12.65
"788","2010-02-18",12.65
"789","2010-02-19",12.75
"790","2010-02-22",12.6
"791","2010-02-23",12.5
"792","2010-02-24",12.75
"793","2010-02-25",13.55
"794","2010-02-26",14.3
"795","2010-03-01",14.75
"796","2010-03-02",15.35
"797","2010-03-03",16.049999
"798","2010-03-04",15.75
"799","2010-03-05",15.85
"800","2010-03-08",15.7
"801","2010-03-09",15.85
"802","2010-03-10",15.8
"803","2010-03-11",16.25
"804","2010-03-12",15.9
"805","2010-03-15",16
"806","2010-03-16",15.9
"807","2010-03-17",16.200001
"808","2010-03-18",16.200001
"809","2010-03-19",15.75
"810","2010-03-22",16
"811","2010-03-23",15.95
"812","2010-03-24",15.95
"813","2010-03-25",15.6
"814","2010-03-26",15.25
"815","2010-03-29",15.4
"816","2010-03-30",15.15
"817","2010-03-31",15.35
"818","2010-04-01",15.2
"819","2010-04-05",16.15
"820","2010-04-06",16
"821","2010-04-07",15.8
"822","2010-04-08",16.1
"823","2010-04-09",15.75
"824","2010-04-12",16.1
"825","2010-04-13",16.65
"826","2010-04-14",17.25
"827","2010-04-15",17
"828","2010-04-16",16.6
"829","2010-04-19",16.299999
"830","2010-04-20",16.5
"831","2010-04-21",16.4
"832","2010-04-22",17.1
"833","2010-04-23",16.9
"834","2010-04-26",16.700001
"835","2010-04-27",16.299999
"836","2010-04-28",16.200001
"837","2010-04-29",16.700001
"838","2010-04-30",16.5
"839","2010-05-03",16.35
"840","2010-05-04",15.85
"841","2010-05-05",15.6
"842","2010-05-06",15.05
"843","2010-05-07",14.55
"844","2010-05-10",15.8
"845","2010-05-11",16.15
"846","2010-05-12",16.549999
"847","2010-05-13",16.9
"848","2010-05-14",16.450001
"849","2010-05-17",17.299999
"850","2010-05-18",16.85
"851","2010-05-19",16.799999
"852","2010-05-20",16.299999
"853","2010-05-21",16.4
"854","2010-05-24",15.7
"855","2010-05-25",15.6
"856","2010-05-26",14.95
"857","2010-05-27",15.9
"858","2010-05-28",15.75
"859","2010-06-01",15.25
"860","2010-06-02",16.25
"861","2010-06-03",16.65
"862","2010-06-04",15.55
"863","2010-06-07",14.75
"864","2010-06-08",14.15
"865","2010-06-09",13.9
"866","2010-06-10",15.25
"867","2010-06-11",16.049999
"868","2010-06-14",15.55
"869","2010-06-15",16.299999
"870","2010-06-16",8.45
"871","2010-06-17",8.5
"872","2010-06-18",9.1
"873","2010-06-21",8.8
"874","2010-06-22",7.85
"875","2010-06-23",7.85
"876","2010-06-24",7.95
"877","2010-06-25",7.95
"878","2010-06-28",7.8
"879","2010-06-29",7.4
"880","2010-06-30",6.95
"881","2010-07-01",6.5
"882","2010-07-02",7.25
"883","2010-07-06",7.25
"884","2010-07-07",7
"885","2010-07-08",7.4
"886","2010-07-09",7.55
"887","2010-07-12",7.3
"888","2010-07-13",7.65
"889","2010-07-14",7.5
"890","2010-07-15",7.5
"891","2010-07-16",7.35
"892","2010-07-19",7.5
"893","2010-07-20",7.45
"894","2010-07-21",7.5
"895","2010-07-22",7.75
"896","2010-07-23",8.1
"897","2010-07-26",9
"898","2010-07-27",8.7
"899","2010-07-28",8.4
"900","2010-07-29",8.05
"901","2010-07-30",8.6
"902","2010-08-02",8.85
"903","2010-08-03",8.85
"904","2010-08-04",9
"905","2010-08-05",9.1
"906","2010-08-06",8.7
"907","2010-08-09",7.6
"908","2010-08-10",7.65
"909","2010-08-11",7.05
"910","2010-08-12",6.95
"911","2010-08-13",7.05
"912","2010-08-16",7.1
"913","2010-08-17",7.1
"914","2010-08-18",7
"915","2010-08-19",6.75
"916","2010-08-20",6.8
"917","2010-08-23",6.65
"918","2010-08-24",6.45
"919","2010-08-25",6.35
"920","2010-08-26",6.15
"921","2010-08-27",6.3
"922","2010-08-30",6.2
"923","2010-08-31",6.15
"924","2010-09-01",6.35
"925","2010-09-02",6.4
"926","2010-09-03",6.55
"927","2010-09-07",6.35
"928","2010-09-08",6.6
"929","2010-09-09",6.7
"930","2010-09-10",6.75
"931","2010-09-13",6.75
"932","2010-09-14",6.5
"933","2010-09-15",6.4
"934","2010-09-16",6.3
"935","2010-09-17",6.3
"936","2010-09-20",6.45
"937","2010-09-21",6.4
"938","2010-09-22",6.75
"939","2010-09-23",6.7
"940","2010-09-24",6.8
"941","2010-09-27",6.75
"942","2010-09-28",6.8
"943","2010-09-29",6.8
"944","2010-09-30",6.85
"945","2010-10-01",6.8
"946","2010-10-04",6.8
"947","2010-10-05",7.05
"948","2010-10-06",7.05
"949","2010-10-07",6.75
"950","2010-10-08",7
"951","2010-10-11",6.9
"952","2010-10-12",7.15
"953","2010-10-13",7.35
"954","2010-10-14",7.15
"955","2010-10-15",7.1
"956","2010-10-18",7.1
"957","2010-10-19",7.2
"958","2010-10-20",7.3
"959","2010-10-21",7.2
"960","2010-10-22",7.25
"961","2010-10-25",7.05
"962","2010-10-26",7.1
"963","2010-10-27",7
"964","2010-10-28",7
"965","2010-10-29",7
"966","2010-11-01",7.05
"967","2010-11-02",7.25
"968","2010-11-03",7.5
"969","2010-11-04",8.5
"970","2010-11-05",8.35
"971","2010-11-08",8.1
"972","2010-11-09",7.9
"973","2010-11-10",8.05
"974","2010-11-11",8
"975","2010-11-12",8
"976","2010-11-15",8
"977","2010-11-16",7.8
"978","2010-11-17",8
"979","2010-11-18",8.05
"980","2010-11-19",7.95
"981","2010-11-22",7.75
"982","2010-11-23",7.5
"983","2010-11-24",8.05
"984","2010-11-26",8
"985","2010-11-29",8.2
"986","2010-11-30",8.4
"987","2010-12-01",8.6
"988","2010-12-02",8.5
"989","2010-12-03",8.4
"990","2010-12-06",8.25
"991","2010-12-07",8.7
"992","2010-12-08",9.45
"993","2010-12-09",9.4
"994","2010-12-10",9.45
"995","2010-12-13",8.8
"996","2010-12-14",9.3
"997","2010-12-15",9.3
"998","2010-12-16",9.6
"999","2010-12-17",10.25
"1000","2010-12-20",9.95
"1001","2010-12-21",10
"1002","2010-12-22",9.6
"1003","2010-12-23",9.7
"1004","2010-12-27",9.9
"1005","2010-12-28",10.1
"1006","2010-12-29",10.2
"1007","2010-12-30",10.1
"1008","2010-12-31",9.9
"1009","2011-01-03",10.15
