"","date","PKOH"
"1","2007-01-03",16.43
"2","2007-01-04",16.23
"3","2007-01-05",16.18
"4","2007-01-08",16
"5","2007-01-09",16.09
"6","2007-01-10",16.16
"7","2007-01-11",16.129999
"8","2007-01-12",16.01
"9","2007-01-16",16.1
"10","2007-01-17",16.139999
"11","2007-01-18",16.6
"12","2007-01-19",16.6
"13","2007-01-22",16.5
"14","2007-01-23",16.5
"15","2007-01-24",16.559999
"16","2007-01-25",16.66
"17","2007-01-26",16.75
"18","2007-01-29",17.17
"19","2007-01-30",17.200001
"20","2007-01-31",17.27
"21","2007-02-01",17.879999
"22","2007-02-02",17.799999
"23","2007-02-05",17.83
"24","2007-02-06",17.9
"25","2007-02-07",17.870001
"26","2007-02-08",18.200001
"27","2007-02-09",17.549999
"28","2007-02-12",17.370001
"29","2007-02-13",18.049999
"30","2007-02-14",18.17
"31","2007-02-15",18.200001
"32","2007-02-16",18.190001
"33","2007-02-20",18.190001
"34","2007-02-21",18.42
"35","2007-02-22",19.16
"36","2007-02-23",19.15
"37","2007-02-26",19.15
"38","2007-02-27",17.959999
"39","2007-02-28",18.24
"40","2007-03-01",17.620001
"41","2007-03-02",17.379999
"42","2007-03-05",16.73
"43","2007-03-06",16.9
"44","2007-03-07",17.93
"45","2007-03-08",18
"46","2007-03-09",17.969999
"47","2007-03-12",17.790001
"48","2007-03-13",17.41
"49","2007-03-14",17
"50","2007-03-15",17.299999
"51","2007-03-16",17.389999
"52","2007-03-19",17.049999
"53","2007-03-20",17.290001
"54","2007-03-21",17.299999
"55","2007-03-22",17.450001
"56","2007-03-23",17.549999
"57","2007-03-26",18.02
"58","2007-03-27",18.49
"59","2007-03-28",18.6
"60","2007-03-29",18.85
"61","2007-03-30",18.5
"62","2007-04-02",18.860001
"63","2007-04-03",18.93
"64","2007-04-04",18.959999
"65","2007-04-05",19.01
"66","2007-04-09",19.280001
"67","2007-04-10",19.459999
"68","2007-04-11",20
"69","2007-04-12",20
"70","2007-04-13",20.120001
"71","2007-04-16",20.51
"72","2007-04-17",20.469999
"73","2007-04-18",19.93
"74","2007-04-19",20.24
"75","2007-04-20",20.49
"76","2007-04-23",20.200001
"77","2007-04-24",20.08
"78","2007-04-25",20.030001
"79","2007-04-26",20.59
"80","2007-04-27",20.950001
"81","2007-04-30",21.33
"82","2007-05-01",21.59
"83","2007-05-02",21.379999
"84","2007-05-03",21.48
"85","2007-05-04",21.040001
"86","2007-05-07",21.26
"87","2007-05-08",21.700001
"88","2007-05-09",22.26
"89","2007-05-10",21.82
"90","2007-05-11",21.889999
"91","2007-05-14",22.77
"92","2007-05-15",22.6
"93","2007-05-16",23
"94","2007-05-17",23.15
"95","2007-05-18",22.469999
"96","2007-05-21",22.950001
"97","2007-05-22",22.93
"98","2007-05-23",23
"99","2007-05-24",22.799999
"100","2007-05-25",23.01
"101","2007-05-29",23.43
"102","2007-05-30",23.200001
"103","2007-05-31",23.32
"104","2007-06-01",23.68
"105","2007-06-04",24.23
"106","2007-06-05",24.889999
"107","2007-06-06",24.5
"108","2007-06-07",24.389999
"109","2007-06-08",24.48
"110","2007-06-11",24.73
"111","2007-06-12",24.799999
"112","2007-06-13",24.52
"113","2007-06-14",24.35
"114","2007-06-15",24.450001
"115","2007-06-18",24.860001
"116","2007-06-19",24.809999
"117","2007-06-20",24.84
"118","2007-06-21",25.190001
"119","2007-06-22",24.35
"120","2007-06-25",24.719999
"121","2007-06-26",24.860001
"122","2007-06-27",26.27
"123","2007-06-28",26.98
"124","2007-06-29",27.299999
"125","2007-07-02",28.85
"126","2007-07-03",30
"127","2007-07-05",30.059999
"128","2007-07-06",30.52
"129","2007-07-09",31.65
"130","2007-07-10",29.809999
"131","2007-07-11",30.74
"132","2007-07-12",30.610001
"133","2007-07-13",31.129999
"134","2007-07-16",30.959999
"135","2007-07-17",31.23
"136","2007-07-18",30.76
"137","2007-07-19",31.389999
"138","2007-07-20",31.690001
"139","2007-07-23",31.690001
"140","2007-07-24",30.959999
"141","2007-07-25",30.66
"142","2007-07-26",27.040001
"143","2007-07-27",25.280001
"144","2007-07-30",24.93
"145","2007-07-31",24.84
"146","2007-08-01",26.959999
"147","2007-08-02",27.809999
"148","2007-08-03",27.5
"149","2007-08-06",26.969999
"150","2007-08-07",26.030001
"151","2007-08-08",24.540001
"152","2007-08-09",22.889999
"153","2007-08-10",25.370001
"154","2007-08-13",26.059999
"155","2007-08-14",24.92
"156","2007-08-15",24.59
"157","2007-08-16",24.559999
"158","2007-08-17",25.32
"159","2007-08-20",25.309999
"160","2007-08-21",25.709999
"161","2007-08-22",27.290001
"162","2007-08-23",27.92
"163","2007-08-24",27.99
"164","2007-08-27",27.690001
"165","2007-08-28",27.5
"166","2007-08-29",27.540001
"167","2007-08-30",27.5
"168","2007-08-31",27.549999
"169","2007-09-04",27.700001
"170","2007-09-05",27.469999
"171","2007-09-06",27.48
"172","2007-09-07",26.84
"173","2007-09-10",26.51
"174","2007-09-11",26.98
"175","2007-09-12",26.700001
"176","2007-09-13",26.59
"177","2007-09-14",26.280001
"178","2007-09-17",25.75
"179","2007-09-18",27.030001
"180","2007-09-19",28.09
"181","2007-09-20",27.950001
"182","2007-09-21",27.65
"183","2007-09-24",27.68
"184","2007-09-25",26.51
"185","2007-09-26",27.299999
"186","2007-09-27",27.469999
"187","2007-09-28",25.950001
"188","2007-10-01",27.51
"189","2007-10-02",27.950001
"190","2007-10-03",27.66
"191","2007-10-04",26.98
"192","2007-10-05",27.860001
"193","2007-10-08",27.58
"194","2007-10-09",27.18
"195","2007-10-10",27.200001
"196","2007-10-11",27.17
"197","2007-10-12",27.440001
"198","2007-10-15",27.32
"199","2007-10-16",27.17
"200","2007-10-17",27.34
"201","2007-10-18",27.860001
"202","2007-10-19",26.299999
"203","2007-10-22",25.48
"204","2007-10-23",25.98
"205","2007-10-24",25.82
"206","2007-10-25",25.08
"207","2007-10-26",25.799999
"208","2007-10-29",26.440001
"209","2007-10-30",25.459999
"210","2007-10-31",23.870001
"211","2007-11-01",22.9
"212","2007-11-02",22.74
"213","2007-11-05",23.02
"214","2007-11-06",22.99
"215","2007-11-07",22.02
"216","2007-11-08",23.219999
"217","2007-11-09",22.049999
"218","2007-11-12",23.4
"219","2007-11-13",24.450001
"220","2007-11-14",23.700001
"221","2007-11-15",23.299999
"222","2007-11-16",22.07
"223","2007-11-19",21.75
"224","2007-11-20",21.18
"225","2007-11-21",21.65
"226","2007-11-23",21.26
"227","2007-11-26",21.1
"228","2007-11-27",21.709999
"229","2007-11-28",23.030001
"230","2007-11-29",22.93
"231","2007-11-30",23.540001
"232","2007-12-03",22.280001
"233","2007-12-04",22.5
"234","2007-12-05",23.219999
"235","2007-12-06",23.75
"236","2007-12-07",23.32
"237","2007-12-10",23.57
"238","2007-12-11",23.35
"239","2007-12-12",23.219999
"240","2007-12-13",23.790001
"241","2007-12-14",23.719999
"242","2007-12-17",23.5
"243","2007-12-18",23.65
"244","2007-12-19",24.129999
"245","2007-12-20",25.219999
"246","2007-12-21",26.309999
"247","2007-12-24",27.190001
"248","2007-12-26",27.74
"249","2007-12-27",25.379999
"250","2007-12-28",24.959999
"251","2007-12-31",25.1
"252","2008-01-02",24.209999
"253","2008-01-03",23.43
"254","2008-01-04",22.75
"255","2008-01-07",21.799999
"256","2008-01-08",21.48
"257","2008-01-09",20.809999
"258","2008-01-10",21.41
"259","2008-01-11",19.459999
"260","2008-01-14",20.35
"261","2008-01-15",19.389999
"262","2008-01-16",19.950001
"263","2008-01-17",19.799999
"264","2008-01-18",19.42
"265","2008-01-22",19.540001
"266","2008-01-23",21.15
"267","2008-01-24",20.450001
"268","2008-01-25",20.73
"269","2008-01-28",21.43
"270","2008-01-29",20.58
"271","2008-01-30",21.190001
"272","2008-01-31",22.360001
"273","2008-02-01",22.940001
"274","2008-02-04",22.139999
"275","2008-02-05",21.01
"276","2008-02-06",21.25
"277","2008-02-07",21.790001
"278","2008-02-08",21.780001
"279","2008-02-11",22.35
"280","2008-02-12",23.139999
"281","2008-02-13",24.610001
"282","2008-02-14",23.790001
"283","2008-02-15",23.540001
"284","2008-02-19",23.709999
"285","2008-02-20",23.85
"286","2008-02-21",22.459999
"287","2008-02-22",21.129999
"288","2008-02-25",22.200001
"289","2008-02-26",22
"290","2008-02-27",22.35
"291","2008-02-28",21.799999
"292","2008-02-29",20.67
"293","2008-03-03",20.469999
"294","2008-03-04",20.65
"295","2008-03-05",20.35
"296","2008-03-06",19.620001
"297","2008-03-07",19.040001
"298","2008-03-10",18.469999
"299","2008-03-11",18.77
"300","2008-03-12",16.48
"301","2008-03-13",16.5
"302","2008-03-14",16.370001
"303","2008-03-17",15.32
"304","2008-03-18",15.58
"305","2008-03-19",14.95
"306","2008-03-20",15.65
"307","2008-03-24",15
"308","2008-03-25",15.4
"309","2008-03-26",15.28
"310","2008-03-27",15.52
"311","2008-03-28",15.54
"312","2008-03-31",15.71
"313","2008-04-01",15.75
"314","2008-04-02",15.8
"315","2008-04-03",16.1
"316","2008-04-04",16.200001
"317","2008-04-07",16
"318","2008-04-08",15.82
"319","2008-04-09",15.94
"320","2008-04-10",16.049999
"321","2008-04-11",15.87
"322","2008-04-14",16.02
"323","2008-04-15",15.78
"324","2008-04-16",16.040001
"325","2008-04-17",17.07
"326","2008-04-18",17.559999
"327","2008-04-21",16.93
"328","2008-04-22",16.290001
"329","2008-04-23",16.42
"330","2008-04-24",16.68
"331","2008-04-25",16.440001
"332","2008-04-28",15.99
"333","2008-04-29",16.040001
"334","2008-04-30",16.68
"335","2008-05-01",16.940001
"336","2008-05-02",16.82
"337","2008-05-05",17.530001
"338","2008-05-06",18
"339","2008-05-07",17.51
"340","2008-05-08",17.82
"341","2008-05-09",17.709999
"342","2008-05-12",17.530001
"343","2008-05-13",17.07
"344","2008-05-14",16.9
"345","2008-05-15",16.83
"346","2008-05-16",16.360001
"347","2008-05-19",15.84
"348","2008-05-20",15.61
"349","2008-05-21",15.81
"350","2008-05-22",15.52
"351","2008-05-23",14.8
"352","2008-05-27",15.19
"353","2008-05-28",15.26
"354","2008-05-29",15.51
"355","2008-05-30",15.02
"356","2008-06-02",15.09
"357","2008-06-03",14.97
"358","2008-06-04",15.03
"359","2008-06-05",15.05
"360","2008-06-06",15
"361","2008-06-09",15.24
"362","2008-06-10",15.38
"363","2008-06-11",15.49
"364","2008-06-12",15.84
"365","2008-06-13",16.01
"366","2008-06-16",16.110001
"367","2008-06-17",15.49
"368","2008-06-18",15.44
"369","2008-06-19",16.77
"370","2008-06-20",16
"371","2008-06-23",15.42
"372","2008-06-24",15.33
"373","2008-06-25",16.389999
"374","2008-06-26",15.98
"375","2008-06-27",15.26
"376","2008-06-30",14.76
"377","2008-07-01",14.03
"378","2008-07-02",12.3
"379","2008-07-03",12
"380","2008-07-07",13.08
"381","2008-07-08",13.5
"382","2008-07-09",13.4
"383","2008-07-10",14.26
"384","2008-07-11",15.02
"385","2008-07-14",15.24
"386","2008-07-15",16.41
"387","2008-07-16",17.290001
"388","2008-07-17",17.1
"389","2008-07-18",15.99
"390","2008-07-21",15.99
"391","2008-07-22",17.07
"392","2008-07-23",17.110001
"393","2008-07-24",17.219999
"394","2008-07-25",17.17
"395","2008-07-28",16.790001
"396","2008-07-29",18.040001
"397","2008-07-30",18.540001
"398","2008-07-31",17.43
"399","2008-08-01",17.48
"400","2008-08-04",16.92
"401","2008-08-05",17.1
"402","2008-08-06",17.52
"403","2008-08-07",16.23
"404","2008-08-08",17.950001
"405","2008-08-11",19.32
"406","2008-08-12",19.690001
"407","2008-08-13",20.540001
"408","2008-08-14",21.290001
"409","2008-08-15",20.049999
"410","2008-08-18",20.200001
"411","2008-08-19",19.25
"412","2008-08-20",18.790001
"413","2008-08-21",18.799999
"414","2008-08-22",19.530001
"415","2008-08-25",18.799999
"416","2008-08-26",18.59
"417","2008-08-27",19.58
"418","2008-08-28",19.75
"419","2008-08-29",19.51
"420","2008-09-02",19.58
"421","2008-09-03",20
"422","2008-09-04",18.75
"423","2008-09-05",18.709999
"424","2008-09-08",20.200001
"425","2008-09-09",19.040001
"426","2008-09-10",20.190001
"427","2008-09-11",19.98
"428","2008-09-12",19.780001
"429","2008-09-15",18.67
"430","2008-09-16",19.9
"431","2008-09-17",18.5
"432","2008-09-18",20
"433","2008-09-19",20
"434","2008-09-22",20.370001
"435","2008-09-23",19.799999
"436","2008-09-24",19.08
"437","2008-09-25",19.85
"438","2008-09-26",19.690001
"439","2008-09-29",16.309999
"440","2008-09-30",17.889999
"441","2008-10-01",17.68
"442","2008-10-02",16.799999
"443","2008-10-03",16.5
"444","2008-10-06",16.559999
"445","2008-10-07",14.7
"446","2008-10-08",9.98
"447","2008-10-09",7.54
"448","2008-10-10",8.4
"449","2008-10-13",9.56
"450","2008-10-14",9.92
"451","2008-10-15",7.34
"452","2008-10-16",8.93
"453","2008-10-17",7.55
"454","2008-10-20",7.54
"455","2008-10-21",7.42
"456","2008-10-22",7.05
"457","2008-10-23",6.87
"458","2008-10-24",6.3
"459","2008-10-27",6.28
"460","2008-10-28",6.82
"461","2008-10-29",6.85
"462","2008-10-30",7.28
