"","date","GRAM"
"1","2013-07-24",21.129999
"2","2013-07-25",21
"3","2013-07-26",20.98
"4","2013-07-29",21
"5","2013-07-30",20.92
"6","2013-07-31",20.9
"7","2013-08-01",21
"8","2013-08-02",21
"9","2013-08-05",20.950001
"10","2013-08-06",20.549999
"11","2013-08-07",20.719999
"12","2013-08-08",20.719999
"13","2013-08-09",20.690001
"14","2013-08-12",20.85
"15","2013-08-13",21.08
"16","2013-08-14",21.129999
"17","2013-08-15",21.1
"18","2013-08-16",21.129999
"19","2013-08-19",20.860001
"20","2013-08-20",20.799999
"21","2013-08-21",20.52
"22","2013-08-22",20.4
"23","2013-08-23",20.01
"24","2013-08-26",19.809999
"25","2013-08-27",19.299999
"26","2013-08-28",19.059999
"27","2013-08-29",19.389999
"28","2013-08-30",19.6
"29","2013-09-03",20.219999
"30","2013-09-04",20.27
"31","2013-09-05",20.65
"32","2013-09-06",20.73
"33","2013-09-09",20.790001
"34","2013-09-10",21.360001
"35","2013-09-11",21.040001
"36","2013-09-12",20.870001
"37","2013-09-13",20.790001
"38","2013-09-16",20.84
"39","2013-09-17",20.74
"40","2013-09-18",20.77
"41","2013-09-19",20.690001
"42","2013-09-20",21.700001
"43","2013-09-23",20.99
"44","2013-09-24",20.76
"45","2013-09-25",19.98
"46","2013-09-26",20.440001
"47","2013-09-27",20.139999
"48","2013-09-30",19.959999
"49","2013-10-01",19.559999
"50","2013-10-02",19.559999
"51","2013-10-03",18.52
"52","2013-10-04",19.809999
"53","2013-10-07",19.639999
"54","2013-10-08",19.48
"55","2013-10-09",19.629999
"56","2013-10-10",19.690001
"57","2013-10-11",19.629999
"58","2013-10-14",19.450001
"59","2013-10-15",19.459999
"60","2013-10-16",19.74
"61","2013-10-17",19.440001
"62","2013-10-18",20.370001
"63","2013-10-21",20.35
"64","2013-10-22",20.5
"65","2013-10-23",20.74
"66","2013-10-24",21.290001
"67","2013-10-25",21.52
"68","2013-10-28",21.309999
"69","2013-10-29",21.51
"70","2013-10-30",21.32
"71","2013-10-31",21.66
"72","2013-11-01",21.940001
"73","2013-11-04",22.07
"74","2013-11-05",21.540001
"75","2013-11-06",21.450001
"76","2013-11-07",21.15
"77","2013-11-08",20.84
"78","2013-11-11",20.75
"79","2013-11-12",20.9
"80","2013-11-13",20.85
"81","2013-11-14",20.879999
"82","2013-11-15",21.01
"83","2013-11-18",20.540001
"84","2013-11-19",20.059999
"85","2013-11-20",19.99
"86","2013-11-21",19.76
"87","2013-11-22",20
"88","2013-11-25",20
"89","2013-11-26",19.870001
"90","2013-11-27",19.950001
"91","2013-11-29",19.700001
"92","2013-12-02",19.67
"93","2013-12-03",19.129999
"94","2013-12-04",19
"95","2013-12-05",18.68
"96","2013-12-06",18.76
"97","2013-12-09",18.67
"98","2013-12-10",18.9
"99","2013-12-11",18.91
"100","2013-12-12",19.24
"101","2013-12-13",19.6
"102","2013-12-16",20.92
"103","2013-12-17",21.1
"104","2013-12-18",21.440001
"105","2013-12-19",21.469999
"106","2013-12-20",21.51
"107","2013-12-23",21.559999
"108","2013-12-24",20.950001
"109","2013-12-26",21.02
"110","2013-12-27",20.83
"111","2013-12-30",21.370001
"112","2013-12-31",21.23
"113","2014-01-02",21.33
"114","2014-01-03",21.43
"115","2014-01-06",21.35
"116","2014-01-07",21.43
"117","2014-01-08",21.67
"118","2014-01-09",21.82
"119","2014-01-10",21.83
"120","2014-01-13",21.58
"121","2014-01-14",21.969999
"122","2014-01-15",21.610001
"123","2014-01-16",21.559999
"124","2014-01-17",21.799999
"125","2014-01-21",21.51
"126","2014-01-22",21.690001
"127","2014-01-23",20.940001
"128","2014-01-24",20.82
"129","2014-01-27",20.24
"130","2014-01-28",20.6
"131","2014-01-29",19.940001
"132","2014-01-30",20.440001
"133","2014-01-31",21.08
"134","2014-02-03",20.35
"135","2014-02-04",19.629999
"136","2014-02-05",19.450001
"137","2014-02-06",19.440001
"138","2014-02-07",19.450001
"139","2014-02-10",19.110001
"140","2014-02-11",19.059999
"141","2014-02-12",19.540001
"142","2014-02-13",19.58
"143","2014-02-14",19.76
"144","2014-02-18",19.209999
"145","2014-02-19",18.889999
"146","2014-02-20",18.629999
"147","2014-02-21",19.219999
"148","2014-02-24",19.33
"149","2014-02-25",19.16
"150","2014-02-26",18.959999
"151","2014-02-27",19.01
"152","2014-02-28",18.969999
"153","2014-03-03",18.889999
"154","2014-03-04",19.030001
"155","2014-03-05",18.84
"156","2014-03-06",19.879999
"157","2014-03-07",19.99
"158","2014-03-10",19.790001
"159","2014-03-11",19.74
"160","2014-03-12",19.719999
"161","2014-03-13",19.370001
"162","2014-03-14",18.93
"163","2014-03-17",19.02
"164","2014-03-18",19.030001
"165","2014-03-19",18.379999
"166","2014-03-20",18.66
"167","2014-03-21",17.799999
"168","2014-03-24",17.26
"169","2014-03-25",17.559999
"170","2014-03-26",17.43
"171","2014-03-27",17.25
"172","2014-03-28",17.290001
"173","2014-03-31",17.26
"174","2014-04-01",17.040001
"175","2014-04-02",17.24
"176","2014-04-03",17.15
"177","2014-04-04",16.92
"178","2014-04-07",16.57
"179","2014-04-08",16.52
"180","2014-04-09",16.65
"181","2014-04-10",16.9
"182","2014-04-11",17.139999
"183","2014-04-14",17.450001
"184","2014-04-15",17.370001
"185","2014-04-16",17.709999
"186","2014-04-17",17.870001
"187","2014-04-21",18
"188","2014-04-22",18.16
"189","2014-04-23",18.23
"190","2014-04-24",18.040001
"191","2014-04-25",17.799999
"192","2014-04-28",17.440001
"193","2014-04-29",17.48
"194","2014-04-30",17.5
"195","2014-05-01",17.48
"196","2014-05-02",17.530001
"197","2014-05-05",17.33
"198","2014-05-06",17.23
"199","2014-05-07",17.23
"200","2014-05-08",17.32
"201","2014-05-09",17.73
"202","2014-05-12",17.610001
"203","2014-05-13",17.360001
"204","2014-05-14",17.23
"205","2014-05-15",16.879999
"206","2014-05-16",16.74
"207","2014-05-19",16.67
"208","2014-05-20",16.610001
"209","2014-05-21",16.5
"210","2014-05-22",16.469999
"211","2014-05-23",16.77
"212","2014-05-27",16.17
"213","2014-05-28",16.540001
"214","2014-05-29",16.67
"215","2014-05-30",16.700001
"216","2014-06-02",16.450001
"217","2014-06-03",16.41
"218","2014-06-04",16.540001
"219","2014-06-05",16.1
"220","2014-06-06",16.290001
"221","2014-06-09",16.49
"222","2014-06-10",16.33
"223","2014-06-11",16.200001
"224","2014-06-12",16.18
"225","2014-06-13",16.27
