"","date","LOB"
"129","2016-01-26",13.09
"130","2016-01-27",13.09
"131","2016-01-28",13.84
"132","2016-01-29",14.24
"133","2016-02-01",14.37
"134","2016-02-02",13.67
"135","2016-02-03",13.8
"136","2016-02-04",14.13
"137","2016-02-05",13.77
"138","2016-02-08",13.79
"139","2016-02-09",13.55
"140","2016-02-10",13.59
"141","2016-02-11",13.64
"142","2016-02-12",12.97
"143","2016-02-16",13.59
"144","2016-02-17",13.6
"145","2016-02-18",13.68
"146","2016-02-19",13.44
"147","2016-02-22",13.71
"148","2016-02-23",13
"149","2016-02-24",13.26
"150","2016-02-25",13.14
"151","2016-02-26",13.08
"152","2016-02-29",13.24
"153","2016-03-01",13.05
"154","2016-03-02",12.95
"155","2016-03-03",12.95
"156","2016-03-04",12.84
"157","2016-03-07",13
"158","2016-03-08",12.73
"159","2016-03-09",13.01
"160","2016-03-10",13.22
"161","2016-03-11",13.21
"162","2016-03-14",13.81
"163","2016-03-15",13.49
"164","2016-03-16",14.18
"165","2016-03-17",14.27
"166","2016-03-18",14.89
"167","2016-03-21",15.29
"168","2016-03-22",15.11
"169","2016-03-23",15.21
"170","2016-03-24",14.86
"171","2016-03-28",14.19
"172","2016-03-29",14.32
"173","2016-03-30",14.86
"174","2016-03-31",15
"175","2016-04-01",15
"176","2016-04-04",15.17
"177","2016-04-05",14.97
"178","2016-04-06",14.9
"179","2016-04-07",14.62
"180","2016-04-08",14.52
"181","2016-04-11",14.78
"182","2016-04-12",14.71
"183","2016-04-13",14.83
"184","2016-04-14",14.76
"185","2016-04-15",14.69
"186","2016-04-18",15.1
"187","2016-04-19",15.17
"188","2016-04-20",15.06
"189","2016-04-21",15.1
"190","2016-04-22",15.34
"191","2016-04-25",15.31
"192","2016-04-26",15.54
"193","2016-04-27",15.68
"194","2016-04-28",15.59
"195","2016-04-29",15.74
"196","2016-05-02",16.25
"197","2016-05-03",15.92
"198","2016-05-04",15.77
"199","2016-05-05",15.88
"200","2016-05-06",15.91
"201","2016-05-09",15.99
"202","2016-05-10",16.209999
"203","2016-05-11",16
"204","2016-05-12",15.58
"205","2016-05-13",15.6
"206","2016-05-16",15.59
"207","2016-05-17",15.11
"208","2016-05-18",15.2
"209","2016-05-19",15.63
"210","2016-05-20",15.98
"211","2016-05-23",15.96
"212","2016-05-24",15.86
"213","2016-05-25",16.299999
"214","2016-05-26",15.91
"215","2016-05-27",16.18
"216","2016-05-31",16.139999
"217","2016-06-01",16.5
"218","2016-06-02",16.030001
"219","2016-06-03",16
"220","2016-06-06",15.99
"221","2016-06-07",15.91
"222","2016-06-08",15.91
"223","2016-06-09",15.68
"224","2016-06-10",15.71
"225","2016-06-13",15.3
"226","2016-06-14",14.52
"227","2016-06-15",14.34
"228","2016-06-16",14.3
"229","2016-06-17",14.09
"230","2016-06-20",14.28
"231","2016-06-21",14.18
"232","2016-06-22",14.12
"233","2016-06-23",13.95
"234","2016-06-24",13.7
"235","2016-06-27",13.7
"236","2016-06-28",13.71
"237","2016-06-29",13.95
"238","2016-06-30",14.11
"239","2016-07-01",13.92
"240","2016-07-05",13.62
"241","2016-07-06",13.84
"242","2016-07-07",14.12
"243","2016-07-08",14.14
"244","2016-07-11",14.18
"245","2016-07-12",14.4
"246","2016-07-13",14.39
"247","2016-07-14",14.68
"248","2016-07-15",14.4
"249","2016-07-18",14.45
"250","2016-07-19",14.32
"251","2016-07-20",14.26
"252","2016-07-21",14.08
"253","2016-07-22",14.04
"254","2016-07-25",13.91
"255","2016-07-26",14.09
"256","2016-07-27",14.15
"257","2016-07-28",13.03
"258","2016-07-29",13.11
"259","2016-08-01",13.27
"260","2016-08-02",13.12
"261","2016-08-03",13.04
"262","2016-08-04",13.01
"263","2016-08-05",13.33
"264","2016-08-08",13.28
"265","2016-08-09",13.55
"266","2016-08-10",13.57
"267","2016-08-11",13.5
"268","2016-08-12",13.49
"269","2016-08-15",13.48
"270","2016-08-16",13.37
"271","2016-08-17",13.29
"272","2016-08-18",13.35
"273","2016-08-19",13.57
"274","2016-08-22",13.66
"275","2016-08-23",13.95
"276","2016-08-24",13.77
"277","2016-08-25",13.98
"278","2016-08-26",14.11
"279","2016-08-29",14.51
"280","2016-08-30",14.45
"281","2016-08-31",14.16
"282","2016-09-01",13.67
"283","2016-09-02",13.67
"284","2016-09-06",14.31
"285","2016-09-07",14.38
"286","2016-09-08",14.72
"287","2016-09-09",14.86
"288","2016-09-12",14.88
"289","2016-09-13",14.76
"290","2016-09-14",14.96
"291","2016-09-15",14.71
"292","2016-09-16",14.09
"293","2016-09-19",14.15
"294","2016-09-20",13.99
"295","2016-09-21",13.91
"296","2016-09-22",14.11
"297","2016-09-23",14.25
"298","2016-09-26",14.11
"299","2016-09-27",14.33
"300","2016-09-28",14.3
"301","2016-09-29",14.17
"302","2016-09-30",14.42
"303","2016-10-03",14.38
"304","2016-10-04",14.3
"305","2016-10-05",14.65
"306","2016-10-06",14.61
"307","2016-10-07",14.61
"308","2016-10-10",14.67
"309","2016-10-11",14.43
"310","2016-10-12",14.58
"311","2016-10-13",14.29
"312","2016-10-14",14.46
"313","2016-10-17",14.4
"314","2016-10-18",14.3
"315","2016-10-19",14.3
"316","2016-10-20",14.1
"317","2016-10-21",14.5
"318","2016-10-24",14.4
"319","2016-10-25",14.25
"320","2016-10-26",14.25
"321","2016-10-27",15.15
"322","2016-10-28",15.5
"323","2016-10-31",15.95
"324","2016-11-01",15.95
"325","2016-11-02",15.35
"326","2016-11-03",15.75
"327","2016-11-04",15.55
"328","2016-11-07",16
"329","2016-11-08",15.8
"330","2016-11-09",16.5
"331","2016-11-10",16.85
"332","2016-11-11",17.1
"333","2016-11-14",17.4
"334","2016-11-15",17.35
"335","2016-11-16",17.299999
"336","2016-11-17",17.049999
"337","2016-11-18",17.549999
"338","2016-11-21",17.6
"339","2016-11-22",17.799999
"340","2016-11-23",17.85
"341","2016-11-25",17.950001
"342","2016-11-28",17.6
"343","2016-11-29",17.6
"344","2016-11-30",17.35
"345","2016-12-01",17.25
"346","2016-12-02",17
"347","2016-12-05",17.4
"348","2016-12-06",17.4
"349","2016-12-07",17.299999
"350","2016-12-08",17.9
"351","2016-12-09",18.200001
"352","2016-12-12",17.75
"353","2016-12-13",17.9
"354","2016-12-14",17.75
"355","2016-12-15",17.950001
"356","2016-12-16",18.700001
"357","2016-12-19",19.4
"358","2016-12-20",19.85
"359","2016-12-21",19.450001
"360","2016-12-22",19.200001
"361","2016-12-23",19
"362","2016-12-27",18.9
"363","2016-12-28",18.9
"364","2016-12-29",18.5
"365","2016-12-30",18.5
"366","2017-01-03",18.15
"367","2017-01-04",18.85
"368","2017-01-05",18.700001
"369","2017-01-06",19.049999
"370","2017-01-09",18.950001
"371","2017-01-10",19.4
"372","2017-01-11",19.5
"373","2017-01-12",19
"374","2017-01-13",19.049999
"375","2017-01-17",18.6
"376","2017-01-18",18.9
"377","2017-01-19",18.9
"378","2017-01-20",19.25
"379","2017-01-23",19
"380","2017-01-24",19.450001
"381","2017-01-25",19.4
"382","2017-01-26",19.9
"383","2017-01-27",20.35
"384","2017-01-30",20.35
"385","2017-01-31",20.450001
"386","2017-02-01",20
"387","2017-02-02",20.25
"388","2017-02-03",20.65
"389","2017-02-06",21.950001
"390","2017-02-07",22.75
"391","2017-02-08",22.950001
"392","2017-02-09",23.200001
"393","2017-02-10",23.1
"394","2017-02-13",22.549999
"395","2017-02-14",22.85
"396","2017-02-15",22.950001
"397","2017-02-16",23.049999
"398","2017-02-17",23
"399","2017-02-21",23.25
"400","2017-02-22",23.4
"401","2017-02-23",23.700001
"402","2017-02-24",24
"403","2017-02-27",24
"404","2017-02-28",22.950001
"405","2017-03-01",22.9
"406","2017-03-02",22.35
"407","2017-03-03",22.15
"408","2017-03-06",21.799999
"409","2017-03-07",21.65
"410","2017-03-08",21.299999
"411","2017-03-09",22
"412","2017-03-10",21.9
"413","2017-03-13",22.049999
"414","2017-03-14",22.25
"415","2017-03-15",22.549999
"416","2017-03-16",22.1
"417","2017-03-17",22.049999
"418","2017-03-20",21.65
"419","2017-03-21",20.9
"420","2017-03-22",20.549999
"421","2017-03-23",20.700001
"422","2017-03-24",20.799999
"423","2017-03-27",21.049999
"424","2017-03-28",21.299999
"425","2017-03-29",21.1
"426","2017-03-30",21.65
"427","2017-03-31",21.65
"428","2017-04-03",21.5
"429","2017-04-04",21.799999
"430","2017-04-05",21.4
"431","2017-04-06",21.35
"432","2017-04-07",21.4
"433","2017-04-10",21.1
"434","2017-04-11",21.6
"435","2017-04-12",21.799999
"436","2017-04-13",21.35
"437","2017-04-17",21.75
"438","2017-04-18",21.450001
"439","2017-04-19",21.65
"440","2017-04-20",21.9
"441","2017-04-21",21.9
"442","2017-04-24",22.549999
"443","2017-04-25",22.950001
"444","2017-04-26",23.200001
"445","2017-04-27",24.450001
"446","2017-04-28",24.15
"447","2017-05-01",24.1
"448","2017-05-02",23.6
"449","2017-05-03",23.450001
"450","2017-05-04",24.049999
"451","2017-05-05",24.1
"452","2017-05-08",25.25
"453","2017-05-09",24.799999
"454","2017-05-10",25.1
"455","2017-05-11",25.450001
"456","2017-05-12",25.049999
"457","2017-05-15",25.450001
"458","2017-05-16",25.4
"459","2017-05-17",24.5
"460","2017-05-18",24.85
"461","2017-05-19",24.299999
"462","2017-05-22",24.6
"463","2017-05-23",24.85
"464","2017-05-24",24.950001
"465","2017-05-25",25.25
"466","2017-05-26",25.049999
"467","2017-05-30",24.549999
"468","2017-05-31",24.450001
"469","2017-06-01",25.15
"470","2017-06-02",25.1
"471","2017-06-05",24.65
"472","2017-06-06",24.15
"473","2017-06-07",24.4
"474","2017-06-08",24.9
"475","2017-06-09",25
"476","2017-06-12",25
"477","2017-06-13",25.35
"478","2017-06-14",25.35
"479","2017-06-15",25.450001
"480","2017-06-16",25.5
"481","2017-06-19",25.1
"482","2017-06-20",24.75
"483","2017-06-21",24.450001
"484","2017-06-22",24.549999
"485","2017-06-23",24.1
"486","2017-06-26",23.9
"487","2017-06-27",24.200001
"488","2017-06-28",24.700001
"489","2017-06-29",24.700001
"490","2017-06-30",24.200001
"491","2017-07-03",25.4
"492","2017-07-05",25.15
"493","2017-07-06",24.85
"494","2017-07-07",25.049999
"495","2017-07-10",24.6
"496","2017-07-11",24.35
"497","2017-07-12",24.799999
"498","2017-07-13",24.35
"499","2017-07-14",24.35
"500","2017-07-17",24.15
"501","2017-07-18",24.700001
"502","2017-07-19",24.6
"503","2017-07-20",24.9
"504","2017-07-21",24.85
"505","2017-07-24",24.85
"506","2017-07-25",25.299999
"507","2017-07-26",24.950001
"508","2017-07-27",24.450001
"509","2017-07-28",25.200001
"510","2017-07-31",25.25
"511","2017-08-01",25.75
"512","2017-08-02",25.1
"513","2017-08-03",24.299999
"514","2017-08-04",24.5
"515","2017-08-07",24.200001
"516","2017-08-08",24.1
"517","2017-08-09",23.1
"518","2017-08-10",22.65
"519","2017-08-11",23.049999
"520","2017-08-14",23.5
"521","2017-08-15",23.25
"522","2017-08-16",23.700001
"523","2017-08-17",22.9
"524","2017-08-18",21.799999
"525","2017-08-21",22.15
"526","2017-08-22",22.5
"527","2017-08-23",22.200001
"528","2017-08-24",22.549999
"529","2017-08-25",22.6
"530","2017-08-28",22.5
"531","2017-08-29",22.5
"532","2017-08-30",22.65
"533","2017-08-31",22.35
"534","2017-09-01",22.299999
"535","2017-09-05",21.15
"536","2017-09-06",22.049999
"537","2017-09-07",20.950001
"538","2017-09-08",21.200001
"539","2017-09-11",21.5
"540","2017-09-12",21.85
"541","2017-09-13",22.1
"542","2017-09-14",21.85
"543","2017-09-15",21.5
"544","2017-09-18",22.049999
"545","2017-09-19",21.950001
"546","2017-09-20",22.1
"547","2017-09-21",22.1
"548","2017-09-22",22.35
"549","2017-09-25",22.35
"550","2017-09-26",23
"551","2017-09-27",23.4
"552","2017-09-28",23.35
"553","2017-09-29",23.450001
"554","2017-10-02",23.450001
"555","2017-10-03",23.9
"556","2017-10-04",23.700001
"557","2017-10-05",24.049999
"558","2017-10-06",24.25
"559","2017-10-09",24.25
"560","2017-10-10",24.4
"561","2017-10-11",24.200001
"562","2017-10-12",24.1
"563","2017-10-13",23.950001
"564","2017-10-16",23.75
"565","2017-10-17",23.450001
"566","2017-10-18",23.5
"567","2017-10-19",23.450001
"568","2017-10-20",24.15
"569","2017-10-23",23.6
"570","2017-10-24",23.65
"571","2017-10-25",23.65
"572","2017-10-26",24.299999
"573","2017-10-27",24.15
"574","2017-10-30",23.5
"575","2017-10-31",23.700001
"576","2017-11-01",23.5
"577","2017-11-02",23.9
"578","2017-11-03",23.950001
"579","2017-11-06",24.450001
"580","2017-11-07",23.6
"581","2017-11-08",23.4
"582","2017-11-09",23.35
"583","2017-11-10",23.049999
"584","2017-11-13",23.65
"585","2017-11-14",23.75
"586","2017-11-15",23.9
"587","2017-11-16",23.799999
"588","2017-11-17",23.9
"589","2017-11-20",24.049999
"590","2017-11-21",24.549999
"591","2017-11-22",24.200001
"592","2017-11-24",24.25
"593","2017-11-27",24.6
"594","2017-11-28",25.35
"595","2017-11-29",26
"596","2017-11-30",25.75
"597","2017-12-01",25.85
"598","2017-12-04",25.799999
"599","2017-12-05",25.200001
"600","2017-12-06",25
"601","2017-12-07",25.299999
"602","2017-12-08",25.200001
"603","2017-12-11",24.549999
"604","2017-12-12",24.5
"605","2017-12-13",24.15
"606","2017-12-14",23.700001
"607","2017-12-15",24.450001
"608","2017-12-18",24.5
"609","2017-12-19",24.299999
"610","2017-12-20",24.299999
"611","2017-12-21",24.25
"612","2017-12-22",23.85
"613","2017-12-26",23.549999
"614","2017-12-27",23.35
"615","2017-12-28",23.799999
"616","2017-12-29",23.85
"617","2018-01-02",23.85
"618","2018-01-03",23.6
"619","2018-01-04",23.5
"620","2018-01-05",23.9
"621","2018-01-08",23.65
"622","2018-01-09",24.299999
"623","2018-01-10",24.5
"624","2018-01-11",24.85
"625","2018-01-12",24.75
"626","2018-01-16",24.200001
"627","2018-01-17",24.25
"628","2018-01-18",23.799999
"629","2018-01-19",23.75
"630","2018-01-22",24.700001
"631","2018-01-23",24.700001
"632","2018-01-24",24.4
"633","2018-01-25",26.950001
"634","2018-01-26",26.5
"635","2018-01-29",26.4
"636","2018-01-30",26.9
"637","2018-01-31",26.9
"638","2018-02-01",27.049999
"639","2018-02-02",27.15
"640","2018-02-05",26.200001
"641","2018-02-06",26.200001
"642","2018-02-07",26.200001
"643","2018-02-08",25.575001
"644","2018-02-09",26.25
"645","2018-02-12",26.15
"646","2018-02-13",26.549999
"647","2018-02-14",27.1
"648","2018-02-15",26.9
"649","2018-02-16",27
"650","2018-02-20",26.6
"651","2018-02-21",26.950001
"652","2018-02-22",26.200001
"653","2018-02-23",26.450001
"654","2018-02-26",26.450001
"655","2018-02-27",26.200001
"656","2018-02-28",26.1
"657","2018-03-01",26.35
"658","2018-03-02",27.200001
"659","2018-03-05",27.950001
"660","2018-03-06",27.35
"661","2018-03-07",28
"662","2018-03-08",26.75
"663","2018-03-09",27.299999
"664","2018-03-12",27.75
"665","2018-03-13",27.75
"666","2018-03-14",27.549999
"667","2018-03-15",27.9
"668","2018-03-16",28.450001
"669","2018-03-19",28.75
"670","2018-03-20",29.299999
"671","2018-03-21",29.6
"672","2018-03-22",29.450001
"673","2018-03-23",28.25
"674","2018-03-26",28.799999
"675","2018-03-27",27.799999
"676","2018-03-28",27.75
"677","2018-03-29",27.799999
"678","2018-04-02",27.299999
"679","2018-04-03",27.75
"680","2018-04-04",28.5
"681","2018-04-05",29.35
"682","2018-04-06",28.5
"683","2018-04-09",28.6
"684","2018-04-10",28.9
"685","2018-04-11",28.700001
"686","2018-04-12",29.049999
"687","2018-04-13",28.6
"688","2018-04-16",28.75
"689","2018-04-17",28.299999
"690","2018-04-18",28.4
"691","2018-04-19",28.5
"692","2018-04-20",28.5
"693","2018-04-23",28.75
"694","2018-04-24",28.75
"695","2018-04-25",28.549999
"696","2018-04-26",28
"697","2018-04-27",28.65
"698","2018-04-30",28.25
"699","2018-05-01",28.15
"700","2018-05-02",28.549999
"701","2018-05-03",28.299999
"702","2018-05-04",28.5
"703","2018-05-07",28.6
"704","2018-05-08",29.1
"705","2018-05-09",28.950001
"706","2018-05-10",29.1
"707","2018-05-11",29.049999
"708","2018-05-14",28.700001
"709","2018-05-15",28.9
"710","2018-05-16",29.200001
"711","2018-05-17",29.35
"712","2018-05-18",29.25
"713","2018-05-21",29.4
"714","2018-05-22",29.75
"715","2018-05-23",29.450001
"716","2018-05-24",29.6
"717","2018-05-25",29.6
"718","2018-05-29",29.5
"719","2018-05-30",30.049999
"720","2018-05-31",29.549999
"721","2018-06-01",30.049999
"722","2018-06-04",30.25
"723","2018-06-05",30.35
"724","2018-06-06",30.35
"725","2018-06-07",30.4
"726","2018-06-08",30.299999
"727","2018-06-11",29.9
"728","2018-06-12",29.6
"729","2018-06-13",30
"730","2018-06-14",29.700001
"731","2018-06-15",29.85
"732","2018-06-18",30.799999
"733","2018-06-19",30.9
"734","2018-06-20",31.5
"735","2018-06-21",30.75
"736","2018-06-22",30.25
"737","2018-06-25",30.299999
"738","2018-06-26",30.799999
"739","2018-06-27",30
"740","2018-06-28",30.549999
"741","2018-06-29",30.65
"742","2018-07-02",31.15
"743","2018-07-03",31.549999
"744","2018-07-05",31.9
"745","2018-07-06",32.299999
"746","2018-07-09",32.349998
"747","2018-07-10",31.25
"748","2018-07-11",31.6
"749","2018-07-12",31.700001
"750","2018-07-13",31.5
"751","2018-07-16",31.75
"752","2018-07-17",31.6
"753","2018-07-18",31.799999
"754","2018-07-19",31.950001
"755","2018-07-20",32.349998
"756","2018-07-23",32.450001
"757","2018-07-24",32.150002
"758","2018-07-25",31.85
"759","2018-07-26",29.700001
"760","2018-07-27",28.25
"761","2018-07-30",28.25
"762","2018-07-31",28.450001
"763","2018-08-01",29.1
"764","2018-08-02",29.950001
"765","2018-08-03",29.700001
"766","2018-08-06",29.65
"767","2018-08-07",29.450001
"768","2018-08-08",29.9
"769","2018-08-09",29.85
"770","2018-08-10",29.700001
"771","2018-08-13",29.450001
"772","2018-08-14",29.950001
"773","2018-08-15",29.35
"774","2018-08-16",29.549999
"775","2018-08-17",29.6
"776","2018-08-20",29.75
"777","2018-08-21",30.15
"778","2018-08-22",30.25
"779","2018-08-23",29.85
"780","2018-08-24",30.15
"781","2018-08-27",30.1
"782","2018-08-28",30.049999
"783","2018-08-29",30
"784","2018-08-30",30.1
"785","2018-08-31",30.25
"786","2018-09-04",30.299999
"787","2018-09-05",30.049999
"788","2018-09-06",29.75
"789","2018-09-07",29.65
"790","2018-09-10",29.4
"791","2018-09-11",29.4
"792","2018-09-12",28.5
"793","2018-09-13",28.35
"794","2018-09-14",28.549999
"795","2018-09-17",28.549999
"796","2018-09-18",28.9
"797","2018-09-19",29
"798","2018-09-20",28.9
"799","2018-09-21",28.6
"800","2018-09-24",27.65
"801","2018-09-25",27.799999
"802","2018-09-26",27.4
"803","2018-09-27",26.9
"804","2018-09-28",26.799999
"805","2018-10-01",26.27
"806","2018-10-02",25.450001
"807","2018-10-03",26.41
"808","2018-10-04",26.35
"809","2018-10-05",25.9
"810","2018-10-08",25.9
"811","2018-10-09",25.959999
"812","2018-10-10",25.459999
"813","2018-10-11",24.440001
"814","2018-10-12",24.370001
"815","2018-10-15",24.35
"816","2018-10-16",24.610001
"817","2018-10-17",24.32
"818","2018-10-18",23.639999
"819","2018-10-19",22.780001
"820","2018-10-22",22.24
"821","2018-10-23",21.99
"822","2018-10-24",20.25
"823","2018-10-25",19.27
"824","2018-10-26",18.719999
"825","2018-10-29",18.48
"826","2018-10-30",18.299999
"827","2018-10-31",18.4
"828","2018-11-01",19.450001
"829","2018-11-02",18.84
"830","2018-11-05",18.82
"831","2018-11-06",18.83
"832","2018-11-07",19.16
"833","2018-11-08",19.4
"834","2018-11-09",18.950001
"835","2018-11-12",18.92
"836","2018-11-13",18.879999
"837","2018-11-14",18.280001
"838","2018-11-15",18.85
"839","2018-11-16",18.719999
"840","2018-11-19",18.6
"841","2018-11-20",18.450001
"842","2018-11-21",18.35
"843","2018-11-23",18.389999
"844","2018-11-26",18.66
"845","2018-11-27",18.290001
"846","2018-11-28",18.559999
"847","2018-11-29",18.209999
"848","2018-11-30",17.91
"849","2018-12-03",18.030001
"850","2018-12-04",16.809999
"851","2018-12-06",16.93
"852","2018-12-07",16.74
"853","2018-12-10",16.620001
"854","2018-12-11",13.68
"855","2018-12-12",15.11
"856","2018-12-13",15.19
"857","2018-12-14",14.84
"858","2018-12-17",14.66
"859","2018-12-18",14.44
"860","2018-12-19",13.79
"861","2018-12-20",13.96
"862","2018-12-21",13.91
"863","2018-12-24",14.13
"864","2018-12-26",14.91
"865","2018-12-27",14.77
"866","2018-12-28",14.79
"867","2018-12-31",14.81
"868","2019-01-02",15.19
"869","2019-01-03",15.01
"870","2019-01-04",15.72
"871","2019-01-07",15.63
"872","2019-01-08",15.83
"873","2019-01-09",16.059999
"874","2019-01-10",15.67
"875","2019-01-11",15.66
"876","2019-01-14",15.53
"877","2019-01-15",15.63
"878","2019-01-16",15.99
"879","2019-01-17",15.97
"880","2019-01-18",15.91
"881","2019-01-22",15.5
"882","2019-01-23",15.41
"883","2019-01-24",13.25
"884","2019-01-25",13.92
"885","2019-01-28",13.85
"886","2019-01-29",13.86
"887","2019-01-30",13.76
"888","2019-01-31",13.9
"889","2019-02-01",14.48
"890","2019-02-04",15.26
"891","2019-02-05",16.09
"892","2019-02-06",15.38
"893","2019-02-07",15.13
"894","2019-02-08",14.88
"895","2019-02-11",15.43
"896","2019-02-12",15.7
"897","2019-02-13",16.5
"898","2019-02-14",15.99
"899","2019-02-15",16.32
"900","2019-02-19",16.66
"901","2019-02-20",16.950001
"902","2019-02-21",16.719999
"903","2019-02-22",16.6
"904","2019-02-25",16.450001
"905","2019-02-26",16.23
"906","2019-02-27",16.360001
"907","2019-02-28",16.209999
"908","2019-03-01",16.26
"909","2019-03-04",16.09
"910","2019-03-05",16.07
"911","2019-03-06",15.78
"912","2019-03-07",15.57
"913","2019-03-08",15.6
"914","2019-03-11",15.61
"915","2019-03-12",15.39
"916","2019-03-13",15.46
"917","2019-03-14",15.24
"918","2019-03-15",15.34
"919","2019-03-18",15.46
"920","2019-03-19",15.06
"921","2019-03-20",14.51
"922","2019-03-21",14.25
"923","2019-03-22",13.75
"924","2019-03-25",13.64
"925","2019-03-26",14.38
"926","2019-03-27",14.37
"927","2019-03-28",14.44
"928","2019-03-29",14.61
"929","2019-04-01",15.06
"930","2019-04-02",15.2
"931","2019-04-03",15.13
"932","2019-04-04",15.25
"933","2019-04-05",15.54
"934","2019-04-08",15.53
"935","2019-04-09",15.42
"936","2019-04-10",15.51
"937","2019-04-11",15.87
"938","2019-04-12",16.23
"939","2019-04-15",16.07
"940","2019-04-16",16.610001
"941","2019-04-17",16.74
"942","2019-04-18",16.6
"943","2019-04-22",16.290001
"944","2019-04-23",16.33
"945","2019-04-24",16.209999
"946","2019-04-25",16.17
"947","2019-04-26",17.469999
"948","2019-04-29",17.950001
"949","2019-04-30",17.469999
"950","2019-05-01",17.1
"951","2019-05-02",17.040001
"952","2019-05-03",17.33
"953","2019-05-06",17.15
"954","2019-05-07",16.85
"955","2019-05-08",16.780001
"956","2019-05-09",16.82
"957","2019-05-10",16.83
"958","2019-05-13",16.5
"959","2019-05-14",16.719999
"960","2019-05-15",16.559999
"961","2019-05-16",16.57
"962","2019-05-17",16.32
"963","2019-05-20",16.450001
"964","2019-05-21",16.66
"965","2019-05-22",16.41
"966","2019-05-23",16.18
"967","2019-05-24",16.24
"968","2019-05-28",16.110001
"969","2019-05-29",16.219999
"970","2019-05-30",15.83
"971","2019-05-31",15.53
"972","2019-06-03",15.86
"973","2019-06-04",16.16
"974","2019-06-05",16.01
"975","2019-06-06",15.63
"976","2019-06-07",15.77
"977","2019-06-10",16.25
"978","2019-06-11",16.620001
"979","2019-06-12",16.700001
"980","2019-06-13",17.08
"981","2019-06-14",16.99
"982","2019-06-17",16.91
"983","2019-06-18",17.379999
"984","2019-06-19",17.16
