"","date","OTEX"
"96","2007-05-21",5.725
"97","2007-05-22",5.7475
"98","2007-05-23",5.68
"99","2007-05-24",5.6625
"100","2007-05-25",5.6975
"101","2007-05-29",5.6875
"102","2007-05-30",5.6925
"103","2007-05-31",5.725
"104","2007-06-01",5.7525
"105","2007-06-04",5.7175
"106","2007-06-05",5.6275
"107","2007-06-06",5.475
"108","2007-06-07",5.3175
"109","2007-06-08",5.42
"110","2007-06-11",5.4425
"111","2007-06-12",5.385
"112","2007-06-13",5.425
"113","2007-06-14",5.4875
"114","2007-06-15",5.54
"115","2007-06-18",5.54
"116","2007-06-19",5.555
"117","2007-06-20",5.5
"118","2007-06-21",5.505
"119","2007-06-22",5.435
"120","2007-06-25",5.325
"121","2007-06-26",5.34
"122","2007-06-27",5.38
"123","2007-06-28",5.4225
"124","2007-06-29",5.44
"125","2007-07-02",5.4525
"126","2007-07-03",5.4275
"127","2007-07-05",5.4475
"128","2007-07-06",5.415
"129","2007-07-09",5.4375
"130","2007-07-10",5.4425
"131","2007-07-11",5.51
"132","2007-07-12",5.5425
"133","2007-07-13",5.5675
"134","2007-07-16",5.4825
"135","2007-07-17",5.555
"136","2007-07-18",5.515
"137","2007-07-19",5.4325
"138","2007-07-20",5.29
"139","2007-07-23",4.9975
"140","2007-07-24",5.0125
"141","2007-07-25",4.935
"142","2007-07-26",4.845
"143","2007-07-27",4.7
"144","2007-07-30",4.6325
"145","2007-07-31",4.695
"146","2007-08-01",4.7325
"147","2007-08-02",4.7525
"148","2007-08-03",4.5575
"149","2007-08-06",4.4825
"150","2007-08-07",4.515
"151","2007-08-08",4.58
"152","2007-08-09",4.53
"153","2007-08-10",4.575
"154","2007-08-13",4.6675
"155","2007-08-14",4.5575
"156","2007-08-15",4.6725
"157","2007-08-16",4.6725
"158","2007-08-17",4.8275
"159","2007-08-20",4.825
"160","2007-08-21",4.8325
"161","2007-08-22",4.9625
"162","2007-08-23",4.9525
"163","2007-08-24",5.075
"164","2007-08-27",5.0225
"165","2007-08-28",4.875
"166","2007-08-29",5.02
"167","2007-08-30",5.03
"168","2007-08-31",6.2175
"169","2007-09-04",6.4425
"170","2007-09-05",6.3575
"171","2007-09-06",6.335
"172","2007-09-07",6.3075
"173","2007-09-10",6.4025
"174","2007-09-11",6.5
"175","2007-09-12",6.5225
"176","2007-09-13",6.335
"177","2007-09-14",6.4375
"178","2007-09-17",6.435
"179","2007-09-18",6.54
"180","2007-09-19",6.475
"181","2007-09-20",6.475
"182","2007-09-21",6.415
"183","2007-09-24",6.3425
"184","2007-09-25",6.23
"185","2007-09-26",6.3725
"186","2007-09-27",6.36
"187","2007-09-28",6.4925
"188","2007-10-01",6.5975
"189","2007-10-02",6.89
"190","2007-10-03",7.2175
"191","2007-10-04",7.1325
"192","2007-10-05",7.29
"193","2007-10-08",7.1575
"194","2007-10-09",7.175
"195","2007-10-10",7.1225
"196","2007-10-11",7.125
"197","2007-10-12",7.2975
"198","2007-10-15",7.325
"199","2007-10-16",7.1475
"200","2007-10-17",7.17
"201","2007-10-18",7.1575
"202","2007-10-19",7.0525
"203","2007-10-22",6.905
"204","2007-10-23",7.0975
"205","2007-10-24",7.31
"206","2007-10-25",7.32
"207","2007-10-26",7.47
"208","2007-10-29",7.5725
"209","2007-10-30",7.6925
"210","2007-10-31",7.8
"211","2007-11-01",7.875
"212","2007-11-02",8.76
"213","2007-11-05",8.775
"214","2007-11-06",8.7575
"215","2007-11-07",8.7425
"216","2007-11-08",8.5775
"217","2007-11-09",8.33
"218","2007-11-12",8.25
"219","2007-11-13",8.75
"220","2007-11-14",8.6875
"221","2007-11-15",8.4175
"222","2007-11-16",8.2325
"223","2007-11-19",8.1025
"224","2007-11-20",8.15
"225","2007-11-21",7.9575
"226","2007-11-23",7.975
"227","2007-11-26",7.9625
"228","2007-11-27",7.8125
"229","2007-11-28",8.1
"230","2007-11-29",8.03
"231","2007-11-30",8.22
"232","2007-12-03",8.4575
"233","2007-12-04",8.045
"234","2007-12-05",8.21
"235","2007-12-06",8.3375
"236","2007-12-07",8.55
"237","2007-12-10",8.485
"238","2007-12-11",7.95
"239","2007-12-12",8
"240","2007-12-13",7.7
"241","2007-12-14",7.665
"242","2007-12-17",7.455
"243","2007-12-18",7.65
"244","2007-12-19",7.6925
"245","2007-12-20",7.785
"246","2007-12-21",7.815
"247","2007-12-24",7.8575
"248","2007-12-26",8.0175
"249","2007-12-27",7.865
"250","2007-12-28",7.895
"251","2007-12-31",7.8625
"252","2008-01-02",7.5775
"253","2008-01-03",7.64
"254","2008-01-04",7.4275
"255","2008-01-07",7.085
"256","2008-01-08",7.1525
"257","2008-01-09",7.1825
"258","2008-01-10",7.335
"259","2008-01-11",7.25
"260","2008-01-14",7.55
"261","2008-01-15",7.625
"262","2008-01-16",7.7625
"263","2008-01-17",7.46
"264","2008-01-18",7.25
"265","2008-01-22",7.075
"266","2008-01-23",7.025
"267","2008-01-24",7.28
"268","2008-01-25",7.4625
"269","2008-01-28",7.495
"270","2008-01-29",7.41
"271","2008-01-30",7.5625
"272","2008-01-31",7.72
"273","2008-02-01",7.8975
"274","2008-02-04",8.0175
"275","2008-02-05",7.945
"276","2008-02-06",7.925
"277","2008-02-07",7.875
"278","2008-02-08",7.8375
"279","2008-02-11",8.42
"280","2008-02-12",8.5
"281","2008-02-13",8.745
"282","2008-02-14",8.625
"283","2008-02-15",8.485
"284","2008-02-19",8.2825
"285","2008-02-20",8.265
"286","2008-02-21",8.175
"287","2008-02-22",7.9375
"288","2008-02-25",8.1075
"289","2008-02-26",8.2675
"290","2008-02-27",8.25
"291","2008-02-28",8.295
"292","2008-02-29",8.05
"293","2008-03-03",8.0175
"294","2008-03-04",7.775
"295","2008-03-05",7.855
"296","2008-03-06",7.745
"297","2008-03-07",7.475
"298","2008-03-10",7.43
"299","2008-03-11",7.6475
"300","2008-03-12",7.5675
"301","2008-03-13",7.7225
"302","2008-03-14",7.5325
"303","2008-03-17",7.5025
"304","2008-03-18",7.525
"305","2008-03-19",7.245
"306","2008-03-20",7.24
"307","2008-03-24",7.515
"308","2008-03-25",7.625
"309","2008-03-26",7.6775
"310","2008-03-27",7.8
"311","2008-03-28",7.835
"312","2008-03-31",7.8275
"313","2008-04-01",8.405
"314","2008-04-02",8.56
"315","2008-04-03",8.6
"316","2008-04-04",8.4975
"317","2008-04-07",8.485
"318","2008-04-08",8.4875
"319","2008-04-09",8.42
"320","2008-04-10",8.4075
"321","2008-04-11",8.375
"322","2008-04-14",8.375
"323","2008-04-15",8.4025
"324","2008-04-16",8.5025
"325","2008-04-17",8.4675
"326","2008-04-18",8.655
"327","2008-04-21",8.65
"328","2008-04-22",8.4275
"329","2008-04-23",8.37
"330","2008-04-24",8.255
"331","2008-04-25",8.2575
"332","2008-04-28",8.365
"333","2008-04-29",8.495
"334","2008-04-30",9.305
"335","2008-05-01",9.35
"336","2008-05-02",9.4625
"337","2008-05-05",9.3725
"338","2008-05-06",9.6375
"339","2008-05-07",9.2375
"340","2008-05-08",9.105
"341","2008-05-09",8.995
"342","2008-05-12",9.44
"343","2008-05-13",9.255
"344","2008-05-14",9.2625
"345","2008-05-15",9.3
"346","2008-05-16",9.4525
"347","2008-05-19",9.175
"348","2008-05-20",9.115
"349","2008-05-21",8.99
"350","2008-05-22",8.75
"351","2008-05-23",8.725
"352","2008-05-27",8.75
"353","2008-05-28",9.05
"354","2008-05-29",9.0525
"355","2008-05-30",8.9775
"356","2008-06-02",8.7875
"357","2008-06-03",8.815
"358","2008-06-04",8.875
"359","2008-06-05",8.9525
"360","2008-06-06",8.855
"361","2008-06-09",8.66
"362","2008-06-10",8.475
"363","2008-06-11",8.2775
"364","2008-06-12",8.295
"365","2008-06-13",8.2875
"366","2008-06-16",8.55
"367","2008-06-17",8.29
"368","2008-06-18",8.25
"369","2008-06-19",8.26
"370","2008-06-20",8.035
"371","2008-06-23",8.0275
"372","2008-06-24",8.03
"373","2008-06-25",8.02
"374","2008-06-26",8.045
"375","2008-06-27",7.9425
"376","2008-06-30",8.025
"377","2008-07-01",7.6025
"378","2008-07-02",7.8
"379","2008-07-03",7.675
"380","2008-07-07",7.845
"381","2008-07-08",8.1
"382","2008-07-09",8.025
"383","2008-07-10",7.9
"384","2008-07-11",7.59
"385","2008-07-14",7.47
"386","2008-07-15",7.4525
"387","2008-07-16",7.585
"388","2008-07-17",7.725
"389","2008-07-18",7.5275
"390","2008-07-21",7.65
"391","2008-07-22",7.6
"392","2008-07-23",7.815
"393","2008-07-24",7.4475
"394","2008-07-25",7.32
"395","2008-07-28",7.35
"396","2008-07-29",7.5675
"397","2008-07-30",7.5925
"398","2008-07-31",7.7775
"399","2008-08-01",7.7025
"400","2008-08-04",7.6175
"401","2008-08-05",7.5
"402","2008-08-06",7.6
"403","2008-08-07",7.715
"404","2008-08-08",7.99
"405","2008-08-11",8.645
"406","2008-08-12",8.685
"407","2008-08-13",8.5125
"408","2008-08-14",8.6975
"409","2008-08-15",8.825
"410","2008-08-18",8.665
"411","2008-08-19",8.5
"412","2008-08-20",8.625
"413","2008-08-21",8.6875
"414","2008-08-22",8.7975
"415","2008-08-25",8.6675
"416","2008-08-26",8.59
"417","2008-08-27",8.585
"418","2008-08-28",8.9625
"419","2008-08-29",8.7675
"420","2008-09-02",8.65
"421","2008-09-03",8.74
"422","2008-09-04",8.345
"423","2008-09-05",8.285
"424","2008-09-08",8.3
"425","2008-09-09",7.81
"426","2008-09-10",7.905
"427","2008-09-11",8.0475
"428","2008-09-12",8.0375
"429","2008-09-15",7.685
"430","2008-09-16",7.6025
"431","2008-09-17",7.21
"432","2008-09-18",8.4575
"433","2008-09-19",8.825
"434","2008-09-22",9.175
"435","2008-09-23",9.5525
"436","2008-09-24",8.8375
"437","2008-09-25",8.76
"438","2008-09-26",8.87
"439","2008-09-29",8.5125
"440","2008-09-30",8.645
"441","2008-10-01",8.9375
"442","2008-10-02",8.4725
"443","2008-10-03",7.945
"444","2008-10-06",7.3275
"445","2008-10-07",7.1125
"446","2008-10-08",6.9525
"447","2008-10-09",6.3475
"448","2008-10-10",6.3775
"449","2008-10-13",7.06
"450","2008-10-14",6.7675
"451","2008-10-15",6.39
"452","2008-10-16",6.445
"453","2008-10-17",6.5575
"454","2008-10-20",6.795
"455","2008-10-21",6.7475
"456","2008-10-22",6.345
"457","2008-10-23",6.0625
"458","2008-10-24",5.825
"459","2008-10-27",5.7225
"460","2008-10-28",5.9075
"461","2008-10-29",6.19
"462","2008-10-30",6.365
"463","2008-10-31",6.4875
"464","2008-11-03",6.575
"465","2008-11-04",7.3575
"466","2008-11-05",7.225
"467","2008-11-06",7.03
"468","2008-11-07",6.99
"469","2008-11-10",7.2425
"470","2008-11-11",7.2725
"471","2008-11-12",6.9375
"472","2008-11-13",7.4775
"473","2008-11-14",7.1875
"474","2008-11-17",7.2475
"475","2008-11-18",6.9375
"476","2008-11-19",6.6325
"477","2008-11-20",6.32
"478","2008-11-21",6.48
"479","2008-11-24",6.6125
"480","2008-11-25",6.485
"481","2008-11-26",6.6875
"482","2008-11-28",6.6525
"483","2008-12-01",6.53
"484","2008-12-02",6.7175
"485","2008-12-03",6.695
"486","2008-12-04",6.615
"487","2008-12-05",6.755
"488","2008-12-08",6.79
"489","2008-12-09",6.925
"490","2008-12-10",6.84
"491","2008-12-11",6.7175
"492","2008-12-12",6.7825
"493","2008-12-15",6.86
"494","2008-12-16",7.0525
"495","2008-12-17",7.2025
"496","2008-12-18",7.2375
"497","2008-12-19",7.405
"498","2008-12-22",7.335
"499","2008-12-23",7.55
"500","2008-12-24",7.58
"501","2008-12-26",7.5675
"502","2008-12-29",7.4575
"503","2008-12-30",7.65
"504","2008-12-31",7.5325
"505","2009-01-02",7.685
"506","2009-01-05",7.8775
"507","2009-01-06",7.91
"508","2009-01-07",7.79
"509","2009-01-08",7.74
"510","2009-01-09",7.5475
"511","2009-01-12",7.6875
"512","2009-01-13",7.815
"513","2009-01-14",7.655
"514","2009-01-15",7.705
"515","2009-01-16",7.8175
"516","2009-01-20",7.4275
"517","2009-01-21",7.83
"518","2009-01-22",7.76
"519","2009-01-23",7.965
"520","2009-01-26",8.1025
"521","2009-01-27",7.915
"522","2009-01-28",8.225
"523","2009-01-29",8.6875
"524","2009-01-30",8.7575
"525","2009-02-02",8.685
"526","2009-02-03",8.7175
"527","2009-02-04",8.93
"528","2009-02-05",8.8
"529","2009-02-06",8.945
"530","2009-02-09",9.0425
"531","2009-02-10",8.8975
"532","2009-02-11",8.855
"533","2009-02-12",8.875
"534","2009-02-13",8.8875
"535","2009-02-17",8.7
"536","2009-02-18",8.6775
"537","2009-02-19",8.44
"538","2009-02-20",8.25
"539","2009-02-23",7.985
"540","2009-02-24",8.03
"541","2009-02-25",7.975
"542","2009-02-26",7.9875
"543","2009-02-27",7.9025
"544","2009-03-02",7.6425
"545","2009-03-03",7.6225
"546","2009-03-04",7.6625
"547","2009-03-05",7.675
"548","2009-03-06",7.5
"549","2009-03-09",7.3575
"550","2009-03-10",7.405
"551","2009-03-11",7.725
"552","2009-03-12",7.9075
"553","2009-03-13",7.9425
"554","2009-03-16",7.8325
"555","2009-03-17",7.83
"556","2009-03-18",8.1275
"557","2009-03-19",8.25
"558","2009-03-20",8.25
"559","2009-03-23",8.545
"560","2009-03-24",8.61
"561","2009-03-25",8.725
"562","2009-03-26",8.6425
"563","2009-03-27",8.6425
"564","2009-03-30",8.5325
"565","2009-03-31",8.61
"566","2009-04-01",8.245
"567","2009-04-02",8.355
"568","2009-04-03",8.395
"569","2009-04-06",8.41
"570","2009-04-07",8.2775
"571","2009-04-08",8.49
"572","2009-04-09",8.7475
"573","2009-04-13",8.7775
"574","2009-04-14",8.9625
"575","2009-04-15",9.085
"576","2009-04-16",8.9825
"577","2009-04-17",8.9875
"578","2009-04-20",8.7825
"579","2009-04-21",8.56
"580","2009-04-22",8.6075
"581","2009-04-23",8.525
"582","2009-04-24",8.5675
"583","2009-04-27",8.385
"584","2009-04-28",8.35
"585","2009-04-29",8.025
"586","2009-04-30",8.2075
"587","2009-05-01",8.2275
"588","2009-05-04",8.1325
"589","2009-05-05",8.125
"590","2009-05-06",7.7225
"591","2009-05-07",7.8075
"592","2009-05-08",7.815
"593","2009-05-11",7.9325
"594","2009-05-12",7.7875
"595","2009-05-13",7.5575
"596","2009-05-14",7.685
"597","2009-05-15",7.78
"598","2009-05-18",7.745
"599","2009-05-19",8.0125
"600","2009-05-20",7.86
"601","2009-05-21",7.785
"602","2009-05-22",7.875
"603","2009-05-26",8.275
"604","2009-05-27",8.4
"605","2009-05-28",8.5575
"606","2009-05-29",8.8075
"607","2009-06-01",8.9175
"608","2009-06-02",8.78
"609","2009-06-03",8.6075
"610","2009-06-04",8.68
"611","2009-06-05",8.6225
"612","2009-06-08",8.59
"613","2009-06-09",8.7525
"614","2009-06-10",9.0075
"615","2009-06-11",9.225
"616","2009-06-12",9.0875
"617","2009-06-15",8.9175
"618","2009-06-16",8.9475
"619","2009-06-17",9.095
"620","2009-06-18",9.0725
"621","2009-06-19",8.89
"622","2009-06-22",8.745
"623","2009-06-23",8.71
"624","2009-06-24",8.6875
"625","2009-06-25",8.8825
"626","2009-06-26",9.0925
"627","2009-06-29",9.1375
"628","2009-06-30",9.105
"629","2009-07-01",9.2
"630","2009-07-02",9.205
"631","2009-07-06",8.9575
"632","2009-07-07",8.7175
"633","2009-07-08",8.6375
"634","2009-07-09",8.75
"635","2009-07-10",8.8775
"636","2009-07-13",9
"637","2009-07-14",9.135
"638","2009-07-15",9.16
"639","2009-07-16",9.1875
"640","2009-07-17",9.235
"641","2009-07-20",9.21
"642","2009-07-21",9.255
"643","2009-07-22",9.47
"644","2009-07-23",9.67
"645","2009-07-24",9.635
"646","2009-07-27",9.3075
"647","2009-07-28",9.24
"648","2009-07-29",9.12
"649","2009-07-30",9.335
"650","2009-07-31",9.435
"651","2009-08-03",9.5325
"652","2009-08-04",9.66
"653","2009-08-05",9.5675
"654","2009-08-06",9.5275
"655","2009-08-07",9.64
"656","2009-08-10",9.61
"657","2009-08-11",9.49
"658","2009-08-12",9.695
"659","2009-08-13",9.9075
"660","2009-08-14",9.8775
"661","2009-08-17",9.5375
"662","2009-08-18",9.725
"663","2009-08-19",9.575
"664","2009-08-20",9.4075
"665","2009-08-21",9.5825
"666","2009-08-24",8.9875
"667","2009-08-25",8.8725
"668","2009-08-26",8.8625
"669","2009-08-27",8.9525
"670","2009-08-28",8.895
"671","2009-08-31",8.7925
"672","2009-09-01",8.655
"673","2009-09-02",8.54
"674","2009-09-03",8.6175
"675","2009-09-04",8.6825
"676","2009-09-08",8.895
"677","2009-09-09",9.04
"678","2009-09-10",8.7975
"679","2009-09-11",8.7075
"680","2009-09-14",8.92
"681","2009-09-15",9.195
"682","2009-09-16",9.54
"683","2009-09-17",9.575
"684","2009-09-18",9.68
"685","2009-09-21",9.8625
"686","2009-09-22",9.785
"687","2009-09-23",9.8375
"688","2009-09-24",9.7325
"689","2009-09-25",9.4575
"690","2009-09-28",9.3875
"691","2009-09-29",9.4325
"692","2009-09-30",9.3325
"693","2009-10-01",9.205
"694","2009-10-02",9.275
"695","2009-10-05",9.3375
"696","2009-10-06",9.435
"697","2009-10-07",9.575
"698","2009-10-08",9.675
"699","2009-10-09",9.6375
"700","2009-10-12",9.675
"701","2009-10-13",9.875
"702","2009-10-14",10.1375
"703","2009-10-15",10.2425
"704","2009-10-16",10.06
"705","2009-10-19",10.23
"706","2009-10-20",9.995
"707","2009-10-21",9.8875
"708","2009-10-22",9.9575
"709","2009-10-23",9.82
"710","2009-10-26",9.85
"711","2009-10-27",9.9125
"712","2009-10-28",9.3325
"713","2009-10-29",9.525
"714","2009-10-30",9.26
"715","2009-11-02",9.2325
"716","2009-11-03",9.1275
"717","2009-11-04",9.3525
"718","2009-11-05",9.535
"719","2009-11-06",9.515
"720","2009-11-09",9.76
"721","2009-11-10",9.78
"722","2009-11-11",9.8225
"723","2009-11-12",9.635
"724","2009-11-13",9.6125
"725","2009-11-16",9.56
"726","2009-11-17",9.475
"727","2009-11-18",9.3175
"728","2009-11-19",9.155
"729","2009-11-20",9.09
"730","2009-11-23",9.17
"731","2009-11-24",9.23
"732","2009-11-25",9.325
"733","2009-11-27",9.195
"734","2009-11-30",9.5175
"735","2009-12-01",9.5775
"736","2009-12-02",9.6325
"737","2009-12-03",9.72
"738","2009-12-04",9.83
"739","2009-12-07",9.805
"740","2009-12-08",9.5925
"741","2009-12-09",9.64
"742","2009-12-10",9.8225
"743","2009-12-11",9.64
"744","2009-12-14",9.5625
"745","2009-12-15",9.4525
"746","2009-12-16",9.485
"747","2009-12-17",9.36
"748","2009-12-18",9.5075
"749","2009-12-21",9.62
"750","2009-12-22",9.75
"751","2009-12-23",9.915
"752","2009-12-24",10.035
"753","2009-12-28",10.0825
"754","2009-12-29",10.1375
"755","2009-12-30",10.1675
"756","2009-12-31",10.1625
"757","2010-01-04",10.145
"758","2010-01-05",10.2425
"759","2010-01-06",10.235
"760","2010-01-07",10.1275
"761","2010-01-08",10.215
"762","2010-01-11",10.15
"763","2010-01-12",10.015
"764","2010-01-13",10.12
"765","2010-01-14",10.5525
"766","2010-01-15",10.3925
"767","2010-01-19",10.3725
"768","2010-01-20",10.29
"769","2010-01-21",10.1975
"770","2010-01-22",10.1175
"771","2010-01-25",10.06
"772","2010-01-26",10.12
"773","2010-01-27",10.1525
"774","2010-01-28",9.9875
"775","2010-01-29",9.855
"776","2010-02-01",9.995
"777","2010-02-02",10.1475
"778","2010-02-03",10.1375
"779","2010-02-04",10.8575
"780","2010-02-05",11.36
"781","2010-02-08",11.6275
"782","2010-02-09",11.44
"783","2010-02-10",11.39
"784","2010-02-11",11.505
"785","2010-02-12",11.4825
"786","2010-02-16",11.345
"787","2010-02-17",11.2625
"788","2010-02-18",11.625
"789","2010-02-19",11.9175
"790","2010-02-22",12.0375
"791","2010-02-23",11.91
"792","2010-02-24",11.98
"793","2010-02-25",11.975
"794","2010-02-26",12.16
"795","2010-03-01",12.075
"796","2010-03-02",12.045
"797","2010-03-03",12.0775
"798","2010-03-04",12.0025
"799","2010-03-05",12.0975
"800","2010-03-08",11.9575
"801","2010-03-09",11.9325
"802","2010-03-10",12.13
"803","2010-03-11",12.2475
"804","2010-03-12",12.35
"805","2010-03-15",12.32
"806","2010-03-16",12.2575
"807","2010-03-17",12.1225
"808","2010-03-18",12.0825
"809","2010-03-19",11.98
"810","2010-03-22",11.755
"811","2010-03-23",11.82
"812","2010-03-24",11.58
"813","2010-03-25",11.8625
"814","2010-03-26",11.8325
"815","2010-03-29",11.8875
"816","2010-03-30",11.8875
"817","2010-03-31",11.8675
"818","2010-04-01",11.8625
"819","2010-04-05",12.01
"820","2010-04-06",11.9925
"821","2010-04-07",11.9525
"822","2010-04-08",11.9375
"823","2010-04-09",11.925
"824","2010-04-12",11.855
"825","2010-04-13",11.8025
"826","2010-04-14",11.875
"827","2010-04-15",12.0475
"828","2010-04-16",12.0525
"829","2010-04-19",11.785
"830","2010-04-20",12.1075
"831","2010-04-21",12.205
"832","2010-04-22",12.2325
"833","2010-04-23",12.4575
"834","2010-04-26",12
"835","2010-04-27",11.735
"836","2010-04-28",11.75
"837","2010-04-29",11.7575
"838","2010-04-30",10.535
"839","2010-05-03",10.6275
"840","2010-05-04",10.5325
"841","2010-05-05",10.5225
"842","2010-05-06",10.2975
"843","2010-05-07",10.41
"844","2010-05-10",11.055
"845","2010-05-11",11.03
"846","2010-05-12",11.265
"847","2010-05-13",11.4275
"848","2010-05-14",11.4975
"849","2010-05-17",11.305
"850","2010-05-18",11.205
"851","2010-05-19",11.05
"852","2010-05-20",10.6675
"853","2010-05-21",10.7075
"854","2010-05-24",10.605
"855","2010-05-25",10.4725
"856","2010-05-26",10.5175
"857","2010-05-27",10.675
"858","2010-05-28",10.65
"859","2010-06-01",10.3925
"860","2010-06-02",10.5825
"861","2010-06-03",10.57
"862","2010-06-04",10.05
"863","2010-06-07",10.02
"864","2010-06-08",10.0625
"865","2010-06-09",9.99
"866","2010-06-10",10.2175
"867","2010-06-11",10.2725
"868","2010-06-14",10.0075
"869","2010-06-15",10.06
"870","2010-06-16",10.0125
"871","2010-06-17",9.8475
"872","2010-06-18",9.8875
"873","2010-06-21",9.6875
"874","2010-06-22",9.805
"875","2010-06-23",9.6775
"876","2010-06-24",9.5375
"877","2010-06-25",9.51
"878","2010-06-28",9.625
"879","2010-06-29",9.36
"880","2010-06-30",9.385
"881","2010-07-01",9.075
"882","2010-07-02",9.3375
"883","2010-07-06",9.45
"884","2010-07-07",9.61
"885","2010-07-08",9.67
"886","2010-07-09",9.7725
"887","2010-07-12",9.76
"888","2010-07-13",10.2325
"889","2010-07-14",10.425
"890","2010-07-15",10.23
"891","2010-07-16",9.915
"892","2010-07-19",9.93
"893","2010-07-20",10.1075
"894","2010-07-21",10.1275
"895","2010-07-22",10.34
"896","2010-07-23",10.0925
"897","2010-07-26",10.1675
"898","2010-07-27",10.3225
"899","2010-07-28",10.06
"900","2010-07-29",10.04
"901","2010-07-30",9.875
"902","2010-08-02",9.925
"903","2010-08-03",9.9025
"904","2010-08-04",10.1425
"905","2010-08-05",10.095
"906","2010-08-06",9.88
"907","2010-08-09",9.84
"908","2010-08-10",9.7475
"909","2010-08-11",9.515
"910","2010-08-12",9.4825
"911","2010-08-13",9.5
"912","2010-08-16",9.59
"913","2010-08-17",9.295
"914","2010-08-18",9.3125
"915","2010-08-19",10.735
"916","2010-08-20",10.74
"917","2010-08-23",10.6425
"918","2010-08-24",10.645
"919","2010-08-25",10.72
"920","2010-08-26",10.7075
"921","2010-08-27",11.23
"922","2010-08-30",10.9075
"923","2010-08-31",11
"924","2010-09-01",11.1925
"925","2010-09-02",11.2
"926","2010-09-03",11.3
"927","2010-09-07",11.1025
"928","2010-09-08",11.175
"929","2010-09-09",11.325
"930","2010-09-10",11.2225
"931","2010-09-13",11.365
"932","2010-09-14",11.325
"933","2010-09-15",11.2425
"934","2010-09-16",11.125
"935","2010-09-17",11.1225
"936","2010-09-20",11.7675
"937","2010-09-21",11.8475
"938","2010-09-22",11.5375
"939","2010-09-23",11.55
"940","2010-09-24",11.7425
"941","2010-09-27",11.755
"942","2010-09-28",11.875
"943","2010-09-29",12.05
"944","2010-09-30",11.76
"945","2010-10-01",11.7675
"946","2010-10-04",11.6175
"947","2010-10-05",11.6675
"948","2010-10-06",11.4375
"949","2010-10-07",11.4725
"950","2010-10-08",11.665
"951","2010-10-11",11.625
"952","2010-10-12",11.7125
"953","2010-10-13",11.9
"954","2010-10-14",11.9575
"955","2010-10-15",12.04
"956","2010-10-18",11.9525
"957","2010-10-19",11.49
"958","2010-10-20",11.6075
"959","2010-10-21",11.5075
"960","2010-10-22",11.6225
"961","2010-10-25",11.945
"962","2010-10-26",11.34
"963","2010-10-27",11.3675
"964","2010-10-28",10.8775
"965","2010-10-29",11.0575
"966","2010-11-01",10.875
"967","2010-11-02",11.0075
