"","date","PCRX"
"241","2012-01-18",8.74
"242","2012-01-19",8.49
"243","2012-01-20",8.85
"244","2012-01-23",8.85
"245","2012-01-24",8.7
"246","2012-01-25",9.06
"247","2012-01-26",9.1
"248","2012-01-27",10.04
"249","2012-01-30",10.83
"250","2012-01-31",10.8
"251","2012-02-01",11
"252","2012-02-02",10.89
"253","2012-02-03",10.72
"254","2012-02-06",10.41
"255","2012-02-07",10.03
"256","2012-02-08",10.49
"257","2012-02-09",10.4
"258","2012-02-10",10.32
"259","2012-02-13",10.52
"260","2012-02-14",10.85
"261","2012-02-15",10.52
"262","2012-02-16",10.21
"263","2012-02-17",10.69
"264","2012-02-21",10.1
"265","2012-02-22",10.35
"266","2012-02-23",10.55
"267","2012-02-24",10.7
"268","2012-02-27",10.93
"269","2012-02-28",10.91
"270","2012-02-29",10.7
"271","2012-03-01",10.75
"272","2012-03-02",10.52
"273","2012-03-05",10.56
"274","2012-03-06",10.51
"275","2012-03-07",10.49
"276","2012-03-08",10.69
"277","2012-03-09",11.15
"278","2012-03-12",10.98
"279","2012-03-13",11.27
"280","2012-03-14",11.46
"281","2012-03-15",11.78
"282","2012-03-16",11.85
"283","2012-03-19",11.39
"284","2012-03-20",11.13
"285","2012-03-21",11.09
"286","2012-03-22",10.98
"287","2012-03-23",11.44
"288","2012-03-26",11.62
"289","2012-03-27",11.59
"290","2012-03-28",11.25
"291","2012-03-29",11.29
"292","2012-03-30",11.54
"293","2012-04-02",11.24
"294","2012-04-03",11.02
"295","2012-04-04",10.75
"296","2012-04-05",10.84
"297","2012-04-09",10.5
"298","2012-04-10",10
"299","2012-04-11",10.12
"300","2012-04-12",9.73
"301","2012-04-13",9.75
"302","2012-04-16",9.75
"303","2012-04-17",9.98
"304","2012-04-18",10.03
"305","2012-04-19",10.24
"306","2012-04-20",10.23
"307","2012-04-23",10.03
"308","2012-04-24",10.14
"309","2012-04-25",10.53
"310","2012-04-26",10.95
"311","2012-04-27",11.17
"312","2012-04-30",11.21
"313","2012-05-01",11.01
"314","2012-05-02",11
"315","2012-05-03",10.87
"316","2012-05-04",10.7
"317","2012-05-07",10.74
"318","2012-05-08",10.57
"319","2012-05-09",10.18
"320","2012-05-10",10.76
"321","2012-05-11",10.85
"322","2012-05-14",10.73
"323","2012-05-15",10.76
"324","2012-05-16",10.53
"325","2012-05-17",9.94
"326","2012-05-18",10.15
"327","2012-05-21",10.75
"328","2012-05-22",10.5
"329","2012-05-23",10.74
"330","2012-05-24",10.9
"331","2012-05-25",10.73
"332","2012-05-29",10.97
"333","2012-05-30",10.67
"334","2012-05-31",10.62
"335","2012-06-01",10.12
"336","2012-06-04",10.16
"337","2012-06-05",10.81
"338","2012-06-06",11.45
"339","2012-06-07",11.68
"340","2012-06-08",12.07
"341","2012-06-11",12.96
"342","2012-06-12",13.8
"343","2012-06-13",13.76
"344","2012-06-14",13.94
"345","2012-06-15",14.14
"346","2012-06-18",14.71
"347","2012-06-19",15.12
"348","2012-06-20",15.21
"349","2012-06-21",15.4
"350","2012-06-22",15.5
"351","2012-06-25",15.96
"352","2012-06-26",15.89
"353","2012-06-27",16.25
"354","2012-06-28",16.35
"355","2012-06-29",16.040001
"356","2012-07-02",16.24
"357","2012-07-03",16.129999
"358","2012-07-05",16.200001
"359","2012-07-06",15.87
"360","2012-07-09",15.83
"361","2012-07-10",15.39
"362","2012-07-11",15.31
"363","2012-07-12",15.18
"364","2012-07-13",15.54
"365","2012-07-16",15.67
"366","2012-07-17",15.52
"367","2012-07-18",15.47
"368","2012-07-19",15.4
"369","2012-07-20",15.27
"370","2012-07-23",14.82
"371","2012-07-24",14.67
"372","2012-07-25",14.44
"373","2012-07-26",14.98
"374","2012-07-27",15.6
"375","2012-07-30",15.5
"376","2012-07-31",15.31
"377","2012-08-01",15.23
"378","2012-08-02",15.17
"379","2012-08-03",15.42
"380","2012-08-06",15.06
"381","2012-08-07",14.7
"382","2012-08-08",14.94
"383","2012-08-09",16.200001
"384","2012-08-10",15.54
"385","2012-08-13",15.58
"386","2012-08-14",17
"387","2012-08-15",16.93
"388","2012-08-16",16.9
"389","2012-08-17",16.67
"390","2012-08-20",16.68
"391","2012-08-21",16.559999
"392","2012-08-22",17.049999
"393","2012-08-23",17.629999
"394","2012-08-24",17.450001
"395","2012-08-27",17.879999
"396","2012-08-28",18.5
"397","2012-08-29",18.700001
"398","2012-08-30",18.389999
"399","2012-08-31",18.16
"400","2012-09-04",18.5
"401","2012-09-05",18.24
"402","2012-09-06",18.139999
"403","2012-09-07",18.059999
"404","2012-09-10",17.969999
"405","2012-09-11",17.17
"406","2012-09-12",17.129999
"407","2012-09-13",16.9
"408","2012-09-14",17.07
"409","2012-09-17",17.440001
"410","2012-09-18",16.790001
"411","2012-09-19",17.969999
"412","2012-09-20",18.549999
"413","2012-09-21",19.02
"414","2012-09-24",18.620001
"415","2012-09-25",18.219999
"416","2012-09-26",17.540001
"417","2012-09-27",17.870001
"418","2012-09-28",17.4
"419","2012-10-01",17.950001
"420","2012-10-02",17.73
"421","2012-10-03",18.709999
"422","2012-10-04",18.690001
"423","2012-10-05",18.549999
"424","2012-10-08",18.389999
"425","2012-10-09",18.049999
"426","2012-10-10",17.68
"427","2012-10-11",17.67
"428","2012-10-12",17.950001
"429","2012-10-15",17.99
"430","2012-10-16",17.9
"431","2012-10-17",17.940001
"432","2012-10-18",16.879999
"433","2012-10-19",16.299999
"434","2012-10-22",16.040001
"435","2012-10-23",16.23
"436","2012-10-24",16.200001
"437","2012-10-25",16.02
"438","2012-10-26",15.63
"439","2012-10-31",15.73
"440","2012-11-01",15.88
"441","2012-11-02",15.76
"442","2012-11-05",15.71
"443","2012-11-06",15.73
"444","2012-11-07",15.32
"445","2012-11-08",15.36
"446","2012-11-09",15.66
"447","2012-11-12",15.9
"448","2012-11-13",16.25
"449","2012-11-14",16.16
"450","2012-11-15",15.27
"451","2012-11-16",15.55
"452","2012-11-19",15.78
"453","2012-11-20",16
"454","2012-11-21",16
"455","2012-11-23",16.219999
"456","2012-11-26",16.24
"457","2012-11-27",16.639999
"458","2012-11-28",16.93
"459","2012-11-29",17.18
"460","2012-11-30",17.049999
"461","2012-12-03",16.99
"462","2012-12-04",16.950001
"463","2012-12-05",16.57
"464","2012-12-06",16.25
"465","2012-12-07",16.27
"466","2012-12-10",15.96
"467","2012-12-11",16.08
"468","2012-12-12",16
"469","2012-12-13",15.44
"470","2012-12-14",15.43
"471","2012-12-17",16.17
"472","2012-12-18",16.23
"473","2012-12-19",16.030001
"474","2012-12-20",16.370001
"475","2012-12-21",16.5
"476","2012-12-24",16.620001
"477","2012-12-26",17.02
"478","2012-12-27",17.25
"479","2012-12-28",17.42
"480","2012-12-31",17.469999
"481","2013-01-02",17.379999
"482","2013-01-03",17.549999
"483","2013-01-04",17.91
"484","2013-01-07",17.93
"485","2013-01-08",18.41
"486","2013-01-09",18.450001
"487","2013-01-10",18.65
"488","2013-01-11",19.120001
"489","2013-01-14",18.58
"490","2013-01-15",18.950001
"491","2013-01-16",18.73
"492","2013-01-17",19.43
"493","2013-01-18",20.049999
"494","2013-01-22",19.940001
"495","2013-01-23",19.9
"496","2013-01-24",19.91
"497","2013-01-25",19.879999
"498","2013-01-28",19.92
"499","2013-01-29",19.66
"500","2013-01-30",19.549999
"501","2013-01-31",19.379999
"502","2013-02-01",20.780001
"503","2013-02-04",20.129999
"504","2013-02-05",20.219999
"505","2013-02-06",20.209999
"506","2013-02-07",19.620001
"507","2013-02-08",19.559999
"508","2013-02-11",19.77
"509","2013-02-12",19.59
"510","2013-02-13",19.790001
"511","2013-02-14",19.73
"512","2013-02-15",19.870001
"513","2013-02-19",20.139999
"514","2013-02-20",20.469999
"515","2013-02-21",20.35
"516","2013-02-22",20.629999
"517","2013-02-25",20.540001
"518","2013-02-26",20.870001
"519","2013-02-27",21.68
"520","2013-02-28",21.860001
"521","2013-03-01",23.42
"522","2013-03-04",23.940001
"523","2013-03-05",25.370001
"524","2013-03-06",25.92
"525","2013-03-07",26.1
"526","2013-03-08",28.18
"527","2013-03-11",29.280001
"528","2013-03-12",28.92
"529","2013-03-13",29.4
"530","2013-03-14",30
"531","2013-03-15",30.08
"532","2013-03-18",28.280001
"533","2013-03-19",27.049999
"534","2013-03-20",27.24
"535","2013-03-21",27.5
"536","2013-03-22",27.6
"537","2013-03-25",28.34
"538","2013-03-26",28.690001
"539","2013-03-27",28.92
"540","2013-03-28",28.860001
"541","2013-04-01",28.559999
"542","2013-04-02",28.280001
"543","2013-04-03",27.48
"544","2013-04-04",28.33
"545","2013-04-05",28.389999
"546","2013-04-08",28.65
"547","2013-04-09",29.08
"548","2013-04-10",29.280001
"549","2013-04-11",29.299999
"550","2013-04-12",29.98
"551","2013-04-15",28.9
"552","2013-04-16",29.459999
"553","2013-04-17",29.5
"554","2013-04-18",28.059999
"555","2013-04-19",28.57
"556","2013-04-22",29.360001
"557","2013-04-23",29.879999
"558","2013-04-24",29.200001
"559","2013-04-25",28.6
"560","2013-04-26",28.139999
"561","2013-04-29",28.92
"562","2013-04-30",28.870001
"563","2013-05-01",27.620001
"564","2013-05-02",28.940001
"565","2013-05-03",28.98
"566","2013-05-06",28.389999
"567","2013-05-07",27
"568","2013-05-08",25.84
"569","2013-05-09",27.530001
"570","2013-05-10",28.309999
"571","2013-05-13",29.07
"572","2013-05-14",29.07
"573","2013-05-15",29.25
"574","2013-05-16",29.17
"575","2013-05-17",29.440001
"576","2013-05-20",28.440001
"577","2013-05-21",28.84
"578","2013-05-22",29.08
"579","2013-05-23",29.73
"580","2013-05-24",29.299999
"581","2013-05-28",29.620001
"582","2013-05-29",29.92
"583","2013-05-30",29.969999
"584","2013-05-31",29.299999
"585","2013-06-03",29.959999
"586","2013-06-04",29.49
"587","2013-06-05",28.9
"588","2013-06-06",28.469999
"589","2013-06-07",29.459999
"590","2013-06-10",29.91
"591","2013-06-11",29.870001
"592","2013-06-12",29.9
"593","2013-06-13",30.26
"594","2013-06-14",29.83
"595","2013-06-17",29.790001
"596","2013-06-18",29.49
"597","2013-06-19",29.629999
"598","2013-06-20",28.84
"599","2013-06-21",29.549999
"600","2013-06-24",27.790001
"601","2013-06-25",27.34
"602","2013-06-26",27.82
"603","2013-06-27",28.52
"604","2013-06-28",29
"605","2013-07-01",29.370001
"606","2013-07-02",30.01
"607","2013-07-03",30.780001
"608","2013-07-05",30.780001
"609","2013-07-08",30.440001
"610","2013-07-09",30.540001
"611","2013-07-10",30.059999
"612","2013-07-11",31.4
"613","2013-07-12",32.009998
"614","2013-07-15",33.009998
"615","2013-07-16",32.900002
"616","2013-07-17",33.939999
"617","2013-07-18",34.330002
"618","2013-07-19",35.23
"619","2013-07-22",35.52
"620","2013-07-23",35.130001
"621","2013-07-24",33.970001
"622","2013-07-25",34.389999
"623","2013-07-26",34.709999
"624","2013-07-29",34.5
"625","2013-07-30",34.32
"626","2013-07-31",33.93
"627","2013-08-01",34.110001
"628","2013-08-02",34.5
"629","2013-08-05",35.060001
"630","2013-08-06",36.560001
"631","2013-08-07",35.040001
"632","2013-08-08",35.43
"633","2013-08-09",35.549999
"634","2013-08-12",35.669998
"635","2013-08-13",36.439999
"636","2013-08-14",37.619999
"637","2013-08-15",36.139999
"638","2013-08-16",36.110001
"639","2013-08-19",36.060001
"640","2013-08-20",36.810001
"641","2013-08-21",36.82
"642","2013-08-22",36.860001
"643","2013-08-23",36.580002
"644","2013-08-26",36.970001
"645","2013-08-27",36.040001
"646","2013-08-28",36.27
"647","2013-08-29",36.639999
"648","2013-08-30",36.220001
"649","2013-09-03",36.990002
"650","2013-09-04",37.900002
"651","2013-09-05",37.68
"652","2013-09-06",36.650002
"653","2013-09-09",37.25
"654","2013-09-10",37.25
"655","2013-09-11",37.110001
"656","2013-09-12",38.209999
"657","2013-09-13",39.549999
"658","2013-09-16",40.650002
"659","2013-09-17",40.830002
"660","2013-09-18",40.810001
"661","2013-09-19",40.970001
"662","2013-09-20",41.91
"663","2013-09-23",41.450001
"664","2013-09-24",42.549999
"665","2013-09-25",46.700001
"666","2013-09-26",47.439999
"667","2013-09-27",47.470001
"668","2013-09-30",48.080002
"669","2013-10-01",50.849998
"670","2013-10-02",52.869999
"671","2013-10-03",52.639999
"672","2013-10-04",53.77
"673","2013-10-07",53.540001
"674","2013-10-08",51.740002
"675","2013-10-09",50.139999
"676","2013-10-10",52.470001
"677","2013-10-11",53.09
"678","2013-10-14",53.700001
"679","2013-10-15",53.580002
"680","2013-10-16",54.450001
"681","2013-10-17",54.32
"682","2013-10-18",54.189999
"683","2013-10-21",52.509998
"684","2013-10-22",52.290001
"685","2013-10-23",51.189999
"686","2013-10-24",50.790001
"687","2013-10-25",49.369999
"688","2013-10-28",49.48
"689","2013-10-29",49.490002
"690","2013-10-30",48.59
"691","2013-10-31",50.509998
"692","2013-11-01",51.57
"693","2013-11-04",52.720001
"694","2013-11-05",53.43
"695","2013-11-06",50.560001
"696","2013-11-07",47.740002
"697","2013-11-08",51.439999
"698","2013-11-11",51.75
"699","2013-11-12",52.25
"700","2013-11-13",54.66
"701","2013-11-14",54.779999
"702","2013-11-15",55.849998
"703","2013-11-18",54.939999
"704","2013-11-19",54.310001
"705","2013-11-20",52.240002
"706","2013-11-21",53.580002
"707","2013-11-22",54.630001
"708","2013-11-25",54.549999
"709","2013-11-26",54.400002
"710","2013-11-27",54.619999
"711","2013-11-29",55.189999
"712","2013-12-02",55.720001
"713","2013-12-03",54.599998
"714","2013-12-04",53.43
"715","2013-12-05",52.509998
"716","2013-12-06",51.869999
"717","2013-12-09",50.669998
"718","2013-12-10",50.779999
"719","2013-12-11",49.43
"720","2013-12-12",49.18
"721","2013-12-13",50.07
"722","2013-12-16",49.709999
"723","2013-12-17",48.689999
"724","2013-12-18",48.860001
"725","2013-12-19",49.360001
"726","2013-12-20",49.689999
"727","2013-12-23",55.93
"728","2013-12-24",56.5
"729","2013-12-26",56.970001
"730","2013-12-27",56.490002
"731","2013-12-30",56.490002
"732","2013-12-31",57.490002
"733","2014-01-02",56.52
"734","2014-01-03",56.32
"735","2014-01-06",55.830002
"736","2014-01-07",57.259998
"737","2014-01-08",60.130001
"738","2014-01-09",65
"739","2014-01-10",65.629997
"740","2014-01-13",63.669998
"741","2014-01-14",65.150002
"742","2014-01-15",64.739998
"743","2014-01-16",65.279999
"744","2014-01-17",65.089996
"745","2014-01-21",65.559998
"746","2014-01-22",65.029999
"747","2014-01-23",64.660004
"748","2014-01-24",63.259998
"749","2014-01-27",62.470001
"750","2014-01-28",64.419998
"751","2014-01-29",62.040001
"752","2014-01-30",66.25
"753","2014-01-31",68.529999
"754","2014-02-03",65.300003
"755","2014-02-04",64.910004
"756","2014-02-05",63.900002
"757","2014-02-06",62.889999
"758","2014-02-07",64.25
"759","2014-02-10",63.91
"760","2014-02-11",63.110001
"761","2014-02-12",61.869999
"762","2014-02-13",70.099998
"763","2014-02-14",68.019997
"764","2014-02-18",69.580002
"765","2014-02-19",70.489998
"766","2014-02-20",71.879997
"767","2014-02-21",72.169998
"768","2014-02-24",73.330002
"769","2014-02-25",78.139999
"770","2014-02-26",78.050003
"771","2014-02-27",79.290001
"772","2014-02-28",78.239998
"773","2014-03-03",78.559998
"774","2014-03-04",80.43
"775","2014-03-05",80.230003
"776","2014-03-06",76.449997
"777","2014-03-07",74.43
"778","2014-03-10",74.07
"779","2014-03-11",73.690002
"780","2014-03-12",71.900002
"781","2014-03-13",71.440002
"782","2014-03-14",71.279999
"783","2014-03-17",71.5
"784","2014-03-18",74.93
"785","2014-03-19",74.790001
"786","2014-03-20",74.010002
"787","2014-03-21",68.57
"788","2014-03-24",65.540001
"789","2014-03-25",64.089996
"790","2014-03-26",62.950001
"791","2014-03-27",64.68
"792","2014-03-28",63.209999
"793","2014-03-31",69.989998
"794","2014-04-01",72.25
"795","2014-04-02",69.019997
"796","2014-04-03",69.029999
"797","2014-04-04",64.379997
"798","2014-04-07",63.610001
"799","2014-04-08",65.449997
"800","2014-04-09",72.879997
"801","2014-04-10",66.970001
"802","2014-04-11",66.019997
"803","2014-04-14",63.93
"804","2014-04-15",64.209999
"805","2014-04-16",67.720001
"806","2014-04-17",66.050003
"807","2014-04-21",70.029999
"808","2014-04-22",71.730003
"809","2014-04-23",68.300003
"810","2014-04-24",67.779999
"811","2014-04-25",70.330002
"812","2014-04-28",65.57
"813","2014-04-29",67.010002
"814","2014-04-30",68.489998
"815","2014-05-01",72.220001
"816","2014-05-02",72.839996
"817","2014-05-05",73.160004
"818","2014-05-06",73.870003
"819","2014-05-07",74.650002
"820","2014-05-08",75.559998
"821","2014-05-09",73.5
"822","2014-05-12",77.309998
"823","2014-05-13",76.25
"824","2014-05-14",74.169998
"825","2014-05-15",75.209999
"826","2014-05-16",75.110001
"827","2014-05-19",76.260002
"828","2014-05-20",76.68
"829","2014-05-21",74.790001
"830","2014-05-22",74.75
"831","2014-05-23",76.220001
"832","2014-05-27",78.18
"833","2014-05-28",78.449997
"834","2014-05-29",78.419998
"835","2014-05-30",77.610001
"836","2014-06-02",79.599998
"837","2014-06-03",81
"838","2014-06-04",82.169998
"839","2014-06-05",82.529999
"840","2014-06-06",83.669998
"841","2014-06-09",84.620003
"842","2014-06-10",83.900002
"843","2014-06-11",83.25
"844","2014-06-12",82
"845","2014-06-13",82.089996
"846","2014-06-16",84.010002
"847","2014-06-17",86.019997
"848","2014-06-18",86.360001
"849","2014-06-19",86.300003
"850","2014-06-20",88.120003
"851","2014-06-23",89.279999
"852","2014-06-24",88.199997
"853","2014-06-25",86.760002
"854","2014-06-26",88.5
"855","2014-06-27",91.010002
"856","2014-06-30",91.860001
"857","2014-07-01",92.900002
"858","2014-07-02",92.379997
"859","2014-07-03",93.709999
"860","2014-07-07",88.940002
"861","2014-07-08",84.160004
"862","2014-07-09",84.5
"863","2014-07-10",85.519997
"864","2014-07-11",86.459999
"865","2014-07-14",88.239998
"866","2014-07-15",86.25
"867","2014-07-16",85.139999
"868","2014-07-17",83.309998
"869","2014-07-18",85.190002
"870","2014-07-21",85.839996
"871","2014-07-22",86.650002
"872","2014-07-23",86.519997
"873","2014-07-24",86.730003
"874","2014-07-25",85.540001
"875","2014-07-28",85.970001
"876","2014-07-29",87.330002
"877","2014-07-30",87.830002
"878","2014-07-31",92
"879","2014-08-01",95.93
"880","2014-08-04",95.379997
"881","2014-08-05",96.809998
"882","2014-08-06",98.150002
"883","2014-08-07",99.559998
"884","2014-08-08",101.129997
"885","2014-08-11",100.93
"886","2014-08-12",102.120003
"887","2014-08-13",103.239998
"888","2014-08-14",103.470001
"889","2014-08-15",103.010002
"890","2014-08-18",105.129997
"891","2014-08-19",105.529999
"892","2014-08-20",104.410004
"893","2014-08-21",103.010002
"894","2014-08-22",104.730003
"895","2014-08-25",107.529999
"896","2014-08-26",107.709999
"897","2014-08-27",107.129997
"898","2014-08-28",107.790001
"899","2014-08-29",108.260002
"900","2014-09-02",108.25
"901","2014-09-03",104.019997
"902","2014-09-04",101.25
"903","2014-09-05",102.360001
"904","2014-09-08",104.139999
"905","2014-09-09",102.349998
"906","2014-09-10",102.860001
"907","2014-09-11",103.230003
"908","2014-09-12",104.220001
"909","2014-09-15",99.610001
"910","2014-09-16",101.849998
"911","2014-09-17",103.160004
"912","2014-09-18",105.25
"913","2014-09-19",101.18
"914","2014-09-22",104.129997
"915","2014-09-23",101.199997
"916","2014-09-24",106.279999
"917","2014-09-25",94.620003
"918","2014-09-26",98
"919","2014-09-29",99.160004
"920","2014-09-30",96.919998
"921","2014-10-01",95.669998
"922","2014-10-02",97.400002
"923","2014-10-03",100.370003
"924","2014-10-06",98.349998
"925","2014-10-07",97.550003
"926","2014-10-08",101.330002
"927","2014-10-09",95.559998
"928","2014-10-10",94.889999
"929","2014-10-13",94.18
"930","2014-10-14",99.370003
"931","2014-10-15",102.800003
"932","2014-10-16",104.43
"933","2014-10-17",101.650002
"934","2014-10-20",98.910004
"935","2014-10-21",100.849998
"936","2014-10-22",101.300003
"937","2014-10-23",104.129997
"938","2014-10-24",106.440002
"939","2014-10-27",107.800003
"940","2014-10-28",107.540001
"941","2014-10-29",105.809998
"942","2014-10-30",91.110001
"943","2014-10-31",92.82
"944","2014-11-03",91.260002
"945","2014-11-04",89.980003
"946","2014-11-05",87.709999
"947","2014-11-06",90.199997
"948","2014-11-07",86.019997
"949","2014-11-10",87.830002
"950","2014-11-11",86.980003
"951","2014-11-12",89.410004
"952","2014-11-13",88.949997
"953","2014-11-14",88.099998
"954","2014-11-17",87.559998
"955","2014-11-18",90.739998
"956","2014-11-19",89.169998
"957","2014-11-20",91.709999
"958","2014-11-21",88.730003
"959","2014-11-24",92.650002
"960","2014-11-25",94.879997
"961","2014-11-26",96.25
"962","2014-11-28",93.93
"963","2014-12-01",90.879997
"964","2014-12-02",91.629997
"965","2014-12-03",95.290001
"966","2014-12-04",93.93
"967","2014-12-05",94.629997
"968","2014-12-08",93.32
"969","2014-12-09",94.849998
"970","2014-12-10",91.730003
"971","2014-12-11",93.230003
"972","2014-12-12",91.110001
"973","2014-12-15",91
