"","date","TTGT"
"166","2008-01-11",14.04
"167","2008-01-14",14.12
"168","2008-01-15",14.21
"169","2008-01-16",13.48
"170","2008-01-17",13.04
"171","2008-01-18",12.73
"172","2008-01-22",12.47
"173","2008-01-23",13.1
"174","2008-01-24",12.64
"175","2008-01-25",12.86
"176","2008-01-28",13.33
"177","2008-01-29",13.73
"178","2008-01-30",13.25
"179","2008-01-31",13.31
"180","2008-02-01",13.62
"181","2008-02-04",13.66
"182","2008-02-05",13.43
"183","2008-02-06",12.71
"184","2008-02-07",12
"185","2008-02-08",12.27
"186","2008-02-11",12.33
"187","2008-02-12",13.16
"188","2008-02-13",13.41
"189","2008-02-14",13.34
"190","2008-02-15",13.43
"191","2008-02-19",11.76
"192","2008-02-20",12.25
"193","2008-02-21",12
"194","2008-02-22",12.02
"195","2008-02-25",12.23
"196","2008-02-26",12.07
"197","2008-02-27",12.25
"198","2008-02-28",12.02
"199","2008-02-29",11.62
"200","2008-03-03",10.92
"201","2008-03-04",10.93
"202","2008-03-05",11.04
"203","2008-03-06",10.72
"204","2008-03-07",11.34
"205","2008-03-10",10.49
"206","2008-03-11",11.65
"207","2008-03-12",11.82
"208","2008-03-13",12.64
"209","2008-03-14",12.07
"210","2008-03-17",11.8
"211","2008-03-18",12.9
"212","2008-03-19",12.77
"213","2008-03-20",13.22
"214","2008-03-24",14.59
"215","2008-03-25",14.25
"216","2008-03-26",14.47
"217","2008-03-27",14.35
"218","2008-03-28",13.9
"219","2008-03-31",14.17
"220","2008-04-01",14.44
"221","2008-04-02",15.11
"222","2008-04-03",14.53
"223","2008-04-04",14.61
"224","2008-04-07",14.54
"225","2008-04-08",14.57
"226","2008-04-09",14.59
"227","2008-04-10",14.69
"228","2008-04-11",14.23
"229","2008-04-14",13.92
"230","2008-04-15",13.8
"231","2008-04-16",13.07
"232","2008-04-17",13
"233","2008-04-18",13.13
"234","2008-04-21",12.36
"235","2008-04-22",12.06
"236","2008-04-23",11.97
"237","2008-04-24",11.86
"238","2008-04-25",11.73
"239","2008-04-28",11.69
"240","2008-04-29",13.21
"241","2008-04-30",13.42
"242","2008-05-01",13.72
"243","2008-05-02",14.5
"244","2008-05-05",14.33
"245","2008-05-06",14.77
"246","2008-05-07",13.83
"247","2008-05-08",13.96
"248","2008-05-09",12.99
"249","2008-05-12",13
"250","2008-05-13",12.92
"251","2008-05-14",12.87
"252","2008-05-15",13
"253","2008-05-16",12.45
"254","2008-05-19",12.42
"255","2008-05-20",12.72
"256","2008-05-21",12.31
"257","2008-05-22",12.52
"258","2008-05-23",12.15
"259","2008-05-27",12.74
"260","2008-05-28",12.67
"261","2008-05-29",12.53
"262","2008-05-30",12.14
"263","2008-06-02",12.16
"264","2008-06-03",12.1
"265","2008-06-04",12.7
"266","2008-06-05",13.05
"267","2008-06-06",12.55
"268","2008-06-09",12.01
"269","2008-06-10",12.03
"270","2008-06-11",11.39
"271","2008-06-12",11.49
"272","2008-06-13",11.81
"273","2008-06-16",12.04
"274","2008-06-17",11.52
"275","2008-06-18",11.47
"276","2008-06-19",11.79
"277","2008-06-20",11.51
"278","2008-06-23",11.1
"279","2008-06-24",10.75
"280","2008-06-25",11.04
"281","2008-06-26",10.8
"282","2008-06-27",10.78
"283","2008-06-30",10.56
"284","2008-07-01",9.97
"285","2008-07-02",9.5
"286","2008-07-03",9.5
"287","2008-07-07",9.33
"288","2008-07-08",10
"289","2008-07-09",10
"290","2008-07-10",9.97
"291","2008-07-11",9.83
"292","2008-07-14",9.59
"293","2008-07-15",9.48
"294","2008-07-16",9.62
"295","2008-07-17",9.65
"296","2008-07-18",9.74
"297","2008-07-21",9.93
"298","2008-07-22",10.36
"299","2008-07-23",10.45
"300","2008-07-24",7.31
"301","2008-07-25",7.15
"302","2008-07-28",7.15
"303","2008-07-29",7.17
"304","2008-07-30",7.1
"305","2008-07-31",7.09
"306","2008-08-01",7.06
"307","2008-08-04",7.05
"308","2008-08-05",7.06
"309","2008-08-06",7.07
"310","2008-08-07",7.1
"311","2008-08-08",7.1
"312","2008-08-11",7.4
"313","2008-08-12",7.5
"314","2008-08-13",7.68
"315","2008-08-14",7.62
"316","2008-08-15",7.47
"317","2008-08-18",7.25
"318","2008-08-19",6.6
"319","2008-08-20",6.9
"320","2008-08-21",6.95
"321","2008-08-22",6.76
"322","2008-08-25",6.55
"323","2008-08-26",7.01
"324","2008-08-27",7.07
"325","2008-08-28",7.41
"326","2008-08-29",7.2
"327","2008-09-02",8.1
"328","2008-09-03",7.98
"329","2008-09-04",7.52
"330","2008-09-05",7.4
"331","2008-09-08",7.45
"332","2008-09-09",7.21
"333","2008-09-10",6.99
"334","2008-09-11",7.16
"335","2008-09-12",6.98
"336","2008-09-15",6.44
"337","2008-09-16",6.83
"338","2008-09-17",6
"339","2008-09-18",6.66
"340","2008-09-19",8.26
"341","2008-09-22",7.2
"342","2008-09-23",7.65
"343","2008-09-24",7.62
"344","2008-09-25",7.67
"345","2008-09-26",7.04
"346","2008-09-29",6.82
"347","2008-09-30",7
"348","2008-10-01",6.36
"349","2008-10-02",5.77
"350","2008-10-03",5.51
"351","2008-10-06",5.08
"352","2008-10-07",4.76
"353","2008-10-08",4.77
"354","2008-10-09",3.68
"355","2008-10-10",5.01
"356","2008-10-13",5.88
"357","2008-10-14",5.14
"358","2008-10-15",4.63
"359","2008-10-16",6.67
"360","2008-10-17",5.64
"361","2008-10-20",5.99
"362","2008-10-21",5.43
"363","2008-10-22",4.39
"364","2008-10-23",4.16
"365","2008-10-24",4.56
"366","2008-10-27",4
"367","2008-10-28",5.82
"368","2008-10-29",4.25
"369","2008-10-30",4.41
"370","2008-10-31",4.89
"371","2008-11-03",4.79
"372","2008-11-04",5.08
"373","2008-11-05",5.15
"374","2008-11-06",4.83
"375","2008-11-07",4.3
"376","2008-11-10",4.45
"377","2008-11-11",3.95
"378","2008-11-12",3.8
"379","2008-11-13",4
"380","2008-11-14",3.58
"381","2008-11-17",3.45
"382","2008-11-18",3.03
"383","2008-11-19",2.75
"384","2008-11-20",2.31
"385","2008-11-21",3.36
"386","2008-11-24",3.78
"387","2008-11-25",4.1
"388","2008-11-26",4.67
"389","2008-11-28",4.58
"390","2008-12-01",3.12
"391","2008-12-02",3.94
"392","2008-12-03",4.87
"393","2008-12-04",4.37
"394","2008-12-05",4.86
"395","2008-12-08",4.79
"396","2008-12-09",4.9
"397","2008-12-10",5
"398","2008-12-11",4.75
"399","2008-12-12",4.9
"400","2008-12-15",4.8
"401","2008-12-16",5.12
"402","2008-12-17",4.96
"403","2008-12-18",4.95
"404","2008-12-19",4.68
"405","2008-12-22",4.56
"406","2008-12-23",4.04
"407","2008-12-24",4.21
"408","2008-12-26",4.42
"409","2008-12-29",3.69
"410","2008-12-30",3.9
"411","2008-12-31",4.32
"412","2009-01-02",4
"413","2009-01-05",4.4
"414","2009-01-06",4.87
"415","2009-01-07",4.54
"416","2009-01-08",4.92
"417","2009-01-09",4.68
"418","2009-01-12",3.8
"419","2009-01-13",4.03
"420","2009-01-14",4
"421","2009-01-15",3.42
"422","2009-01-16",3.46
"423","2009-01-20",3.15
"424","2009-01-21",3.6
"425","2009-01-22",3.31
"426","2009-01-23",3.32
"427","2009-01-26",3.97
"428","2009-01-27",3.93
"429","2009-01-28",4.1
"430","2009-01-29",4.02
"431","2009-01-30",3.87
"432","2009-02-02",4.21
"433","2009-02-03",4.16
"434","2009-02-04",4.01
"435","2009-02-05",4.14
"436","2009-02-06",4.28
"437","2009-02-09",4.12
"438","2009-02-10",3.7
"439","2009-02-11",3.95
"440","2009-02-12",3.8
"441","2009-02-13",3.33
"442","2009-02-17",2.99
"443","2009-02-18",2.91
"444","2009-02-19",3.07
"445","2009-02-20",3.05
"446","2009-02-23",2.66
"447","2009-02-24",2.97
"448","2009-02-25",2.5
"449","2009-02-26",2.53
"450","2009-02-27",2.5
"451","2009-03-02",2.5
"452","2009-03-03",2.63
"453","2009-03-04",2.72
"454","2009-03-05",2.34
"455","2009-03-06",2.65
"456","2009-03-09",2.41
"457","2009-03-10",2.83
"458","2009-03-11",2.72
"459","2009-03-12",2.92
"460","2009-03-13",2.86
"461","2009-03-16",2.83
"462","2009-03-17",2.85
"463","2009-03-18",2.96
"464","2009-03-19",2.9
"465","2009-03-20",2.53
"466","2009-03-23",2.78
"467","2009-03-24",2.46
"468","2009-03-25",2.61
"469","2009-03-26",2.92
"470","2009-03-27",2.42
"471","2009-03-30",2.35
"472","2009-03-31",2.4
"473","2009-04-01",2.23
"474","2009-04-02",2.4
"475","2009-04-03",2.61
"476","2009-04-06",2.42
"477","2009-04-07",2.31
"478","2009-04-08",2.33
"479","2009-04-09",2.47
"480","2009-04-13",2.25
"481","2009-04-14",2.15
"482","2009-04-15",2.38
"483","2009-04-16",2.55
"484","2009-04-17",3.43
"485","2009-04-20",3.25
"486","2009-04-21",3.58
"487","2009-04-22",3.82
"488","2009-04-23",3.75
"489","2009-04-24",3.9
"490","2009-04-27",3.72
"491","2009-04-28",3.9
"492","2009-04-29",4.09
"493","2009-04-30",4.01
"494","2009-05-01",4
"495","2009-05-04",4.08
"496","2009-05-05",4.37
"497","2009-05-06",4.2
"498","2009-05-07",4.12
"499","2009-05-08",4.9
"500","2009-05-11",4.89
"501","2009-05-12",4.66
"502","2009-05-13",4.08
"503","2009-05-14",4.45
"504","2009-05-15",3.78
"505","2009-05-18",4.42
"506","2009-05-19",4.22
"507","2009-05-20",4.15
"508","2009-05-21",3.68
"509","2009-05-22",3.72
"510","2009-05-26",4.05
"511","2009-05-27",3.9
"512","2009-05-28",3.97
"513","2009-05-29",4.02
"514","2009-06-01",4.34
"515","2009-06-02",4.2
"516","2009-06-03",4.22
"517","2009-06-04",4.23
"518","2009-06-05",4.3
"519","2009-06-08",4.1
"520","2009-06-09",4.18
"521","2009-06-10",4.15
"522","2009-06-11",4.26
"523","2009-06-12",4.47
"524","2009-06-15",4.05
"525","2009-06-16",4
"526","2009-06-17",4.01
"527","2009-06-18",4
"528","2009-06-19",4.08
"529","2009-06-22",3.95
"530","2009-06-23",3.96
"531","2009-06-24",3.96
"532","2009-06-25",4.14
"533","2009-06-26",4.05
"534","2009-06-29",4.04
"535","2009-06-30",4
"536","2009-07-01",4.18
"537","2009-07-02",4.27
"538","2009-07-06",4.16
"539","2009-07-07",4.17
"540","2009-07-08",4.07
"541","2009-07-09",4.1
"542","2009-07-10",4.3
"543","2009-07-13",4.33
"544","2009-07-14",4.54
"545","2009-07-15",4.98
"546","2009-07-16",5.11
"547","2009-07-17",4.77
"548","2009-07-20",5.03
"549","2009-07-21",5.05
"550","2009-07-22",5.49
"551","2009-07-23",5.37
"552","2009-07-24",5.5
"553","2009-07-27",5.71
"554","2009-07-28",5.51
"555","2009-07-29",5.29
"556","2009-07-30",5.61
"557","2009-07-31",5.6
"558","2009-08-03",5.55
"559","2009-08-04",5.68
"560","2009-08-05",5.57
"561","2009-08-06",4.84
"562","2009-08-07",5.7
"563","2009-08-10",5.88
"564","2009-08-11",5.8
"565","2009-08-12",5.98
"566","2009-08-13",5.9
"567","2009-08-14",5.71
"568","2009-08-17",5.65
"569","2009-08-18",6.7
"570","2009-08-19",7.88
"571","2009-08-20",6.36
"572","2009-08-21",6.93
"573","2009-08-24",6.71
"574","2009-08-25",5.57
"575","2009-08-26",5.77
"576","2009-08-27",5.75
"577","2009-08-28",6.39
"578","2009-08-31",6.42
"579","2009-09-01",6.11
"580","2009-09-02",6.06
"581","2009-09-03",6.09
"582","2009-09-04",6.1
"583","2009-09-08",6.13
"584","2009-09-09",5.86
"585","2009-09-10",5.97
"586","2009-09-11",5.85
"587","2009-09-14",5.9
"588","2009-09-15",5.9
"589","2009-09-16",5.63
"590","2009-09-17",5.69
"591","2009-09-18",5.73
"592","2009-09-21",5.58
"593","2009-09-22",5.51
"594","2009-09-23",5.55
"595","2009-09-24",5.61
"596","2009-09-25",5.67
"597","2009-09-28",5.78
"598","2009-09-29",5.72
"599","2009-09-30",5.7
"600","2009-10-01",5.71
"601","2009-10-02",5.61
"602","2009-10-05",5.81
"603","2009-10-06",6.06
"604","2009-10-07",6.19
"605","2009-10-08",6.29
"606","2009-10-09",6.4
"607","2009-10-12",6.57
"608","2009-10-13",6.6
"609","2009-10-14",6.82
"610","2009-10-15",6.43
"611","2009-10-16",6.23
"612","2009-10-19",6.49
"613","2009-10-20",6.41
"614","2009-10-21",6.36
"615","2009-10-22",6.55
"616","2009-10-23",6.31
"617","2009-10-26",6.39
"618","2009-10-27",6.35
"619","2009-10-28",6.38
"620","2009-10-29",6.7
"621","2009-10-30",6.3
"622","2009-11-02",5.84
"623","2009-11-03",6.11
"624","2009-11-04",6.13
"625","2009-11-05",6.3
"626","2009-11-06",6.34
"627","2009-11-09",6.78
"628","2009-11-10",6.23
"629","2009-11-11",6.42
"630","2009-11-12",6.05
"631","2009-11-13",6.2
"632","2009-11-16",6.35
"633","2009-11-17",6.09
"634","2009-11-18",6.28
"635","2009-11-19",6.01
"636","2009-11-20",6.12
"637","2009-11-23",6.21
"638","2009-11-24",6.24
"639","2009-11-25",6.2
"640","2009-11-27",5.4
"641","2009-11-30",5.85
"642","2009-12-01",6.21
"643","2009-12-02",6.03
"644","2009-12-03",5.92
"645","2009-12-04",6.14
"646","2009-12-07",6.08
"647","2009-12-08",6.04
"648","2009-12-09",6.09
"649","2009-12-10",5.95
"650","2009-12-11",5.73
"651","2009-12-14",5.81
"652","2009-12-15",6.07
"653","2009-12-16",6.07
"654","2009-12-17",5.98
"655","2009-12-18",6.07
"656","2009-12-21",6.16
"657","2009-12-22",5.99
"658","2009-12-23",5.96
"659","2009-12-24",5.84
"660","2009-12-28",5.89
"661","2009-12-29",5.95
"662","2009-12-30",6.08
"663","2009-12-31",5.63
"664","2010-01-04",6.21
"665","2010-01-05",5.91
"666","2010-01-06",5.55
"667","2010-01-07",5.66
"668","2010-01-08",5.97
"669","2010-01-11",5.57
"670","2010-01-12",5.65
"671","2010-01-13",5.6
"672","2010-01-14",5.83
"673","2010-01-15",5.76
"674","2010-01-19",5.82
"675","2010-01-20",5.69
"676","2010-01-21",5.43
"677","2010-01-22",5.38
"678","2010-01-25",5.36
"679","2010-01-26",5.27
"680","2010-01-27",5.39
"681","2010-01-28",5.35
"682","2010-01-29",5.3
"683","2010-02-01",5.43
"684","2010-02-02",5.54
"685","2010-02-03",5.36
"686","2010-02-04",5.13
"687","2010-02-05",5.36
"688","2010-02-08",5.17
"689","2010-02-09",5.43
"690","2010-02-10",5.49
"691","2010-02-11",5.45
"692","2010-02-12",5.42
"693","2010-02-16",5.23
"694","2010-02-17",5.22
"695","2010-02-18",5.39
"696","2010-02-19",5.45
"697","2010-02-22",5.44
"698","2010-02-23",5.38
"699","2010-02-24",5.5
"700","2010-02-25",5.32
"701","2010-02-26",5.23
"702","2010-03-01",5.18
"703","2010-03-02",5.2
"704","2010-03-03",5.13
"705","2010-03-04",5.26
"706","2010-03-05",5.4
"707","2010-03-08",5.44
"708","2010-03-09",5.4
"709","2010-03-10",5.23
"710","2010-03-11",5.3
"711","2010-03-12",5.28
"712","2010-03-15",5.26
"713","2010-03-16",5.28
"714","2010-03-17",5.32
"715","2010-03-18",5.25
"716","2010-03-19",5.46
"717","2010-03-22",5.42
"718","2010-03-23",5.55
"719","2010-03-24",5.34
"720","2010-03-25",5.38
"721","2010-03-26",5.26
"722","2010-03-29",5.24
"723","2010-03-30",5.21
"724","2010-03-31",5.23
"725","2010-04-01",5.02
"726","2010-04-05",5
"727","2010-04-06",4.95
"728","2010-04-07",4.88
"729","2010-04-08",4.93
"730","2010-04-09",4.9
"731","2010-04-12",4.79
"732","2010-04-13",4.89
"733","2010-04-14",4.92
"734","2010-04-15",4.86
"735","2010-04-16",4.82
"736","2010-04-19",4.7
"737","2010-04-20",4.87
"738","2010-04-21",4.85
"739","2010-04-22",4.7
"740","2010-04-23",4.86
"741","2010-04-26",4.76
"742","2010-04-27",4.77
"743","2010-04-28",4.85
"744","2010-04-29",4.99
"745","2010-04-30",4.85
"746","2010-05-03",4.91
"747","2010-05-04",4.67
"748","2010-05-05",4.61
"749","2010-05-06",4.54
"750","2010-05-07",4.35
"751","2010-05-10",4.94
"752","2010-05-11",5.29
"753","2010-05-12",5.6
"754","2010-05-13",5.73
"755","2010-05-14",5.55
"756","2010-05-17",5.75
"757","2010-05-18",5.83
"758","2010-05-19",5.99
"759","2010-05-20",5.8
"760","2010-05-21",5.88
"761","2010-05-24",5.78
"762","2010-05-25",5.83
"763","2010-05-26",5.77
"764","2010-05-27",5.97
"765","2010-05-28",6.06
"766","2010-06-01",5.71
"767","2010-06-02",5.7
"768","2010-06-03",5.68
"769","2010-06-04",5.41
"770","2010-06-07",5.32
"771","2010-06-08",5.39
"772","2010-06-09",5.36
"773","2010-06-10",5.65
"774","2010-06-11",5.94
"775","2010-06-14",6.05
"776","2010-06-15",6
"777","2010-06-16",5.87
"778","2010-06-17",5.78
"779","2010-06-18",5.89
"780","2010-06-21",5.85
"781","2010-06-22",5.84
"782","2010-06-23",5.78
"783","2010-06-24",5.88
"784","2010-06-25",5.78
"785","2010-06-28",5.56
"786","2010-06-29",5.3
"787","2010-06-30",5.38
"788","2010-07-01",5.39
"789","2010-07-02",5.33
"790","2010-07-06",5.36
"791","2010-07-07",5.53
"792","2010-07-08",5.57
"793","2010-07-09",5.5
"794","2010-07-12",5.45
"795","2010-07-13",5.75
"796","2010-07-14",5.74
"797","2010-07-15",5.78
"798","2010-07-16",5.52
"799","2010-07-19",5.62
"800","2010-07-20",5.72
"801","2010-07-21",5.8
"802","2010-07-22",6.06
"803","2010-07-23",6.1
"804","2010-07-26",6.18
"805","2010-07-27",6.26
"806","2010-07-28",6.18
"807","2010-07-29",5.86
"808","2010-07-30",5.79
"809","2010-08-02",5.86
"810","2010-08-03",5.83
"811","2010-08-04",5.85
"812","2010-08-05",5.7
"813","2010-08-06",5.62
"814","2010-08-09",5.75
"815","2010-08-10",5.34
"816","2010-08-11",5.08
"817","2010-08-12",4.99
"818","2010-08-13",4.81
"819","2010-08-16",4.65
"820","2010-08-17",4.81
"821","2010-08-18",4.79
"822","2010-08-19",4.61
"823","2010-08-20",4.7
"824","2010-08-23",4.55
"825","2010-08-24",4.46
"826","2010-08-25",4.53
"827","2010-08-26",4.51
"828","2010-08-27",4.72
"829","2010-08-30",4.48
"830","2010-08-31",4.44
"831","2010-09-01",4.62
"832","2010-09-02",4.59
"833","2010-09-03",5.07
"834","2010-09-07",5
"835","2010-09-08",5.14
"836","2010-09-09",5.11
"837","2010-09-10",5.01
"838","2010-09-13",5.03
"839","2010-09-14",5.09
"840","2010-09-15",5.11
"841","2010-09-16",5.09
"842","2010-09-17",5.2
"843","2010-09-20",5.42
"844","2010-09-21",5.37
"845","2010-09-22",5.39
"846","2010-09-23",5.21
"847","2010-09-24",5.31
"848","2010-09-27",5.26
"849","2010-09-28",5.33
"850","2010-09-29",5.3
"851","2010-09-30",5.25
"852","2010-10-01",5.31
"853","2010-10-04",5.12
"854","2010-10-05",5.25
"855","2010-10-06",5.27
"856","2010-10-07",5.3
"857","2010-10-08",5.29
"858","2010-10-11",5.39
"859","2010-10-12",5.44
"860","2010-10-13",5.46
"861","2010-10-14",5.5
"862","2010-10-15",5.6
"863","2010-10-18",5.74
"864","2010-10-19",5.58
"865","2010-10-20",5.71
"866","2010-10-21",5.34
"867","2010-10-22",5.29
"868","2010-10-25",5.45
"869","2010-10-26",5.44
"870","2010-10-27",5.37
"871","2010-10-28",5.23
"872","2010-10-29",5.24
"873","2010-11-01",5.12
"874","2010-11-02",5.16
"875","2010-11-03",5.12
"876","2010-11-04",5.22
"877","2010-11-05",5.13
"878","2010-11-08",5.15
"879","2010-11-09",5.87
"880","2010-11-10",5.86
"881","2010-11-11",5.9
"882","2010-11-12",5.88
"883","2010-11-15",5.89
"884","2010-11-16",5.84
"885","2010-11-17",5.91
"886","2010-11-18",5.95
"887","2010-11-19",5.93
"888","2010-11-22",5.93
"889","2010-11-23",5.91
"890","2010-11-24",5.94
"891","2010-11-26",5.94
"892","2010-11-29",5.95
"893","2010-11-30",5.95
"894","2010-12-01",5.98
"895","2010-12-02",5.97
"896","2010-12-03",5.97
"897","2010-12-06",6
"898","2010-12-07",6
"899","2010-12-08",5.99
"900","2010-12-09",5.99
"901","2010-12-10",6.78
"902","2010-12-13",6.76
"903","2010-12-14",6.81
"904","2010-12-15",7.02
"905","2010-12-16",7.2
"906","2010-12-17",7.51
"907","2010-12-20",7.79
"908","2010-12-21",7.71
"909","2010-12-22",7.73
"910","2010-12-23",7.79
"911","2010-12-27",7.84
"912","2010-12-28",7.82
"913","2010-12-29",7.83
"914","2010-12-30",7.8
"915","2010-12-31",7.93
"916","2011-01-03",7.7
"917","2011-01-04",7.07
"918","2011-01-05",7.37
"919","2011-01-06",7.24
"920","2011-01-07",7.04
"921","2011-01-10",7.19
"922","2011-01-11",7.32
"923","2011-01-12",7.39
"924","2011-01-13",7.49
"925","2011-01-14",7.53
"926","2011-01-18",7.82
"927","2011-01-19",7.71
"928","2011-01-20",7.22
"929","2011-01-21",6.9
"930","2011-01-24",7.22
"931","2011-01-25",7.13
"932","2011-01-26",7.27
"933","2011-01-27",7.2
"934","2011-01-28",6.85
"935","2011-01-31",7.35
"936","2011-02-01",7.25
"937","2011-02-02",7.35
"938","2011-02-03",7.23
"939","2011-02-04",6.86
"940","2011-02-07",6.96
"941","2011-02-08",7.07
"942","2011-02-09",6.95
"943","2011-02-10",7.16
"944","2011-02-11",7.2
"945","2011-02-14",6.99
"946","2011-02-15",6.85
"947","2011-02-16",6.9
"948","2011-02-17",7.3
"949","2011-02-18",8.67
"950","2011-02-22",8.38
"951","2011-02-23",7.84
"952","2011-02-24",7.83
"953","2011-02-25",7.88
"954","2011-02-28",8.69
"955","2011-03-01",8.25
"956","2011-03-02",8.25
"957","2011-03-03",8.54
"958","2011-03-04",8.2
"959","2011-03-07",7.98
"960","2011-03-08",7.96
"961","2011-03-09",7.95
"962","2011-03-10",7.63
"963","2011-03-11",7.68
"964","2011-03-14",7.55
"965","2011-03-15",7.19
"966","2011-03-16",7.39
"967","2011-03-17",7.41
"968","2011-03-18",7.48
"969","2011-03-21",8.13
"970","2011-03-22",7.87
"971","2011-03-23",7.51
"972","2011-03-24",7.6
"973","2011-03-25",7.87
"974","2011-03-28",8.02
"975","2011-03-29",8.23
"976","2011-03-30",8.88
"977","2011-03-31",8.91
"978","2011-04-01",8.91
"979","2011-04-04",8.51
"980","2011-04-05",8.74
"981","2011-04-06",8.55
"982","2011-04-07",8.55
"983","2011-04-08",8.45
"984","2011-04-11",8.45
"985","2011-04-12",8.39
"986","2011-04-13",8.3
"987","2011-04-14",8.12
"988","2011-04-15",8.2
"989","2011-04-18",8.07
"990","2011-04-19",8.24
"991","2011-04-20",8.2
"992","2011-04-21",8.29
"993","2011-04-25",8.23
"994","2011-04-26",8.43
"995","2011-04-27",8.33
"996","2011-04-28",8.39
"997","2011-04-29",8.64
"998","2011-05-02",8.19
"999","2011-05-03",7.93
"1000","2011-05-04",7.83
"1001","2011-05-05",7.8
