"","date","AMTB"
"1","2018-10-18",30
"2","2018-10-19",26.25
"3","2018-10-22",26.25
"4","2018-10-23",26.25
"5","2018-10-24",29.700001
"6","2018-10-25",27.1
"7","2018-10-26",25
"8","2018-10-29",24.379999
"9","2018-10-30",21
"10","2018-10-31",21.389999
"11","2018-11-01",19.51
"12","2018-11-02",20.92
"13","2018-11-05",21
"14","2018-11-06",20.34
"15","2018-11-07",17.200001
"16","2018-11-08",19
"17","2018-11-09",19
"18","2018-11-12",19
"19","2018-11-13",17
"20","2018-11-14",16.879999
"21","2018-11-15",16.75
"22","2018-11-16",16.75
"23","2018-11-19",16
"24","2018-11-20",16
"25","2018-11-21",15.93
"26","2018-11-23",15.27
"27","2018-11-26",12.9
"28","2018-11-27",14.84
"29","2018-11-28",16.719999
"30","2018-11-29",16.23
"31","2018-11-30",16
"32","2018-12-03",16
"33","2018-12-04",15.1
"34","2018-12-06",14
"35","2018-12-07",14.05
"36","2018-12-10",14.46
"37","2018-12-11",14.34
"38","2018-12-12",13.04
"39","2018-12-13",13.04
"40","2018-12-14",11.75
"41","2018-12-17",10.65
"42","2018-12-18",12
"43","2018-12-19",13
"44","2018-12-20",13
"45","2018-12-21",13.45
"46","2018-12-24",13.15
"47","2018-12-26",13
"48","2018-12-27",13.13
"49","2018-12-28",13.01
"50","2018-12-31",13.01
"51","2019-01-02",13.34
"52","2019-01-03",13
"53","2019-01-04",13.21
"54","2019-01-07",13.1
"55","2019-01-08",13.18
"56","2019-01-09",13.97
"57","2019-01-10",13.69
"58","2019-01-11",13.99
"59","2019-01-14",13.94
"60","2019-01-15",13.5
"61","2019-01-16",13.2
"62","2019-01-17",13.25
"63","2019-01-18",13.5
"64","2019-01-22",13.58
"65","2019-01-23",13.55
"66","2019-01-24",13.4
"67","2019-01-25",13.47
"68","2019-01-28",13.25
"69","2019-01-29",13.48
"70","2019-01-30",13.99
"71","2019-01-31",13.91
"72","2019-02-01",13.95
"73","2019-02-04",14.02
"74","2019-02-05",14
"75","2019-02-06",14.64
"76","2019-02-07",14.44
"77","2019-02-08",15
"78","2019-02-11",15.45
"79","2019-02-12",15.27
"80","2019-02-13",15.39
"81","2019-02-14",15.5
"82","2019-02-15",15.55
"83","2019-02-19",15.69
"84","2019-02-20",15.38
"85","2019-02-21",15.98
"86","2019-02-22",15.99
"87","2019-02-25",15.4
"88","2019-02-26",15.75
"89","2019-02-27",15.7
"90","2019-02-28",15.75
"91","2019-03-01",15.61
"92","2019-03-04",15.45
"93","2019-03-05",15.17
"94","2019-03-06",14.85
"95","2019-03-07",14.75
"96","2019-03-08",14.75
"97","2019-03-11",14.05
"98","2019-03-12",13.95
"99","2019-03-13",14.28
"100","2019-03-14",14.39
"101","2019-03-15",13.99
"102","2019-03-18",14.7
"103","2019-03-19",14.5
"104","2019-03-20",14.48
"105","2019-03-21",14.39
"106","2019-03-22",14.18
"107","2019-03-25",14
"108","2019-03-26",13.72
"109","2019-03-27",13.86
"110","2019-03-28",13.85
"111","2019-03-29",13.93
"112","2019-04-01",14.73
"113","2019-04-02",15.45
"114","2019-04-03",14.91
"115","2019-04-04",15.5
"116","2019-04-05",16
"117","2019-04-08",15.95
"118","2019-04-09",15.87
"119","2019-04-10",15.85
"120","2019-04-11",15.68
"121","2019-04-12",15.9
"122","2019-04-15",16.299999
"123","2019-04-16",16.09
"124","2019-04-17",15.75
"125","2019-04-18",15.98
"126","2019-04-22",16.360001
"127","2019-04-23",15.7
"128","2019-04-24",15.35
"129","2019-04-25",15.3
"130","2019-04-26",15.8
"131","2019-04-29",16.4
"132","2019-04-30",17.51
"133","2019-05-01",17.950001
"134","2019-05-02",17.85
"135","2019-05-03",17.809999
"136","2019-05-06",17.83
"137","2019-05-07",16.870001
"138","2019-05-08",16.91
"139","2019-05-09",17.74
"140","2019-05-10",17.75
"141","2019-05-13",17.889999
"142","2019-05-14",17.879999
"143","2019-05-15",17.59
"144","2019-05-16",17.969999
"145","2019-05-17",18.1
"146","2019-05-20",18.09
"147","2019-05-21",18.68
"148","2019-05-22",18.66
"149","2019-05-23",18.73
"150","2019-05-24",19
"151","2019-05-28",19
"152","2019-05-29",18.9
"153","2019-05-30",18.709999
"154","2019-05-31",18.620001
"155","2019-06-03",18.27
"156","2019-06-04",18.17
"157","2019-06-05",18.15
"158","2019-06-06",18.35
"159","2019-06-07",18.34
"160","2019-06-10",18.57
"161","2019-06-11",18.540001
"162","2019-06-12",19.35
"163","2019-06-13",19.17
"164","2019-06-14",19.5
"165","2019-06-17",19.33
"166","2019-06-18",20
"167","2019-06-19",19.860001
"168","2019-06-20",19.700001
"169","2019-06-21",19.559999
"170","2019-06-24",18.6
"171","2019-06-25",18.1
"172","2019-06-26",18.27
"173","2019-06-27",18.82
"174","2019-06-28",19.709999
"175","2019-07-01",21.84
"176","2019-07-02",20.040001
"177","2019-07-03",19.459999
"178","2019-07-05",19.389999
"179","2019-07-08",18.950001
"180","2019-07-09",17.940001
"181","2019-07-10",17.66
"182","2019-07-11",17.940001
"183","2019-07-12",18.16
"184","2019-07-15",18.030001
"185","2019-07-16",17.59
"186","2019-07-17",18.17
"187","2019-07-18",17.76
"188","2019-07-19",17.65
"189","2019-07-22",17.719999
"190","2019-07-23",17.719999
"191","2019-07-24",17.940001
"192","2019-07-25",17.85
"193","2019-07-26",17.98
"194","2019-07-29",17.559999
"195","2019-07-30",18.709999
"196","2019-07-31",18.379999
"197","2019-08-01",18.799999
"198","2019-08-02",17.700001
"199","2019-08-05",17.870001
"200","2019-08-06",17.82
"201","2019-08-07",17.85
"202","2019-08-08",17.639999
"203","2019-08-09",17.25
"204","2019-08-12",17.379999
"205","2019-08-13",17.27
"206","2019-08-14",16.92
"207","2019-08-15",16.6
"208","2019-08-16",16.65
"209","2019-08-19",17.379999
"210","2019-08-20",17.02
"211","2019-08-21",17.059999
"212","2019-08-22",17.139999
"213","2019-08-23",16.639999
"214","2019-08-26",16.450001
"215","2019-08-27",16.08
"216","2019-08-28",16.49
"217","2019-08-29",16.58
"218","2019-08-30",16.559999
"219","2019-09-03",17.57
"220","2019-09-04",16.83
"221","2019-09-05",16.690001
"222","2019-09-06",16.66
"223","2019-09-09",19.200001
"224","2019-09-10",19.969999
"225","2019-09-11",20.440001
"226","2019-09-12",20.450001
"227","2019-09-13",20.07
"228","2019-09-16",20.41
"229","2019-09-17",20.15
"230","2019-09-18",20.49
"231","2019-09-19",20.440001
"232","2019-09-20",20.09
"233","2019-09-23",19.99
"234","2019-09-24",19.82
"235","2019-09-25",20.129999
"236","2019-09-26",19.91
"237","2019-09-27",20.68
"238","2019-09-30",20.969999
"239","2019-10-01",19
"240","2019-10-02",18.91
"241","2019-10-03",18.93
"242","2019-10-04",19.67
"243","2019-10-07",19.35
"244","2019-10-08",18.99
"245","2019-10-09",19.309999
"246","2019-10-10",19.24
"247","2019-10-11",19.190001
"248","2019-10-14",19.27
"249","2019-10-15",19.219999
"250","2019-10-16",19.23
"251","2019-10-17",19.299999
"252","2019-10-18",19.120001
"253","2019-10-21",19.27
"254","2019-10-22",19.27
"255","2019-10-23",19.26
"256","2019-10-24",19.190001
"257","2019-10-25",19.040001
"258","2019-10-28",19.84
"259","2019-10-29",19.74
"260","2019-10-30",19.9
"261","2019-10-31",19.65
"262","2019-11-01",20.27
"263","2019-11-04",20.780001
"264","2019-11-05",21.620001
"265","2019-11-06",21.33
"266","2019-11-07",21.469999
"267","2019-11-08",21.08
"268","2019-11-11",21.209999
"269","2019-11-12",21.67
"270","2019-11-13",21.48
"271","2019-11-14",20.889999
"272","2019-11-15",20.700001
"273","2019-11-18",21.07
"274","2019-11-19",21.1
"275","2019-11-20",21.120001
"276","2019-11-21",21.18
"277","2019-11-22",21.41
"278","2019-11-25",22.09
"279","2019-11-26",22.07
"280","2019-11-27",22.139999
"281","2019-11-29",22.040001
"282","2019-12-02",21.76
"283","2019-12-03",21.309999
"284","2019-12-04",21.450001
"285","2019-12-05",21.290001
"286","2019-12-06",21.58
"287","2019-12-09",21.889999
