"","date","ATGE"
"1","2007-01-03",28.85
"2","2007-01-04",28.6
"3","2007-01-05",28.66
"4","2007-01-08",28.540001
"5","2007-01-09",28.629999
"6","2007-01-10",28.690001
"7","2007-01-11",29.24
"8","2007-01-12",29.780001
"9","2007-01-16",29.25
"10","2007-01-17",29.049999
"11","2007-01-18",28.540001
"12","2007-01-19",28.440001
"13","2007-01-22",28.43
"14","2007-01-23",28.26
"15","2007-01-24",28.700001
"16","2007-01-25",28.75
"17","2007-01-26",27.790001
"18","2007-01-29",27.870001
"19","2007-01-30",28.08
"20","2007-01-31",28.16
"21","2007-02-01",28.299999
"22","2007-02-02",28.27
"23","2007-02-05",28.85
"24","2007-02-06",28.799999
"25","2007-02-07",29.110001
"26","2007-02-08",29.379999
"27","2007-02-09",28.940001
"28","2007-02-12",29.24
"29","2007-02-13",29.450001
"30","2007-02-14",29.200001
"31","2007-02-15",28.82
"32","2007-02-16",28.98
"33","2007-02-20",29.07
"34","2007-02-21",29.030001
"35","2007-02-22",28.950001
"36","2007-02-23",28.950001
"37","2007-02-26",28.709999
"38","2007-02-27",27.780001
"39","2007-02-28",27.639999
"40","2007-03-01",27.48
"41","2007-03-02",26.93
"42","2007-03-05",26.459999
"43","2007-03-06",27.059999
"44","2007-03-07",27.01
"45","2007-03-08",27.120001
"46","2007-03-09",27.25
"47","2007-03-12",27.35
"48","2007-03-13",26.75
"49","2007-03-14",27.059999
"50","2007-03-15",27.280001
"51","2007-03-16",27.02
"52","2007-03-19",26.98
"53","2007-03-20",27
"54","2007-03-21",27.23
"55","2007-03-22",27.43
"56","2007-03-23",27.57
"57","2007-03-26",27.43
"58","2007-03-27",27
"59","2007-03-28",26.959999
"60","2007-03-29",26.780001
"61","2007-03-30",29.35
"62","2007-04-02",28.549999
"63","2007-04-03",28.690001
"64","2007-04-04",28.43
"65","2007-04-05",28.690001
"66","2007-04-09",28.719999
"67","2007-04-10",28.700001
"68","2007-04-11",28.370001
"69","2007-04-12",28.549999
"70","2007-04-13",28.559999
"71","2007-04-16",28.799999
"72","2007-04-17",28.98
"73","2007-04-18",29.040001
"74","2007-04-19",28.24
"75","2007-04-20",28.76
"76","2007-04-23",28.290001
"77","2007-04-24",27.98
"78","2007-04-25",28.02
"79","2007-04-26",29.809999
"80","2007-04-27",34.52
"81","2007-04-30",32.990002
"82","2007-05-01",33.73
"83","2007-05-02",33.779999
"84","2007-05-03",33.889999
"85","2007-05-04",33.990002
"86","2007-05-07",33.900002
"87","2007-05-08",33.91
"88","2007-05-09",34.02
"89","2007-05-10",33.810001
"90","2007-05-11",34.130001
"91","2007-05-14",33.66
"92","2007-05-15",34
"93","2007-05-16",34.279999
"94","2007-05-17",34.25
"95","2007-05-18",34.299999
"96","2007-05-21",34.740002
"97","2007-05-22",34.560001
"98","2007-05-23",34.16
"99","2007-05-24",33.709999
"100","2007-05-25",33.889999
"101","2007-05-29",33.959999
"102","2007-05-30",33.259998
"103","2007-05-31",33.599998
"104","2007-06-01",33.810001
"105","2007-06-04",34.900002
"106","2007-06-05",34.549999
"107","2007-06-06",34.150002
"108","2007-06-07",33.130001
"109","2007-06-08",33.779999
"110","2007-06-11",33.740002
"111","2007-06-12",33.139999
"112","2007-06-13",35.759998
"113","2007-06-14",35.150002
"114","2007-06-15",35.200001
"115","2007-06-18",35.220001
"116","2007-06-19",34.93
"117","2007-06-20",34.450001
"118","2007-06-21",34.380001
"119","2007-06-22",33.950001
"120","2007-06-25",33.849998
"121","2007-06-26",34.18
"122","2007-06-27",34.889999
"123","2007-06-28",34.810001
"124","2007-06-29",34.02
"125","2007-07-02",34.66
"126","2007-07-03",34.75
"127","2007-07-05",34.810001
"128","2007-07-06",34.82
"129","2007-07-09",35.080002
"130","2007-07-10",34.099998
"131","2007-07-11",34.450001
"132","2007-07-12",35.049999
"133","2007-07-13",35.040001
"134","2007-07-16",34.709999
"135","2007-07-17",34.799999
"136","2007-07-18",34.540001
"137","2007-07-19",36.5
"138","2007-07-20",35.549999
"139","2007-07-23",35.959999
"140","2007-07-24",35.119999
"141","2007-07-25",35.639999
"142","2007-07-26",35.110001
"143","2007-07-27",33.470001
"144","2007-07-30",33.259998
"145","2007-07-31",32.400002
"146","2007-08-01",33.41
"147","2007-08-02",34.68
"148","2007-08-03",33.619999
"149","2007-08-06",35.880001
"150","2007-08-07",36.099998
"151","2007-08-08",35.610001
"152","2007-08-09",34.310001
"153","2007-08-10",34.869999
"154","2007-08-13",33.68
"155","2007-08-14",34.43
"156","2007-08-15",33.580002
"157","2007-08-16",34.220001
"158","2007-08-17",35.130001
"159","2007-08-20",35.860001
"160","2007-08-21",35.91
"161","2007-08-22",36.349998
"162","2007-08-23",35.599998
"163","2007-08-24",35.880001
"164","2007-08-27",34.84
"165","2007-08-28",33.619999
"166","2007-08-29",34.75
"167","2007-08-30",33.759998
"168","2007-08-31",34.529999
"169","2007-09-04",34.689999
"170","2007-09-05",34.68
"171","2007-09-06",35.470001
"172","2007-09-07",34.73
"173","2007-09-10",35.040001
"174","2007-09-11",35.509998
"175","2007-09-12",35.700001
"176","2007-09-13",35.169998
"177","2007-09-14",35.5
"178","2007-09-17",35.150002
"179","2007-09-18",36.740002
"180","2007-09-19",37.07
"181","2007-09-20",36.580002
"182","2007-09-21",36.5
"183","2007-09-24",35.75
"184","2007-09-25",36.810001
"185","2007-09-26",37.5
"186","2007-09-27",38.32
"187","2007-09-28",37.009998
"188","2007-10-01",38.220001
"189","2007-10-02",37.959999
"190","2007-10-03",37.419998
"191","2007-10-04",38.029999
"192","2007-10-05",39.720001
"193","2007-10-08",39.689999
"194","2007-10-09",39.990002
"195","2007-10-10",39.810001
"196","2007-10-11",39.169998
"197","2007-10-12",39.27
"198","2007-10-15",38.73
"199","2007-10-16",38.73
"200","2007-10-17",38.52
"201","2007-10-18",40.209999
"202","2007-10-19",37.470001
"203","2007-10-22",38.119999
"204","2007-10-23",38.389999
"205","2007-10-24",38.470001
"206","2007-10-25",40.029999
"207","2007-10-26",55.09
"208","2007-10-29",52.889999
"209","2007-10-30",52.630001
"210","2007-10-31",54.689999
"211","2007-11-01",53.25
"212","2007-11-02",53.049999
"213","2007-11-05",54.68
"214","2007-11-06",57.68
"215","2007-11-07",57.740002
"216","2007-11-08",57.950001
"217","2007-11-09",54.82
"218","2007-11-12",53.869999
"219","2007-11-13",54.639999
"220","2007-11-14",54.049999
"221","2007-11-15",53.959999
"222","2007-11-16",54.369999
"223","2007-11-19",53.34
"224","2007-11-20",52.5
"225","2007-11-21",50.830002
"226","2007-11-23",52.349998
"227","2007-11-26",50.77
"228","2007-11-27",51.139999
"229","2007-11-28",53.209999
"230","2007-11-29",53.25
"231","2007-11-30",54.98
"232","2007-12-03",54.450001
"233","2007-12-04",54.150002
"234","2007-12-05",54.580002
"235","2007-12-06",55.610001
"236","2007-12-07",57.889999
"237","2007-12-10",58.599998
"238","2007-12-11",56.73
"239","2007-12-12",58.150002
"240","2007-12-13",59.799999
"241","2007-12-14",58.59
"242","2007-12-17",55.349998
"243","2007-12-18",55.220001
"244","2007-12-19",53.830002
"245","2007-12-20",52.299999
"246","2007-12-21",53.540001
"247","2007-12-24",54.450001
"248","2007-12-26",54.060001
"249","2007-12-27",51.419998
"250","2007-12-28",51.799999
"251","2007-12-31",51.959999
"252","2008-01-02",50.599998
"253","2008-01-03",51.330002
"254","2008-01-04",50.5
"255","2008-01-07",53.27
"256","2008-01-08",49.560001
"257","2008-01-09",53.610001
"258","2008-01-10",56.580002
"259","2008-01-11",55.419998
"260","2008-01-14",57.439999
"261","2008-01-15",58.27
"262","2008-01-16",56.869999
"263","2008-01-17",58.950001
"264","2008-01-18",58.880001
"265","2008-01-22",51.889999
"266","2008-01-23",54.080002
"267","2008-01-24",57.740002
"268","2008-01-25",52.369999
"269","2008-01-28",54.52
"270","2008-01-29",54.630001
"271","2008-01-30",53.25
"272","2008-01-31",55.189999
"273","2008-02-01",54.349998
"274","2008-02-04",55
"275","2008-02-05",52.490002
"276","2008-02-06",48.299999
"277","2008-02-07",47.630001
"278","2008-02-08",48.959999
"279","2008-02-11",49.849998
"280","2008-02-12",49
"281","2008-02-13",50
"282","2008-02-14",47.07
"283","2008-02-15",46.34
"284","2008-02-19",44.98
"285","2008-02-20",47.540001
"286","2008-02-21",43.860001
"287","2008-02-22",44.720001
"288","2008-02-25",44.18
"289","2008-02-26",46.91
"290","2008-02-27",48.540001
"291","2008-02-28",47.169998
"292","2008-02-29",43.939999
"293","2008-03-03",44.490002
"294","2008-03-04",43.389999
"295","2008-03-05",42.630001
"296","2008-03-06",41.16
"297","2008-03-07",40.610001
"298","2008-03-10",39.959999
"299","2008-03-11",42.959999
"300","2008-03-12",44.66
"301","2008-03-13",45.139999
"302","2008-03-14",43.740002
"303","2008-03-17",41.470001
"304","2008-03-18",44.450001
"305","2008-03-19",43.369999
"306","2008-03-20",46.259998
"307","2008-03-24",47.560001
"308","2008-03-25",47.189999
"309","2008-03-26",47.349998
"310","2008-03-27",46.860001
"311","2008-03-28",39.970001
"312","2008-03-31",41.84
"313","2008-04-01",43.790001
"314","2008-04-02",43.48
"315","2008-04-03",44.529999
"316","2008-04-04",47.529999
"317","2008-04-07",47.740002
"318","2008-04-08",47.25
"319","2008-04-09",47.700001
"320","2008-04-10",49.919998
"321","2008-04-11",48.060001
"322","2008-04-14",48.369999
"323","2008-04-15",48.330002
"324","2008-04-16",49.950001
"325","2008-04-17",50.389999
"326","2008-04-18",51.919998
"327","2008-04-21",50.799999
"328","2008-04-22",49.880001
"329","2008-04-23",51.630001
"330","2008-04-24",53.799999
"331","2008-04-25",55.490002
"332","2008-04-28",57.389999
"333","2008-04-29",58.5
"334","2008-04-30",57
"335","2008-05-01",59.360001
"336","2008-05-02",58.66
"337","2008-05-05",57.599998
"338","2008-05-06",57.810001
"339","2008-05-07",56.049999
"340","2008-05-08",55.830002
"341","2008-05-09",56
"342","2008-05-12",56.869999
"343","2008-05-13",57.849998
"344","2008-05-14",57.82
"345","2008-05-15",58.439999
"346","2008-05-16",56.669998
"347","2008-05-19",54.200001
"348","2008-05-20",53.509998
"349","2008-05-21",52.75
"350","2008-05-22",54.040001
"351","2008-05-23",53.57
"352","2008-05-27",56.169998
"353","2008-05-28",55.16
"354","2008-05-29",57.66
"355","2008-05-30",57.049999
"356","2008-06-02",55.200001
"357","2008-06-03",55.560001
"358","2008-06-04",56.169998
"359","2008-06-05",58.349998
"360","2008-06-06",57.959999
"361","2008-06-09",57.369999
"362","2008-06-10",57.349998
"363","2008-06-11",55.279999
"364","2008-06-12",56.580002
"365","2008-06-13",58.560001
"366","2008-06-16",59.990002
"367","2008-06-17",59.349998
"368","2008-06-18",59.75
"369","2008-06-19",60.389999
"370","2008-06-20",58.540001
"371","2008-06-23",59.93
