"","date","SSP"
"1","2007-01-03",132.803909
"2","2007-01-04",133.176575
"3","2007-01-05",132.697433
"4","2007-01-08",132.883759
"5","2007-01-09",133.09671
"6","2007-01-10",138.207626
"7","2007-01-11",138.81987
"8","2007-01-12",138.287491
"9","2007-01-16",139.645081
"10","2007-01-17",140.257324
"11","2007-01-18",140.337173
"12","2007-01-19",140.417038
"13","2007-01-22",140.949417
"14","2007-01-23",141.26886
"15","2007-01-24",141.109146
"16","2007-01-25",140.417038
"17","2007-01-26",139.432114
"18","2007-01-29",138.846497
"19","2007-01-30",131.792374
"20","2007-01-31",129.982254
"21","2007-02-01",128.73114
"22","2007-02-02",130.700974
"23","2007-02-05",130.674362
"24","2007-02-06",130.7276
"25","2007-02-07",130.248444
"26","2007-02-08",130.035492
"27","2007-02-09",129.90239
"28","2007-02-12",127.799469
"29","2007-02-13",128.91748
"30","2007-02-14",129.875778
"31","2007-02-15",128.837616
"32","2007-02-16",130.301682
"33","2007-02-20",131.313217
"34","2007-02-21",130.328308
"35","2007-02-22",129.955627
"36","2007-02-23",129.343384
"37","2007-02-26",129.157059
"38","2007-02-27",124.445427
"39","2007-02-28",120.612244
"40","2007-03-01",119.787048
"41","2007-03-02",119.520851
"42","2007-03-05",118.322983
"43","2007-03-06",118.456078
"44","2007-03-07",117.577637
"45","2007-03-08",117.471161
"46","2007-03-09",117.737358
"47","2007-03-12",117.790596
"48","2007-03-13",114.72937
"49","2007-03-14",114.99556
"50","2007-03-15",116.060341
"51","2007-03-16",116.033714
"52","2007-03-19",116.858917
"53","2007-03-20",117.204971
"54","2007-03-21",118.322983
"55","2007-03-22",118.456078
"56","2007-03-23",118.669029
"57","2007-03-26",118.935226
"58","2007-03-27",118.456078
"59","2007-03-28",118.429459
"60","2007-03-29",118.722275
"61","2007-03-30",118.935226
"62","2007-04-02",119.254662
"63","2007-04-03",119.653946
"64","2007-04-04",118.056786
"65","2007-04-05",118.189888
"66","2007-04-09",116.539482
"67","2007-04-10",117.524399
"68","2007-04-11",117.284828
"69","2007-04-12",117.710739
"70","2007-04-13",119.361137
"71","2007-04-16",120
"72","2007-04-17",120.186333
"73","2007-04-18",120.186333
"74","2007-04-19",120.292816
"75","2007-04-20",120.931679
"76","2007-04-23",120.45253
"77","2007-04-24",120.186333
"78","2007-04-25",115.794144
"79","2007-04-26",115.208519
"80","2007-04-27",115.1819
"81","2007-04-30",115.261757
"82","2007-05-01",115.208519
"83","2007-05-02",116.060341
"84","2007-05-03",115.661049
"85","2007-05-04",114.915703
"86","2007-05-07",112.626442
"87","2007-05-08",114.516418
"88","2007-05-09",113.238686
"89","2007-05-10",111.934341
"90","2007-05-11",113.158829
"91","2007-05-14",113.291924
"92","2007-05-15",114.409935
"93","2007-05-16",117.098488
"94","2007-05-17",118.482697
"95","2007-05-18",119.866905
"96","2007-05-21",120.771957
"97","2007-05-22",119.973381
"98","2007-05-23",119.600708
"99","2007-05-24",118.269745
"100","2007-05-25",119.174797
"101","2007-05-29",118.775513
"102","2007-05-30",120.319435
"103","2007-05-31",121.437447
"104","2007-06-01",123.806564
"105","2007-06-04",124.658386
"106","2007-06-05",123.327415
"107","2007-06-06",122.289261
"108","2007-06-07",121.730255
"109","2007-06-08",121.464066
"110","2007-06-11",120.612244
"111","2007-06-12",118.908607
"112","2007-06-13",120.984917
"113","2007-06-14",120.45253
"114","2007-06-15",121.730255
"115","2007-06-18",120.425911
"116","2007-06-19",120.133095
"117","2007-06-20",118.85537
"118","2007-06-21",119.680565
"119","2007-06-22",117.630875
"120","2007-06-25",117.284828
"121","2007-06-26",116.539482
"122","2007-06-27",117.444542
"123","2007-06-28",122.04969
"124","2007-06-29",121.623779
"125","2007-07-02",122.129547
"126","2007-07-03",121.410828
"127","2007-07-05",123.274178
"128","2007-07-06",124.179237
"129","2007-07-09",123.141083
"130","2007-07-10",120.825203
"131","2007-07-11",122.076309
"132","2007-07-12",124.072762
"133","2007-07-13",124.977814
"134","2007-07-16",125.110916
"135","2007-07-17",124.392189
"136","2007-07-18",125.643303
"137","2007-07-19",125.590065
"138","2007-07-20",124.711624
"139","2007-07-23",124.8181
"140","2007-07-24",117.23159
"141","2007-07-25",116.539482
"142","2007-07-26",109.831413
"143","2007-07-27",109.21917
"144","2007-07-30",110.070984
"145","2007-07-31",109.059448
"146","2007-08-01",108.340729
"147","2007-08-02",109.858032
"148","2007-08-03",107.329193
"149","2007-08-06",107.622002
"150","2007-08-07",106.823425
"151","2007-08-08",106.450752
"152","2007-08-09",106.477371
"153","2007-08-10",106.157944
"154","2007-08-13",107.648628
"155","2007-08-14",106.291039
"156","2007-08-15",103.815437
"157","2007-08-16",103.389526
"158","2007-08-17",102.537712
"159","2007-08-20",102.005325
"160","2007-08-21",101.818985
"161","2007-08-22",103.522629
"162","2007-08-23",105.705414
"163","2007-08-24",106.50399
"164","2007-08-27",106.477371
"165","2007-08-28",106.876663
"166","2007-08-29",109.778175
"167","2007-08-30",109.299026
"168","2007-08-31",109.405502
"169","2007-09-04",111.375336
"170","2007-09-05",110.709846
"171","2007-09-06",111.934341
"172","2007-09-07",110.523514
"173","2007-09-10",109.511978
"174","2007-09-11",108.606918
"175","2007-09-12",108.793259
"176","2007-09-13",111.322098
"177","2007-09-14",112.786156
"178","2007-09-17",114.117126
"179","2007-09-18",115.953857
"180","2007-09-19",115.288376
"181","2007-09-20",113.078972
"182","2007-09-21",112.307007
"183","2007-09-24",112.812775
"184","2007-09-25",112.519966
"185","2007-09-26",112.626442
"186","2007-09-27",111.77462
"187","2007-09-28",111.801239
"188","2007-10-01",113.771072
"189","2007-10-02",113.58474
"190","2007-10-03",112.945877
"191","2007-10-04",112.759537
"192","2007-10-05",115.128662
"193","2007-10-08",114.755989
"194","2007-10-09",115.235138
"195","2007-10-10",115.581192
"196","2007-10-11",113.291924
"197","2007-10-12",113.58474
"198","2007-10-15",112.546585
"199","2007-10-16",122.262642
"200","2007-10-17",121.730255
"201","2007-10-18",117.763977
"202","2007-10-19",114.03727
"203","2007-10-22",112.466728
"204","2007-10-23",113.238686
"205","2007-10-24",112.892632
"206","2007-10-25",116.007095
"207","2007-10-26",116.912155
"208","2007-10-29",116.592728
"209","2007-10-30",117.95031
"210","2007-10-31",119.813667
"211","2007-11-01",117.471161
"212","2007-11-02",118.535934
"213","2007-11-05",118.136642
"214","2007-11-06",119.281281
"215","2007-11-07",117.338066
"216","2007-11-08",118.40284
"217","2007-11-09",115.501328
"218","2007-11-12",115.63443
"219","2007-11-13",118.562553
"220","2007-11-14",117.604256
"221","2007-11-15",117.630875
"222","2007-11-16",119.440994
"223","2007-11-19",118.615791
"224","2007-11-20",119.041702
"225","2007-11-21",117.524399
"226","2007-11-23",118.349602
"227","2007-11-26",116.060341
"228","2007-11-27",118.056786
"229","2007-11-28",117.843834
"230","2007-11-29",116.619347
"231","2007-11-30",115.661049
"232","2007-12-03",114.223602
"233","2007-12-04",114.835846
"234","2007-12-05",116.752441
"235","2007-12-06",117.923691
"236","2007-12-07",116.08696
"237","2007-12-10",116.539482
"238","2007-12-11",114.463173
"239","2007-12-12",116.060341
"240","2007-12-13",116.938774
"241","2007-12-14",116.220055
"242","2007-12-17",114.330078
"243","2007-12-18",115.820763
"244","2007-12-19",114.99556
"245","2007-12-20",115.554573
"246","2007-12-21",116.433006
"247","2007-12-24",118.85537
"248","2007-12-26",118.615791
"249","2007-12-27",117.976929
"250","2007-12-28",118.935226
"251","2007-12-31",119.813667
"252","2008-01-02",115.474709
"253","2008-01-03",114.835846
"254","2008-01-04",114.223602
"255","2008-01-07",115.288376
"256","2008-01-08",112.280388
"257","2008-01-09",111.934341
"258","2008-01-10",111.721382
"259","2008-01-11",110.337181
"260","2008-01-14",112.014198
