"","date","FMNB"
"138","2007-07-20",10.35
"139","2007-07-23",10.3
"140","2007-07-24",10.2
"141","2007-07-25",9.95
"142","2007-07-26",9.95
"143","2007-07-27",9.9
"144","2007-07-30",9.8
"145","2007-07-31",9.3
"146","2007-08-01",9.75
"147","2007-08-02",9.55
"148","2007-08-03",9.55
"149","2007-08-06",9.6
"150","2007-08-07",9.6
"151","2007-08-08",9.35
"152","2007-08-09",9.55
"153","2007-08-10",9.55
"154","2007-08-13",9.85
"155","2007-08-14",9.55
"156","2007-08-15",9.7
"157","2007-08-16",9.85
"158","2007-08-17",9.75
"159","2007-08-20",9.75
"160","2007-08-21",10
"161","2007-08-22",9.95
"162","2007-08-23",9.95
"163","2007-08-24",9.65
"164","2007-08-27",9.65
"165","2007-08-28",9.55
"166","2007-08-29",9.45
"167","2007-08-30",9.5
"168","2007-08-31",9.65
"169","2007-09-04",9.8
"170","2007-09-05",9.85
"171","2007-09-06",9.55
"172","2007-09-07",9.65
"173","2007-09-10",9.5
"174","2007-09-11",9.5
"175","2007-09-12",9.45
"176","2007-09-13",9.55
"177","2007-09-14",9.65
"178","2007-09-17",9.55
"179","2007-09-18",9.35
"180","2007-09-19",9.5
"181","2007-09-20",9.35
"182","2007-09-21",9.34
"183","2007-09-24",9.3
"184","2007-09-25",9.15
"185","2007-09-26",9.15
"186","2007-09-27",9.01
"187","2007-09-28",9
"188","2007-10-01",9.3
"189","2007-10-02",9.3
"190","2007-10-03",9.35
"191","2007-10-04",9.35
"192","2007-10-05",9.35
"193","2007-10-08",9.35
"194","2007-10-09",9.35
"195","2007-10-10",9.4
"196","2007-10-11",9.35
"197","2007-10-12",9.35
"198","2007-10-15",9.3
"199","2007-10-16",9.05
"200","2007-10-17",9.06
"201","2007-10-18",9.1
"202","2007-10-19",8.83
"203","2007-10-22",8.35
"204","2007-10-23",8.35
"205","2007-10-24",8.4
"206","2007-10-25",8.45
"207","2007-10-26",8.5
"208","2007-10-29",9.05
"209","2007-10-30",8.65
"210","2007-10-31",8.5
"211","2007-11-01",8.45
"212","2007-11-02",8.45
"213","2007-11-05",8.35
"214","2007-11-06",8.5
"215","2007-11-07",8.7
"216","2007-11-08",9
"217","2007-11-09",8.36
"218","2007-11-12",8.3
"219","2007-11-13",8.05
"220","2007-11-14",8.3
"221","2007-11-15",8.2
"222","2007-11-16",8.15
"223","2007-11-19",8.35
"224","2007-11-20",8.15
"225","2007-11-21",8.24
"226","2007-11-23",8.24
"227","2007-11-26",7.95
"228","2007-11-27",7.85
"229","2007-11-28",7.9
"230","2007-11-29",7.8
"231","2007-11-30",7.8
"232","2007-12-03",7.65
"233","2007-12-04",7.7
"234","2007-12-05",7.75
"235","2007-12-06",7.8
"236","2007-12-07",7.6
"237","2007-12-10",7.65
"238","2007-12-11",7.9
"239","2007-12-12",7.9
"240","2007-12-13",8
"241","2007-12-14",8.15
"242","2007-12-17",8.45
"243","2007-12-18",8.1
"244","2007-12-19",8.05
"245","2007-12-20",8
"246","2007-12-21",7.6
"247","2007-12-24",7.75
"248","2007-12-26",7.45
"249","2007-12-27",7.31
"250","2007-12-28",7.5
"251","2007-12-31",7.7
"252","2008-01-02",7.95
"253","2008-01-03",7.55
"254","2008-01-04",7.3
"255","2008-01-07",7.3
"256","2008-01-08",7.89
"257","2008-01-09",7.9
"258","2008-01-10",7.4
"259","2008-01-11",7.4
"260","2008-01-14",7.5
"261","2008-01-15",7.5
"262","2008-01-16",7.3
"263","2008-01-17",7.3
"264","2008-01-18",7.3
"265","2008-01-22",7.05
"266","2008-01-23",7.15
"267","2008-01-24",7.25
"268","2008-01-25",7.05
"269","2008-01-28",6.84
"270","2008-01-29",7
"271","2008-01-30",7
"272","2008-01-31",7.25
"273","2008-02-01",7.3
"274","2008-02-04",7.35
"275","2008-02-05",7.95
"276","2008-02-06",7.65
"277","2008-02-07",7.5
"278","2008-02-08",7.5
"279","2008-02-11",8.4
"280","2008-02-12",7.75
"281","2008-02-13",7.55
"282","2008-02-14",7.55
"283","2008-02-15",7.5
"284","2008-02-19",7.85
"285","2008-02-20",7.75
"286","2008-02-21",7.35
"287","2008-02-22",7.5
"288","2008-02-25",7.5
"289","2008-02-26",8
"290","2008-02-27",8
"291","2008-02-28",8.15
"292","2008-02-29",8
"293","2008-03-03",7.91
"294","2008-03-04",9
"295","2008-03-05",8.95
"296","2008-03-06",8.95
"297","2008-03-07",8.95
"298","2008-03-10",8.85
"299","2008-03-11",7.98
"300","2008-03-12",7.85
"301","2008-03-13",7.85
"302","2008-03-14",7.8
"303","2008-03-17",7.6
"304","2008-03-18",7.5
"305","2008-03-19",7.7
"306","2008-03-20",7.7
"307","2008-03-24",7.7
"308","2008-03-25",7.5
"309","2008-03-26",7.5
"310","2008-03-27",7.35
"311","2008-03-28",7.5
"312","2008-03-31",7.2
"313","2008-04-01",8
"314","2008-04-02",7.75
"315","2008-04-03",7.75
"316","2008-04-04",7.65
"317","2008-04-07",7.75
"318","2008-04-08",7.6
"319","2008-04-09",7.6
"320","2008-04-10",7.6
"321","2008-04-11",7.6
"322","2008-04-14",7.6
"323","2008-04-15",8
"324","2008-04-16",8
"325","2008-04-17",7.9
"326","2008-04-18",8
"327","2008-04-21",8
"328","2008-04-22",8.01
"329","2008-04-23",8.05
"330","2008-04-24",8
"331","2008-04-25",8.03
"332","2008-04-28",8.04
"333","2008-04-29",8.04
"334","2008-04-30",8.04
"335","2008-05-01",8.15
"336","2008-05-02",8.18
"337","2008-05-05",8.18
"338","2008-05-06",8.25
"339","2008-05-07",8.25
"340","2008-05-08",8.25
"341","2008-05-09",8.25
"342","2008-05-12",8.4
"343","2008-05-13",8.4
"344","2008-05-14",8.45
"345","2008-05-15",8.45
"346","2008-05-16",8.4
"347","2008-05-19",8.35
"348","2008-05-20",8.45
"349","2008-05-21",8.36
"350","2008-05-22",8.35
"351","2008-05-23",8.35
"352","2008-05-27",8.35
"353","2008-05-28",8.25
"354","2008-05-29",8.2
"355","2008-05-30",8.2
"356","2008-06-02",8.25
"357","2008-06-03",8
"358","2008-06-04",7.9
"359","2008-06-05",7.9
"360","2008-06-06",7.6
"361","2008-06-09",7.9
"362","2008-06-10",7.9
"363","2008-06-11",7.55
"364","2008-06-12",7.55
"365","2008-06-13",7.65
"366","2008-06-16",7.35
"367","2008-06-17",7.35
"368","2008-06-18",7.3
"369","2008-06-19",7.5
"370","2008-06-20",7.15
"371","2008-06-23",7.7
"372","2008-06-24",7.7
"373","2008-06-25",7.7
"374","2008-06-26",7.3
"375","2008-06-27",7.05
"376","2008-06-30",7.1
"377","2008-07-01",7.55
"378","2008-07-02",7.11
"379","2008-07-03",6.95
"380","2008-07-07",6.89
"381","2008-07-08",6.7
"382","2008-07-09",6.55
"383","2008-07-10",6.7
"384","2008-07-11",6.6
"385","2008-07-14",6.4
"386","2008-07-15",6.4
"387","2008-07-16",6.2
"388","2008-07-17",6.25
"389","2008-07-18",6.25
"390","2008-07-21",6.2
"391","2008-07-22",5.5
"392","2008-07-23",5.85
"393","2008-07-24",5.75
"394","2008-07-25",5.95
"395","2008-07-28",5.85
"396","2008-07-29",6.24
"397","2008-07-30",6
"398","2008-07-31",6.17
"399","2008-08-01",6.17
"400","2008-08-04",6.23
"401","2008-08-05",6.21
"402","2008-08-06",6.3
"403","2008-08-07",6.25
"404","2008-08-08",6.25
"405","2008-08-11",6.25
"406","2008-08-12",7.1
"407","2008-08-13",7.1
"408","2008-08-14",7.1
"409","2008-08-15",7.1
"410","2008-08-18",6.56
"411","2008-08-19",6.56
"412","2008-08-20",6.56
"413","2008-08-21",6.56
"414","2008-08-22",7.1
"415","2008-08-25",6.56
"416","2008-08-26",6.35
"417","2008-08-27",6.35
"418","2008-08-28",6.5
"419","2008-08-29",6.5
"420","2008-09-02",6.5
"421","2008-09-03",6.5
"422","2008-09-04",6.06
"423","2008-09-05",6.5
"424","2008-09-08",6.01
"425","2008-09-09",6.59
"426","2008-09-10",7.25
"427","2008-09-11",7.25
"428","2008-09-12",7.25
"429","2008-09-15",6.9
"430","2008-09-16",6.38
"431","2008-09-17",6.89
"432","2008-09-18",6.89
"433","2008-09-19",6.85
"434","2008-09-22",6.9
"435","2008-09-23",6.9
"436","2008-09-24",6.9
"437","2008-09-25",7.23
"438","2008-09-26",7.25
"439","2008-09-29",6.85
"440","2008-09-30",7.28
"441","2008-10-01",7.24
"442","2008-10-02",7.24
"443","2008-10-03",6.76
"444","2008-10-06",6.75
"445","2008-10-07",6.71
"446","2008-10-08",6
"447","2008-10-09",6
"448","2008-10-10",5.88
"449","2008-10-13",5.88
"450","2008-10-14",6.75
"451","2008-10-15",5.88
"452","2008-10-16",5.88
"453","2008-10-17",6.74
"454","2008-10-20",6.74
"455","2008-10-21",5.9
"456","2008-10-22",5.75
"457","2008-10-23",6.05
"458","2008-10-24",5.52
"459","2008-10-27",5.95
"460","2008-10-28",5.65
"461","2008-10-29",6.3
"462","2008-10-30",5.65
"463","2008-10-31",6
"464","2008-11-03",5.65
"465","2008-11-04",5.75
"466","2008-11-05",5.75
"467","2008-11-06",5.75
"468","2008-11-07",5.67
"469","2008-11-10",5.67
"470","2008-11-11",5.45
"471","2008-11-12",5.5
"472","2008-11-13",5.25
"473","2008-11-14",5.25
"474","2008-11-17",5.25
"475","2008-11-18",5.3
"476","2008-11-19",5.25
"477","2008-11-20",5.25
"478","2008-11-21",5.5
"479","2008-11-24",5.5
"480","2008-11-25",5.25
"481","2008-11-26",5.25
"482","2008-11-28",5
"483","2008-12-01",4.85
"484","2008-12-02",4.85
"485","2008-12-03",5.04
"486","2008-12-04",4.65
"487","2008-12-05",4.65
"488","2008-12-08",4.45
"489","2008-12-09",4.45
"490","2008-12-10",4.45
"491","2008-12-11",4.45
"492","2008-12-12",4.85
"493","2008-12-15",4.5
"494","2008-12-16",4.46
"495","2008-12-17",4.46
"496","2008-12-18",4.1
"497","2008-12-19",4.1
"498","2008-12-22",4.1
"499","2008-12-23",4.4
"500","2008-12-24",4.4
"501","2008-12-26",4.4
"502","2008-12-29",4.05
"503","2008-12-30",3.55
"504","2008-12-31",3.6
"505","2009-01-02",3.8
"506","2009-01-05",4.45
"507","2009-01-06",4.6
"508","2009-01-07",5
"509","2009-01-08",6
"510","2009-01-09",6
"511","2009-01-12",6.05
"512","2009-01-13",5.6
"513","2009-01-14",5.6
"514","2009-01-15",5.5
"515","2009-01-16",5.5
"516","2009-01-20",5.05
"517","2009-01-21",5
"518","2009-01-22",4.6
"519","2009-01-23",5.25
"520","2009-01-26",4.3
"521","2009-01-27",4.35
"522","2009-01-28",4.35
"523","2009-01-29",4.51
"524","2009-01-30",4.37
"525","2009-02-02",4.37
"526","2009-02-03",5
"527","2009-02-04",5
"528","2009-02-05",5
"529","2009-02-06",5
"530","2009-02-09",4.5
"531","2009-02-10",5
"532","2009-02-11",4.99
"533","2009-02-12",5
"534","2009-02-13",5
"535","2009-02-17",5
"536","2009-02-18",5
"537","2009-02-19",5
"538","2009-02-20",4.5
"539","2009-02-23",4.1
"540","2009-02-24",4.1
"541","2009-02-25",4.95
"542","2009-02-26",4.31
"543","2009-02-27",4.31
"544","2009-03-02",3.99
"545","2009-03-03",3.65
"546","2009-03-04",3.65
"547","2009-03-05",3.76
"548","2009-03-06",3.99
"549","2009-03-09",3.76
"550","2009-03-10",4
"551","2009-03-11",4
"552","2009-03-12",4
"553","2009-03-13",5
"554","2009-03-16",4.75
"555","2009-03-17",4.75
"556","2009-03-18",4.75
"557","2009-03-19",4.75
"558","2009-03-20",5
"559","2009-03-23",4.99
"560","2009-03-24",4.9
"561","2009-03-25",4.75
"562","2009-03-26",5
"563","2009-03-27",5
"564","2009-03-30",5
"565","2009-03-31",5
"566","2009-04-01",4.99
"567","2009-04-02",5
"568","2009-04-03",5
"569","2009-04-06",4.75
"570","2009-04-07",4.75
"571","2009-04-08",4.75
"572","2009-04-09",5
"573","2009-04-13",5.54
"574","2009-04-14",5.4
"575","2009-04-15",5.25
"576","2009-04-16",5
"577","2009-04-17",5.25
"578","2009-04-20",5.05
"579","2009-04-21",5.24
"580","2009-04-22",5.35
"581","2009-04-23",5.49
"582","2009-04-24",6.2
"583","2009-04-27",5.6
"584","2009-04-28",5.8
"585","2009-04-29",5.8
"586","2009-04-30",5.8
"587","2009-05-01",5.85
"588","2009-05-04",6.23
"589","2009-05-05",6
"590","2009-05-06",6
"591","2009-05-07",6.2
"592","2009-05-08",6.24
"593","2009-05-11",6.25
"594","2009-05-12",6
"595","2009-05-13",6.25
"596","2009-05-14",6.25
"597","2009-05-15",6.25
"598","2009-05-18",6.25
"599","2009-05-19",6.28
"600","2009-05-20",6.28
"601","2009-05-21",6.28
"602","2009-05-22",6
"603","2009-05-26",6
"604","2009-05-27",6
"605","2009-05-28",6
"606","2009-05-29",6
"607","2009-06-01",6
"608","2009-06-02",6
"609","2009-06-03",6
"610","2009-06-04",6.19
"611","2009-06-05",6.24
"612","2009-06-08",6.24
"613","2009-06-09",6.75
"614","2009-06-10",6.75
"615","2009-06-11",6.8
"616","2009-06-12",6.5
"617","2009-06-15",6.7
"618","2009-06-16",6.45
"619","2009-06-17",6.45
"620","2009-06-18",6.3
"621","2009-06-19",6.3
"622","2009-06-22",6
"623","2009-06-23",6
"624","2009-06-24",6
"625","2009-06-25",6
"626","2009-06-26",6
"627","2009-06-29",6
"628","2009-06-30",6.18
"629","2009-07-01",6
"630","2009-07-02",6
"631","2009-07-06",6
"632","2009-07-07",5.8
"633","2009-07-08",6
"634","2009-07-09",5.8
"635","2009-07-10",5.8
"636","2009-07-13",5.8
"637","2009-07-14",5.3
"638","2009-07-15",5.1
"639","2009-07-16",4.99
"640","2009-07-17",5.05
"641","2009-07-20",5
"642","2009-07-21",5.05
"643","2009-07-22",5.25
"644","2009-07-23",5
"645","2009-07-24",5
"646","2009-07-27",5
"647","2009-07-28",5
"648","2009-07-29",5
"649","2009-07-30",4.8
"650","2009-07-31",5.1
"651","2009-08-03",4.75
"652","2009-08-04",5.1
"653","2009-08-05",5.16
"654","2009-08-06",5.5
"655","2009-08-07",5.35
"656","2009-08-10",5.35
"657","2009-08-11",5.74
"658","2009-08-12",5.73
"659","2009-08-13",5.3
"660","2009-08-14",5.3
"661","2009-08-17",5.1
"662","2009-08-18",5.5
"663","2009-08-19",5.2
"664","2009-08-20",5.15
"665","2009-08-21",5.3
"666","2009-08-24",5.25
"667","2009-08-25",5.1
"668","2009-08-26",5.05
"669","2009-08-27",5.05
"670","2009-08-28",5.15
"671","2009-08-31",5
"672","2009-09-01",5.4
"673","2009-09-02",5
"674","2009-09-03",5
"675","2009-09-04",5
"676","2009-09-08",5.25
"677","2009-09-09",5.05
"678","2009-09-10",5.15
"679","2009-09-11",5
"680","2009-09-14",5
"681","2009-09-15",5.25
"682","2009-09-16",5
"683","2009-09-17",5.02
"684","2009-09-18",4.85
"685","2009-09-21",5.3
"686","2009-09-22",4.9
"687","2009-09-23",5
"688","2009-09-24",5
"689","2009-09-25",5
"690","2009-09-28",4.71
"691","2009-09-29",4.85
"692","2009-09-30",4.8
"693","2009-10-01",4.95
"694","2009-10-02",4.95
"695","2009-10-05",4.75
"696","2009-10-06",4.69
"697","2009-10-07",5
"698","2009-10-08",4.7
"699","2009-10-09",4.7
"700","2009-10-12",4.69
"701","2009-10-13",5.35
"702","2009-10-14",4.9
"703","2009-10-15",4.9
"704","2009-10-16",5
"705","2009-10-19",5
"706","2009-10-20",4.72
"707","2009-10-21",4.72
"708","2009-10-22",4.75
"709","2009-10-23",4.8
"710","2009-10-26",4.75
"711","2009-10-27",4.82
"712","2009-10-28",4.82
"713","2009-10-29",4.95
"714","2009-10-30",4.75
"715","2009-11-02",4.8
"716","2009-11-03",4.85
"717","2009-11-04",4.95
"718","2009-11-05",4.9
"719","2009-11-06",4.7
"720","2009-11-09",4.75
"721","2009-11-10",4.7
"722","2009-11-11",4.57
"723","2009-11-12",4.57
"724","2009-11-13",4.68
"725","2009-11-16",4.57
"726","2009-11-17",4.85
"727","2009-11-18",4.54
"728","2009-11-19",4.7
"729","2009-11-20",4.7
"730","2009-11-23",4.7
"731","2009-11-24",4.7
"732","2009-11-25",4.7
"733","2009-11-27",4.7
"734","2009-11-30",4.6
"735","2009-12-01",4.57
"736","2009-12-02",4.41
"737","2009-12-03",4.35
"738","2009-12-04",4.5
"739","2009-12-07",4.5
"740","2009-12-08",4.5
"741","2009-12-09",4.35
"742","2009-12-10",4.35
"743","2009-12-11",4.4
"744","2009-12-14",4.4
"745","2009-12-15",4.01
"746","2009-12-16",4.15
"747","2009-12-17",4.15
"748","2009-12-18",4.15
"749","2009-12-21",4.25
"750","2009-12-22",4.25
"751","2009-12-23",4.25
"752","2009-12-24",4.25
"753","2009-12-28",4.2
"754","2009-12-29",4.15
"755","2009-12-30",4.1
"756","2009-12-31",4.58
"757","2010-01-04",4.1
"758","2010-01-05",4.35
"759","2010-01-06",4.1
"760","2010-01-07",4.3
"761","2010-01-08",4.3
"762","2010-01-11",4.3
"763","2010-01-12",4.25
"764","2010-01-13",4.25
"765","2010-01-14",4.7
"766","2010-01-15",4.7
"767","2010-01-19",4.65
"768","2010-01-20",4.3
"769","2010-01-21",4.4
"770","2010-01-22",4.52
"771","2010-01-25",4.52
"772","2010-01-26",4.5
"773","2010-01-27",4.5
"774","2010-01-28",4.5
"775","2010-01-29",4.5
"776","2010-02-01",4.5
"777","2010-02-02",4.5
"778","2010-02-03",4.5
"779","2010-02-04",4.75
"780","2010-02-05",4.35
"781","2010-02-08",4.3
"782","2010-02-09",4.3
"783","2010-02-10",4.5
"784","2010-02-11",4.5
"785","2010-02-12",4.15
"786","2010-02-16",4.25
"787","2010-02-17",4.25
"788","2010-02-18",4.24
"789","2010-02-19",4.25
"790","2010-02-22",4.25
"791","2010-02-23",4.8
"792","2010-02-24",4.35
"793","2010-02-25",4.35
"794","2010-02-26",4.35
"795","2010-03-01",4.35
"796","2010-03-02",4.35
"797","2010-03-03",4.35
"798","2010-03-04",4.6
"799","2010-03-05",4.6
"800","2010-03-08",4.4
"801","2010-03-09",4.5
"802","2010-03-10",4.5
"803","2010-03-11",4.4
"804","2010-03-12",4.4
"805","2010-03-15",4.3
"806","2010-03-16",4.49
"807","2010-03-17",4.5
"808","2010-03-18",4.55
"809","2010-03-19",4.4
"810","2010-03-22",4.4
"811","2010-03-23",4.4
"812","2010-03-24",4.25
"813","2010-03-25",4.65
"814","2010-03-26",4.35
"815","2010-03-29",4.35
"816","2010-03-30",4.35
"817","2010-03-31",4.45
"818","2010-04-01",4.5
"819","2010-04-05",4.27
"820","2010-04-06",4.27
"821","2010-04-07",4.35
"822","2010-04-08",4.25
"823","2010-04-09",4.16
"824","2010-04-12",4.25
"825","2010-04-13",4.2
"826","2010-04-14",4.1
"827","2010-04-15",4.11
"828","2010-04-16",4.15
"829","2010-04-19",4.44
"830","2010-04-20",4.25
"831","2010-04-21",4.25
"832","2010-04-22",4.3
"833","2010-04-23",4.25
"834","2010-04-26",4.25
"835","2010-04-27",4.25
"836","2010-04-28",4.3
"837","2010-04-29",4.3
"838","2010-04-30",4.3
"839","2010-05-03",4.3
"840","2010-05-04",4.65
"841","2010-05-05",4.65
"842","2010-05-06",4.2
"843","2010-05-07",4.25
"844","2010-05-10",4.25
"845","2010-05-11",4.26
"846","2010-05-12",4.26
"847","2010-05-13",4.25
"848","2010-05-14",4.25
"849","2010-05-17",4.35
"850","2010-05-18",4.35
"851","2010-05-19",4.35
"852","2010-05-20",4.2
"853","2010-05-21",4.25
"854","2010-05-24",4.25
"855","2010-05-25",4.25
"856","2010-05-26",4.25
"857","2010-05-27",4.25
"858","2010-05-28",4.15
"859","2010-06-01",4.05
"860","2010-06-02",3.95
"861","2010-06-03",4.5
"862","2010-06-04",4.5
"863","2010-06-07",3.95
"864","2010-06-08",4.15
"865","2010-06-09",4.1
"866","2010-06-10",4.2
"867","2010-06-11",3.74
"868","2010-06-14",4.1
"869","2010-06-15",3.78
"870","2010-06-16",3.5
"871","2010-06-17",3.6
"872","2010-06-18",3.9
"873","2010-06-21",3.6
"874","2010-06-22",3.6
"875","2010-06-23",3.75
"876","2010-06-24",3.56
"877","2010-06-25",3.75
"878","2010-06-28",3.75
"879","2010-06-29",3.99
"880","2010-06-30",4.2
"881","2010-07-01",4.1
"882","2010-07-02",3.76
"883","2010-07-06",3.85
"884","2010-07-07",3.85
"885","2010-07-08",3.7
"886","2010-07-09",3.75
"887","2010-07-12",3.75
"888","2010-07-13",3.6
"889","2010-07-14",3.55
"890","2010-07-15",3.55
"891","2010-07-16",3.55
"892","2010-07-19",3.95
"893","2010-07-20",3.55
"894","2010-07-21",3.55
"895","2010-07-22",3.48
"896","2010-07-23",3.48
"897","2010-07-26",3.47
"898","2010-07-27",3.47
"899","2010-07-28",3.75
"900","2010-07-29",4
"901","2010-07-30",3.85
"902","2010-08-02",4
"903","2010-08-03",4
"904","2010-08-04",4
"905","2010-08-05",3.9
"906","2010-08-06",3.9
"907","2010-08-09",3.9
"908","2010-08-10",3.9
"909","2010-08-11",3.9
"910","2010-08-12",3.9
"911","2010-08-13",3.9
"912","2010-08-16",3.9
"913","2010-08-17",4
"914","2010-08-18",4.1
"915","2010-08-19",4
"916","2010-08-20",4
"917","2010-08-23",4
"918","2010-08-24",3.9
"919","2010-08-25",4.1
"920","2010-08-26",4.1
"921","2010-08-27",3.9
"922","2010-08-30",3.9
"923","2010-08-31",3.9
"924","2010-09-01",3.9
"925","2010-09-02",3.9
"926","2010-09-03",3.9
"927","2010-09-07",3.85
"928","2010-09-08",3.65
"929","2010-09-09",3.52
"930","2010-09-10",3.55
"931","2010-09-13",3.55
"932","2010-09-14",3.7
"933","2010-09-15",3.55
"934","2010-09-16",3.64
"935","2010-09-17",3.64
"936","2010-09-20",3.55
"937","2010-09-21",3.7
"938","2010-09-22",3.66
"939","2010-09-23",3.66
"940","2010-09-24",3.65
"941","2010-09-27",3.6
"942","2010-09-28",3.7
"943","2010-09-29",3.7
"944","2010-09-30",3.6
"945","2010-10-01",3.6
"946","2010-10-04",3.6
"947","2010-10-05",3.7
"948","2010-10-06",3.65
"949","2010-10-07",3.65
"950","2010-10-08",3.65
"951","2010-10-11",3.65
"952","2010-10-12",3.6
"953","2010-10-13",3.6
"954","2010-10-14",3.65
"955","2010-10-15",3.6
"956","2010-10-18",3.51
"957","2010-10-19",3.51
"958","2010-10-20",3.65
"959","2010-10-21",3.65
"960","2010-10-22",3.55
"961","2010-10-25",3.55
"962","2010-10-26",3.6
"963","2010-10-27",3.6
"964","2010-10-28",3.6
"965","2010-10-29",3.6
"966","2010-11-01",3.65
"967","2010-11-02",3.65
"968","2010-11-03",3.6
"969","2010-11-04",3.55
"970","2010-11-05",3.67
"971","2010-11-08",3.65
"972","2010-11-09",3.65
"973","2010-11-10",3.7
"974","2010-11-11",3.7
"975","2010-11-12",3.7
"976","2010-11-15",3.6
"977","2010-11-16",3.6
"978","2010-11-17",3.6
"979","2010-11-18",3.55
"980","2010-11-19",3.55
"981","2010-11-22",3.51
"982","2010-11-23",3.55
"983","2010-11-24",3.55
"984","2010-11-26",3.55
"985","2010-11-29",3.55
"986","2010-11-30",3.7
"987","2010-12-01",3.7
"988","2010-12-02",3.7
"989","2010-12-03",3.6
"990","2010-12-06",3.6
"991","2010-12-07",3.55
"992","2010-12-08",3.58
"993","2010-12-09",3.55
"994","2010-12-10",3.6
"995","2010-12-13",3.65
"996","2010-12-14",3.5
"997","2010-12-15",3.63
"998","2010-12-16",3.48
"999","2010-12-17",3.45
"1000","2010-12-20",3.6
"1001","2010-12-21",3.6
"1002","2010-12-22",3.59
"1003","2010-12-23",3.5
"1004","2010-12-27",3.55
"1005","2010-12-28",3.55
"1006","2010-12-29",3.55
"1007","2010-12-30",3.55
"1008","2010-12-31",3.62
"1009","2011-01-03",3.55
"1010","2011-01-04",3.5
"1011","2011-01-05",3.5
