"","date","OKTA"
"1","2017-04-07",23.51
"2","2017-04-10",23.25
"3","2017-04-11",23.299999
"4","2017-04-12",23
"5","2017-04-13",24.49
"6","2017-04-17",24.469999
"7","2017-04-18",23.57
"8","2017-04-19",23.35
"9","2017-04-20",24.01
"10","2017-04-21",24.290001
"11","2017-04-24",23.940001
"12","2017-04-25",24.709999
"13","2017-04-26",25.52
"14","2017-04-27",26.32
"15","2017-04-28",26.049999
"16","2017-05-01",25.52
"17","2017-05-02",24.76
"18","2017-05-03",24.975
"19","2017-05-04",24.969999
"20","2017-05-05",25.15
"21","2017-05-08",23.73
"22","2017-05-09",23.860001
"23","2017-05-10",23.450001
"24","2017-05-11",23.34
"25","2017-05-12",23.700001
"26","2017-05-15",23.74
"27","2017-05-16",23.26
"28","2017-05-17",22.91
"29","2017-05-18",22.99
"30","2017-05-19",24.24
"31","2017-05-22",25.01
"32","2017-05-23",24.52
"33","2017-05-24",24.24
"34","2017-05-25",25.059999
"35","2017-05-26",25.99
"36","2017-05-30",25.99
"37","2017-05-31",26.1
"38","2017-06-01",25.299999
"39","2017-06-02",24.93
"40","2017-06-05",24.610001
"41","2017-06-06",24.85
"42","2017-06-07",25.690001
"43","2017-06-08",27.15
"44","2017-06-09",25.09
"45","2017-06-12",23.809999
"46","2017-06-13",25.530001
"47","2017-06-14",26.549999
"48","2017-06-15",25.639999
"49","2017-06-16",26.48
"50","2017-06-19",27.309999
"51","2017-06-20",26.610001
"52","2017-06-21",25.940001
"53","2017-06-22",26.299999
"54","2017-06-23",25.530001
"55","2017-06-26",25.280001
"56","2017-06-27",24.040001
"57","2017-06-28",23.99
"58","2017-06-29",23.290001
"59","2017-06-30",22.799999
"60","2017-07-03",22.5
"61","2017-07-05",22.379999
"62","2017-07-06",22.780001
"63","2017-07-07",23.4
"64","2017-07-10",23.209999
"65","2017-07-11",23.02
"66","2017-07-12",23.32
"67","2017-07-13",23.190001
"68","2017-07-14",23.139999
"69","2017-07-17",23.76
"70","2017-07-18",23.75
"71","2017-07-19",24.15
"72","2017-07-20",24.030001
"73","2017-07-21",24.27
"74","2017-07-24",23.66
"75","2017-07-25",23.68
"76","2017-07-26",23.52
"77","2017-07-27",22.690001
"78","2017-07-28",22.370001
"79","2017-07-31",21.950001
"80","2017-08-01",22.690001
"81","2017-08-02",22.190001
"82","2017-08-03",22.82
"83","2017-08-04",23.01
"84","2017-08-07",23.440001
"85","2017-08-08",23.559999
"86","2017-08-09",23.67
"87","2017-08-10",22.959999
"88","2017-08-11",23.780001
"89","2017-08-14",24.030001
"90","2017-08-15",23.610001
"91","2017-08-16",24.59
"92","2017-08-17",24.25
"93","2017-08-18",24.860001
"94","2017-08-21",25.07
"95","2017-08-22",25.700001
"96","2017-08-23",25.440001
"97","2017-08-24",25.41
"98","2017-08-25",24.93
"99","2017-08-28",24.459999
"100","2017-08-29",24.49
"101","2017-08-30",26.309999
"102","2017-08-31",26.99
"103","2017-09-01",26.59
"104","2017-09-05",26.35
"105","2017-09-06",27.02
"106","2017-09-07",27.120001
"107","2017-09-08",30.299999
"108","2017-09-11",30.190001
"109","2017-09-12",29.4
"110","2017-09-13",29.559999
"111","2017-09-14",28.969999
"112","2017-09-15",28.620001
"113","2017-09-18",29.25
"114","2017-09-19",29.459999
"115","2017-09-20",29.16
"116","2017-09-21",29.4
"117","2017-09-22",29.200001
"118","2017-09-25",28.799999
"119","2017-09-26",28.540001
"120","2017-09-27",29.129999
"121","2017-09-28",28.99
"122","2017-09-29",28.209999
"123","2017-10-02",27.65
"124","2017-10-03",28.01
"125","2017-10-04",27.040001
"126","2017-10-05",27.75
"127","2017-10-06",27.99
"128","2017-10-09",28
"129","2017-10-10",28.559999
"130","2017-10-11",28.57
"131","2017-10-12",28.51
"132","2017-10-13",27.629999
"133","2017-10-16",26.58
"134","2017-10-17",26.77
"135","2017-10-18",27.74
"136","2017-10-19",28.02
"137","2017-10-20",28.6
"138","2017-10-23",27.91
"139","2017-10-24",27.65
"140","2017-10-25",27.549999
"141","2017-10-26",27.59
"142","2017-10-27",27.92
"143","2017-10-30",27.65
"144","2017-10-31",28.92
"145","2017-11-01",28.969999
"146","2017-11-02",28.469999
"147","2017-11-03",28.5
"148","2017-11-06",28.940001
"149","2017-11-07",28.530001
"150","2017-11-08",29.16
"151","2017-11-09",29
"152","2017-11-10",29.190001
"153","2017-11-13",29.155001
"154","2017-11-14",29.15
"155","2017-11-15",28.620001
"156","2017-11-16",29.690001
"157","2017-11-17",29.24
"158","2017-11-20",29.540001
"159","2017-11-21",29.98
"160","2017-11-22",29.99
"161","2017-11-24",31.280001
"162","2017-11-27",30.83
"163","2017-11-28",31.219999
"164","2017-11-29",29.41
"165","2017-11-30",29.209999
"166","2017-12-01",28.719999
"167","2017-12-04",28.309999
"168","2017-12-05",28.360001
"169","2017-12-06",28.459999
"170","2017-12-07",29.17
"171","2017-12-08",27.16
"172","2017-12-11",26.49
"173","2017-12-12",25.559999
"174","2017-12-13",26.049999
"175","2017-12-14",26.059999
"176","2017-12-15",25.950001
"177","2017-12-18",25.23
"178","2017-12-19",25.48
"179","2017-12-20",25.4
"180","2017-12-21",25.68
"181","2017-12-22",25.52
"182","2017-12-26",26.07
"183","2017-12-27",26.01
"184","2017-12-28",25.76
"185","2017-12-29",25.610001
"186","2018-01-02",26.459999
"187","2018-01-03",26.49
"188","2018-01-04",26.57
"189","2018-01-05",26.540001
"190","2018-01-08",26.389999
"191","2018-01-09",26.42
"192","2018-01-10",26.51
"193","2018-01-11",26.57
"194","2018-01-12",27
"195","2018-01-16",26.35
"196","2018-01-17",26.780001
"197","2018-01-18",27
"198","2018-01-19",29.18
"199","2018-01-22",29.799999
"200","2018-01-23",30.379999
"201","2018-01-24",30.790001
"202","2018-01-25",30.52
"203","2018-01-26",30.98
"204","2018-01-29",30.41
"205","2018-01-30",29.799999
"206","2018-01-31",29.450001
"207","2018-02-01",29.860001
"208","2018-02-02",29.299999
"209","2018-02-05",28.530001
"210","2018-02-06",28.84
"211","2018-02-07",29.4
"212","2018-02-08",28.559999
"213","2018-02-09",28.870001
"214","2018-02-12",30.629999
"215","2018-02-13",31.57
"216","2018-02-14",33.919998
"217","2018-02-15",33.360001
"218","2018-02-16",34.75
"219","2018-02-20",35.84
"220","2018-02-21",35.330002
"221","2018-02-22",35.82
"222","2018-02-23",36.490002
"223","2018-02-26",37.700001
"224","2018-02-27",37.740002
"225","2018-02-28",38.59
"226","2018-03-01",36.400002
"227","2018-03-02",37.48
"228","2018-03-05",38.84
"229","2018-03-06",38.220001
"230","2018-03-07",39.139999
"231","2018-03-08",42.599998
"232","2018-03-09",39.709999
"233","2018-03-12",39.689999
"234","2018-03-13",40.5
"235","2018-03-14",39.700001
"236","2018-03-15",38.740002
"237","2018-03-16",38.57
"238","2018-03-19",37.990002
"239","2018-03-20",38.990002
"240","2018-03-21",39.509998
"241","2018-03-22",39.209999
"242","2018-03-23",38.380001
"243","2018-03-26",39.799999
"244","2018-03-27",38.459999
"245","2018-03-28",38.27
"246","2018-03-29",39.849998
"247","2018-04-02",39.02
"248","2018-04-03",38.990002
"249","2018-04-04",39.560001
"250","2018-04-05",38.98
"251","2018-04-06",38.639999
"252","2018-04-09",38.66
"253","2018-04-10",39.220001
"254","2018-04-11",40.349998
"255","2018-04-12",40.75
"256","2018-04-13",40.59
"257","2018-04-16",40.599998
"258","2018-04-17",41.560001
"259","2018-04-18",41.540001
"260","2018-04-19",41.080002
"261","2018-04-20",41.970001
"262","2018-04-23",43.32
"263","2018-04-24",41.959999
"264","2018-04-25",42
"265","2018-04-26",42.779999
"266","2018-04-27",41.740002
"267","2018-04-30",42.810001
"268","2018-05-01",43.439999
"269","2018-05-02",44.580002
"270","2018-05-03",45.540001
"271","2018-05-04",45.759998
"272","2018-05-07",47.049999
"273","2018-05-08",47.75
"274","2018-05-09",49.279999
"275","2018-05-10",50.400002
"276","2018-05-11",50.5
"277","2018-05-14",48.150002
"278","2018-05-15",48.52
"279","2018-05-16",48.990002
"280","2018-05-17",49.23
"281","2018-05-18",49.720001
"282","2018-05-21",50.540001
"283","2018-05-22",48.509998
"284","2018-05-23",49.52
"285","2018-05-24",50.68
"286","2018-05-25",51.880001
"287","2018-05-29",53.66
"288","2018-05-30",55.360001
"289","2018-05-31",56.209999
"290","2018-06-01",57.349998
"291","2018-06-04",57.360001
"292","2018-06-05",54.580002
"293","2018-06-06",54.139999
"294","2018-06-07",50.880001
"295","2018-06-08",51.279999
"296","2018-06-11",51.610001
"297","2018-06-12",52.939999
"298","2018-06-13",52.59
"299","2018-06-14",52.810001
"300","2018-06-15",54.48
"301","2018-06-18",55
"302","2018-06-19",52.93
"303","2018-06-20",53.689999
"304","2018-06-21",53.220001
"305","2018-06-22",51.889999
"306","2018-06-25",49.02
"307","2018-06-26",49.57
"308","2018-06-27",48.310001
"309","2018-06-28",50.380001
"310","2018-06-29",50.369999
