"","date","FBMS"
"1","2007-01-03",30.25
"2","2007-01-04",30.4
"3","2007-01-05",30.4
"4","2007-01-08",30.4
"5","2007-01-09",30.4
"6","2007-01-10",30.4
"7","2007-01-11",28.5
"8","2007-01-12",28
"9","2007-01-16",29
"10","2007-01-17",29.01
"11","2007-01-18",29.01
"12","2007-01-19",29.059999
"13","2007-01-22",29
"14","2007-01-23",29
"15","2007-01-24",29
"16","2007-01-25",29.25
"17","2007-01-26",29.25
"18","2007-01-29",29
"19","2007-01-30",29
"20","2007-01-31",29
"21","2007-02-01",28.709999
"22","2007-02-02",28.709999
"23","2007-02-05",29.25
"24","2007-02-06",29.25
"25","2007-02-07",29.25
"26","2007-02-08",29
"27","2007-02-09",28.700001
"28","2007-02-12",26.139999
"29","2007-02-13",26.110001
"30","2007-02-14",26.110001
"31","2007-02-15",26.110001
"32","2007-02-16",26.4
"33","2007-02-20",27
"34","2007-02-21",26.99
"35","2007-02-22",27.02
"36","2007-02-23",27.02
"37","2007-02-26",27.02
"38","2007-02-27",27.02
"39","2007-02-28",25.809999
"40","2007-03-01",24.290001
"41","2007-03-02",24.290001
"42","2007-03-05",24.290001
"43","2007-03-06",24.290001
"44","2007-03-07",24.33
"45","2007-03-08",24.309999
"46","2007-03-09",23.5
"47","2007-03-12",23.5
"48","2007-03-13",25.24
"49","2007-03-14",25.24
"50","2007-03-15",25.24
"51","2007-03-16",23.799999
"52","2007-03-19",25.120001
"53","2007-03-20",24.99
"54","2007-03-21",24.99
"55","2007-03-22",24.5
"56","2007-03-23",24.5
"57","2007-03-26",24.5
"58","2007-03-27",23.75
"59","2007-03-28",23.75
"60","2007-03-29",23.620001
"61","2007-03-30",23.620001
"62","2007-04-02",23.620001
"63","2007-04-03",23.709999
"64","2007-04-04",23.709999
"65","2007-04-05",23.709999
"66","2007-04-09",23.709999
"67","2007-04-10",25
"68","2007-04-11",25.799999
"69","2007-04-12",25.799999
"70","2007-04-13",26.219999
"71","2007-04-16",26.219999
"72","2007-04-17",26.219999
"73","2007-04-18",26.219999
"74","2007-04-19",26.219999
"75","2007-04-20",26.219999
"76","2007-04-23",26.219999
"77","2007-04-24",25.1
"78","2007-04-25",25.1
"79","2007-04-26",25.1
"80","2007-04-27",25.1
"81","2007-04-30",25
"82","2007-05-01",25
"83","2007-05-02",24.049999
"84","2007-05-03",24
"85","2007-05-04",24
"86","2007-05-07",24
"87","2007-05-08",24
"88","2007-05-09",23.459999
"89","2007-05-10",23.459999
"90","2007-05-11",23
"91","2007-05-14",24
"92","2007-05-15",24
"93","2007-05-16",24
"94","2007-05-17",24.25
"95","2007-05-18",24.25
"96","2007-05-21",23.799999
"97","2007-05-22",24.459999
"98","2007-05-23",24
"99","2007-05-24",23.51
"100","2007-05-25",24
"101","2007-05-29",24
"102","2007-05-30",24
"103","2007-05-31",24
"104","2007-06-01",24
"105","2007-06-04",24
"106","2007-06-05",23.5
"107","2007-06-06",23
"108","2007-06-07",23.200001
"109","2007-06-08",24.33
"110","2007-06-11",24.360001
"111","2007-06-12",24
"112","2007-06-13",23.74
"113","2007-06-14",24
"114","2007-06-15",24.870001
"115","2007-06-18",24
"116","2007-06-19",24.940001
"117","2007-06-20",24.940001
"118","2007-06-21",24.940001
"119","2007-06-22",24.940001
"120","2007-06-25",24.940001
"121","2007-06-26",24.940001
"122","2007-06-27",23
"123","2007-06-28",23
"124","2007-06-29",24.99
"125","2007-07-02",24.99
"126","2007-07-03",24.99
"127","2007-07-05",24.99
"128","2007-07-06",24.99
"129","2007-07-09",24.99
"130","2007-07-10",24.99
"131","2007-07-11",24.99
"132","2007-07-12",24.99
"133","2007-07-13",24
"134","2007-07-16",24
"135","2007-07-17",24
"136","2007-07-18",24
"137","2007-07-19",24
"138","2007-07-20",22.48
"139","2007-07-23",22.5
"140","2007-07-24",22.5
"141","2007-07-25",22.5
"142","2007-07-26",22.51
"143","2007-07-27",22.51
"144","2007-07-30",22.540001
"145","2007-07-31",22.540001
"146","2007-08-01",22.98
"147","2007-08-02",22.549999
"148","2007-08-03",22.549999
"149","2007-08-06",22.549999
"150","2007-08-07",23
"151","2007-08-08",23
"152","2007-08-09",23
"153","2007-08-10",23
"154","2007-08-13",23.48
"155","2007-08-14",22.01
"156","2007-08-15",22.01
"157","2007-08-16",22.5
"158","2007-08-17",22.5
"159","2007-08-20",22.48
"160","2007-08-21",22.48
"161","2007-08-22",21.92
"162","2007-08-23",21.92
"163","2007-08-24",21.92
"164","2007-08-27",21.92
"165","2007-08-28",21.92
"166","2007-08-29",21.92
"167","2007-08-30",21.92
"168","2007-08-31",21.92
"169","2007-09-04",21.559999
"170","2007-09-05",21.559999
"171","2007-09-06",21.559999
"172","2007-09-07",21.559999
"173","2007-09-10",21.559999
"174","2007-09-11",21.540001
"175","2007-09-12",21.540001
"176","2007-09-13",21.540001
"177","2007-09-14",21.540001
"178","2007-09-17",21.540001
"179","2007-09-18",22
"180","2007-09-19",22
"181","2007-09-20",22
"182","2007-09-21",22
"183","2007-09-24",22
"184","2007-09-25",21.700001
"185","2007-09-26",21.540001
"186","2007-09-27",21.540001
"187","2007-09-28",21.540001
"188","2007-10-01",21.540001
"189","2007-10-02",21.540001
"190","2007-10-03",21.139999
"191","2007-10-04",21.139999
"192","2007-10-05",22
"193","2007-10-08",22
"194","2007-10-09",22
"195","2007-10-10",22
"196","2007-10-11",22
"197","2007-10-12",22
"198","2007-10-15",22
"199","2007-10-16",21.610001
"200","2007-10-17",21.610001
"201","2007-10-18",21.610001
"202","2007-10-19",21.610001
"203","2007-10-22",21.610001
"204","2007-10-23",21.610001
"205","2007-10-24",21.610001
"206","2007-10-25",21.610001
"207","2007-10-26",21.139999
"208","2007-10-29",21
"209","2007-10-30",21.299999
"210","2007-10-31",21.5
"211","2007-11-01",21.5
"212","2007-11-02",21
"213","2007-11-05",21
"214","2007-11-06",21
"215","2007-11-07",22
"216","2007-11-08",22
"217","2007-11-09",22
"218","2007-11-12",22
"219","2007-11-13",17.9
"220","2007-11-14",18.969999
"221","2007-11-15",19.75
"222","2007-11-16",19.5
"223","2007-11-19",19.5
"224","2007-11-20",18
"225","2007-11-21",18
"226","2007-11-23",18
"227","2007-11-26",18.75
"228","2007-11-27",21
"229","2007-11-28",21.950001
"230","2007-11-29",22.25
"231","2007-11-30",22.25
"232","2007-12-03",21.75
