"","date","OXY"
"1","2007-01-03",44.760628
"2","2007-01-04",43.840889
"3","2007-01-05",43.543892
"4","2007-01-08",43.428925
"5","2007-01-09",41.82896
"6","2007-01-10",41.32119
"7","2007-01-11",41.273285
"8","2007-01-12",42.537926
"9","2007-01-16",41.742737
"10","2007-01-17",42.164284
"11","2007-01-18",41.781059
"12","2007-01-19",42.873249
"13","2007-01-22",41.972672
"14","2007-01-23",43.19899
"15","2007-01-24",44.262436
"16","2007-01-25",43.495987
"17","2007-01-26",43.725922
"18","2007-01-29",43.275635
"19","2007-01-30",43.927116
"20","2007-01-31",44.415726
"21","2007-02-01",44.837273
"22","2007-02-02",45.306725
"23","2007-02-05",44.703144
"24","2007-02-06",44.693565
"25","2007-02-07",44.674404
"26","2007-02-08",45.249241
"27","2007-02-09",44.569016
"28","2007-02-12",44.061245
"29","2007-02-13",44.64566
"30","2007-02-14",46.082756
"31","2007-02-15",45.622887
"32","2007-02-16",45.527081
"33","2007-02-20",45.172596
"34","2007-02-21",45.766594
"35","2007-02-22",45.98695
"36","2007-02-23",46.226463
"37","2007-02-26",45.929466
"38","2007-02-27",44.348663
"39","2007-02-28",44.185791
"40","2007-03-01",44.559437
"41","2007-03-02",43.975018
"42","2007-03-05",43.256474
"43","2007-03-06",43.888794
"44","2007-03-07",44.415726
"45","2007-03-08",44.386986
"46","2007-03-09",44.386986
"47","2007-03-12",43.946278
"48","2007-03-13",43.610954
"49","2007-03-14",44.415726
"50","2007-03-15",43.936695
"51","2007-03-16",43.83131
"52","2007-03-19",44.377403
"53","2007-03-20",44.760628
"54","2007-03-21",45.153435
"55","2007-03-22",46.063595
"56","2007-03-23",46.255207
"57","2007-03-26",46.580948
"58","2007-03-27",46.92585
"59","2007-03-28",47.682716
"60","2007-03-29",48.190491
"61","2007-03-30",47.242008
"62","2007-04-02",47.500687
"63","2007-04-03",47.58691
"64","2007-04-04",47.663555
"65","2007-04-05",47.855167
"66","2007-04-09",47.596493
"67","2007-04-10",48.228813
"68","2007-04-11",47.768944
"69","2007-04-12",48.98568
"70","2007-04-13",49.119808
"71","2007-04-16",49.282681
"72","2007-04-17",48.813229
"73","2007-04-18",48.976101
"74","2007-04-19",48.142586
"75","2007-04-20",49.541355
"76","2007-04-23",49.292259
"77","2007-04-24",49.282681
"78","2007-04-25",50.001225
"79","2007-04-26",49.043163
"80","2007-04-27",49.024002
"81","2007-04-30",48.573715
"82","2007-05-01",48.631199
"83","2007-05-02",49.167713
"84","2007-05-03",49.685066
"85","2007-05-04",49.483871
"86","2007-05-07",49.340164
"87","2007-05-08",48.976101
"88","2007-05-09",49.100647
"89","2007-05-10",48.362942
"90","2007-05-11",49.752129
"91","2007-05-14",49.675484
"92","2007-05-15",50.135353
"93","2007-05-16",50.777256
"94","2007-05-17",51.725735
"95","2007-05-18",52.377216
"96","2007-05-21",52.492184
"97","2007-05-22",52.233509
"98","2007-05-23",52.319733
"99","2007-05-24",51.668251
"100","2007-05-25",52.655056
"101","2007-05-29",51.80238
"102","2007-05-30",52.779602
"103","2007-05-31",52.664635
"104","2007-06-01",53.967598
"105","2007-06-04",55.931625
"106","2007-06-05",55.864563
"107","2007-06-06",55.232243
"108","2007-06-07",54.293343
"109","2007-06-08",54.552017
"110","2007-06-11",54.609501
