"","date","MMM"
"1","2007-01-03",78.260002
"2","2007-01-04",77.949997
"3","2007-01-05",77.419998
"4","2007-01-08",77.589996
"5","2007-01-09",77.68
"6","2007-01-10",77.849998
"7","2007-01-11",78.650002
"8","2007-01-12",79.360001
"9","2007-01-16",79.559998
"10","2007-01-17",78.910004
"11","2007-01-18",78.809998
"12","2007-01-19",79.25
"13","2007-01-22",78.489998
"14","2007-01-23",78.849998
"15","2007-01-24",79.489998
"16","2007-01-25",79.010002
"17","2007-01-26",78.690002
"18","2007-01-29",78.959999
"19","2007-01-30",74.699997
"20","2007-01-31",74.300003
"21","2007-02-01",73.989998
"22","2007-02-02",73.870003
"23","2007-02-05",73.93
"24","2007-02-06",74.269997
"25","2007-02-07",74.650002
"26","2007-02-08",74.639999
"27","2007-02-09",74.540001
"28","2007-02-12",74.589996
"29","2007-02-13",76.43
"30","2007-02-14",76.839996
"31","2007-02-15",76.910004
"32","2007-02-16",76.839996
"33","2007-02-20",76.580002
"34","2007-02-21",76.230003
"35","2007-02-22",76.349998
"36","2007-02-23",76.209999
"37","2007-02-26",76.120003
"38","2007-02-27",74.5
"39","2007-02-28",74.080002
"40","2007-03-01",73.660004
"41","2007-03-02",73.010002
"42","2007-03-05",73.169998
"43","2007-03-06",73.470001
"44","2007-03-07",73.800003
"45","2007-03-08",74.519997
"46","2007-03-09",74.730003
"47","2007-03-12",75.169998
"48","2007-03-13",74.769997
"49","2007-03-14",75.800003
"50","2007-03-15",75.989998
"51","2007-03-16",75.279999
"52","2007-03-19",76.360001
"53","2007-03-20",76.379997
"54","2007-03-21",76.900002
"55","2007-03-22",77.779999
"56","2007-03-23",77.970001
"57","2007-03-26",77.379997
"58","2007-03-27",77.169998
"59","2007-03-28",76.379997
"60","2007-03-29",76.089996
"61","2007-03-30",76.43
"62","2007-04-02",76.279999
"63","2007-04-03",77.459999
"64","2007-04-04",77.160004
"65","2007-04-05",76.75
"66","2007-04-09",76.830002
"67","2007-04-10",76.5
"68","2007-04-11",76.230003
"69","2007-04-12",76.709999
"70","2007-04-13",76.720001
"71","2007-04-16",77.160004
"72","2007-04-17",77.279999
"73","2007-04-18",77.080002
"74","2007-04-19",77.580002
"75","2007-04-20",77.75
"76","2007-04-23",77.279999
"77","2007-04-24",77
"78","2007-04-25",76.970001
"79","2007-04-26",80.449997
"80","2007-04-27",81.550003
"81","2007-04-30",82.769997
"82","2007-05-01",83.610001
"83","2007-05-02",84.419998
"84","2007-05-03",84.07
"85","2007-05-04",84.209999
"86","2007-05-07",84.93
"87","2007-05-08",84.779999
"88","2007-05-09",85.360001
"89","2007-05-10",84.650002
"90","2007-05-11",85.550003
"91","2007-05-14",84.830002
"92","2007-05-15",86.169998
"93","2007-05-16",86.010002
"94","2007-05-17",86.669998
"95","2007-05-18",86.900002
"96","2007-05-21",87.059998
"97","2007-05-22",87.779999
"98","2007-05-23",87.940002
"99","2007-05-24",87.150002
"100","2007-05-25",87.349998
"101","2007-05-29",87.309998
"102","2007-05-30",87.93
"103","2007-05-31",87.959999
"104","2007-06-01",88.43
"105","2007-06-04",88.07
"106","2007-06-05",87.459999
"107","2007-06-06",86.620003
"108","2007-06-07",84.879997
"109","2007-06-08",85.940002
"110","2007-06-11",85.300003
"111","2007-06-12",85.040001
"112","2007-06-13",87.190002
"113","2007-06-14",87.419998
"114","2007-06-15",87.669998
"115","2007-06-18",87.620003
"116","2007-06-19",87.82
"117","2007-06-20",87.080002
"118","2007-06-21",87.410004
"119","2007-06-22",86.43
"120","2007-06-25",86.25
"121","2007-06-26",86.080002
"122","2007-06-27",87.129997
"123","2007-06-28",86.849998
"124","2007-06-29",86.790001
"125","2007-07-02",88
"126","2007-07-03",87.940002
"127","2007-07-05",87.760002
"128","2007-07-06",88.110001
"129","2007-07-09",88.110001
"130","2007-07-10",87.220001
"131","2007-07-11",87.879997
"132","2007-07-12",89.93
"133","2007-07-13",90.220001
"134","2007-07-16",90.870003
"135","2007-07-17",91.080002
"136","2007-07-18",91.480003
"137","2007-07-19",91.169998
"138","2007-07-20",90.209999
"139","2007-07-23",90.870003
"140","2007-07-24",89.690002
"141","2007-07-25",89.620003
"142","2007-07-26",90.050003
"143","2007-07-27",90.050003
"144","2007-07-30",90.18
"145","2007-07-31",88.919998
"146","2007-08-01",89.07
"147","2007-08-02",89.120003
"148","2007-08-03",87.559998
"149","2007-08-06",87.769997
"150","2007-08-07",88.029999
"151","2007-08-08",88.150002
"152","2007-08-09",86.860001
"153","2007-08-10",85.970001
"154","2007-08-13",86.25
"155","2007-08-14",85.760002
"156","2007-08-15",85.059998
"157","2007-08-16",85.400002
"158","2007-08-17",87.830002
"159","2007-08-20",88.269997
"160","2007-08-21",88.459999
"161","2007-08-22",89.07
"162","2007-08-23",88.75
"163","2007-08-24",89.150002
"164","2007-08-27",88.699997
"165","2007-08-28",87.620003
"166","2007-08-29",88.760002
"167","2007-08-30",89.360001
"168","2007-08-31",90.989998
"169","2007-09-04",91.150002
"170","2007-09-05",89.919998
"171","2007-09-06",90.629997
"172","2007-09-07",88.919998
"173","2007-09-10",87.82
"174","2007-09-11",88.239998
"175","2007-09-12",89.080002
"176","2007-09-13",89.089996
"177","2007-09-14",89.019997
"178","2007-09-17",88.93
"179","2007-09-18",91.660004
"180","2007-09-19",91.959999
"181","2007-09-20",91.440002
"182","2007-09-21",91.68
"183","2007-09-24",91.809998
"184","2007-09-25",91.910004
"185","2007-09-26",92.540001
"186","2007-09-27",93.389999
"187","2007-09-28",93.580002
"188","2007-10-01",94.739998
"189","2007-10-02",93.889999
"190","2007-10-03",94.190002
"191","2007-10-04",94.25
"192","2007-10-05",95.849998
"193","2007-10-08",95.410004
"194","2007-10-09",95.620003
"195","2007-10-10",95.82
"196","2007-10-11",94.360001
"197","2007-10-12",94.169998
"198","2007-10-15",94.389999
"199","2007-10-16",93.980003
"200","2007-10-17",94.260002
"201","2007-10-18",94.730003
"202","2007-10-19",86.620003
"203","2007-10-22",86.279999
"204","2007-10-23",85.93
"205","2007-10-24",86.099998
"206","2007-10-25",86.089996
"207","2007-10-26",86.129997
"208","2007-10-29",85.970001
"209","2007-10-30",85.790001
"210","2007-10-31",86.360001
"211","2007-11-01",83.900002
"212","2007-11-02",84.889999
"213","2007-11-05",85.050003
"214","2007-11-06",85.449997
"215","2007-11-07",83.269997
"216","2007-11-08",82.830002
"217","2007-11-09",79.510002
"218","2007-11-12",79.220001
"219","2007-11-13",81.230003
"220","2007-11-14",80.209999
"221","2007-11-15",79.650002
"222","2007-11-16",81.57
"223","2007-11-19",81.699997
"224","2007-11-20",82.110001
"225","2007-11-21",81.239998
"226","2007-11-23",82.75
"227","2007-11-26",81
"228","2007-11-27",82.120003
"229","2007-11-28",83.410004
"230","2007-11-29",83.610001
"231","2007-11-30",83.260002
"232","2007-12-03",82.209999
"233","2007-12-04",82.089996
"234","2007-12-05",83.760002
"235","2007-12-06",84.82
"236","2007-12-07",86.190002
"237","2007-12-10",86.739998
"238","2007-12-11",84.650002
"239","2007-12-12",86.660004
"240","2007-12-13",86.919998
"241","2007-12-14",85.93
"242","2007-12-17",85.779999
"243","2007-12-18",85.849998
"244","2007-12-19",84.93
"245","2007-12-20",84.489998
"246","2007-12-21",86.050003
"247","2007-12-24",86.260002
"248","2007-12-26",86.07
"249","2007-12-27",85.400002
"250","2007-12-28",85.089996
"251","2007-12-31",84.32
"252","2008-01-02",82.709999
"253","2008-01-03",82.699997
"254","2008-01-04",81.760002
"255","2008-01-07",81.110001
"256","2008-01-08",80.209999
"257","2008-01-09",80.190002
"258","2008-01-10",80.209999
"259","2008-01-11",77.580002
"260","2008-01-14",78.5
"261","2008-01-15",77.18
"262","2008-01-16",77.300003
"263","2008-01-17",74.959999
"264","2008-01-18",74.910004
"265","2008-01-22",75.160004
"266","2008-01-23",76.099998
"267","2008-01-24",75.730003
"268","2008-01-25",75.510002
"269","2008-01-28",77.440002
"270","2008-01-29",78.019997
"271","2008-01-30",78.220001
"272","2008-01-31",79.650002
"273","2008-02-01",81.209999
"274","2008-02-04",80.57
"275","2008-02-05",79.089996
"276","2008-02-06",79.18
"277","2008-02-07",79.120003
"278","2008-02-08",78.559998
"279","2008-02-11",79.279999
"280","2008-02-12",79.099998
"281","2008-02-13",81.379997
"282","2008-02-14",80.290001
"283","2008-02-15",79.949997
"284","2008-02-19",79.849998
"285","2008-02-20",79.940002
"286","2008-02-21",78.959999
"287","2008-02-22",79.669998
"288","2008-02-25",81
"289","2008-02-26",81.290001
"290","2008-02-27",80.480003
"291","2008-02-28",79.800003
"292","2008-02-29",78.400002
"293","2008-03-03",78.489998
"294","2008-03-04",78.410004
"295","2008-03-05",78.93
"296","2008-03-06",77.949997
"297","2008-03-07",76.510002
"298","2008-03-10",75.480003
"299","2008-03-11",77.949997
"300","2008-03-12",78.419998
"301","2008-03-13",79.080002
"302","2008-03-14",77.529999
"303","2008-03-17",78.510002
"304","2008-03-18",80.949997
"305","2008-03-19",79.470001
"306","2008-03-20",77.980003
"307","2008-03-24",78.639999
"308","2008-03-25",78.980003
"309","2008-03-26",78.660004
"310","2008-03-27",77.860001
"311","2008-03-28",77.949997
"312","2008-03-31",79.150002
"313","2008-04-01",81.32
"314","2008-04-02",80.910004
"315","2008-04-03",80.169998
"316","2008-04-04",80.519997
"317","2008-04-07",80.190002
"318","2008-04-08",79.879997
"319","2008-04-09",79.589996
"320","2008-04-10",80.349998
"321","2008-04-11",78.470001
"322","2008-04-14",78.260002
"323","2008-04-15",78.839996
"324","2008-04-16",80.690002
"325","2008-04-17",80.650002
"326","2008-04-18",82.900002
"327","2008-04-21",82.339996
"328","2008-04-22",81.18
"329","2008-04-23",80.629997
"330","2008-04-24",79.129997
"331","2008-04-25",77.82
"332","2008-04-28",77.129997
"333","2008-04-29",76.860001
"334","2008-04-30",76.900002
"335","2008-05-01",77.839996
"336","2008-05-02",78.550003
"337","2008-05-05",77.550003
