"","date","UTL"
"1","2007-01-03",25.450001
"2","2007-01-04",25.549999
"3","2007-01-05",25.52
"4","2007-01-08",25.540001
"5","2007-01-09",25.549999
"6","2007-01-10",25.57
"7","2007-01-11",25.6
"8","2007-01-12",25.629999
"9","2007-01-16",25.530001
"10","2007-01-17",25.6
"11","2007-01-18",25.6
"12","2007-01-19",25.49
"13","2007-01-22",25.549999
"14","2007-01-23",25.5
"15","2007-01-24",25.5
"16","2007-01-25",25.35
"17","2007-01-26",25.280001
"18","2007-01-29",25.27
"19","2007-01-30",25.35
"20","2007-01-31",25.33
"21","2007-02-01",25.219999
"22","2007-02-02",25.1
"23","2007-02-05",25.25
"24","2007-02-06",25.690001
"25","2007-02-07",25.700001
"26","2007-02-08",25.629999
"27","2007-02-09",25.549999
"28","2007-02-12",25.780001
"29","2007-02-13",25.799999
"30","2007-02-14",26.139999
"31","2007-02-15",26.110001
"32","2007-02-16",26.030001
"33","2007-02-20",26.1
"34","2007-02-21",26.15
"35","2007-02-22",26.17
"36","2007-02-23",26.299999
"37","2007-02-26",26.35
"38","2007-02-27",26.440001
"39","2007-02-28",26.9
"40","2007-03-01",27.1
"41","2007-03-02",27
"42","2007-03-05",27
"43","2007-03-06",27
"44","2007-03-07",26.9
"45","2007-03-08",26.9
"46","2007-03-09",26.98
"47","2007-03-12",27.1
"48","2007-03-13",27
"49","2007-03-14",26.93
"50","2007-03-15",27.1
"51","2007-03-16",26.99
"52","2007-03-19",27.1
"53","2007-03-20",27.09
"54","2007-03-21",27.02
"55","2007-03-22",27.299999
"56","2007-03-23",27.16
"57","2007-03-26",27.059999
"58","2007-03-27",27.15
"59","2007-03-28",27.290001
"60","2007-03-29",27.209999
"61","2007-03-30",27.24
"62","2007-04-02",27.25
"63","2007-04-03",27.299999
"64","2007-04-04",27.33
"65","2007-04-05",27.200001
"66","2007-04-09",27.1
"67","2007-04-10",27.09
"68","2007-04-11",27.280001
"69","2007-04-12",27.309999
"70","2007-04-13",27.200001
"71","2007-04-16",27.17
"72","2007-04-17",27.25
"73","2007-04-18",27.6
"74","2007-04-19",27.5
"75","2007-04-20",27.59
"76","2007-04-23",27.25
"77","2007-04-24",27.35
"78","2007-04-25",27.299999
"79","2007-04-26",27.299999
"80","2007-04-27",27.280001
"81","2007-04-30",27.1
"82","2007-05-01",27
"83","2007-05-02",27.030001
"84","2007-05-03",26.65
"85","2007-05-04",26.700001
"86","2007-05-07",27.190001
"87","2007-05-08",27.15
"88","2007-05-09",27.24
"89","2007-05-10",27.299999
"90","2007-05-11",27.299999
"91","2007-05-14",27.549999
"92","2007-05-15",27.75
"93","2007-05-16",27.879999
"94","2007-05-17",27.85
"95","2007-05-18",27.57
"96","2007-05-21",27.9
"97","2007-05-22",28.049999
"98","2007-05-23",28.049999
"99","2007-05-24",28.049999
"100","2007-05-25",28.049999
"101","2007-05-29",28.25
"102","2007-05-30",28.25
"103","2007-05-31",28.1
"104","2007-06-01",28.190001
"105","2007-06-04",28.200001
"106","2007-06-05",28.17
"107","2007-06-06",28.4
"108","2007-06-07",28.049999
"109","2007-06-08",28.15
"110","2007-06-11",28.049999
"111","2007-06-12",28.09
"112","2007-06-13",28.049999
"113","2007-06-14",27.4
"114","2007-06-15",27.75
"115","2007-06-18",27.9
"116","2007-06-19",27.9
"117","2007-06-20",28.049999
"118","2007-06-21",27.620001
"119","2007-06-22",27.5
"120","2007-06-25",27.549999
"121","2007-06-26",27.5
"122","2007-06-27",27.549999
"123","2007-06-28",27.190001
"124","2007-06-29",27.299999
"125","2007-07-02",27.200001
"126","2007-07-03",27.07
"127","2007-07-05",27.1
"128","2007-07-06",27.5
"129","2007-07-09",28
"130","2007-07-10",27.969999
"131","2007-07-11",28.309999
"132","2007-07-12",28.450001
"133","2007-07-13",28.700001
"134","2007-07-16",28.5
"135","2007-07-17",28.700001
"136","2007-07-18",28.639999
"137","2007-07-19",28.76
"138","2007-07-20",28.91
"139","2007-07-23",29.43
"140","2007-07-24",29.469999
"141","2007-07-25",30.15
"142","2007-07-26",30.200001
"143","2007-07-27",30.25
"144","2007-07-30",31.299999
"145","2007-07-31",30.85
"146","2007-08-01",30.639999
"147","2007-08-02",30.75
"148","2007-08-03",30.65
"149","2007-08-06",30
"150","2007-08-07",30.299999
"151","2007-08-08",30.299999
"152","2007-08-09",30
"153","2007-08-10",30.4
"154","2007-08-13",30.5
"155","2007-08-14",29.950001
"156","2007-08-15",29.940001
"157","2007-08-16",29.43
"158","2007-08-17",29.280001
"159","2007-08-20",28.66
"160","2007-08-21",28.5
"161","2007-08-22",28.85
"162","2007-08-23",29.25
"163","2007-08-24",30.52
"164","2007-08-27",30.610001
"165","2007-08-28",30.75
"166","2007-08-29",30.6
"167","2007-08-30",30.76
"168","2007-08-31",31.549999
"169","2007-09-04",31.33
"170","2007-09-05",31
"171","2007-09-06",31.73
"172","2007-09-07",31.5
"173","2007-09-10",31.219999
"174","2007-09-11",31.65
"175","2007-09-12",31.200001
"176","2007-09-13",30.940001
"177","2007-09-14",30.15
"178","2007-09-17",29.15
"179","2007-09-18",28.870001
"180","2007-09-19",28.98
"181","2007-09-20",28.9
"182","2007-09-21",28.76
"183","2007-09-24",28.85
"184","2007-09-25",28.879999
"185","2007-09-26",29.299999
"186","2007-09-27",29.549999
"187","2007-09-28",29.5
"188","2007-10-01",29.450001
"189","2007-10-02",29.24
"190","2007-10-03",29.120001
"191","2007-10-04",28.75
"192","2007-10-05",29
"193","2007-10-08",29.15
"194","2007-10-09",29.1
"195","2007-10-10",28.950001
"196","2007-10-11",28.85
"197","2007-10-12",28.799999
"198","2007-10-15",28.85
"199","2007-10-16",28.799999
"200","2007-10-17",28.83
"201","2007-10-18",28.93
"202","2007-10-19",28.93
"203","2007-10-22",29.549999
"204","2007-10-23",29.969999
"205","2007-10-24",29.950001
"206","2007-10-25",29.93
"207","2007-10-26",29.559999
"208","2007-10-29",29.799999
"209","2007-10-30",29.1
"210","2007-10-31",28.860001
"211","2007-11-01",29.040001
"212","2007-11-02",28.9
"213","2007-11-05",29
"214","2007-11-06",28.5
"215","2007-11-07",28.139999
"216","2007-11-08",26.83
"217","2007-11-09",26.049999
"218","2007-11-12",26.15
"219","2007-11-13",25.92
"220","2007-11-14",25.75
"221","2007-11-15",25.950001
"222","2007-11-16",26.15
"223","2007-11-19",27.01
"224","2007-11-20",27.620001
"225","2007-11-21",27.700001
"226","2007-11-23",28.299999
"227","2007-11-26",29.1
"228","2007-11-27",27.5
"229","2007-11-28",27.1
"230","2007-11-29",26.27
"231","2007-11-30",27.35
"232","2007-12-03",27.549999
"233","2007-12-04",27.41
"234","2007-12-05",27.5
"235","2007-12-06",27.5
"236","2007-12-07",28
"237","2007-12-10",27.950001
"238","2007-12-11",27.950001
"239","2007-12-12",28.01
"240","2007-12-13",28.110001
"241","2007-12-14",28.4
"242","2007-12-17",28.280001
"243","2007-12-18",28.200001
"244","2007-12-19",28.120001
"245","2007-12-20",27.940001
"246","2007-12-21",27
"247","2007-12-24",27.77
"248","2007-12-26",27.65
"249","2007-12-27",28.5
"250","2007-12-28",28.26
"251","2007-12-31",28.51
"252","2008-01-02",27.690001
"253","2008-01-03",27.76
"254","2008-01-04",27.85
"255","2008-01-07",28.379999
"256","2008-01-08",27.75
"257","2008-01-09",27.59
"258","2008-01-10",27.35
"259","2008-01-11",27.25
"260","2008-01-14",27.65
"261","2008-01-15",28.030001
"262","2008-01-16",28.1
"263","2008-01-17",26.15
"264","2008-01-18",26.75
"265","2008-01-22",26.09
"266","2008-01-23",26.360001
"267","2008-01-24",26.4
"268","2008-01-25",25.75
"269","2008-01-28",26.290001
"270","2008-01-29",26.9
"271","2008-01-30",27.33
"272","2008-01-31",27.969999
"273","2008-02-01",28.32
"274","2008-02-04",28.43
"275","2008-02-05",27.9
"276","2008-02-06",28.700001
"277","2008-02-07",28.66
"278","2008-02-08",28.5
"279","2008-02-11",28.49
"280","2008-02-12",28.75
"281","2008-02-13",28.57
"282","2008-02-14",28.85
"283","2008-02-15",28.83
"284","2008-02-19",29
"285","2008-02-20",28.9
"286","2008-02-21",28.860001
"287","2008-02-22",28.290001
"288","2008-02-25",26.35
"289","2008-02-26",26.84
"290","2008-02-27",27.049999
"291","2008-02-28",26.93
"292","2008-02-29",26.799999
"293","2008-03-03",27.450001
"294","2008-03-04",27.59
"295","2008-03-05",27.549999
"296","2008-03-06",27.66
"297","2008-03-07",27.120001
"298","2008-03-10",27.1
"299","2008-03-11",26.75
"300","2008-03-12",27.280001
"301","2008-03-13",27.4
"302","2008-03-14",27.379999
"303","2008-03-17",27.32
"304","2008-03-18",26.52
"305","2008-03-19",27.09
"306","2008-03-20",27
"307","2008-03-24",26.5
"308","2008-03-25",27.4
"309","2008-03-26",27.74
"310","2008-03-27",27.719999
"311","2008-03-28",27.870001
"312","2008-03-31",26.950001
"313","2008-04-01",26.84
"314","2008-04-02",26.799999
"315","2008-04-03",26.51
"316","2008-04-04",27.17
"317","2008-04-07",27.48
"318","2008-04-08",27.200001
"319","2008-04-09",27.290001
"320","2008-04-10",27.719999
"321","2008-04-11",27.450001
"322","2008-04-14",28.09
"323","2008-04-15",28.25
"324","2008-04-16",28.4
"325","2008-04-17",28.549999
"326","2008-04-18",28.42
"327","2008-04-21",28.17
"328","2008-04-22",28.139999
"329","2008-04-23",28.110001
"330","2008-04-24",27.360001
"331","2008-04-25",27.25
"332","2008-04-28",26.940001
"333","2008-04-29",26.969999
"334","2008-04-30",26.799999
"335","2008-05-01",27.43
"336","2008-05-02",27.299999
"337","2008-05-05",27.389999
"338","2008-05-06",27.360001
"339","2008-05-07",27.16
"340","2008-05-08",27.030001
"341","2008-05-09",27.35
"342","2008-05-12",27.6
"343","2008-05-13",27.6
"344","2008-05-14",27.5
"345","2008-05-15",27.83
"346","2008-05-16",27.85
"347","2008-05-19",27.77
"348","2008-05-20",28.299999
"349","2008-05-21",28.6
"350","2008-05-22",27.610001
"351","2008-05-23",28.389999
"352","2008-05-27",28.15
"353","2008-05-28",28.139999
"354","2008-05-29",27.6
"355","2008-05-30",27.799999
"356","2008-06-02",27.91
"357","2008-06-03",27.57
"358","2008-06-04",27.58
"359","2008-06-05",27.09
"360","2008-06-06",27.84
"361","2008-06-09",28.129999
"362","2008-06-10",27.639999
"363","2008-06-11",27.66
"364","2008-06-12",27.540001
"365","2008-06-13",27.290001
"366","2008-06-16",27.15
"367","2008-06-17",27.280001
"368","2008-06-18",27.25
"369","2008-06-19",27.200001
"370","2008-06-20",26.41
"371","2008-06-23",27.08
"372","2008-06-24",27
"373","2008-06-25",27.290001
"374","2008-06-26",27.17
"375","2008-06-27",27.1
"376","2008-06-30",27.110001
"377","2008-07-01",27.08
"378","2008-07-02",27.34
"379","2008-07-03",27.08
"380","2008-07-07",26.530001
"381","2008-07-08",26.98
"382","2008-07-09",26.700001
"383","2008-07-10",26.799999
"384","2008-07-11",26.950001
"385","2008-07-14",27
"386","2008-07-15",27.049999
"387","2008-07-16",27.139999
"388","2008-07-17",26.719999
"389","2008-07-18",27.01
"390","2008-07-21",27.08
"391","2008-07-22",27.08
"392","2008-07-23",27
"393","2008-07-24",26.540001
"394","2008-07-25",26.65
"395","2008-07-28",26.75
"396","2008-07-29",26.709999
"397","2008-07-30",27.799999
"398","2008-07-31",27.540001
"399","2008-08-01",26.51
"400","2008-08-04",26.84
"401","2008-08-05",26.4
"402","2008-08-06",26.65
"403","2008-08-07",26.309999
"404","2008-08-08",26.299999
"405","2008-08-11",26.450001
"406","2008-08-12",26.9
"407","2008-08-13",26.799999
"408","2008-08-14",27.030001
"409","2008-08-15",27.389999
"410","2008-08-18",27.860001
"411","2008-08-19",27.940001
"412","2008-08-20",26.549999
"413","2008-08-21",26.799999
"414","2008-08-22",26.799999
"415","2008-08-25",27
"416","2008-08-26",26.4
"417","2008-08-27",26.450001
"418","2008-08-28",26.540001
"419","2008-08-29",26.59
"420","2008-09-02",26.950001
"421","2008-09-03",26.84
"422","2008-09-04",27.049999
"423","2008-09-05",26.99
"424","2008-09-08",26.42
"425","2008-09-09",27.790001
"426","2008-09-10",27.35
"427","2008-09-11",27.549999
"428","2008-09-12",27
"429","2008-09-15",26.75
"430","2008-09-16",26.440001
"431","2008-09-17",26.299999
"432","2008-09-18",26.15
"433","2008-09-19",26.110001
"434","2008-09-22",25.65
"435","2008-09-23",25.59
"436","2008-09-24",25.700001
"437","2008-09-25",25.6
"438","2008-09-26",25.459999
"439","2008-09-29",25.85
"440","2008-09-30",25.91
"441","2008-10-01",26.01
"442","2008-10-02",26.6
"443","2008-10-03",26.6
"444","2008-10-06",26.030001
"445","2008-10-07",24.91
"446","2008-10-08",24.16
"447","2008-10-09",23.59
"448","2008-10-10",22.780001
"449","2008-10-13",23.01
"450","2008-10-14",23.66
"451","2008-10-15",23.98
"452","2008-10-16",23.18
"453","2008-10-17",23.25
"454","2008-10-20",23.639999
"455","2008-10-21",24.1
"456","2008-10-22",24.74
"457","2008-10-23",24.16
"458","2008-10-24",24.129999
"459","2008-10-27",23.85
"460","2008-10-28",23.48
"461","2008-10-29",23.32
"462","2008-10-30",23.610001
"463","2008-10-31",24
"464","2008-11-03",24.15
"465","2008-11-04",24.799999
"466","2008-11-05",25
"467","2008-11-06",24.030001
"468","2008-11-07",24.33
"469","2008-11-10",24.690001
"470","2008-11-11",24.15
"471","2008-11-12",23.83
"472","2008-11-13",23.09
"473","2008-11-14",22.6
"474","2008-11-17",22.950001
"475","2008-11-18",22.549999
"476","2008-11-19",22.129999
"477","2008-11-20",21.700001
"478","2008-11-21",22.4
"479","2008-11-24",23.110001
"480","2008-11-25",24
"481","2008-11-26",24.33
"482","2008-11-28",23.98
"483","2008-12-01",23.299999
