"","date","SUPN"
"312","2013-07-29",6.87
"313","2013-07-30",6.75
"314","2013-07-31",6.85
"315","2013-08-01",6.81
"316","2013-08-02",6.63
"317","2013-08-05",6.69
"318","2013-08-06",6.62
"319","2013-08-07",6.58
"320","2013-08-08",6.61
"321","2013-08-09",6.5
"322","2013-08-12",6.48
"323","2013-08-13",6.24
"324","2013-08-14",6.92
"325","2013-08-15",6.65
"326","2013-08-16",6.64
"327","2013-08-19",6.9
"328","2013-08-20",6.73
"329","2013-08-21",6.71
"330","2013-08-22",6.66
"331","2013-08-23",6.99
"332","2013-08-26",6.92
"333","2013-08-27",6.71
"334","2013-08-28",6.72
"335","2013-08-29",6.61
"336","2013-08-30",6.62
"337","2013-09-03",6.63
"338","2013-09-04",6.53
"339","2013-09-05",6.65
"340","2013-09-06",6.67
"341","2013-09-09",6.83
"342","2013-09-10",6.72
"343","2013-09-11",6.65
"344","2013-09-12",6.58
"345","2013-09-13",6.62
"346","2013-09-16",6.56
"347","2013-09-17",6.49
"348","2013-09-18",6.58
"349","2013-09-19",6.87
"350","2013-09-20",6.85
"351","2013-09-23",7.01
"352","2013-09-24",7.13
"353","2013-09-25",7.41
"354","2013-09-26",7.46
"355","2013-09-27",7.45
"356","2013-09-30",7.33
"357","2013-10-01",7.34
"358","2013-10-02",7.03
"359","2013-10-03",7.1
"360","2013-10-04",7.25
"361","2013-10-07",7.23
"362","2013-10-08",7.21
"363","2013-10-09",6.99
"364","2013-10-10",7.06
"365","2013-10-11",6.96
"366","2013-10-14",6.92
"367","2013-10-15",6.72
"368","2013-10-16",6.7
"369","2013-10-17",6.55
"370","2013-10-18",6.69
"371","2013-10-21",6.37
"372","2013-10-22",6.17
"373","2013-10-23",6.05
"374","2013-10-24",6.42
"375","2013-10-25",6.45
"376","2013-10-28",6.6
"377","2013-10-29",6.68
"378","2013-10-30",6.86
"379","2013-10-31",7.07
"380","2013-11-01",7.01
"381","2013-11-04",6.88
"382","2013-11-05",6.88
"383","2013-11-06",6.66
"384","2013-11-07",6.7
"385","2013-11-08",6.98
"386","2013-11-11",6.85
"387","2013-11-12",6.9
"388","2013-11-13",7.5
"389","2013-11-14",7.09
"390","2013-11-15",7.12
"391","2013-11-18",6.92
"392","2013-11-19",6.84
"393","2013-11-20",6.95
"394","2013-11-21",7.07
"395","2013-11-22",6.95
"396","2013-11-25",7.21
"397","2013-11-26",7.17
"398","2013-11-27",7.15
"399","2013-11-29",7.23
"400","2013-12-02",7.06
"401","2013-12-03",6.95
"402","2013-12-04",7.14
"403","2013-12-05",7.27
"404","2013-12-06",7.23
"405","2013-12-09",7
"406","2013-12-10",6.99
"407","2013-12-11",6.77
"408","2013-12-12",6.65
"409","2013-12-13",6.66
"410","2013-12-16",6.82
"411","2013-12-17",6.99
"412","2013-12-18",6.87
"413","2013-12-19",6.75
"414","2013-12-20",6.85
"415","2013-12-23",7.4
"416","2013-12-24",8.38
"417","2013-12-26",7.95
"418","2013-12-27",7.96
"419","2013-12-30",7.75
"420","2013-12-31",7.54
"421","2014-01-02",7.65
"422","2014-01-03",8.05
"423","2014-01-06",8.11
"424","2014-01-07",8.2
"425","2014-01-08",8.31
"426","2014-01-09",8.19
"427","2014-01-10",8.38
"428","2014-01-13",8.04
"429","2014-01-14",8.22
"430","2014-01-15",8.3
"431","2014-01-16",8.4
"432","2014-01-17",8.47
"433","2014-01-21",9.24
"434","2014-01-22",9.64
"435","2014-01-23",9.56
"436","2014-01-24",9.14
"437","2014-01-27",9.44
"438","2014-01-28",9.74
"439","2014-01-29",9.95
"440","2014-01-30",9.79
"441","2014-01-31",9.77
"442","2014-02-03",9.41
"443","2014-02-04",9.48
"444","2014-02-05",9.49
"445","2014-02-06",9.2
"446","2014-02-07",9.46
"447","2014-02-10",9.23
"448","2014-02-11",9.27
"449","2014-02-12",9.23
"450","2014-02-13",9.21
"451","2014-02-14",9
"452","2014-02-18",9.19
"453","2014-02-19",9.14
"454","2014-02-20",9.39
"455","2014-02-21",9.84
"456","2014-02-24",9.93
"457","2014-02-25",10.01
"458","2014-02-26",9.98
"459","2014-02-27",10.26
"460","2014-02-28",10.04
"461","2014-03-03",10.05
"462","2014-03-04",10.25
"463","2014-03-05",10.02
"464","2014-03-06",9.74
"465","2014-03-07",9.18
"466","2014-03-10",9.2
"467","2014-03-11",8.89
"468","2014-03-12",9.15
"469","2014-03-13",9.76
"470","2014-03-14",10.07
"471","2014-03-17",9.9
"472","2014-03-18",10.01
"473","2014-03-19",9.74
"474","2014-03-20",9.61
"475","2014-03-21",9.11
"476","2014-03-24",8.63
"477","2014-03-25",8.64
"478","2014-03-26",8.49
"479","2014-03-27",8.5
"480","2014-03-28",8.55
"481","2014-03-31",8.94
"482","2014-04-01",9.55
"483","2014-04-02",9.76
"484","2014-04-03",9.56
"485","2014-04-04",9.32
"486","2014-04-07",8.84
"487","2014-04-08",8.77
"488","2014-04-09",8.86
"489","2014-04-10",8.47
"490","2014-04-11",7.93
"491","2014-04-14",7.81
"492","2014-04-15",7.92
"493","2014-04-16",8.19
"494","2014-04-17",8.26
"495","2014-04-21",8.61
"496","2014-04-22",8.38
"497","2014-04-23",8.06
"498","2014-04-24",8
"499","2014-04-25",7.68
"500","2014-04-28",7.57
"501","2014-04-29",7.57
"502","2014-04-30",8.21
"503","2014-05-01",8.17
"504","2014-05-02",8
"505","2014-05-05",7.98
"506","2014-05-06",7.7
"507","2014-05-07",7.63
"508","2014-05-08",7.32
"509","2014-05-09",7.73
"510","2014-05-12",7.57
"511","2014-05-13",7.8
"512","2014-05-14",7.94
"513","2014-05-15",8.06
"514","2014-05-16",8.23
"515","2014-05-19",8.49
"516","2014-05-20",8.83
"517","2014-05-21",8.75
"518","2014-05-22",8.52
"519","2014-05-23",8.7
"520","2014-05-27",8.65
"521","2014-05-28",8.63
"522","2014-05-29",8.88
"523","2014-05-30",8.91
"524","2014-06-02",8.71
"525","2014-06-03",8.61
"526","2014-06-04",8.99
"527","2014-06-05",9.2
"528","2014-06-06",9.32
"529","2014-06-09",9.56
"530","2014-06-10",9.73
"531","2014-06-11",9.72
"532","2014-06-12",9.83
"533","2014-06-13",10.23
"534","2014-06-16",10.46
"535","2014-06-17",10.69
"536","2014-06-18",10.72
"537","2014-06-19",10.58
"538","2014-06-20",10.72
"539","2014-06-23",10.74
"540","2014-06-24",10.54
"541","2014-06-25",10.66
"542","2014-06-26",10.64
"543","2014-06-27",10.85
"544","2014-06-30",10.95
"545","2014-07-01",10.99
"546","2014-07-02",11.13
"547","2014-07-03",11.11
"548","2014-07-07",10.38
"549","2014-07-08",10.7
"550","2014-07-09",10.78
"551","2014-07-10",10.64
"552","2014-07-11",10.52
"553","2014-07-14",10.76
"554","2014-07-15",10.07
"555","2014-07-16",9.5
"556","2014-07-17",9.28
"557","2014-07-18",9.25
"558","2014-07-21",9.2
"559","2014-07-22",9.12
"560","2014-07-23",9.23
"561","2014-07-24",9.18
"562","2014-07-25",8.94
"563","2014-07-28",8.97
"564","2014-07-29",8.85
"565","2014-07-30",9.06
"566","2014-07-31",8.66
"567","2014-08-01",8.56
"568","2014-08-04",8.58
"569","2014-08-05",8.43
"570","2014-08-06",8.36
"571","2014-08-07",8.15
"572","2014-08-08",8.48
"573","2014-08-11",8.33
"574","2014-08-12",9.07
"575","2014-08-13",9.39
"576","2014-08-14",9.3
"577","2014-08-15",9
"578","2014-08-18",9.01
"579","2014-08-19",8.96
"580","2014-08-20",8.85
"581","2014-08-21",8.59
"582","2014-08-22",8.99
"583","2014-08-25",8.85
"584","2014-08-26",8.96
"585","2014-08-27",8.96
"586","2014-08-28",8.81
"587","2014-08-29",9.06
"588","2014-09-02",8.94
"589","2014-09-03",8.74
"590","2014-09-04",8.36
"591","2014-09-05",8.4
"592","2014-09-08",8.45
"593","2014-09-09",8.43
"594","2014-09-10",8.75
"595","2014-09-11",8.53
"596","2014-09-12",8.28
"597","2014-09-15",8.13
"598","2014-09-16",8.25
"599","2014-09-17",8.43
"600","2014-09-18",8.41
"601","2014-09-19",8.19
"602","2014-09-22",7.99
"603","2014-09-23",8.25
"604","2014-09-24",8.4
"605","2014-09-25",8.3
"606","2014-09-26",8.31
"607","2014-09-29",8.84
"608","2014-09-30",8.69
"609","2014-10-01",8.37
"610","2014-10-02",8.58
"611","2014-10-03",8.73
"612","2014-10-06",8.6
"613","2014-10-07",8.3
"614","2014-10-08",8.38
"615","2014-10-09",8.41
"616","2014-10-10",8.17
"617","2014-10-13",7.93
"618","2014-10-14",7.79
"619","2014-10-15",8.16
"620","2014-10-16",8.39
"621","2014-10-17",7.88
"622","2014-10-20",7.79
"623","2014-10-21",7.8
"624","2014-10-22",7.84
"625","2014-10-23",7.49
"626","2014-10-24",7.51
"627","2014-10-27",7.58
"628","2014-10-28",7.85
"629","2014-10-29",7.7
"630","2014-10-30",8.05
"631","2014-10-31",8.03
"632","2014-11-03",7.9
"633","2014-11-04",7.83
"634","2014-11-05",7.86
"635","2014-11-06",8.02
"636","2014-11-07",7.84
"637","2014-11-10",8.07
"638","2014-11-11",7.91
"639","2014-11-12",8.4
"640","2014-11-13",8.49
"641","2014-11-14",8.47
"642","2014-11-17",8.26
"643","2014-11-18",9.07
"644","2014-11-19",8.79
"645","2014-11-20",8.98
"646","2014-11-21",8.88
"647","2014-11-24",8.93
"648","2014-11-25",8.9
"649","2014-11-26",8.94
"650","2014-11-28",8.86
"651","2014-12-01",8.79
"652","2014-12-02",8.95
"653","2014-12-03",9.49
"654","2014-12-04",8.9
"655","2014-12-05",8.95
"656","2014-12-08",8.83
"657","2014-12-09",8.8
"658","2014-12-10",8.72
"659","2014-12-11",8.7
"660","2014-12-12",8.72
"661","2014-12-15",8.64
"662","2014-12-16",8.72
"663","2014-12-17",8.74
"664","2014-12-18",8.94
"665","2014-12-19",8.91
"666","2014-12-22",8.86
"667","2014-12-23",8.37
"668","2014-12-24",8.52
"669","2014-12-26",8.65
"670","2014-12-29",8.35
"671","2014-12-30",8.14
"672","2014-12-31",8.3
"673","2015-01-02",8.22
"674","2015-01-05",8.22
"675","2015-01-06",8.18
"676","2015-01-07",8.41
"677","2015-01-08",8.72
"678","2015-01-09",8.76
"679","2015-01-12",8.71
"680","2015-01-13",8.75
"681","2015-01-14",8.98
"682","2015-01-15",8.68
"683","2015-01-16",9.04
"684","2015-01-20",9
"685","2015-01-21",8.52
"686","2015-01-22",8.54
"687","2015-01-23",8.57
"688","2015-01-26",8.48
"689","2015-01-27",8.63
"690","2015-01-28",8.67
"691","2015-01-29",8.82
"692","2015-01-30",8.5
"693","2015-02-02",8.44
"694","2015-02-03",8.57
"695","2015-02-04",8.47
"696","2015-02-05",8.76
"697","2015-02-06",8.5
"698","2015-02-09",8.37
"699","2015-02-10",8.64
"700","2015-02-11",8.51
"701","2015-02-12",8.58
"702","2015-02-13",8.8
"703","2015-02-17",8.74
"704","2015-02-18",8.82
"705","2015-02-19",8.59
"706","2015-02-20",8.67
"707","2015-02-23",8.75
"708","2015-02-24",8.8
"709","2015-02-25",9.34
"710","2015-02-26",9.18
"711","2015-02-27",8.99
"712","2015-03-02",9.26
"713","2015-03-03",9.13
"714","2015-03-04",9.46
"715","2015-03-05",9.89
"716","2015-03-06",9.79
"717","2015-03-09",9.9
"718","2015-03-10",9.93
"719","2015-03-11",11
"720","2015-03-12",11.41
"721","2015-03-13",11.77
"722","2015-03-16",11.17
"723","2015-03-17",11.08
"724","2015-03-18",11.2
"725","2015-03-19",11.46
"726","2015-03-20",11.35
"727","2015-03-23",11.46
"728","2015-03-24",11.58
"729","2015-03-25",10.67
"730","2015-03-26",11.32
"731","2015-03-27",11.78
"732","2015-03-30",11.76
"733","2015-03-31",12.09
"734","2015-04-01",12.76
"735","2015-04-02",12.41
"736","2015-04-06",12.2
"737","2015-04-07",12.49
"738","2015-04-08",12.53
"739","2015-04-09",12.5
"740","2015-04-10",12.84
"741","2015-04-13",13.07
"742","2015-04-14",13.19
"743","2015-04-15",13.49
"744","2015-04-16",13.49
"745","2015-04-17",13.47
"746","2015-04-20",13.41
"747","2015-04-21",13.77
"748","2015-04-22",13.67
"749","2015-04-23",13.94
"750","2015-04-24",13.76
"751","2015-04-27",13.05
"752","2015-04-28",13.24
"753","2015-04-29",13.17
"754","2015-04-30",12.8
"755","2015-05-01",12.82
"756","2015-05-04",13.25
"757","2015-05-05",12.54
"758","2015-05-06",12.31
"759","2015-05-07",13
"760","2015-05-08",13.17
"761","2015-05-11",13.16
"762","2015-05-12",13.23
"763","2015-05-13",13.25
"764","2015-05-14",13.42
"765","2015-05-15",13.13
"766","2015-05-18",13.15
"767","2015-05-19",13.2
"768","2015-05-20",13.25
"769","2015-05-21",13.26
"770","2015-05-22",13.44
"771","2015-05-26",13.2
"772","2015-05-27",13.51
"773","2015-05-28",13.48
"774","2015-05-29",14.22
"775","2015-06-01",14
"776","2015-06-02",14.54
"777","2015-06-03",14.59
"778","2015-06-04",14.63
"779","2015-06-05",15.43
"780","2015-06-08",15.7
"781","2015-06-09",16.02
"782","2015-06-10",15.9
"783","2015-06-11",16.23
"784","2015-06-12",18.1
"785","2015-06-15",18.370001
"786","2015-06-16",16.9
"787","2015-06-17",16.01
"788","2015-06-18",17.09
"789","2015-06-19",16.59
"790","2015-06-22",16.76
"791","2015-06-23",16.74
"792","2015-06-24",16.870001
"793","2015-06-25",17.01
"794","2015-06-26",16.65
"795","2015-06-29",16.33
"796","2015-06-30",16.98
"797","2015-07-01",16.959999
"798","2015-07-02",16.75
"799","2015-07-06",17.299999
"800","2015-07-07",17.66
"801","2015-07-08",17.219999
"802","2015-07-09",16.809999
"803","2015-07-10",18.07
"804","2015-07-13",18.92
"805","2015-07-14",19.120001
"806","2015-07-15",19.200001
"807","2015-07-16",20
"808","2015-07-17",20.15
"809","2015-07-20",19.530001
"810","2015-07-21",19.879999
"811","2015-07-22",20.129999
"812","2015-07-23",19.98
"813","2015-07-24",20.110001
"814","2015-07-27",20.02
"815","2015-07-28",21.190001
"816","2015-07-29",20.450001
"817","2015-07-30",20.4
"818","2015-07-31",21.209999
"819","2015-08-03",21.1
"820","2015-08-04",21.26
"821","2015-08-05",19.219999
"822","2015-08-06",18.540001
"823","2015-08-07",17.6
"824","2015-08-10",17.84
"825","2015-08-11",17.74
"826","2015-08-12",18.059999
"827","2015-08-13",17.43
"828","2015-08-14",17.440001
"829","2015-08-17",18.370001
"830","2015-08-18",17.450001
"831","2015-08-19",18.41
"832","2015-08-20",16.77
"833","2015-08-21",16.73
"834","2015-08-24",15.39
"835","2015-08-25",15.74
"836","2015-08-26",16.48
"837","2015-08-27",17.52
"838","2015-08-28",17.799999
"839","2015-08-31",18.15
"840","2015-09-01",18.83
"841","2015-09-02",19.75
"842","2015-09-03",19.66
"843","2015-09-04",19.620001
"844","2015-09-08",19.959999
"845","2015-09-09",18.73
"846","2015-09-10",19.450001
"847","2015-09-11",20.200001
"848","2015-09-14",20.16
"849","2015-09-15",20.219999
"850","2015-09-16",20.450001
"851","2015-09-17",21.139999
"852","2015-09-18",20.969999
"853","2015-09-21",19.450001
"854","2015-09-22",19.27
"855","2015-09-23",19.17
"856","2015-09-24",18.209999
"857","2015-09-25",16.57
"858","2015-09-28",14.51
"859","2015-09-29",13.62
"860","2015-09-30",14.03
"861","2015-10-01",14.15
"862","2015-10-02",15.33
"863","2015-10-05",15.01
"864","2015-10-06",13.77
"865","2015-10-07",14.47
"866","2015-10-08",14.32
"867","2015-10-09",14.48
"868","2015-10-12",14.61
"869","2015-10-13",14.69
"870","2015-10-14",13.94
"871","2015-10-15",16.209999
"872","2015-10-16",16.309999
"873","2015-10-19",17.379999
"874","2015-10-20",15.79
"875","2015-10-21",15.81
"876","2015-10-22",15.27
"877","2015-10-23",15.97
"878","2015-10-26",15.59
"879","2015-10-27",15.7
"880","2015-10-28",16.91
"881","2015-10-29",16.530001
"882","2015-10-30",16.5
"883","2015-11-02",17.219999
"884","2015-11-03",17.780001
"885","2015-11-04",18.26
"886","2015-11-05",17.780001
"887","2015-11-06",18.110001
"888","2015-11-09",18.27
"889","2015-11-10",18.860001
"890","2015-11-11",17.59
"891","2015-11-12",16.32
"892","2015-11-13",16.200001
"893","2015-11-16",16.110001
"894","2015-11-17",16.68
"895","2015-11-18",16.51
"896","2015-11-19",15.97
"897","2015-11-20",15.45
"898","2015-11-23",15.33
"899","2015-11-24",16.290001
"900","2015-11-25",16.370001
"901","2015-11-27",16.66
"902","2015-11-30",16.16
"903","2015-12-01",16.709999
"904","2015-12-02",16.26
"905","2015-12-03",15.45
"906","2015-12-04",14.58
"907","2015-12-07",14.44
"908","2015-12-08",14.82
"909","2015-12-09",14.59
"910","2015-12-10",14.24
"911","2015-12-11",13.17
"912","2015-12-14",12.78
"913","2015-12-15",13.25
"914","2015-12-16",13.65
"915","2015-12-17",13.84
"916","2015-12-18",14.13
"917","2015-12-21",14.22
"918","2015-12-22",14.1
"919","2015-12-23",14.33
"920","2015-12-24",14.14
"921","2015-12-28",14
"922","2015-12-29",13.47
"923","2015-12-30",13.69
"924","2015-12-31",13.44
"925","2016-01-04",13.14
"926","2016-01-05",13.43
"927","2016-01-06",12.7
"928","2016-01-07",12.78
"929","2016-01-08",11.69
"930","2016-01-11",11.25
"931","2016-01-12",11.48
"932","2016-01-13",10.87
"933","2016-01-14",11.34
"934","2016-01-15",11.29
"935","2016-01-19",11.14
"936","2016-01-20",12.29
"937","2016-01-21",11.75
"938","2016-01-22",12.47
"939","2016-01-25",11.92
"940","2016-01-26",11.75
"941","2016-01-27",11.04
"942","2016-01-28",10.6
"943","2016-01-29",11.34
"944","2016-02-01",11.27
"945","2016-02-02",10.73
"946","2016-02-03",10.6
"947","2016-02-04",10.13
"948","2016-02-05",12.13
"949","2016-02-08",12.54
"950","2016-02-09",12.13
"951","2016-02-10",12.48
"952","2016-02-11",12.36
"953","2016-02-12",12.84
"954","2016-02-16",13.14
"955","2016-02-17",13.35
"956","2016-02-18",13.12
"957","2016-02-19",13.64
"958","2016-02-22",13.62
"959","2016-02-23",13.35
"960","2016-02-24",13.53
"961","2016-02-25",13.19
"962","2016-02-26",13.25
"963","2016-02-29",12.54
"964","2016-03-01",12.98
"965","2016-03-02",13.37
"966","2016-03-03",13.99
"967","2016-03-04",14.38
"968","2016-03-07",14.85
"969","2016-03-08",14.65
"970","2016-03-09",15.21
"971","2016-03-10",15.37
"972","2016-03-11",15.65
"973","2016-03-14",15.5
"974","2016-03-15",14.59
"975","2016-03-16",14.53
"976","2016-03-17",13.89
"977","2016-03-18",14.09
"978","2016-03-21",14.72
"979","2016-03-22",15
"980","2016-03-23",14.67
"981","2016-03-24",14.4
"982","2016-03-28",14.12
"983","2016-03-29",15.47
"984","2016-03-30",15.03
"985","2016-03-31",15.25
"986","2016-04-01",16.209999
"987","2016-04-04",16.219999
"988","2016-04-05",16.18
"989","2016-04-06",16.690001
"990","2016-04-07",16.719999
"991","2016-04-08",16.719999
"992","2016-04-11",16.549999
"993","2016-04-12",16.58
"994","2016-04-13",16.540001
"995","2016-04-14",16.370001
"996","2016-04-15",16.32
"997","2016-04-18",16.77
