"","date","METC"
"202","2017-11-20",4.2
"203","2017-11-21",4.15
"204","2017-11-22",4.09
"205","2017-11-24",4.41
"206","2017-11-27",4.74
"207","2017-11-28",4.83
"208","2017-11-29",4.8
"209","2017-11-30",4.75
"210","2017-12-01",4.77
"211","2017-12-04",4.87
"212","2017-12-05",4.71
"213","2017-12-06",4.86
"214","2017-12-07",4.84
"215","2017-12-08",4.93
"216","2017-12-11",5.21
"217","2017-12-12",5
"218","2017-12-13",5.03
"219","2017-12-14",5.03
"220","2017-12-15",5.04
"221","2017-12-18",5.22
"222","2017-12-19",5.39
"223","2017-12-20",5.68
"224","2017-12-21",5.62
"225","2017-12-22",6.11
"226","2017-12-26",7.02
"227","2017-12-27",6.85
"228","2017-12-28",7
"229","2017-12-29",6.88
"230","2018-01-02",6.84
"231","2018-01-03",6.78
"232","2018-01-04",7.08
"233","2018-01-05",7.24
"234","2018-01-08",7.3
"235","2018-01-09",6.94
"236","2018-01-10",7.11
"237","2018-01-11",7.3
"238","2018-01-12",7.26
"239","2018-01-16",7.28
"240","2018-01-17",8.24
"241","2018-01-18",8.89
"242","2018-01-19",9
"243","2018-01-22",8.37
"244","2018-01-23",7.81
"245","2018-01-24",8.01
"246","2018-01-25",7.77
"247","2018-01-26",7.8
"248","2018-01-29",7.84
"249","2018-01-30",8.07
"250","2018-01-31",8.04
"251","2018-02-01",7.21
"252","2018-02-02",7.17
"253","2018-02-05",6.76
"254","2018-02-06",7.07
"255","2018-02-07",6.63
"256","2018-02-08",6.38
"257","2018-02-09",6.45
"258","2018-02-12",6.8
"259","2018-02-13",7.01
"260","2018-02-14",7.33
"261","2018-02-15",7.21
"262","2018-02-16",7.29
"263","2018-02-20",7.14
"264","2018-02-21",7.08
"265","2018-02-22",7.04
"266","2018-02-23",7.08
"267","2018-02-26",6.88
"268","2018-02-27",7.15
"269","2018-02-28",6.85
"270","2018-03-01",6.89
"271","2018-03-02",6.58
"272","2018-03-05",6.56
"273","2018-03-06",6.18
"274","2018-03-07",6.35
"275","2018-03-08",6.39
"276","2018-03-09",6.84
"277","2018-03-12",6.14
"278","2018-03-13",6.12
"279","2018-03-14",6.38
"280","2018-03-15",6.58
"281","2018-03-16",6.8
"282","2018-03-19",6.97
"283","2018-03-20",6.97
"284","2018-03-21",7.14
"285","2018-03-22",7.05
"286","2018-03-23",7.12
"287","2018-03-26",7.44
"288","2018-03-27",7.16
"289","2018-03-28",7.19
"290","2018-03-29",7.19
"291","2018-04-02",7.43
"292","2018-04-03",7.19
"293","2018-04-04",7.37
"294","2018-04-05",7
"295","2018-04-06",6.63
"296","2018-04-09",6.43
"297","2018-04-10",6.32
"298","2018-04-11",6.34
"299","2018-04-12",6.13
"300","2018-04-13",6.42
"301","2018-04-16",6.28
"302","2018-04-17",6.31
"303","2018-04-18",6.26
"304","2018-04-19",6.3
"305","2018-04-20",6.33
"306","2018-04-23",6.38
"307","2018-04-24",6.56
"308","2018-04-25",6.77
"309","2018-04-26",6.98
"310","2018-04-27",7.22
"311","2018-04-30",6.83
"312","2018-05-01",6.94
"313","2018-05-02",7.06
"314","2018-05-03",7.08
"315","2018-05-04",7.16
"316","2018-05-07",7.18
"317","2018-05-08",7.26
"318","2018-05-09",7.1
"319","2018-05-10",7.29
"320","2018-05-11",7.36
"321","2018-05-14",7.39
"322","2018-05-15",7.21
"323","2018-05-16",7.37
"324","2018-05-17",7.78
"325","2018-05-18",7.63
"326","2018-05-21",7.66
"327","2018-05-22",7.65
"328","2018-05-23",7.78
"329","2018-05-24",7.51
"330","2018-05-25",7.78
"331","2018-05-29",8.15
"332","2018-05-30",7.91
"333","2018-05-31",8.08
"334","2018-06-01",8.07
"335","2018-06-04",7.82
"336","2018-06-05",8.22
"337","2018-06-06",8.28
"338","2018-06-07",8.4
"339","2018-06-08",7.86
"340","2018-06-11",7.95
"341","2018-06-12",8.09
"342","2018-06-13",8.13
"343","2018-06-14",8.36
"344","2018-06-15",8.35
"345","2018-06-18",8.26
"346","2018-06-19",8.19
"347","2018-06-20",8.28
"348","2018-06-21",8.23
"349","2018-06-22",8.47
"350","2018-06-25",7.64
"351","2018-06-26",7.52
"352","2018-06-27",7.04
"353","2018-06-28",7.11
"354","2018-06-29",6.96
"355","2018-07-02",6.92
"356","2018-07-03",6.92
"357","2018-07-05",6.88
"358","2018-07-06",6.85
"359","2018-07-09",6.73
"360","2018-07-10",6.74
"361","2018-07-11",6.63
"362","2018-07-12",6.53
"363","2018-07-13",6.66
"364","2018-07-16",6.35
"365","2018-07-17",6.52
"366","2018-07-18",6.75
"367","2018-07-19",6.61
"368","2018-07-20",6.48
"369","2018-07-23",6.51
"370","2018-07-24",6.55
"371","2018-07-25",6.6
"372","2018-07-26",6.77
"373","2018-07-27",6.57
"374","2018-07-30",6.57
"375","2018-07-31",6.53
"376","2018-08-01",6.5
"377","2018-08-02",6.55
"378","2018-08-03",6.26
"379","2018-08-06",6.25
"380","2018-08-07",6.63
"381","2018-08-08",7.28
"382","2018-08-09",7.31
"383","2018-08-10",7.78
"384","2018-08-13",7.38
"385","2018-08-14",6.84
"386","2018-08-15",6.9
"387","2018-08-16",7.15
"388","2018-08-17",7.51
"389","2018-08-20",7.68
"390","2018-08-21",7.99
"391","2018-08-22",8.03
"392","2018-08-23",8.3
"393","2018-08-24",8.62
"394","2018-08-27",8.66
"395","2018-08-28",8.5
"396","2018-08-29",7.86
"397","2018-08-30",7.76
"398","2018-08-31",7.95
"399","2018-09-04",7.65
"400","2018-09-05",7.57
"401","2018-09-06",7.74
"402","2018-09-07",7.39
"403","2018-09-10",7.63
"404","2018-09-11",7.68
"405","2018-09-12",7.98
"406","2018-09-13",7.91
"407","2018-09-14",7.8
"408","2018-09-17",7.81
"409","2018-09-18",7.66
"410","2018-09-19",7.7
"411","2018-09-20",7.46
"412","2018-09-21",7.4
"413","2018-09-24",7.28
"414","2018-09-25",7.82
"415","2018-09-26",7.82
"416","2018-09-27",7.55
"417","2018-09-28",7.46
"418","2018-10-01",7.74
"419","2018-10-02",7.95
"420","2018-10-03",8.25
"421","2018-10-04",8.12
"422","2018-10-05",8.19
"423","2018-10-08",8.22
"424","2018-10-09",8.31
"425","2018-10-10",8.03
"426","2018-10-11",8.07
"427","2018-10-12",7.98
"428","2018-10-15",8.23
"429","2018-10-16",8.26
"430","2018-10-17",8.28
"431","2018-10-18",8.02
"432","2018-10-19",7.82
"433","2018-10-22",7.76
"434","2018-10-23",7.55
"435","2018-10-24",7.01
"436","2018-10-25",7.1
"437","2018-10-26",7.2
"438","2018-10-29",6.87
"439","2018-10-30",6.84
"440","2018-10-31",7.45
"441","2018-11-01",7.84
"442","2018-11-02",7.77
"443","2018-11-05",7.79
"444","2018-11-06",7.37
"445","2018-11-07",6.86
"446","2018-11-08",6.06
"447","2018-11-09",5.96
"448","2018-11-12",5.93
"449","2018-11-13",5.67
"450","2018-11-14",5.94
"451","2018-11-15",5.7
"452","2018-11-16",5.86
"453","2018-11-19",5.53
"454","2018-11-20",5.33
"455","2018-11-21",5.76
"456","2018-11-23",5.4
"457","2018-11-26",4.89
"458","2018-11-27",5.3
"459","2018-11-28",5.67
"460","2018-11-29",5.2
"461","2018-11-30",5.3
"462","2018-12-03",5.51
"463","2018-12-04",5.2
"464","2018-12-06",5.09
"465","2018-12-07",5.17
"466","2018-12-10",5.02
"467","2018-12-11",5.09
"468","2018-12-12",5.07
"469","2018-12-13",4.95
"470","2018-12-14",4.69
"471","2018-12-17",4.78
"472","2018-12-18",4.71
"473","2018-12-19",4.99
"474","2018-12-20",4.69
"475","2018-12-21",4.68
"476","2018-12-24",4.5
"477","2018-12-26",4.59
"478","2018-12-27",4.59
"479","2018-12-28",4.6
"480","2018-12-31",4.95
"481","2019-01-02",4.91
"482","2019-01-03",4.63
"483","2019-01-04",4.98
"484","2019-01-07",5.33
"485","2019-01-08",5.23
"486","2019-01-09",5.3
"487","2019-01-10",5.35
"488","2019-01-11",5.36
"489","2019-01-14",5.31
"490","2019-01-15",5.36
"491","2019-01-16",5.68
"492","2019-01-17",5.68
"493","2019-01-18",5.75
"494","2019-01-22",5.62
"495","2019-01-23",5.69
"496","2019-01-24",5.56
"497","2019-01-25",5.49
"498","2019-01-28",5.43
"499","2019-01-29",5.47
"500","2019-01-30",5.94
"501","2019-01-31",6.06
"502","2019-02-01",6.06
"503","2019-02-04",5.9
"504","2019-02-05",6.03
"505","2019-02-06",6.01
"506","2019-02-07",5.9
"507","2019-02-08",5.95
"508","2019-02-11",5.9
"509","2019-02-12",5.99
"510","2019-02-13",5.98
"511","2019-02-14",6
"512","2019-02-15",5.91
"513","2019-02-19",5.9
"514","2019-02-20",5.86
"515","2019-02-21",5.9
"516","2019-02-22",5.92
"517","2019-02-25",5.29
"518","2019-02-26",5.41
"519","2019-02-27",5.62
"520","2019-02-28",5.33
"521","2019-03-01",5.44
"522","2019-03-04",5.43
"523","2019-03-05",5.49
"524","2019-03-06",5.25
"525","2019-03-07",5.31
"526","2019-03-08",5.2
"527","2019-03-11",5.26
"528","2019-03-12",5.45
"529","2019-03-13",5.46
"530","2019-03-14",5.44
"531","2019-03-15",5.32
"532","2019-03-18",5.57
"533","2019-03-19",5.66
"534","2019-03-20",6.06
"535","2019-03-21",6.52
"536","2019-03-22",6.24
"537","2019-03-25",6.14
"538","2019-03-26",5.75
"539","2019-03-27",5.69
"540","2019-03-28",5.85
"541","2019-03-29",5.8
"542","2019-04-01",5.97
"543","2019-04-02",5.9
"544","2019-04-03",6.1
"545","2019-04-04",6.23
"546","2019-04-05",6.53
"547","2019-04-08",6.27
"548","2019-04-09",5.83
"549","2019-04-10",5.79
"550","2019-04-11",5.6
"551","2019-04-12",5.73
"552","2019-04-15",5.76
"553","2019-04-16",5.56
"554","2019-04-17",5.69
"555","2019-04-18",5.72
"556","2019-04-22",5.8
"557","2019-04-23",5.88
"558","2019-04-24",5.87
"559","2019-04-25",5.85
"560","2019-04-26",5.98
"561","2019-04-29",6.17
"562","2019-04-30",6.72
"563","2019-05-01",6.52
"564","2019-05-02",6.62
"565","2019-05-03",7.01
"566","2019-05-06",6.94
"567","2019-05-07",7.08
"568","2019-05-08",6.64
"569","2019-05-09",6.71
"570","2019-05-10",6.59
"571","2019-05-13",6.26
"572","2019-05-14",6.5
"573","2019-05-15",6.55
"574","2019-05-16",6.61
"575","2019-05-17",6.28
"576","2019-05-20",6.41
"577","2019-05-21",6.77
"578","2019-05-22",6.47
"579","2019-05-23",6.21
"580","2019-05-24",6.2
"581","2019-05-28",6.25
"582","2019-05-29",6.26
"583","2019-05-30",5.62
"584","2019-05-31",5.63
"585","2019-06-03",5.46
"586","2019-06-04",5.6
"587","2019-06-05",5.63
"588","2019-06-06",5.61
"589","2019-06-07",5.79
"590","2019-06-10",5.85
"591","2019-06-11",5.49
"592","2019-06-12",5.35
"593","2019-06-13",5.41
"594","2019-06-14",5.04
"595","2019-06-17",5.15
"596","2019-06-18",5.44
"597","2019-06-19",5.43
"598","2019-06-20",5.15
"599","2019-06-21",5.34
"600","2019-06-24",5.22
"601","2019-06-25",4.9
"602","2019-06-26",5.04
"603","2019-06-27",5.22
"604","2019-06-28",5.32
"605","2019-07-01",5.38
"606","2019-07-02",5.24
"607","2019-07-03",5.25
"608","2019-07-05",5.33
"609","2019-07-08",5.37
"610","2019-07-09",5.33
"611","2019-07-10",5.31
"612","2019-07-11",5.29
"613","2019-07-12",5.28
"614","2019-07-15",5.3
"615","2019-07-16",5.24
"616","2019-07-17",5.09
"617","2019-07-18",4.89
"618","2019-07-19",5.14
"619","2019-07-22",5.19
"620","2019-07-23",5.25
"621","2019-07-24",5.21
"622","2019-07-25",5.18
"623","2019-07-26",5.08
"624","2019-07-29",5.08
"625","2019-07-30",5.17
"626","2019-07-31",4.87
"627","2019-08-01",4.27
"628","2019-08-02",4.45
"629","2019-08-05",4.05
"630","2019-08-06",3.82
"631","2019-08-07",3.74
"632","2019-08-08",3.74
"633","2019-08-09",3.59
"634","2019-08-12",3.61
"635","2019-08-13",3.76
"636","2019-08-14",3.26
"637","2019-08-15",3.19
"638","2019-08-16",3.87
"639","2019-08-19",3.73
"640","2019-08-20",3.77
"641","2019-08-21",4.04
"642","2019-08-22",4.13
"643","2019-08-23",3.73
"644","2019-08-26",4.25
"645","2019-08-27",4.09
"646","2019-08-28",3.97
"647","2019-08-29",4.37
"648","2019-08-30",4.26
"649","2019-09-03",4.2
"650","2019-09-04",4.24
"651","2019-09-05",4.29
"652","2019-09-06",4.41
"653","2019-09-09",4.58
"654","2019-09-10",4.92
"655","2019-09-11",4.98
"656","2019-09-12",4.71
"657","2019-09-13",4.72
"658","2019-09-16",4.59
"659","2019-09-17",4.37
"660","2019-09-18",4.16
"661","2019-09-19",4.05
"662","2019-09-20",3.86
"663","2019-09-23",3.99
"664","2019-09-24",3.76
"665","2019-09-25",3.8
"666","2019-09-26",3.78
"667","2019-09-27",3.82
"668","2019-09-30",3.74
"669","2019-10-01",3.51
"670","2019-10-02",3.63
"671","2019-10-03",3.59
"672","2019-10-04",3.57
"673","2019-10-07",3.59
"674","2019-10-08",3.26
"675","2019-10-09",3.34
"676","2019-10-10",3.38
"677","2019-10-11",3.61
"678","2019-10-14",3.59
"679","2019-10-15",3.54
"680","2019-10-16",3.46
"681","2019-10-17",3.59
"682","2019-10-18",3.59
"683","2019-10-21",3.74
"684","2019-10-22",3.68
"685","2019-10-23",3.65
"686","2019-10-24",3.57
"687","2019-10-25",3.69
"688","2019-10-28",3.65
"689","2019-10-29",3.58
"690","2019-10-30",3.58
"691","2019-10-31",3.55
"692","2019-11-01",3.7
"693","2019-11-04",3.82
"694","2019-11-05",3.94
"695","2019-11-06",3.57
"696","2019-11-07",3.47
"697","2019-11-08",3.7
"698","2019-11-11",3.46
"699","2019-11-12",3.45
"700","2019-11-13",3.38
"701","2019-11-14",3.16
"702","2019-11-15",3.18
"703","2019-11-18",3.15
"704","2019-11-19",3.13
"705","2019-11-20",3.21
"706","2019-11-21",3.22
"707","2019-11-22",3.22
"708","2019-11-25",3.4
"709","2019-11-26",3.55
"710","2019-11-27",3.46
"711","2019-11-29",3.42
"712","2019-12-02",3.26
"713","2019-12-03",3.24
"714","2019-12-04",3.31
"715","2019-12-05",3.38
"716","2019-12-06",3.61
"717","2019-12-09",3.6
"718","2019-12-10",3.49
"719","2019-12-11",3.49
"720","2019-12-12",3.54
"721","2019-12-13",3.43
"722","2019-12-16",3.26
"723","2019-12-17",3.1
"724","2019-12-18",3.18
"725","2019-12-19",3.19
"726","2019-12-20",3.14
"727","2019-12-23",3.2
"728","2019-12-24",3.33
"729","2019-12-26",3.42
"730","2019-12-27",3.45
"731","2019-12-30",3.47
"732","2019-12-31",3.58
"733","2020-01-02",3.76
"734","2020-01-03",3.56
"735","2020-01-06",3.61
"736","2020-01-07",3.64
"737","2020-01-08",3.61
"738","2020-01-09",3.47
"739","2020-01-10",3.42
"740","2020-01-13",3.5
"741","2020-01-14",3.69
"742","2020-01-15",3.72
"743","2020-01-16",3.76
"744","2020-01-17",3.64
"745","2020-01-21",3.48
"746","2020-01-22",3.55
"747","2020-01-23",3.55
"748","2020-01-24",3.3
"749","2020-01-27",3.23
"750","2020-01-28",3.23
"751","2020-01-29",3.15
"752","2020-01-30",3.19
"753","2020-01-31",3.07
"754","2020-02-03",3.05
"755","2020-02-04",3.22
"756","2020-02-05",3.31
"757","2020-02-06",3.15
"758","2020-02-07",3.05
"759","2020-02-10",2.91
"760","2020-02-11",2.93
"761","2020-02-12",3.19
"762","2020-02-13",3.13
"763","2020-02-14",3.02
"764","2020-02-18",3.06
"765","2020-02-19",3.04
"766","2020-02-20",3
"767","2020-02-21",2.92
"768","2020-02-24",2.84
"769","2020-02-25",2.74
"770","2020-02-26",2.66
"771","2020-02-27",2.63
"772","2020-02-28",2.88
"773","2020-03-02",2.95
"774","2020-03-03",2.88
"775","2020-03-04",3.08
"776","2020-03-05",2.78
"777","2020-03-06",2.66
"778","2020-03-09",2.46
"779","2020-03-10",2.51
"780","2020-03-11",2.32
"781","2020-03-12",2.11
"782","2020-03-13",2.54
"783","2020-03-16",2.38
"784","2020-03-17",2.66
"785","2020-03-18",2.52
"786","2020-03-19",2.86
"787","2020-03-20",2.55
"788","2020-03-23",2.44
"789","2020-03-24",2.61
"790","2020-03-25",2.6
"791","2020-03-26",2.61
"792","2020-03-27",2.42
"793","2020-03-30",2.33
"794","2020-03-31",2.39
"795","2020-04-01",2.2
"796","2020-04-02",2.45
"797","2020-04-03",2.32
"798","2020-04-06",2.46
"799","2020-04-07",2.7
"800","2020-04-08",2.78
"801","2020-04-09",2.87
"802","2020-04-13",2.77
"803","2020-04-14",2.75
"804","2020-04-15",2.79
"805","2020-04-16",2.83
"806","2020-04-17",2.86
"807","2020-04-20",2.77
"808","2020-04-21",2.71
"809","2020-04-22",2.77
"810","2020-04-23",2.45
"811","2020-04-24",2.32
"812","2020-04-27",2.35
"813","2020-04-28",2.48
"814","2020-04-29",2.36
"815","2020-04-30",2.36
"816","2020-05-01",2.3
"817","2020-05-04",2.31
"818","2020-05-05",2.26
"819","2020-05-06",2.06
"820","2020-05-07",2.07
"821","2020-05-08",2.05
"822","2020-05-11",2.15
"823","2020-05-12",2.05
"824","2020-05-13",1.96
"825","2020-05-14",1.97
"826","2020-05-15",2.06
"827","2020-05-18",2.36
"828","2020-05-19",2.33
"829","2020-05-20",2.49
"830","2020-05-21",2.36
"831","2020-05-22",2.49
"832","2020-05-26",2.62
"833","2020-05-27",3.02
"834","2020-05-28",2.93
"835","2020-05-29",2.71
"836","2020-06-01",2.79
"837","2020-06-02",2.7
"838","2020-06-03",2.72
"839","2020-06-04",2.68
"840","2020-06-05",2.86
"841","2020-06-08",2.93
"842","2020-06-09",2.86
"843","2020-06-10",2.68
"844","2020-06-11",2.34
"845","2020-06-12",2.42
"846","2020-06-15",2.43
"847","2020-06-16",2.4
"848","2020-06-17",2.26
"849","2020-06-18",2.23
"850","2020-06-19",2.2
"851","2020-06-22",2.18
"852","2020-06-23",2.16
"853","2020-06-24",2.11
"854","2020-06-25",2.07
"855","2020-06-26",2.1
"856","2020-06-29",2.11
"857","2020-06-30",2.14
"858","2020-07-01",2.17
"859","2020-07-02",2.2
"860","2020-07-06",2.45
"861","2020-07-07",2.24
"862","2020-07-08",2.19
"863","2020-07-09",2.18
"864","2020-07-10",2.38
"865","2020-07-13",2.47
"866","2020-07-14",2.33
"867","2020-07-15",2.37
"868","2020-07-16",2.37
"869","2020-07-17",2.28
"870","2020-07-20",2.35
"871","2020-07-21",2.25
"872","2020-07-22",2.24
"873","2020-07-23",2.37
"874","2020-07-24",2.4
"875","2020-07-27",2.3
"876","2020-07-28",2.28
"877","2020-07-29",2.35
"878","2020-07-30",2.33
"879","2020-07-31",2.22
"880","2020-08-03",2.19
"881","2020-08-04",2.25
"882","2020-08-05",2.26
"883","2020-08-06",2.25
"884","2020-08-07",2.43
"885","2020-08-10",2.56
"886","2020-08-11",2.56
"887","2020-08-12",2.55
"888","2020-08-13",2.53
"889","2020-08-14",2.6
"890","2020-08-17",2.52
"891","2020-08-18",2.55
"892","2020-08-19",2.6
"893","2020-08-20",3.06
"894","2020-08-21",2.8
"895","2020-08-24",2.83
"896","2020-08-25",2.89
"897","2020-08-26",2.87
"898","2020-08-27",2.9
"899","2020-08-28",2.94
"900","2020-08-31",3.02
"901","2020-09-01",2.87
"902","2020-09-02",2.84
"903","2020-09-03",2.74
"904","2020-09-04",2.73
"905","2020-09-08",2.71
"906","2020-09-09",2.7
"907","2020-09-10",2.7
"908","2020-09-11",2.77
"909","2020-09-14",2.99
"910","2020-09-15",3.05
"911","2020-09-16",3.22
"912","2020-09-17",3.39
"913","2020-09-18",3.32
"914","2020-09-21",3.2
"915","2020-09-22",3.42
"916","2020-09-23",3.15
"917","2020-09-24",3.25
"918","2020-09-25",3.3
"919","2020-09-28",3.35
"920","2020-09-29",3.61
"921","2020-09-30",3.5
"922","2020-10-01",3.55
"923","2020-10-02",3.62
"924","2020-10-05",3.69
"925","2020-10-06",3.75
"926","2020-10-07",3.68
"927","2020-10-08",3.71
"928","2020-10-09",3.51
"929","2020-10-12",3.45
"930","2020-10-13",3.09
"931","2020-10-14",3.22
"932","2020-10-15",3.12
"933","2020-10-16",3.13
"934","2020-10-19",3.04
"935","2020-10-20",3.09
"936","2020-10-21",3.11
"937","2020-10-22",3.09
"938","2020-10-23",3.13
"939","2020-10-26",3.05
"940","2020-10-27",3.03
"941","2020-10-28",2.87
"942","2020-10-29",2.84
"943","2020-10-30",2.8
"944","2020-11-02",3.01
"945","2020-11-03",3.08
"946","2020-11-04",2.97
"947","2020-11-05",2.92
"948","2020-11-06",2.93
"949","2020-11-09",2.95
"950","2020-11-10",2.87
"951","2020-11-11",2.89
"952","2020-11-12",2.86
"953","2020-11-13",3.06
"954","2020-11-16",3.16
"955","2020-11-17",3.15
"956","2020-11-18",3.27
"957","2020-11-19",3.2
"958","2020-11-20",3.19
"959","2020-11-23",3.17
"960","2020-11-24",3.25
"961","2020-11-25",3.2
"962","2020-11-27",3.2
