"","date","SGMA"
"240","2007-12-13",8.71
"241","2007-12-14",8.55
"242","2007-12-17",8.05
"243","2007-12-18",7.97
"244","2007-12-19",7.79
"245","2007-12-20",7.86
"246","2007-12-21",7.56
"247","2007-12-24",7.76
"248","2007-12-26",7.5
"249","2007-12-27",7.42
"250","2007-12-28",7.32
"251","2007-12-31",7.5
"252","2008-01-02",8.46
"253","2008-01-03",8.47
"254","2008-01-04",8.05
"255","2008-01-07",7.57
"256","2008-01-08",7.5
"257","2008-01-09",7.27
"258","2008-01-10",7.21
"259","2008-01-11",7.28
"260","2008-01-14",7.4
"261","2008-01-15",7.89
"262","2008-01-16",7.31
"263","2008-01-17",7.91
"264","2008-01-18",7.53
"265","2008-01-22",7.35
"266","2008-01-23",7.2
"267","2008-01-24",7.5
"268","2008-01-25",7.56
"269","2008-01-28",7.51
"270","2008-01-29",7.84
"271","2008-01-30",7.59
"272","2008-01-31",7.77
"273","2008-02-01",7.52
"274","2008-02-04",7.66
"275","2008-02-05",7.66
"276","2008-02-06",7.69
"277","2008-02-07",7.59
"278","2008-02-08",7.64
"279","2008-02-11",7.49
"280","2008-02-12",7.44
"281","2008-02-13",7.3
"282","2008-02-14",7.32
"283","2008-02-15",7.36
"284","2008-02-19",7.33
"285","2008-02-20",7.29
"286","2008-02-21",7.21
"287","2008-02-22",7.22
"288","2008-02-25",7.28
"289","2008-02-26",7.46
"290","2008-02-27",7.3
"291","2008-02-28",7.49
"292","2008-02-29",7.35
"293","2008-03-03",7.25
"294","2008-03-04",7.28
"295","2008-03-05",7.21
"296","2008-03-06",7.25
"297","2008-03-07",7.17
"298","2008-03-10",7.16
"299","2008-03-11",5.25
"300","2008-03-12",5.75
"301","2008-03-13",5.74
"302","2008-03-14",5.76
"303","2008-03-17",5.39
"304","2008-03-18",5.4
"305","2008-03-19",5.34
"306","2008-03-20",5.29
"307","2008-03-24",5.31
"308","2008-03-25",5.51
"309","2008-03-26",5.61
"310","2008-03-27",6.18
"311","2008-03-28",6.18
"312","2008-03-31",6.31
"313","2008-04-01",6.55
"314","2008-04-02",6.52
"315","2008-04-03",5.3
"316","2008-04-04",5.71
"317","2008-04-07",5.5
"318","2008-04-08",5.62
"319","2008-04-09",5.61
"320","2008-04-10",5.7
"321","2008-04-11",5.7
"322","2008-04-14",6
"323","2008-04-15",5.65
"324","2008-04-16",5.65
"325","2008-04-17",5.89
"326","2008-04-18",5.58
"327","2008-04-21",5.58
"328","2008-04-22",5.48
"329","2008-04-23",5.31
"330","2008-04-24",5.49
"331","2008-04-25",5.49
"332","2008-04-28",5.42
"333","2008-04-29",5.47
"334","2008-04-30",5.55
"335","2008-05-01",5.94
"336","2008-05-02",6.2
"337","2008-05-05",6.1
"338","2008-05-06",6.35
"339","2008-05-07",6.03
"340","2008-05-08",6.36
"341","2008-05-09",6.2
"342","2008-05-12",6.2
"343","2008-05-13",6.2
"344","2008-05-14",6
"345","2008-05-15",6.06
"346","2008-05-16",6.05
"347","2008-05-19",6
"348","2008-05-20",6.08
"349","2008-05-21",6
"350","2008-05-22",6.01
"351","2008-05-23",5.83
"352","2008-05-27",5.82
"353","2008-05-28",6
"354","2008-05-29",5.98
"355","2008-05-30",5.89
"356","2008-06-02",5.95
"357","2008-06-03",5.95
"358","2008-06-04",6
"359","2008-06-05",6.15
"360","2008-06-06",6
"361","2008-06-09",5.89
"362","2008-06-10",5.93
"363","2008-06-11",6
"364","2008-06-12",5.85
"365","2008-06-13",5.97
"366","2008-06-16",5.95
"367","2008-06-17",5.98
"368","2008-06-18",5.98
"369","2008-06-19",5.94
"370","2008-06-20",5.84
"371","2008-06-23",5.99
"372","2008-06-24",5.8
"373","2008-06-25",5.98
"374","2008-06-26",5.83
"375","2008-06-27",5.94
"376","2008-06-30",5.93
"377","2008-07-01",5.81
"378","2008-07-02",5.65
"379","2008-07-03",5.21
"380","2008-07-07",5.25
"381","2008-07-08",5.12
"382","2008-07-09",5.25
"383","2008-07-10",5.25
"384","2008-07-11",5.4
"385","2008-07-14",5.03
"386","2008-07-15",6
"387","2008-07-16",6.37
"388","2008-07-17",6.58
"389","2008-07-18",6.8
"390","2008-07-21",7.15
"391","2008-07-22",7.1
"392","2008-07-23",7.05
"393","2008-07-24",7.04
"394","2008-07-25",7.07
"395","2008-07-28",7.06
"396","2008-07-29",7.1
"397","2008-07-30",6.97
"398","2008-07-31",6.87
"399","2008-08-01",6.91
"400","2008-08-04",6.87
"401","2008-08-05",6.82
"402","2008-08-06",6.84
"403","2008-08-07",6.75
"404","2008-08-08",6.32
"405","2008-08-11",6.62
"406","2008-08-12",6.48
"407","2008-08-13",6.55
"408","2008-08-14",6.76
"409","2008-08-15",6.86
"410","2008-08-18",6.84
"411","2008-08-19",6.3
"412","2008-08-20",6.48
"413","2008-08-21",6.49
"414","2008-08-22",6.53
"415","2008-08-25",6.88
"416","2008-08-26",6.78
"417","2008-08-27",6.93
"418","2008-08-28",7.05
"419","2008-08-29",6.85
"420","2008-09-02",6.83
"421","2008-09-03",6.86
"422","2008-09-04",6.89
"423","2008-09-05",7.15
"424","2008-09-08",7
"425","2008-09-09",5.71
"426","2008-09-10",5.44
"427","2008-09-11",5.34
"428","2008-09-12",5.17
"429","2008-09-15",5.17
"430","2008-09-16",5.06
"431","2008-09-17",5.03
"432","2008-09-18",5.36
"433","2008-09-19",5.27
"434","2008-09-22",4.93
"435","2008-09-23",5
"436","2008-09-24",5
"437","2008-09-25",5
"438","2008-09-26",4.86
"439","2008-09-29",5.33
"440","2008-09-30",4.9
"441","2008-10-01",4.99
"442","2008-10-02",4.85
"443","2008-10-03",4.05
"444","2008-10-06",4.07
"445","2008-10-07",4.52
"446","2008-10-08",4.7
"447","2008-10-09",3.66
"448","2008-10-10",4.24
"449","2008-10-13",4.26
"450","2008-10-14",4.01
"451","2008-10-15",4.08
"452","2008-10-16",4.08
"453","2008-10-17",3.55
"454","2008-10-20",3.52
"455","2008-10-21",3.46
"456","2008-10-22",3.32
"457","2008-10-23",3.4
"458","2008-10-24",3.44
"459","2008-10-27",3.03
"460","2008-10-28",2.92
"461","2008-10-29",3.41
"462","2008-10-30",3.32
"463","2008-10-31",3.34
"464","2008-11-03",3.35
"465","2008-11-04",3.39
"466","2008-11-05",3.48
"467","2008-11-06",3.2
"468","2008-11-07",3.2
"469","2008-11-10",3
"470","2008-11-11",2.8
"471","2008-11-12",2.54
"472","2008-11-13",2.66
"473","2008-11-14",2.6
"474","2008-11-17",2.4
"475","2008-11-18",2.29
"476","2008-11-19",2
"477","2008-11-20",2.01
"478","2008-11-21",1.84
"479","2008-11-24",1.9
"480","2008-11-25",2
"481","2008-11-26",3.08
"482","2008-11-28",2.81
"483","2008-12-01",2.5
"484","2008-12-02",2.5
"485","2008-12-03",2.3
"486","2008-12-04",2.67
"487","2008-12-05",2.22
"488","2008-12-08",2.2
"489","2008-12-09",2.63
"490","2008-12-10",2.8
"491","2008-12-11",2.4
"492","2008-12-12",2.4
"493","2008-12-15",2.79
"494","2008-12-16",2.33
"495","2008-12-17",2.33
"496","2008-12-18",2.33
"497","2008-12-19",2.27
"498","2008-12-22",2.35
"499","2008-12-23",2.2
"500","2008-12-24",2.2
"501","2008-12-26",2.16
"502","2008-12-29",1.96
"503","2008-12-30",2.25
"504","2008-12-31",2.39
"505","2009-01-02",2.39
"506","2009-01-05",2.25
"507","2009-01-06",2.2
"508","2009-01-07",2.5
"509","2009-01-08",2.31
"510","2009-01-09",2.65
"511","2009-01-12",2.3
"512","2009-01-13",2.5
"513","2009-01-14",3
"514","2009-01-15",3
"515","2009-01-16",2.66
"516","2009-01-20",2.26
"517","2009-01-21",2.75
"518","2009-01-22",2.3
"519","2009-01-23",2.25
"520","2009-01-26",2.35
"521","2009-01-27",2.35
"522","2009-01-28",2.5
"523","2009-01-29",2.26
"524","2009-01-30",2.35
"525","2009-02-02",2.15
"526","2009-02-03",2.3
"527","2009-02-04",2.33
"528","2009-02-05",2.34
"529","2009-02-06",2.5
"530","2009-02-09",2.55
"531","2009-02-10",2.59
"532","2009-02-11",2.38
"533","2009-02-12",2.28
"534","2009-02-13",2.28
"535","2009-02-17",1.95
"536","2009-02-18",1.98
"537","2009-02-19",2.13
"538","2009-02-20",1.75
"539","2009-02-23",1.74
"540","2009-02-24",1.65
"541","2009-02-25",2.08
"542","2009-02-26",1.66
"543","2009-02-27",1.99
"544","2009-03-02",1.53
"545","2009-03-03",1.36
"546","2009-03-04",1.45
"547","2009-03-05",1.6
"548","2009-03-06",1.55
"549","2009-03-09",1.52
"550","2009-03-10",1.65
"551","2009-03-11",1.43
"552","2009-03-12",1.56
"553","2009-03-13",1.65
"554","2009-03-16",1.5
"555","2009-03-17",1.58
"556","2009-03-18",1.36
"557","2009-03-19",1.55
"558","2009-03-20",1.45
"559","2009-03-23",1.45
"560","2009-03-24",1.46
"561","2009-03-25",1.6
"562","2009-03-26",1.47
"563","2009-03-27",1.49
"564","2009-03-30",1.38
"565","2009-03-31",1.55
"566","2009-04-01",1.6
"567","2009-04-02",1.48
"568","2009-04-03",1.6
"569","2009-04-06",1.65
"570","2009-04-07",1.65
"571","2009-04-08",1.65
"572","2009-04-09",1.6
"573","2009-04-13",1.55
"574","2009-04-14",1.7
"575","2009-04-15",1.6
"576","2009-04-16",1.57
"577","2009-04-17",1.57
"578","2009-04-20",1.45
"579","2009-04-21",1.4
"580","2009-04-22",1.49
"581","2009-04-23",1.48
"582","2009-04-24",1.65
"583","2009-04-27",1.65
"584","2009-04-28",1.49
"585","2009-04-29",1.61
"586","2009-04-30",1.5
"587","2009-05-01",1.5
"588","2009-05-04",1.64
"589","2009-05-05",1.57
"590","2009-05-06",1.76
"591","2009-05-07",1.93
"592","2009-05-08",2.09
"593","2009-05-11",2.28
"594","2009-05-12",2.09
"595","2009-05-13",1.91
"596","2009-05-14",1.88
"597","2009-05-15",1.9
"598","2009-05-18",1.91
"599","2009-05-19",1.91
"600","2009-05-20",2.2
"601","2009-05-21",1.83
"602","2009-05-22",2.05
"603","2009-05-26",2.28
"604","2009-05-27",2.3
"605","2009-05-28",2.3
"606","2009-05-29",2.35
"607","2009-06-01",2.29
"608","2009-06-02",2.34
"609","2009-06-03",2.25
"610","2009-06-04",2.13
"611","2009-06-05",2.12
"612","2009-06-08",1.93
"613","2009-06-09",2.2
"614","2009-06-10",2.18
"615","2009-06-11",2.3
"616","2009-06-12",2.18
"617","2009-06-15",2.03
"618","2009-06-16",2
"619","2009-06-17",1.95
"620","2009-06-18",2.05
"621","2009-06-19",2.03
"622","2009-06-22",1.92
"623","2009-06-23",2
"624","2009-06-24",1.87
"625","2009-06-25",1.95
"626","2009-06-26",1.95
"627","2009-06-29",1.87
"628","2009-06-30",1.86
"629","2009-07-01",1.94
"630","2009-07-02",1.94
"631","2009-07-06",1.85
"632","2009-07-07",1.77
"633","2009-07-08",1.86
"634","2009-07-09",1.9
"635","2009-07-10",1.85
"636","2009-07-13",1.85
"637","2009-07-14",1.99
"638","2009-07-15",2.02
"639","2009-07-16",1.98
"640","2009-07-17",1.97
"641","2009-07-20",1.85
"642","2009-07-21",1.82
"643","2009-07-22",1.89
"644","2009-07-23",1.94
"645","2009-07-24",2
"646","2009-07-27",2.05
"647","2009-07-28",2.14
"648","2009-07-29",2.26
"649","2009-07-30",2.05
"650","2009-07-31",2.23
"651","2009-08-03",2.1
"652","2009-08-04",2.12
"653","2009-08-05",2.12
"654","2009-08-06",2.25
"655","2009-08-07",2.7
"656","2009-08-10",3.1
"657","2009-08-11",3.1
"658","2009-08-12",3.16
"659","2009-08-13",3.16
"660","2009-08-14",3.3
"661","2009-08-17",2.9
"662","2009-08-18",3.2
"663","2009-08-19",3.35
"664","2009-08-20",3.2
"665","2009-08-21",3.49
"666","2009-08-24",3.31
"667","2009-08-25",3.49
"668","2009-08-26",3.55
"669","2009-08-27",3.5
"670","2009-08-28",2.95
"671","2009-08-31",3.1
"672","2009-09-01",2.98
"673","2009-09-02",2.98
"674","2009-09-03",3.06
"675","2009-09-04",3.04
"676","2009-09-08",3.05
"677","2009-09-09",3.1
"678","2009-09-10",3.25
"679","2009-09-11",3.37
"680","2009-09-14",3.15
"681","2009-09-15",3.16
"682","2009-09-16",3.25
"683","2009-09-17",3.55
"684","2009-09-18",3.19
"685","2009-09-21",3.25
"686","2009-09-22",3.55
"687","2009-09-23",3.25
"688","2009-09-24",3.31
"689","2009-09-25",3.2
"690","2009-09-28",3.25
"691","2009-09-29",3.2
"692","2009-09-30",3.49
"693","2009-10-01",3.5
"694","2009-10-02",3.26
"695","2009-10-05",3.24
"696","2009-10-06",3.35
"697","2009-10-07",3.32
"698","2009-10-08",3.38
"699","2009-10-09",3.35
"700","2009-10-12",3.55
"701","2009-10-13",3.55
"702","2009-10-14",3.6
"703","2009-10-15",3.6
"704","2009-10-16",3.7
"705","2009-10-19",3.7
"706","2009-10-20",3.7
"707","2009-10-21",3.75
"708","2009-10-22",3.7
"709","2009-10-23",3.58
"710","2009-10-26",3.68
"711","2009-10-27",3.68
"712","2009-10-28",3.5
"713","2009-10-29",3.5
"714","2009-10-30",3.3
"715","2009-11-02",3.39
"716","2009-11-03",3.48
"717","2009-11-04",3.55
"718","2009-11-05",3.55
"719","2009-11-06",3.5
"720","2009-11-09",3.38
"721","2009-11-10",3.28
"722","2009-11-11",3.21
"723","2009-11-12",3.21
"724","2009-11-13",3.36
"725","2009-11-16",3.3
"726","2009-11-17",3.55
"727","2009-11-18",3.46
"728","2009-11-19",3.33
"729","2009-11-20",3.33
"730","2009-11-23",3.57
"731","2009-11-24",3.61
"732","2009-11-25",3.7
"733","2009-11-27",3.7
"734","2009-11-30",3.79
"735","2009-12-01",3.79
"736","2009-12-02",3.75
"737","2009-12-03",4.04
"738","2009-12-04",4.39
"739","2009-12-07",4.44
"740","2009-12-08",5.36
"741","2009-12-09",5.1
"742","2009-12-10",5.11
"743","2009-12-11",5.3
"744","2009-12-14",5.17
"745","2009-12-15",4.71
"746","2009-12-16",5
"747","2009-12-17",4.86
"748","2009-12-18",5.05
"749","2009-12-21",4.78
"750","2009-12-22",4.89
"751","2009-12-23",5.02
"752","2009-12-24",5.13
"753","2009-12-28",5.02
"754","2009-12-29",5.23
"755","2009-12-30",5.05
"756","2009-12-31",5.06
"757","2010-01-04",5.13
"758","2010-01-05",5.1
"759","2010-01-06",5.1
"760","2010-01-07",5.12
"761","2010-01-08",5.12
"762","2010-01-11",5.1
"763","2010-01-12",5.14
"764","2010-01-13",5.54
"765","2010-01-14",6.34
"766","2010-01-15",6.55
"767","2010-01-19",6.75
"768","2010-01-20",6.15
"769","2010-01-21",6.18
"770","2010-01-22",6
"771","2010-01-25",5.75
"772","2010-01-26",5.53
"773","2010-01-27",5.57
"774","2010-01-28",5.88
"775","2010-01-29",5.91
"776","2010-02-01",5.96
"777","2010-02-02",6.08
"778","2010-02-03",6.08
"779","2010-02-04",5.88
"780","2010-02-05",6.02
"781","2010-02-08",5.75
"782","2010-02-09",5.55
"783","2010-02-10",5.58
"784","2010-02-11",5.58
"785","2010-02-12",5.58
"786","2010-02-16",5.69
"787","2010-02-17",5.79
"788","2010-02-18",6.02
"789","2010-02-19",6.02
"790","2010-02-22",5.91
"791","2010-02-23",6
"792","2010-02-24",5.95
"793","2010-02-25",5.95
"794","2010-02-26",6.1
"795","2010-03-01",6.25
"796","2010-03-02",6.65
"797","2010-03-03",6.72
"798","2010-03-04",6.72
"799","2010-03-05",7.17
"800","2010-03-08",7.34
"801","2010-03-09",5.97
"802","2010-03-10",6.1
"803","2010-03-11",5.97
"804","2010-03-12",6
"805","2010-03-15",5.92
"806","2010-03-16",6.04
"807","2010-03-17",6.3
"808","2010-03-18",6.25
"809","2010-03-19",5.89
"810","2010-03-22",6.11
"811","2010-03-23",6
"812","2010-03-24",5.99
"813","2010-03-25",6
"814","2010-03-26",6.03
"815","2010-03-29",5.99
"816","2010-03-30",5.96
"817","2010-03-31",5.96
"818","2010-04-01",6.05
"819","2010-04-05",6.05
"820","2010-04-06",5.95
"821","2010-04-07",5.99
"822","2010-04-08",5.92
"823","2010-04-09",5.9
"824","2010-04-12",5.91
"825","2010-04-13",6
"826","2010-04-14",6.12
"827","2010-04-15",6.23
"828","2010-04-16",6.09
"829","2010-04-19",6.1
"830","2010-04-20",6.2
"831","2010-04-21",6.1
"832","2010-04-22",6.19
"833","2010-04-23",6.13
"834","2010-04-26",6.2
"835","2010-04-27",6.47
"836","2010-04-28",6.4
"837","2010-04-29",6.33
"838","2010-04-30",6.13
"839","2010-05-03",6.11
"840","2010-05-04",6.25
"841","2010-05-05",6.1
"842","2010-05-06",5.75
"843","2010-05-07",5.65
"844","2010-05-10",5.89
"845","2010-05-11",5.78
"846","2010-05-12",5.77
"847","2010-05-13",5.79
"848","2010-05-14",5.7
"849","2010-05-17",5.6
"850","2010-05-18",5.61
"851","2010-05-19",5.5
"852","2010-05-20",5.4
"853","2010-05-21",5.4
"854","2010-05-24",5.32
"855","2010-05-25",5.1
"856","2010-05-26",5.05
"857","2010-05-27",5.26
"858","2010-05-28",5.16
"859","2010-06-01",5.4
"860","2010-06-02",5.78
"861","2010-06-03",5.78
"862","2010-06-04",5.42
"863","2010-06-07",5.2
"864","2010-06-08",5.05
"865","2010-06-09",5
"866","2010-06-10",5.05
"867","2010-06-11",5.49
"868","2010-06-14",5.21
"869","2010-06-15",5.2
"870","2010-06-16",5.25
"871","2010-06-17",5.25
"872","2010-06-18",5.43
"873","2010-06-21",5.54
"874","2010-06-22",5.51
"875","2010-06-23",5.31
"876","2010-06-24",5.26
"877","2010-06-25",5.26
"878","2010-06-28",5.33
"879","2010-06-29",5.33
"880","2010-06-30",5.3
"881","2010-07-01",5.15
"882","2010-07-02",5.55
"883","2010-07-06",5.47
"884","2010-07-07",5.47
"885","2010-07-08",5.47
"886","2010-07-09",5.47
"887","2010-07-12",5.95
"888","2010-07-13",7.05
"889","2010-07-14",7.15
"890","2010-07-15",6.91
"891","2010-07-16",6.85
"892","2010-07-19",6.49
"893","2010-07-20",6.43
"894","2010-07-21",6.46
"895","2010-07-22",5.8
"896","2010-07-23",6.03
"897","2010-07-26",6.25
"898","2010-07-27",5.84
"899","2010-07-28",5.96
"900","2010-07-29",5.83
"901","2010-07-30",5.32
"902","2010-08-02",5.9
"903","2010-08-03",6.22
"904","2010-08-04",6.18
"905","2010-08-05",6.29
"906","2010-08-06",6.22
"907","2010-08-09",5.9
"908","2010-08-10",6.1
"909","2010-08-11",6.12
"910","2010-08-12",6
"911","2010-08-13",6.04
"912","2010-08-16",6.13
"913","2010-08-17",5.88
"914","2010-08-18",5.8
"915","2010-08-19",5.9
"916","2010-08-20",5.69
"917","2010-08-23",5.92
"918","2010-08-24",5.65
"919","2010-08-25",5.86
"920","2010-08-26",5.6
"921","2010-08-27",5.74
"922","2010-08-30",5.74
"923","2010-08-31",5.75
"924","2010-09-01",5.65
"925","2010-09-02",5.8
"926","2010-09-03",5.9
"927","2010-09-07",6.04
"928","2010-09-08",6.11
"929","2010-09-09",6.33
"930","2010-09-10",6.42
"931","2010-09-13",6.41
"932","2010-09-14",6.36
"933","2010-09-15",6.05
"934","2010-09-16",6.15
"935","2010-09-17",6.4
"936","2010-09-20",5.75
"937","2010-09-21",5.96
"938","2010-09-22",5.85
"939","2010-09-23",5.85
"940","2010-09-24",5.82
"941","2010-09-27",5.84
"942","2010-09-28",5.91
"943","2010-09-29",5.9
"944","2010-09-30",5.85
"945","2010-10-01",5.82
"946","2010-10-04",5.76
"947","2010-10-05",5.9
"948","2010-10-06",5.9
"949","2010-10-07",5.77
"950","2010-10-08",5.85
"951","2010-10-11",5.8
"952","2010-10-12",5.84
"953","2010-10-13",5.81
"954","2010-10-14",5.88
"955","2010-10-15",5.88
"956","2010-10-18",5.96
"957","2010-10-19",5.85
"958","2010-10-20",5.81
"959","2010-10-21",5.63
"960","2010-10-22",5.72
"961","2010-10-25",5.6
"962","2010-10-26",5.63
"963","2010-10-27",5.75
"964","2010-10-28",5.56
"965","2010-10-29",5.58
"966","2010-11-01",5.57
"967","2010-11-02",5.85
"968","2010-11-03",5.85
"969","2010-11-04",5.9
"970","2010-11-05",6
"971","2010-11-08",6.05
"972","2010-11-09",6.08
"973","2010-11-10",6.08
"974","2010-11-11",6.06
"975","2010-11-12",6
"976","2010-11-15",5.96
"977","2010-11-16",5.96
"978","2010-11-17",6.23
"979","2010-11-18",6
"980","2010-11-19",6
"981","2010-11-22",5.71
"982","2010-11-23",5.71
"983","2010-11-24",5.6
"984","2010-11-26",5.5
"985","2010-11-29",5.98
"986","2010-11-30",5.57
"987","2010-12-01",5.66
"988","2010-12-02",5.71
"989","2010-12-03",5.71
"990","2010-12-06",6.05
"991","2010-12-07",5.85
"992","2010-12-08",5.71
"993","2010-12-09",5.6
"994","2010-12-10",5.48
"995","2010-12-13",6.6
"996","2010-12-14",6.46
"997","2010-12-15",6.38
"998","2010-12-16",6.25
"999","2010-12-17",6.3
"1000","2010-12-20",6.37
"1001","2010-12-21",6.63
"1002","2010-12-22",6.61
"1003","2010-12-23",6.41
"1004","2010-12-27",6.43
