"","date","NXRT"
"87","2015-07-22",13.53
"88","2015-07-23",13.54
"89","2015-07-24",13.5
"90","2015-07-27",13.16
"91","2015-07-28",12.81
"92","2015-07-29",12.74
"93","2015-07-30",12.7
"94","2015-07-31",12.97
"95","2015-08-03",13.09
"96","2015-08-04",12.72
"97","2015-08-05",12.66
"98","2015-08-06",12.32
"99","2015-08-07",12.29
"100","2015-08-10",12.03
"101","2015-08-11",12.83
"102","2015-08-12",12.65
"103","2015-08-13",12.64
"104","2015-08-14",12.9
"105","2015-08-17",13.36
"106","2015-08-18",13.2
"107","2015-08-19",12.83
"108","2015-08-20",12.8
"109","2015-08-21",12.5
"110","2015-08-24",12.04
"111","2015-08-25",12.33
"112","2015-08-26",12.25
"113","2015-08-27",12.35
"114","2015-08-28",12.45
"115","2015-08-31",12.35
"116","2015-09-01",12.2
"117","2015-09-02",12.31
"118","2015-09-03",12.46
"119","2015-09-04",12.4
"120","2015-09-08",13.31
"121","2015-09-09",13.4
"122","2015-09-10",13.41
"123","2015-09-11",13.81
"124","2015-09-14",13.79
"125","2015-09-15",13.95
"126","2015-09-16",14.05
"127","2015-09-17",14.35
"128","2015-09-18",14.53
"129","2015-09-21",14.5
"130","2015-09-22",14.23
"131","2015-09-23",13.99
"132","2015-09-24",13.99
"133","2015-09-25",13.57
"134","2015-09-28",13.27
"135","2015-09-29",13.17
"136","2015-09-30",13.36
"137","2015-10-01",13.32
"138","2015-10-02",13.46
"139","2015-10-05",13.45
"140","2015-10-06",13.36
"141","2015-10-07",13.65
"142","2015-10-08",13.59
"143","2015-10-09",13.52
"144","2015-10-12",13.39
"145","2015-10-13",13.09
"146","2015-10-14",12.87
"147","2015-10-15",13.22
"148","2015-10-16",13.55
"149","2015-10-19",13.78
"150","2015-10-20",13.95
"151","2015-10-21",13.76
"152","2015-10-22",13.93
"153","2015-10-23",13.71
"154","2015-10-26",13.51
"155","2015-10-27",13.24
"156","2015-10-28",13.5
"157","2015-10-29",13.12
"158","2015-10-30",13.18
"159","2015-11-02",13.58
"160","2015-11-03",13.53
"161","2015-11-04",13.18
"162","2015-11-05",13.05
"163","2015-11-06",13.02
"164","2015-11-09",12.79
"165","2015-11-10",13.03
"166","2015-11-11",13.16
"167","2015-11-12",13.03
"168","2015-11-13",12.79
"169","2015-11-16",12.67
"170","2015-11-17",12.48
"171","2015-11-18",12.82
"172","2015-11-19",12.84
"173","2015-11-20",13
"174","2015-11-23",13.05
"175","2015-11-24",13.15
"176","2015-11-25",13.06
"177","2015-11-27",13.22
"178","2015-11-30",13.25
"179","2015-12-01",13.21
"180","2015-12-02",12.96
"181","2015-12-03",12.72
"182","2015-12-04",12.71
"183","2015-12-07",12.4
"184","2015-12-08",12.32
"185","2015-12-09",12.7
"186","2015-12-10",12.67
"187","2015-12-11",12.25
"188","2015-12-14",12.3
"189","2015-12-15",12.54
"190","2015-12-16",12.75
"191","2015-12-17",12.74
"192","2015-12-18",12.94
"193","2015-12-21",12.93
"194","2015-12-22",12.93
"195","2015-12-23",13.22
"196","2015-12-24",13.16
"197","2015-12-28",13.2
"198","2015-12-29",13.29
"199","2015-12-30",13.25
"200","2015-12-31",13.09
"201","2016-01-04",13.13
"202","2016-01-05",13
"203","2016-01-06",13.15
"204","2016-01-07",12.85
"205","2016-01-08",12.84
"206","2016-01-11",12.95
"207","2016-01-12",12.48
"208","2016-01-13",12.24
"209","2016-01-14",12.06
"210","2016-01-15",11.76
"211","2016-01-19",11.59
"212","2016-01-20",11.34
"213","2016-01-21",11.45
"214","2016-01-22",11.91
"215","2016-01-25",11.83
"216","2016-01-26",12
"217","2016-01-27",11.7
"218","2016-01-28",11.47
"219","2016-01-29",11.9
"220","2016-02-01",11.82
"221","2016-02-02",11.43
"222","2016-02-03",11.74
"223","2016-02-04",11.57
"224","2016-02-05",11.38
"225","2016-02-08",10.97
"226","2016-02-09",10.82
"227","2016-02-10",10.81
"228","2016-02-11",10.95
"229","2016-02-12",11.26
"230","2016-02-16",11.29
"231","2016-02-17",11.72
"232","2016-02-18",11.7
"233","2016-02-19",11.7
"234","2016-02-22",11.8
"235","2016-02-23",11.49
"236","2016-02-24",11.65
"237","2016-02-25",11.89
"238","2016-02-26",11.8
"239","2016-02-29",11.84
"240","2016-03-01",12.11
"241","2016-03-02",12.21
"242","2016-03-03",12.6
"243","2016-03-04",12.28
"244","2016-03-07",12.4
"245","2016-03-08",12.18
"246","2016-03-09",12.26
"247","2016-03-10",12.56
"248","2016-03-11",12.94
"249","2016-03-14",12.87
"250","2016-03-15",13.01
"251","2016-03-16",12.94
"252","2016-03-17",13.25
"253","2016-03-18",12.76
"254","2016-03-21",12.95
"255","2016-03-22",12.65
"256","2016-03-23",12.32
"257","2016-03-24",12.39
"258","2016-03-28",12.73
"259","2016-03-29",13
"260","2016-03-30",13
"261","2016-03-31",13.09
"262","2016-04-01",13.32
"263","2016-04-04",13.38
"264","2016-04-05",13.49
"265","2016-04-06",13.94
"266","2016-04-07",14.07
"267","2016-04-08",14.04
"268","2016-04-11",14.05
"269","2016-04-12",14.17
"270","2016-04-13",14.23
"271","2016-04-14",14.03
"272","2016-04-15",14.31
"273","2016-04-18",14.45
"274","2016-04-19",14.31
"275","2016-04-20",13.86
"276","2016-04-21",14
"277","2016-04-22",13.99
"278","2016-04-25",13.96
"279","2016-04-26",14.19
"280","2016-04-27",14.04
"281","2016-04-28",13.95
"282","2016-04-29",14.06
"283","2016-05-02",13.98
"284","2016-05-03",13.89
"285","2016-05-04",14
"286","2016-05-05",13.81
"287","2016-05-06",14.15
"288","2016-05-09",14.13
"289","2016-05-10",14.38
"290","2016-05-11",14.32
"291","2016-05-12",14.27
"292","2016-05-13",14.29
"293","2016-05-16",14.39
"294","2016-05-17",13.98
"295","2016-05-18",13.89
"296","2016-05-19",13.73
"297","2016-05-20",14.16
"298","2016-05-23",14.04
"299","2016-05-24",14.13
"300","2016-05-25",14.16
"301","2016-05-26",14.06
"302","2016-05-27",14.06
"303","2016-05-31",14.14
"304","2016-06-01",14.27
"305","2016-06-02",14.4
"306","2016-06-03",14.66
"307","2016-06-06",14.77
"308","2016-06-07",14.68
"309","2016-06-08",14.96
"310","2016-06-09",15.13
"311","2016-06-10",15.32
"312","2016-06-13",15.25
"313","2016-06-14",15.19
"314","2016-06-15",15.52
"315","2016-06-16",16.370001
"316","2016-06-17",16.809999
"317","2016-06-20",16.98
"318","2016-06-21",16.9
"319","2016-06-22",16.809999
"320","2016-06-23",16.969999
"321","2016-06-24",17.950001
"322","2016-06-27",17.67
"323","2016-06-28",18.07
"324","2016-06-29",17.99
"325","2016-06-30",18.200001
"326","2016-07-01",18.9
"327","2016-07-05",19.43
"328","2016-07-06",19.639999
"329","2016-07-07",19.49
"330","2016-07-08",19.719999
"331","2016-07-11",19.75
"332","2016-07-12",19.68
"333","2016-07-13",19.58
"334","2016-07-14",19.110001
"335","2016-07-15",19.209999
"336","2016-07-18",19.35
"337","2016-07-19",19.309999
"338","2016-07-20",19.549999
"339","2016-07-21",19.5
"340","2016-07-22",19.68
"341","2016-07-25",19.68
"342","2016-07-26",19.889999
"343","2016-07-27",19.469999
"344","2016-07-28",19.34
"345","2016-07-29",19.49
"346","2016-08-01",19.559999
"347","2016-08-02",19.120001
"348","2016-08-03",19.23
"349","2016-08-04",19.209999
"350","2016-08-05",19.15
"351","2016-08-08",19.219999
"352","2016-08-09",19.84
"353","2016-08-10",19.59
"354","2016-08-11",19.200001
"355","2016-08-12",19.85
"356","2016-08-15",20.4
"357","2016-08-16",20.99
"358","2016-08-17",21
"359","2016-08-18",20.950001
"360","2016-08-19",20.799999
"361","2016-08-22",20.73
"362","2016-08-23",20.75
"363","2016-08-24",20.879999
"364","2016-08-25",20.91
"365","2016-08-26",20.59
"366","2016-08-29",20.690001
"367","2016-08-30",20.700001
"368","2016-08-31",20.91
"369","2016-09-01",20.719999
"370","2016-09-02",21.1
"371","2016-09-06",20.84
"372","2016-09-07",21.379999
"373","2016-09-08",20.67
"374","2016-09-09",19.59
"375","2016-09-12",19.9
"376","2016-09-13",18.74
"377","2016-09-14",19.139999
"378","2016-09-15",19.290001
"379","2016-09-16",19.620001
"380","2016-09-19",19.940001
"381","2016-09-20",19.610001
"382","2016-09-21",19.98
"383","2016-09-22",19.969999
"384","2016-09-23",20.870001
"385","2016-09-26",20.809999
"386","2016-09-27",20.309999
"387","2016-09-28",20.190001
"388","2016-09-29",19.780001
"389","2016-09-30",19.66
"390","2016-10-03",19.309999
"391","2016-10-04",18.34
"392","2016-10-05",17.43
"393","2016-10-06",17.959999
"394","2016-10-07",17.809999
"395","2016-10-10",18.01
"396","2016-10-11",17.799999
"397","2016-10-12",18.17
"398","2016-10-13",18.17
"399","2016-10-14",18.43
"400","2016-10-17",18.77
"401","2016-10-18",18.9
"402","2016-10-19",19.299999
"403","2016-10-20",19.24
"404","2016-10-21",19.360001
"405","2016-10-24",19.360001
"406","2016-10-25",18.799999
"407","2016-10-26",18.559999
"408","2016-10-27",18.139999
"409","2016-10-28",18.370001
"410","2016-10-31",18.639999
"411","2016-11-01",18.07
"412","2016-11-02",17.9
"413","2016-11-03",17.99
"414","2016-11-04",17.75
"415","2016-11-07",18.370001
"416","2016-11-08",18.57
"417","2016-11-09",18.49
"418","2016-11-10",18.98
"419","2016-11-11",19.16
"420","2016-11-14",19.33
"421","2016-11-15",19.77
"422","2016-11-16",19.639999
"423","2016-11-17",19.68
"424","2016-11-18",20.01
"425","2016-11-21",19.75
"426","2016-11-22",20.360001
"427","2016-11-23",19.77
"428","2016-11-25",20.219999
"429","2016-11-28",20.530001
"430","2016-11-29",20.51
"431","2016-11-30",19.620001
"432","2016-12-01",19.620001
"433","2016-12-02",20.25
"434","2016-12-05",20.5
"435","2016-12-06",20.75
"436","2016-12-07",20.870001
"437","2016-12-08",20.690001
"438","2016-12-09",20.65
"439","2016-12-12",21.42
"440","2016-12-13",20.76
"441","2016-12-14",20.49
"442","2016-12-15",20.559999
"443","2016-12-16",21.18
"444","2016-12-19",21.75
"445","2016-12-20",21.809999
"446","2016-12-21",21.549999
"447","2016-12-22",21.58
"448","2016-12-23",21.620001
"449","2016-12-27",21.59
"450","2016-12-28",21.700001
"451","2016-12-29",21.940001
"452","2016-12-30",22.34
"453","2017-01-03",22.41
"454","2017-01-04",22.83
"455","2017-01-05",22.93
"456","2017-01-06",22.889999
"457","2017-01-09",22.73
"458","2017-01-10",23.08
"459","2017-01-11",22.9
"460","2017-01-12",22.91
"461","2017-01-13",22.879999
"462","2017-01-17",23.4
"463","2017-01-18",23.200001
"464","2017-01-19",23.02
"465","2017-01-20",23.18
"466","2017-01-23",23.48
"467","2017-01-24",23.43
"468","2017-01-25",23.49
"469","2017-01-26",23.42
"470","2017-01-27",23.27
"471","2017-01-30",23.16
"472","2017-01-31",23.110001
"473","2017-02-01",23.110001
"474","2017-02-02",23.27
"475","2017-02-03",23.4
"476","2017-02-06",23.33
"477","2017-02-07",23.389999
"478","2017-02-08",23.32
"479","2017-02-09",23.49
"480","2017-02-10",23.629999
"481","2017-02-13",23.24
"482","2017-02-14",23.459999
"483","2017-02-15",23.58
"484","2017-02-16",23.5
"485","2017-02-17",23.469999
"486","2017-02-21",23.440001
"487","2017-02-22",23.32
"488","2017-02-23",23.610001
"489","2017-02-24",23.92
"490","2017-02-27",23.950001
"491","2017-02-28",23.85
"492","2017-03-01",24.209999
"493","2017-03-02",24.16
"494","2017-03-03",24.370001
"495","2017-03-06",24.15
"496","2017-03-07",24.02
"497","2017-03-08",23.49
"498","2017-03-09",23.17
"499","2017-03-10",23.23
"500","2017-03-13",23.18
"501","2017-03-14",22.549999
"502","2017-03-15",22.82
"503","2017-03-16",22.57
"504","2017-03-17",23.41
"505","2017-03-20",23.389999
"506","2017-03-21",23.33
"507","2017-03-22",22.99
"508","2017-03-23",23.610001
"509","2017-03-24",23.540001
"510","2017-03-27",23.24
"511","2017-03-28",23.360001
"512","2017-03-29",23.540001
"513","2017-03-30",24.01
"514","2017-03-31",24.16
"515","2017-04-03",24.040001
"516","2017-04-04",24.16
"517","2017-04-05",24.299999
"518","2017-04-06",24.799999
"519","2017-04-07",24.84
"520","2017-04-10",24.9
"521","2017-04-11",25.17
"522","2017-04-12",24.969999
"523","2017-04-13",24.91
"524","2017-04-17",25.01
"525","2017-04-18",25.33
"526","2017-04-19",24.91
"527","2017-04-20",24.809999
"528","2017-04-21",24.780001
"529","2017-04-24",24.48
"530","2017-04-25",24.440001
"531","2017-04-26",24.139999
"532","2017-04-27",24.139999
"533","2017-04-28",24.01
"534","2017-05-01",24.75
"535","2017-05-02",24.35
"536","2017-05-03",25.01
"537","2017-05-04",24.790001
"538","2017-05-05",24.75
"539","2017-05-08",24.5
"540","2017-05-09",24.57
"541","2017-05-10",24.879999
"542","2017-05-11",24.969999
"543","2017-05-12",25.16
"544","2017-05-15",25.690001
"545","2017-05-16",25.549999
"546","2017-05-17",25.35
"547","2017-05-18",25.190001
"548","2017-05-19",25.059999
"549","2017-05-22",25.030001
"550","2017-05-23",24.85
"551","2017-05-24",24.77
"552","2017-05-25",24.4
"553","2017-05-26",24.68
"554","2017-05-30",24.33
"555","2017-05-31",24.16
"556","2017-06-01",24.77
"557","2017-06-02",25.33
"558","2017-06-05",25.48
"559","2017-06-06",25.200001
"560","2017-06-07",25.459999
"561","2017-06-08",25.77
"562","2017-06-09",25.709999
"563","2017-06-12",25.59
"564","2017-06-13",25.4
"565","2017-06-14",25.610001
"566","2017-06-15",25.809999
"567","2017-06-16",25.48
"568","2017-06-19",25.639999
"569","2017-06-20",25.52
"570","2017-06-21",25.370001
"571","2017-06-22",25.17
"572","2017-06-23",25.57
"573","2017-06-26",25.34
"574","2017-06-27",24.92
"575","2017-06-28",24.99
"576","2017-06-29",24.959999
"577","2017-06-30",24.889999
"578","2017-07-03",25.389999
"579","2017-07-05",25.48
"580","2017-07-06",24.68
"581","2017-07-07",24.809999
"582","2017-07-10",24.299999
"583","2017-07-11",24.629999
"584","2017-07-12",24.9
"585","2017-07-13",24.549999
"586","2017-07-14",24.76
"587","2017-07-17",25.200001
"588","2017-07-18",25.18
"589","2017-07-19",25.459999
"590","2017-07-20",25.219999
"591","2017-07-21",25.290001
"592","2017-07-24",25.09
"593","2017-07-25",24.92
"594","2017-07-26",25.370001
"595","2017-07-27",25.4
"596","2017-07-28",25.780001
"597","2017-07-31",25.09
"598","2017-08-01",24.639999
"599","2017-08-02",23.870001
"600","2017-08-03",24.42
"601","2017-08-04",24.190001
"602","2017-08-07",23.809999
"603","2017-08-08",24.040001
"604","2017-08-09",23.790001
"605","2017-08-10",23.639999
"606","2017-08-11",23.200001
"607","2017-08-14",23.969999
"608","2017-08-15",23.799999
"609","2017-08-16",23.98
"610","2017-08-17",23.75
"611","2017-08-18",23.290001
"612","2017-08-21",23.530001
"613","2017-08-22",23.110001
"614","2017-08-23",23.51
"615","2017-08-24",23.540001
"616","2017-08-25",23.33
"617","2017-08-28",23.17
"618","2017-08-29",23.059999
"619","2017-08-30",23.200001
"620","2017-08-31",23.299999
"621","2017-09-01",23.309999
"622","2017-09-05",23.440001
"623","2017-09-06",23.4
"624","2017-09-07",23.559999
"625","2017-09-08",23.690001
"626","2017-09-11",24.34
"627","2017-09-12",23.59
"628","2017-09-13",23.67
"629","2017-09-14",23.549999
"630","2017-09-15",23.43
"631","2017-09-18",23.52
"632","2017-09-19",23.76
"633","2017-09-20",23.790001
"634","2017-09-21",23.629999
"635","2017-09-22",23.360001
"636","2017-09-25",23.469999
"637","2017-09-26",23.469999
"638","2017-09-27",23.549999
"639","2017-09-28",23.719999
"640","2017-09-29",23.73
"641","2017-10-02",23.49
"642","2017-10-03",23.49
"643","2017-10-04",23.379999
"644","2017-10-05",23.43
"645","2017-10-06",23.33
"646","2017-10-09",23.51
"647","2017-10-10",23.48
"648","2017-10-11",23.799999
"649","2017-10-12",23.940001
"650","2017-10-13",24.450001
"651","2017-10-16",24.450001
"652","2017-10-17",24.559999
"653","2017-10-18",24.690001
"654","2017-10-19",24.18
"655","2017-10-20",23.83
"656","2017-10-23",23.5
"657","2017-10-24",23.469999
"658","2017-10-25",23.42
"659","2017-10-26",23.6
"660","2017-10-27",23.82
"661","2017-10-30",23.280001
"662","2017-10-31",23.75
"663","2017-11-01",25.07
"664","2017-11-02",26.74
"665","2017-11-03",26.709999
"666","2017-11-06",27.59
"667","2017-11-07",26.860001
"668","2017-11-08",27.290001
"669","2017-11-09",27.16
"670","2017-11-10",27.129999
"671","2017-11-13",27.33
"672","2017-11-14",29.17
"673","2017-11-15",28.790001
"674","2017-11-16",28.57
"675","2017-11-17",28.32
"676","2017-11-20",28.219999
"677","2017-11-21",28.790001
"678","2017-11-22",28.75
"679","2017-11-24",28.969999
"680","2017-11-27",28.77
"681","2017-11-28",28.9
"682","2017-11-29",28.790001
"683","2017-11-30",28.139999
"684","2017-12-01",28.370001
"685","2017-12-04",28.049999
"686","2017-12-05",27.66
"687","2017-12-06",27.85
"688","2017-12-07",27.799999
"689","2017-12-08",27.790001
"690","2017-12-11",27.540001
"691","2017-12-12",27.59
"692","2017-12-13",27.49
"693","2017-12-14",26.629999
"694","2017-12-15",26.620001
"695","2017-12-18",29.040001
"696","2017-12-19",27.49
"697","2017-12-20",27.75
"698","2017-12-21",28.23
"699","2017-12-22",28.27
"700","2017-12-26",28.389999
"701","2017-12-27",28.43
"702","2017-12-28",28.469999
"703","2017-12-29",27.940001
"704","2018-01-02",27.870001
"705","2018-01-03",27.530001
"706","2018-01-04",27.030001
"707","2018-01-05",27.540001
"708","2018-01-08",27.719999
"709","2018-01-09",27.73
"710","2018-01-10",27.389999
"711","2018-01-11",27.629999
"712","2018-01-12",26.860001
"713","2018-01-16",26.82
"714","2018-01-17",26.92
"715","2018-01-18",26.450001
"716","2018-01-19",26.959999
"717","2018-01-22",27.52
"718","2018-01-23",27.950001
"719","2018-01-24",27.32
"720","2018-01-25",27.049999
"721","2018-01-26",26.77
"722","2018-01-29",26.4
"723","2018-01-30",26.51
"724","2018-01-31",26.51
"725","2018-02-01",26.01
"726","2018-02-02",25.9
"727","2018-02-05",24.610001
"728","2018-02-06",24.5
"729","2018-02-07",24.290001
"730","2018-02-08",23.6
"731","2018-02-09",24.620001
"732","2018-02-12",24.459999
"733","2018-02-13",24.34
"734","2018-02-14",23.4
"735","2018-02-15",23.57
"736","2018-02-16",23.83
"737","2018-02-20",23.620001
"738","2018-02-21",23.41
"739","2018-02-22",23.73
"740","2018-02-23",24.4
"741","2018-02-26",24.280001
"742","2018-02-27",24.120001
"743","2018-02-28",24.110001
"744","2018-03-01",24.42
"745","2018-03-02",24.450001
"746","2018-03-05",24.42
"747","2018-03-06",24.610001
"748","2018-03-07",24.959999
"749","2018-03-08",24.68
"750","2018-03-09",25.290001
"751","2018-03-12",25.290001
"752","2018-03-13",25.4
"753","2018-03-14",25.700001
"754","2018-03-15",25.129999
"755","2018-03-16",25.200001
"756","2018-03-19",25.01
"757","2018-03-20",25.309999
"758","2018-03-21",25.280001
"759","2018-03-22",24.4
"760","2018-03-23",23.879999
"761","2018-03-26",24.059999
"762","2018-03-27",24.09
"763","2018-03-28",24.66
"764","2018-03-29",24.84
"765","2018-04-02",25.17
"766","2018-04-03",25.59
"767","2018-04-04",25.5
"768","2018-04-05",25.530001
"769","2018-04-06",25.629999
"770","2018-04-09",25.5
"771","2018-04-10",25.690001
"772","2018-04-11",26.139999
"773","2018-04-12",25.99
"774","2018-04-13",26.09
"775","2018-04-16",26.450001
"776","2018-04-17",26.870001
"777","2018-04-18",26.540001
"778","2018-04-19",26.1
"779","2018-04-20",25.9
"780","2018-04-23",25.65
"781","2018-04-24",25.629999
"782","2018-04-25",25.57
"783","2018-04-26",26.43
"784","2018-04-27",26.870001
"785","2018-04-30",26.790001
"786","2018-05-01",26.24
"787","2018-05-02",27.049999
"788","2018-05-03",26.99
"789","2018-05-04",27.57
"790","2018-05-07",28.26
"791","2018-05-08",28.18
"792","2018-05-09",28.469999
"793","2018-05-10",28.190001
"794","2018-05-11",27.58
"795","2018-05-14",27.27
"796","2018-05-15",26.790001
"797","2018-05-16",26.77
"798","2018-05-17",27.01
"799","2018-05-18",27.17
"800","2018-05-21",27.42
"801","2018-05-22",27.17
"802","2018-05-23",28.040001
"803","2018-05-24",27.49
"804","2018-05-25",27.84
"805","2018-05-29",27.92
"806","2018-05-30",28.110001
"807","2018-05-31",27.719999
"808","2018-06-01",27.83
"809","2018-06-04",28.09
"810","2018-06-05",27.84
"811","2018-06-06",27.49
"812","2018-06-07",27.65
"813","2018-06-08",27.77
"814","2018-06-11",27.709999
"815","2018-06-12",27.780001
"816","2018-06-13",26.959999
"817","2018-06-14",27.129999
"818","2018-06-15",27
"819","2018-06-18",27.030001
"820","2018-06-19",26.799999
"821","2018-06-20",27.219999
"822","2018-06-21",27.16
"823","2018-06-22",27.559999
"824","2018-06-25",27.870001
"825","2018-06-26",28.18
"826","2018-06-27",28.370001
"827","2018-06-28",28.450001
"828","2018-06-29",28.450001
"829","2018-07-02",28.33
"830","2018-07-03",28.4
"831","2018-07-05",28.59
"832","2018-07-06",28.83
"833","2018-07-09",28.73
"834","2018-07-10",28.67
"835","2018-07-11",28.209999
"836","2018-07-12",28.290001
"837","2018-07-13",28.09
"838","2018-07-16",28.18
"839","2018-07-17",27.91
"840","2018-07-18",27.700001
"841","2018-07-19",28.41
"842","2018-07-20",28.43
"843","2018-07-23",28.24
"844","2018-07-24",28.110001
"845","2018-07-25",28.190001
"846","2018-07-26",28.290001
"847","2018-07-27",27.66
"848","2018-07-30",27.74
"849","2018-07-31",29.940001
"850","2018-08-01",30.440001
"851","2018-08-02",30.809999
"852","2018-08-03",31.4
"853","2018-08-06",31.4
"854","2018-08-07",31.620001
"855","2018-08-08",31.799999
"856","2018-08-09",32.900002
"857","2018-08-10",31.799999
"858","2018-08-13",32.049999
"859","2018-08-14",32.25
"860","2018-08-15",32.099998
"861","2018-08-16",32.459999
"862","2018-08-17",32.560001
"863","2018-08-20",32.57
"864","2018-08-21",32.75
"865","2018-08-22",33.02
"866","2018-08-23",33.34
"867","2018-08-24",33.169998
"868","2018-08-27",32.459999
"869","2018-08-28",32.349998
"870","2018-08-29",32.52
"871","2018-08-30",32.18
"872","2018-08-31",32.299999
"873","2018-09-04",31.700001
"874","2018-09-05",31.65
"875","2018-09-06",31.77
"876","2018-09-07",31.879999
"877","2018-09-10",31.700001
"878","2018-09-11",31.540001
"879","2018-09-12",32.099998
"880","2018-09-13",31.92
"881","2018-09-14",32.18
"882","2018-09-17",33.560001
"883","2018-09-18",33.080002
"884","2018-09-19",31.82
"885","2018-09-20",32.259998
"886","2018-09-21",32.669998
"887","2018-09-24",31.99
"888","2018-09-25",32.689999
"889","2018-09-26",32.330002
"890","2018-09-27",32.73
"891","2018-09-28",33.200001
"892","2018-10-01",34.200001
"893","2018-10-02",34.23
"894","2018-10-03",33.900002
"895","2018-10-04",32.540001
"896","2018-10-05",32.509998
"897","2018-10-08",33.349998
"898","2018-10-09",33.689999
"899","2018-10-10",34.23
"900","2018-10-11",33.709999
"901","2018-10-12",33.380001
"902","2018-10-15",34.209999
"903","2018-10-16",35.259998
"904","2018-10-17",34.900002
"905","2018-10-18",34.369999
"906","2018-10-19",34.259998
"907","2018-10-22",34.099998
"908","2018-10-23",34.259998
"909","2018-10-24",34.290001
"910","2018-10-25",35.040001
"911","2018-10-26",34.540001
"912","2018-10-29",35.029999
"913","2018-10-30",36.060001
"914","2018-10-31",35.639999
"915","2018-11-01",33.630001
"916","2018-11-02",33.41
"917","2018-11-05",33.040001
"918","2018-11-06",32.310001
"919","2018-11-07",33.419998
"920","2018-11-08",34.060001
"921","2018-11-09",33.990002
"922","2018-11-12",34.389999
"923","2018-11-13",34.529999
"924","2018-11-14",34.139999
"925","2018-11-15",34.349998
"926","2018-11-16",34.700001
"927","2018-11-19",35.34
"928","2018-11-20",36.150002
"929","2018-11-21",35.669998
"930","2018-11-23",35.360001
"931","2018-11-26",35.509998
"932","2018-11-27",35.689999
"933","2018-11-28",36.02
"934","2018-11-29",36.439999
"935","2018-11-30",36.490002
"936","2018-12-03",37.049999
"937","2018-12-04",36.990002
"938","2018-12-06",37.299999
"939","2018-12-07",36.57
"940","2018-12-10",36.110001
"941","2018-12-11",36.189999
"942","2018-12-12",35.84
"943","2018-12-13",35.490002
"944","2018-12-14",35.27
"945","2018-12-17",33.549999
"946","2018-12-18",34.470001
"947","2018-12-19",34.360001
"948","2018-12-20",33.93
"949","2018-12-21",34.169998
"950","2018-12-24",33.18
"951","2018-12-26",34.75
"952","2018-12-27",34.549999
"953","2018-12-28",34.740002
"954","2018-12-31",35.049999
"955","2019-01-02",33.900002
"956","2019-01-03",34.68
"957","2019-01-04",35.52
"958","2019-01-07",36.080002
"959","2019-01-08",37.16
"960","2019-01-09",37.049999
"961","2019-01-10",37.23
"962","2019-01-11",36.779999
"963","2019-01-14",36.52
"964","2019-01-15",36.799999
"965","2019-01-16",36.959999
"966","2019-01-17",37.220001
"967","2019-01-18",36.66
"968","2019-01-22",36.330002
"969","2019-01-23",36.029999
"970","2019-01-24",36.029999
"971","2019-01-25",35.799999
"972","2019-01-28",36.549999
"973","2019-01-29",36.889999
"974","2019-01-30",37.029999
"975","2019-01-31",37.41
