"","date","FLDM"
"144","2011-09-06",12.91
"145","2011-09-07",12.96
"146","2011-09-08",13.08
"147","2011-09-09",13.43
"148","2011-09-12",13.72
"149","2011-09-13",14.17
"150","2011-09-14",14.4
"151","2011-09-15",14.5
"152","2011-09-16",14.98
"153","2011-09-19",14.41
"154","2011-09-20",14.55
"155","2011-09-21",14.52
"156","2011-09-22",14.46
"157","2011-09-23",14.5
"158","2011-09-26",14.29
"159","2011-09-27",14.64
"160","2011-09-28",14.52
"161","2011-09-29",14.53
"162","2011-09-30",13.93
"163","2011-10-03",13.79
"164","2011-10-04",14.32
"165","2011-10-05",14.4
"166","2011-10-06",14.71
"167","2011-10-07",13.59
"168","2011-10-10",13.78
"169","2011-10-11",14.18
"170","2011-10-12",14.33
"171","2011-10-13",14.3
"172","2011-10-14",14.25
"173","2011-10-17",13.91
"174","2011-10-18",14.09
"175","2011-10-19",13.52
"176","2011-10-20",13.4
"177","2011-10-21",13.97
"178","2011-10-24",14.76
"179","2011-10-25",14.51
"180","2011-10-26",14.53
"181","2011-10-27",14.61
"182","2011-10-28",14.38
"183","2011-10-31",13.96
"184","2011-11-01",13.54
"185","2011-11-02",13.79
"186","2011-11-03",13.8
"187","2011-11-04",13.65
"188","2011-11-07",13.43
"189","2011-11-08",13.65
"190","2011-11-09",13.18
"191","2011-11-10",13.4
"192","2011-11-11",14.09
"193","2011-11-14",13.99
"194","2011-11-15",14.02
"195","2011-11-16",14.07
"196","2011-11-17",13.98
"197","2011-11-18",14.11
"198","2011-11-21",14
"199","2011-11-22",14
"200","2011-11-23",13.69
"201","2011-11-25",13.57
"202","2011-11-28",13.7
"203","2011-11-29",13.67
"204","2011-11-30",13.49
"205","2011-12-01",13.4
"206","2011-12-02",13.58
"207","2011-12-05",13.43
"208","2011-12-06",13.14
"209","2011-12-07",12.94
"210","2011-12-08",12.26
"211","2011-12-09",12.45
"212","2011-12-12",12.57
"213","2011-12-13",12.55
"214","2011-12-14",12.6
"215","2011-12-15",12.77
"216","2011-12-16",13.11
"217","2011-12-19",13.12
"218","2011-12-20",13.38
"219","2011-12-21",13.19
"220","2011-12-22",13.43
"221","2011-12-23",13.44
"222","2011-12-27",13.55
"223","2011-12-28",13.41
"224","2011-12-29",13.36
"225","2011-12-30",13.16
"226","2012-01-03",13.32
"227","2012-01-04",12.99
"228","2012-01-05",12.98
"229","2012-01-06",12.94
"230","2012-01-09",12.96
"231","2012-01-10",13.28
"232","2012-01-11",13.21
"233","2012-01-12",13
"234","2012-01-13",12.62
"235","2012-01-17",12.6
"236","2012-01-18",12.7
"237","2012-01-19",13.18
"238","2012-01-20",13.52
"239","2012-01-23",13.78
"240","2012-01-24",13.83
"241","2012-01-25",14.86
"242","2012-01-26",14.71
"243","2012-01-27",14.86
"244","2012-01-30",14.81
"245","2012-01-31",14.87
"246","2012-02-01",14.77
"247","2012-02-02",14.6
"248","2012-02-03",14.98
"249","2012-02-06",15.02
"250","2012-02-07",14.78
"251","2012-02-08",14.63
"252","2012-02-09",14.53
"253","2012-02-10",14.5
"254","2012-02-13",14.76
"255","2012-02-14",14.84
"256","2012-02-15",15.46
"257","2012-02-16",15.79
"258","2012-02-17",15.49
"259","2012-02-21",14.47
"260","2012-02-22",14.54
"261","2012-02-23",14.92
"262","2012-02-24",14.98
"263","2012-02-27",14.86
"264","2012-02-28",14.7
"265","2012-02-29",14.42
"266","2012-03-01",14.36
"267","2012-03-02",14.42
"268","2012-03-05",14.55
"269","2012-03-06",14.36
"270","2012-03-07",14.52
"271","2012-03-08",15.52
"272","2012-03-09",15.82
"273","2012-03-12",16.040001
"274","2012-03-13",16.51
"275","2012-03-14",16.450001
"276","2012-03-15",16.01
"277","2012-03-16",15.84
"278","2012-03-19",16.01
"279","2012-03-20",15.95
"280","2012-03-21",15.9
"281","2012-03-22",15.81
"282","2012-03-23",15.77
"283","2012-03-26",15.75
"284","2012-03-27",15.59
"285","2012-03-28",15.21
"286","2012-03-29",15.44
"287","2012-03-30",15.73
"288","2012-04-02",15.75
"289","2012-04-03",15.74
"290","2012-04-04",15.3
"291","2012-04-05",15.01
"292","2012-04-09",14.76
"293","2012-04-10",14.75
"294","2012-04-11",14.98
"295","2012-04-12",15.09
"296","2012-04-13",15.09
"297","2012-04-16",15.31
"298","2012-04-17",15.58
"299","2012-04-18",15.34
"300","2012-04-19",15.34
"301","2012-04-20",15.43
"302","2012-04-23",15.47
"303","2012-04-24",15.56
"304","2012-04-25",15.61
"305","2012-04-26",15.63
"306","2012-04-27",15.75
"307","2012-04-30",15.61
"308","2012-05-01",15.19
"309","2012-05-02",15.17
"310","2012-05-03",15.21
"311","2012-05-04",15.09
"312","2012-05-07",15.15
"313","2012-05-08",15.24
"314","2012-05-09",15.54
"315","2012-05-10",14.65
"316","2012-05-11",14.62
"317","2012-05-14",14.36
"318","2012-05-15",13.76
"319","2012-05-16",14
"320","2012-05-17",13.68
"321","2012-05-18",13.71
"322","2012-05-21",14.4
"323","2012-05-22",13.67
"324","2012-05-23",13.63
"325","2012-05-24",13.7
"326","2012-05-25",13.94
"327","2012-05-29",14.3
"328","2012-05-30",14.02
"329","2012-05-31",13.92
"330","2012-06-01",13.5
"331","2012-06-04",13.2
"332","2012-06-05",13.29
"333","2012-06-06",13
"334","2012-06-07",12.7
"335","2012-06-08",12.8
"336","2012-06-11",12.85
"337","2012-06-12",12.78
"338","2012-06-13",13.75
"339","2012-06-14",13.59
"340","2012-06-15",13.98
"341","2012-06-18",14.4
"342","2012-06-19",14.72
"343","2012-06-20",14.67
"344","2012-06-21",14.55
"345","2012-06-22",14.96
"346","2012-06-25",14.72
"347","2012-06-26",14.54
"348","2012-06-27",14.59
"349","2012-06-28",14.15
"350","2012-06-29",15.04
"351","2012-07-02",15.15
"352","2012-07-03",15.37
"353","2012-07-05",14.97
"354","2012-07-06",14.65
"355","2012-07-09",14.15
"356","2012-07-10",13.68
"357","2012-07-11",13.47
"358","2012-07-12",13.48
"359","2012-07-13",13.68
"360","2012-07-16",13.47
"361","2012-07-17",13.98
"362","2012-07-18",14
"363","2012-07-19",13.79
"364","2012-07-20",13.58
"365","2012-07-23",13.52
"366","2012-07-24",12.99
"367","2012-07-25",12.96
"368","2012-07-26",13.03
"369","2012-07-27",13.37
"370","2012-07-30",13.32
"371","2012-07-31",13.01
"372","2012-08-01",12.8
"373","2012-08-02",12.93
"374","2012-08-03",13.08
"375","2012-08-06",13.52
"376","2012-08-07",13.69
"377","2012-08-08",14.78
"378","2012-08-09",15.47
"379","2012-08-10",15.28
"380","2012-08-13",14.93
"381","2012-08-14",14.34
"382","2012-08-15",14.86
"383","2012-08-16",15.6
"384","2012-08-17",16.040001
"385","2012-08-20",15.43
"386","2012-08-21",15.23
"387","2012-08-22",15.05
"388","2012-08-23",15.1
"389","2012-08-24",15.15
"390","2012-08-27",15.37
"391","2012-08-28",15.32
"392","2012-08-29",15.57
"393","2012-08-30",15.28
"394","2012-08-31",15.64
"395","2012-09-04",15.86
"396","2012-09-05",15.92
"397","2012-09-06",15.96
"398","2012-09-07",16.02
"399","2012-09-10",15.84
"400","2012-09-11",15.69
"401","2012-09-12",15.91
"402","2012-09-13",15.81
"403","2012-09-14",15.65
"404","2012-09-17",15.81
"405","2012-09-18",16.059999
"406","2012-09-19",16.040001
"407","2012-09-20",15.99
"408","2012-09-21",16.08
"409","2012-09-24",16.52
"410","2012-09-25",16.940001
"411","2012-09-26",16.66
"412","2012-09-27",17.15
"413","2012-09-28",17
"414","2012-10-01",17.1
"415","2012-10-02",17.02
"416","2012-10-03",16.950001
"417","2012-10-04",16.799999
"418","2012-10-05",16.799999
"419","2012-10-08",16.35
"420","2012-10-09",15.47
"421","2012-10-10",15.43
"422","2012-10-11",15.26
"423","2012-10-12",15.19
"424","2012-10-15",15.36
"425","2012-10-16",15.41
"426","2012-10-17",15.76
"427","2012-10-18",15.69
"428","2012-10-19",15.21
"429","2012-10-22",15.2
"430","2012-10-23",15.29
"431","2012-10-24",15.31
"432","2012-10-25",15.67
"433","2012-10-26",15.25
"434","2012-10-31",15.09
"435","2012-11-01",15.15
"436","2012-11-02",15.01
"437","2012-11-05",15.21
"438","2012-11-06",15.26
"439","2012-11-07",15.13
"440","2012-11-08",14.55
"441","2012-11-09",14.37
"442","2012-11-12",14.42
"443","2012-11-13",14.12
"444","2012-11-14",13.65
"445","2012-11-15",13.83
"446","2012-11-16",14.1
"447","2012-11-19",13.95
"448","2012-11-20",14.13
"449","2012-11-21",14.11
"450","2012-11-23",14.45
"451","2012-11-26",14.55
"452","2012-11-27",14.37
"453","2012-11-28",14.09
"454","2012-11-29",14.37
"455","2012-11-30",14.24
"456","2012-12-03",14.32
"457","2012-12-04",14.1
"458","2012-12-05",13.66
"459","2012-12-06",13.63
"460","2012-12-07",13.63
"461","2012-12-10",14.04
"462","2012-12-11",14.43
"463","2012-12-12",14.25
"464","2012-12-13",14.55
"465","2012-12-14",14.37
"466","2012-12-17",14.33
"467","2012-12-18",14.69
"468","2012-12-19",14.59
"469","2012-12-20",14.38
"470","2012-12-21",14.53
"471","2012-12-24",14.42
"472","2012-12-26",14.25
"473","2012-12-27",14.1
"474","2012-12-28",13.93
"475","2012-12-31",14.31
"476","2013-01-02",14.5
"477","2013-01-03",14.27
"478","2013-01-04",14.67
"479","2013-01-07",14.79
"480","2013-01-08",15.24
"481","2013-01-09",15.5
"482","2013-01-10",15.27
"483","2013-01-11",15.5
"484","2013-01-14",15.62
"485","2013-01-15",15.63
"486","2013-01-16",15.2
"487","2013-01-17",15.36
"488","2013-01-18",15.61
"489","2013-01-22",16.09
"490","2013-01-23",16.02
"491","2013-01-24",16.110001
"492","2013-01-25",16.379999
"493","2013-01-28",16.780001
"494","2013-01-29",16.719999
"495","2013-01-30",16.290001
"496","2013-01-31",16.5
"497","2013-02-01",16.66
"498","2013-02-04",16.629999
"499","2013-02-05",16.43
"500","2013-02-06",16.719999
"501","2013-02-07",16.59
"502","2013-02-08",16.690001
"503","2013-02-11",16.68
"504","2013-02-12",16.690001
"505","2013-02-13",16.85
"506","2013-02-14",16.92
"507","2013-02-15",16.73
"508","2013-02-19",16.629999
"509","2013-02-20",16.77
"510","2013-02-21",16.67
"511","2013-02-22",16.790001
"512","2013-02-25",16.959999
"513","2013-02-26",17.139999
"514","2013-02-27",17.280001
"515","2013-02-28",17.24
"516","2013-03-01",17.549999
"517","2013-03-04",18.51
"518","2013-03-05",19.18
"519","2013-03-06",19.379999
"520","2013-03-07",19.34
"521","2013-03-08",19.209999
"522","2013-03-11",19.15
"523","2013-03-12",18.58
"524","2013-03-13",18.51
"525","2013-03-14",18.280001
"526","2013-03-15",18
"527","2013-03-18",18
"528","2013-03-19",17.92
"529","2013-03-20",18.07
"530","2013-03-21",17.92
"531","2013-03-22",18.059999
"532","2013-03-25",18.049999
"533","2013-03-26",17.99
"534","2013-03-27",18.24
"535","2013-03-28",18.51
"536","2013-04-01",18.42
"537","2013-04-02",18.719999
"538","2013-04-03",18.25
"539","2013-04-04",18.5
"540","2013-04-05",18.49
"541","2013-04-08",18.700001
"542","2013-04-09",18.809999
"543","2013-04-10",18.799999
"544","2013-04-11",18.870001
"545","2013-04-12",18.540001
"546","2013-04-15",17.65
"547","2013-04-16",17.870001
"548","2013-04-17",18.120001
"549","2013-04-18",17.9
"550","2013-04-19",18.41
"551","2013-04-22",18.379999
"552","2013-04-23",19.040001
"553","2013-04-24",18.879999
"554","2013-04-25",18.93
"555","2013-04-26",18.620001
"556","2013-04-29",17.559999
"557","2013-04-30",16.84
"558","2013-05-01",16.530001
"559","2013-05-02",18.5
"560","2013-05-03",18.33
"561","2013-05-06",18.030001
"562","2013-05-07",18.120001
"563","2013-05-08",18.049999
"564","2013-05-09",18.030001
"565","2013-05-10",18.049999
"566","2013-05-13",18
"567","2013-05-14",18.1
"568","2013-05-15",17.559999
"569","2013-05-16",17.49
"570","2013-05-17",17.41
"571","2013-05-20",17.59
"572","2013-05-21",17.75
"573","2013-05-22",17.139999
"574","2013-05-23",17.360001
"575","2013-05-24",17.549999
"576","2013-05-28",17.799999
"577","2013-05-29",17.5
"578","2013-05-30",17.129999
"579","2013-05-31",17.040001
"580","2013-06-03",17.01
"581","2013-06-04",16.860001
"582","2013-06-05",16.459999
"583","2013-06-06",16
"584","2013-06-07",16.27
"585","2013-06-10",16.200001
"586","2013-06-11",16.280001
"587","2013-06-12",16.16
"588","2013-06-13",16.43
"589","2013-06-14",16.23
"590","2013-06-17",16.49
"591","2013-06-18",16.559999
"592","2013-06-19",16.43
"593","2013-06-20",16.049999
"594","2013-06-21",16.43
"595","2013-06-24",16.290001
"596","2013-06-25",16.440001
"597","2013-06-26",16.360001
"598","2013-06-27",17.309999
"599","2013-06-28",17.459999
"600","2013-07-01",17
"601","2013-07-02",17.139999
"602","2013-07-03",17.030001
"603","2013-07-05",17.389999
"604","2013-07-08",17.16
"605","2013-07-09",16.790001
"606","2013-07-10",16.59
"607","2013-07-11",16.6
"608","2013-07-12",16.67
"609","2013-07-15",17
"610","2013-07-16",16.879999
"611","2013-07-17",16.82
"612","2013-07-18",16.85
"613","2013-07-19",17.190001
"614","2013-07-22",17.610001
"615","2013-07-23",17.620001
"616","2013-07-24",17.719999
"617","2013-07-25",18.24
"618","2013-07-26",18.110001
"619","2013-07-29",17.83
"620","2013-07-30",17.83
"621","2013-07-31",17.76
"622","2013-08-01",17.790001
"623","2013-08-02",19.549999
"624","2013-08-05",19.389999
"625","2013-08-06",19.67
"626","2013-08-07",19.51
"627","2013-08-08",20.01
"628","2013-08-09",20.02
"629","2013-08-12",20.129999
"630","2013-08-13",20.030001
"631","2013-08-14",20.01
"632","2013-08-15",19.719999
"633","2013-08-16",19.540001
"634","2013-08-19",19.77
"635","2013-08-20",20.02
"636","2013-08-21",19.889999
"637","2013-08-22",20.02
"638","2013-08-23",19.92
"639","2013-08-26",20
"640","2013-08-27",20
"641","2013-08-28",20.139999
"642","2013-08-29",20.450001
"643","2013-08-30",20.459999
"644","2013-09-03",20.610001
"645","2013-09-04",21.209999
"646","2013-09-05",21.17
"647","2013-09-06",21.280001
"648","2013-09-09",21.51
"649","2013-09-10",21.709999
"650","2013-09-11",21.68
"651","2013-09-12",21.459999
"652","2013-09-13",21.41
"653","2013-09-16",21.9
"654","2013-09-17",22.48
"655","2013-09-18",22.879999
"656","2013-09-19",23.26
"657","2013-09-20",22.709999
"658","2013-09-23",23.08
"659","2013-09-24",23.049999
"660","2013-09-25",22.75
"661","2013-09-26",22.799999
"662","2013-09-27",22.469999
"663","2013-09-30",21.940001
"664","2013-10-01",22.02
"665","2013-10-02",22.040001
"666","2013-10-03",22.049999
"667","2013-10-04",22.43
"668","2013-10-07",21.9
"669","2013-10-08",21.709999
"670","2013-10-09",21.549999
"671","2013-10-10",22.18
"672","2013-10-11",22.51
"673","2013-10-14",22.959999
"674","2013-10-15",22.32
"675","2013-10-16",22.82
"676","2013-10-17",23.940001
"677","2013-10-18",24.040001
"678","2013-10-21",24
"679","2013-10-22",24.360001
"680","2013-10-23",24.110001
"681","2013-10-24",24.41
"682","2013-10-25",25.030001
"683","2013-10-28",25.99
"684","2013-10-29",25.9
"685","2013-10-30",25.33
"686","2013-10-31",31.5
"687","2013-11-01",30.870001
"688","2013-11-04",29.870001
"689","2013-11-05",30.059999
"690","2013-11-06",29.889999
"691","2013-11-07",29.75
"692","2013-11-08",29.950001
"693","2013-11-11",29.870001
"694","2013-11-12",29.9
"695","2013-11-13",29.870001
"696","2013-11-14",30.42
"697","2013-11-15",30.74
"698","2013-11-18",30.360001
"699","2013-11-19",30.459999
"700","2013-11-20",30.91
"701","2013-11-21",32.450001
"702","2013-11-22",32.07
"703","2013-11-25",31.84
"704","2013-11-26",31.889999
"705","2013-11-27",32
"706","2013-11-29",31.780001
"707","2013-12-02",31.969999
"708","2013-12-03",31.959999
"709","2013-12-04",32.029999
"710","2013-12-05",31.75
"711","2013-12-06",32.82
"712","2013-12-09",32.91
"713","2013-12-10",32.279999
"714","2013-12-11",31.370001
"715","2013-12-12",32.220001
"716","2013-12-13",32.060001
"717","2013-12-16",32.09
"718","2013-12-17",31.620001
"719","2013-12-18",36.060001
"720","2013-12-19",35.619999
"721","2013-12-20",36.75
"722","2013-12-23",38.27
"723","2013-12-24",38.150002
"724","2013-12-26",38.880001
"725","2013-12-27",39.369999
"726","2013-12-30",38.59
"727","2013-12-31",38.279999
"728","2014-01-02",36.799999
"729","2014-01-03",36.869999
"730","2014-01-06",36.700001
"731","2014-01-07",38.23
"732","2014-01-08",39.150002
"733","2014-01-09",39.919998
"734","2014-01-10",41.139999
"735","2014-01-13",40.619999
"736","2014-01-14",43.560001
"737","2014-01-15",41.48
"738","2014-01-16",42.080002
"739","2014-01-17",42.490002
"740","2014-01-21",41.389999
"741","2014-01-22",41.389999
"742","2014-01-23",41.080002
"743","2014-01-24",41.119999
"744","2014-01-27",39.810001
"745","2014-01-28",40.98
"746","2014-01-29",39.959999
"747","2014-01-30",44.580002
"748","2014-01-31",45.119999
"749","2014-02-03",43.599998
"750","2014-02-04",44.689999
"751","2014-02-05",45.32
"752","2014-02-06",46.07
"753","2014-02-07",43.110001
"754","2014-02-10",43.18
"755","2014-02-11",42.43
"756","2014-02-12",42.59
"757","2014-02-13",43.009998
"758","2014-02-14",44.18
"759","2014-02-18",45.450001
"760","2014-02-19",44.299999
"761","2014-02-20",47.75
"762","2014-02-21",45.849998
"763","2014-02-24",45.970001
"764","2014-02-25",46.110001
"765","2014-02-26",48.060001
"766","2014-02-27",47.619999
"767","2014-02-28",46.849998
"768","2014-03-03",46.139999
"769","2014-03-04",47.669998
"770","2014-03-05",48.889999
"771","2014-03-06",48.259998
"772","2014-03-07",47.810001
"773","2014-03-10",48.099998
"774","2014-03-11",47.43
"775","2014-03-12",47.630001
"776","2014-03-13",47.009998
"777","2014-03-14",47.549999
"778","2014-03-17",47.869999
"779","2014-03-18",48.150002
"780","2014-03-19",47.869999
"781","2014-03-20",47.880001
"782","2014-03-21",47.529999
"783","2014-03-24",45.150002
"784","2014-03-25",43.349998
"785","2014-03-26",41.290001
"786","2014-03-27",41.18
"787","2014-03-28",42.23
"788","2014-03-31",44.07
"789","2014-04-01",45.23
"790","2014-04-02",45.720001
"791","2014-04-03",42.939999
"792","2014-04-04",38.189999
"793","2014-04-07",35.07
"794","2014-04-08",35.02
"795","2014-04-09",36.540001
"796","2014-04-10",34.93
"797","2014-04-11",33.630001
"798","2014-04-14",35.27
"799","2014-04-15",34.810001
"800","2014-04-16",36.349998
"801","2014-04-17",37.099998
"802","2014-04-21",38.080002
"803","2014-04-22",38.990002
"804","2014-04-23",39.459999
"805","2014-04-24",37.799999
"806","2014-04-25",35.66
"807","2014-04-28",35.349998
"808","2014-04-29",36.93
"809","2014-04-30",37.560001
"810","2014-05-01",37.549999
"811","2014-05-02",37.950001
"812","2014-05-05",39.049999
"813","2014-05-06",32.779999
"814","2014-05-07",32.709999
"815","2014-05-08",30.09
"816","2014-05-09",29.9
"817","2014-05-12",30.58
"818","2014-05-13",29.889999
"819","2014-05-14",28.83
"820","2014-05-15",27.67
"821","2014-05-16",27.08
"822","2014-05-19",28.68
"823","2014-05-20",27.52
"824","2014-05-21",27.25
"825","2014-05-22",28.129999
"826","2014-05-23",28.76
"827","2014-05-27",29.629999
"828","2014-05-28",29.15
"829","2014-05-29",28.75
"830","2014-05-30",27.74
"831","2014-06-02",25.68
"832","2014-06-03",25.51
"833","2014-06-04",25.459999
"834","2014-06-05",26.290001
"835","2014-06-06",27.129999
"836","2014-06-09",27.559999
"837","2014-06-10",28.52
"838","2014-06-11",28.66
"839","2014-06-12",28.110001
"840","2014-06-13",27.83
"841","2014-06-16",28.65
"842","2014-06-17",28.799999
"843","2014-06-18",28.799999
"844","2014-06-19",28.84
"845","2014-06-20",28.610001
"846","2014-06-23",28.6
"847","2014-06-24",28.48
"848","2014-06-25",29.18
"849","2014-06-26",29.290001
"850","2014-06-27",29.040001
"851","2014-06-30",29.4
"852","2014-07-01",30.16
"853","2014-07-02",30.799999
"854","2014-07-03",31.16
"855","2014-07-07",30.85
"856","2014-07-08",30.049999
"857","2014-07-09",29.610001
"858","2014-07-10",29.82
"859","2014-07-11",30.82
"860","2014-07-14",32.080002
"861","2014-07-15",31.290001
"862","2014-07-16",29.67
"863","2014-07-17",27.17
"864","2014-07-18",27.049999
"865","2014-07-21",27.790001
"866","2014-07-22",27.559999
"867","2014-07-23",28.959999
"868","2014-07-24",28.34
"869","2014-07-25",27.43
"870","2014-07-28",27.129999
"871","2014-07-29",28.4
"872","2014-07-30",30.110001
"873","2014-07-31",28.629999
"874","2014-08-01",28.83
"875","2014-08-04",27.799999
"876","2014-08-05",27
"877","2014-08-06",26.309999
"878","2014-08-07",26.280001
"879","2014-08-08",26.91
"880","2014-08-11",27.27
"881","2014-08-12",26.559999
"882","2014-08-13",27.35
"883","2014-08-14",27.57
"884","2014-08-15",27.85
"885","2014-08-18",28.02
"886","2014-08-19",27.940001
"887","2014-08-20",28.049999
"888","2014-08-21",26.290001
"889","2014-08-22",26.120001
"890","2014-08-25",26
"891","2014-08-26",26.940001
"892","2014-08-27",26.790001
"893","2014-08-28",26.700001
"894","2014-08-29",27.219999
"895","2014-09-02",28.6
"896","2014-09-03",28.360001
"897","2014-09-04",28.85
"898","2014-09-05",28.75
"899","2014-09-08",29.799999
"900","2014-09-09",29.700001
"901","2014-09-10",31.26
"902","2014-09-11",31.09
"903","2014-09-12",31.040001
"904","2014-09-15",28.610001
"905","2014-09-16",28.450001
"906","2014-09-17",28.450001
"907","2014-09-18",28.1
"908","2014-09-19",26.33
"909","2014-09-22",26.15
"910","2014-09-23",25.09
"911","2014-09-24",25.389999
"912","2014-09-25",25.209999
"913","2014-09-26",25.440001
"914","2014-09-29",25.469999
"915","2014-09-30",24.5
"916","2014-10-01",23.85
"917","2014-10-02",23.620001
"918","2014-10-03",23.65
"919","2014-10-06",22.959999
"920","2014-10-07",22.48
"921","2014-10-08",23.32
"922","2014-10-09",22.77
"923","2014-10-10",22.059999
"924","2014-10-13",22.129999
"925","2014-10-14",22.77
"926","2014-10-15",24.879999
"927","2014-10-16",26.4
"928","2014-10-17",25.6
"929","2014-10-20",25.82
"930","2014-10-21",26.75
"931","2014-10-22",26.65
"932","2014-10-23",27.610001
"933","2014-10-24",27.950001
"934","2014-10-27",27.98
"935","2014-10-28",28.26
"936","2014-10-29",28.559999
"937","2014-10-30",29.219999
"938","2014-10-31",29
"939","2014-11-03",27.24
"940","2014-11-04",27.83
"941","2014-11-05",28.200001
"942","2014-11-06",29.139999
"943","2014-11-07",28.9
"944","2014-11-10",29
"945","2014-11-11",29.52
"946","2014-11-12",29.889999
"947","2014-11-13",29.879999
"948","2014-11-14",29.99
"949","2014-11-17",30.01
"950","2014-11-18",30.93
"951","2014-11-19",30.379999
"952","2014-11-20",30.719999
"953","2014-11-21",30.139999
"954","2014-11-24",29.93
"955","2014-11-25",29.879999
"956","2014-11-26",31.24
"957","2014-11-28",30.83
"958","2014-12-01",29.299999
"959","2014-12-02",29.280001
"960","2014-12-03",29.450001
"961","2014-12-04",29.030001
"962","2014-12-05",29.33
"963","2014-12-08",27.809999
"964","2014-12-09",27.99
"965","2014-12-10",27.540001
"966","2014-12-11",27.25
"967","2014-12-12",27.209999
"968","2014-12-15",27.91
"969","2014-12-16",28.290001
"970","2014-12-17",29.950001
"971","2014-12-18",31.01
"972","2014-12-19",32.700001
"973","2014-12-22",32.990002
"974","2014-12-23",32.009998
"975","2014-12-24",32.310001
"976","2014-12-26",33.139999
"977","2014-12-29",32.68
"978","2014-12-30",33.560001
"979","2014-12-31",33.73
"980","2015-01-02",33.610001
"981","2015-01-05",33.709999
