"","date","OXFD"
"1","2013-11-22",15.4
"2","2013-11-25",15.88
"3","2013-11-26",15.89
"4","2013-11-27",15.46
"5","2013-11-29",15.869
"6","2013-12-02",15.75
"7","2013-12-03",15.36
"8","2013-12-04",15.45
"9","2013-12-05",18.030001
"10","2013-12-06",17.65
"11","2013-12-09",18.1
"12","2013-12-10",18.200001
"13","2013-12-11",18.889999
"14","2013-12-12",17.940001
"15","2013-12-13",17.700001
"16","2013-12-16",17.440001
"17","2013-12-17",18.34
"18","2013-12-18",19.9
"19","2013-12-19",18.59
"20","2013-12-20",19.629999
"21","2013-12-23",19.379999
"22","2013-12-24",19.24
"23","2013-12-26",19.02
"24","2013-12-27",18.360001
"25","2013-12-30",18.99
"26","2013-12-31",19.379999
"27","2014-01-02",18.92
"28","2014-01-03",19.5
"29","2014-01-06",18.959999
"30","2014-01-07",18.200001
"31","2014-01-08",18.200001
"32","2014-01-09",18.73
"33","2014-01-10",18.889999
"34","2014-01-13",18.52
"35","2014-01-14",19.33
"36","2014-01-15",19.34
"37","2014-01-16",20.049999
"38","2014-01-17",19.58
"39","2014-01-21",21
"40","2014-01-22",21.780001
"41","2014-01-23",21.530001
"42","2014-01-24",21.059999
"43","2014-01-27",20.84
"44","2014-01-28",21.16
"45","2014-01-29",20.200001
"46","2014-01-30",20.58
"47","2014-01-31",21.18
"48","2014-02-03",20.620001
"49","2014-02-04",21.860001
"50","2014-02-05",21.68
"51","2014-02-06",22.129999
"52","2014-02-07",22.459999
"53","2014-02-10",23.08
"54","2014-02-11",23.99
"55","2014-02-12",23.68
"56","2014-02-13",23.99
"57","2014-02-14",23.389999
"58","2014-02-18",23.99
"59","2014-02-19",23.709999
"60","2014-02-20",23.99
"61","2014-02-21",22.74
"62","2014-02-24",22.82
"63","2014-02-25",23.07
"64","2014-02-26",23.1
"65","2014-02-27",23.4
"66","2014-02-28",22.25
"67","2014-03-03",22.99
"68","2014-03-04",23
"69","2014-03-05",23.07
"70","2014-03-06",23.75
"71","2014-03-07",24.42
"72","2014-03-10",24.190001
"73","2014-03-11",24
"74","2014-03-12",24.360001
"75","2014-03-13",24.27
"76","2014-03-14",23.51
"77","2014-03-17",22.879999
"78","2014-03-18",23.02
"79","2014-03-19",22.450001
"80","2014-03-20",21.65
"81","2014-03-21",20.299999
"82","2014-03-24",19.77
"83","2014-03-25",20.049999
"84","2014-03-26",19.65
"85","2014-03-27",18.809999
"86","2014-03-28",19.92
"87","2014-03-31",20.07
"88","2014-04-01",20.889999
"89","2014-04-02",20.76
"90","2014-04-03",19.709999
"91","2014-04-04",19.57
"92","2014-04-07",19.309999
"93","2014-04-08",19.059999
"94","2014-04-09",18.77
"95","2014-04-10",18.42
"96","2014-04-11",17.940001
"97","2014-04-14",17.030001
"98","2014-04-15",16.950001
"99","2014-04-16",17.870001
"100","2014-04-17",17.98
"101","2014-04-21",18.01
"102","2014-04-22",18.07
"103","2014-04-23",17.85
"104","2014-04-24",17.709999
"105","2014-04-25",17.77
"106","2014-04-28",17.07
"107","2014-04-29",18
"108","2014-04-30",17.9
"109","2014-05-01",17.889999
"110","2014-05-02",18.01
"111","2014-05-05",19.41
"112","2014-05-06",18.58
"113","2014-05-07",18.860001
"114","2014-05-08",18.700001
"115","2014-05-09",19.35
"116","2014-05-12",19.99
"117","2014-05-13",19.629999
"118","2014-05-14",19.17
"119","2014-05-15",18.950001
"120","2014-05-16",18.24
"121","2014-05-19",17.42
"122","2014-05-20",16.969999
"123","2014-05-21",17.709999
"124","2014-05-22",17.65
"125","2014-05-23",17.110001
"126","2014-05-27",17.379999
"127","2014-05-28",17.110001
"128","2014-05-29",17.809999
"129","2014-05-30",17.379999
"130","2014-06-02",16.780001
"131","2014-06-03",16.84
"132","2014-06-04",16.690001
"133","2014-06-05",16.629999
"134","2014-06-06",16.940001
"135","2014-06-09",17
"136","2014-06-10",17.01
"137","2014-06-11",17.01
"138","2014-06-12",16.860001
"139","2014-06-13",17.49
"140","2014-06-16",18.200001
"141","2014-06-17",18.35
"142","2014-06-18",18.09
"143","2014-06-19",17.809999
"144","2014-06-20",17.940001
"145","2014-06-23",17.84
"146","2014-06-24",17.83
"147","2014-06-25",18.1
"148","2014-06-26",17.280001
"149","2014-06-27",16.799999
"150","2014-06-30",16.83
"151","2014-07-01",17.33
"152","2014-07-02",17.860001
"153","2014-07-03",17.73
"154","2014-07-07",16.4
"155","2014-07-08",16.68
"156","2014-07-09",16.719999
"157","2014-07-10",16.99
"158","2014-07-11",17.08
"159","2014-07-14",17.02
"160","2014-07-15",16.85
"161","2014-07-16",16.549999
"162","2014-07-17",16.51
"163","2014-07-18",16.6
"164","2014-07-21",16.52
"165","2014-07-22",15.9
"166","2014-07-23",15.71
"167","2014-07-24",16.110001
"168","2014-07-25",16.059999
"169","2014-07-28",16
"170","2014-07-29",15.94
"171","2014-07-30",16.24
"172","2014-07-31",15.9
"173","2014-08-01",16.469999
"174","2014-08-04",16.950001
"175","2014-08-05",15.15
"176","2014-08-06",14.11
"177","2014-08-07",13.25
"178","2014-08-08",13.74
"179","2014-08-11",14.11
"180","2014-08-12",14
"181","2014-08-13",14.07
"182","2014-08-14",14.5
"183","2014-08-15",14.26
"184","2014-08-18",14.35
"185","2014-08-19",14.28
"186","2014-08-20",14.47
"187","2014-08-21",14.36
"188","2014-08-22",14.76
"189","2014-08-25",14.96
"190","2014-08-26",14.88
"191","2014-08-27",14.47
"192","2014-08-28",14
"193","2014-08-29",14.06
"194","2014-09-02",15.37
"195","2014-09-03",15.16
"196","2014-09-04",14.77
"197","2014-09-05",14.53
"198","2014-09-08",14.92
"199","2014-09-09",14.71
"200","2014-09-10",14.98
"201","2014-09-11",15.16
"202","2014-09-12",14.78
"203","2014-09-15",14.29
"204","2014-09-16",14.37
"205","2014-09-17",14.19
"206","2014-09-18",14.12
"207","2014-09-19",14.24
"208","2014-09-22",14.68
"209","2014-09-23",14.81
"210","2014-09-24",14.97
"211","2014-09-25",14.89
"212","2014-09-26",15.05
"213","2014-09-29",15.07
"214","2014-09-30",15.27
"215","2014-10-01",14.6
"216","2014-10-02",14.96
"217","2014-10-03",14.73
"218","2014-10-06",14.99
"219","2014-10-07",14.6
"220","2014-10-08",14.99
"221","2014-10-09",14.44
"222","2014-10-10",14.54
"223","2014-10-13",14.9
"224","2014-10-14",14.85
"225","2014-10-15",14.98
"226","2014-10-16",14.95
"227","2014-10-17",14.61
"228","2014-10-20",14.85
"229","2014-10-21",14.84
"230","2014-10-22",14.63
"231","2014-10-23",14.74
"232","2014-10-24",14.73
"233","2014-10-27",14.64
"234","2014-10-28",15.25
"235","2014-10-29",15.25
"236","2014-10-30",15.28
"237","2014-10-31",15.44
"238","2014-11-03",15.31
"239","2014-11-04",15.16
"240","2014-11-05",15.13
"241","2014-11-06",14.99
"242","2014-11-07",14.66
"243","2014-11-10",14.77
"244","2014-11-11",14.89
"245","2014-11-12",14.85
"246","2014-11-13",14.98
"247","2014-11-14",14.33
"248","2014-11-17",14.18
"249","2014-11-18",13.62
"250","2014-11-19",13.27
"251","2014-11-20",12.5
"252","2014-11-21",12.15
"253","2014-11-24",11.89
"254","2014-11-25",12.56
"255","2014-11-26",13.29
"256","2014-11-28",13.08
"257","2014-12-01",13.02
"258","2014-12-02",12.85
"259","2014-12-03",12.95
"260","2014-12-04",11.73
"261","2014-12-05",11.855
"262","2014-12-08",11.91
"263","2014-12-09",11.85
"264","2014-12-10",11.15
"265","2014-12-11",10.92
"266","2014-12-12",10.92
"267","2014-12-15",10.75
"268","2014-12-16",10.92
"269","2014-12-17",11.59
"270","2014-12-18",11.99
"271","2014-12-19",11.67
"272","2014-12-22",12.23
"273","2014-12-23",12.61
"274","2014-12-24",12.59
"275","2014-12-26",13.02
"276","2014-12-29",13.41
"277","2014-12-30",13.67
"278","2014-12-31",13.62
"279","2015-01-02",13.62
"280","2015-01-05",13.47
"281","2015-01-06",12.92
"282","2015-01-07",12.83
"283","2015-01-08",13.31
"284","2015-01-09",13.29
"285","2015-01-12",13.59
"286","2015-01-13",13.88
"287","2015-01-14",14.08
"288","2015-01-15",14.21
"289","2015-01-16",14.57
"290","2015-01-20",14.28
"291","2015-01-21",14.1
"292","2015-01-22",14.31
"293","2015-01-23",14
"294","2015-01-26",14.03
"295","2015-01-27",13.52
"296","2015-01-28",13.32
"297","2015-01-29",11.93
"298","2015-01-30",11.76
"299","2015-02-02",11.89
"300","2015-02-03",12.42
"301","2015-02-04",12.65
"302","2015-02-05",13
"303","2015-02-06",13.16
"304","2015-02-09",12.76
"305","2015-02-10",12.94
"306","2015-02-11",12.99
"307","2015-02-12",13.19
"308","2015-02-13",12.66
"309","2015-02-17",12.92
"310","2015-02-18",12.93
"311","2015-02-19",13.1
"312","2015-02-20",13.26
"313","2015-02-23",14.06
"314","2015-02-24",14.06
"315","2015-02-25",14.07
"316","2015-02-26",14.14
"317","2015-02-27",14.07
"318","2015-03-02",14.44
"319","2015-03-03",14.18
"320","2015-03-04",14.22
"321","2015-03-05",13.93
"322","2015-03-06",14
"323","2015-03-09",13.82
"324","2015-03-10",13.82
"325","2015-03-11",14.08
"326","2015-03-12",14.35
"327","2015-03-13",14.14
"328","2015-03-16",14.61
"329","2015-03-17",14.63
"330","2015-03-18",14.75
"331","2015-03-19",14.52
"332","2015-03-20",14.41
"333","2015-03-23",14.09
"334","2015-03-24",14.17
"335","2015-03-25",13.25
"336","2015-03-26",13.02
"337","2015-03-27",13.24
"338","2015-03-30",13.27
"339","2015-03-31",14.08
"340","2015-04-01",13.1
