"","date","KE"
"993","2018-10-11",18.75
"994","2018-10-12",18.02
"995","2018-10-15",18.07
"996","2018-10-16",18.690001
"997","2018-10-17",18.790001
"998","2018-10-18",18.049999
"999","2018-10-19",18.07
"1000","2018-10-22",18.219999
"1001","2018-10-23",18.74
"1002","2018-10-24",18.200001
"1003","2018-10-25",18.27
"1004","2018-10-26",18.219999
"1005","2018-10-29",18.09
"1006","2018-10-30",18.57
"1007","2018-10-31",18.4
"1008","2018-11-01",18.75
"1009","2018-11-02",19.120001
"1010","2018-11-05",19.040001
"1011","2018-11-06",18.99
"1012","2018-11-07",17.959999
"1013","2018-11-08",18.02
"1014","2018-11-09",17.93
"1015","2018-11-12",17.440001
"1016","2018-11-13",17.42
"1017","2018-11-14",17.200001
"1018","2018-11-15",17.440001
"1019","2018-11-16",17.4
"1020","2018-11-19",17.01
"1021","2018-11-20",16.75
"1022","2018-11-21",17.110001
"1023","2018-11-23",17.25
"1024","2018-11-26",17.25
"1025","2018-11-27",17.049999
"1026","2018-11-28",17.610001
"1027","2018-11-29",17.870001
"1028","2018-11-30",17.639999
"1029","2018-12-03",17.860001
"1030","2018-12-04",17
"1031","2018-12-06",16.879999
"1032","2018-12-07",16.549999
"1033","2018-12-10",16.67
"1034","2018-12-11",16.280001
"1035","2018-12-12",16.5
"1036","2018-12-13",16.309999
"1037","2018-12-14",16.219999
"1038","2018-12-17",15.71
"1039","2018-12-18",15.76
"1040","2018-12-19",15.67
"1041","2018-12-20",15.26
"1042","2018-12-21",14.93
"1043","2018-12-24",14.96
"1044","2018-12-26",15.69
"1045","2018-12-27",15.23
"1046","2018-12-28",15.4
"1047","2018-12-31",15.49
"1048","2019-01-02",15.66
"1049","2019-01-03",15.04
"1050","2019-01-04",15.55
"1051","2019-01-07",15.63
"1052","2019-01-08",15.66
"1053","2019-01-09",15.75
"1054","2019-01-10",15.88
"1055","2019-01-11",15.85
"1056","2019-01-14",15.47
"1057","2019-01-15",15.54
"1058","2019-01-16",16.040001
"1059","2019-01-17",16.190001
"1060","2019-01-18",16.5
"1061","2019-01-22",16.52
"1062","2019-01-23",16.209999
"1063","2019-01-24",16.360001
"1064","2019-01-25",16.219999
"1065","2019-01-28",15.98
"1066","2019-01-29",15.95
"1067","2019-01-30",15.96
"1068","2019-01-31",16.17
"1069","2019-02-01",16.219999
"1070","2019-02-04",16.25
"1071","2019-02-05",16.440001
"1072","2019-02-06",16.67
"1073","2019-02-07",15.94
"1074","2019-02-08",15.82
"1075","2019-02-11",15.82
"1076","2019-02-12",16.16
"1077","2019-02-13",16.43
"1078","2019-02-14",16.23
"1079","2019-02-15",16.389999
"1080","2019-02-19",16.18
"1081","2019-02-20",16.290001
"1082","2019-02-21",16.280001
"1083","2019-02-22",16.450001
"1084","2019-02-25",16.190001
"1085","2019-02-26",16.07
"1086","2019-02-27",15.75
"1087","2019-02-28",15.5
"1088","2019-03-01",15.56
"1089","2019-03-04",15.78
"1090","2019-03-05",16
"1091","2019-03-06",15.96
"1092","2019-03-07",15.96
"1093","2019-03-08",16.01
"1094","2019-03-11",16.459999
"1095","2019-03-12",16.42
"1096","2019-03-13",16.57
"1097","2019-03-14",16.49
"1098","2019-03-15",16.6
"1099","2019-03-18",16.799999
"1100","2019-03-19",16.75
"1101","2019-03-20",16.709999
"1102","2019-03-21",16.870001
"1103","2019-03-22",16.110001
"1104","2019-03-25",16.18
"1105","2019-03-26",16.08
"1106","2019-03-27",15.86
"1107","2019-03-28",15.52
"1108","2019-03-29",15.49
"1109","2019-04-01",16.379999
"1110","2019-04-02",16.08
"1111","2019-04-03",16.26
"1112","2019-04-04",16.42
"1113","2019-04-05",16.389999
"1114","2019-04-08",16.34
"1115","2019-04-09",16.190001
"1116","2019-04-10",16.370001
"1117","2019-04-11",16.26
"1118","2019-04-12",16.09
"1119","2019-04-15",15.95
"1120","2019-04-16",16.07
"1121","2019-04-17",16.33
"1122","2019-04-18",16.040001
"1123","2019-04-22",15.37
"1124","2019-04-23",15.54
"1125","2019-04-24",15.76
"1126","2019-04-25",15.32
"1127","2019-04-26",15.28
"1128","2019-04-29",15.31
"1129","2019-04-30",15.13
"1130","2019-05-01",15.04
"1131","2019-05-02",14.75
"1132","2019-05-03",15.08
"1133","2019-05-06",15.15
"1134","2019-05-07",14.8
"1135","2019-05-08",15.67
"1136","2019-05-09",15.67
"1137","2019-05-10",15.56
"1138","2019-05-13",15.18
"1139","2019-05-14",15.61
"1140","2019-05-15",15.61
"1141","2019-05-16",15.78
"1142","2019-05-17",15.66
"1143","2019-05-20",15.38
"1144","2019-05-21",16.030001
"1145","2019-05-22",16
"1146","2019-05-23",15.98
"1147","2019-05-24",16.01
"1148","2019-05-28",16.02
"1149","2019-05-29",15.38
"1150","2019-05-30",15
"1151","2019-05-31",14.25
"1152","2019-06-03",14.47
"1153","2019-06-04",14.52
"1154","2019-06-05",14.36
"1155","2019-06-06",14.23
"1156","2019-06-07",14.75
"1157","2019-06-10",14.78
"1158","2019-06-11",15.43
"1159","2019-06-12",15.33
"1160","2019-06-13",15.55
"1161","2019-06-14",15.02
"1162","2019-06-17",14.77
"1163","2019-06-18",14.98
"1164","2019-06-19",14.89
"1165","2019-06-20",15.06
"1166","2019-06-21",15.54
"1167","2019-06-24",15.49
"1168","2019-06-25",15.47
"1169","2019-06-26",15.58
"1170","2019-06-27",16.08
"1171","2019-06-28",16.24
"1172","2019-07-01",15.99
"1173","2019-07-02",15.6
"1174","2019-07-03",15.68
"1175","2019-07-05",15.72
"1176","2019-07-08",15
"1177","2019-07-09",15.08
"1178","2019-07-10",15.01
"1179","2019-07-11",15.07
"1180","2019-07-12",15.36
"1181","2019-07-15",15.68
"1182","2019-07-16",15.71
"1183","2019-07-17",15.36
"1184","2019-07-18",15.55
"1185","2019-07-19",15.49
"1186","2019-07-22",15.37
"1187","2019-07-23",15.38
"1188","2019-07-24",15.69
"1189","2019-07-25",15.73
"1190","2019-07-26",16.110001
"1191","2019-07-29",16.33
"1192","2019-07-30",16.299999
"1193","2019-07-31",15.9
"1194","2019-08-01",15.67
"1195","2019-08-02",15.22
"1196","2019-08-05",14.88
"1197","2019-08-06",14.65
"1198","2019-08-07",14.67
"1199","2019-08-08",15.04
"1200","2019-08-09",14.6
"1201","2019-08-12",14.41
"1202","2019-08-13",14.55
"1203","2019-08-14",13.87
"1204","2019-08-15",13.67
"1205","2019-08-16",14.3
"1206","2019-08-19",14.39
"1207","2019-08-20",14.43
"1208","2019-08-21",14.45
"1209","2019-08-22",14.35
"1210","2019-08-23",13.55
"1211","2019-08-26",13.31
"1212","2019-08-27",13
"1213","2019-08-28",13.14
"1214","2019-08-29",13.55
"1215","2019-08-30",13.21
"1216","2019-09-03",12.72
"1217","2019-09-04",12.58
"1218","2019-09-05",13.26
"1219","2019-09-06",13.43
"1220","2019-09-09",13.77
"1221","2019-09-10",14.52
"1222","2019-09-11",15.26
"1223","2019-09-12",15.31
"1224","2019-09-13",15.76
"1225","2019-09-16",15.92
"1226","2019-09-17",15.91
"1227","2019-09-18",15.5
"1228","2019-09-19",15.05
"1229","2019-09-20",14.96
"1230","2019-09-23",15.05
"1231","2019-09-24",14.91
"1232","2019-09-25",15.13
"1233","2019-09-26",14.97
"1234","2019-09-27",14.84
"1235","2019-09-30",14.51
"1236","2019-10-01",14.23
"1237","2019-10-02",13.99
"1238","2019-10-03",13.88
"1239","2019-10-04",14.12
"1240","2019-10-07",14.18
"1241","2019-10-08",14.12
"1242","2019-10-09",14.33
"1243","2019-10-10",14.39
"1244","2019-10-11",14.76
"1245","2019-10-14",14.78
"1246","2019-10-15",15.09
"1247","2019-10-16",14.86
"1248","2019-10-17",15
"1249","2019-10-18",15.03
"1250","2019-10-21",15.15
"1251","2019-10-22",15.14
"1252","2019-10-23",15.25
"1253","2019-10-24",15.17
"1254","2019-10-25",15
"1255","2019-10-28",15.26
"1256","2019-10-29",15.18
"1257","2019-10-30",15.17
"1258","2019-10-31",14.86
"1259","2019-11-01",15.09
"1260","2019-11-04",15.45
"1261","2019-11-05",15.34
"1262","2019-11-06",17.540001
"1263","2019-11-07",17.82
"1264","2019-11-08",18.02
"1265","2019-11-11",18.33
"1266","2019-11-12",17.809999
"1267","2019-11-13",17.26
"1268","2019-11-14",17.34
"1269","2019-11-15",17.299999
"1270","2019-11-18",17.27
"1271","2019-11-19",17.450001
"1272","2019-11-20",17.280001
"1273","2019-11-21",17.18
"1274","2019-11-22",17.040001
"1275","2019-11-25",17.74
"1276","2019-11-26",17.4
"1277","2019-11-27",17.51
"1278","2019-11-29",17.540001
"1279","2019-12-02",17.35
"1280","2019-12-03",17.17
"1281","2019-12-04",17.469999
"1282","2019-12-05",17.440001
"1283","2019-12-06",17.629999
"1284","2019-12-09",17.629999
"1285","2019-12-10",17.549999
"1286","2019-12-11",17.459999
"1287","2019-12-12",17.809999
"1288","2019-12-13",17.790001
"1289","2019-12-16",17.73
"1290","2019-12-17",17.83
"1291","2019-12-18",17.82
"1292","2019-12-19",17.77
"1293","2019-12-20",17.25
"1294","2019-12-23",17.25
"1295","2019-12-24",17.52
"1296","2019-12-26",18.1
"1297","2019-12-27",17.85
"1298","2019-12-30",17.469999
"1299","2019-12-31",17.549999
"1300","2020-01-02",17.690001
"1301","2020-01-03",17.540001
"1302","2020-01-06",17.41
"1303","2020-01-07",17.370001
"1304","2020-01-08",17.49
"1305","2020-01-09",17.559999
"1306","2020-01-10",17.52
"1307","2020-01-13",17.75
"1308","2020-01-14",17.530001
"1309","2020-01-15",17.639999
"1310","2020-01-16",17.82
"1311","2020-01-17",17.549999
"1312","2020-01-21",17.26
"1313","2020-01-22",17.01
"1314","2020-01-23",17.25
"1315","2020-01-24",17.24
"1316","2020-01-27",17.129999
"1317","2020-01-28",17.15
"1318","2020-01-29",16.809999
"1319","2020-01-30",16.92
"1320","2020-01-31",16.18
"1321","2020-02-03",16.52
"1322","2020-02-04",16.389999
"1323","2020-02-05",16.690001
"1324","2020-02-06",16.25
"1325","2020-02-07",16.049999
"1326","2020-02-10",15.67
"1327","2020-02-11",15.67
"1328","2020-02-12",16.129999
"1329","2020-02-13",15.92
"1330","2020-02-14",15.91
"1331","2020-02-18",15.78
"1332","2020-02-19",15.88
"1333","2020-02-20",16.07
"1334","2020-02-21",15.94
"1335","2020-02-24",15.06
"1336","2020-02-25",14.78
"1337","2020-02-26",14.6
"1338","2020-02-27",13.87
"1339","2020-02-28",13.55
"1340","2020-03-02",13.75
"1341","2020-03-03",13.37
"1342","2020-03-04",13.79
"1343","2020-03-05",13.06
"1344","2020-03-06",12.78
"1345","2020-03-09",11.61
"1346","2020-03-10",12.03
"1347","2020-03-11",11.44
"1348","2020-03-12",10.51
"1349","2020-03-13",11.42
"1350","2020-03-16",11.98
"1351","2020-03-17",13.53
"1352","2020-03-18",11.46
"1353","2020-03-19",11.63
"1354","2020-03-20",11.26
"1355","2020-03-23",11.02
"1356","2020-03-24",11.09
"1357","2020-03-25",11.84
"1358","2020-03-26",12.16
"1359","2020-03-27",10.86
"1360","2020-03-30",11.75
"1361","2020-03-31",10.92
"1362","2020-04-01",10.15
"1363","2020-04-02",10.99
"1364","2020-04-03",10.49
"1365","2020-04-06",11.3
"1366","2020-04-07",11.26
"1367","2020-04-08",11.73
"1368","2020-04-09",12.58
"1369","2020-04-13",12.11
"1370","2020-04-14",12.02
"1371","2020-04-15",11.27
"1372","2020-04-16",11.52
"1373","2020-04-17",11.99
"1374","2020-04-20",11.76
"1375","2020-04-21",11.15
"1376","2020-04-22",11.19
"1377","2020-04-23",11.5
"1378","2020-04-24",11.71
"1379","2020-04-27",12.41
"1380","2020-04-28",12.43
"1381","2020-04-29",13.83
"1382","2020-04-30",13.52
"1383","2020-05-01",12.65
"1384","2020-05-04",12.43
"1385","2020-05-05",12.33
"1386","2020-05-06",12.75
"1387","2020-05-07",12.85
"1388","2020-05-08",13.03
"1389","2020-05-11",12.73
"1390","2020-05-12",12.31
"1391","2020-05-13",12.16
"1392","2020-05-14",11.47
"1393","2020-05-15",11.83
"1394","2020-05-18",12.99
"1395","2020-05-19",12.82
"1396","2020-05-20",13.48
"1397","2020-05-21",13.53
"1398","2020-05-22",13.91
"1399","2020-05-26",14.69
"1400","2020-05-27",15.65
"1401","2020-05-28",14.77
"1402","2020-05-29",14.19
"1403","2020-06-01",14.15
"1404","2020-06-02",14.22
"1405","2020-06-03",14.78
"1406","2020-06-04",14.91
"1407","2020-06-05",15.43
"1408","2020-06-08",15.44
"1409","2020-06-09",15.26
"1410","2020-06-10",14.2
"1411","2020-06-11",13.03
"1412","2020-06-12",13.1
"1413","2020-06-15",13.45
"1414","2020-06-16",13.53
"1415","2020-06-17",13.02
"1416","2020-06-18",12.97
"1417","2020-06-19",12.7
"1418","2020-06-22",12.95
"1419","2020-06-23",13.05
"1420","2020-06-24",12.21
"1421","2020-06-25",12.8
"1422","2020-06-26",12.61
"1423","2020-06-29",13.09
"1424","2020-06-30",13.54
"1425","2020-07-01",12.49
"1426","2020-07-02",12.33
"1427","2020-07-06",12.94
"1428","2020-07-07",12.61
"1429","2020-07-08",12.54
"1430","2020-07-09",12.25
"1431","2020-07-10",12.54
"1432","2020-07-13",12.55
"1433","2020-07-14",13.17
"1434","2020-07-15",13.65
"1435","2020-07-16",13.52
"1436","2020-07-17",13.85
"1437","2020-07-20",13.68
"1438","2020-07-21",13.68
"1439","2020-07-22",13.29
"1440","2020-07-23",13.51
"1441","2020-07-24",13.12
"1442","2020-07-27",13.23
"1443","2020-07-28",12.9
"1444","2020-07-29",13.36
"1445","2020-07-30",13.39
"1446","2020-07-31",13.28
"1447","2020-08-03",13.29
"1448","2020-08-04",13.36
"1449","2020-08-05",13.42
"1450","2020-08-06",13.31
"1451","2020-08-07",13.98
"1452","2020-08-10",14.4
"1453","2020-08-11",14.59
"1454","2020-08-12",14.43
"1455","2020-08-13",14.07
"1456","2020-08-14",13.9
"1457","2020-08-17",14.06
"1458","2020-08-18",14
"1459","2020-08-19",13.47
"1460","2020-08-20",13.51
"1461","2020-08-21",13.48
"1462","2020-08-24",13.67
"1463","2020-08-25",13.61
"1464","2020-08-26",13.59
"1465","2020-08-27",13.58
"1466","2020-08-28",14.01
"1467","2020-08-31",13.485
"1468","2020-09-01",13.73
"1469","2020-09-02",13.89
"1470","2020-09-03",13.71
"1471","2020-09-04",13.64
"1472","2020-09-08",13.05
"1473","2020-09-09",13.04
"1474","2020-09-10",12.62
"1475","2020-09-11",12.65
"1476","2020-09-14",12.5
"1477","2020-09-15",12.45
"1478","2020-09-16",12.49
"1479","2020-09-17",12.5
"1480","2020-09-18",12.58
"1481","2020-09-21",12.04
"1482","2020-09-22",11.93
"1483","2020-09-23",11.34
"1484","2020-09-24",11.32
"1485","2020-09-25",11.2
"1486","2020-09-28",11.96
"1487","2020-09-29",11.91
"1488","2020-09-30",11.56
"1489","2020-10-01",11.6
"1490","2020-10-02",11.47
"1491","2020-10-05",12.07
"1492","2020-10-06",12.24
"1493","2020-10-07",12.32
"1494","2020-10-08",12.36
"1495","2020-10-09",12.29
"1496","2020-10-12",12.51
"1497","2020-10-13",12.08
"1498","2020-10-14",11.98
"1499","2020-10-15",12.16
"1500","2020-10-16",12.42
"1501","2020-10-19",12.45
"1502","2020-10-20",12.21
"1503","2020-10-21",12.24
"1504","2020-10-22",12.38
"1505","2020-10-23",12.62
"1506","2020-10-26",12.43
"1507","2020-10-27",12.19
"1508","2020-10-28",11.66
"1509","2020-10-29",12.18
"1510","2020-10-30",12.12
"1511","2020-11-02",12.65
"1512","2020-11-03",13.65
"1513","2020-11-04",13
"1514","2020-11-05",13.56
"1515","2020-11-06",13.18
"1516","2020-11-09",13.98
"1517","2020-11-10",13.94
"1518","2020-11-11",14.15
"1519","2020-11-12",13.99
"1520","2020-11-13",14.99
"1521","2020-11-16",15.63
"1522","2020-11-17",15.73
"1523","2020-11-18",15.35
"1524","2020-11-19",15.3
"1525","2020-11-20",15
"1526","2020-11-23",15.55
"1527","2020-11-24",16.110001
"1528","2020-11-25",15.72
"1529","2020-11-27",15.64
