"","date","SWBI"
"1","2007-01-03",7.924674
"2","2007-01-04",8.324366
"3","2007-01-05",8.086087
"4","2007-01-08",8.239816
"5","2007-01-09",8.301307
"6","2007-01-10",8.355111
"7","2007-01-11",8.731745
"8","2007-01-12",8.808609
"9","2007-01-16",8.831668
"10","2007-01-17",9.046887
"11","2007-01-18",8.547272
"12","2007-01-19",8.455034
"13","2007-01-22",8.224442
"14","2007-01-23",8.362798
"15","2007-01-24",8.439662
"16","2007-01-25",8.270561
"17","2007-01-26",8.278248
"18","2007-01-29",8.601076
"19","2007-01-30",8.455034
"20","2007-01-31",8.531898
"21","2007-02-01",8.770177
"22","2007-02-02",8.97771
"23","2007-02-05",9.000769
"24","2007-02-06",9.108378
"25","2007-02-07",9.569562
"26","2007-02-08",9.800154
"27","2007-02-09",9.715604
"28","2007-02-12",9.669485
"29","2007-02-13",9.961568
"30","2007-02-14",10.284396
"31","2007-02-15",9.792467
"32","2007-02-16",9.907763
"33","2007-02-20",9.992313
"34","2007-02-21",9.984627
"35","2007-02-22",9.984627
"36","2007-02-23",9.91545
"37","2007-02-26",9.91545
"38","2007-02-27",9.44658
"39","2007-02-28",9.546503
"40","2007-03-01",9.492698
"41","2007-03-02",9.461952
"42","2007-03-05",9.300538
"43","2007-03-06",9.577249
"44","2007-03-07",9.42352
"45","2007-03-08",9.44658
"46","2007-03-09",9.485011
"47","2007-03-12",9.592621
"48","2007-03-13",10.230592
"49","2007-03-14",10.245965
"50","2007-03-15",10.322828
"51","2007-03-16",10.169101
"52","2007-03-19",10.122982
"53","2007-03-20",10.08455
"54","2007-03-21",10.169101
"55","2007-03-22",10.384319
"56","2007-03-23",10.284396
"57","2007-03-26",10.299769
"58","2007-03-27",10.19216
"59","2007-03-28",10.061491
"60","2007-03-29",10.176787
"61","2007-03-30",10.061491
"62","2007-04-02",10.269024
"63","2007-04-03",10.883935
"64","2007-04-04",10.76864
"65","2007-04-05",10.822444
"66","2007-04-09",11.445043
"67","2007-04-10",11.414297
"68","2007-04-11",10.968486
"69","2007-04-12",11.468102
"70","2007-04-13",11.675634
"71","2007-04-16",11.32206
"72","2007-04-17",11.060722
"73","2007-04-18",11.23751
"74","2007-04-19",10.906995
"75","2007-04-20",10.722521
"76","2007-04-23",10.676403
"77","2007-04-24",10.561107
"78","2007-04-25",10.622598
"79","2007-04-26",10.868563
"80","2007-04-27",10.830131
"81","2007-04-30",10.545734
"82","2007-05-01",10.407379
"83","2007-05-02",10.66103
"84","2007-05-03",10.491929
"85","2007-05-04",10.514989
"86","2007-05-07",10.507302
"87","2007-05-08",10.169101
"88","2007-05-09",10.269024
"89","2007-05-10",10.061491
"90","2007-05-11",9.984627
"91","2007-05-14",9.661798
"92","2007-05-15",9.569562
"93","2007-05-16",10.238278
"94","2007-05-17",10.069178
"95","2007-05-18",10.153728
"96","2007-05-21",10.315143
"97","2007-05-22",10.591852
"98","2007-05-23",10.730207
"99","2007-05-24",10.55342
"100","2007-05-25",10.66103
"101","2007-05-29",10.66103
"102","2007-05-30",10.737894
"103","2007-05-31",10.699462
"104","2007-06-01",10.776326
"105","2007-06-04",10.807072
"106","2007-06-05",10.837817
"107","2007-06-06",11.529593
"108","2007-06-07",11.375865
"109","2007-06-08",11.398924
"110","2007-06-11",11.51422
"111","2007-06-12",11.145273
"112","2007-06-13",11.352805
"113","2007-06-14",11.460415
"114","2007-06-15",12.413528
"115","2007-06-18",12.651806
"116","2007-06-19",12.83628
"117","2007-06-20",12.321291
"118","2007-06-21",12.628747
"119","2007-06-22",12.53651
"120","2007-06-25",12.382783
"121","2007-06-26",12.774789
"122","2007-06-27",13.059185
"123","2007-06-28",12.774789
"124","2007-06-29",12.874712
"125","2007-07-02",12.905457
"126","2007-07-03",12.697925
"127","2007-07-05",12.828593
"128","2007-07-06",12.928516
"129","2007-07-09",12.867025
"130","2007-07-10",13.066872
"131","2007-07-11",13.451191
"132","2007-07-12",14.219831
"133","2007-07-13",13.766334
"134","2007-07-16",13.651037
"135","2007-07-17",13.866257
"136","2007-07-18",13.758647
"137","2007-07-19",14.43505
"138","2007-07-20",13.651037
"139","2007-07-23",13.674097
"140","2007-07-24",13.927748
"141","2007-07-25",13.651037
"142","2007-07-26",13.405073
"143","2007-07-27",13.351268
"144","2007-07-30",13.989239
"145","2007-07-31",14.450422
"146","2007-08-01",14.827056
"147","2007-08-02",15.026902
"148","2007-08-03",14.181399
"149","2007-08-06",14.350499
"150","2007-08-07",15.37279
"151","2007-08-08",16.133743
"152","2007-08-09",16.833206
"153","2007-08-10",15.349731
"154","2007-08-13",15.211376
"155","2007-08-14",14.504228
"156","2007-08-15",13.958493
"157","2007-08-16",14.742506
"158","2007-08-17",14.650269
"159","2007-08-20",15.049962
"160","2007-08-21",14.757878
"161","2007-08-22",15.365104
"162","2007-08-23",15.049962
"163","2007-08-24",15.380477
"164","2007-08-27",15.003843
"165","2007-08-28",14.704074
"166","2007-08-29",15.380477
"167","2007-08-30",15.472713
"168","2007-08-31",16.14143
"169","2007-09-04",16.102997
"170","2007-09-05",16.287472
"171","2007-09-06",15.403536
"172","2007-09-07",16.187548
"173","2007-09-10",15.703305
"174","2007-09-11",15.910838
"175","2007-09-12",15.588009
"176","2007-09-13",14.880861
"177","2007-09-14",14.719446
"178","2007-09-17",14.465796
"179","2007-09-18",15.242122
"180","2007-09-19",15.272867
"181","2007-09-20",14.873175
"182","2007-09-21",14.650269
"183","2007-09-24",13.943121
"184","2007-09-25",14.742506
"185","2007-09-26",15.196003
"186","2007-09-27",15.157571
"187","2007-09-28",14.673328
"188","2007-10-01",14.365872
"189","2007-10-02",14.458109
"190","2007-10-03",14.79631
"191","2007-10-04",14.727133
"192","2007-10-05",14.558032
"193","2007-10-08",14.734819
"194","2007-10-09",16.010761
"195","2007-10-10",16.049192
"196","2007-10-11",16.049192
"197","2007-10-12",16.433512
"198","2007-10-15",15.810915
"199","2007-10-16",16.16449
"200","2007-10-17",16.702536
"201","2007-10-18",16.794773
"202","2007-10-19",16.264412
"203","2007-10-22",16.448885
"204","2007-10-23",16.717909
"205","2007-10-24",16.556496
"206","2007-10-25",16.318216
"207","2007-10-26",15.94927
"208","2007-10-29",15.441968
"209","2007-10-30",9.315911
"210","2007-10-31",9.292851
"211","2007-11-01",8.347425
"212","2007-11-02",9.415834
"213","2007-11-05",9.469639
"214","2007-11-06",9.108378
"215","2007-11-07",8.731745
"216","2007-11-08",8.262875
"217","2007-11-09",8.59339
"218","2007-11-12",8.301307
"219","2007-11-13",8.524212
"220","2007-11-14",8.608763
"221","2007-11-15",8.578017
"222","2007-11-16",8.616449
"223","2007-11-19",8.585703
"224","2007-11-20",8.009224
"225","2007-11-21",7.709454
"226","2007-11-23",7.855496
