"","date","SHG"
"1","2007-01-03",51.049999
"2","2007-01-04",50.200001
"3","2007-01-05",48.375
"4","2007-01-08",49.200001
"5","2007-01-09",48.700001
"6","2007-01-10",49.044998
"7","2007-01-11",50.689999
"8","2007-01-12",52.064999
"9","2007-01-16",51.700001
"10","2007-01-17",52.549999
"11","2007-01-18",52.505001
"12","2007-01-19",52.825001
"13","2007-01-22",51.349998
"14","2007-01-23",52.43
"15","2007-01-24",53.365002
"16","2007-01-25",51.084999
"17","2007-01-26",52.400002
"18","2007-01-29",51.174999
"19","2007-01-30",53.244999
"20","2007-01-31",52.005001
"21","2007-02-01",55.990002
"22","2007-02-02",56.810001
"23","2007-02-05",57.349998
"24","2007-02-06",58.445
"25","2007-02-07",57.884998
"26","2007-02-08",58.785
"27","2007-02-09",57.549999
"28","2007-02-12",56.25
"29","2007-02-13",57.880001
"30","2007-02-14",59.875
"31","2007-02-15",60.560001
"32","2007-02-16",61.005001
"33","2007-02-20",60.049999
"34","2007-02-21",59.700001
"35","2007-02-22",61.825001
"36","2007-02-23",60.715
"37","2007-02-26",61.435001
"38","2007-02-27",55.125
"39","2007-02-28",56.465
"40","2007-03-01",55.150002
"41","2007-03-02",55.255001
"42","2007-03-05",53.5
"43","2007-03-06",57.744999
"44","2007-03-07",58.650002
"45","2007-03-08",59.75
"46","2007-03-09",57.450001
"47","2007-03-12",59.240002
"48","2007-03-13",55.650002
"49","2007-03-14",55.845001
"50","2007-03-15",56.834999
"51","2007-03-16",55.790001
"52","2007-03-19",58.490002
"53","2007-03-20",59.119999
"54","2007-03-21",60.740002
"55","2007-03-22",61.195
"56","2007-03-23",59.150002
"57","2007-03-26",57.740002
"58","2007-03-27",57.57
"59","2007-03-28",57.950001
"60","2007-03-29",58.125
"61","2007-03-30",56.939999
"62","2007-04-02",57.439999
"63","2007-04-03",59.5
"64","2007-04-04",59.610001
"65","2007-04-05",59.404999
"66","2007-04-09",59.619999
"67","2007-04-10",60.744999
"68","2007-04-11",58.935001
"69","2007-04-12",61.375
"70","2007-04-13",60.145
"71","2007-04-16",59.349998
"72","2007-04-17",57.965
"73","2007-04-18",59.174999
"74","2007-04-19",58.525002
"75","2007-04-20",59.400002
"76","2007-04-23",57.830002
"77","2007-04-24",57.525002
"78","2007-04-25",56.25
"79","2007-04-26",57.375
"80","2007-04-27",56.945
"81","2007-04-30",56.080002
"82","2007-05-01",56.525002
"83","2007-05-02",57.650002
"84","2007-05-03",57.634998
"85","2007-05-04",56.005001
"86","2007-05-07",55.224998
"87","2007-05-08",55.040001
"88","2007-05-09",56.389999
"89","2007-05-10",55.650002
"90","2007-05-11",58.654999
"91","2007-05-14",58.544998
"92","2007-05-15",59.125
"93","2007-05-16",60.625
"94","2007-05-17",59.25
"95","2007-05-18",59.119999
"96","2007-05-21",58.615002
"97","2007-05-22",59
"98","2007-05-23",59.700001
"99","2007-05-24",58.125
"100","2007-05-25",60.259998
"101","2007-05-29",60.490002
"102","2007-05-30",60.029999
"103","2007-05-31",61.529999
"104","2007-06-01",61.715
"105","2007-06-04",62.110001
"106","2007-06-05",62.075001
"107","2007-06-06",61.27
"108","2007-06-07",61.125
"109","2007-06-08",62.990002
"110","2007-06-11",62.014999
"111","2007-06-12",60.360001
"112","2007-06-13",61.5
"113","2007-06-14",61.375
"114","2007-06-15",59.744999
"115","2007-06-18",60.439999
"116","2007-06-19",61.200001
"117","2007-06-20",63.5
"118","2007-06-21",64.949997
"119","2007-06-22",62.145
"120","2007-06-25",62.064999
"121","2007-06-26",62.075001
"122","2007-06-27",62.59
"123","2007-06-28",60.849998
"124","2007-06-29",61.25
"125","2007-07-02",62.25
"126","2007-07-03",63.264999
"127","2007-07-05",63.384998
"128","2007-07-06",63.68
"129","2007-07-09",66.154999
"130","2007-07-10",67.860001
"131","2007-07-11",70.25
