"","date","ENB"
"1","2007-01-03",17.35
"2","2007-01-04",17.344999
"3","2007-01-05",16.93
"4","2007-01-08",16.9
"5","2007-01-09",16.799999
"6","2007-01-10",16.82
"7","2007-01-11",16.764999
"8","2007-01-12",16.82
"9","2007-01-16",16.635
"10","2007-01-17",16.405001
"11","2007-01-18",16.325001
"12","2007-01-19",16.35
"13","2007-01-22",16.215
"14","2007-01-23",16.295
"15","2007-01-24",16.285
"16","2007-01-25",16.24
"17","2007-01-26",16.389999
"18","2007-01-29",16.280001
"19","2007-01-30",16.334999
"20","2007-01-31",16.1
"21","2007-02-01",16.34
"22","2007-02-02",16.084999
"23","2007-02-05",16.08
"24","2007-02-06",16.025
"25","2007-02-07",15.965
"26","2007-02-08",16.15
"27","2007-02-09",16.299999
"28","2007-02-12",16.315001
"29","2007-02-13",16.440001
"30","2007-02-14",16.445
"31","2007-02-15",16.395
"32","2007-02-16",16.360001
"33","2007-02-20",16.299999
"34","2007-02-21",16.375
"35","2007-02-22",16.254999
"36","2007-02-23",16.325001
"37","2007-02-26",16.41
"38","2007-02-27",15.97
"39","2007-02-28",15.865
"40","2007-03-01",16.1
"41","2007-03-02",15.79
"42","2007-03-05",15.465
"43","2007-03-06",15.725
"44","2007-03-07",15.755
"45","2007-03-08",15.87
"46","2007-03-09",16.120001
"47","2007-03-12",16.190001
"48","2007-03-13",15.94
"49","2007-03-14",15.9
"50","2007-03-15",15.855
"51","2007-03-16",16.15
"52","2007-03-19",16.155001
"53","2007-03-20",16.51
"54","2007-03-21",16.73
"55","2007-03-22",16.735001
"56","2007-03-23",16.754999
"57","2007-03-26",16.620001
"58","2007-03-27",16.385
"59","2007-03-28",16.440001
"60","2007-03-29",16.485001
"61","2007-03-30",16.325001
"62","2007-04-02",16.305
"63","2007-04-03",16.245001
"64","2007-04-04",16.254999
"65","2007-04-05",16.245001
"66","2007-04-09",16.225
"67","2007-04-10",16.055
"68","2007-04-11",16.165001
"69","2007-04-12",16.290001
"70","2007-04-13",16.25
"71","2007-04-16",16.315001
"72","2007-04-17",16.280001
"73","2007-04-18",16.49
"74","2007-04-19",16.35
"75","2007-04-20",16.639999
"76","2007-04-23",16.735001
"77","2007-04-24",16.665001
"78","2007-04-25",16.709999
"79","2007-04-26",16.629999
"80","2007-04-27",16.58
"81","2007-04-30",16.5
"82","2007-05-01",16.58
"83","2007-05-02",16.764999
"84","2007-05-03",16.780001
"85","2007-05-04",17.004999
"86","2007-05-07",17.01
"87","2007-05-08",16.965
"88","2007-05-09",17.055
"89","2007-05-10",16.950001
"90","2007-05-11",16.91
"91","2007-05-14",16.860001
"92","2007-05-15",17.030001
"93","2007-05-16",16.950001
"94","2007-05-17",16.945
"95","2007-05-18",17.02
"96","2007-05-21",17.26
"97","2007-05-22",17.264999
"98","2007-05-23",17.299999
"99","2007-05-24",17.110001
"100","2007-05-25",17.315001
"101","2007-05-29",17.365
"102","2007-05-30",17.715
"103","2007-05-31",17.780001
"104","2007-06-01",17.924999
"105","2007-06-04",18.014999
"106","2007-06-05",17.745001
"107","2007-06-06",17.445
"108","2007-06-07",16.905001
"109","2007-06-08",17.135
"110","2007-06-11",17.025
"111","2007-06-12",16.834999
"112","2007-06-13",16.975
"113","2007-06-14",17.035
"114","2007-06-15",17.110001
"115","2007-06-18",17.08
"116","2007-06-19",17.07
"117","2007-06-20",16.950001
"118","2007-06-21",16.805
"119","2007-06-22",16.735001
"120","2007-06-25",16.719999
"121","2007-06-26",16.555
"122","2007-06-27",16.75
"123","2007-06-28",16.815001
"124","2007-06-29",16.889999
"125","2007-07-02",16.865
"126","2007-07-03",16.84
"127","2007-07-05",17.4
"128","2007-07-06",17.365
"129","2007-07-09",17.299999
"130","2007-07-10",17.385
"131","2007-07-11",17.295
"132","2007-07-12",17.655001
"133","2007-07-13",17.754999
"134","2007-07-16",17.549999
"135","2007-07-17",17.725
"136","2007-07-18",18.184999
"137","2007-07-19",18.15
"138","2007-07-20",18.235001
"139","2007-07-23",18.415001
"140","2007-07-24",18.385
"141","2007-07-25",18.34
"142","2007-07-26",17.905001
"143","2007-07-27",17.129999
"144","2007-07-30",17.370001
"145","2007-07-31",17.700001
"146","2007-08-01",17.594999
"147","2007-08-02",17.719999
"148","2007-08-03",17.1
"149","2007-08-06",17.139999
"150","2007-08-07",17.004999
"151","2007-08-08",17.105
"152","2007-08-09",17.555
"153","2007-08-10",17.885
"154","2007-08-13",17.145
"155","2007-08-14",16.549999
"156","2007-08-15",16.375
"157","2007-08-16",16.190001
"158","2007-08-17",16.379999
"159","2007-08-20",16.459999
"160","2007-08-21",16.365
"161","2007-08-22",16.379999
"162","2007-08-23",16.555
"163","2007-08-24",16.75
"164","2007-08-27",16.504999
"165","2007-08-28",16.205
"166","2007-08-29",16.639999
"167","2007-08-30",16.690001
"168","2007-08-31",16.84
"169","2007-09-04",16.985001
"170","2007-09-05",16.965
"171","2007-09-06",16.82
"172","2007-09-07",16.889999
"173","2007-09-10",16.719999
"174","2007-09-11",17.08
"175","2007-09-12",17.129999
"176","2007-09-13",17.370001
"177","2007-09-14",17.475
"178","2007-09-17",17.360001
"179","2007-09-18",17.82
"180","2007-09-19",17.674999
"181","2007-09-20",17.875
"182","2007-09-21",18.129999
"183","2007-09-24",18.395
"184","2007-09-25",18.27
"185","2007-09-26",18.42
"186","2007-09-27",18.25
"187","2007-09-28",18.334999
"188","2007-10-01",18.504999
"189","2007-10-02",18.34
"190","2007-10-03",18.459999
"191","2007-10-04",18.66
"192","2007-10-05",19.120001
"193","2007-10-08",19.235001
"194","2007-10-09",19.125
"195","2007-10-10",19.200001
"196","2007-10-11",19.34
"197","2007-10-12",19.475
"198","2007-10-15",19.215
"199","2007-10-16",19.08
"200","2007-10-17",19.48
"201","2007-10-18",19.49
"202","2007-10-19",19.17
"203","2007-10-22",19.415001
"204","2007-10-23",19.504999
"205","2007-10-24",19.445
"206","2007-10-25",19.865
"207","2007-10-26",20.34
"208","2007-10-29",20.695
"209","2007-10-30",20.83
"210","2007-10-31",21.405001
"211","2007-11-01",21.434999
"212","2007-11-02",21.65
