"","date","FPI"
"89","2014-08-18",11.32
"90","2014-08-19",11.16
"91","2014-08-20",11.1
"92","2014-08-21",11.42
"93","2014-08-22",11.95
"94","2014-08-25",11.63
"95","2014-08-26",11.51
"96","2014-08-27",11.92
"97","2014-08-28",11.81
"98","2014-08-29",11.59
"99","2014-09-02",11.8
"100","2014-09-03",11.8
"101","2014-09-04",11.67
"102","2014-09-05",11.65
"103","2014-09-08",11.63
"104","2014-09-09",11.6
"105","2014-09-10",11.72
"106","2014-09-11",11.7
"107","2014-09-12",11.69
"108","2014-09-15",11.7
"109","2014-09-16",11.54
"110","2014-09-17",11.24
"111","2014-09-18",11.46
"112","2014-09-19",11.55
"113","2014-09-22",11.23
"114","2014-09-23",11.1
"115","2014-09-24",11.03
"116","2014-09-25",11.18
"117","2014-09-26",11.19
"118","2014-09-29",11
"119","2014-09-30",11
"120","2014-10-01",10.81
"121","2014-10-02",10.35
"122","2014-10-03",10.15
"123","2014-10-06",10.05
"124","2014-10-07",10.12
"125","2014-10-08",9.95
"126","2014-10-09",10.16
"127","2014-10-10",9.9
"128","2014-10-13",9.7
"129","2014-10-14",9.73
"130","2014-10-15",9.485
"131","2014-10-16",9.52
"132","2014-10-17",9.85
"133","2014-10-20",9.79
"134","2014-10-21",10
"135","2014-10-22",10.5
"136","2014-10-23",10.52
"137","2014-10-24",10.49
"138","2014-10-27",10.41
"139","2014-10-28",10.36
"140","2014-10-29",10.47
"141","2014-10-30",10.4
"142","2014-10-31",10.36
"143","2014-11-03",10.54
"144","2014-11-04",10.5
"145","2014-11-05",10.6
"146","2014-11-06",10.64
"147","2014-11-07",10.588
"148","2014-11-10",10.66
"149","2014-11-11",10.53
"150","2014-11-12",10.51
"151","2014-11-13",10.2
"152","2014-11-14",10.15
"153","2014-11-17",10.31
"154","2014-11-18",10.18
"155","2014-11-19",10.36
"156","2014-11-20",10.33
"157","2014-11-21",10.9
"158","2014-11-24",11.01
"159","2014-11-25",11.37
"160","2014-11-26",11.25
"161","2014-11-28",11.09
"162","2014-12-01",10.75
"163","2014-12-02",10.74
"164","2014-12-03",10.712
"165","2014-12-04",11.07
"166","2014-12-05",11.11
"167","2014-12-08",11
"168","2014-12-09",11.25
"169","2014-12-10",11.21
"170","2014-12-11",11.2
"171","2014-12-12",11.4
"172","2014-12-15",11.01
"173","2014-12-16",11.02
"174","2014-12-17",11.05
"175","2014-12-18",11.1
"176","2014-12-19",11.39
"177","2014-12-22",10.98
"178","2014-12-23",10.96
"179","2014-12-24",10.81
"180","2014-12-26",10.86
"181","2014-12-29",10.9
"182","2014-12-30",10.48
"183","2014-12-31",10.41
"184","2015-01-02",10.75
"185","2015-01-05",10.65
"186","2015-01-06",10.45
"187","2015-01-07",10.8
"188","2015-01-08",10.74
"189","2015-01-09",10.81
"190","2015-01-12",10.85
"191","2015-01-13",10.8
"192","2015-01-14",10.605
"193","2015-01-15",10.78
"194","2015-01-16",10.78
"195","2015-01-20",10.85
"196","2015-01-21",10.62
"197","2015-01-22",10.76
"198","2015-01-23",10.62
"199","2015-01-26",10.89
"200","2015-01-27",10.7
"201","2015-01-28",10.74
"202","2015-01-29",10.85
"203","2015-01-30",10.66
"204","2015-02-02",10.74
"205","2015-02-03",10.61
"206","2015-02-04",10.7
"207","2015-02-05",10.74
"208","2015-02-06",10.7
"209","2015-02-09",10.69
"210","2015-02-10",10.62
"211","2015-02-11",10.62
"212","2015-02-12",11.19
"213","2015-02-13",11.35
"214","2015-02-17",10.98
"215","2015-02-18",10.98
"216","2015-02-19",11.22
"217","2015-02-20",11.26
"218","2015-02-23",11.28
"219","2015-02-24",11.3
"220","2015-02-25",11.15
"221","2015-02-26",11.2
"222","2015-02-27",11.21
"223","2015-03-02",11.26
"224","2015-03-03",11.34
"225","2015-03-04",11.33
"226","2015-03-05",11.14
"227","2015-03-06",11.08
"228","2015-03-09",11.02
"229","2015-03-10",10.86
"230","2015-03-11",10.9
"231","2015-03-12",10.68
"232","2015-03-13",11.21
"233","2015-03-16",10.79
"234","2015-03-17",11
"235","2015-03-18",10.95
"236","2015-03-19",10.98
"237","2015-03-20",10.97
"238","2015-03-23",11.3
"239","2015-03-24",11.35
"240","2015-03-25",11.75
"241","2015-03-26",11.15
"242","2015-03-27",11.37
"243","2015-03-30",11.48
"244","2015-03-31",11.74
"245","2015-04-01",11.73
"246","2015-04-02",11.88
"247","2015-04-06",11.8
"248","2015-04-07",11.76
"249","2015-04-08",11.64
"250","2015-04-09",11.52
"251","2015-04-10",11.57
"252","2015-04-13",11.56
"253","2015-04-14",11.61
"254","2015-04-15",11.61
"255","2015-04-16",11.79
"256","2015-04-17",12
"257","2015-04-20",11.9
"258","2015-04-21",12.1
"259","2015-04-22",12.02
"260","2015-04-23",12.09
"261","2015-04-24",12.2
"262","2015-04-27",12.14
"263","2015-04-28",12.16
"264","2015-04-29",12
"265","2015-04-30",11.89
"266","2015-05-01",11.84
"267","2015-05-04",11.89
"268","2015-05-05",11.85
"269","2015-05-06",11.69
"270","2015-05-07",11.51
"271","2015-05-08",11.35
"272","2015-05-11",11.59
"273","2015-05-12",11.22
"274","2015-05-13",11.08
"275","2015-05-14",11.3
"276","2015-05-15",11.24
"277","2015-05-18",11.3
"278","2015-05-19",11
"279","2015-05-20",10.86
"280","2015-05-21",10.86
"281","2015-05-22",10.99
"282","2015-05-26",10.86
"283","2015-05-27",11
"284","2015-05-28",10.98
"285","2015-05-29",10.97
"286","2015-06-01",10.98
"287","2015-06-02",10.97
"288","2015-06-03",11.21
"289","2015-06-04",11.04
"290","2015-06-05",11.01
"291","2015-06-08",10.85
"292","2015-06-09",11.08
"293","2015-06-10",11.15
"294","2015-06-11",11.28
"295","2015-06-12",11.45
"296","2015-06-15",11.84
"297","2015-06-16",11.7
"298","2015-06-17",11.6
"299","2015-06-18",11.6
"300","2015-06-19",12
"301","2015-06-22",11.898
"302","2015-06-23",11.55
"303","2015-06-24",11.71
"304","2015-06-25",11.74
"305","2015-06-26",11.99
"306","2015-06-29",12
"307","2015-06-30",11.9
"308","2015-07-01",12
"309","2015-07-02",12
"310","2015-07-06",12
"311","2015-07-07",12.05
"312","2015-07-08",11.94
"313","2015-07-09",12
"314","2015-07-10",12
"315","2015-07-13",12.25
"316","2015-07-14",12.37
"317","2015-07-15",11.2
"318","2015-07-16",11.05
"319","2015-07-17",11
"320","2015-07-20",11
"321","2015-07-21",11
"322","2015-07-22",11.02
"323","2015-07-23",11.03
"324","2015-07-24",10.67
"325","2015-07-27",10.51
"326","2015-07-28",10.94
"327","2015-07-29",10.8
"328","2015-07-30",10.9
"329","2015-07-31",11
"330","2015-08-03",10.86
"331","2015-08-04",11
"332","2015-08-05",10.9
"333","2015-08-06",10.82
"334","2015-08-07",10.71
"335","2015-08-10",10.77
"336","2015-08-11",10.79
"337","2015-08-12",10.83
"338","2015-08-13",10.81
"339","2015-08-14",10.98
"340","2015-08-17",10.87
"341","2015-08-18",10.77
"342","2015-08-19",10.8
"343","2015-08-20",10.7
"344","2015-08-21",10.42
"345","2015-08-24",10
"346","2015-08-25",9.85
"347","2015-08-26",10.1
"348","2015-08-27",10.33
"349","2015-08-28",10.42
"350","2015-08-31",10.57
"351","2015-09-01",10.49
"352","2015-09-02",10.38
"353","2015-09-03",10.55
"354","2015-09-04",10.42
"355","2015-09-08",10.5
"356","2015-09-09",10.34
"357","2015-09-10",10.16
"358","2015-09-11",10.19
"359","2015-09-14",10.15
"360","2015-09-15",10.13
"361","2015-09-16",10.07
"362","2015-09-17",10.01
"363","2015-09-18",10.15
"364","2015-09-21",10.14
"365","2015-09-22",10.1
"366","2015-09-23",10.33
"367","2015-09-24",10.16
"368","2015-09-25",10.18
"369","2015-09-28",10.05
"370","2015-09-29",9.99
"371","2015-09-30",10.5
"372","2015-10-01",10.29
"373","2015-10-02",10.45
"374","2015-10-05",10.36
"375","2015-10-06",10.44
"376","2015-10-07",10.39
"377","2015-10-08",10.54
"378","2015-10-09",10.54
"379","2015-10-12",10.58
"380","2015-10-13",10.5
"381","2015-10-14",10.39
"382","2015-10-15",10.75
"383","2015-10-16",11.05
"384","2015-10-19",11
"385","2015-10-20",10.83
"386","2015-10-21",10.73
"387","2015-10-22",10.7
"388","2015-10-23",10.65
"389","2015-10-26",10.63
"390","2015-10-27",10.44
"391","2015-10-28",10.38
"392","2015-10-29",10.25
"393","2015-10-30",10.26
"394","2015-11-02",10.31
"395","2015-11-03",10.2
"396","2015-11-04",10.23
"397","2015-11-05",10.11
"398","2015-11-06",10.27
"399","2015-11-09",10.08
"400","2015-11-10",10.58
"401","2015-11-11",10.98
"402","2015-11-12",10.92
"403","2015-11-13",10.85
"404","2015-11-16",10.728
"405","2015-11-17",10.8
"406","2015-11-18",10.92
"407","2015-11-19",11.04
"408","2015-11-20",11.14
"409","2015-11-23",11.22
"410","2015-11-24",11.07
"411","2015-11-25",11.15
"412","2015-11-27",11.01
"413","2015-11-30",11.39
"414","2015-12-01",11.22
"415","2015-12-02",11.22
"416","2015-12-03",11.15
"417","2015-12-04",11.29
"418","2015-12-07",11.35
"419","2015-12-08",11.25
"420","2015-12-09",11.17
"421","2015-12-10",10.99
"422","2015-12-11",10.71
"423","2015-12-14",10.6
"424","2015-12-15",10.89
"425","2015-12-16",11.13
"426","2015-12-17",11.07
"427","2015-12-18",10.99
"428","2015-12-21",10.96
"429","2015-12-22",10.96
"430","2015-12-23",10.93
"431","2015-12-24",10.96
"432","2015-12-28",11.17
"433","2015-12-29",11.07
"434","2015-12-30",10.77
"435","2015-12-31",10.97
"436","2016-01-04",10.78
"437","2016-01-05",11.05
"438","2016-01-06",10.99
"439","2016-01-07",10.77
"440","2016-01-08",10.65
"441","2016-01-11",10.8
"442","2016-01-12",10.54
"443","2016-01-13",10.66
"444","2016-01-14",10.82
"445","2016-01-15",10.51
"446","2016-01-19",10.42
"447","2016-01-20",10.35
"448","2016-01-21",10.39
"449","2016-01-22",10.2
"450","2016-01-25",10.06
"451","2016-01-26",10.32
"452","2016-01-27",10.28
"453","2016-01-28",10.36
"454","2016-01-29",10.46
"455","2016-02-01",10.51
"456","2016-02-02",10.06
"457","2016-02-03",10.03
"458","2016-02-04",10.64
"459","2016-02-05",10.63
"460","2016-02-08",10.54
"461","2016-02-09",10.48
"462","2016-02-10",10.36
"463","2016-02-11",10.3
"464","2016-02-12",10.25
"465","2016-02-16",10.32
"466","2016-02-17",10.45
"467","2016-02-18",10.51
"468","2016-02-19",10.51
"469","2016-02-22",10.5
"470","2016-02-23",10.55
"471","2016-02-24",10.52
"472","2016-02-25",10.68
"473","2016-02-26",10.93
"474","2016-02-29",10.96
"475","2016-03-01",11
"476","2016-03-02",11.05
"477","2016-03-03",10.87
"478","2016-03-04",10.74
"479","2016-03-07",10.79
"480","2016-03-08",10.86
"481","2016-03-09",10.81
"482","2016-03-10",10.75
"483","2016-03-11",10.73
"484","2016-03-14",10.73
"485","2016-03-15",10.69
"486","2016-03-16",10.72
"487","2016-03-17",10.7
"488","2016-03-18",10.73
"489","2016-03-21",10.73
"490","2016-03-22",10.76
"491","2016-03-23",10.73
"492","2016-03-24",10.74
"493","2016-03-28",10.79
"494","2016-03-29",10.74
"495","2016-03-30",10.74
"496","2016-03-31",10.73
"497","2016-04-01",10.75
"498","2016-04-04",10.85
"499","2016-04-05",10.84
"500","2016-04-06",10.82
"501","2016-04-07",10.74
"502","2016-04-08",10.75
"503","2016-04-11",10.75
"504","2016-04-12",10.81
"505","2016-04-13",10.87
"506","2016-04-14",10.77
"507","2016-04-15",10.76
"508","2016-04-18",10.66
"509","2016-04-19",10.83
"510","2016-04-20",10.74
"511","2016-04-21",10.7
"512","2016-04-22",10.81
"513","2016-04-25",10.88
"514","2016-04-26",10.96
"515","2016-04-27",10.72
"516","2016-04-28",10.7
"517","2016-04-29",10.79
"518","2016-05-02",10.91
"519","2016-05-03",10.93
"520","2016-05-04",11.09
"521","2016-05-05",11
"522","2016-05-06",11.2
"523","2016-05-09",11.43
"524","2016-05-10",11.17
"525","2016-05-11",11.22
"526","2016-05-12",11.32
"527","2016-05-13",11.39
"528","2016-05-16",11.38
"529","2016-05-17",11.2
"530","2016-05-18",11.22
"531","2016-05-19",11.17
"532","2016-05-20",11.11
"533","2016-05-23",11.19
"534","2016-05-24",11.19
"535","2016-05-25",11.12
"536","2016-05-26",11.11
"537","2016-05-27",11.1
"538","2016-05-31",11.17
"539","2016-06-01",11.28
"540","2016-06-02",11.28
"541","2016-06-03",11.27
"542","2016-06-06",11.08
"543","2016-06-07",11.13
"544","2016-06-08",11.15
"545","2016-06-09",11.11
"546","2016-06-10",11.08
"547","2016-06-13",10.76
"548","2016-06-14",10.74
"549","2016-06-15",11.01
"550","2016-06-16",11.06
"551","2016-06-17",11.15
"552","2016-06-20",11.07
"553","2016-06-21",11.13
"554","2016-06-22",11.2
"555","2016-06-23",11.13
"556","2016-06-24",10.93
"557","2016-06-27",10.88
"558","2016-06-28",11.24
"559","2016-06-29",11.12
"560","2016-06-30",11.32
"561","2016-07-01",11.44
"562","2016-07-05",11.44
"563","2016-07-06",11.57
"564","2016-07-07",11.5
"565","2016-07-08",11.55
"566","2016-07-11",11.66
"567","2016-07-12",11.6
"568","2016-07-13",11.51
"569","2016-07-14",11.47
"570","2016-07-15",11.53
"571","2016-07-18",11.73
"572","2016-07-19",11.73
"573","2016-07-20",11.79
"574","2016-07-21",11.73
"575","2016-07-22",11.66
"576","2016-07-25",11.75
"577","2016-07-26",11.56
"578","2016-07-27",11.68
"579","2016-07-28",11.72
"580","2016-07-29",11.78
"581","2016-08-01",11.78
"582","2016-08-02",11.74
"583","2016-08-03",11.94
"584","2016-08-04",11.79
"585","2016-08-05",11.73
"586","2016-08-08",11.51
"587","2016-08-09",11.64
"588","2016-08-10",11.51
"589","2016-08-11",11.31
"590","2016-08-12",11.15
"591","2016-08-15",11.27
"592","2016-08-16",11.38
"593","2016-08-17",11.33
"594","2016-08-18",11.31
"595","2016-08-19",11.14
"596","2016-08-22",11.45
"597","2016-08-23",11.65
"598","2016-08-24",11.42
"599","2016-08-25",11.35
"600","2016-08-26",11.06
"601","2016-08-29",11.57
"602","2016-08-30",11.69
"603","2016-08-31",11.65
"604","2016-09-01",11.63
"605","2016-09-02",11.65
"606","2016-09-06",11.6
"607","2016-09-07",11.48
"608","2016-09-08",11.38
"609","2016-09-09",11.1
"610","2016-09-12",10.42
"611","2016-09-13",10.78
"612","2016-09-14",10.85
"613","2016-09-15",10.81
"614","2016-09-16",10.86
"615","2016-09-19",10.89
"616","2016-09-20",10.9
"617","2016-09-21",10.96
"618","2016-09-22",11.2
"619","2016-09-23",11.18
"620","2016-09-26",11.37
"621","2016-09-27",11.48
"622","2016-09-28",11.3
"623","2016-09-29",11.22
"624","2016-09-30",11.2
"625","2016-10-03",11.22
"626","2016-10-04",10.92
"627","2016-10-05",10.93
"628","2016-10-06",10.87
"629","2016-10-07",10.59
"630","2016-10-10",10.57
"631","2016-10-11",10.49
"632","2016-10-12",10.5
"633","2016-10-13",10.5
"634","2016-10-14",10.43
"635","2016-10-17",10.49
"636","2016-10-18",10.55
"637","2016-10-19",10.61
"638","2016-10-20",10.68
"639","2016-10-21",10.74
"640","2016-10-24",10.79
"641","2016-10-25",10.87
"642","2016-10-26",10.75
"643","2016-10-27",10.58
"644","2016-10-28",10.6
"645","2016-10-31",10.64
"646","2016-11-01",10.33
"647","2016-11-02",10.13
"648","2016-11-03",10.08
"649","2016-11-04",10.3
"650","2016-11-07",10.37
"651","2016-11-08",10.28
"652","2016-11-09",10.21
"653","2016-11-10",10.43
"654","2016-11-11",10.65
"655","2016-11-14",10.9
"656","2016-11-15",11.22
"657","2016-11-16",11.29
"658","2016-11-17",11.67
"659","2016-11-18",11.85
"660","2016-11-21",11.65
"661","2016-11-22",11.7
"662","2016-11-23",11.7
"663","2016-11-25",11.83
"664","2016-11-28",11.71
"665","2016-11-29",11.84
"666","2016-11-30",11.11
"667","2016-12-01",11.12
"668","2016-12-02",11.06
"669","2016-12-05",11.2
"670","2016-12-06",11.2
"671","2016-12-07",11.23
"672","2016-12-08",11.27
"673","2016-12-09",11.22
"674","2016-12-12",11.18
"675","2016-12-13",11.21
"676","2016-12-14",10.7
"677","2016-12-15",10.51
"678","2016-12-16",10.73
"679","2016-12-19",10.87
"680","2016-12-20",11.03
"681","2016-12-21",10.95
"682","2016-12-22",11.02
"683","2016-12-23",11.22
"684","2016-12-27",11.18
"685","2016-12-28",11.27
"686","2016-12-29",11.16
"687","2016-12-30",11.16
"688","2017-01-03",11.11
"689","2017-01-04",11.28
"690","2017-01-05",11.07
"691","2017-01-06",10.98
"692","2017-01-09",10.98
"693","2017-01-10",10.91
"694","2017-01-11",11.03
"695","2017-01-12",10.96
"696","2017-01-13",10.95
"697","2017-01-17",10.8
"698","2017-01-18",10.66
"699","2017-01-19",10.68
"700","2017-01-20",10.8
"701","2017-01-23",10.87
"702","2017-01-24",10.89
"703","2017-01-25",10.95
"704","2017-01-26",11.18
"705","2017-01-27",11.4
"706","2017-01-30",11.35
"707","2017-01-31",11.36
"708","2017-02-01",11.41
"709","2017-02-02",11.35
"710","2017-02-03",11.38
"711","2017-02-06",11.15
"712","2017-02-07",10.98
"713","2017-02-08",11.03
"714","2017-02-09",11.25
"715","2017-02-10",11.38
"716","2017-02-13",11.42
"717","2017-02-14",11.23
"718","2017-02-15",11.01
"719","2017-02-16",10.88
"720","2017-02-17",10.87
"721","2017-02-21",10.93
"722","2017-02-22",10.8
"723","2017-02-23",11.43
"724","2017-02-24",11.41
"725","2017-02-27",11.35
"726","2017-02-28",11.42
"727","2017-03-01",11.35
"728","2017-03-02",11.24
"729","2017-03-03",10.99
"730","2017-03-06",10.87
"731","2017-03-07",10.9
"732","2017-03-08",10.8
"733","2017-03-09",10.61
"734","2017-03-10",10.61
"735","2017-03-13",10.54
"736","2017-03-14",10.47
"737","2017-03-15",10.65
"738","2017-03-16",10.65
"739","2017-03-17",10.72
"740","2017-03-20",10.85
"741","2017-03-21",10.78
"742","2017-03-22",10.72
"743","2017-03-23",10.93
"744","2017-03-24",10.86
"745","2017-03-27",10.87
"746","2017-03-28",10.9
"747","2017-03-29",10.94
"748","2017-03-30",10.93
"749","2017-03-31",11.17
"750","2017-04-03",10.95
"751","2017-04-04",10.98
"752","2017-04-05",10.85
"753","2017-04-06",10.86
"754","2017-04-07",10.99
"755","2017-04-10",10.95
"756","2017-04-11",11.06
"757","2017-04-12",11.03
"758","2017-04-13",11.07
"759","2017-04-17",11.03
"760","2017-04-18",11.1
"761","2017-04-19",11.07
"762","2017-04-20",11.08
"763","2017-04-21",11.05
"764","2017-04-24",11.02
"765","2017-04-25",11.05
"766","2017-04-26",11.06
"767","2017-04-27",10.99
"768","2017-04-28",10.9
"769","2017-05-01",10.85
"770","2017-05-02",10.8
"771","2017-05-03",10.75
"772","2017-05-04",10.68
"773","2017-05-05",10.74
"774","2017-05-08",10.8
"775","2017-05-09",10.59
"776","2017-05-10",10.51
"777","2017-05-11",10.24
"778","2017-05-12",10.23
"779","2017-05-15",10.03
"780","2017-05-16",9.98
"781","2017-05-17",9.62
"782","2017-05-18",9.66
"783","2017-05-19",9.73
"784","2017-05-22",9.67
"785","2017-05-23",9.71
"786","2017-05-24",9.94
"787","2017-05-25",9.99
"788","2017-05-26",9.94
"789","2017-05-30",9.85
"790","2017-05-31",9.73
"791","2017-06-01",9.93
"792","2017-06-02",9.9
"793","2017-06-05",9.86
"794","2017-06-06",9.41
"795","2017-06-07",9.52
"796","2017-06-08",9.62
"797","2017-06-09",9.72
"798","2017-06-12",9.67
"799","2017-06-13",9.52
"800","2017-06-14",9.2
"801","2017-06-15",9.06
"802","2017-06-16",9.1
"803","2017-06-19",9.15
"804","2017-06-20",9.02
"805","2017-06-21",8.87
"806","2017-06-22",8.98
"807","2017-06-23",9.24
"808","2017-06-26",9.2
"809","2017-06-27",9.01
"810","2017-06-28",8.87
"811","2017-06-29",8.88
"812","2017-06-30",8.94
"813","2017-07-03",9.07
"814","2017-07-05",8.84
"815","2017-07-06",8.81
"816","2017-07-07",8.75
"817","2017-07-10",8.63
"818","2017-07-11",8.73
"819","2017-07-12",8.78
"820","2017-07-13",8.74
"821","2017-07-14",8.94
"822","2017-07-17",8.96
"823","2017-07-18",8.64
"824","2017-07-19",8.7
"825","2017-07-20",9.22
"826","2017-07-21",9.53
"827","2017-07-24",9.06
"828","2017-07-25",9.3
"829","2017-07-26",9.1
"830","2017-07-27",9.02
"831","2017-07-28",9.03
"832","2017-07-31",8.93
"833","2017-08-01",8.87
"834","2017-08-02",8.81
"835","2017-08-03",8.79
"836","2017-08-04",8.88
"837","2017-08-07",8.85
"838","2017-08-08",8.78
"839","2017-08-09",8.74
"840","2017-08-10",8.78
"841","2017-08-11",8.79
"842","2017-08-14",8.93
"843","2017-08-15",8.64
"844","2017-08-16",8.63
"845","2017-08-17",8.38
"846","2017-08-18",8.23
"847","2017-08-21",8.3
"848","2017-08-22",8.39
"849","2017-08-23",8.56
"850","2017-08-24",8.59
"851","2017-08-25",8.63
"852","2017-08-28",8.86
"853","2017-08-29",8.87
"854","2017-08-30",8.92
"855","2017-08-31",8.86
"856","2017-09-01",8.95
"857","2017-09-05",8.9
"858","2017-09-06",9.05
"859","2017-09-07",9.11
"860","2017-09-08",9.02
"861","2017-09-11",8.94
"862","2017-09-12",9.02
"863","2017-09-13",9.05
"864","2017-09-14",9.03
"865","2017-09-15",9.06
"866","2017-09-18",8.9
"867","2017-09-19",8.66
"868","2017-09-20",8.64
"869","2017-09-21",8.51
"870","2017-09-22",8.73
"871","2017-09-25",8.9
"872","2017-09-26",8.99
"873","2017-09-27",9.06
"874","2017-09-28",9.03
"875","2017-09-29",9.04
"876","2017-10-02",9.18
"877","2017-10-03",9.26
"878","2017-10-04",9.22
"879","2017-10-05",9.22
"880","2017-10-06",9.1
"881","2017-10-09",9.01
"882","2017-10-10",9.04
"883","2017-10-11",9.1
"884","2017-10-12",9.18
"885","2017-10-13",9.1
"886","2017-10-16",8.98
"887","2017-10-17",9.01
"888","2017-10-18",9.1
"889","2017-10-19",9.07
"890","2017-10-20",9.08
"891","2017-10-23",9.11
"892","2017-10-24",9.1
"893","2017-10-25",8.8
"894","2017-10-26",8.54
"895","2017-10-27",8.51
"896","2017-10-30",8.31
"897","2017-10-31",8.35
"898","2017-11-01",8.42
"899","2017-11-02",8.58
"900","2017-11-03",8.55
"901","2017-11-06",8.64
"902","2017-11-07",8.6
"903","2017-11-08",8.6
"904","2017-11-09",8.95
"905","2017-11-10",9
"906","2017-11-13",9.02
"907","2017-11-14",8.94
"908","2017-11-15",9.07
"909","2017-11-16",9.13
"910","2017-11-17",9.01
"911","2017-11-20",9.11
"912","2017-11-21",9.22
"913","2017-11-22",9.19
"914","2017-11-24",9.24
"915","2017-11-27",9.12
"916","2017-11-28",9.15
"917","2017-11-29",9.07
"918","2017-11-30",8.95
"919","2017-12-01",9
"920","2017-12-04",9.07
"921","2017-12-05",8.93
"922","2017-12-06",8.86
"923","2017-12-07",8.84
"924","2017-12-08",8.87
"925","2017-12-11",8.99
"926","2017-12-12",9.1
"927","2017-12-13",9.07
"928","2017-12-14",9.13
"929","2017-12-15",9.52
"930","2017-12-18",9.33
"931","2017-12-19",9.1
"932","2017-12-20",9.02
"933","2017-12-21",8.9
"934","2017-12-22",8.89
"935","2017-12-26",8.92
"936","2017-12-27",8.82
"937","2017-12-28",8.83
"938","2017-12-29",8.68
"939","2018-01-02",8.74
"940","2018-01-03",8.74
"941","2018-01-04",8.74
"942","2018-01-05",8.63
"943","2018-01-08",8.79
"944","2018-01-09",8.68
"945","2018-01-10",8.65
"946","2018-01-11",8.73
"947","2018-01-12",8.67
"948","2018-01-16",8.58
"949","2018-01-17",8.46
"950","2018-01-18",8.38
"951","2018-01-19",8.34
"952","2018-01-22",8.4
"953","2018-01-23",8.52
"954","2018-01-24",8.4
"955","2018-01-25",8.37
"956","2018-01-26",8.26
"957","2018-01-29",8.21
"958","2018-01-30",8.1
"959","2018-01-31",8.15
"960","2018-02-01",8.05
"961","2018-02-02",8.01
"962","2018-02-05",7.65
"963","2018-02-06",7.42
"964","2018-02-07",7.41
"965","2018-02-08",7.31
"966","2018-02-09",7.59
"967","2018-02-12",7.44
"968","2018-02-13",7.32
"969","2018-02-14",7.23
"970","2018-02-15",7.32
"971","2018-02-16",7.46
"972","2018-02-20",7.38
"973","2018-02-21",7.29
"974","2018-02-22",7.36
"975","2018-02-23",7.51
"976","2018-02-26",7.58
"977","2018-02-27",7.67
"978","2018-02-28",7.52
"979","2018-03-01",7.71
"980","2018-03-02",7.98
"981","2018-03-05",7.75
"982","2018-03-06",8.08
"983","2018-03-07",8.26
"984","2018-03-08",8.27
"985","2018-03-09",8.61
"986","2018-03-12",8.58
"987","2018-03-13",8.34
"988","2018-03-14",8.42
"989","2018-03-15",8.44
"990","2018-03-16",8.44
"991","2018-03-19",8.53
"992","2018-03-20",8.4
"993","2018-03-21",8.31
"994","2018-03-22",8.43
"995","2018-03-23",8.25
"996","2018-03-26",8.28
"997","2018-03-27",8.36
"998","2018-03-28",8.55
"999","2018-03-29",8.35
"1000","2018-04-02",8.03
"1001","2018-04-03",8.15
"1002","2018-04-04",8.26
