"","date","PRIM"
"93","2008-12-16",5.45
"94","2008-12-17",5.5
"95","2008-12-18",5.2
"96","2008-12-19",5.48
"97","2008-12-22",5.07
"98","2008-12-23",4.15
"99","2008-12-24",5.35
"100","2008-12-26",5.65
"101","2008-12-29",5.75
"102","2008-12-30",5.55
"103","2008-12-31",5.17
"104","2009-01-02",5.44
"105","2009-01-05",5.44
"106","2009-01-06",5.25
"107","2009-01-07",5.4
"108","2009-01-08",5.4
"109","2009-01-09",5.4
"110","2009-01-12",5.15
"111","2009-01-13",5.02
"112","2009-01-14",5.05
"113","2009-01-15",4.76
"114","2009-01-16",4.9
"115","2009-01-20",4.85
"116","2009-01-21",4.7
"117","2009-01-22",4.51
"118","2009-01-23",4.77
"119","2009-01-26",4.57
"120","2009-01-27",4.57
"121","2009-01-28",4.57
"122","2009-01-29",4.5
"123","2009-01-30",4.6
"124","2009-02-02",4.6
"125","2009-02-03",4.84
"126","2009-02-04",5
"127","2009-02-05",5
"128","2009-02-06",5
"129","2009-02-09",4.87
"130","2009-02-10",5.19
"131","2009-02-11",5
"132","2009-02-12",5.19
"133","2009-02-13",5.02
"134","2009-02-17",5.19
"135","2009-02-18",4.84
"136","2009-02-19",5.12
"137","2009-02-20",4.7
"138","2009-02-23",4.6
"139","2009-02-24",4.53
"140","2009-02-25",4.19
"141","2009-02-26",4.48
"142","2009-02-27",4.48
"143","2009-03-02",4.28
"144","2009-03-03",4.03
"145","2009-03-04",4
"146","2009-03-05",4
"147","2009-03-06",4.7
"148","2009-03-09",4.31
"149","2009-03-10",4
"150","2009-03-11",3.91
"151","2009-03-12",3.9
"152","2009-03-13",3.7
"153","2009-03-16",4
"154","2009-03-17",3.25
"155","2009-03-18",3.7
"156","2009-03-19",3.75
"157","2009-03-20",3.6
"158","2009-03-23",3.49
"159","2009-03-24",4
"160","2009-03-25",3.7
"161","2009-03-26",4
"162","2009-03-27",3.75
"163","2009-03-30",3.77
"164","2009-03-31",3.89
"165","2009-04-01",3.93
"166","2009-04-02",4.04
"167","2009-04-03",4.37
"168","2009-04-06",4.6
"169","2009-04-07",4.37
"170","2009-04-08",4.14
"171","2009-04-09",4.2
"172","2009-04-13",4.24
"173","2009-04-14",4.5
"174","2009-04-15",4.35
"175","2009-04-16",4.35
"176","2009-04-17",4.58
"177","2009-04-20",4.58
"178","2009-04-21",4.72
"179","2009-04-22",4.68
"180","2009-04-23",4.61
"181","2009-04-24",4.6
"182","2009-04-27",4.52
"183","2009-04-28",4.68
"184","2009-04-29",4.75
"185","2009-04-30",4.95
"186","2009-05-01",4.9
"187","2009-05-04",4.9
"188","2009-05-05",4.89
"189","2009-05-06",4.9
"190","2009-05-07",4.76
"191","2009-05-08",4.76
"192","2009-05-11",4.82
"193","2009-05-12",4.78
"194","2009-05-13",4.85
"195","2009-05-14",4.87
"196","2009-05-15",4.9
"197","2009-05-18",4.9
"198","2009-05-19",4.9
"199","2009-05-20",4.9
"200","2009-05-21",4.9
"201","2009-05-22",4.9
"202","2009-05-26",4.76
"203","2009-05-27",5.14
"204","2009-05-28",6.22
"205","2009-05-29",5.3
"206","2009-06-01",5.99
"207","2009-06-02",6.25
"208","2009-06-03",6.18
"209","2009-06-04",6.07
"210","2009-06-05",6.43
"211","2009-06-08",6.58
"212","2009-06-09",6.59
"213","2009-06-10",6.73
"214","2009-06-11",6.82
"215","2009-06-12",7
"216","2009-06-15",6.8
"217","2009-06-16",6.94
"218","2009-06-17",6.83
"219","2009-06-18",6.83
"220","2009-06-19",6.98
"221","2009-06-22",6.8
"222","2009-06-23",6.7
"223","2009-06-24",6.82
"224","2009-06-25",7
"225","2009-06-26",7.63
"226","2009-06-29",7.57
"227","2009-06-30",7.42
"228","2009-07-01",8
"229","2009-07-02",7.5
"230","2009-07-06",7.24
"231","2009-07-07",7.11
"232","2009-07-08",7.19
"233","2009-07-09",7.4
"234","2009-07-10",7.39
"235","2009-07-13",7.32
"236","2009-07-14",7.42
"237","2009-07-15",7.55
"238","2009-07-16",7.45
"239","2009-07-17",7.43
"240","2009-07-20",7.48
"241","2009-07-21",7.43
"242","2009-07-22",7.62
"243","2009-07-23",7.78
"244","2009-07-24",7.77
"245","2009-07-27",7.89
"246","2009-07-28",7.9
"247","2009-07-29",7.72
"248","2009-07-30",7.66
"249","2009-07-31",7.72
"250","2009-08-03",7.8
"251","2009-08-04",7.85
"252","2009-08-05",7.8
"253","2009-08-06",7.71
"254","2009-08-07",7.84
"255","2009-08-10",7.63
"256","2009-08-11",7.55
"257","2009-08-12",7.75
"258","2009-08-13",7.75
"259","2009-08-14",6.95
"260","2009-08-17",6.87
"261","2009-08-18",7.14
"262","2009-08-19",7.14
"263","2009-08-20",7.04
"264","2009-08-21",7.15
"265","2009-08-24",7.12
"266","2009-08-25",7.1
"267","2009-08-26",7.09
"268","2009-08-27",7.14
"269","2009-08-28",7.04
"270","2009-08-31",7.14
"271","2009-09-01",7.27
"272","2009-09-02",7.34
"273","2009-09-03",7.15
"274","2009-09-04",7.18
"275","2009-09-08",7.03
"276","2009-09-09",7.13
"277","2009-09-10",7.38
"278","2009-09-11",7.12
"279","2009-09-14",7.13
"280","2009-09-15",7.1
"281","2009-09-16",7.1
"282","2009-09-17",7.2
"283","2009-09-18",7.08
"284","2009-09-21",7.12
"285","2009-09-22",7.25
"286","2009-09-23",7.18
"287","2009-09-24",7.22
"288","2009-09-25",7.25
"289","2009-09-28",7.3
"290","2009-09-29",7.31
"291","2009-09-30",7.21
"292","2009-10-01",7.15
"293","2009-10-02",7.29
"294","2009-10-05",7.25
"295","2009-10-06",7.16
"296","2009-10-07",7.16
"297","2009-10-08",7.13
"298","2009-10-09",7.25
"299","2009-10-12",7.19
"300","2009-10-13",7.24
"301","2009-10-14",7.44
"302","2009-10-15",7.52
"303","2009-10-16",7.64
"304","2009-10-19",7.69
"305","2009-10-20",7.75
"306","2009-10-21",7.66
"307","2009-10-22",7.75
"308","2009-10-23",7.74
"309","2009-10-26",7.75
"310","2009-10-27",7.36
"311","2009-10-28",7.4
"312","2009-10-29",7.45
"313","2009-10-30",7.33
"314","2009-11-02",7.75
"315","2009-11-03",7.66
"316","2009-11-04",7.1
"317","2009-11-05",7.71
"318","2009-11-06",7.65
"319","2009-11-09",7.55
"320","2009-11-10",7.59
"321","2009-11-11",7.58
"322","2009-11-12",7.8
"323","2009-11-13",7.81
"324","2009-11-16",7.78
"325","2009-11-17",7.94
"326","2009-11-18",8.04
"327","2009-11-19",8.19
"328","2009-11-20",8.03
"329","2009-11-23",7.8
"330","2009-11-24",7.7
"331","2009-11-25",7.55
"332","2009-11-27",7.46
"333","2009-11-30",7.56
"334","2009-12-01",7.63
"335","2009-12-02",7.82
"336","2009-12-03",8
"337","2009-12-04",7.91
"338","2009-12-07",8
"339","2009-12-08",7.78
"340","2009-12-09",7.92
"341","2009-12-10",7.79
"342","2009-12-11",8.16
"343","2009-12-14",8.21
"344","2009-12-15",8.15
"345","2009-12-16",8
"346","2009-12-17",7.95
"347","2009-12-18",8.07
"348","2009-12-21",8.12
"349","2009-12-22",8.21
"350","2009-12-23",8.19
"351","2009-12-24",8.28
"352","2009-12-28",8.29
"353","2009-12-29",7.94
"354","2009-12-30",7.85
"355","2009-12-31",7.97
"356","2010-01-04",8.14
"357","2010-01-05",8.07
"358","2010-01-06",7.73
"359","2010-01-07",7.73
"360","2010-01-08",7.7
"361","2010-01-11",7.65
"362","2010-01-12",7.57
"363","2010-01-13",7.47
"364","2010-01-14",7.65
"365","2010-01-15",7.97
"366","2010-01-19",8.06
"367","2010-01-20",8.01
"368","2010-01-21",8.05
"369","2010-01-22",8.04
"370","2010-01-25",8.03
"371","2010-01-26",8
"372","2010-01-27",8.15
"373","2010-01-28",8.08
"374","2010-01-29",8.12
"375","2010-02-01",8.11
"376","2010-02-02",8
"377","2010-02-03",7.95
"378","2010-02-04",7.89
"379","2010-02-05",7.85
"380","2010-02-08",7.82
"381","2010-02-09",7.75
"382","2010-02-10",7.73
"383","2010-02-11",8.01
"384","2010-02-12",8.15
"385","2010-02-16",8.11
"386","2010-02-17",8
"387","2010-02-18",8.19
"388","2010-02-19",8.25
"389","2010-02-22",8.15
"390","2010-02-23",8.34
"391","2010-02-24",8.32
"392","2010-02-25",8.28
"393","2010-02-26",8.19
"394","2010-03-01",8.33
"395","2010-03-02",8.39
"396","2010-03-03",8.35
"397","2010-03-04",8.44
"398","2010-03-05",8.72
"399","2010-03-08",8.67
"400","2010-03-09",8.62
"401","2010-03-10",8.41
"402","2010-03-11",8.56
"403","2010-03-12",8.24
"404","2010-03-15",8.33
"405","2010-03-16",8.3
"406","2010-03-17",8.25
"407","2010-03-18",8.2
"408","2010-03-19",8.18
"409","2010-03-22",8.15
"410","2010-03-23",8.12
"411","2010-03-24",7.91
"412","2010-03-25",7.59
"413","2010-03-26",7.49
"414","2010-03-29",7.4
"415","2010-03-30",7.96
"416","2010-03-31",7.74
"417","2010-04-01",7.63
"418","2010-04-05",7.8
"419","2010-04-06",7.92
"420","2010-04-07",8.1
"421","2010-04-08",8.1
"422","2010-04-09",8.13
"423","2010-04-12",8.14
"424","2010-04-13",8.27
"425","2010-04-14",8.35
"426","2010-04-15",8.37
"427","2010-04-16",8.31
"428","2010-04-19",8.23
"429","2010-04-20",8.22
"430","2010-04-21",8.21
"431","2010-04-22",8.22
"432","2010-04-23",8.24
"433","2010-04-26",8.18
"434","2010-04-27",7.83
"435","2010-04-28",7.96
"436","2010-04-29",8.02
"437","2010-04-30",7.9
"438","2010-05-03",7.92
"439","2010-05-04",7.77
"440","2010-05-05",7.51
"441","2010-05-06",7.5
"442","2010-05-07",7.25
"443","2010-05-10",7.46
"444","2010-05-11",7.51
"445","2010-05-12",7.67
"446","2010-05-13",7.66
"447","2010-05-14",7.72
"448","2010-05-17",7.58
"449","2010-05-18",7.45
"450","2010-05-19",7.32
"451","2010-05-20",7.05
"452","2010-05-21",6.88
"453","2010-05-24",6.76
"454","2010-05-25",6.53
"455","2010-05-26",6.38
"456","2010-05-27",6.94
"457","2010-05-28",6.85
"458","2010-06-01",6.82
"459","2010-06-02",6.8
"460","2010-06-03",6.54
"461","2010-06-04",6.17
"462","2010-06-07",6.15
"463","2010-06-08",6.06
"464","2010-06-09",5.98
"465","2010-06-10",6
"466","2010-06-11",5.95
"467","2010-06-14",6.1
"468","2010-06-15",6.16
"469","2010-06-16",6.15
"470","2010-06-17",6.14
"471","2010-06-18",6.08
"472","2010-06-21",6.21
"473","2010-06-22",6.24
"474","2010-06-23",6.28
"475","2010-06-24",6.39
"476","2010-06-25",6.98
"477","2010-06-28",6.63
"478","2010-06-29",6.41
"479","2010-06-30",6.3
"480","2010-07-01",6.21
"481","2010-07-02",6.03
"482","2010-07-06",5.92
"483","2010-07-07",6.12
"484","2010-07-08",6.31
"485","2010-07-09",6.45
"486","2010-07-12",6.22
"487","2010-07-13",6.37
"488","2010-07-14",6.44
"489","2010-07-15",6.32
"490","2010-07-16",6.05
"491","2010-07-19",6.2
"492","2010-07-20",6.25
"493","2010-07-21",6.3
"494","2010-07-22",6.68
"495","2010-07-23",6.77
"496","2010-07-26",7.15
"497","2010-07-27",7.23
"498","2010-07-28",7.18
"499","2010-07-29",7.23
"500","2010-07-30",7.22
"501","2010-08-02",7.4
"502","2010-08-03",7.32
"503","2010-08-04",7.21
"504","2010-08-05",7.18
"505","2010-08-06",7.06
"506","2010-08-09",6.78
"507","2010-08-10",6.39
"508","2010-08-11",6
"509","2010-08-12",6.08
"510","2010-08-13",6.1
"511","2010-08-16",6.13
"512","2010-08-17",6.2
"513","2010-08-18",6.2
"514","2010-08-19",5.91
"515","2010-08-20",5.87
"516","2010-08-23",5.72
"517","2010-08-24",5.65
"518","2010-08-25",5.78
"519","2010-08-26",5.65
"520","2010-08-27",5.93
"521","2010-08-30",5.75
"522","2010-08-31",5.93
"523","2010-09-01",6
"524","2010-09-02",5.76
"525","2010-09-03",5.94
"526","2010-09-07",5.71
"527","2010-09-08",5.72
"528","2010-09-09",5.68
"529","2010-09-10",5.67
"530","2010-09-13",5.89
"531","2010-09-14",6
"532","2010-09-15",6.54
"533","2010-09-16",6.48
"534","2010-09-17",6.31
"535","2010-09-20",6.5
"536","2010-09-21",6.24
"537","2010-09-22",6.13
"538","2010-09-23",6.07
"539","2010-09-24",6.23
"540","2010-09-27",6.12
"541","2010-09-28",6.33
"542","2010-09-29",6.41
"543","2010-09-30",6.54
"544","2010-10-01",6.84
"545","2010-10-04",6.77
"546","2010-10-05",6.93
"547","2010-10-06",6.99
"548","2010-10-07",7.05
"549","2010-10-08",7.14
"550","2010-10-11",7.1
"551","2010-10-12",7.03
"552","2010-10-13",7.26
"553","2010-10-14",7.28
"554","2010-10-15",7.48
"555","2010-10-18",7.48
"556","2010-10-19",7.24
"557","2010-10-20",7.46
"558","2010-10-21",7.46
"559","2010-10-22",7.43
"560","2010-10-25",7.48
"561","2010-10-26",7.68
"562","2010-10-27",7.59
"563","2010-10-28",7.5
"564","2010-10-29",7.53
"565","2010-11-01",7.53
"566","2010-11-02",7.86
"567","2010-11-03",7.9
"568","2010-11-04",8.15
"569","2010-11-05",8.09
"570","2010-11-08",8.11
"571","2010-11-09",8.29
"572","2010-11-10",8.67
"573","2010-11-11",8.54
"574","2010-11-12",8.47
"575","2010-11-15",8.62
"576","2010-11-16",8.16
"577","2010-11-17",8.18
"578","2010-11-18",8.65
"579","2010-11-19",8.64
"580","2010-11-22",8.58
"581","2010-11-23",8.41
"582","2010-11-24",8.6
"583","2010-11-26",8.64
"584","2010-11-29",8.9
"585","2010-11-30",8.84
"586","2010-12-01",9
"587","2010-12-02",8.99
"588","2010-12-03",8.95
"589","2010-12-06",9
"590","2010-12-07",9.02
"591","2010-12-08",9.19
"592","2010-12-09",9.16
"593","2010-12-10",9.25
"594","2010-12-13",9.27
"595","2010-12-14",9.33
"596","2010-12-15",9.31
"597","2010-12-16",9.37
"598","2010-12-17",9.4
"599","2010-12-20",9.26
"600","2010-12-21",9.38
"601","2010-12-22",9.45
"602","2010-12-23",9.43
"603","2010-12-27",9.41
"604","2010-12-28",9.48
"605","2010-12-29",9.48
"606","2010-12-30",9.47
"607","2010-12-31",9.54
"608","2011-01-03",9.89
"609","2011-01-04",9.69
"610","2011-01-05",9.82
"611","2011-01-06",9.6
"612","2011-01-07",9.24
"613","2011-01-10",9.28
"614","2011-01-11",9.46
"615","2011-01-12",9.35
"616","2011-01-13",9.3
"617","2011-01-14",9.15
"618","2011-01-18",9.17
"619","2011-01-19",8.98
"620","2011-01-20",8.78
"621","2011-01-21",8.61
"622","2011-01-24",8.54
"623","2011-01-25",8.58
"624","2011-01-26",8.8
"625","2011-01-27",8.72
"626","2011-01-28",8.31
"627","2011-01-31",8.21
"628","2011-02-01",8.63
"629","2011-02-02",8.4
"630","2011-02-03",8.18
"631","2011-02-04",8.18
"632","2011-02-07",8.4
"633","2011-02-08",8.54
"634","2011-02-09",8.54
"635","2011-02-10",8.58
"636","2011-02-11",8.7
"637","2011-02-14",8.66
"638","2011-02-15",8.81
"639","2011-02-16",8.93
"640","2011-02-17",8.92
"641","2011-02-18",9.13
"642","2011-02-22",8.86
"643","2011-02-23",8.7
"644","2011-02-24",8.7
"645","2011-02-25",8.98
"646","2011-02-28",8.55
"647","2011-03-01",8.57
"648","2011-03-02",8.41
"649","2011-03-03",8.93
"650","2011-03-04",8.95
"651","2011-03-07",8.84
"652","2011-03-08",8.99
"653","2011-03-09",8.98
"654","2011-03-10",8.68
"655","2011-03-11",8.7
"656","2011-03-14",8.8
"657","2011-03-15",8.59
"658","2011-03-16",8.71
"659","2011-03-17",8.87
"660","2011-03-18",9.14
"661","2011-03-21",9.2
"662","2011-03-22",9.17
"663","2011-03-23",9.24
"664","2011-03-24",9.15
"665","2011-03-25",9.55
"666","2011-03-28",9.52
"667","2011-03-29",9.58
"668","2011-03-30",9.85
"669","2011-03-31",10.14
"670","2011-04-01",10.22
"671","2011-04-04",10.66
"672","2011-04-05",10.84
"673","2011-04-06",11.16
"674","2011-04-07",11.23
"675","2011-04-08",11.34
"676","2011-04-11",11.36
"677","2011-04-12",10.98
"678","2011-04-13",11.15
"679","2011-04-14",11.22
"680","2011-04-15",11.37
"681","2011-04-18",11.27
"682","2011-04-19",11.2
"683","2011-04-20",11.26
"684","2011-04-21",11.6
"685","2011-04-25",11.49
"686","2011-04-26",11.69
"687","2011-04-27",11.69
"688","2011-04-28",11.51
"689","2011-04-29",11.78
"690","2011-05-02",11.36
"691","2011-05-03",11.22
"692","2011-05-04",11.21
"693","2011-05-05",11.15
"694","2011-05-06",10.8
"695","2011-05-09",10.72
"696","2011-05-10",11.4
"697","2011-05-11",11.16
"698","2011-05-12",11.29
"699","2011-05-13",10.87
"700","2011-05-16",10.42
"701","2011-05-17",11.19
"702","2011-05-18",11.55
"703","2011-05-19",11.98
"704","2011-05-20",11.88
"705","2011-05-23",11.72
"706","2011-05-24",11.75
"707","2011-05-25",11.88
"708","2011-05-26",12.15
"709","2011-05-27",12.58
"710","2011-05-31",12.67
"711","2011-06-01",12.57
"712","2011-06-02",12.25
"713","2011-06-03",12.09
"714","2011-06-06",12.19
"715","2011-06-07",12.24
"716","2011-06-08",12.07
"717","2011-06-09",12.14
"718","2011-06-10",11.9
"719","2011-06-13",12.13
"720","2011-06-14",12.43
"721","2011-06-15",12.04
"722","2011-06-16",12.05
"723","2011-06-17",12
"724","2011-06-20",12.17
"725","2011-06-21",12.42
"726","2011-06-22",12.35
"727","2011-06-23",12.15
"728","2011-06-24",12.61
"729","2011-06-27",13.34
"730","2011-06-28",13.05
"731","2011-06-29",12.95
"732","2011-06-30",12.9
"733","2011-07-01",13.39
"734","2011-07-05",13.75
"735","2011-07-06",13.96
"736","2011-07-07",14.19
"737","2011-07-08",14.06
"738","2011-07-11",13.19
"739","2011-07-12",13.13
"740","2011-07-13",13.46
"741","2011-07-14",12.88
"742","2011-07-15",12.8
"743","2011-07-18",12.86
"744","2011-07-19",13.1
"745","2011-07-20",13.13
"746","2011-07-21",13.27
"747","2011-07-22",13
"748","2011-07-25",12.66
"749","2011-07-26",12.08
"750","2011-07-27",11.95
"751","2011-07-28",12.15
"752","2011-07-29",12.2
"753","2011-08-01",12.09
"754","2011-08-02",11.63
"755","2011-08-03",11.66
"756","2011-08-04",11.18
"757","2011-08-05",10.7
"758","2011-08-08",9.75
"759","2011-08-09",10.78
"760","2011-08-10",10.15
"761","2011-08-11",10.83
"762","2011-08-12",10.93
"763","2011-08-15",11.24
"764","2011-08-16",10.78
"765","2011-08-17",10.67
"766","2011-08-18",9.96
"767","2011-08-19",9.66
"768","2011-08-22",9.7
"769","2011-08-23",10.42
"770","2011-08-24",10.47
"771","2011-08-25",10
"772","2011-08-26",10.37
"773","2011-08-29",11.23
"774","2011-08-30",11.4
"775","2011-08-31",11.5
"776","2011-09-01",10.9
"777","2011-09-02",10.26
"778","2011-09-06",10.41
"779","2011-09-07",11.1
"780","2011-09-08",11.07
"781","2011-09-09",10.29
"782","2011-09-12",10.24
"783","2011-09-13",10.48
"784","2011-09-14",10.73
"785","2011-09-15",10.75
"786","2011-09-16",10.78
"787","2011-09-19",10.74
"788","2011-09-20",10.53
"789","2011-09-21",10.4
"790","2011-09-22",10.04
"791","2011-09-23",10.31
"792","2011-09-26",10.81
"793","2011-09-27",10.55
"794","2011-09-28",10.35
"795","2011-09-29",10.51
"796","2011-09-30",10.46
"797","2011-10-03",10.2
"798","2011-10-04",11.12
"799","2011-10-05",11.02
"800","2011-10-06",11.22
"801","2011-10-07",10.93
"802","2011-10-10",11.55
"803","2011-10-11",11.72
"804","2011-10-12",11.99
"805","2011-10-13",12.03
"806","2011-10-14",12.58
"807","2011-10-17",12
"808","2011-10-18",12.65
"809","2011-10-19",12.16
"810","2011-10-20",12.34
"811","2011-10-21",12.79
"812","2011-10-24",13.14
"813","2011-10-25",12.59
"814","2011-10-26",13.13
"815","2011-10-27",13.71
"816","2011-10-28",13.91
"817","2011-10-31",13.02
"818","2011-11-01",12.59
"819","2011-11-02",13.91
"820","2011-11-03",14.07
"821","2011-11-04",14.43
"822","2011-11-07",14.49
"823","2011-11-08",14.84
"824","2011-11-09",14.59
"825","2011-11-10",14.26
"826","2011-11-11",14.25
"827","2011-11-14",14.3
"828","2011-11-15",14.22
"829","2011-11-16",13.97
"830","2011-11-17",13.89
"831","2011-11-18",13.96
"832","2011-11-21",14.02
"833","2011-11-22",13.97
"834","2011-11-23",13.18
"835","2011-11-25",12.92
"836","2011-11-28",13.95
"837","2011-11-29",13.95
"838","2011-11-30",14.22
"839","2011-12-01",14.13
"840","2011-12-02",14.01
"841","2011-12-05",14.78
"842","2011-12-06",14.99
"843","2011-12-07",14.8
"844","2011-12-08",14.42
"845","2011-12-09",14.88
"846","2011-12-12",14.79
"847","2011-12-13",14.66
"848","2011-12-14",14.3
"849","2011-12-15",14.71
"850","2011-12-16",14.91
"851","2011-12-19",14.6
"852","2011-12-20",15.03
"853","2011-12-21",15.14
"854","2011-12-22",15.26
"855","2011-12-23",15.15
"856","2011-12-27",15.13
"857","2011-12-28",14.94
"858","2011-12-29",15.1
"859","2011-12-30",14.93
"860","2012-01-03",15.19
"861","2012-01-04",15.19
"862","2012-01-05",15.35
"863","2012-01-06",15.21
"864","2012-01-09",15.08
"865","2012-01-10",15.41
"866","2012-01-11",14.94
"867","2012-01-12",15.45
"868","2012-01-13",15.48
"869","2012-01-17",15.84
"870","2012-01-18",15.8
"871","2012-01-19",15.69
"872","2012-01-20",15.78
"873","2012-01-23",15.46
"874","2012-01-24",15.62
"875","2012-01-25",15.89
"876","2012-01-26",15.81
"877","2012-01-27",16.1
"878","2012-01-30",15.85
"879","2012-01-31",15.91
"880","2012-02-01",16.49
"881","2012-02-02",16.190001
"882","2012-02-03",16.549999
"883","2012-02-06",16.34
"884","2012-02-07",16.190001
"885","2012-02-08",16.5
"886","2012-02-09",16.59
"887","2012-02-10",16.34
"888","2012-02-13",16.709999
"889","2012-02-14",16.42
"890","2012-02-15",16.040001
"891","2012-02-16",16.73
"892","2012-02-17",16.940001
"893","2012-02-21",16.83
"894","2012-02-22",16.26
"895","2012-02-23",16.65
"896","2012-02-24",16.549999
"897","2012-02-27",16.43
"898","2012-02-28",16.030001
"899","2012-02-29",15.38
"900","2012-03-01",15.23
"901","2012-03-02",15.38
"902","2012-03-05",15.65
"903","2012-03-06",15.18
"904","2012-03-07",15.7
"905","2012-03-08",15.91
"906","2012-03-09",15.96
"907","2012-03-12",15.8
"908","2012-03-13",16.190001
"909","2012-03-14",16.16
"910","2012-03-15",16.25
"911","2012-03-16",16.1
"912","2012-03-19",16.209999
"913","2012-03-20",16.35
"914","2012-03-21",16.42
"915","2012-03-22",16.459999
"916","2012-03-23",16.450001
"917","2012-03-26",16.690001
"918","2012-03-27",16.540001
"919","2012-03-28",16.32
"920","2012-03-29",15.96
"921","2012-03-30",16.059999
"922","2012-04-02",16.25
"923","2012-04-03",16.33
"924","2012-04-04",15.91
"925","2012-04-05",15.65
"926","2012-04-09",15.17
"927","2012-04-10",14.37
"928","2012-04-11",14.64
"929","2012-04-12",15.04
"930","2012-04-13",14.9
"931","2012-04-16",14.68
"932","2012-04-17",14.72
"933","2012-04-18",14.56
"934","2012-04-19",14.66
"935","2012-04-20",14.76
"936","2012-04-23",14.44
"937","2012-04-24",14.52
"938","2012-04-25",15.02
"939","2012-04-26",14.72
"940","2012-04-27",14.91
"941","2012-04-30",14.42
"942","2012-05-01",14.46
"943","2012-05-02",14.41
"944","2012-05-03",14.17
"945","2012-05-04",13.63
"946","2012-05-07",13.54
"947","2012-05-08",13.65
"948","2012-05-09",12.03
"949","2012-05-10",12.12
"950","2012-05-11",11.47
"951","2012-05-14",11.34
"952","2012-05-15",11.35
"953","2012-05-16",11.5
"954","2012-05-17",11.02
"955","2012-05-18",11.01
"956","2012-05-21",11.21
"957","2012-05-22",11.5
"958","2012-05-23",11.83
"959","2012-05-24",12.1
"960","2012-05-25",12.02
"961","2012-05-29",12.04
"962","2012-05-30",12
"963","2012-05-31",11.99
"964","2012-06-01",11.98
"965","2012-06-04",11.9
"966","2012-06-05",12
"967","2012-06-06",12.14
"968","2012-06-07",12.03
"969","2012-06-08",12
"970","2012-06-11",11.99
"971","2012-06-12",12.01
"972","2012-06-13",11.97
"973","2012-06-14",12.01
"974","2012-06-15",12.06
"975","2012-06-18",12.01
"976","2012-06-19",12.37
"977","2012-06-20",12.28
"978","2012-06-21",11.82
"979","2012-06-22",11.97
"980","2012-06-25",11.71
"981","2012-06-26",11.68
"982","2012-06-27",11.98
"983","2012-06-28",12.06
"984","2012-06-29",12
"985","2012-07-02",12.13
"986","2012-07-03",12.27
"987","2012-07-05",12.56
"988","2012-07-06",12.41
"989","2012-07-09",12.46
"990","2012-07-10",12.09
"991","2012-07-11",12.04
"992","2012-07-12",12.16
"993","2012-07-13",12.34
"994","2012-07-16",11.96
"995","2012-07-17",12
"996","2012-07-18",12.77
"997","2012-07-19",12.72
"998","2012-07-20",12.27
"999","2012-07-23",11.97
"1000","2012-07-24",11.9
"1001","2012-07-25",11.93
"1002","2012-07-26",12.3
"1003","2012-07-27",12.43
