"","date","VSH"
"1","2007-01-03",13.75
"2","2007-01-04",13.86
"3","2007-01-05",13.47
"4","2007-01-08",13.27
"5","2007-01-09",13.33
"6","2007-01-10",13.39
"7","2007-01-11",13.54
"8","2007-01-12",13.6
"9","2007-01-16",13.42
"10","2007-01-17",13.29
"11","2007-01-18",12.97
"12","2007-01-19",12.9
"13","2007-01-22",12.79
"14","2007-01-23",13.01
"15","2007-01-24",13.33
"16","2007-01-25",13.21
"17","2007-01-26",13.31
"18","2007-01-29",13.16
"19","2007-01-30",13.08
"20","2007-01-31",13.14
"21","2007-02-01",13.35
"22","2007-02-02",13.48
"23","2007-02-05",13.63
"24","2007-02-06",14.06
"25","2007-02-07",14.21
"26","2007-02-08",14.37
"27","2007-02-09",14.14
"28","2007-02-12",13.98
"29","2007-02-13",14.1
"30","2007-02-14",14.26
"31","2007-02-15",14.36
"32","2007-02-16",14.27
"33","2007-02-20",14.27
"34","2007-02-21",14.3
"35","2007-02-22",14.42
"36","2007-02-23",14.44
"37","2007-02-26",14.5
"38","2007-02-27",14.25
"39","2007-02-28",14.25
"40","2007-03-01",14.2
"41","2007-03-02",13.82
"42","2007-03-05",13.75
"43","2007-03-06",13.98
"44","2007-03-07",13.92
"45","2007-03-08",14.04
"46","2007-03-09",14.16
"47","2007-03-12",14.16
"48","2007-03-13",13.69
"49","2007-03-14",13.75
"50","2007-03-15",13.9
"51","2007-03-16",13.75
"52","2007-03-19",13.94
"53","2007-03-20",13.93
"54","2007-03-21",14.22
"55","2007-03-22",13.94
"56","2007-03-23",14.02
"57","2007-03-26",14.09
"58","2007-03-27",13.94
"59","2007-03-28",13.99
"60","2007-03-29",13.92
"61","2007-03-30",13.98
"62","2007-04-02",14.05
"63","2007-04-03",14.47
"64","2007-04-04",14.76
"65","2007-04-05",14.9
"66","2007-04-09",14.83
"67","2007-04-10",15.11
"68","2007-04-11",15.26
"69","2007-04-12",15.45
"70","2007-04-13",15.5
"71","2007-04-16",15.69
"72","2007-04-17",15.44
"73","2007-04-18",15.7
"74","2007-04-19",15.64
"75","2007-04-20",15.7
"76","2007-04-23",15.66
"77","2007-04-24",15.75
"78","2007-04-25",16.049999
"79","2007-04-26",16.17
"80","2007-04-27",16.110001
"81","2007-04-30",16.65
"82","2007-05-01",16.700001
"83","2007-05-02",17.1
"84","2007-05-03",17.030001
"85","2007-05-04",17.01
"86","2007-05-07",17.110001
"87","2007-05-08",17.02
"88","2007-05-09",17.01
"89","2007-05-10",16.860001
"90","2007-05-11",16.959999
"91","2007-05-14",16.959999
"92","2007-05-15",17.059999
"93","2007-05-16",17.559999
"94","2007-05-17",17.610001
"95","2007-05-18",17.76
"96","2007-05-21",17.940001
"97","2007-05-22",18
"98","2007-05-23",17.74
"99","2007-05-24",17.469999
"100","2007-05-25",17.65
"101","2007-05-29",17.76
"102","2007-05-30",17.68
"103","2007-05-31",17.82
"104","2007-06-01",18.049999
"105","2007-06-04",18.17
"106","2007-06-05",17.959999
"107","2007-06-06",17.379999
"108","2007-06-07",17.07
"109","2007-06-08",17.58
"110","2007-06-11",17.709999
"111","2007-06-12",17.549999
"112","2007-06-13",17.58
"113","2007-06-14",17.68
"114","2007-06-15",17.77
"115","2007-06-18",17.92
"116","2007-06-19",17.52
"117","2007-06-20",17.42
"118","2007-06-21",17.49
"119","2007-06-22",16.68
"120","2007-06-25",16.209999
"121","2007-06-26",15.61
"122","2007-06-27",16.059999
"123","2007-06-28",15.96
"124","2007-06-29",15.82
"125","2007-07-02",15.84
"126","2007-07-03",15.84
"127","2007-07-05",15.88
"128","2007-07-06",16.26
"129","2007-07-09",16.32
"130","2007-07-10",15.94
"131","2007-07-11",16.040001
"132","2007-07-12",16.309999
"133","2007-07-13",16.299999
"134","2007-07-16",16.459999
"135","2007-07-17",16.629999
"136","2007-07-18",16.639999
"137","2007-07-19",17.08
"138","2007-07-20",17.049999
"139","2007-07-23",17.02
"140","2007-07-24",16.370001
"141","2007-07-25",16.370001
"142","2007-07-26",16.67
"143","2007-07-27",15.84
"144","2007-07-30",15.95
"145","2007-07-31",15.51
"146","2007-08-01",15.86
"147","2007-08-02",14.57
"148","2007-08-03",13.85
"149","2007-08-06",13.6
"150","2007-08-07",12.83
"151","2007-08-08",12.82
"152","2007-08-09",12.03
"153","2007-08-10",13.07
"154","2007-08-13",13.21
"155","2007-08-14",12.78
"156","2007-08-15",12.7
"157","2007-08-16",12.72
"158","2007-08-17",12.97
"159","2007-08-20",12.99
"160","2007-08-21",12.83
"161","2007-08-22",12.91
"162","2007-08-23",12.81
"163","2007-08-24",12.98
"164","2007-08-27",12.91
"165","2007-08-28",12.65
"166","2007-08-29",13.08
"167","2007-08-30",12.98
"168","2007-08-31",13.23
"169","2007-09-04",13.1
"170","2007-09-05",12.92
"171","2007-09-06",12.93
"172","2007-09-07",12.46
"173","2007-09-10",12.27
"174","2007-09-11",12.52
"175","2007-09-12",12.07
"176","2007-09-13",11.9
"177","2007-09-14",11.93
"178","2007-09-17",11.69
"179","2007-09-18",12.21
"180","2007-09-19",12.63
"181","2007-09-20",12.61
"182","2007-09-21",12.63
"183","2007-09-24",12.54
"184","2007-09-25",12.78
"185","2007-09-26",12.91
"186","2007-09-27",13.26
"187","2007-09-28",13.03
"188","2007-10-01",13.37
"189","2007-10-02",13.62
"190","2007-10-03",13.64
"191","2007-10-04",13.5
"192","2007-10-05",13.81
"193","2007-10-08",14.27
"194","2007-10-09",14.42
"195","2007-10-10",14.55
"196","2007-10-11",14.35
"197","2007-10-12",14.43
"198","2007-10-15",14.25
"199","2007-10-16",14.12
"200","2007-10-17",14.1
"201","2007-10-18",14.07
"202","2007-10-19",13.76
"203","2007-10-22",13.75
"204","2007-10-23",13.86
"205","2007-10-24",13.5
"206","2007-10-25",13.13
"207","2007-10-26",13.14
"208","2007-10-29",13
"209","2007-10-30",12.26
"210","2007-10-31",12.59
"211","2007-11-01",12.36
"212","2007-11-02",12.06
"213","2007-11-05",11.89
"214","2007-11-06",11.83
"215","2007-11-07",11.8
"216","2007-11-08",11.62
"217","2007-11-09",11.48
"218","2007-11-12",11.7
"219","2007-11-13",12.03
"220","2007-11-14",11.97
"221","2007-11-15",11.84
"222","2007-11-16",11.79
"223","2007-11-19",11.86
"224","2007-11-20",11.99
"225","2007-11-21",11.99
"226","2007-11-23",12.09
"227","2007-11-26",11.93
"228","2007-11-27",12.09
"229","2007-11-28",12.58
"230","2007-11-29",12.53
"231","2007-11-30",12.49
"232","2007-12-03",12.02
"233","2007-12-04",11.78
"234","2007-12-05",12.14
"235","2007-12-06",12.45
"236","2007-12-07",12.09
"237","2007-12-10",12.23
"238","2007-12-11",11.85
"239","2007-12-12",11.62
"240","2007-12-13",11.5
"241","2007-12-14",11.42
"242","2007-12-17",11.25
"243","2007-12-18",11.23
"244","2007-12-19",11.31
"245","2007-12-20",11.42
"246","2007-12-21",11.71
"247","2007-12-24",11.55
"248","2007-12-26",11.55
"249","2007-12-27",11.44
"250","2007-12-28",11.43
"251","2007-12-31",11.41
"252","2008-01-02",11.42
"253","2008-01-03",11.3
"254","2008-01-04",10.91
"255","2008-01-07",10.55
"256","2008-01-08",10.1
"257","2008-01-09",10.06
"258","2008-01-10",10.21
"259","2008-01-11",9.97
"260","2008-01-14",9.96
"261","2008-01-15",9.77
"262","2008-01-16",9.8
"263","2008-01-17",9.56
"264","2008-01-18",9.78
"265","2008-01-22",9.5
"266","2008-01-23",9.53
"267","2008-01-24",9.5
"268","2008-01-25",9.77
"269","2008-01-28",10.07
"270","2008-01-29",10.14
"271","2008-01-30",10.31
"272","2008-01-31",10.49
"273","2008-02-01",10.87
"274","2008-02-04",10.64
"275","2008-02-05",10.15
"276","2008-02-06",9.82
"277","2008-02-07",9.81
"278","2008-02-08",9.56
"279","2008-02-11",9.58
"280","2008-02-12",9.38
"281","2008-02-13",9.66
"282","2008-02-14",9.44
"283","2008-02-15",9.36
"284","2008-02-19",9.26
"285","2008-02-20",9.44
"286","2008-02-21",9.35
"287","2008-02-22",9.36
"288","2008-02-25",9.44
"289","2008-02-26",9.55
"290","2008-02-27",9.79
"291","2008-02-28",9.39
"292","2008-02-29",9.13
"293","2008-03-03",8.87
"294","2008-03-04",8.82
"295","2008-03-05",8.96
"296","2008-03-06",8.54
"297","2008-03-07",8.74
"298","2008-03-10",9.01
"299","2008-03-11",9.31
"300","2008-03-12",9.15
"301","2008-03-13",9.16
"302","2008-03-14",8.93
"303","2008-03-17",8.5
"304","2008-03-18",9.03
"305","2008-03-19",8.82
"306","2008-03-20",9
"307","2008-03-24",9.17
"308","2008-03-25",9.31
"309","2008-03-26",9.16
"310","2008-03-27",8.92
"311","2008-03-28",8.85
"312","2008-03-31",9.06
"313","2008-04-01",9.44
"314","2008-04-02",9.59
"315","2008-04-03",9.48
"316","2008-04-04",9.61
"317","2008-04-07",9.58
"318","2008-04-08",9.34
"319","2008-04-09",9.13
"320","2008-04-10",9.06
"321","2008-04-11",8.68
"322","2008-04-14",8.74
"323","2008-04-15",8.86
"324","2008-04-16",8.88
"325","2008-04-17",8.87
"326","2008-04-18",8.93
"327","2008-04-21",8.92
"328","2008-04-22",9.14
"329","2008-04-23",9.31
"330","2008-04-24",9.65
"331","2008-04-25",9.56
"332","2008-04-28",9.65
"333","2008-04-29",9.44
"334","2008-04-30",9.45
"335","2008-05-01",9.89
"336","2008-05-02",10.16
"337","2008-05-05",9.86
"338","2008-05-06",9.91
"339","2008-05-07",9.81
"340","2008-05-08",9.69
"341","2008-05-09",9.8
"342","2008-05-12",9.95
"343","2008-05-13",9.84
"344","2008-05-14",9.89
"345","2008-05-15",10.08
"346","2008-05-16",10.13
"347","2008-05-19",10.4
"348","2008-05-20",10.23
"349","2008-05-21",10.03
"350","2008-05-22",10.09
"351","2008-05-23",9.77
"352","2008-05-27",9.93
"353","2008-05-28",9.88
"354","2008-05-29",9.94
"355","2008-05-30",10.08
"356","2008-06-02",10.02
"357","2008-06-03",10.12
"358","2008-06-04",10.33
"359","2008-06-05",10.55
"360","2008-06-06",10.38
"361","2008-06-09",10.27
"362","2008-06-10",10.26
"363","2008-06-11",9.99
"364","2008-06-12",9.84
"365","2008-06-13",10.03
"366","2008-06-16",10
"367","2008-06-17",10.02
"368","2008-06-18",9.96
"369","2008-06-19",10.02
"370","2008-06-20",9.82
"371","2008-06-23",9.63
"372","2008-06-24",9.46
"373","2008-06-25",9.66
"374","2008-06-26",9.39
"375","2008-06-27",9.32
"376","2008-06-30",8.87
"377","2008-07-01",8.96
"378","2008-07-02",8.54
"379","2008-07-03",8.72
"380","2008-07-07",8.43
"381","2008-07-08",8.37
"382","2008-07-09",8.28
"383","2008-07-10",8.27
"384","2008-07-11",8.34
"385","2008-07-14",8.14
"386","2008-07-15",8.17
"387","2008-07-16",8.32
"388","2008-07-17",8.61
"389","2008-07-18",8.64
"390","2008-07-21",8.6
"391","2008-07-22",8.98
"392","2008-07-23",9.02
"393","2008-07-24",8.64
"394","2008-07-25",8.53
"395","2008-07-28",8.42
"396","2008-07-29",9.14
"397","2008-07-30",8.95
"398","2008-07-31",8.97
"399","2008-08-01",9.34
"400","2008-08-04",9.45
"401","2008-08-05",9.78
"402","2008-08-06",10.03
"403","2008-08-07",9.89
"404","2008-08-08",10.06
"405","2008-08-11",10.1
"406","2008-08-12",10.09
"407","2008-08-13",9.92
"408","2008-08-14",10.18
"409","2008-08-15",9.37
"410","2008-08-18",8.72
"411","2008-08-19",8.78
"412","2008-08-20",8.81
"413","2008-08-21",8.76
"414","2008-08-22",8.82
"415","2008-08-25",8.75
"416","2008-08-26",8.8
"417","2008-08-27",8.95
"418","2008-08-28",9.07
"419","2008-08-29",8.89
"420","2008-09-02",8.7
"421","2008-09-03",8.33
"422","2008-09-04",8.2
"423","2008-09-05",8.21
"424","2008-09-08",8.31
"425","2008-09-09",8.14
"426","2008-09-10",8.2
"427","2008-09-11",8.24
"428","2008-09-12",7.66
"429","2008-09-15",7.23
"430","2008-09-16",7.11
"431","2008-09-17",6.86
"432","2008-09-18",6.61
"433","2008-09-19",7.09
"434","2008-09-22",6.83
"435","2008-09-23",6.81
"436","2008-09-24",6.81
"437","2008-09-25",6.81
"438","2008-09-26",6.81
"439","2008-09-29",6.28
"440","2008-09-30",6.62
"441","2008-10-01",6.5
"442","2008-10-02",6.06
"443","2008-10-03",6.02
"444","2008-10-06",5.85
"445","2008-10-07",5.41
"446","2008-10-08",5.09
"447","2008-10-09",4.86
"448","2008-10-10",4.39
"449","2008-10-13",5.4
"450","2008-10-14",5
"451","2008-10-15",4.54
"452","2008-10-16",4.52
"453","2008-10-17",4.33
"454","2008-10-20",4.4
"455","2008-10-21",4.28
"456","2008-10-22",4
"457","2008-10-23",3.82
"458","2008-10-24",3.86
"459","2008-10-27",3.39
"460","2008-10-28",4.35
"461","2008-10-29",3.91
"462","2008-10-30",4.3
"463","2008-10-31",4.31
"464","2008-11-03",4.25
"465","2008-11-04",4.64
"466","2008-11-05",4.54
"467","2008-11-06",4
"468","2008-11-07",4.26
"469","2008-11-10",3.98
"470","2008-11-11",4
"471","2008-11-12",3.6
"472","2008-11-13",3.89
"473","2008-11-14",3.67
"474","2008-11-17",3.74
"475","2008-11-18",3.92
"476","2008-11-19",3.62
"477","2008-11-20",3.59
"478","2008-11-21",3.79
"479","2008-11-24",3.91
"480","2008-11-25",4.02
"481","2008-11-26",4.22
"482","2008-11-28",4.36
"483","2008-12-01",3.71
"484","2008-12-02",3.9
"485","2008-12-03",4.15
"486","2008-12-04",3.83
"487","2008-12-05",3.96
"488","2008-12-08",4.14
"489","2008-12-09",4.13
"490","2008-12-10",4.14
"491","2008-12-11",3.97
"492","2008-12-12",4.31
"493","2008-12-15",3.97
"494","2008-12-16",3.94
"495","2008-12-17",4.24
"496","2008-12-18",3.9
