"","date","SLM"
"1","2007-01-03",17.055038
"2","2007-01-04",17.691208
"3","2007-01-05",17.748392
"4","2007-01-08",17.712652
"5","2007-01-09",17.730522
"6","2007-01-10",17.394567
"7","2007-01-11",17.494638
"8","2007-01-12",17.433882
"9","2007-01-16",17.298071
"10","2007-01-17",17.155111
"11","2007-01-18",16.250893
"12","2007-01-19",16.240171
"13","2007-01-22",16.165117
"14","2007-01-23",16.075768
"15","2007-01-24",16.479628
"16","2007-01-25",16.22945
"17","2007-01-26",16.22945
"18","2007-01-29",16.365261
"19","2007-01-30",16.347391
"20","2007-01-31",16.426018
"21","2007-02-01",16.3188
"22","2007-02-02",16.604717
"23","2007-02-05",15.14296
"24","2007-02-06",14.996426
"25","2007-02-07",15.29664
"26","2007-02-08",15.271623
"27","2007-02-09",15.207291
"28","2007-02-12",15.189421
"29","2007-02-13",15.16083
"30","2007-02-14",15.228735
"31","2007-02-15",15.36812
"32","2007-02-16",15.7005
"33","2007-02-20",15.607576
"34","2007-02-21",15.764832
"35","2007-02-22",15.739814
"36","2007-02-23",15.564689
"37","2007-02-26",15.47534
"38","2007-02-27",15.167977
"39","2007-02-28",15.243031
"40","2007-03-01",15.268048
"41","2007-03-02",15.075053
"42","2007-03-05",14.94639
"43","2007-03-06",15.214438
"44","2007-03-07",15.01787
"45","2007-03-08",14.989278
"46","2007-03-09",15.050035
"47","2007-03-12",14.917798
"48","2007-03-13",14.731952
"49","2007-03-14",14.731952
"50","2007-03-15",14.849893
"51","2007-03-16",14.835597
"52","2007-03-19",14.846319
"53","2007-03-20",14.992852
"54","2007-03-21",15.271623
"55","2007-03-22",15.010722
"56","2007-03-23",14.849893
"57","2007-03-26",14.774839
"58","2007-03-27",14.753395
"59","2007-03-28",14.610436
"60","2007-03-29",14.574697
"61","2007-03-30",14.617584
"62","2007-04-02",14.749822
"63","2007-04-03",14.85704
"64","2007-04-04",14.72123
"65","2007-04-05",14.810579
"66","2007-04-09",14.85704
"67","2007-04-10",14.985704
"68","2007-04-11",14.746247
"69","2007-04-12",14.563974
"70","2007-04-13",16.711937
"71","2007-04-16",19.674768
"72","2007-04-17",20.014296
"73","2007-04-18",19.767691
"74","2007-04-19",19.646175
"75","2007-04-20",19.2995
"76","2007-04-23",19.424589
"77","2007-04-24",19.206575
"78","2007-04-25",19.306648
"79","2007-04-26",19.256613
"80","2007-04-27",19.381701
"81","2007-04-30",19.238743
"82","2007-05-01",19.1208
"83","2007-05-02",19.367405
"84","2007-05-03",19.47105
"85","2007-05-04",19.57827
"86","2007-05-07",19.406719
"87","2007-05-08",19.306648
"88","2007-05-09",19.363831
"89","2007-05-10",19.22802
"90","2007-05-11",19.353109
"91","2007-05-14",19.349535
"92","2007-05-15",19.324518
"93","2007-05-16",19.567549
"94","2007-05-17",19.785561
"95","2007-05-18",19.799856
"96","2007-05-21",19.764116
"97","2007-05-22",19.785561
"98","2007-05-23",19.885633
"99","2007-05-24",19.96426
"100","2007-05-25",20.021444
"101","2007-05-29",20.103645
"102","2007-05-30",20.132236
"103","2007-05-31",20.08935
"104","2007-06-01",20.092924
"105","2007-06-04",20.117941
"106","2007-06-05",20.085775
"107","2007-06-06",20.096497
"108","2007-06-07",20.039314
"109","2007-06-08",20.07148
"110","2007-06-11",20.067905
"111","2007-06-12",20.232309
"112","2007-06-13",20.443174
"113","2007-06-14",20.371695
"114","2007-06-15",20.382416
"115","2007-06-18",20.411007
"116","2007-06-19",20.629021
"117","2007-06-20",20.618299
"118","2007-06-21",20.629021
"119","2007-06-22",20.56469
