"","date","NVEC"
"1","2007-01-03",30.299999
"2","2007-01-04",29.59
"3","2007-01-05",28.75
"4","2007-01-08",31.83
"5","2007-01-09",30.26
"6","2007-01-10",29.35
"7","2007-01-11",30.67
"8","2007-01-12",29.799999
"9","2007-01-16",29.85
"10","2007-01-17",29.549999
"11","2007-01-18",22.35
"12","2007-01-19",23.639999
"13","2007-01-22",22.52
"14","2007-01-23",22.879999
"15","2007-01-24",23.059999
"16","2007-01-25",22.860001
"17","2007-01-26",23.280001
"18","2007-01-29",23.299999
"19","2007-01-30",24.110001
"20","2007-01-31",23.23
"21","2007-02-01",23.1
"22","2007-02-02",24.02
"23","2007-02-05",23.15
"24","2007-02-06",22.799999
"25","2007-02-07",22.809999
"26","2007-02-08",22.879999
"27","2007-02-09",22.309999
"28","2007-02-12",22.030001
"29","2007-02-13",22.32
"30","2007-02-14",22.110001
"31","2007-02-15",22
"32","2007-02-16",21.780001
"33","2007-02-20",21.74
"34","2007-02-21",21.59
"35","2007-02-22",20.860001
"36","2007-02-23",22.35
"37","2007-02-26",26.969999
"38","2007-02-27",24.969999
"39","2007-02-28",25.33
"40","2007-03-01",24.459999
"41","2007-03-02",25.299999
"42","2007-03-05",23.809999
"43","2007-03-06",24.530001
"44","2007-03-07",25.41
"45","2007-03-08",25.09
"46","2007-03-09",25.83
"47","2007-03-12",27.799999
"48","2007-03-13",25.85
"49","2007-03-14",26.41
"50","2007-03-15",26.059999
"51","2007-03-16",25.530001
"52","2007-03-19",25.41
"53","2007-03-20",26.59
"54","2007-03-21",27.16
"55","2007-03-22",27.07
"56","2007-03-23",28.35
"57","2007-03-26",28.200001
"58","2007-03-27",27.4
"59","2007-03-28",26.99
"60","2007-03-29",26.59
"61","2007-03-30",27.280001
"62","2007-04-02",26.99
"63","2007-04-03",27.610001
"64","2007-04-04",27.35
"65","2007-04-05",27.48
"66","2007-04-09",27.129999
"67","2007-04-10",26.75
"68","2007-04-11",26.040001
"69","2007-04-12",27.99
"70","2007-04-13",27.52
"71","2007-04-16",27.75
"72","2007-04-17",27.1
"73","2007-04-18",27.41
"74","2007-04-19",27.219999
"75","2007-04-20",27.83
"76","2007-04-23",27.75
"77","2007-04-24",27.75
"78","2007-04-25",27.450001
"79","2007-04-26",27.93
"80","2007-04-27",27.889999
"81","2007-04-30",26.120001
"82","2007-05-01",27.83
"83","2007-05-02",29.629999
"84","2007-05-03",32.200001
"85","2007-05-04",34.490002
"86","2007-05-07",35.91
"87","2007-05-08",34.580002
"88","2007-05-09",35.66
"89","2007-05-10",34.389999
"90","2007-05-11",33.73
"91","2007-05-14",33.450001
"92","2007-05-15",32.799999
"93","2007-05-16",32.689999
"94","2007-05-17",33.52
"95","2007-05-18",33.5
"96","2007-05-21",33.540001
"97","2007-05-22",33.560001
"98","2007-05-23",35.84
"99","2007-05-24",33.630001
"100","2007-05-25",33.77
"101","2007-05-29",33.310001
"102","2007-05-30",33.209999
"103","2007-05-31",33.82
"104","2007-06-01",34.139999
"105","2007-06-04",33.900002
"106","2007-06-05",34.130001
"107","2007-06-06",33.119999
"108","2007-06-07",31.799999
"109","2007-06-08",31.809999
"110","2007-06-11",32.689999
"111","2007-06-12",31.540001
"112","2007-06-13",31.83
"113","2007-06-14",32.349998
"114","2007-06-15",31.950001
"115","2007-06-18",31.559999
"116","2007-06-19",31.42
"117","2007-06-20",30.51
"118","2007-06-21",31.5
"119","2007-06-22",33.75
"120","2007-06-25",33.23
"121","2007-06-26",32.23
"122","2007-06-27",32.689999
"123","2007-06-28",33.830002
"124","2007-06-29",35.200001
"125","2007-07-02",39.259998
"126","2007-07-03",38.419998
"127","2007-07-05",39.16
"128","2007-07-06",41
"129","2007-07-09",39.900002
"130","2007-07-10",39.41
"131","2007-07-11",39.939999
"132","2007-07-12",40.630001
"133","2007-07-13",40.77
"134","2007-07-16",39.369999
"135","2007-07-17",39.610001
"136","2007-07-18",39.73
"137","2007-07-19",34.200001
"138","2007-07-20",35.02
"139","2007-07-23",34.68
"140","2007-07-24",32.549999
"141","2007-07-25",32.650002
"142","2007-07-26",31.59
"143","2007-07-27",31.58
"144","2007-07-30",30.82
"145","2007-07-31",30.799999
"146","2007-08-01",30.860001
"147","2007-08-02",30.860001
"148","2007-08-03",30.530001
"149","2007-08-06",30.049999
"150","2007-08-07",30.25
"151","2007-08-08",32.450001
"152","2007-08-09",33.139999
"153","2007-08-10",32.790001
"154","2007-08-13",33
"155","2007-08-14",31.9
"156","2007-08-15",31.790001
"157","2007-08-16",30.719999
"158","2007-08-17",32
"159","2007-08-20",32.75
"160","2007-08-21",32.830002
"161","2007-08-22",33.639999
"162","2007-08-23",33
"163","2007-08-24",32.939999
"164","2007-08-27",35.220001
"165","2007-08-28",34.990002
"166","2007-08-29",34.639999
"167","2007-08-30",34.400002
"168","2007-08-31",34.91
"169","2007-09-04",34.799999
"170","2007-09-05",35.299999
"171","2007-09-06",34.709999
"172","2007-09-07",32.75
"173","2007-09-10",32.060001
"174","2007-09-11",32.049999
"175","2007-09-12",32.139999
"176","2007-09-13",31.700001
